k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0512020327150822, -0.3284987807273865, 0.1747747957706451, 0.4842114746570587, 0.3365215063095093, 0.2501654624938965, 0.1724041551351547, 0.245895192027092, -0.0109115429222584, 0.1118864566087723, 0.0263772290199995, -0.1730238348245621, 0.059964794665575, 0.1842759251594543, -0.1574073135852814, -0.1547022312879562, -0.2951728701591492, 0.0426227189600468, -0.3072008490562439, -0.0202190857380629, 0.2125610560178757, -0.0013137486530468]| 14.1178884506225586|      2.00000000|[61, 4, 0, 1]                                                              | | GPS sucess | actual_k=4
      52|[-105.87435356900096, 49.999351531267166, 1.103933297097683, 82.63583590835333, -18.90001403540373, -62.542308893986046, -13.818583756685257, -2.7002149540930986, -22.142559845000505, -72.25607816874981, -32.72435397095978, 13.981969438493252, -49.72095560282469, 10.650341749191284, -12.180428560823202, -51.94889812916517, -39.66126930247992, 85.87945519015193, 6.152452128008008, 3.962241066619754, 8.94177945703268, 58.80840517312754]| 11.9280939102172852|     64.00000000|[3121, 208, 0, 52]                                                         | | GPS sucess | actual_k=4
      53|[-105.87435356900096, 49.999351531267166, 1.103933297097683, 82.63583590835333, -18.90001403540373, -62.542308893986046, -13.818583756685257, -2.7002149540930986, -22.142559845000505, -72.25607816874981, -32.72435397095978, 13.981969438493252, -49.72095560282469, 10.650341749191284, -12.180428560823202, -51.94889812916517, -39.66126930247992, 85.87945519015193, 6.152452128008008, 3.962241066619754, 8.94177945703268, 58.80840517312754]| 11.9280939102172852|     32.00000000|[3181, 212, 0, 53]                                                         |  | used linear model with 65 points | actual_k=4
      54|[-105.87435356900096, 49.999351531267166, 1.103933297097683, 82.63583590835333, -18.90001403540373, -62.542308893986046, -13.818583756685257, -2.7002149540930986, -22.142559845000505, -72.25607816874981, -32.72435397095978, 13.981969438493252, -49.72095560282469, 10.650341749191284, -12.180428560823202, -51.94889812916517, -39.66126930247992, 85.87945519015193, 6.152452128008008, 3.962241066619754, 8.94177945703268, 58.80840517312754]| 11.9280939102172852|     16.00000000|[3241, 216, 0, 54]                                                         |  | used linear model with 65 points | actual_k=4
      55|[-105.87435356900096, 49.999351531267166, 1.103933297097683, 82.63583590835333, -18.90001403540373, -62.542308893986046, -13.818583756685257, -2.7002149540930986, -22.142559845000505, -72.25607816874981, -32.72435397095978, 13.981969438493252, -49.72095560282469, 10.650341749191284, -12.180428560823202, -51.94889812916517, -39.66126930247992, 85.87945519015193, 6.152452128008008, 3.962241066619754, 8.94177945703268, 58.80840517312754]| 11.9280939102172852|      8.00000000|[3301, 220, 0, 55]                                                         |  | used linear model with 65 points | actual_k=4
      56|[-109.8717543296516, 50.833875983953476, -0.163008488714695, 85.67641451209784, -19.06940872222185, -63.30633565504104, -13.761371746659279, 0.3555347006767988, -21.53229482844472, -74.25030426681042, -35.64659375138581, 15.11029490083456, -49.06423281878233, 10.82753400504589, -11.198994990438223, -51.614732943475246, -40.3668998433277, 87.79304848238826, 4.470536606386304, 3.9013546239584684, 7.548972807824612, 57.43398143083323]| 11.9274482727050781|     16.00000000|[3361, 224, 0, 56]                                                         | | GPS sucess | actual_k=4
      57|[-108.0600426606834, 49.461166709661484, -4.098262585699558, 85.33339350670576, -20.666548795998096, -63.15334407705814, -11.866764083504677, -4.019437642768025, -26.793115694075823, -67.5369506329298, -31.44356650300324, 15.19674851000309, -42.327942840754986, 15.89920024573803, -8.306444998830557, -51.94579743593931, -39.94144296180457, 86.51463804766536, 5.745075719431043, 7.825280738994479, 5.0756706818938255, 61.303979647462256]| 11.9260721206665039|     32.00000000|[3421, 228, 0, 57]                                                         | | GPS sucess | actual_k=4
      58|[-108.0600426606834, 49.461166709661484, -4.098262585699558, 85.33339350670576, -20.666548795998096, -63.15334407705814, -11.866764083504677, -4.019437642768025, -26.793115694075823, -67.5369506329298, -31.44356650300324, 15.19674851000309, -42.327942840754986, 15.89920024573803, -8.306444998830557, -51.94579743593931, -39.94144296180457, 86.51463804766536, 5.745075719431043, 7.825280738994479, 5.0756706818938255, 61.303979647462256]| 11.9260721206665039|     16.00000000|[3481, 232, 0, 58]                                                         |  | used linear model with 65 points | actual_k=4
      59|[-108.0600426606834, 49.461166709661484, -4.098262585699558, 85.33339350670576, -20.666548795998096, -63.15334407705814, -11.866764083504677, -4.019437642768025, -26.793115694075823, -67.5369506329298, -31.44356650300324, 15.19674851000309, -42.327942840754986, 15.89920024573803, -8.306444998830557, -51.94579743593931, -39.94144296180457, 86.51463804766536, 5.745075719431043, 7.825280738994479, 5.0756706818938255, 61.303979647462256]| 11.9260721206665039|      8.00000000|[3541, 236, 0, 59]                                                         |  | used linear model with 65 points | actual_k=4
      60|[-107.67495630308986, 48.190775126218796, -2.4807773008942604, 84.71789156645536, -23.290140457451344, -62.56633208412677, -11.09129174053669, -0.3300312478095293, -28.004472095519304, -64.40825395286083, -31.604741172865033, 16.51665522158146, -44.018274180591106, 15.865541439503431, -10.097419735044241, -55.057342283427715, -39.444355632178485, 85.28289995715022, 7.017210738733411, 8.837833715602756, 6.645132504403591, 62.77327264577616]| 11.9216985702514648|     16.00000000|[3601, 240, 0, 60]                                                         | | GPS sucess | actual_k=4
      61|[-110.5598742775619, 43.049142092466354, -1.1961214914917946, 87.27383028715849, -21.771485038101673, -65.42050049919635, -14.705423668026924, -3.6814037282019854, -35.01265462115407, -66.767727419734, -25.69826419837773, 14.00932003557682, -43.278595857322216, 17.759603958576918, -9.243640836328268, -54.932079412043095, -42.73919167649001, 78.60978231951594, 7.339095758274198, 4.713643861934543, 8.816124878823757, 63.377502274815924]| 11.9202976226806641|     32.00000000|[3661, 244, 0, 61]                                                         | | GPS sucess | actual_k=4
      62|[-110.5598742775619, 43.049142092466354, -1.1961214914917946, 87.27383028715849, -21.771485038101673, -65.42050049919635, -14.705423668026924, -3.6814037282019854, -35.01265462115407, -66.767727419734, -25.69826419837773, 14.00932003557682, -43.278595857322216, 17.759603958576918, -9.243640836328268, -54.932079412043095, -42.73919167649001, 78.60978231951594, 7.339095758274198, 4.713643861934543, 8.816124878823757, 63.377502274815924]| 11.9202976226806641|     16.00000000|[3721, 248, 0, 62]                                                         |  | used linear model with 65 points | actual_k=4
      63|[-111.35704378411174, 39.46361681818962, 0.5676980838179588, 87.71952154487371, -22.24450907856226, -67.73091958183795, -14.906965538859367, -2.8457914907485247, -37.35482772067189, -71.02459482848644, -33.21873147971928, 18.965713754296303, -41.36822550743818, 17.780947297811508, -5.849019940942526, -54.62433738261461, -35.34150567185134, 81.91473398730159, 6.759024607017636, 10.742078615352511, 7.416953049600124, 60.44230110675562]| 11.9080600738525391|     32.00000000|[3781, 252, 0, 63]                                                         | | GPS sucess | actual_k=4
      64|[-111.35704378411174, 39.46361681818962, 0.5676980838179588, 87.71952154487371, -22.24450907856226, -67.73091958183795, -14.906965538859367, -2.8457914907485247, -37.35482772067189, -71.02459482848644, -33.21873147971928, 18.965713754296303, -41.36822550743818, 17.780947297811508, -5.849019940942526, -54.62433738261461, -35.34150567185134, 81.91473398730159, 6.759024607017636, 10.742078615352511, 7.416953049600124, 60.44230110675562]| 11.9080600738525391|     16.00000000|[3841, 256, 0, 64]                                                         |  | used linear model with 65 points | actual_k=4
      65|[-114.1285286359489, 36.72021719813347, -3.983800806105137, 90.93785574287176, -25.34817037731409, -62.01679776329547, -13.385738179087639, -4.22147479839623, -29.79165394976735, -66.53011088073254, -36.15661318786442, 16.814854875206947, -36.61529915779829, 20.290880292654037, -3.13524978980422, -55.27730257064104, -34.69818892609328, 80.88117669150233, 5.541528450325131, 12.81812341324985, 3.928518496453762, 56.38712866336573]| 11.9047279357910156|     32.00000000|[3901, 260, 0, 65]                                                         | | GPS sucess | actual_k=4
      66|[-114.1285286359489, 36.72021719813347, -3.983800806105137, 90.93785574287176, -25.34817037731409, -62.01679776329547, -13.385738179087639, -4.22147479839623, -29.79165394976735, -66.53011088073254, -36.15661318786442, 16.814854875206947, -36.61529915779829, 20.290880292654037, -3.13524978980422, -55.27730257064104, -34.69818892609328, 80.88117669150233, 5.541528450325131, 12.81812341324985, 3.928518496453762, 56.38712866336573]| 11.9047279357910156|     16.00000000|[3961, 264, 0, 66]                                                         |  | used linear model with 65 points | actual_k=4
      67|[-116.45314864441752, 31.34675070643425, -6.8722557201981544, 93.35378935188055, -24.612215138971806, -61.135304969735444, -13.94409690797329, -0.4958352167159319, -33.38159306719899, -60.45976738631725, -41.604060964658856, 22.99268414080143, -41.24566977471113, 21.454863041639328, -2.15968906506896, -50.77155763655901, -35.58366932999343, 82.5983651690185, 7.765300737693906, 14.141053272411227, 7.5979039296507835, 53.83504111797083]| 11.8958024978637695|     32.00000000|[4021, 268, 0, 67]                                                         | | GPS sucess | actual_k=4
      68|[-116.45314864441752, 31.34675070643425, -6.8722557201981544, 93.35378935188055, -24.612215138971806, -61.135304969735444, -13.94409690797329, -0.4958352167159319, -33.38159306719899, -60.45976738631725, -41.604060964658856, 22.99268414080143, -41.24566977471113, 21.454863041639328, -2.15968906506896, -50.77155763655901, -35.58366932999343, 82.5983651690185, 7.765300737693906, 14.141053272411227, 7.5979039296507835, 53.83504111797083]| 11.8958024978637695|     16.00000000|[4081, 272, 0, 68]                                                         |  | used linear model with 65 points | actual_k=4
      69|[-119.47243742272258, 27.58009859919548, 1.27337034791708, 94.70192947238684, -22.099443532526493, -63.604460519738495, -12.869277581572533, -3.0803498346358538, -32.65801473334432, -61.628725811839104, -40.471870021894574, 23.37233166396618, -43.93940346688032, 17.10670706629753, -0.0694893561303616, -51.764205284416676, -36.92265012394637, 82.17358474060893, 7.769891395699233, 15.595717502757907, 0.7954065427184105, 61.521752429311164]| 11.8803920745849609|     32.00000000|[4141, 276, 0, 69]                                                         | | GPS sucess | actual_k=4
      70|[-128.3529029302299, 25.13016864657402, 5.889848791062832, 101.24042930454016, -21.568650044500828, -68.37865380663425, -9.536648139357567, 2.1619459073990583, -42.129042107611895, -58.6251185387373, -50.55664022453129, 30.928227946162224, -43.15039699524641, 15.082854956388474, 2.5333193577826023, -60.34504825621843, -31.269949699752033, 65.66054419800639, 13.201086177956313, 8.408698154613376, 8.904812060296535, 65.90596444637049]| 11.8731174468994141|     64.00000000|[4201, 280, 0, 70]                                                         | | GPS sucess | actual_k=4
      71|[-144.97509340569377, 1.1922623813152313, 11.721338354051113, 114.4803813919425, -21.52258239686489, -82.46688966173679, 20.55022205412388, -12.891069801524282, -46.897678811103106, -34.129728600382805, -53.46790345199406, 28.99375681579113, -45.380309991538525, 11.803983181715012, -7.4734317027032375, -52.77003604918718, -32.61813416611403, 43.11506346985698, 31.650896206032485, 11.615666700527072, 2.763343058526516, 65.31610710651148]| 11.8098545074462891|    128.00000000|[4261, 284, 0, 71]                                                         | | GPS sucess | actual_k=4
      72|[-164.49635462090373, -40.15829685330391, 11.399104736745358, 132.56024017184973, 6.297155991196632, -62.813996595330536, 6.178689613938332, -70.25351563282311, -54.90518708899617, -20.649164482951164, -74.8511660862714, 47.0368285626173, -44.076564840972424, -32.35940411686897, 20.306708220392466, -60.20365983992815, -52.109490062110126, 28.405612748116255, 69.173666134011, -43.8763682115823, 5.9391843900084496, 45.13031036884058]| 11.7437372207641602|    256.00000000|[4321, 288, 0, 72]                                                         | | GPS sucess | actual_k=4
      73|[-164.49635462090373, -40.15829685330391, 11.399104736745358, 132.56024017184973, 6.297155991196632, -62.813996595330536, 6.178689613938332, -70.25351563282311, -54.90518708899617, -20.649164482951164, -74.8511660862714, 47.0368285626173, -44.076564840972424, -32.35940411686897, 20.306708220392466, -60.20365983992815, -52.109490062110126, 28.405612748116255, 69.173666134011, -43.8763682115823, 5.9391843900084496, 45.13031036884058]| 11.7437372207641602|    128.00000000|[4381, 292, 0, 73]                                                         |  | used linear model with 65 points | actual_k=4
      74|[-164.49635462090373, -40.15829685330391, 11.399104736745358, 132.56024017184973, 6.297155991196632, -62.813996595330536, 6.178689613938332, -70.25351563282311, -54.90518708899617, -20.649164482951164, -74.8511660862714, 47.0368285626173, -44.076564840972424, -32.35940411686897, 20.306708220392466, -60.20365983992815, -52.109490062110126, 28.405612748116255, 69.173666134011, -43.8763682115823, 5.9391843900084496, 45.13031036884058]| 11.7437372207641602|     64.00000000|[4441, 296, 0, 74]                                                         |  | used linear model with 65 points | actual_k=4
      75|[-179.13105921074748, -40.1790263466537, -3.2475646510720253, 146.44132652133703, -2.252111777663231, -48.70449094194919, 35.32088626921177, -80.66517964191735, -29.178092438727617, -17.778746411204338, -97.96766503341496, 43.06307701766491, -46.0510124489665, -25.772441893815994, 31.196629408746958, -76.86314279586077, -40.50027241837233, 40.276393692940474, 72.40758575452492, -27.893512414768338, 4.3161128386855125, 51.20004494220484]| 11.7319040298461914|    128.00000000|[4501, 300, 0, 75]                                                         | | GPS sucess | actual_k=4
      76|[-179.13105921074748, -40.1790263466537, -3.2475646510720253, 146.44132652133703, -2.252111777663231, -48.70449094194919, 35.32088626921177, -80.66517964191735, -29.178092438727617, -17.778746411204338, -97.96766503341496, 43.06307701766491, -46.0510124489665, -25.772441893815994, 31.196629408746958, -76.86314279586077, -40.50027241837233, 40.276393692940474, 72.40758575452492, -27.893512414768338, 4.3161128386855125, 51.20004494220484]| 11.7319040298461914|     64.00000000|[4561, 304, 0, 76]                                                         |  | used linear model with 65 points | actual_k=4
      77|[-179.13105921074748, -40.1790263466537, -3.2475646510720253, 146.44132652133703, -2.252111777663231, -48.70449094194919, 35.32088626921177, -80.66517964191735, -29.178092438727617, -17.778746411204338, -97.96766503341496, 43.06307701766491, -46.0510124489665, -25.772441893815994, 31.196629408746958, -76.86314279586077, -40.50027241837233, 40.276393692940474, 72.40758575452492, -27.893512414768338, 4.3161128386855125, 51.20004494220484]| 11.7319040298461914|     32.00000000|[4621, 308, 0, 77]                                                         |  | used linear model with 65 points | actual_k=4
      78|[-182.81509689614177, -47.598243456333876, -4.163645304739475, 150.38971676677465, 0.6415158659219742, -48.69256413076073, 39.405059948563576, -74.75280514545739, -32.06988139823079, -16.571366235613823, -86.86470730789006, 27.13040928542614, -36.27340929955244, -15.444191962480545, 30.61625576391816, -78.82908088713884, -28.98169770371169, 51.65441493317485, 76.79987396253273, -29.11007027514279, 5.871667943894863, 50.76011587411631]| 11.6933050155639648|     64.00000000|[4681, 312, 0, 78]                                                         | | GPS sucess | actual_k=4
      79|[-182.81509689614177, -47.598243456333876, -4.163645304739475, 150.38971676677465, 0.6415158659219742, -48.69256413076073, 39.405059948563576, -74.75280514545739, -32.06988139823079, -16.571366235613823, -86.86470730789006, 27.13040928542614, -36.27340929955244, -15.444191962480545, 30.61625576391816, -78.82908088713884, -28.98169770371169, 51.65441493317485, 76.79987396253273, -29.11007027514279, 5.871667943894863, 50.76011587411631]| 11.6933050155639648|     32.00000000|[4741, 316, 0, 79]                                                         |  | used linear model with 65 points | actual_k=4
      80|[-182.81509689614177, -47.598243456333876, -4.163645304739475, 150.38971676677465, 0.6415158659219742, -48.69256413076073, 39.405059948563576, -74.75280514545739, -32.06988139823079, -16.571366235613823, -86.86470730789006, 27.13040928542614, -36.27340929955244, -15.444191962480545, 30.61625576391816, -78.82908088713884, -28.98169770371169, 51.65441493317485, 76.79987396253273, -29.11007027514279, 5.871667943894863, 50.76011587411631]| 11.6933050155639648|     16.00000000|[4801, 320, 0, 80]                                                         |  | used linear model with 65 points | actual_k=4
      81|[-182.32763938233256, -47.17509935423732, -3.98685010522604, 149.82336737960577, -0.9126835912466049, -53.31146347615868, 38.94112841784954, -78.44466486759484, -33.3908292837441, -16.78237795829773, -88.65293713100255, 27.415552482008934, -43.15955155342817, -10.2432442009449, 41.430521968752146, -78.97663459926844, -29.130448411218822, 51.5887085236609, 76.90141313476488, -33.41828923113644, 7.310226641595364, 50.08036334544886]| 11.6925811767578125|     32.00000000|[4861, 324, 0, 81]                                                         | | GPS sucess | actual_k=4
      82|[-182.32763938233256, -47.17509935423732, -3.98685010522604, 149.82336737960577, -0.9126835912466049, -53.31146347615868, 38.94112841784954, -78.44466486759484, -33.3908292837441, -16.78237795829773, -88.65293713100255, 27.415552482008934, -43.15955155342817, -10.2432442009449, 41.430521968752146, -78.97663459926844, -29.130448411218822, 51.5887085236609, 76.90141313476488, -33.41828923113644, 7.310226641595364, 50.08036334544886]| 11.6925811767578125|     16.00000000|[4921, 328, 0, 82]                                                         |  | used linear model with 65 points | actual_k=4
      83|[-184.30567268654704, -46.92157621309161, 2.8740889206528664, 150.08754464238882, -8.391941174864769, -56.010388256050646, 32.92034260928631, -82.39669981785119, -33.648193288594484, -15.933169543743134, -86.3047885466367, 30.2251163572073, -41.53156488388777, -8.495960265398026, 43.43475127592683, -78.2773141041398, -33.64624459575862, 49.236228350549936, 82.02829282684252, -30.622108029201627, 7.1973211616277695, 47.7691097977804]| 11.6907606124877930|     32.00000000|[4981, 332, 0, 83]                                                         | | GPS sucess | actual_k=4
      84|[-184.30567268654704, -46.92157621309161, 2.8740889206528664, 150.08754464238882, -8.391941174864769, -56.010388256050646, 32.92034260928631, -82.39669981785119, -33.648193288594484, -15.933169543743134, -86.3047885466367, 30.2251163572073, -41.53156488388777, -8.495960265398026, 43.43475127592683, -78.2773141041398, -33.64624459575862, 49.236228350549936, 82.02829282684252, -30.622108029201627, 7.1973211616277695, 47.7691097977804]| 11.6907606124877930|     16.00000000|[5041, 336, 0, 84]                                                         |  | used linear model with 65 points | actual_k=4
      85|[-186.8002632074058, -50.539733838289976, 5.572571195662022, 152.0482154712081, -12.839029416441917, -54.7789560565725, 30.077382251620293, -84.76685705967247, -31.876956153661013, -19.422478139400482, -79.78721566684544, 26.893610581755638, -41.573651902377605, -6.512042313814163, 41.56287503615022, -76.67258457094431, -38.21287114452571, 49.749210480600595, 81.57534851832315, -36.16149668581784, 2.055523619055748, 42.005911898915656]| 11.6831064224243164|     32.00000000|[5101, 340, 0, 85]                                                         | | GPS sucess | actual_k=4
      86|[-186.8002632074058, -50.539733838289976, 5.572571195662022, 152.0482154712081, -12.839029416441917, -54.7789560565725, 30.077382251620293, -84.76685705967247, -31.876956153661013, -19.422478139400482, -79.78721566684544, 26.893610581755638, -41.573651902377605, -6.512042313814163, 41.56287503615022, -76.67258457094431, -38.21287114452571, 49.749210480600595, 81.57534851832315, -36.16149668581784, 2.055523619055748, 42.005911898915656]| 11.6831064224243164|     16.00000000|[5161, 344, 0, 86]                                                         |  | used linear model with 65 points | actual_k=4
      87|[-186.8002632074058, -50.539733838289976, 5.572571195662022, 152.0482154712081, -12.839029416441917, -54.7789560565725, 30.077382251620293, -84.76685705967247, -31.876956153661013, -19.422478139400482, -79.78721566684544, 26.893610581755638, -41.573651902377605, -6.512042313814163, 41.56287503615022, -76.67258457094431, -38.21287114452571, 49.749210480600595, 81.57534851832315, -36.16149668581784, 2.055523619055748, 42.005911898915656]| 11.6831064224243164|      8.00000000|[5221, 348, 0, 87]                                                         |  | used linear model with 65 points | actual_k=4
      88|[-186.8002632074058, -50.539733838289976, 5.572571195662022, 152.0482154712081, -12.839029416441917, -54.7789560565725, 30.077382251620293, -84.76685705967247, -31.876956153661013, -19.422478139400482, -79.78721566684544, 26.893610581755638, -41.573651902377605, -6.512042313814163, 41.56287503615022, -76.67258457094431, -38.21287114452571, 49.749210480600595, 81.57534851832315, -36.16149668581784, 2.055523619055748, 42.005911898915656]| 11.6831064224243164|      4.00000000|[5281, 352, 0, 88]                                                         |  | used linear model with 65 points | actual_k=4
      89|[-187.77901623770595, -51.91948349401355, 6.7653974667191505, 152.53878440707922, -10.936750635504723, -55.425942421890795, 29.973725207149982, -83.03743115253747, -32.149099070578814, -19.67203424870968, -79.59670929796994, 27.295674219727516, -41.30443724244833, -7.516347795724869, 41.220858577638865, -77.46585128456354, -38.298529903404415, 49.495791886001825, 81.69568490190431, -35.16187773831189, 1.8419349938631058, 40.93661971122492]| 11.6763782501220703|      8.00000000|[5341, 356, 0, 89]                                                         | | GPS sucess | actual_k=4
      90|[-189.88232658430934, -55.408625196665525, 6.138945020735264, 154.5825234875083, -8.572495684027672, -55.5604841420427, 29.724863164126873, -83.29430070705712, -27.837368685752153, -21.18633781373501, -79.50544355250895, 27.299695901572704, -38.35733088105917, -7.5172580921207555, 41.12339520081878, -75.81148038059473, -37.63485537003726, 48.52850315347314, 81.06929027242586, -36.41846154816449, 3.0201669484376907, 41.12863152951468]| 11.6692018508911133|     16.00000000|[5401, 360, 0, 90]                                                         | | GPS sucess | actual_k=4
      91|[-191.18074951693416, -57.61299378797412, 6.667091824114323, 155.71604754775763, -6.5894356817007065, -53.194228620268404, 24.820525281131268, -84.98841729946434, -26.47630449011922, -24.770453318953514, -75.4162597451359, 25.984680227935314, -38.34515778720379, -5.079786702350248, 39.17888378724456, -83.0698865428567, -42.23969231080264, 56.921971056610346, 78.10507499380037, -37.992834435775876, 2.1516040712594986, 44.62237590283621]| 11.6663198471069336|     32.00000000|[5461, 364, 0, 91]                                                         | | GPS sucess | actual_k=4
      92|[-191.18074951693416, -57.61299378797412, 6.667091824114323, 155.71604754775763, -6.5894356817007065, -53.194228620268404, 24.820525281131268, -84.98841729946434, -26.47630449011922, -24.770453318953514, -75.4162597451359, 25.984680227935314, -38.34515778720379, -5.079786702350248, 39.17888378724456, -83.0698865428567, -42.23969231080264, 56.921971056610346, 78.10507499380037, -37.992834435775876, 2.1516040712594986, 44.62237590283621]| 11.6663198471069336|     16.00000000|[5521, 368, 0, 92]                                                         |  | used linear model with 65 points | actual_k=4
      93|[-191.18074951693416, -57.61299378797412, 6.667091824114323, 155.71604754775763, -6.5894356817007065, -53.194228620268404, 24.820525281131268, -84.98841729946434, -26.47630449011922, -24.770453318953514, -75.4162597451359, 25.984680227935314, -38.34515778720379, -5.079786702350248, 39.17888378724456, -83.0698865428567, -42.23969231080264, 56.921971056610346, 78.10507499380037, -37.992834435775876, 2.1516040712594986, 44.62237590283621]| 11.6663198471069336|      8.00000000|[5581, 372, 0, 93]                                                         |  | used linear model with 65 points | actual_k=4
      94|[-191.18074951693416, -57.61299378797412, 6.667091824114323, 155.71604754775763, -6.5894356817007065, -53.194228620268404, 24.820525281131268, -84.98841729946434, -26.47630449011922, -24.770453318953514, -75.4162597451359, 25.984680227935314, -38.34515778720379, -5.079786702350248, 39.17888378724456, -83.0698865428567, -42.23969231080264, 56.921971056610346, 78.10507499380037, -37.992834435775876, 2.1516040712594986, 44.62237590283621]| 11.6663198471069336|      4.00000000|[5641, 376, 0, 94]                                                         |  | used linear model with 65 points | actual_k=4
      95|[-191.89081148430705, -58.50845016166568, 7.596021868288517, 156.14294435828924, -6.403277292847633, -53.51747179124504, 24.509845428168774, -85.6834776122123, -26.741266954690218, -24.790342926979065, -75.19377834536135, 26.1850940361619, -37.38683818280697, -5.879962667182554, 39.239099215716124, -84.38720331341028, -43.56400118302554, 56.38327828422189, 79.11037766141817, -35.91700731404126, 2.4822295755147934, 43.20844977826346]| 11.6631679534912109|      8.00000000|[5701, 380, 0, 95]                                                         | | GPS sucess | actual_k=4
      96|[-193.90031008049846, -59.24705768749118, 5.888455368578434, 158.09543516486883, -10.435782328248024, -53.4688926236704, 25.747836641967297, -83.73655387945473, -26.942823473364115, -23.116541028022766, -75.33685700036585, 22.884492076933384, -36.3316734880209, -6.772081538394559, 39.94293601438403, -85.39448676258326, -42.90830473136157, 54.61983195319772, 79.08181696897373, -33.868304358795285, 0.0180007070302963, 43.54862379760016]| 11.6596832275390625|     16.00000000|[5761, 384, 0, 96]                                                         | | GPS sucess | actual_k=4
      97|[-193.9751768745482, -65.28137947246432, 3.217435099184513, 159.04150750488043, -10.258235067129135, -56.10119800735265, 24.58433299511671, -83.2992079872638, -28.566167060285807, -30.580241799354553, -74.24258045293391, 22.234032072126865, -39.470577105879784, -10.024803324893583, 42.68047196790576, -81.15986189991236, -39.82211760710925, 55.5258140899241, 78.31237667566165, -25.25411425717175, -3.457513704895973, 43.48681533068884]| 11.6569976806640625|     32.00000000|[5821, 388, 0, 97]                                                         | | GPS sucess | actual_k=4
      98|[-193.9751768745482, -65.28137947246432, 3.217435099184513, 159.04150750488043, -10.258235067129135, -56.10119800735265, 24.58433299511671, -83.2992079872638, -28.566167060285807, -30.580241799354553, -74.24258045293391, 22.234032072126865, -39.470577105879784, -10.024803324893583, 42.68047196790576, -81.15986189991236, -39.82211760710925, 55.5258140899241, 78.31237667566165, -25.25411425717175, -3.457513704895973, 43.48681533068884]| 11.6569976806640625|     16.00000000|[5881, 392, 0, 98]                                                         |  | used linear model with 65 points | actual_k=4
      99|[-194.94745648279786, -64.74471838399768, -4.576261781156063, 160.98170044273138, -9.185524195432663, -57.29072802234441, 22.31991796940565, -88.83420068211854, -21.292369071394205, -34.79785692691803, -75.80884853936732, 22.58931554108858, -41.25285588204861, -9.351935728744138, 45.52902586385608, -80.44068483263254, -37.62672547530383, 54.85257110372186, 78.37963407253847, -27.21542059071362, 3.775838002562523, 41.262188789551146]| 11.6543121337890625|     32.00000000|[5941, 396, 0, 99]                                                         | | GPS sucess | actual_k=4
     100|[-194.94745648279786, -64.74471838399768, -4.576261781156063, 160.98170044273138, -9.185524195432663, -57.29072802234441, 22.31991796940565, -88.83420068211854, -21.292369071394205, -34.79785692691803, -75.80884853936732, 22.58931554108858, -41.25285588204861, -9.351935728744138, 45.52902586385608, -80.44068483263254, -37.62672547530383, 54.85257110372186, 78.37963407253847, -27.21542059071362, 3.775838002562523, 41.262188789551146]| 11.6543121337890625|     16.00000000|[6001, 400, 0, 100]                                                        |  | used linear model with 65 points | actual_k=4
     101|[-197.41202080622315, -66.06584460660815, 4.789731718599796, 161.43628533929586, -9.357305511832237, -61.30655234027654, 25.042681507766247, -86.11565834470093, -21.10635082796216, -36.52278220653534, -76.52030173875391, 27.899173386394978, -45.82706128060818, -15.104316576675046, 45.535273995716125, -82.68335179239511, -35.956903020851314, 57.657293412834406, 75.05420439457521, -30.196589337661862, 1.2622371762990952, 42.534742948715575]| 11.6464099884033203|     32.00000000|[6061, 404, 0, 101]                                                        | | GPS sucess | actual_k=4
     102|[-203.8156610764563, -74.52320010587573, 4.441737808287144, 167.2017591819167, 0.7988987118005753, -64.04506867099553, 35.03853302448988, -87.97398215718567, -23.030413676053286, -45.4610937833786, -82.37968532182276, 23.459840424358845, -51.9463864415884, -25.039877756789792, 47.580283608753234, -84.53047279268503, -28.733228246681392, 72.8336382843554, 66.87690298771486, -24.839987145736814, 1.1774374097585678, 40.38442575663794]| 11.6327133178710938|     64.00000000|[6121, 408, 0, 102]                                                        | | GPS sucess | actual_k=4
     103|[-203.8156610764563, -74.52320010587573, 4.441737808287144, 167.2017591819167, 0.7988987118005753, -64.04506867099553, 35.03853302448988, -87.97398215718567, -23.030413676053286, -45.4610937833786, -82.37968532182276, 23.459840424358845, -51.9463864415884, -25.039877756789792, 47.580283608753234, -84.53047279268503, -28.733228246681392, 72.8336382843554, 66.87690298771486, -24.839987145736814, 1.1774374097585678, 40.38442575663794]| 11.6327133178710938|     32.00000000|[6181, 412, 0, 103]                                                        |  | used linear model with 65 points | actual_k=4
