k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5870544910430908, 0.0786545276641846, 0.841253399848938, 0.4776663482189178, 0.3776011168956757, -0.1757587343454361, -0.0033905662130564, 0.3449411392211914, -0.103044219315052, -0.400777131319046, -0.5439278483390808, -0.6644708514213562, 0.4898206889629364, -0.0141756189987063, 0.2200718522071838, -0.6517636179924011, -0.0706372037529945, 0.1507522463798523, 0.7955852150917053, 0.1543542891740799, -0.3381495177745819, -0.0049349959008396]| 13.3714694976806641|      2.00000000|[57, 8, 0, 1]                                                              | | GPS sucess | actual_k=8
      52|[-91.50839737057686, -19.443219803273678, 14.931587263941765, 73.9206650480628, -7.860468156635761, 16.341983541846275, -49.50886446121149, -5.200256049633026, -30.83806984871626, -35.87316757440567, -94.19895908236504, -16.091264128684998, -33.433700151741505, -42.507928925566375, -68.0649049282074, 94.99986433563754, -38.37077953014523, -60.96158601343632, 9.493905320763588, -12.26731425523758, -15.083353191614151, 26.736435130704194]| 11.9466695785522461|     64.00000000|[3075, 438, 0, 75]                                                         | | GPS sucess | actual_k=8
      53|[-91.50839737057686, -19.443219803273678, 14.931587263941765, 73.9206650480628, -7.860468156635761, 16.341983541846275, -49.50886446121149, -5.200256049633026, -30.83806984871626, -35.87316757440567, -94.19895908236504, -16.091264128684998, -33.433700151741505, -42.507928925566375, -68.0649049282074, 94.99986433563754, -38.37077953014523, -60.96158601343632, 9.493905320763588, -12.26731425523758, -15.083353191614151, 26.736435130704194]| 11.9466695785522461|     32.00000000|[3139, 446, 0, 77]                                                         |  | used linear model with 65 points | actual_k=8
      54|[-94.3124432861805, -15.341684959828854, 21.971192881464958, 74.38993915170431, -6.248115666210651, 22.849646791815758, -51.75464516761713, 1.4091785550117493, -30.89379472285509, -38.916856825351715, -99.17497417330742, -14.403279185295105, -34.490767665207386, -47.62093647103757, -76.92926955223083, 119.42633032379672, -47.9472985425964, -56.97123481333256, 7.526382699608803, -11.170995056629181, -13.216913968324661, 27.28871335135773]| 11.9103250503540039|     64.00000000|[3195, 454, 0, 78]                                                         | | GPS sucess | actual_k=8
      55|[-94.3124432861805, -15.341684959828854, 21.971192881464958, 74.38993915170431, -6.248115666210651, 22.849646791815758, -51.75464516761713, 1.4091785550117493, -30.89379472285509, -38.916856825351715, -99.17497417330742, -14.403279185295105, -34.490767665207386, -47.62093647103757, -76.92926955223083, 119.42633032379672, -47.9472985425964, -56.97123481333256, 7.526382699608803, -11.170995056629181, -13.216913968324661, 27.28871335135773]| 11.9103250503540039|     32.00000000|[3258, 463, 0, 80]                                                         |  | used linear model with 65 points | actual_k=8
      56|[-94.3124432861805, -15.341684959828854, 21.971192881464958, 74.38993915170431, -6.248115666210651, 22.849646791815758, -51.75464516761713, 1.4091785550117493, -30.89379472285509, -38.916856825351715, -99.17497417330742, -14.403279185295105, -34.490767665207386, -47.62093647103757, -76.92926955223083, 119.42633032379672, -47.9472985425964, -56.97123481333256, 7.526382699608803, -11.170995056629181, -13.216913968324661, 27.28871335135773]| 11.9103250503540039|     16.00000000|[3321, 472, 0, 82]                                                         |  | used linear model with 65 points | actual_k=8
      57|[-95.71446624398232, -13.290917538106441, 25.490995690226555, 74.62457620352507, -5.4419394209980965, 26.1034784168005, -52.87753552081995, 3.7385764718055725, -30.921657159924507, -40.43870145082474, -101.66298171877861, -13.559286713600159, -35.01930142194033, -44.45432003121823, -81.36145186424255, 131.6395633178763, -52.355890289880335, -60.049511685967445, 6.54262138903141, -10.622835457324982, -12.283694356679916, 27.564852461684495]| 11.9036035537719727|     32.00000000|[3377, 480, 0, 83]                                                         | | GPS sucess | actual_k=8
      58|[-95.71446624398232, -13.290917538106441, 25.490995690226555, 74.62457620352507, -5.4419394209980965, 26.1034784168005, -52.87753552081995, 3.7385764718055725, -30.921657159924507, -40.43870145082474, -101.66298171877861, -13.559286713600159, -35.01930142194033, -44.45432003121823, -81.36145186424255, 131.6395633178763, -52.355890289880335, -60.049511685967445, 6.54262138903141, -10.622835457324982, -12.283694356679916, 27.564852461684495]| 11.9036035537719727|     16.00000000|[3440, 489, 0, 85]                                                         |  | used linear model with 65 points | actual_k=8
      59|[-95.71446624398232, -13.290917538106441, 25.490995690226555, 74.62457620352507, -5.4419394209980965, 26.1034784168005, -52.87753552081995, 3.7385764718055725, -30.921657159924507, -40.43870145082474, -101.66298171877861, -13.559286713600159, -35.01930142194033, -44.45432003121823, -81.36145186424255, 131.6395633178763, -52.355890289880335, -60.049511685967445, 6.54262138903141, -10.622835457324982, -12.283694356679916, 27.564852461684495]| 11.9036035537719727|      8.00000000|[3502, 499, 0, 87]                                                         |  | used linear model with 65 points | actual_k=8
      60|[-96.41547772288322, -12.265533827245235, 27.250897094607353, 74.74189472943544, -5.038851298391819, 27.73039422929287, -53.43898069742136, 4.903275430202484, -30.935588378459215, -41.19962376356125, -102.9069854915142, -13.259511828422546, -35.2835683003068, -45.73257191758603, -83.57754302024841, 137.7461798149161, -54.75002004299313, -58.481977596879005, 6.050740733742714, -10.348755657672882, -11.817084550857544, 27.70292201684788]| 11.9031057357788086|     16.00000000|[3558, 507, 0, 88]                                                         | | GPS sucess | actual_k=8
      61|[-97.97998747229576, -11.967836253345013, 21.26673524081707, 77.12672067433596, 3.258648358285427, 21.03205095231533, -57.88867294671945, -5.148528158664703, -36.69083263352513, -43.66082662343979, -103.41194799542427, -8.812672972679138, -35.3225444406271, -37.23216469865292, -92.02378058433533, 153.30819534836337, -66.58153440151364, -61.26264800131321, -0.0514407008886337, -12.151194393634796, -10.521714091300964, 17.188759953249246]| 11.9023141860961914|     32.00000000|[3614, 515, 0, 89]                                                         | | GPS sucess | actual_k=8
      62|[-97.97998747229576, -11.967836253345013, 21.26673524081707, 77.12672067433596, 3.258648358285427, 21.03205095231533, -57.88867294671945, -5.148528158664703, -36.69083263352513, -43.66082662343979, -103.41194799542427, -8.812672972679138, -35.3225444406271, -37.23216469865292, -92.02378058433533, 153.30819534836337, -66.58153440151364, -61.26264800131321, -0.0514407008886337, -12.151194393634796, -10.521714091300964, 17.188759953249246]| 11.9023141860961914|     16.00000000|[3678, 523, 0, 91]                                                         |  | used linear model with 65 points | actual_k=8
      63|[-99.38201043009758, -9.9170688316226, 24.786538049578667, 77.36135772615671, 4.064824603497982, 24.28588257730007, -59.01156329992227, -2.81913024187088, -39.76727153733373, -45.18267124891281, -105.89995554089546, -7.968680500984192, -35.85107819736004, -39.78866847138852, -96.45596289634705, 165.52142834244296, -71.36979390773922, -61.37259881198406, -1.0352020114660263, -11.603034794330597, -9.58849447965622, 17.464899063576013]| 11.8977365493774414|     32.00000000|[3734, 531, 0, 92]                                                         | | GPS sucess | actual_k=8
      64|[-99.38201043009758, -9.9170688316226, 24.786538049578667, 77.36135772615671, 4.064824603497982, 24.28588257730007, -59.01156329992227, -2.81913024187088, -39.76727153733373, -45.18267124891281, -105.89995554089546, -7.968680500984192, -35.85107819736004, -39.78866847138852, -96.45596289634705, 165.52142834244296, -71.36979390773922, -61.37259881198406, -1.0352020114660263, -11.603034794330597, -9.58849447965622, 17.464899063576013]| 11.8977365493774414|     16.00000000|[3798, 539, 0, 94]                                                         |  | used linear model with 65 points | actual_k=8
      65|[-99.38201043009758, -9.9170688316226, 24.786538049578667, 77.36135772615671, 4.064824603497982, 24.28588257730007, -59.01156329992227, -2.81913024187088, -39.76727153733373, -45.18267124891281, -105.89995554089546, -7.968680500984192, -35.85107819736004, -39.78866847138852, -96.45596289634705, 165.52142834244296, -71.36979390773922, -61.37259881198406, -1.0352020114660263, -11.603034794330597, -9.58849447965622, 17.464899063576013]| 11.8977365493774414|      8.00000000|[3859, 550, 0, 96]                                                         |  | used linear model with 65 points | actual_k=8
      66|[-100.22746190428734, -10.953612081706524, 24.52905486524105, 78.21576998382807, 4.155505523085594, 24.237964414060116, -58.27984797838144, -1.4982758164405823, -40.16828604415059, -43.41290944814682, -104.60123828053474, -9.299632787704468, -36.2328284829855, -39.203921812586486, -95.22699928283691, 165.9587455051951, -70.16161586437374, -61.50460264086723, -0.8431734442710876, -11.780218496918678, -10.308999121189117, 17.810071856249124]| 11.8958177566528320|     16.00000000|[3915, 558, 0, 97]                                                         | | GPS sucess | actual_k=8
      67|[-101.62948486208916, -8.902844659984112, 28.048857674002647, 78.45040703564882, 4.961681768298149, 27.491796039044857, -59.40273833158426, 0.831122100353241, -40.19614848122001, -44.93475407361984, -107.08924582600594, -8.455640316009521, -35.95525588095188, -41.76042558532208, -99.65918159484863, 178.1719784992747, -74.94987537059933, -64.58287951350212, -1.8269347548484802, -11.232058897614479, -9.375779509544373, 18.33785417722538]| 11.8937301635742188|     32.00000000|[3971, 566, 0, 98]                                                         | | GPS sucess | actual_k=8
      68|[-107.8434884250164, -13.77375578135252, 28.813350781798363, 83.42543459683657, 3.2170302122831345, 26.23964836448431, -59.26923672738485, -7.51947146654129, -46.07233199104667, -45.82691270112991, -106.79763254523277, -4.46484375, -37.58590139448643, -40.66138495784253, -100.98812365531921, 182.21005442319438, -75.76614876184613, -63.87562516331673, -0.3089590668678284, -13.998905792832375, -11.329871416091919, 20.734188110101968]| 11.8814592361450195|     64.00000000|[4027, 574, 0, 99]                                                         | | GPS sucess | actual_k=8
      69|[-107.8434884250164, -13.77375578135252, 28.813350781798363, 83.42543459683657, 3.2170302122831345, 26.23964836448431, -59.26923672738485, -7.51947146654129, -46.07233199104667, -45.82691270112991, -106.79763254523277, -4.46484375, -37.58590139448643, -40.66138495784253, -100.98812365531921, 182.21005442319438, -75.76614876184613, -63.87562516331673, -0.3089590668678284, -13.998905792832375, -11.329871416091919, 20.734188110101968]| 11.8814592361450195|     32.00000000|[4090, 583, 0, 101]                                                        |  | used linear model with 65 points | actual_k=8
      70|[-107.8434884250164, -13.77375578135252, 28.813350781798363, 83.42543459683657, 3.2170302122831345, 26.23964836448431, -59.26923672738485, -7.51947146654129, -46.07233199104667, -45.82691270112991, -106.79763254523277, -4.46484375, -37.58590139448643, -40.66138495784253, -100.98812365531921, 182.21005442319438, -75.76614876184613, -63.87562516331673, -0.3089590668678284, -13.998905792832375, -11.329871416091919, 20.734188110101968]| 11.8814592361450195|     16.00000000|[4154, 591, 0, 103]                                                        |  | used linear model with 65 points | actual_k=8
      71|[-107.8434884250164, -13.77375578135252, 28.813350781798363, 83.42543459683657, 3.2170302122831345, 26.23964836448431, -59.26923672738485, -7.51947146654129, -46.07233199104667, -45.82691270112991, -106.79763254523277, -4.46484375, -37.58590139448643, -40.66138495784253, -100.98812365531921, 182.21005442319438, -75.76614876184613, -63.87562516331673, -0.3089590668678284, -13.998905792832375, -11.329871416091919, 20.734188110101968]| 11.8814592361450195|      8.00000000|[4218, 599, 0, 105]                                                        |  | used linear model with 65 points | actual_k=8
      72|[-109.87723514437675, -16.877673618495464, 26.72564397752285, 85.82103634625673, 1.1136280745267868, 25.8532876893878, -60.17806015792303, -4.989601671695709, -44.63057753071189, -46.893806993961334, -108.8479982316494, -5.95333993434906, -37.7540502846241, -39.91276152711362, -99.90752828121185, 182.99668427882716, -75.82270209956914, -65.08584323525429, -2.538421928882599, -16.554690971970558, -13.147345781326294, 20.51726955221966]| 11.8707208633422852|     16.00000000|[4274, 607, 0, 106]                                                        | | GPS sucess | actual_k=8
      73|[-111.27925810217857, -14.826906196773052, 30.245446786284447, 86.05567339807749, -0.3124411851167679, 29.10711931437254, -61.30095051112585, -2.660203754901886, -44.658439967781305, -48.41565161943436, -111.33600577712059, -5.109347462654114, -38.28258404135704, -42.46926529984921, -95.63429915904999, 195.20991727290675, -80.61096160579473, -68.16412010788918, -3.5221832394599915, -16.00653137266636, -12.214126169681549, 20.793408662546426]| 11.8667192459106445|     32.00000000|[4330, 615, 0, 107]                                                        | | GPS sucess | actual_k=8
      74|[-111.27925810217857, -14.826906196773052, 30.245446786284447, 86.05567339807749, -0.3124411851167679, 29.10711931437254, -61.30095051112585, -2.660203754901886, -44.658439967781305, -48.41565161943436, -111.33600577712059, -5.109347462654114, -38.28258404135704, -42.46926529984921, -95.63429915904999, 195.20991727290675, -80.61096160579473, -68.16412010788918, -3.5221832394599915, -16.00653137266636, -12.214126169681549, 20.793408662546426]| 11.8667192459106445|     16.00000000|[4392, 625, 0, 109]                                                        |  | used linear model with 65 points | actual_k=8
      75|[-111.27925810217857, -14.826906196773052, 30.245446786284447, 86.05567339807749, -0.3124411851167679, 29.10711931437254, -61.30095051112585, -2.660203754901886, -44.658439967781305, -48.41565161943436, -111.33600577712059, -5.109347462654114, -38.28258404135704, -42.46926529984921, -95.63429915904999, 195.20991727290675, -80.61096160579473, -68.16412010788918, -3.5221832394599915, -16.00653137266636, -12.214126169681549, 20.793408662546426]| 11.8667192459106445|      8.00000000|[4456, 633, 0, 111]                                                        |  | used linear model with 65 points | actual_k=8
      76|[-112.09795960783958, -14.302932374179363, 31.28780935704708, 86.52727357298136, -0.2791926935315132, 29.44183897227049, -62.143596335081384, -2.8841234892606735, -43.77201071754098, -49.81036192178726, -111.91200169920921, -3.6077440977096558, -37.57159927487373, -43.91231413464993, -94.28151297569275, 195.73185303388163, -80.92814295459539, -67.09804573655128, -4.222435832023621, -15.401800587773323, -11.633473634719849, 21.45272246049717]| 11.8648147583007812|     16.00000000|[4512, 641, 0, 112]                                                        | | GPS sucess | actual_k=8
      77|[-112.09795960783958, -14.302932374179363, 31.28780935704708, 86.52727357298136, -0.2791926935315132, 29.44183897227049, -62.143596335081384, -2.8841234892606735, -43.77201071754098, -49.81036192178726, -111.91200169920921, -3.6077440977096558, -37.57159927487373, -43.91231413464993, -94.28151297569275, 195.73185303388163, -80.92814295459539, -67.09804573655128, -4.222435832023621, -15.401800587773323, -11.633473634719849, 21.45272246049717]| 11.8648147583007812|      8.00000000|[4576, 649, 0, 114]                                                        |  | used linear model with 65 points | actual_k=8
      78|[-112.14145444333553, -14.54029955714941, 31.698696479201317, 86.4829368442297, -1.411422736942768, 30.047613374888897, -62.058442807523534, -2.523647263646126, -42.98787734284997, -49.564020082354546, -112.83441546559334, -2.9382709860801697, -39.174655348062515, -45.577039319090545, -94.27879484416917, 197.10295357881114, -81.45852952171117, -66.60082513093948, -4.586890608072281, -16.439119890332222, -10.004741668701172, 20.820985585916787]| 11.8644676208496094|     16.00000000|[4632, 657, 0, 115]                                                        | | GPS sucess | actual_k=8
      79|[-117.5104071944952, -11.126525782048702, 33.3341479152441, 90.15306256711483, -2.6487217023968697, 21.477632753551006, -64.5364522698801, -3.2246992141008377, -44.69402000680566, -45.404774591326714, -106.49554112553596, 3.423041880130768, -22.448567777872086, -46.36162157636136, -83.07488878490403, 184.91869321046397, -76.14377694297582, -71.34262925386429, -8.617604166269302, -14.255586221814156, -22.262981414794922, 23.743160516489297]| 11.8546247482299805|     32.00000000|[4688, 665, 0, 116]                                                        | | GPS sucess | actual_k=8
      80|[-117.5104071944952, -11.126525782048702, 33.3341479152441, 90.15306256711483, -2.6487217023968697, 21.477632753551006, -64.5364522698801, -3.2246992141008377, -44.69402000680566, -45.404774591326714, -106.49554112553596, 3.423041880130768, -22.448567777872086, -46.36162157636136, -83.07488878490403, 184.91869321046397, -76.14377694297582, -71.34262925386429, -8.617604166269302, -14.255586221814156, -22.262981414794922, 23.743160516489297]| 11.8546247482299805|     16.00000000|[4752, 673, 0, 118]                                                        |  | used linear model with 65 points | actual_k=8
      81|[-117.5104071944952, -11.126525782048702, 33.3341479152441, 90.15306256711483, -2.6487217023968697, 21.477632753551006, -64.5364522698801, -3.2246992141008377, -44.69402000680566, -45.404774591326714, -106.49554112553596, 3.423041880130768, -22.448567777872086, -46.36162157636136, -83.07488878490403, 184.91869321046397, -76.14377694297582, -71.34262925386429, -8.617604166269302, -14.255586221814156, -22.262981414794922, 23.743160516489297]| 11.8546247482299805|      8.00000000|[4815, 682, 0, 120]                                                        |  | used linear model with 65 points | actual_k=8
      82|[-117.5104071944952, -11.126525782048702, 33.3341479152441, 90.15306256711483, -2.6487217023968697, 21.477632753551006, -64.5364522698801, -3.2246992141008377, -44.69402000680566, -45.404774591326714, -106.49554112553596, 3.423041880130768, -22.448567777872086, -46.36162157636136, -83.07488878490403, 184.91869321046397, -76.14377694297582, -71.34262925386429, -8.617604166269302, -14.255586221814156, -22.262981414794922, 23.743160516489297]| 11.8546247482299805|      4.00000000|[4878, 691, 0, 122]                                                        |  | used linear model with 65 points | actual_k=8
      83|[-119.19515524804592, -10.998833544552326, 35.169163808226585, 91.27204094827175, -3.1216447725892067, 21.3565519079566, -64.75141013297252, -2.4625734239816666, -45.9754600264132, -44.142797991633415, -105.09231129288673, 3.2569282203912735, -22.33527483046055, -46.048752832226455, -82.20812477590516, 184.91145660355687, -76.42027752567083, -71.60269910097122, -8.473186165094376, -13.554228439927101, -21.357467710971832, 24.043797463644296]| 11.8528280258178711|      8.00000000|[4934, 699, 0, 123]                                                        | | GPS sucess | actual_k=8
      84|[-120.40542815625668, -11.882870502769947, 34.813979759812355, 92.21298103034496, -3.306151770055294, 20.20088007301092, -65.6818606320303, -2.5372094586491585, -47.560155007988214, -44.27484688162804, -105.77626046538353, 2.6396845132112503, -21.498033836483955, -45.597520041279495, -81.3740303707309, 184.22355838492513, -76.57577242422849, -71.08948159217834, -6.719834595918655, -12.428129568696022, -21.28446377813816, 23.399551898706704]| 11.8474063873291016|     16.00000000|[4990, 707, 0, 124]                                                        | | GPS sucess | actual_k=8
      85|[-120.90699438750744, -11.577896423637867, 38.98731864988804, 91.95749445259571, -2.7753671631217003, 18.59121348708868, -64.19590730103664, -2.7763849273324013, -49.9870441891253, -43.69122734665871, -104.63053938746452, 0.956628754734993, -21.953536346554756, -47.035179185681045, -80.548012514133, 183.11648567393422, -77.84204735327512, -70.52001088857651, -3.2450750172138214, -10.733177199959755, -20.058812513947487, 26.245701343286783]| 11.8466053009033203|     32.00000000|[5046, 715, 0, 125]                                                        | | GPS sucess | actual_k=8
      86|[-120.90699438750744, -11.577896423637867, 38.98731864988804, 91.95749445259571, -2.7753671631217003, 18.59121348708868, -64.19590730103664, -2.7763849273324013, -49.9870441891253, -43.69122734665871, -104.63053938746452, 0.956628754734993, -21.953536346554756, -47.035179185681045, -80.548012514133, 183.11648567393422, -77.84204735327512, -70.52001088857651, -3.2450750172138214, -10.733177199959755, -20.058812513947487, 26.245701343286783]| 11.8466053009033203|     16.00000000|[5110, 723, 0, 127]                                                        |  | used linear model with 65 points | actual_k=8
      87|[-122.30901734530926, -9.527129001915455, 42.507121458649635, 92.19213150441647, -2.9062294736504555, 21.84504511207342, -65.31879765423946, -0.446987010538578, -49.191072139889, -45.21307197213173, -107.11854693293571, 1.8006212264299393, -22.482070103287697, -49.59168295841664, -84.98019482614473, 195.3297186680138, -82.6303068595007, -73.5982877612114, -4.228836327791214, -10.185017600655556, -19.125592902302742, 26.52184045361355]| 11.8440523147583008|     32.00000000|[5166, 731, 0, 128]                                                        | | GPS sucess | actual_k=8
      88|[-122.30901734530926, -9.527129001915455, 42.507121458649635, 92.19213150441647, -2.9062294736504555, 21.84504511207342, -65.31879765423946, -0.446987010538578, -49.191072139889, -45.21307197213173, -107.11854693293571, 1.8006212264299393, -22.482070103287697, -49.59168295841664, -84.98019482614473, 195.3297186680138, -82.6303068595007, -73.5982877612114, -4.228836327791214, -10.185017600655556, -19.125592902302742, 26.52184045361355]| 11.8440523147583008|     16.00000000|[5230, 739, 0, 130]                                                        |  | used linear model with 65 points | actual_k=8
      89|[-129.04800955951214, -14.015822239220142, 49.84718503057957, 96.66804502904415, -4.797921754419804, 21.360721729695797, -66.17862910660915, 2.6015161499381065, -53.34820571914315, -40.165165573358536, -101.50562760233879, 1.136166587471962, -22.028898313641548, -48.34020798187703, -83.91969742299989, 195.3007722403854, -83.73630919028074, -74.63856714963913, -3.651164323091507, -7.379586473107338, -15.503538087010384, 27.724388242233545]| 11.8277750015258789|     32.00000000|[5286, 747, 0, 131]                                                        | | GPS sucess | actual_k=8
      90|[-133.1145941466093, -19.369836635887623, 54.9922703653574, 99.11199186742306, -8.169590570032597, 20.779481552541256, -63.1640519562643, -2.0918947234749794, -55.680907879024744, -40.41186188161373, -102.44763669371605, -2.0246312469244003, -28.03149850666523, -43.22061674576253, -79.3264857721515, 197.07434301637113, -82.00353827048093, -70.43368357419968, -4.07597079873085, -7.356749717146158, -14.75850535929203, 31.077941060531884]| 11.8131322860717773|     64.00000000|[5342, 755, 0, 132]                                                        | | GPS sucess | actual_k=8
      91|[-133.1145941466093, -19.369836635887623, 54.9922703653574, 99.11199186742306, -8.169590570032597, 20.779481552541256, -63.1640519562643, -2.0918947234749794, -55.680907879024744, -40.41186188161373, -102.44763669371605, -2.0246312469244003, -28.03149850666523, -43.22061674576253, -79.3264857721515, 197.07434301637113, -82.00353827048093, -70.43368357419968, -4.07597079873085, -7.356749717146158, -14.75850535929203, 31.077941060531884]| 11.8131322860717773|     32.00000000|[5406, 763, 0, 134]                                                        |  | used linear model with 65 points | actual_k=8
      92|[-133.1145941466093, -19.369836635887623, 54.9922703653574, 99.11199186742306, -8.169590570032597, 20.779481552541256, -63.1640519562643, -2.0918947234749794, -55.680907879024744, -40.41186188161373, -102.44763669371605, -2.0246312469244003, -28.03149850666523, -43.22061674576253, -79.3264857721515, 197.07434301637113, -82.00353827048093, -70.43368357419968, -4.07597079873085, -7.356749717146158, -14.75850535929203, 31.077941060531884]| 11.8131322860717773|     16.00000000|[5470, 771, 0, 136]                                                        |  | used linear model with 65 points | actual_k=8
      93|[-133.1145941466093, -19.369836635887623, 54.9922703653574, 99.11199186742306, -8.169590570032597, 20.779481552541256, -63.1640519562643, -2.0918947234749794, -55.680907879024744, -40.41186188161373, -102.44763669371605, -2.0246312469244003, -28.03149850666523, -43.22061674576253, -79.3264857721515, 197.07434301637113, -82.00353827048093, -70.43368357419968, -4.07597079873085, -7.356749717146158, -14.75850535929203, 31.077941060531884]| 11.8131322860717773|      8.00000000|[5533, 780, 0, 138]                                                        |  | used linear model with 65 points | actual_k=8
      94|[-135.14834086596966, -22.473754473030567, 52.66055454313755, 101.50759361684322, -10.272992707788944, 20.393120877444744, -62.25005692872219, 0.4379750713706017, -56.68104651942849, -41.47875617444515, -104.49800238013268, -3.5131274312734604, -28.199647396802902, -42.471993315033615, -78.24589039804414, 197.8609728720039, -82.06009160820395, -71.64390164613724, -6.305433660745621, -9.912534896284342, -16.575979724526405, 30.883964851964265]| 11.8069982528686523|     16.00000000|[5589, 788, 0, 139]                                                        | | GPS sucess | actual_k=8
      95|[-136.55036382377148, -20.422987051308155, 56.18035735189915, 101.74223066866398, -9.46681646257639, 23.646952502429485, -63.37294728192501, 2.897119425237179, -56.70890895649791, -43.000600799918175, -106.98600992560387, -3.8148348182439804, -28.728181153535843, -45.02849708776921, -82.67807271005586, 210.0742058660835, -86.84835111442953, -74.72217851877213, -7.289194971323013, -9.364375296980143, -15.64276011288166, 31.160103962291032]| 11.8021841049194336|     32.00000000|[5645, 796, 0, 140]                                                        | | GPS sucess | actual_k=8
      96|[-136.55036382377148, -20.422987051308155, 56.18035735189915, 101.74223066866398, -9.46681646257639, 23.646952502429485, -63.37294728192501, 2.897119425237179, -56.70890895649791, -43.000600799918175, -106.98600992560387, -3.8148348182439804, -28.728181153535843, -45.02849708776921, -82.67807271005586, 210.0742058660835, -86.84835111442953, -74.72217851877213, -7.289194971323013, -9.364375296980143, -15.64276011288166, 31.160103962291032]| 11.8021841049194336|     16.00000000|[5708, 805, 0, 142]                                                        |  | used linear model with 65 points | actual_k=8
      97|[-136.55036382377148, -20.422987051308155, 56.18035735189915, 101.74223066866398, -9.46681646257639, 23.646952502429485, -63.37294728192501, 2.897119425237179, -56.70890895649791, -43.000600799918175, -106.98600992560387, -3.8148348182439804, -28.728181153535843, -45.02849708776921, -82.67807271005586, 210.0742058660835, -86.84835111442953, -74.72217851877213, -7.289194971323013, -9.364375296980143, -15.64276011288166, 31.160103962291032]| 11.8021841049194336|      8.00000000|[5771, 814, 0, 144]                                                        |  | used linear model with 65 points | actual_k=8
      98|[-136.55036382377148, -20.422987051308155, 56.18035735189915, 101.74223066866398, -9.46681646257639, 23.646952502429485, -63.37294728192501, 2.897119425237179, -56.70890895649791, -43.000600799918175, -106.98600992560387, -3.8148348182439804, -28.728181153535843, -45.02849708776921, -82.67807271005586, 210.0742058660835, -86.84835111442953, -74.72217851877213, -7.289194971323013, -9.364375296980143, -15.64276011288166, 31.160103962291032]| 11.8021841049194336|      4.00000000|[5833, 824, 0, 146]                                                        |  | used linear model with 65 points | actual_k=8
      99|[-136.75326372683048, -22.0000231936574, 55.40317691862583, 102.19795952737331, -8.019915618002415, 23.698102056980133, -60.941554135410115, 6.599149368703365, -57.570691864937544, -40.8394620269537, -105.51372095942497, -0.0481450408697128, -31.138209611177444, -44.63627030234784, -81.54887940408662, 209.50019960664213, -87.49634497705847, -72.15868884325027, -8.076739639043808, -10.247935775667429, -14.539551690220833, 31.209978301543742]| 11.8010797500610352|      8.00000000|[5889, 832, 0, 147]                                                        | | GPS sucess | actual_k=8
     100|[-138.9486913830042, -20.687410183250904, 55.724436447024345, 103.65140055119991, -6.951482690870762, 24.399887084960938, -61.725142067996785, 6.048864148557186, -57.1180086247623, -42.26073633134365, -104.97587564587593, -0.1538763269782066, -30.889447435736656, -45.15409095864743, -81.61610211106017, 209.2243507411331, -86.60794334951788, -72.13378583267331, -8.178956180810928, -9.940932754427195, -14.988490208983421, 32.02140696765855]| 11.7987327575683594|     16.00000000|[5945, 840, 0, 148]                                                        | | GPS sucess | actual_k=8
     101|[-138.9486913830042, -20.687410183250904, 55.724436447024345, 103.65140055119991, -6.951482690870762, 24.399887084960938, -61.725142067996785, 6.048864148557186, -57.1180086247623, -42.26073633134365, -104.97587564587593, -0.1538763269782066, -30.889447435736656, -45.15409095864743, -81.61610211106017, 209.2243507411331, -86.60794334951788, -72.13378583267331, -8.178956180810928, -9.940932754427195, -14.988490208983421, 32.02140696765855]| 11.7987327575683594|      8.00000000|[6009, 848, 0, 150]                                                        |  | used linear model with 65 points | actual_k=8
     102|[-138.26428289711475, -21.59417463093996, 55.09893624484539, 103.36504004895687, -7.139972887933254, 23.708842515945435, -63.76732046040706, 5.8046339973807335, -57.44576020166278, -40.940881833434105, -104.81934902071953, 0.0591988638043404, -30.557315722107887, -44.879937934689224, -82.12735296459869, 208.92605008743703, -87.5179835492745, -71.14025013521314, -8.756812900304794, -12.127788785845041, -15.299124225974083, 31.9229680118151]| 11.7976417541503906|     16.00000000|[6065, 856, 0, 151]                                                        | | GPS sucess | actual_k=8
     103|[-138.26428289711475, -21.59417463093996, 55.09893624484539, 103.36504004895687, -7.139972887933254, 23.708842515945435, -63.76732046040706, 5.8046339973807335, -57.44576020166278, -40.940881833434105, -104.81934902071953, 0.0591988638043404, -30.557315722107887, -44.879937934689224, -82.12735296459869, 208.92605008743703, -87.5179835492745, -71.14025013521314, -8.756812900304794, -12.127788785845041, -15.299124225974083, 31.9229680118151]| 11.7976417541503906|      8.00000000|[6128, 865, 0, 153]                                                        |  | used linear model with 65 points | actual_k=8
