k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0]|24876.8647026020043995|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-1.0692980408668518, 0.9126363918185234, -1.176556021720171, 0.9000675454735756, -1.360108909010887, 0.8243623226881027, -1.156826850771904, 1.0163869988173246, -1.1700621906667947, 1.234586924314499, -1.190332162939012, 0.8597745597362518, -1.2304123647511005, 0.9946213699877262, -1.2445561110973358, 0.985040414147079, -1.2382099226117134, 1.06181176379323, -1.2999062806367874, 1.0541303232312202, -1.1104451686143875, 0.9210638850927353, -1.230660854652524, 0.8724031448364258, -1.08234643638134, 1.0848919376730919, -1.2563339442014694, 1.0532393418252468, -1.1056675136089325, 0.9419236741960049, -1.0340909034013748, 1.066523902118206, -1.055099320411682, 1.1390993893146515, -1.1076251909136772, 0.9964740739669651, -1.1714852645993232, 1.0288835801184177, -1.2023357609752565, 0.9437875524163246, -1.3078661382198333, 1.1534198969602585, -1.3697544753551483, 0.8775911778211594, -1.4515593767166137, 1.2200371623039246, -1.0979097306728363, 1.0569737888872623, -1.1295732751488685, 0.9054403379559517, -1.1748861324042081, 0.9514776170253754, -1.2616994351148605, 1.0337549708783627, -1.2541055649518966, 0.8759588822722435, -1.1997034063853789, 0.9268079847097397, -0.9853406965732574, 0.8481751084327698, -1.1590417370200157, 1.1290125250816345, -1.3026547476649284, 0.990594882518053, -1.303976972401142, 0.970606716349721, -1.1326598048210144, 0.7924440950155258, -1.2530451126396656, 0.9798508323729038, -0.9807311117649078, 0.8595454543828964, -1.2175409503281116, 1.0215680301189423, -1.1882049160078167, 0.9344471544027328, -1.3153527423739433, 0.9538763165473938, -1.257723693549633, 1.0339714586734772, -1.1199265912175178, 0.9569679088890553, -1.23573240339756, 0.9000060707330704, -1.1366371780633926, 1.048892855644226, -0.9803950756788253, 0.9432168267667294, -1.1893210278823971, 0.9124869704246521, -1.2270442720502615, 0.8983110189437866, -1.2088595021516084, 1.1331456005573273, -1.0867975994944572, 1.083917997777462, -1.2224197302013635, 0.9970777428243309, -1.1855580488219857, 1.038959812372923]|24762.7597656250000000|      2.00000000|[15, 2, 0, 1]                                                              | | GPS sucess | actual_k=2
      70|[-1.120478553256787, 0.598894789231363, 0.8113579219703567, 0.8947668826263765, 0.4197492401568638, -0.1864974156570219, -0.3568097144447898, 0.3825564246663357, 0.5358200212490224, 0.6666196031681177, 0.9455112833156234, 0.1858749870222347, -0.5311496229346698, -0.896668358045579, 0.6500719569996137, -0.0301658414949081, 0.3224462351760736, 0.4428173319795616, -0.740530773808499, 0.5546542022178276, -0.2433916346074134, 0.7564207964774576, -0.6448977587849559, 1.1015344306236494, 0.237567856095581, -0.4464194225940816, 0.6341442792138621, 0.6424467680439719, 0.1120079875811447, -0.5489670794179567, 0.5469718865778306, 0.6207299651306595, 0.2157829063516988, -0.6116688947349693, -0.0006365491190305, 0.1020200317369802, -0.4249598908134161, 0.3679640487901752, 0.150002539484608, -0.0701398319977344, -0.7819578968678117, 0.3643482393592312, -0.1359542353659398, 0.6691371977198157, -0.3831898807656288, 0.0760892542367907, -0.9799201890815161, 0.5917203594036058, 0.4250913359636673, -0.5516101045902656, 0.0672623701886677, 1.095160687492105, 0.9093261133450816, 0.7696494514219996, -0.4613671125460088, 0.1758392804789967, 1.1343164225666031, 0.6615467066976051, 0.2917520037622101, 0.1910584802064422, -0.8261086860972459, -0.1019262744956134, -0.4806746101489785, -0.4013189017702282, -0.2329557990421876, 0.4415157795745748, -0.1278369145514028, 0.1232179381822162, 0.5071268695655583, -0.6751530571785561, 0.3692261709249076, -0.1108429272018023, -0.1964415675579705, 1.2182185385544813, 1.4980510652442671, 0.5991945802365459, -0.6095652885127472, 1.0126449236404136, 0.7732618491616396, 0.2759520735133186, 0.2384482110916223, 0.8893752615970121, 0.7104431935888813, 0.6910501704058187, -0.2313150838917939, 0.2391829798717825, -0.4500340240007226, 0.3727703891554883, 0.0326001238985015, -0.6858683615999079, 0.2593469336008713, -0.0352298516329192, -0.5508749567128772, 0.4003524838542653, -0.5747242449920802, 1.3234669040051887, 0.6648921224499043, -0.2908065159449784, 0.000799764369671, 3.7587367074238887]|3701.0141601562500000|      4.00000000|[5442, 860, 0, 430]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=2
      71|[-1.120478553256787, 0.598894789231363, 0.8113579219703567, 0.8947668826263765, 0.4197492401568638, -0.1864974156570219, -0.3568097144447898, 0.3825564246663357, 0.5358200212490224, 0.6666196031681177, 0.9455112833156234, 0.1858749870222347, -0.5311496229346698, -0.896668358045579, 0.6500719569996137, -0.0301658414949081, 0.3224462351760736, 0.4428173319795616, -0.740530773808499, 0.5546542022178276, -0.2433916346074134, 0.7564207964774576, -0.6448977587849559, 1.1015344306236494, 0.237567856095581, -0.4464194225940816, 0.6341442792138621, 0.6424467680439719, 0.1120079875811447, -0.5489670794179567, 0.5469718865778306, 0.6207299651306595, 0.2157829063516988, -0.6116688947349693, -0.0006365491190305, 0.1020200317369802, -0.4249598908134161, 0.3679640487901752, 0.150002539484608, -0.0701398319977344, -0.7819578968678117, 0.3643482393592312, -0.1359542353659398, 0.6691371977198157, -0.3831898807656288, 0.0760892542367907, -0.9799201890815161, 0.5917203594036058, 0.4250913359636673, -0.5516101045902656, 0.0672623701886677, 1.095160687492105, 0.9093261133450816, 0.7696494514219996, -0.4613671125460088, 0.1758392804789967, 1.1343164225666031, 0.6615467066976051, 0.2917520037622101, 0.1910584802064422, -0.8261086860972459, -0.1019262744956134, -0.4806746101489785, -0.4013189017702282, -0.2329557990421876, 0.4415157795745748, -0.1278369145514028, 0.1232179381822162, 0.5071268695655583, -0.6751530571785561, 0.3692261709249076, -0.1108429272018023, -0.1964415675579705, 1.2182185385544813, 1.4980510652442671, 0.5991945802365459, -0.6095652885127472, 1.0126449236404136, 0.7732618491616396, 0.2759520735133186, 0.2384482110916223, 0.8893752615970121, 0.7104431935888813, 0.6910501704058187, -0.2313150838917939, 0.2391829798717825, -0.4500340240007226, 0.3727703891554883, 0.0326001238985015, -0.6858683615999079, 0.2593469336008713, -0.0352298516329192, -0.5508749567128772, 0.4003524838542653, -0.5747242449920802, 1.3234669040051887, 0.6648921224499043, -0.2908065159449784, 0.000799764369671, 3.7587367074238887]|3701.0141601562500000|      2.00000000|[5565, 880, 0, 440]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 88 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 100 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 112 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      72|[-1.1696689375640204, 0.6841306844889791, 0.5733342460642109, 0.5185179501782495, 0.1463655948533154, 0.0417829727750327, -0.3792858152148627, 0.310922630654087, 0.4739790870365311, 0.8418383226589263, 0.7635808774279349, 0.6325770380188775, -0.6175324023663887, -0.8665318408784203, 0.5526027403824242, 0.0875257207254979, 0.0145194794755938, 0.2467887713879312, -0.9375982135540145, 0.441769598663373, -0.2825444867534814, 0.5742573995119781, -0.6236705403792638, 0.8052622458009467, 0.330483205495367, -0.5070825641578448, 0.7541032758607998, 0.6950780811085332, -0.1479689822087845, -0.7289509200623671, 0.4130326628560539, 0.5398185814975143, 0.4868434219862067, -0.7340806097571712, 0.0454322208250273, 0.0540223826723482, 0.0476748857153345, 0.1662516530238958, 0.2515844884160882, -0.3030673143924288, -0.9501740574409521, 0.2750028841168046, -0.2618575851584928, 0.5510182723960051, -0.2967134997563479, 0.0016638024691474, -0.7946119421512673, 0.6332007528107253, 0.3975606238060726, -0.4806762920853129, 0.3534825968707952, 0.7837931631701937, 0.7092211801505364, 0.8610105585092236, -0.9800492644891059, 0.2624644838560001, 0.969319608379305, 0.6050240155741012, -0.0503672968030895, 0.3736814218765137, -0.4402996793744621, -0.0956575773602232, -0.2242297894513875, -0.49078563216723, -0.2089368668241375, 0.5551141406169154, 0.0142775781781162, -0.147175240755692, 0.4257019413961688, -0.0498482194093278, 0.7018487139061338, -0.2233322143111614, -0.2746422651800254, 1.3443483055253642, 1.5367275448160616, 0.5014069858325148, -0.5648184092365062, 1.1742865803084286, 0.8404502859650335, 0.3566231054154535, 0.5841384467496475, 0.9564464194706803, 0.7266402138338501, 0.7015969874640512, -0.4766307096524972, 0.3109881074826617, -0.3227771667891634, 0.1637079940588181, -0.3462452097231765, -0.5858370194359181, 0.4871228860296729, -0.0807643904513554, -0.472320013805539, 0.3620521229540609, -0.3291563850005654, 0.9076491935197386, 0.826615065776627, -0.3382527988478894, 0.1223077520186185, 3.6681956599153818]|3674.2099609375000000|      4.00000000|[5640, 892, 0, 446]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=2
      73|[-1.1696689375640204, 0.6841306844889791, 0.5733342460642109, 0.5185179501782495, 0.1463655948533154, 0.0417829727750327, -0.3792858152148627, 0.310922630654087, 0.4739790870365311, 0.8418383226589263, 0.7635808774279349, 0.6325770380188775, -0.6175324023663887, -0.8665318408784203, 0.5526027403824242, 0.0875257207254979, 0.0145194794755938, 0.2467887713879312, -0.9375982135540145, 0.441769598663373, -0.2825444867534814, 0.5742573995119781, -0.6236705403792638, 0.8052622458009467, 0.330483205495367, -0.5070825641578448, 0.7541032758607998, 0.6950780811085332, -0.1479689822087845, -0.7289509200623671, 0.4130326628560539, 0.5398185814975143, 0.4868434219862067, -0.7340806097571712, 0.0454322208250273, 0.0540223826723482, 0.0476748857153345, 0.1662516530238958, 0.2515844884160882, -0.3030673143924288, -0.9501740574409521, 0.2750028841168046, -0.2618575851584928, 0.5510182723960051, -0.2967134997563479, 0.0016638024691474, -0.7946119421512673, 0.6332007528107253, 0.3975606238060726, -0.4806762920853129, 0.3534825968707952, 0.7837931631701937, 0.7092211801505364, 0.8610105585092236, -0.9800492644891059, 0.2624644838560001, 0.969319608379305, 0.6050240155741012, -0.0503672968030895, 0.3736814218765137, -0.4402996793744621, -0.0956575773602232, -0.2242297894513875, -0.49078563216723, -0.2089368668241375, 0.5551141406169154, 0.0142775781781162, -0.147175240755692, 0.4257019413961688, -0.0498482194093278, 0.7018487139061338, -0.2233322143111614, -0.2746422651800254, 1.3443483055253642, 1.5367275448160616, 0.5014069858325148, -0.5648184092365062, 1.1742865803084286, 0.8404502859650335, 0.3566231054154535, 0.5841384467496475, 0.9564464194706803, 0.7266402138338501, 0.7015969874640512, -0.4766307096524972, 0.3109881074826617, -0.3227771667891634, 0.1637079940588181, -0.3462452097231765, -0.5858370194359181, 0.4871228860296729, -0.0807643904513554, -0.472320013805539, 0.3620521229540609, -0.3291563850005654, 0.9076491935197386, 0.826615065776627, -0.3382527988478894, 0.1223077520186185, 3.6681956599153818]|3674.2099609375000000|      2.00000000|[5754, 910, 0, 455]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 41 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 53 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 66 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 78 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 90 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 102 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      74|[-0.9182191141845037, 0.6906936308532626, 0.7063294641027699, 0.59795739650832, 0.2903543084754086, 0.2533157890658881, -0.3335409006533526, 0.3847007905704879, 0.6521497084316421, 0.7165172473386825, 0.940027061943888, 0.810373714773829, -0.3691933453976998, -1.0183568516549402, 0.8990342043392571, 0.1720356522302243, 0.2795899178606036, 0.1322276681035722, -0.8459857329732078, 0.3262251975541544, -0.0693474044723688, 0.4538439992791862, -0.5163222175109167, 0.3870471498040901, 0.4521312414388752, -0.4564974059885752, 0.3642106381311551, 0.6055566432251561, 0.0078567966331878, -0.211545290904347, 0.2641511082524772, 0.6667428131459594, 0.4544959626401507, -1.0365771622245172, 0.2713923860872496, -0.0813412259263609, 0.3220526191843439, 0.0895416076862188, 0.2679783343169814, -0.4091557068289332, -0.594629430728153, 0.0926175884873032, -0.4505646239186781, 0.5322378751447567, -0.4214616626815913, -0.2106242493744958, -0.7259720155388901, 0.8647394657890883, 0.2624845927172436, -0.3019908206697932, 0.1335815715755376, 0.6187320916551103, 0.7917028177476204, 0.783761761688583, -1.1407815784796989, 0.4683214627492801, 0.8334053720721608, 0.6564289089723861, -0.1081977273703541, 0.2367142844205734, -0.4105198596028146, 0.2004190184230104, -0.3878756380832463, -0.2172095513681273, -0.1659236107809418, 0.710496624814532, -0.1134286813109432, -0.1293481527424006, 0.4705074346019545, -0.0226337369826844, 0.7788344903305418, -0.1239552825246243, -0.179107113519583, 0.944906705679478, 1.3157075317221132, 0.4199120658767843, -0.4825769932590281, 1.1220682325205715, 0.9893709263144216, 0.2615748491970201, 0.1989298698319992, 0.9495055242448276, 0.6992825033084566, 0.4660145761748361, -0.3403760414167184, 0.3413724207978148, -0.7396210281306398, 0.2403618620187943, -0.379232845305862, -1.0613494942112325, 0.5903243274964812, 0.1092470512562557, -0.4672235982820994, 0.1098266941344045, -0.4801925134023217, 1.2529268307630095, 0.7921073329382348, -0.4298420857712979, 0.052228589301753, 3.190101678172523]|3578.5114746093750000|      4.00000000|[5817, 920, 0, 460]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=2
      75|[-0.9182191141845037, 0.6906936308532626, 0.7063294641027699, 0.59795739650832, 0.2903543084754086, 0.2533157890658881, -0.3335409006533526, 0.3847007905704879, 0.6521497084316421, 0.7165172473386825, 0.940027061943888, 0.810373714773829, -0.3691933453976998, -1.0183568516549402, 0.8990342043392571, 0.1720356522302243, 0.2795899178606036, 0.1322276681035722, -0.8459857329732078, 0.3262251975541544, -0.0693474044723688, 0.4538439992791862, -0.5163222175109167, 0.3870471498040901, 0.4521312414388752, -0.4564974059885752, 0.3642106381311551, 0.6055566432251561, 0.0078567966331878, -0.211545290904347, 0.2641511082524772, 0.6667428131459594, 0.4544959626401507, -1.0365771622245172, 0.2713923860872496, -0.0813412259263609, 0.3220526191843439, 0.0895416076862188, 0.2679783343169814, -0.4091557068289332, -0.594629430728153, 0.0926175884873032, -0.4505646239186781, 0.5322378751447567, -0.4214616626815913, -0.2106242493744958, -0.7259720155388901, 0.8647394657890883, 0.2624845927172436, -0.3019908206697932, 0.1335815715755376, 0.6187320916551103, 0.7917028177476204, 0.783761761688583, -1.1407815784796989, 0.4683214627492801, 0.8334053720721608, 0.6564289089723861, -0.1081977273703541, 0.2367142844205734, -0.4105198596028146, 0.2004190184230104, -0.3878756380832463, -0.2172095513681273, -0.1659236107809418, 0.710496624814532, -0.1134286813109432, -0.1293481527424006, 0.4705074346019545, -0.0226337369826844, 0.7788344903305418, -0.1239552825246243, -0.179107113519583, 0.944906705679478, 1.3157075317221132, 0.4199120658767843, -0.4825769932590281, 1.1220682325205715, 0.9893709263144216, 0.2615748491970201, 0.1989298698319992, 0.9495055242448276, 0.6992825033084566, 0.4660145761748361, -0.3403760414167184, 0.3413724207978148, -0.7396210281306398, 0.2403618620187943, -0.379232845305862, -1.0613494942112325, 0.5903243274964812, 0.1092470512562557, -0.4672235982820994, 0.1098266941344045, -0.4801925134023217, 1.2529268307630095, 0.7921073329382348, -0.4298420857712979, 0.052228589301753, 3.190101678172523]|3578.5114746093750000|      2.00000000|[5932, 938, 0, 469]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 53 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 66 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 79 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 91 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 104 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      76|[-0.7627078690530111, 0.3623357257038028, 1.048364966298128, 0.8190751612197, 0.3441171616210079, 0.1150362169366386, -0.2955377242026233, 0.3508764324350261, 0.4463412924226928, 0.9468358532384933, 0.9293545280592435, 0.4144627960612131, -0.504877433270205, -1.023409149962359, 0.4316507302277001, 0.0855531422595593, 0.2467829961102965, -0.0950051159292494, -0.5298515781766074, 0.3315113430438173, -0.5417408575935541, 0.2103215340501517, -0.6848781179654378, 0.1092200061349616, 0.2591398804168796, -0.6073325475281489, 0.3947878190382853, 0.5082735108508695, 0.2073247834553161, 0.2931357598730883, 0.1199890643233772, 0.7013174112199188, 0.2124748490060412, -0.9119844258611063, 0.1238342781151046, -0.1413958708686445, 0.4278714496148516, 0.2450708236181112, -0.0554530681278581, -0.1446836394728236, -0.5716725304295576, -0.4081331916182876, -0.6974375854398267, 0.5885907587221035, -0.2050382703857539, -0.4080272034760583, -0.6606892013341973, 0.9344655156891433, 0.2778088826277388, -0.4914344238277903, 0.0774818065728101, 0.6022119435119381, 0.6562275994515694, 0.8382489118510414, -0.8361778528079307, 0.4159037336993591, 0.558931824136675, 0.6752974410041607, 0.3552085970162426, 0.0974833625560638, -0.4031179112737533, 0.2678162999505296, -0.2195648766315251, -0.537146214280496, -0.0310104046804779, 0.934176867710612, -0.208326301690868, -0.0029473988866954, 0.6379323071195403, 0.1358289960476348, 0.7116416303828603, -0.1817978985164551, -0.6802238065394499, 0.7694666773696559, 1.3562514567392316, 0.3213998857272291, -0.549666647764281, 0.8954530271134289, 1.0361577933965407, 0.1235172000614305, 0.1335566502823433, 0.8844637139707034, 0.6926216530555005, 0.3010133775254297, -0.1834265064044732, 0.5864590907196898, -0.7696652075403821, 0.1110367552787965, -0.2897223448748012, -0.8042206296844838, 0.5422531740345481, 0.0903766211890741, -0.5128818886682993, -0.0836342024768091, -0.4103846859296349, 1.0926307035628828, 0.747344639592688, -0.3217797290608639, -0.0913159654086352, 3.43203152219432]|3558.8830566406250000|      4.00000000|[5958, 942, 0, 471]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=2
      77|[-0.7627078690530111, 0.3623357257038028, 1.048364966298128, 0.8190751612197, 0.3441171616210079, 0.1150362169366386, -0.2955377242026233, 0.3508764324350261, 0.4463412924226928, 0.9468358532384933, 0.9293545280592435, 0.4144627960612131, -0.504877433270205, -1.023409149962359, 0.4316507302277001, 0.0855531422595593, 0.2467829961102965, -0.0950051159292494, -0.5298515781766074, 0.3315113430438173, -0.5417408575935541, 0.2103215340501517, -0.6848781179654378, 0.1092200061349616, 0.2591398804168796, -0.6073325475281489, 0.3947878190382853, 0.5082735108508695, 0.2073247834553161, 0.2931357598730883, 0.1199890643233772, 0.7013174112199188, 0.2124748490060412, -0.9119844258611063, 0.1238342781151046, -0.1413958708686445, 0.4278714496148516, 0.2450708236181112, -0.0554530681278581, -0.1446836394728236, -0.5716725304295576, -0.4081331916182876, -0.6974375854398267, 0.5885907587221035, -0.2050382703857539, -0.4080272034760583, -0.6606892013341973, 0.9344655156891433, 0.2778088826277388, -0.4914344238277903, 0.0774818065728101, 0.6022119435119381, 0.6562275994515694, 0.8382489118510414, -0.8361778528079307, 0.4159037336993591, 0.558931824136675, 0.6752974410041607, 0.3552085970162426, 0.0974833625560638, -0.4031179112737533, 0.2678162999505296, -0.2195648766315251, -0.537146214280496, -0.0310104046804779, 0.934176867710612, -0.208326301690868, -0.0029473988866954, 0.6379323071195403, 0.1358289960476348, 0.7116416303828603, -0.1817978985164551, -0.6802238065394499, 0.7694666773696559, 1.3562514567392316, 0.3213998857272291, -0.549666647764281, 0.8954530271134289, 1.0361577933965407, 0.1235172000614305, 0.1335566502823433, 0.8844637139707034, 0.6926216530555005, 0.3010133775254297, -0.1834265064044732, 0.5864590907196898, -0.7696652075403821, 0.1110367552787965, -0.2897223448748012, -0.8042206296844838, 0.5422531740345481, 0.0903766211890741, -0.5128818886682993, -0.0836342024768091, -0.4103846859296349, 1.0926307035628828, 0.747344639592688, -0.3217797290608639, -0.0913159654086352, 3.43203152219432]|3558.8830566406250000|      2.00000000|[6072, 960, 0, 480]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 77 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 89 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 102 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      78|[-0.7533071390317132, 0.4440574785858066, 1.0929847016284713, 0.4016791522513468, 0.3752684730930662, 0.1466683199625518, -0.1405529967007541, 0.2734172833723926, 0.5196709422883201, 1.1045294777349532, 1.136361831893205, 0.5748776110102487, -0.3444182277619728, -0.8318298378762536, 0.6166826658003243, 0.1799623100261304, 0.2260848920565608, 0.0705117523044313, -0.3140443190938133, 0.2929349710760248, -0.6429050272031007, 0.0621771398908347, -0.4646043103205938, -0.0846958676309838, 0.45325015473176, -0.7490789791172755, 0.5516115435465708, 0.478994116775595, 0.1827992155661026, 0.2734413756856283, 0.0670374341184612, 0.9497583772300124, 0.1425270400250994, -0.4926101387326578, 0.1226010701218952, -0.3630117515964125, 0.3547275576246668, -0.0135862145937113, -0.1861385316755647, -0.2579531101048999, -0.5030505895187414, -0.3691675566166282, -0.5364453206922071, 0.3129464563539395, -0.0039295763092158, -0.0485136524792779, -0.6726790248767326, 0.7332150668661681, 0.2090582329371108, -0.7615638958450786, 0.3730710449780378, 0.7445295664119472, 0.5584840286469734, 0.5796557400160958, -0.4835894376620566, 0.3359388202715293, 0.6656172390469914, 0.5215940196498668, 0.3353764031647716, 0.3352688211208221, -0.4618476865237114, 0.1256258137578264, -0.3696408785140782, -0.3540701306203703, 0.567089303876651, 0.6322838420739391, -0.4157138235538517, 0.1412949921035619, 0.6915990887536326, 0.1073396745773741, 0.3865968196109182, -0.2077725968811897, -0.7143041927012541, 0.7326119185109752, 1.2806781092303243, 0.0301341000331068, -0.2900629089794909, 0.7570560934386166, 1.2546992367444716, -0.0637677761825423, 0.2743186813606819, 0.9101270171820348, 1.1236153292411084, -0.075299772403617, -0.3088786821409005, 0.6986675390701194, -0.6111658176535261, -0.0404579563587005, -0.1743862694496532, -0.8770970681829808, 0.4838770480432036, 0.2283043471002145, -0.2281570272848612, -0.1829736950958468, -0.0337709795793084, 0.9741084469501051, 0.4370447364383149, -0.185061753921246, 0.0711807354742765, 3.1142191092171014]|3403.6489257812500000|      4.00000000|[6086, 962, 0, 481]                                                        | | GPS sucess | actual_k=2
      79|[-0.7533071390317132, 0.4440574785858066, 1.0929847016284713, 0.4016791522513468, 0.3752684730930662, 0.1466683199625518, -0.1405529967007541, 0.2734172833723926, 0.5196709422883201, 1.1045294777349532, 1.136361831893205, 0.5748776110102487, -0.3444182277619728, -0.8318298378762536, 0.6166826658003243, 0.1799623100261304, 0.2260848920565608, 0.0705117523044313, -0.3140443190938133, 0.2929349710760248, -0.6429050272031007, 0.0621771398908347, -0.4646043103205938, -0.0846958676309838, 0.45325015473176, -0.7490789791172755, 0.5516115435465708, 0.478994116775595, 0.1827992155661026, 0.2734413756856283, 0.0670374341184612, 0.9497583772300124, 0.1425270400250994, -0.4926101387326578, 0.1226010701218952, -0.3630117515964125, 0.3547275576246668, -0.0135862145937113, -0.1861385316755647, -0.2579531101048999, -0.5030505895187414, -0.3691675566166282, -0.5364453206922071, 0.3129464563539395, -0.0039295763092158, -0.0485136524792779, -0.6726790248767326, 0.7332150668661681, 0.2090582329371108, -0.7615638958450786, 0.3730710449780378, 0.7445295664119472, 0.5584840286469734, 0.5796557400160958, -0.4835894376620566, 0.3359388202715293, 0.6656172390469914, 0.5215940196498668, 0.3353764031647716, 0.3352688211208221, -0.4618476865237114, 0.1256258137578264, -0.3696408785140782, -0.3540701306203703, 0.567089303876651, 0.6322838420739391, -0.4157138235538517, 0.1412949921035619, 0.6915990887536326, 0.1073396745773741, 0.3865968196109182, -0.2077725968811897, -0.7143041927012541, 0.7326119185109752, 1.2806781092303243, 0.0301341000331068, -0.2900629089794909, 0.7570560934386166, 1.2546992367444716, -0.0637677761825423, 0.2743186813606819, 0.9101270171820348, 1.1236153292411084, -0.075299772403617, -0.3088786821409005, 0.6986675390701194, -0.6111658176535261, -0.0404579563587005, -0.1743862694496532, -0.8770970681829808, 0.4838770480432036, 0.2283043471002145, -0.2281570272848612, -0.1829736950958468, -0.0337709795793084, 0.9741084469501051, 0.4370447364383149, -0.185061753921246, 0.0711807354742765, 3.1142191092171014]|3403.6489257812500000|      2.00000000|[6198, 980, 0, 490]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 88 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 100 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
