k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1018646135926247, 0.2747186124324799, -0.1371344774961472, 0.4579889476299286, 0.2082384824752808, -0.3116141855716705, -0.1069749742746353, -0.1159370169043541, 0.1397458463907242, 0.0341021008789539, -0.1914674788713455, -0.0652851238846779, -0.0144762769341469, 0.3372019827365875, 0.0044242618605494, 0.0833753123879433, 0.1970299333333969, 0.3441072106361389, 0.0740230232477188, 0.0973721370100975, -0.072860524058342, -0.4003027379512787]| 14.1187686920166016|      2.00000000|[49, 16, 0, 1]                                                             | | GPS sucess | actual_k=16
      52|[-71.51708154380322, -7.031580381095409, -10.62226190045476, 61.56559493392706, -14.315984830260277, -31.268396213650703, 16.125827267766, 33.34599611163139, -12.379772007465363, -18.498502995818853, 11.813494697213173, 0.4919309238903224, -11.149753920733929, -5.7963972496800125, 7.856479070149362, -18.253144912421703, -37.32138036843389, 54.60003930982202, -8.464813210070133, -13.036648031324148, -2.3583636060357094, 29.126482114195824]| 11.9699316024780273|     16.00000000|[2497, 832, 0, 52]                                                         | | GPS sucess | actual_k=16
      53|[-74.66538481414318, -9.597430877387524, -10.029997605830431, 63.87256100028753, -19.03724204003811, -31.06901916861534, 15.377098456025124, 32.39925107359886, -13.021319568157196, -14.487723138183355, 18.727026000618935, 5.094420395325869, -17.2578891441226, -10.856728594284505, 1.5091566061601043, -18.778761975467205, -38.72787868138403, 51.23558265622705, -10.22748301178217, -13.002543054521084, -0.6382545009255409, 27.8145220130682]| 11.9678335189819336|     32.00000000|[2545, 848, 0, 53]                                                         | | GPS sucess | actual_k=16
      54|[-74.66538481414318, -9.597430877387524, -10.029997605830431, 63.87256100028753, -19.03724204003811, -31.06901916861534, 15.377098456025124, 32.39925107359886, -13.021319568157196, -14.487723138183355, 18.727026000618935, 5.094420395325869, -17.2578891441226, -10.856728594284505, 1.5091566061601043, -18.778761975467205, -38.72787868138403, 51.23558265622705, -10.22748301178217, -13.002543054521084, -0.6382545009255409, 27.8145220130682]| 11.9678335189819336|     16.00000000|[2593, 864, 0, 54]                                                         |  | used linear model with 65 points | actual_k=16
      55|[-74.66538481414318, -9.597430877387524, -10.029997605830431, 63.87256100028753, -19.03724204003811, -31.06901916861534, 15.377098456025124, 32.39925107359886, -13.021319568157196, -14.487723138183355, 18.727026000618935, 5.094420395325869, -17.2578891441226, -10.856728594284505, 1.5091566061601043, -18.778761975467205, -38.72787868138403, 51.23558265622705, -10.22748301178217, -13.002543054521084, -0.6382545009255409, 27.8145220130682]| 11.9678335189819336|      8.00000000|[2641, 880, 0, 55]                                                         |  | used linear model with 65 points | actual_k=16
      56|[-74.66538481414318, -9.597430877387524, -10.029997605830431, 63.87256100028753, -19.03724204003811, -31.06901916861534, 15.377098456025124, 32.39925107359886, -13.021319568157196, -14.487723138183355, 18.727026000618935, 5.094420395325869, -17.2578891441226, -10.856728594284505, 1.5091566061601043, -18.778761975467205, -38.72787868138403, 51.23558265622705, -10.22748301178217, -13.002543054521084, -0.6382545009255409, 27.8145220130682]| 11.9678335189819336|      4.00000000|[2689, 896, 0, 56]                                                         |  | used linear model with 65 points | actual_k=16
      57|[-74.86767421662807, -8.476377062499523, -9.559552151709795, 64.04334894567728, -18.752930000424385, -31.025713060051203, 14.83809019625187, 32.06941285729408, -11.848442494869232, -14.141306724399328, 17.257278338074684, 5.792381725739688, -15.711601607501507, -10.702106978278607, 1.9327370142564178, -17.669670335948467, -39.843978992663324, 50.85963801201433, -8.951063968241215, -11.677135072648525, -0.0077770724892616, 26.902405366301537]| 11.9599742889404297|      8.00000000|[2737, 912, 0, 57]                                                         | | GPS sucess | actual_k=16
      58|[-74.86767421662807, -8.476377062499523, -9.559552151709795, 64.04334894567728, -18.752930000424385, -31.025713060051203, 14.83809019625187, 32.06941285729408, -11.848442494869232, -14.141306724399328, 17.257278338074684, 5.792381725739688, -15.711601607501507, -10.702106978278607, 1.9327370142564178, -17.669670335948467, -39.843978992663324, 50.85963801201433, -8.951063968241215, -11.677135072648525, -0.0077770724892616, 26.902405366301537]| 11.9599742889404297|      4.00000000|[2785, 928, 0, 58]                                                         |  | used linear model with 65 points | actual_k=16
      59|[-76.11011706292629, -8.523377906531096, -8.903079349547625, 64.94002959877253, -17.782015219330788, -30.525795612484217, 14.745172910392284, 31.175686687231064, -13.130078613758087, -14.887826826423407, 18.669217124581337, 6.69961955351755, -15.713062362396158, -9.850052441935986, 2.5860583996400237, -16.910022549331188, -40.745493105612695, 51.66148660238832, -7.747321344912052, -10.916462980210781, 0.8737529143691063, 27.36319549381733]| 11.9573211669921875|      8.00000000|[2833, 944, 0, 59]                                                         | | GPS sucess | actual_k=16
      60|[-76.11011706292629, -8.523377906531096, -8.903079349547625, 64.94002959877253, -17.782015219330788, -30.525795612484217, 14.745172910392284, 31.175686687231064, -13.130078613758087, -14.887826826423407, 18.669217124581337, 6.69961955351755, -15.713062362396158, -9.850052441935986, 2.5860583996400237, -16.910022549331188, -40.745493105612695, 51.66148660238832, -7.747321344912052, -10.916462980210781, 0.8737529143691063, 27.36319549381733]| 11.9573211669921875|      4.00000000|[2881, 960, 0, 60]                                                         |  | used linear model with 65 points | actual_k=16
      61|[-76.8313465565443, -9.808786164969206, -8.581915397197008, 65.5790142789483, -17.40235136449337, -31.23933771625161, 13.841639928519726, 30.33784356713295, -14.882124245166779, -15.477695193141699, 20.145836368203163, 6.072785757016391, -15.528142781578936, -9.376536812167615, 2.799503124319017, -16.878706831485033, -41.569202116690576, 49.99320719297975, -7.6668500900268555, -11.947510443627834, 1.4165010079741478, 27.51425290107727]| 11.9561424255371094|      8.00000000|[2929, 976, 0, 61]                                                         | | GPS sucess | actual_k=16
      62|[-79.70633344352245, -7.918636690825224, -7.256505388766527, 67.24333784729242, -16.817066118121147, -30.921387288719416, 14.243026427924633, 31.526704102754593, -14.170943915843964, -15.620166566222906, 18.502564802765846, 9.466523073147982, -16.015002967440523, -12.617937769275159, 0.9313710099086165, -15.157623786479235, -41.5062280735001, 48.177033997140825, -6.606902837753296, -12.102009750902653, 2.9978835210204124, 30.107847452163696]| 11.9555006027221680|     16.00000000|[2977, 992, 0, 62]                                                         | | GPS sucess | actual_k=16
      63|[-78.90916393697262, -4.3331114165484905, -9.02032496407628, 66.7976465895772, -16.34404207766056, -28.610968206077814, 14.444568298757076, 30.691091865301132, -11.828770816326141, -11.363299157470465, 26.0230320841074, 4.5101293544285, -17.925373317324556, -12.63928110850975, -2.4632498854771256, -15.465365815907717, -48.90391407813877, 44.87208232935518, -6.026831686496735, -18.13044450432062, 4.397055350244045, 33.043048620224]| 11.9538097381591797|     32.00000000|[3025, 1008, 0, 63]                                                        | | GPS sucess | actual_k=16
      64|[-80.57218120992184, 1.01984678581357, 1.7990653328597546, 65.94031048566103, -10.532904878258705, -35.335638616234064, 21.402815006673336, 30.54183867573738, -8.784834563732147, -6.150369431823492, 36.408955469727516, 7.907023094128817, -22.277486087405123, -12.14130975259468, -16.317651473917067, -33.30928175523877, -54.2711034854874, 48.457973099313676, -2.5082791447639465, -19.25155971199274, 6.016246758401394, 31.03135347366333]| 11.9519300460815430|     64.00000000|[3073, 1024, 0, 64]                                                        | | GPS sucess | actual_k=16
      65|[-80.57218120992184, 1.01984678581357, 1.7990653328597546, 65.94031048566103, -10.532904878258705, -35.335638616234064, 21.402815006673336, 30.54183867573738, -8.784834563732147, -6.150369431823492, 36.408955469727516, 7.907023094128817, -22.277486087405123, -12.14130975259468, -16.317651473917067, -33.30928175523877, -54.2711034854874, 48.457973099313676, -2.5082791447639465, -19.25155971199274, 6.016246758401394, 31.03135347366333]| 11.9519300460815430|     32.00000000|[3121, 1040, 0, 65]                                                        |  | used linear model with 65 points | actual_k=16
      66|[-80.57218120992184, 1.01984678581357, 1.7990653328597546, 65.94031048566103, -10.532904878258705, -35.335638616234064, 21.402815006673336, 30.54183867573738, -8.784834563732147, -6.150369431823492, 36.408955469727516, 7.907023094128817, -22.277486087405123, -12.14130975259468, -16.317651473917067, -33.30928175523877, -54.2711034854874, 48.457973099313676, -2.5082791447639465, -19.25155971199274, 6.016246758401394, 31.03135347366333]| 11.9519300460815430|     16.00000000|[3169, 1056, 0, 66]                                                        |  | used linear model with 65 points | actual_k=16
      67|[-80.57218120992184, 1.01984678581357, 1.7990653328597546, 65.94031048566103, -10.532904878258705, -35.335638616234064, 21.402815006673336, 30.54183867573738, -8.784834563732147, -6.150369431823492, 36.408955469727516, 7.907023094128817, -22.277486087405123, -12.14130975259468, -16.317651473917067, -33.30928175523877, -54.2711034854874, 48.457973099313676, -2.5082791447639465, -19.25155971199274, 6.016246758401394, 31.03135347366333]| 11.9519300460815430|      8.00000000|[3217, 1072, 0, 67]                                                        |  | used linear model with 65 points | actual_k=16
      68|[-83.95250342786312, -0.7497986666858196, 3.713200908154249, 68.16202975064516, -10.67984226346016, -35.15110221877694, 22.036467514932156, 32.428272515535355, -9.774608850479126, -6.449156280606985, 37.069443598389626, 7.974534786771983, -26.454099418246187, -10.930229439865798, -16.39563872013241, -34.70237963274121, -53.455041154287755, 50.50243029650301, -2.096702426671982, -16.488786675035954, 6.025041004642844, 32.37691509723663]| 11.9511871337890625|     16.00000000|[3265, 1088, 0, 68]                                                        | | GPS sucess | actual_k=16
      69|[-86.97179220616817, -4.516450773924589, 11.858826976269484, 69.51016987115145, -8.167070657014847, -37.62025776877999, 23.111286841332912, 29.843757897615433, -9.05103051662445, -7.618114706128836, 38.20163454115391, 8.354182309936732, -29.147833110415377, -15.278385415207595, -14.305439011193812, -35.69502728059888, -54.7940219482407, 50.07764986809343, -2.092111768666655, -15.034122444689274, -0.7774563822895288, 40.063626408576965]| 11.9318733215332031|     32.00000000|[3313, 1104, 0, 69]                                                        | | GPS sucess | actual_k=16
      70|[-95.8522577136755, -6.966380726546049, 16.475305419415236, 76.04866970330477, -7.6362771689891815, -42.394451055675745, 26.44391628354788, 35.086053639650345, -18.52205789089203, -4.614507433027029, 28.11686433851719, 15.910078592132777, -28.358826638781466, -17.302237525116652, -11.702630297280848, -44.27587025240064, -49.14132152404636, 33.56460932549089, 3.3390830135904253, -22.221141792833805, 7.331949135288596, 44.44783842563629]| 11.9185924530029297|     64.00000000|[3361, 1120, 0, 70]                                                        | | GPS sucess | actual_k=16
      71|[-112.47444818913937, -30.904286991804838, 22.306794982403517, 89.28862179070711, -7.590209521353245, -56.482686910778284, 56.530786477029324, 20.033037930727005, -23.29069459438324, 19.880882505327463, 25.20560111105442, 13.975607461761683, -30.58873963507358, -20.581109299790114, -21.709381357766688, -36.70085804536939, -50.48950599040836, 11.019128597341478, 21.788893041666597, -19.01417324692011, 1.1904801335185766, 43.85798108577728]| 11.8646402359008789|    128.00000000|[3409, 1136, 0, 71]                                                        | | GPS sucess | actual_k=16
      72|[-131.99570940434933, -72.25484622642398, 21.98456136509776, 107.36848057061434, 20.22952886670828, -36.829793844372034, 42.15925403684378, -37.32940790057182, -31.298202872276306, 33.361446622759104, 3.8223384767770767, 32.018679208587855, -29.28499448450748, -64.7444965983741, 6.070758565329015, -44.13448183611035, -69.98086188640445, -3.690322124399245, 59.31166296964511, -74.50620815902948, 4.36632146500051, 23.672184348106384]| 11.7988424301147461|    256.00000000|[3457, 1152, 0, 72]                                                        | | GPS sucess | actual_k=16
      73|[-131.99570940434933, -72.25484622642398, 21.98456136509776, 107.36848057061434, 20.22952886670828, -36.829793844372034, 42.15925403684378, -37.32940790057182, -31.298202872276306, 33.361446622759104, 3.8223384767770767, 32.018679208587855, -29.28499448450748, -64.7444965983741, 6.070758565329015, -44.13448183611035, -69.98086188640445, -3.690322124399245, 59.31166296964511, -74.50620815902948, 4.36632146500051, 23.672184348106384]| 11.7988424301147461|    128.00000000|[3505, 1168, 0, 73]                                                        |  | used linear model with 65 points | actual_k=16
      74|[-131.99570940434933, -72.25484622642398, 21.98456136509776, 107.36848057061434, 20.22952886670828, -36.829793844372034, 42.15925403684378, -37.32940790057182, -31.298202872276306, 33.361446622759104, 3.8223384767770767, 32.018679208587855, -29.28499448450748, -64.7444965983741, 6.070758565329015, -44.13448183611035, -69.98086188640445, -3.690322124399245, 59.31166296964511, -74.50620815902948, 4.36632146500051, 23.672184348106384]| 11.7988424301147461|     64.00000000|[3553, 1184, 0, 74]                                                        |  | used linear model with 65 points | actual_k=16
      75|[-146.63041399419308, -72.27557571977377, 7.337891977280378, 121.24956692010164, 11.680261097848415, -22.720288190990686, 71.30145069211721, -47.74107190966606, -5.5711082220077515, 36.23186469450593, -19.294160470366478, 28.044927663635463, -31.25944209250156, -58.15753437532112, 16.960679753683507, -60.79396479204297, -58.37164424266666, 8.180458820424974, 62.54558259015903, -58.52335236221552, 2.743249913677573, 29.741918921470642]| 11.7900009155273438|    128.00000000|[3601, 1200, 0, 75]                                                        | | GPS sucess | actual_k=16
      76|[-146.63041399419308, -72.27557571977377, 7.337891977280378, 121.24956692010164, 11.680261097848415, -22.720288190990686, 71.30145069211721, -47.74107190966606, -5.5711082220077515, 36.23186469450593, -19.294160470366478, 28.044927663635463, -31.25944209250156, -58.15753437532112, 16.960679753683507, -60.79396479204297, -58.37164424266666, 8.180458820424974, 62.54558259015903, -58.52335236221552, 2.743249913677573, 29.741918921470642]| 11.7900009155273438|     64.00000000|[3649, 1216, 0, 76]                                                        |  | used linear model with 65 points | actual_k=16
      77|[-146.63041399419308, -72.27557571977377, 7.337891977280378, 121.24956692010164, 11.680261097848415, -22.720288190990686, 71.30145069211721, -47.74107190966606, -5.5711082220077515, 36.23186469450593, -19.294160470366478, 28.044927663635463, -31.25944209250156, -58.15753437532112, 16.960679753683507, -60.79396479204297, -58.37164424266666, 8.180458820424974, 62.54558259015903, -58.52335236221552, 2.743249913677573, 29.741918921470642]| 11.7900009155273438|     32.00000000|[3697, 1232, 0, 77]                                                        |  | used linear model with 65 points | actual_k=16
      78|[-150.31445167958736, -79.69479282945395, 6.421811323612928, 125.19795716553926, 14.57388874143362, -22.708361379802227, 75.38562437146902, -41.8286974132061, -8.462897181510925, 37.439244870096445, -8.191202744841576, 12.112259931396693, -21.481838943087496, -47.82928444398567, 16.38030610885471, -62.75990288332105, -46.85306952800602, 19.55848006065935, 66.93787079816684, -59.73991022258997, 4.298805018886924, 29.30198985338211]| 11.7405443191528320|     64.00000000|[3745, 1248, 0, 78]                                                        | | GPS sucess | actual_k=16
      79|[-150.31445167958736, -79.69479282945395, 6.421811323612928, 125.19795716553926, 14.57388874143362, -22.708361379802227, 75.38562437146902, -41.8286974132061, -8.462897181510925, 37.439244870096445, -8.191202744841576, 12.112259931396693, -21.481838943087496, -47.82928444398567, 16.38030610885471, -62.75990288332105, -46.85306952800602, 19.55848006065935, 66.93787079816684, -59.73991022258997, 4.298805018886924, 29.30198985338211]| 11.7405443191528320|     32.00000000|[3793, 1264, 0, 79]                                                        |  | used linear model with 65 points | actual_k=16
      80|[-150.31445167958736, -79.69479282945395, 6.421811323612928, 125.19795716553926, 14.57388874143362, -22.708361379802227, 75.38562437146902, -41.8286974132061, -8.462897181510925, 37.439244870096445, -8.191202744841576, 12.112259931396693, -21.481838943087496, -47.82928444398567, 16.38030610885471, -62.75990288332105, -46.85306952800602, 19.55848006065935, 66.93787079816684, -59.73991022258997, 4.298805018886924, 29.30198985338211]| 11.7405443191528320|     16.00000000|[3841, 1280, 0, 80]                                                        |  | used linear model with 65 points | actual_k=16
      81|[-150.31445167958736, -79.69479282945395, 6.421811323612928, 125.19795716553926, 14.57388874143362, -22.708361379802227, 75.38562437146902, -41.8286974132061, -8.462897181510925, 37.439244870096445, -8.191202744841576, 12.112259931396693, -21.481838943087496, -47.82928444398567, 16.38030610885471, -62.75990288332105, -46.85306952800602, 19.55848006065935, 66.93787079816684, -59.73991022258997, 4.298805018886924, 29.30198985338211]| 11.7405443191528320|      8.00000000|[3889, 1296, 0, 81]                                                        |  | used linear model with 65 points | actual_k=16
      82|[-152.60148571431637, -79.98324041813612, 6.368602856993675, 126.89360249787569, 13.706587098538876, -21.782316081225872, 78.2709788903594, -43.27796074748039, -9.12754774093628, 38.30732560530305, -11.36566387116909, 9.678608245681971, -19.772094012820162, -48.60929985297844, 13.955540045164526, -65.75731318071485, -45.5970768770203, 20.911417639814317, 65.05838078027591, -60.70625946670771, 3.8652918245643377, 28.955832481384277]| 11.7365741729736328|     16.00000000|[3937, 1312, 0, 82]                                                        | | GPS sucess | actual_k=16
      83|[-152.60148571431637, -79.98324041813612, 6.368602856993675, 126.89360249787569, 13.706587098538876, -21.782316081225872, 78.2709788903594, -43.27796074748039, -9.12754774093628, 38.30732560530305, -11.36566387116909, 9.678608245681971, -19.772094012820162, -48.60929985297844, 13.955540045164526, -65.75731318071485, -45.5970768770203, 20.911417639814317, 65.05838078027591, -60.70625946670771, 3.8652918245643377, 28.955832481384277]| 11.7365741729736328|      8.00000000|[3985, 1328, 0, 83]                                                        |  | used linear model with 65 points | actual_k=16
      84|[-152.60148571431637, -79.98324041813612, 6.368602856993675, 126.89360249787569, 13.706587098538876, -21.782316081225872, 78.2709788903594, -43.27796074748039, -9.12754774093628, 38.30732560530305, -11.36566387116909, 9.678608245681971, -19.772094012820162, -48.60929985297844, 13.955540045164526, -65.75731318071485, -45.5970768770203, 20.911417639814317, 65.05838078027591, -60.70625946670771, 3.8652918245643377, 28.955832481384277]| 11.7365741729736328|      4.00000000|[4033, 1344, 0, 84]                                                        |  | used linear model with 65 points | actual_k=16
      85|[-153.58837895095348, -81.98561292141676, 5.665585204958916, 128.01617503911257, 14.424653552472591, -21.19066708534956, 77.90325381606817, -44.24892249703407, -9.510477542877197, 39.108390871435404, -11.067934468388557, 10.418394691776484, -20.51998657139484, -49.3721684361808, 14.664664967916906, -67.17073290422559, -45.38034406211227, 21.72045890148729, 64.02464192872867, -60.51365726441145, 4.438664784654975, 28.614796429872513]| 11.7314405441284180|      8.00000000|[4081, 1360, 0, 85]                                                        | | GPS sucess | actual_k=16
      86|[-153.58837895095348, -81.98561292141676, 5.665585204958916, 128.01617503911257, 14.424653552472591, -21.19066708534956, 77.90325381606817, -44.24892249703407, -9.510477542877197, 39.108390871435404, -11.067934468388557, 10.418394691776484, -20.51998657139484, -49.3721684361808, 14.664664967916906, -67.17073290422559, -45.38034406211227, 21.72045890148729, 64.02464192872867, -60.51365726441145, 4.438664784654975, 28.614796429872513]| 11.7314405441284180|      4.00000000|[4129, 1376, 0, 86]                                                        |  | used linear model with 65 points | actual_k=16
      87|[-153.58837895095348, -81.98561292141676, 5.665585204958916, 128.01617503911257, 14.424653552472591, -21.19066708534956, 77.90325381606817, -44.24892249703407, -9.510477542877197, 39.108390871435404, -11.067934468388557, 10.418394691776484, -20.51998657139484, -49.3721684361808, 14.664664967916906, -67.17073290422559, -45.38034406211227, 21.72045890148729, 64.02464192872867, -60.51365726441145, 4.438664784654975, 28.614796429872513]| 11.7314405441284180|      2.00000000|[4177, 1392, 0, 87]                                                        |  | used linear model with 65 points | actual_k=16
      88|[-153.58837895095348, -81.98561292141676, 5.665585204958916, 128.01617503911257, 14.424653552472591, -21.19066708534956, 77.90325381606817, -44.24892249703407, -9.510477542877197, 39.108390871435404, -11.067934468388557, 10.418394691776484, -20.51998657139484, -49.3721684361808, 14.664664967916906, -67.17073290422559, -45.38034406211227, 21.72045890148729, 64.02464192872867, -60.51365726441145, 4.438664784654975, 28.614796429872513]| 11.7314405441284180|      1.00000000|[4225, 1408, 0, 88]                                                        |  | used linear model with 65 points | actual_k=16
      89|[-153.83306720852852, -82.33055033534765, 5.963791772723198, 128.13881727308035, 14.90022324770689, -21.352413676679134, 77.8773395549506, -43.81656602025032, -9.578513272106647, 39.046001844108105, -11.020307876169682, 10.518910601269454, -20.45268290641252, -49.62324480665848, 14.579160853289068, -67.3690495826304, -45.40175875183195, 21.6571042528376, 64.05472602462396, -60.26375252753496, 4.385267628356814, 28.34747338294983]| 11.7307958602905273|      2.00000000|[4273, 1424, 0, 89]                                                        | | GPS sucess | actual_k=16
      90|[-154.35889479517937, -83.20283576101065, 5.807178661227226, 128.64975204318762, 15.491286985576153, -21.38604910671711, 77.81512404419482, -43.880783408880234, -8.500580675899982, 38.66742595285177, -10.997491439804435, 10.51991602173075, -19.71590631606523, -49.62347238075745, 14.554795009084046, -66.9554568566382, -45.23584011849016, 21.415282069705427, 63.89812736725435, -60.57789847999811, 4.679825617000461, 28.39547633752227]| 11.7289438247680664|      4.00000000|[4321, 1440, 0, 90]                                                        | | GPS sucess | actual_k=16
      91|[-154.68350052833557, -83.7539279088378, 5.939215362071991, 128.93313305824995, 15.987051986157894, -20.794485226273537, 76.58903957344592, -44.30431255698204, -8.160314626991749, 37.771397076547146, -9.975195487961173, 10.191162103321403, -19.712863042601384, -49.01410453331482, 14.068667155690491, -68.77005839720368, -46.387049353681505, 23.51364904548973, 63.157073547597975, -60.97149170190096, 4.462684897705913, 29.26891243085265]| 11.7278022766113281|      8.00000000|[4369, 1456, 0, 91]                                                        | | GPS sucess | actual_k=16
      92|[-154.68350052833557, -83.7539279088378, 5.939215362071991, 128.93313305824995, 15.987051986157894, -20.794485226273537, 76.58903957344592, -44.30431255698204, -8.160314626991749, 37.771397076547146, -9.975195487961173, 10.191162103321403, -19.712863042601384, -49.01410453331482, 14.068667155690491, -68.77005839720368, -46.387049353681505, 23.51364904548973, 63.157073547597975, -60.97149170190096, 4.462684897705913, 29.26891243085265]| 11.7278022766113281|      4.00000000|[4417, 1472, 0, 92]                                                        |  | used linear model with 65 points | actual_k=16
      93|[-154.68350052833557, -83.7539279088378, 5.939215362071991, 128.93313305824995, 15.987051986157894, -20.794485226273537, 76.58903957344592, -44.30431255698204, -8.160314626991749, 37.771397076547146, -9.975195487961173, 10.191162103321403, -19.712863042601384, -49.01410453331482, 14.068667155690491, -68.77005839720368, -46.387049353681505, 23.51364904548973, 63.157073547597975, -60.97149170190096, 4.462684897705913, 29.26891243085265]| 11.7278022766113281|      2.00000000|[4465, 1488, 0, 93]                                                        |  | used linear model with 65 points | actual_k=16
      94|[-154.72440904006362, -84.68447544425726, 5.860621906816959, 129.06228717416525, 15.869184143841267, -21.1639613956213, 75.85288269259036, -43.973953902721405, -7.852907009422779, 38.05531545728445, -10.468323608860373, 9.468953245785087, -19.93192978168372, -48.56169723284256, 13.59846876282245, -68.43510476127267, -46.609948984347284, 23.0052191009745, 63.17625920800492, -61.506749756634235, 4.869549868628383, 29.121689926832914]| 11.7272653579711914|      4.00000000|[4513, 1504, 0, 94]                                                        | | GPS sucess | actual_k=16
      95|[-155.74593048915267, -84.25785987824202, 5.983662702143192, 129.80207838863134, 15.013495571911335, -20.827112659811974, 75.03222222067416, -44.07505661994219, -8.494660146534443, 37.39560707658529, -11.62202717922628, 9.400155642535537, -20.893033221014775, -50.57187794458878, 12.67527322191745, -69.34963783994317, -45.65891223307699, 21.947965024970472, 62.37194137601182, -62.42791921645403, 4.9625655468553305, 28.555773448199034]| 11.7251777648925781|      8.00000000|[4561, 1520, 0, 95]                                                        | | GPS sucess | actual_k=16
      96|[-157.75542908534408, -84.99646740406752, 4.276096202433109, 131.75456919521093, 10.980990536510944, -20.77853349223733, 76.27021343447268, -42.12813288718462, -8.69621666520834, 39.06940897554159, -11.76510583423078, 6.099553683307022, -19.837868526228704, -51.46399681580078, 13.379110020585358, -70.35692128911614, -45.00321578141302, 20.184518693946302, 62.343380683567375, -60.37921626120806, 2.4983366783708334, 28.895947467535734]| 11.7210512161254883|     16.00000000|[4609, 1536, 0, 96]                                                        | | GPS sucess | actual_k=16
      97|[-157.83029587939382, -91.03078918904066, 1.6050759330391884, 132.70064153522253, 11.158537797629833, -23.41083887591958, 75.1067097876221, -41.69078699499369, -10.319560252130032, 31.605708204209805, -10.670829286798835, 5.449093678500503, -22.97677214408759, -54.71671860229981, 16.116645974107087, -66.12229642644525, -41.9170286571607, 21.09050083067268, 61.5739403902553, -51.76502615958452, -0.9771777335554361, 28.83413900062442]| 11.7179698944091797|     32.00000000|[4657, 1552, 0, 97]                                                        | | GPS sucess | actual_k=16
      98|[-157.83029587939382, -91.03078918904066, 1.6050759330391884, 132.70064153522253, 11.158537797629833, -23.41083887591958, 75.1067097876221, -41.69078699499369, -10.319560252130032, 31.605708204209805, -10.670829286798835, 5.449093678500503, -22.97677214408759, -54.71671860229981, 16.116645974107087, -66.12229642644525, -41.9170286571607, 21.09050083067268, 61.5739403902553, -51.76502615958452, -0.9771777335554361, 28.83413900062442]| 11.7179698944091797|     16.00000000|[4705, 1568, 0, 98]                                                        |  | used linear model with 65 points | actual_k=16
      99|[-158.80257548764348, -90.49412810057402, -6.188620947301388, 134.64083447307348, 12.231248669326305, -24.60036889091134, 72.84229476191103, -47.22577968984842, -3.04576226323843, 27.388093076646328, -12.237097373232245, 5.804377147462219, -24.759050920256414, -54.04385100615036, 18.965199870057404, -65.40311935916543, -39.72163652535528, 20.41725784447044, 61.641197787132114, -53.72633249312639, 6.25617397390306, 26.609512459486723]| 11.7177028656005859|     32.00000000|[4753, 1584, 0, 99]                                                        | | GPS sucess | actual_k=16
     100|[-158.80257548764348, -90.49412810057402, -6.188620947301388, 134.64083447307348, 12.231248669326305, -24.60036889091134, 72.84229476191103, -47.22577968984842, -3.04576226323843, 27.388093076646328, -12.237097373232245, 5.804377147462219, -24.759050920256414, -54.04385100615036, 18.965199870057404, -65.40311935916543, -39.72163652535528, 20.41725784447044, 61.641197787132114, -53.72633249312639, 6.25617397390306, 26.609512459486723]| 11.7177028656005859|     16.00000000|[4801, 1600, 0, 100]                                                       |  | used linear model with 65 points | actual_k=16
     101|[-161.26713981106877, -91.81525432318449, 3.1773725524544716, 135.09541936963797, 12.059467352926731, -28.61619320884347, 75.56505830027163, -44.50723735243082, -2.859744019806385, 25.66316779702902, -12.948550572618842, 11.114234992768615, -29.333256318815984, -59.79623185408127, 18.97144800191745, -67.645786318928, -38.051814070902765, 23.22198015358299, 58.31576810916886, -56.707501240074635, 3.7425731476396322, 27.88206661865115]| 11.7086267471313477|     32.00000000|[4849, 1616, 0, 101]                                                       | | GPS sucess | actual_k=16
     102|[-167.67078008130193, -100.27260982245207, 2.829378642141819, 140.86089321225882, 22.215671576559544, -31.354709539562464, 85.56090981699526, -46.36556116491556, -4.7838068678975105, 16.724856220185757, -18.80793415568769, 6.674902030732483, -35.45258147979621, -69.73179303419602, 21.01645761495456, -69.49290731921792, -30.828139296732843, 38.398325025103986, 50.138466702308506, -51.350899048149586, 3.657773381099105, 25.731749426573515]| 11.6925039291381836|     64.00000000|[4897, 1632, 0, 102]                                                       | | GPS sucess | actual_k=16
     103|[-167.67078008130193, -100.27260982245207, 2.829378642141819, 140.86089321225882, 22.215671576559544, -31.354709539562464, 85.56090981699526, -46.36556116491556, -4.7838068678975105, 16.724856220185757, -18.80793415568769, 6.674902030732483, -35.45258147979621, -69.73179303419602, 21.01645761495456, -69.49290731921792, -30.828139296732843, 38.398325025103986, 50.138466702308506, -51.350899048149586, 3.657773381099105, 25.731749426573515]| 11.6925039291381836|     32.00000000|[4945, 1648, 0, 103]                                                       |  | used linear model with 65 points | actual_k=16
