k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0798811316490173, 0.1697626858949661, 0.0076471362262964, 0.4022648930549622, -0.0754127874970436, -0.001277256757021, -0.0005771989235654, -0.0532212071120739, -0.1716371178627014, -0.4345829486846924, 0.3289691507816315, 0.2110833674669266, -0.0160505678504705, -0.1461291909217834, 0.0939741805195808, 0.5108557939529419, 0.0165547765791416, 0.0418044738471508, 0.0028238429222256, 0.1963275820016861, -0.0864802896976471, 0.278159111738205]| 14.2019891738891602|      2.00000000|[61, 4, 0, 1]                                                              | | GPS sucess | actual_k=4
      52|[-73.06814680248499, -0.1701435362920165, 10.165586235933006, 58.49158252775669, 26.576921068131924, -36.04986812546849, 40.426857679500245, 32.78890826180577, -21.729115830734372, -14.377657018601894, -3.3655257374048233, -14.581943579018116, 33.15578349493444, -53.24972942471504, -23.429381497204304, -5.138445299118757, -6.50436507537961, -25.7927028760314, 13.647592863300815, 9.737640727311373, -16.31193793192506, -5.686530173756182]| 11.9743385314941406|     16.00000000|[3121, 208, 0, 52]                                                         |  | used linear model with 65 points | actual_k=4
      53|[-72.45640275627375, 3.480570384301245, 8.843566778115928, 58.10066168010235, 19.15876492112875, -33.81300236657262, 37.36679002584424, 38.20024086907506, -18.510357247665524, -15.12600364536047, -2.033836618065834, -10.36705882102251, 37.29587825201452, -57.07268360257149, -20.13036883622408, -0.9237178973853588, -8.94116174057126, -27.584565244615078, 13.914724042871967, 13.454187024384737, -14.639698270708323, -7.476431072689593]| 11.9719238281250000|     32.00000000|[3181, 212, 0, 53]                                                         | | GPS sucess | actual_k=4
      54|[-70.86612448841333, -7.75122111197561, 5.803650262765586, 58.31353834271431, 20.207395039498806, -27.597535390406847, 25.717409341945313, 29.15297581627965, -31.063853608444333, -5.4275259003043175, -4.602710261940956, -10.250959150493145, 25.97839435003698, -61.78145483136177, -20.969413824379444, -5.080021779984236, -0.6484705097973347, -23.09619577974081, 6.649012735346332, 12.186721671372652, -21.098663572221994, -5.079190433956683]| 11.9715766906738281|     64.00000000|[3241, 216, 0, 54]                                                         | | GPS sucess | actual_k=4
      55|[-70.86612448841333, -7.75122111197561, 5.803650262765586, 58.31353834271431, 20.207395039498806, -27.597535390406847, 25.717409341945313, 29.15297581627965, -31.063853608444333, -5.4275259003043175, -4.602710261940956, -10.250959150493145, 25.97839435003698, -61.78145483136177, -20.969413824379444, -5.080021779984236, -0.6484705097973347, -23.09619577974081, 6.649012735346332, 12.186721671372652, -21.098663572221994, -5.079190433956683]| 11.9715766906738281|     32.00000000|[3301, 220, 0, 55]                                                         |  | used linear model with 65 points | actual_k=4
      56|[-70.86612448841333, -7.75122111197561, 5.803650262765586, 58.31353834271431, 20.207395039498806, -27.597535390406847, 25.717409341945313, 29.15297581627965, -31.063853608444333, -5.4275259003043175, -4.602710261940956, -10.250959150493145, 25.97839435003698, -61.78145483136177, -20.969413824379444, -5.080021779984236, -0.6484705097973347, -23.09619577974081, 6.649012735346332, 12.186721671372652, -21.098663572221994, -5.079190433956683]| 11.9715766906738281|     16.00000000|[3361, 224, 0, 56]                                                         |  | used linear model with 65 points | actual_k=4
      57|[-70.86612448841333, -7.75122111197561, 5.803650262765586, 58.31353834271431, 20.207395039498806, -27.597535390406847, 25.717409341945313, 29.15297581627965, -31.063853608444333, -5.4275259003043175, -4.602710261940956, -10.250959150493145, 25.97839435003698, -61.78145483136177, -20.969413824379444, -5.080021779984236, -0.6484705097973347, -23.09619577974081, 6.649012735346332, 12.186721671372652, -21.098663572221994, -5.079190433956683]| 11.9715766906738281|      8.00000000|[3421, 228, 0, 57]                                                         |  | used linear model with 65 points | actual_k=4
      58|[-72.35278854519129, -6.4326451336964965, 5.025573912076652, 59.46426668763161, 23.690104447305202, -28.725290197879076, 25.34640568436589, 30.357503075152636, -31.31295390613377, -6.744776271283627, -3.4125496298074722, -6.801604263484478, 25.66492678783834, -61.90420565754175, -20.01116032153368, -3.418990772217512, -4.879367459565401, -22.28978457301855, 7.4600326924119145, 11.894624818116426, -20.684169743210077, -4.348752916790545]| 11.9660358428955078|     16.00000000|[3481, 232, 0, 58]                                                         | | GPS sucess | actual_k=4
      59|[-72.35278854519129, -6.4326451336964965, 5.025573912076652, 59.46426668763161, 23.690104447305202, -28.725290197879076, 25.34640568436589, 30.357503075152636, -31.31295390613377, -6.744776271283627, -3.4125496298074722, -6.801604263484478, 25.66492678783834, -61.90420565754175, -20.01116032153368, -3.418990772217512, -4.879367459565401, -22.28978457301855, 7.4600326924119145, 11.894624818116426, -20.684169743210077, -4.348752916790545]| 11.9660358428955078|      8.00000000|[3541, 236, 0, 59]                                                         |  | used linear model with 65 points | actual_k=4
      60|[-72.35278854519129, -6.4326451336964965, 5.025573912076652, 59.46426668763161, 23.690104447305202, -28.725290197879076, 25.34640568436589, 30.357503075152636, -31.31295390613377, -6.744776271283627, -3.4125496298074722, -6.801604263484478, 25.66492678783834, -61.90420565754175, -20.01116032153368, -3.418990772217512, -4.879367459565401, -22.28978457301855, 7.4600326924119145, 11.894624818116426, -20.684169743210077, -4.348752916790545]| 11.9660358428955078|      4.00000000|[3601, 240, 0, 60]                                                         |  | used linear model with 65 points | actual_k=4
      61|[-73.43056259304285, -7.00579487439245, 4.632604154758155, 60.422018975019455, 22.28493805974722, -29.663096386939287, 24.378621100797318, 28.90364481881261, -32.6317624617368, -6.610789857804775, -3.743750587105751, -6.719704769551754, 26.247339447960258, -63.59195218235254, -19.92887868732214, -2.7673846296966076, -4.421785701066256, -22.593899004161358, 6.818916073301807, 12.36333717778325, -20.89102988317609, -4.988125384785235]| 11.9634513854980469|      8.00000000|[3661, 244, 0, 61]                                                         | | GPS sucess | actual_k=4
      62|[-75.37951944023371, -6.237784675322473, 4.809588882140815, 61.89076027274132, 23.195410452783108, -31.613954860717058, 27.33154606760945, 30.745014924556017, -31.68409444577992, -7.949877582490444, -2.844942167401314, -6.3178925439715385, 25.47144897840917, -61.56725249439478, -20.28032823652029, 0.1752196736633778, -2.39491044357419, -21.89299815148115, 4.188194504240528, 9.526950497180223, -21.449479568749666, -4.942832485772669]| 11.9605178833007812|     16.00000000|[3721, 248, 0, 62]                                                         | | GPS sucess | actual_k=4
      63|[-79.02018306404352, -12.329695991240442, 5.8388052908703685, 64.97298440337181, 20.63874264806509, -28.79475601390004, 27.20576143206563, 32.04523231461644, -36.77917625196278, -3.8299606665968895, -0.7262099534273148, -6.7632629200816154, 25.42611643113196, -67.2285116687417, -21.77049120515585, 3.3542534299194813, 0.0619222037494183, -17.851171903312206, 5.891620865324512, 11.310166019946337, -20.714700508862734, -9.699558750726283]| 11.9478178024291992|     32.00000000|[3781, 252, 0, 63]                                                         | | GPS sucess | actual_k=4
      64|[-80.84699986129999, -9.642292312346399, 1.3958264319226146, 66.89279064536095, 28.60067816823721, -41.45752628520131, 26.81846505345311, 39.45019103959203, -25.458611028268933, 9.121749080717564, -1.716698780655861, -14.621149234473705, 36.77910848893225, -66.87439519912004, -21.412495963275433, -4.881966929882765, 9.926979195326567, -22.32107775658369, 2.751674404600635, 16.55688824132085, -20.98423283174634, -10.103969530202448]| 11.9437789916992188|     64.00000000|[3841, 256, 0, 64]                                                         | | GPS sucess | actual_k=4
      65|[-80.84699986129999, -9.642292312346399, 1.3958264319226146, 66.89279064536095, 28.60067816823721, -41.45752628520131, 26.81846505345311, 39.45019103959203, -25.458611028268933, 9.121749080717564, -1.716698780655861, -14.621149234473705, 36.77910848893225, -66.87439519912004, -21.412495963275433, -4.881966929882765, 9.926979195326567, -22.32107775658369, 2.751674404600635, 16.55688824132085, -20.98423283174634, -10.103969530202448]| 11.9437789916992188|     32.00000000|[3901, 260, 0, 65]                                                         |  | used linear model with 65 points | actual_k=4
      66|[-89.53657410293818, -6.1129525220021605, 10.116949173621833, 71.9613045156002, 36.487758837640285, -43.90512664988637, 23.509753524675034, 37.340052623301744, -25.607188003137708, -1.4246795997023582, 7.418263301253319, -18.071853570640087, 41.35125585831702, -64.39277941733599, -16.356234423816204, 10.783093113452196, 13.69292176887393, -26.16700952500105, 13.670154324034229, 19.657983917742968, -20.085028398782015, -9.210131124593318]| 11.9248390197753906|     64.00000000|[3961, 264, 0, 66]                                                         | | GPS sucess | actual_k=4
      67|[-83.09876368194818, -28.356368354521692, 19.17489633243531, 66.82344469428062, 37.4918018206954, -51.62512882426381, 12.093103706254624, 72.6584272570908, -27.308278696611524, 0.0580003634095192, 14.123124942183495, -24.659843377768993, 56.58858152665198, -54.36704928427935, -31.02834116667509, 16.982409615069628, -1.3867615349590778, -46.71167962998152, 13.533780237892643, 24.530153412371874, -12.990243185311556, 13.403136773966253]| 11.9233407974243164|    128.00000000|[4021, 268, 0, 67]                                                         | | GPS sucess | actual_k=4
      68|[-83.09876368194818, -28.356368354521692, 19.17489633243531, 66.82344469428062, 37.4918018206954, -51.62512882426381, 12.093103706254624, 72.6584272570908, -27.308278696611524, 0.0580003634095192, 14.123124942183495, -24.659843377768993, 56.58858152665198, -54.36704928427935, -31.02834116667509, 16.982409615069628, -1.3867615349590778, -46.71167962998152, 13.533780237892643, 24.530153412371874, -12.990243185311556, 13.403136773966253]| 11.9233407974243164|     64.00000000|[4081, 272, 0, 68]                                                         |  | used linear model with 65 points | actual_k=4
      69|[-92.091149546206, -46.20192842837423, 30.038502785377204, 73.52398523688316, 57.052384935319424, -50.662047166377306, 17.82342463673558, 78.9175095744431, -39.59167351014912, -16.227892123162746, 14.328417420387268, -13.717082910239697, 60.1604110840708, -49.280270643532276, -30.538131169974804, 51.9506408162415, -3.7216306813061237, -34.89919298142195, 17.619626185158268, 49.67240919545293, -4.54674743488431, 7.294912858866155]| 11.9198904037475586|    128.00000000|[4141, 276, 0, 69]                                                         | | GPS sucess | actual_k=4
      70|[-92.091149546206, -46.20192842837423, 30.038502785377204, 73.52398523688316, 57.052384935319424, -50.662047166377306, 17.82342463673558, 78.9175095744431, -39.59167351014912, -16.227892123162746, 14.328417420387268, -13.717082910239697, 60.1604110840708, -49.280270643532276, -30.538131169974804, 51.9506408162415, -3.7216306813061237, -34.89919298142195, 17.619626185158268, 49.67240919545293, -4.54674743488431, 7.294912858866155]| 11.9198904037475586|     64.00000000|[4201, 280, 0, 70]                                                         |  | used linear model with 65 points | actual_k=4
      71|[-92.091149546206, -46.20192842837423, 30.038502785377204, 73.52398523688316, 57.052384935319424, -50.662047166377306, 17.82342463673558, 78.9175095744431, -39.59167351014912, -16.227892123162746, 14.328417420387268, -13.717082910239697, 60.1604110840708, -49.280270643532276, -30.538131169974804, 51.9506408162415, -3.7216306813061237, -34.89919298142195, 17.619626185158268, 49.67240919545293, -4.54674743488431, 7.294912858866155]| 11.9198904037475586|     32.00000000|[4261, 284, 0, 71]                                                         |  | used linear model with 65 points | actual_k=4
      72|[-103.24015638977289, -51.22854595538229, 27.24603423755616, 82.63893064856529, 58.86406024545431, -50.77231642976403, 16.376527487649582, 78.74408673122525, -39.682074720039964, -14.718864046037197, 19.3583322763443, -25.89106934517622, 50.56367703713477, -40.76496798545122, -42.5366834923625, 52.83580614998937, -10.629325021058321, -39.3447205349803, 18.744385859230533, 37.4328299947083, -2.35729955509305, 11.256293817423284]| 11.8644742965698242|     64.00000000|[4321, 288, 0, 72]                                                         | | GPS sucess | actual_k=4
      73|[-110.85400650650263, -78.27472286578268, 35.305794331245124, 89.35440430045128, 33.42527850717306, -63.4467587210238, 34.33896797837224, 74.43957423046231, -50.10226076282561, -45.660682283341885, 19.062913686037064, -39.379907540977, 53.5785658005625, -38.032699413597584, -49.77518027275801, 52.263389367610216, -12.230258096009493, -45.73293559998274, 23.459563872078434, 42.399930614978075, 11.686589490622282, 0.910179658792913]| 11.8386497497558594|    128.00000000|[4381, 292, 0, 73]                                                         | | GPS sucess | actual_k=4
      74|[-110.85400650650263, -78.27472286578268, 35.305794331245124, 89.35440430045128, 33.42527850717306, -63.4467587210238, 34.33896797837224, 74.43957423046231, -50.10226076282561, -45.660682283341885, 19.062913686037064, -39.379907540977, 53.5785658005625, -38.032699413597584, -49.77518027275801, 52.263389367610216, -12.230258096009493, -45.73293559998274, 23.459563872078434, 42.399930614978075, 11.686589490622282, 0.910179658792913]| 11.8386497497558594|     64.00000000|[4441, 296, 0, 74]                                                         |  | used linear model with 65 points | actual_k=4
      75|[-109.71717677265406, -94.66489200945944, 21.86250552814454, 91.73066434264183, 36.77280219644308, -74.62856623902917, 81.65891045273747, 68.69006346538663, -53.56037347950041, -39.61089953035116, 24.238973885774612, -49.05478375405073, 47.10552712716162, -43.391686268150806, -66.01319830864668, 42.30137040093541, 0.2144640795886517, -39.584801845252514, 27.161127707222477, 55.97367634251714, 14.844701539725065, 13.572549386881292]| 11.8191709518432617|    128.00000000|[4501, 300, 0, 75]                                                         | | GPS sucess | actual_k=4
      76|[-109.71717677265406, -94.66489200945944, 21.86250552814454, 91.73066434264183, 36.77280219644308, -74.62856623902917, 81.65891045273747, 68.69006346538663, -53.56037347950041, -39.61089953035116, 24.238973885774612, -49.05478375405073, 47.10552712716162, -43.391686268150806, -66.01319830864668, 42.30137040093541, 0.2144640795886517, -39.584801845252514, 27.161127707222477, 55.97367634251714, 14.844701539725065, 13.572549386881292]| 11.8191709518432617|     64.00000000|[4561, 304, 0, 76]                                                         |  | used linear model with 65 points | actual_k=4
      77|[-109.71717677265406, -94.66489200945944, 21.86250552814454, 91.73066434264183, 36.77280219644308, -74.62856623902917, 81.65891045273747, 68.69006346538663, -53.56037347950041, -39.61089953035116, 24.238973885774612, -49.05478375405073, 47.10552712716162, -43.391686268150806, -66.01319830864668, 42.30137040093541, 0.2144640795886517, -39.584801845252514, 27.161127707222477, 55.97367634251714, 14.844701539725065, 13.572549386881292]| 11.8191709518432617|     32.00000000|[4621, 308, 0, 77]                                                         |  | used linear model with 65 points | actual_k=4
      78|[-118.05917678028345, -93.43028216715902, 28.32204923313111, 97.15923032164574, 26.94419749826193, -80.5201344229281, 72.17491406144109, 60.53947638347745, -45.43387811817229, -39.76436638087034, 27.270366936922073, -49.073241736739874, 38.06606408394873, -36.21222335845232, -56.91294138878584, 38.04156233742833, -8.263549912720919, -28.6748191639781, 28.311789652565494, 52.24087967351079, 20.29344631358981, 11.281279846094549]| 11.8062276840209961|     64.00000000|[4681, 312, 0, 78]                                                         | | GPS sucess | actual_k=4
      79|[-118.05917678028345, -93.43028216715902, 28.32204923313111, 97.15923032164574, 26.94419749826193, -80.5201344229281, 72.17491406144109, 60.53947638347745, -45.43387811817229, -39.76436638087034, 27.270366936922073, -49.073241736739874, 38.06606408394873, -36.21222335845232, -56.91294138878584, 38.04156233742833, -8.263549912720919, -28.6748191639781, 28.311789652565494, 52.24087967351079, 20.29344631358981, 11.281279846094549]| 11.8062276840209961|     32.00000000|[4741, 316, 0, 79]                                                         |  | used linear model with 65 points | actual_k=4
      80|[-124.92252431064844, -82.35750060435385, 33.23515042942017, 100.57480105757713, 22.8568662032485, -86.14621875062585, 75.87506908120122, 71.96074675396085, -42.82904332317412, -41.58486520498991, 28.50999143719673, -50.74533786997199, 33.40931912697852, -38.759091682732105, -54.51572411507368, 47.12349631264806, -5.391190875321627, -31.81642358750105, 28.36532703624107, 52.47156399860978, 10.345643769949675, 15.013443275354803]| 11.8035717010498047|     64.00000000|[4801, 320, 0, 80]                                                         | | GPS sucess | actual_k=4
      81|[-124.92252431064844, -82.35750060435385, 33.23515042942017, 100.57480105757713, 22.8568662032485, -86.14621875062585, 75.87506908120122, 71.96074675396085, -42.82904332317412, -41.58486520498991, 28.50999143719673, -50.74533786997199, 33.40931912697852, -38.759091682732105, -54.51572411507368, 47.12349631264806, -5.391190875321627, -31.81642358750105, 28.36532703624107, 52.47156399860978, 10.345643769949675, 15.013443275354803]| 11.8035717010498047|     32.00000000|[4861, 324, 0, 81]                                                         |  | used linear model with 65 points | actual_k=4
      82|[-124.69178450852633, -92.21469264384359, 30.859263273887336, 101.50907298922539, 14.588893257081509, -94.17996356263757, 77.28766483010259, 74.11573814228177, -33.96422761119902, -46.143170945346355, 27.02355244755745, -44.96231737360358, 37.582061970606446, -39.06614498049021, -51.32121127098799, 37.909223813563585, -5.94632201269269, -36.77129667252302, 35.9790026305709, 55.265057269483805, -2.597836721688509, 0.6553805312141776]| 11.7934055328369141|     64.00000000|[4921, 328, 0, 82]                                                         | | GPS sucess | actual_k=4
      83|[-124.69178450852633, -92.21469264384359, 30.859263273887336, 101.50907298922539, 14.588893257081509, -94.17996356263757, 77.28766483010259, 74.11573814228177, -33.96422761119902, -46.143170945346355, 27.02355244755745, -44.96231737360358, 37.582061970606446, -39.06614498049021, -51.32121127098799, 37.909223813563585, -5.94632201269269, -36.77129667252302, 35.9790026305709, 55.265057269483805, -2.597836721688509, 0.6553805312141776]| 11.7934055328369141|     32.00000000|[4981, 332, 0, 83]                                                         |  | used linear model with 65 points | actual_k=4
      84|[-130.76080525666475, -101.3261781251058, 39.987792822532356, 105.27077504992485, 8.794033370912075, -84.05226657167077, 77.2676634559175, 75.39059411361814, -29.823904449120164, -49.390236251056194, 29.682443886995316, -41.69720974192023, 39.88671370781958, -46.97240499407053, -60.967035703361034, 40.860966224223375, -6.846349824219942, -49.89008825272322, 36.73299185023643, 66.47754735127091, -2.997563261538744, -3.903799251653254]| 11.7747735977172852|     64.00000000|[5041, 336, 0, 84]                                                         | | GPS sucess | actual_k=4
      85|[-130.76080525666475, -101.3261781251058, 39.987792822532356, 105.27077504992485, 8.794033370912075, -84.05226657167077, 77.2676634559175, 75.39059411361814, -29.823904449120164, -49.390236251056194, 29.682443886995316, -41.69720974192023, 39.88671370781958, -46.97240499407053, -60.967035703361034, 40.860966224223375, -6.846349824219942, -49.89008825272322, 36.73299185023643, 66.47754735127091, -2.997563261538744, -3.903799251653254]| 11.7747735977172852|     32.00000000|[5101, 340, 0, 85]                                                         |  | used linear model with 65 points | actual_k=4
      86|[-136.78010762482882, -107.87884812708944, 34.84105477016419, 111.63421174883842, 23.218049369752407, -86.8745262362063, 70.60928533168044, 71.3774872906506, -34.472145492210984, -42.67178522795439, 20.850943833589554, -35.662090208381414, 50.90786620415747, -57.93694833666086, -65.54799597710371, 33.852785129100084, -5.845871675759554, -50.916392259299755, 38.06103435740806, 74.19104260578752, 1.1854706816375256, -6.9561192551627755]| 11.7519598007202148|     64.00000000|[5161, 344, 0, 86]                                                         | | GPS sucess | actual_k=4
      87|[-157.70348561555147, -106.11782901640981, 36.74960860889405, 127.81969758868217, 24.11709489673376, -85.76389333978295, 83.63162419886794, 95.09488116577268, -45.16459124721587, -44.085214011371136, 24.48740842938423, -19.09717359766364, 76.73796721734107, -58.001963280141354, -65.99950166791677, 14.634080905467272, 5.509975682944059, -46.734899930655956, 64.23170582042076, 79.51874751225114, -15.30859937146306, 1.9401705702766776]| 11.7410554885864258|    128.00000000|[5221, 348, 0, 87]                                                         | | GPS sucess | actual_k=4
      88|[-157.70348561555147, -106.11782901640981, 36.74960860889405, 127.81969758868217, 24.11709489673376, -85.76389333978295, 83.63162419886794, 95.09488116577268, -45.16459124721587, -44.085214011371136, 24.48740842938423, -19.09717359766364, 76.73796721734107, -58.001963280141354, -65.99950166791677, 14.634080905467272, 5.509975682944059, -46.734899930655956, 64.23170582042076, 79.51874751225114, -15.30859937146306, 1.9401705702766776]| 11.7410554885864258|     64.00000000|[5281, 352, 0, 88]                                                         |  | used linear model with 65 points | actual_k=4
      89|[-154.49447072297335, -120.16668670531362, 33.24720105808228, 126.39791020751, 37.39422979205847, -107.61446020379663, 83.90594787092414, 75.09120951965451, -38.8506078068167, -34.762394301593304, 10.358483105897903, -29.12262048944831, 85.48814841546118, -50.441758297383785, -67.93574508279562, 9.701430816203356, 3.9582167975604534, -27.521471433341503, 83.69543377147056, 90.58289832249284, -1.3653906770050526, -18.013524726964533]| 11.7032794952392578|    128.00000000|[5341, 356, 0, 89]                                                         | | GPS sucess | actual_k=4
      90|[-154.49447072297335, -120.16668670531362, 33.24720105808228, 126.39791020751, 37.39422979205847, -107.61446020379663, 83.90594787092414, 75.09120951965451, -38.8506078068167, -34.762394301593304, 10.358483105897903, -29.12262048944831, 85.48814841546118, -50.441758297383785, -67.93574508279562, 9.701430816203356, 3.9582167975604534, -27.521471433341503, 83.69543377147056, 90.58289832249284, -1.3653906770050526, -18.013524726964533]| 11.7032794952392578|     64.00000000|[5401, 360, 0, 90]                                                         |  | used linear model with 65 points | actual_k=4
      91|[-160.25304330140352, -131.95307224150747, 30.084814640693367, 132.22691878676414, 36.90670617669821, -104.12039658799767, 58.17804259748664, 89.55604564025998, -63.96147626079619, -27.88593613356352, -6.890647143125534, -48.9289177916944, 89.59129258431494, -62.390268467366695, -47.15266402810812, 27.980584640055895, -9.928626883774996, -30.43346493691206, 67.14760318980552, 81.33657759800553, 8.221558671444654, -19.63122542295605]| 11.6848878860473633|    128.00000000|[5461, 364, 0, 91]                                                         | | GPS sucess | actual_k=4
      92|[-160.25304330140352, -131.95307224150747, 30.084814640693367, 132.22691878676414, 36.90670617669821, -104.12039658799767, 58.17804259748664, 89.55604564025998, -63.96147626079619, -27.88593613356352, -6.890647143125534, -48.9289177916944, 89.59129258431494, -62.390268467366695, -47.15266402810812, 27.980584640055895, -9.928626883774996, -30.43346493691206, 67.14760318980552, 81.33657759800553, 8.221558671444654, -19.63122542295605]| 11.6848878860473633|     64.00000000|[5521, 368, 0, 92]                                                         |  | used linear model with 65 points | actual_k=4
      93|[-160.25304330140352, -131.95307224150747, 30.084814640693367, 132.22691878676414, 36.90670617669821, -104.12039658799767, 58.17804259748664, 89.55604564025998, -63.96147626079619, -27.88593613356352, -6.890647143125534, -48.9289177916944, 89.59129258431494, -62.390268467366695, -47.15266402810812, 27.980584640055895, -9.928626883774996, -30.43346493691206, 67.14760318980552, 81.33657759800553, 8.221558671444654, -19.63122542295605]| 11.6848878860473633|     32.00000000|[5581, 372, 0, 93]                                                         |  | used linear model with 65 points | actual_k=4
      94|[-160.25304330140352, -131.95307224150747, 30.084814640693367, 132.22691878676414, 36.90670617669821, -104.12039658799767, 58.17804259748664, 89.55604564025998, -63.96147626079619, -27.88593613356352, -6.890647143125534, -48.9289177916944, 89.59129258431494, -62.390268467366695, -47.15266402810812, 27.980584640055895, -9.928626883774996, -30.43346493691206, 67.14760318980552, 81.33657759800553, 8.221558671444654, -19.63122542295605]| 11.6848878860473633|     16.00000000|[5641, 376, 0, 94]                                                         |  | used linear model with 65 points | actual_k=4
      95|[-158.79048634320498, -132.647349528037, 28.159404966048896, 131.61458399891853, 39.872726045548916, -103.91361005976796, 61.33807391615119, 86.99966918304563, -67.51823061145842, -28.335163675248623, -7.578801304101944, -47.06559696421027, 97.2922756318003, -65.88972153514624, -46.94481924921274, 27.72407417371869, -15.811485160142183, -30.393539011478424, 65.68469265685417, 85.70270175114274, 4.581111293286085, -26.199816063977778]| 11.6847953796386719|     32.00000000|[5701, 380, 0, 95]                                                         | | GPS sucess | actual_k=4
      96|[-163.0221481397748, -133.158187023364, 23.162944528274238, 135.62958481907845, 50.917284570634365, -101.02913816645741, 58.6148209044477, 75.84438048675656, -71.32058733142912, -23.415363870561123, -3.14729180932045, -38.02888813242316, 91.3569442871958, -59.859001301229, -52.02194956690073, 22.4658291824162, -20.72628055885434, -26.130551397800446, 56.218103682855144, 90.09849709644914, 14.472710948437452, -16.602982834912837]| 11.6828422546386719|     64.00000000|[5761, 384, 0, 96]                                                         | | GPS sucess | actual_k=4
      97|[-177.75717163830996, -142.29189025517553, 21.430687877349555, 148.08363488316536, 67.45319613069296, -82.28073080256581, 66.28860325308051, 70.8227006085217, -74.12379925884306, -54.857870660722256, -18.30997434258461, -49.18280163034797, 101.36192437447608, -57.72690834850073, -56.904715813696384, 38.89177255704999, -24.60315166786313, -32.10054165124893, 68.65545204863884, 83.4698011316359, 2.6818488650023937, -24.623852089978755]| 11.6457347869873047|    128.00000000|[5821, 388, 0, 97]                                                         | | GPS sucess | actual_k=4
      98|[-177.75717163830996, -142.29189025517553, 21.430687877349555, 148.08363488316536, 67.45319613069296, -82.28073080256581, 66.28860325308051, 70.8227006085217, -74.12379925884306, -54.857870660722256, -18.30997434258461, -49.18280163034797, 101.36192437447608, -57.72690834850073, -56.904715813696384, 38.89177255704999, -24.60315166786313, -32.10054165124893, 68.65545204863884, 83.4698011316359, 2.6818488650023937, -24.623852089978755]| 11.6457347869873047|     64.00000000|[5881, 392, 0, 98]                                                         |  | used linear model with 65 points | actual_k=4
      99|[-181.34716344624758, -175.72505294438452, 21.456658595241606, 153.39411309361458, 65.68455930799246, -76.23190363124013, 45.998255200101994, 84.21058474853635, -80.43220227397978, -59.275401674211025, -25.770230919122696, -42.121791269630194, 81.36259194649756, -69.08752026408911, -44.78675965219736, 45.66381912305951, -10.430978167802095, -4.568740427494049, 63.37205151305534, 67.25219744816422, 4.806877952069044, -18.739044026471674]| 11.6120862960815430|    128.00000000|[5941, 396, 0, 99]                                                         | | GPS sucess | actual_k=4
     100|[-181.34716344624758, -175.72505294438452, 21.456658595241606, 153.39411309361458, 65.68455930799246, -76.23190363124013, 45.998255200101994, 84.21058474853635, -80.43220227397978, -59.275401674211025, -25.770230919122696, -42.121791269630194, 81.36259194649756, -69.08752026408911, -44.78675965219736, 45.66381912305951, -10.430978167802095, -4.568740427494049, 63.37205151305534, 67.25219744816422, 4.806877952069044, -18.739044026471674]| 11.6120862960815430|     64.00000000|[6001, 400, 0, 100]                                                        |  | used linear model with 65 points | actual_k=4
     101|[-181.34716344624758, -175.72505294438452, 21.456658595241606, 153.39411309361458, 65.68455930799246, -76.23190363124013, 45.998255200101994, 84.21058474853635, -80.43220227397978, -59.275401674211025, -25.770230919122696, -42.121791269630194, 81.36259194649756, -69.08752026408911, -44.78675965219736, 45.66381912305951, -10.430978167802095, -4.568740427494049, 63.37205151305534, 67.25219744816422, 4.806877952069044, -18.739044026471674]| 11.6120862960815430|     32.00000000|[6061, 404, 0, 101]                                                        |  | used linear model with 65 points | actual_k=4
     102|[-183.48591852933168, -174.40574323292822, 21.428851562552154, 154.74994376301765, 73.91245885938406, -72.06713398173451, 58.307745403959416, 81.25098859146237, -92.28624337352812, -46.237148843705654, -17.131169945001602, -41.4569278024137, 79.83430012501776, -67.69131734222174, -52.13769940286875, 42.11360411718488, -14.00905429199338, -6.201766788959503, 75.48284558043815, 65.69833451882005, 0.3631280474364758, -7.538885907270014]| 11.6111907958984375|     64.00000000|[6121, 408, 0, 102]                                                        | | GPS sucess | actual_k=4
     103|[-183.48591852933168, -174.40574323292822, 21.428851562552154, 154.74994376301765, 73.91245885938406, -72.06713398173451, 58.307745403959416, 81.25098859146237, -92.28624337352812, -46.237148843705654, -17.131169945001602, -41.4569278024137, 79.83430012501776, -67.69131734222174, -52.13769940286875, 42.11360411718488, -14.00905429199338, -6.201766788959503, 75.48284558043815, 65.69833451882005, 0.3631280474364758, -7.538885907270014]| 11.6111907958984375|     32.00000000|[6181, 412, 0, 103]                                                        |  | used linear model with 65 points | actual_k=4
