k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.1159169524908066, -0.1880708783864975, -0.2382090985774994, 0.8740733861923218, -0.2362662255764008, -0.1882171928882599, -0.1238998994231224, -0.0593002587556839, -0.0073590190149844, 0.0163300205022097, 0.0151395425200462, -0.0068678087554872, -0.0369792878627777, -0.0595408231019974, -0.0614902451634407, -0.0384309366345406, -0.0056644096039236, 0.0332339443266392, 0.0303912274539471, -0.0219681411981583, -0.0834110006690025, 0.0078400066122413]| 13.8329296112060547|      2.00000000|[33, 0, 0, 2]                                                              | | GPS sucess | actual_k=0
      50|[-0.9747870969586074, -1.456495433114469, 0.9164420198649168, 3.8590348470024765, 2.101264832308516, -0.2385978419333696, 1.693057978991419, -0.8514755344367586, 0.1632173149846494, -3.25455510802567, -2.8458589538931847, 3.4157338165678084, -1.85008511133492, -2.019119968637824, -0.5534011926501989, -4.907078288495541, 3.9129977353150025, -5.238410618156195, -9.377950502559543, 14.340383337752428, -0.122889389982447, 2.533948433585465]| 12.1374673843383789|      1.00000000|[1601, 0, 0, 100]                                                          |  | used linear model with 33 points | actual_k=0
      51|[-0.9747870969586074, -1.456495433114469, 0.9164420198649168, 3.8590348470024765, 2.101264832308516, -0.2385978419333696, 1.693057978991419, -0.8514755344367586, 0.1632173149846494, -3.25455510802567, -2.8458589538931847, 3.4157338165678084, -1.85008511133492, -2.019119968637824, -0.5534011926501989, -4.907078288495541, 3.9129977353150025, -5.238410618156195, -9.377950502559543, 14.340383337752428, -0.122889389982447, 2.533948433585465]| 12.1374673843383789|      0.50000000|[1633, 0, 0, 102]                                                          |  | used linear model with 33 points | actual_k=0
      52|[-0.9747870969586074, -1.456495433114469, 0.9164420198649168, 3.8590348470024765, 2.101264832308516, -0.2385978419333696, 1.693057978991419, -0.8514755344367586, 0.1632173149846494, -3.25455510802567, -2.8458589538931847, 3.4157338165678084, -1.85008511133492, -2.019119968637824, -0.5534011926501989, -4.907078288495541, 3.9129977353150025, -5.238410618156195, -9.377950502559543, 14.340383337752428, -0.122889389982447, 2.533948433585465]| 12.1374673843383789|      0.25000000|[1665, 0, 0, 104]                                                          |  | used linear model with 33 points | actual_k=0
      53|[-1.0145753654651344, -1.5114622106775641, 1.1349691282957792, 3.8513449309393764, 2.0502404884900898, -0.2731697577983141, 1.677064994815737, -0.8511757776432205, 0.1738624214194715, -3.241470064036548, -2.7845237031579018, 3.413511488121003, -1.863198945298791, -2.039155686274171, -0.5728709083050489, -4.917863161303103, 3.915569907403551, -5.225207885727286, -9.365672602318227, 14.336223713529762, -0.1462848370429128, 2.5372874320019037]| 12.1373205184936523|      0.50000000|[1697, 0, 0, 106]                                                          | | GPS sucess | actual_k=0
      54|[-1.0175871073734015, -1.5073831765912473, 1.1474320022389293, 3.8705685073509812, 2.071447251131758, -0.2573647294193506, 1.6787671318743378, -0.9258133992843796, 0.12546002632007, -3.318744125775993, -2.7128555476665497, 3.8605880471877754, -1.976121524348855, -2.1328808683902025, -0.6324681732803583, -4.935702324844897, 3.9353149089729413, -5.185905845835805, -9.335354232229292, 14.331308918946888, -0.182687692111358, 2.55275911395438]| 12.1373081207275391|      1.00000000|[1729, 0, 0, 108]                                                          | | GPS sucess | actual_k=0
      55|[-0.9311206683050841, -2.4121711938641965, 1.149789418792352, 3.8366958471015096, 1.7579952159430832, -1.480080345645547, 2.007141279289499, -1.1830309853248764, 0.0605295798741281, -2.899367424659431, -2.7805636301636696, 3.8962928275577724, -1.8353286925703287, -2.1774854119867086, -0.6903383415192366, -4.6125849494710565, 3.6227172169601545, -5.982219370082021, -9.0003264779225, 13.857790279143956, -0.0746669841464609, 2.4529053673613816]| 12.1369390487670898|      2.00000000|[1761, 0, 0, 110]                                                          | | GPS sucess | actual_k=0
      56|[-0.9311206683050841, -2.4121711938641965, 1.149789418792352, 3.8366958471015096, 1.7579952159430832, -1.480080345645547, 2.007141279289499, -1.1830309853248764, 0.0605295798741281, -2.899367424659431, -2.7805636301636696, 3.8962928275577724, -1.8353286925703287, -2.1774854119867086, -0.6903383415192366, -4.6125849494710565, 3.6227172169601545, -5.982219370082021, -9.0003264779225, 13.857790279143956, -0.0746669841464609, 2.4529053673613816]| 12.1369390487670898|      1.00000000|[1793, 0, 0, 112]                                                          |  | used linear model with 33 points | actual_k=0
      57|[-1.0464042022358626, -2.285865956451744, 1.2807878067251295, 3.930320126004517, 1.7876315691974014, -1.515067821368575, 1.9344184568617493, -1.2472229451232124, 0.0545891718938947, -2.813297945074737, -2.601627193391323, 4.12816061777994, -1.6244374457746744, -2.0710759069770575, -0.7418908085674047, -4.781788275577128, 3.422054201713763, -5.991277018561959, -8.664314203895628, 14.327797996753361, -0.649484105175361, 2.6729858324397355]| 12.1367301940917969|      2.00000000|[1825, 0, 0, 114]                                                          | | GPS sucess | actual_k=0
      58|[-1.0675587269943208, -2.3068431965075433, 1.2697757601272315, 3.9353120988234878, 1.8079181627836078, -1.487535359337926, 1.9559923375491053, -1.2454197063634638, 0.027960448525846, -2.8666432602331042, -2.669809512794018, 4.07667576847598, -1.6329759266227484, -2.018157249316573, -0.637580519542098, -4.682045132853091, 3.407432181178592, -6.268742153421044, -9.333498829044402, 15.870258676761296, -1.6573391628917307, 2.466089974390343]| 12.1365833282470703|      4.00000000|[1857, 0, 0, 116]                                                          | | GPS sucess | actual_k=0
      59|[-1.0675587269943208, -2.3068431965075433, 1.2697757601272315, 3.9353120988234878, 1.8079181627836078, -1.487535359337926, 1.9559923375491053, -1.2454197063634638, 0.027960448525846, -2.8666432602331042, -2.669809512794018, 4.07667576847598, -1.6329759266227484, -2.018157249316573, -0.637580519542098, -4.682045132853091, 3.407432181178592, -6.268742153421044, -9.333498829044402, 15.870258676761296, -1.6573391628917307, 2.466089974390343]| 12.1365833282470703|      2.00000000|[1889, 0, 0, 118]                                                          |  | used linear model with 33 points | actual_k=0
      60|[-1.0887132517527789, -2.327820436563343, 1.2587637135293335, 3.9403040716424584, 1.8282047563698143, -1.4600028973072767, 1.9775662182364613, -1.2436164676037151, 0.0013317251577973, -2.9199885753914714, -2.735140271484852, 4.025190919172019, -1.6415144074708223, -2.799598937854171, -0.5332702305167913, -4.582301990129054, 3.392810160643421, -6.546207288280129, -10.002683454193175, 17.41271935676923, -1.0186522079166025, 2.673903863178566]| 12.1365633010864258|      4.00000000|[1921, 0, 0, 120]                                                          | | GPS sucess | actual_k=0
      61|[-1.0887132517527789, -2.327820436563343, 1.2587637135293335, 3.9403040716424584, 1.8282047563698143, -1.4600028973072767, 1.9775662182364613, -1.2436164676037151, 0.0013317251577973, -2.9199885753914714, -2.735140271484852, 4.025190919172019, -1.6415144074708223, -2.799598937854171, -0.5332702305167913, -4.582301990129054, 3.392810160643421, -6.546207288280129, -10.002683454193175, 17.41271935676923, -1.0186522079166025, 2.673903863178566]| 12.1365633010864258|      2.00000000|[1953, 0, 0, 122]                                                          |  | used linear model with 33 points | actual_k=0
      62|[-1.0887132517527789, -2.327820436563343, 1.2587637135293335, 3.9403040716424584, 1.8282047563698143, -1.4600028973072767, 1.9775662182364613, -1.2436164676037151, 0.0013317251577973, -2.9199885753914714, -2.735140271484852, 4.025190919172019, -1.6415144074708223, -2.799598937854171, -0.5332702305167913, -4.582301990129054, 3.392810160643421, -6.546207288280129, -10.002683454193175, 17.41271935676923, -1.0186522079166025, 2.673903863178566]| 12.1365633010864258|      1.00000000|[1985, 0, 0, 124]                                                          |  | used linear model with 33 points | actual_k=0
      63|[-1.0887132517527789, -2.327820436563343, 1.2587637135293335, 3.9403040716424584, 1.8282047563698143, -1.4600028973072767, 1.9775662182364613, -1.2436164676037151, 0.0013317251577973, -2.9199885753914714, -2.735140271484852, 4.025190919172019, -1.6415144074708223, -2.799598937854171, -0.5332702305167913, -4.582301990129054, 3.392810160643421, -6.546207288280129, -10.002683454193175, 17.41271935676923, -1.0186522079166025, 2.673903863178566]| 12.1365633010864258|      0.50000000|[2017, 0, 0, 126]                                                          |  | used linear model with 33 points | actual_k=0
      64|[-1.0920303009916097, -2.3385427216999233, 1.2427400962915272, 3.9664919888600707, 1.8147673157509416, -1.465390455443412, 1.982400990324095, -1.2295954518776853, 0.0198173904791474, -2.9051195923238993, -2.7341309562325478, 4.001939435955137, -1.6969982106238604, -2.8900727909058332, -0.6538588162511587, -4.14629174862057, 3.26173246873077, -6.64490451849997, -10.045983457006514, 17.430578333267476, -0.9762633887585253, 2.649950321065262]| 12.1365213394165039|      1.00000000|[2049, 0, 0, 128]                                                          | | GPS sucess | actual_k=0
      65|[-1.1026075633708388, -2.349031341727823, 1.2372340729925781, 3.968987975269556, 1.8249106125440449, -1.4516242244280875, 1.993187930667773, -1.228693832497811, 0.0065030287951231, -2.931792249903083, -2.766796335577965, 3.9761970113031566, -1.7012674510478973, -2.863613462075591, -0.6017036717385054, -3.3734737196937203, 3.2544214584631845, -6.783637085929513, -10.3805757695809, 17.436552840226796, -1.48019091761671, 2.7538572654593736]| 12.1364727020263672|      2.00000000|[2081, 0, 0, 130]                                                          | | GPS sucess | actual_k=0
      66|[-1.123762088129297, -2.3700085817836225, 1.2262220263946801, 3.9739799480885267, 1.8451972061302513, -1.4240917623974383, 2.014761811355129, -1.2268905937380623, -0.0201256945729256, -2.98513756506145, -2.832127094268799, 3.924712161999196, -1.7098059318959713, -2.879383333027363, -0.4973933827131987, -3.273730576969683, 3.2397994379280135, -7.061102220788598, -11.051664226688445, 18.97901352023473, -2.4880459753330797, 2.961671154247597]| 12.1364717483520508|      4.00000000|[2113, 0, 0, 132]                                                          | | GPS sucess | actual_k=0
      67|[-1.0569581708405167, -3.6261818348430097, 1.2720877819228917, 3.9705144558101892, 1.7894945794250816, -1.510805665049702, 1.938044941285625, -1.2454086169309448, 0.0566008239984512, -2.806982172653079, -2.5925377011299133, 4.1348059582524, -1.6598819978535175, -3.129863388836384, -1.150035573169589, -4.33344501350075, 6.6350325922248885, -7.283540392294526, -11.856159263290465, 18.975786098453682, -1.8642369357403368, 2.783306907163933]| 12.1361865997314453|      8.00000000|[2145, 0, 0, 134]                                                          | | GPS sucess | actual_k=0
      68|[-1.0569581708405167, -3.6261818348430097, 1.2720877819228917, 3.9705144558101892, 1.7894945794250816, -1.510805665049702, 1.938044941285625, -1.2454086169309448, 0.0566008239984512, -2.806982172653079, -2.5925377011299133, 4.1348059582524, -1.6598819978535175, -3.129863388836384, -1.150035573169589, -4.33344501350075, 6.6350325922248885, -7.283540392294526, -11.856159263290465, 18.975786098453682, -1.8642369357403368, 2.783306907163933]| 12.1361865997314453|      4.00000000|[2177, 0, 0, 136]                                                          |  | used linear model with 33 points | actual_k=0
      69|[-1.1563286653254181, -3.734553465154022, 1.7463629238773137, 3.9815243147313595, 1.8893540853168815, -1.3515424565412104, 2.088482758263126, -1.1984303146309685, -0.0984780639410019, -3.2385375034064054, -2.032369017601013, 3.152769129257649, 1.7886517755687237, -4.190560467541218, -1.9666428100317717, -4.7579683074727654, 6.636562826461159, -6.986761832609773, -11.553687118925154, 18.956845247361343, -2.2514206615742296, 2.8848059431184083]| 12.1356201171875000|      8.00000000|[2209, 0, 0, 138]                                                          | | GPS sucess | actual_k=0
      70|[-1.1563286653254181, -3.734553465154022, 1.7463629238773137, 3.9815243147313595, 1.8893540853168815, -1.3515424565412104, 2.088482758263126, -1.1984303146309685, -0.0984780639410019, -3.2385375034064054, -2.032369017601013, 3.152769129257649, 1.7886517755687237, -4.190560467541218, -1.9666428100317717, -4.7579683074727654, 6.636562826461159, -6.986761832609773, -11.553687118925154, 18.956845247361343, -2.2514206615742296, 2.8848059431184083]| 12.1356201171875000|      4.00000000|[2241, 0, 0, 140]                                                          |  | used linear model with 33 points | actual_k=0
      71|[-1.1563286653254181, -3.734553465154022, 1.7463629238773137, 3.9815243147313595, 1.8893540853168815, -1.3515424565412104, 2.088482758263126, -1.1984303146309685, -0.0984780639410019, -3.2385375034064054, -2.032369017601013, 3.152769129257649, 1.7886517755687237, -4.190560467541218, -1.9666428100317717, -4.7579683074727654, 6.636562826461159, -6.986761832609773, -11.553687118925154, 18.956845247361343, -2.2514206615742296, 2.8848059431184083]| 12.1356201171875000|      2.00000000|[2273, 0, 0, 142]                                                          |  | used linear model with 33 points | actual_k=0
      72|[-1.4746348133776337, -4.393248745705932, 3.494579791324213, 3.977696526562795, 1.4811593347694725, -1.628117783460766, 1.9605388848576695, -1.1960322602826636, -0.0133172124624252, -3.13385715149343, -1.9689223691821098, 3.1349905016832054, 1.6837411038577557, -4.350846208631992, -2.1224005352705717, -4.844247289933264, 6.657140203169547, -6.881139973178506, -11.455463916994631, 18.923568253580015, -2.438584238057956, 2.911517930449918]| 12.1340169906616211|      4.00000000|[2305, 0, 0, 144]                                                          | | GPS sucess | actual_k=0
      73|[-1.4746348133776337, -4.393248745705932, 3.494579791324213, 3.977696526562795, 1.4811593347694725, -1.628117783460766, 1.9605388848576695, -1.1960322602826636, -0.0133172124624252, -3.13385715149343, -1.9689223691821098, 3.1349905016832054, 1.6837411038577557, -4.350846208631992, -2.1224005352705717, -4.844247289933264, 6.657140203169547, -6.881139973178506, -11.455463916994631, 18.923568253580015, -2.438584238057956, 2.911517930449918]| 12.1340169906616211|      2.00000000|[2337, 0, 0, 146]                                                          |  | used linear model with 33 points | actual_k=0
      74|[-1.4412328547332436, -4.357082625385374, 3.517512669088319, 3.9759637804236263, 1.4533080214168876, -1.671474734786898, 1.9221804498229176, -1.205291271879105, 0.0250460468232632, -2.6515341605991125, -1.849127672612667, 3.2400373998098075, 1.7087030708789825, -4.476086236536503, -2.448721630498767, -5.080991947092116, 8.354756780317985, -7.5179716143757105, -11.857711435295641, 18.92195454268949, -2.1266797182615846, 2.822335806908086]| 12.1338939666748047|      4.00000000|[2369, 0, 0, 148]                                                          | | GPS sucess | actual_k=0
      75|[-1.4412328547332436, -4.357082625385374, 3.517512669088319, 3.9759637804236263, 1.4533080214168876, -1.671474734786898, 1.9221804498229176, -1.205291271879105, 0.0250460468232632, -2.6515341605991125, -1.849127672612667, 3.2400373998098075, 1.7087030708789825, -4.476086236536503, -2.448721630498767, -5.080991947092116, 8.354756780317985, -7.5179716143757105, -11.857711435295641, 18.92195454268949, -2.1266797182615846, 2.822335806908086]| 12.1338939666748047|      2.00000000|[2401, 0, 0, 150]                                                          |  | used linear model with 33 points | actual_k=0
      76|[-1.4924519418273121, -4.451665875967592, 3.406966482521966, 4.036895295372233, 1.4095141568686813, -1.652958056423813, 1.99493788019754, -1.10937252707663, 0.0955131016671658, -2.661717703565955, -1.9874206855893135, 2.948519844096154, 1.2723827064037323, -5.011157788336277, -0.7194583248347044, -5.565886490978301, 8.020706363371573, -7.6652863416820765, -11.927002773620188, 18.983456675254274, -2.126385635812767, 2.7719465245027095]| 12.1337203979492188|      4.00000000|[2433, 0, 0, 152]                                                          | | GPS sucess | actual_k=0
      77|[-1.4924519418273121, -4.451665875967592, 3.406966482521966, 4.036895295372233, 1.4095141568686813, -1.652958056423813, 1.99493788019754, -1.10937252707663, 0.0955131016671658, -2.661717703565955, -1.9874206855893135, 2.948519844096154, 1.2723827064037323, -5.011157788336277, -0.7194583248347044, -5.565886490978301, 8.020706363371573, -7.6652863416820765, -11.927002773620188, 18.983456675254274, -2.126385635812767, 2.7719465245027095]| 12.1337203979492188|      2.00000000|[2465, 0, 0, 154]                                                          |  | used linear model with 33 points | actual_k=0
      78|[-1.4924519418273121, -4.451665875967592, 3.406966482521966, 4.036895295372233, 1.4095141568686813, -1.652958056423813, 1.99493788019754, -1.10937252707663, 0.0955131016671658, -2.661717703565955, -1.9874206855893135, 2.948519844096154, 1.2723827064037323, -5.011157788336277, -0.7194583248347044, -5.565886490978301, 8.020706363371573, -7.6652863416820765, -11.927002773620188, 18.983456675254274, -2.126385635812767, 2.7719465245027095]| 12.1337203979492188|      1.00000000|[2497, 0, 0, 156]                                                          |  | used linear model with 33 points | actual_k=0
      79|[-1.4924519418273121, -4.451665875967592, 3.406966482521966, 4.036895295372233, 1.4095141568686813, -1.652958056423813, 1.99493788019754, -1.10937252707663, 0.0955131016671658, -2.661717703565955, -1.9874206855893135, 2.948519844096154, 1.2723827064037323, -5.011157788336277, -0.7194583248347044, -5.565886490978301, 8.020706363371573, -7.6652863416820765, -11.927002773620188, 18.983456675254274, -2.126385635812767, 2.7719465245027095]| 12.1337203979492188|      0.50000000|[2529, 0, 0, 158]                                                          |  | used linear model with 33 points | actual_k=0
      80|[-1.5584468601737171, -4.442225170787424, 3.518615660490468, 4.093424217542633, 1.5100351029541343, -1.5811362699605525, 2.0279991200659424, -1.1062355427711736, 0.0927591619547457, -2.6402195431292057, -1.9174475893378258, 3.073833006899804, 1.4357134401798248, -4.849889911711216, -0.6111919339746237, -5.550589991733432, 7.94095297192689, -7.7831877414137125, -11.97090205270797, 19.123061064921785, -1.8506337768631056, 2.671434936346486]| 12.1336994171142578|      1.00000000|[2561, 0, 0, 160]                                                          | | GPS sucess | actual_k=0
      81|[-1.5832894837949425, -4.469318078365177, 3.5016153540927917, 4.096176682272926, 1.5349999794270843, -1.5413204678334296, 2.0656085743103176, -1.0944909671961796, 0.0539894399698824, -2.489549193531275, -2.1001532450318336, 2.828323799651116, 2.297846883535385, -5.1150641813874245, -0.8153437431901693, -5.564809606410563, 7.941335530485958, -7.708993101492524, -11.895284016616642, 19.1183258521487, -1.9474297083215788, 2.696809695335105]| 12.1334753036499023|      2.00000000|[2593, 0, 0, 162]                                                          | | GPS sucess | actual_k=0
      82|[-1.6044440085534006, -4.490295318420976, 3.4906033074948937, 4.101168655091897, 1.5552865730132908, -1.5137880058027804, 2.0871824549976736, -0.9939429233490955, 0.0273607166018337, -2.542894508689642, -2.1654840037226677, 2.7768389503471553, 2.289308402687311, -5.06214552372694, -0.8431642092764378, -5.465066463686526, 7.926713509950787, -7.986458236351609, -12.564468641765416, 20.660786532156635, -2.9552847660379484, 2.9046235841233283]| 12.1334638595581055|      4.00000000|[2625, 0, 0, 164]                                                          | | GPS sucess | actual_k=0
      83|[-1.6044440085534006, -4.490295318420976, 3.4906033074948937, 4.101168655091897, 1.5552865730132908, -1.5137880058027804, 2.0871824549976736, -0.9939429233490955, 0.0273607166018337, -2.542894508689642, -2.1654840037226677, 2.7768389503471553, 2.289308402687311, -5.06214552372694, -0.8431642092764378, -5.465066463686526, 7.926713509950787, -7.986458236351609, -12.564468641765416, 20.660786532156635, -2.9552847660379484, 2.9046235841233283]| 12.1334638595581055|      2.00000000|[2657, 0, 0, 166]                                                          |  | used linear model with 33 points | actual_k=0
      84|[-1.6044440085534006, -4.490295318420976, 3.4906033074948937, 4.101168655091897, 1.5552865730132908, -1.5137880058027804, 2.0871824549976736, -0.9939429233490955, 0.0273607166018337, -2.542894508689642, -2.1654840037226677, 2.7768389503471553, 2.289308402687311, -5.06214552372694, -0.8431642092764378, -5.465066463686526, 7.926713509950787, -7.986458236351609, -12.564468641765416, 20.660786532156635, -2.9552847660379484, 2.9046235841233283]| 12.1334638595581055|      1.00000000|[2689, 0, 0, 168]                                                          |  | used linear model with 33 points | actual_k=0
      85|[-1.6107068110723048, -4.5173882259987295, 3.5200472159776837, 4.103921119822189, 1.5802514494862407, -1.4739722036756575, 2.124791909242049, -0.9821983477741014, -0.0114090053830296, -2.6507833413779736, -2.3481896594166756, 2.5313297430984676, 3.1514418460428715, -5.327319793403149, -1.0473160184919834, -5.57119728717953, 7.927096068509854, -7.912263596430421, -12.488850605674088, 20.65605131938355, -3.0520806974964216, 2.929998343111947]| 12.1334161758422852|      2.00000000|[2721, 0, 0, 170]                                                          | | GPS sucess | actual_k=0
      86|[-1.6107068110723048, -4.5173882259987295, 3.5200472159776837, 4.103921119822189, 1.5802514494862407, -1.4739722036756575, 2.124791909242049, -0.9821983477741014, -0.0114090053830296, -2.6507833413779736, -2.3481896594166756, 2.5313297430984676, 3.1514418460428715, -5.327319793403149, -1.0473160184919834, -5.57119728717953, 7.927096068509854, -7.912263596430421, -12.488850605674088, 20.65605131938355, -3.0520806974964216, 2.929998343111947]| 12.1334161758422852|      1.00000000|[2753, 0, 0, 172]                                                          |  | used linear model with 33 points | actual_k=0
      87|[-1.6107068110723048, -4.5173882259987295, 3.5200472159776837, 4.103921119822189, 1.5802514494862407, -1.4739722036756575, 2.124791909242049, -0.9821983477741014, -0.0114090053830296, -2.6507833413779736, -2.3481896594166756, 2.5313297430984676, 3.1514418460428715, -5.327319793403149, -1.0473160184919834, -5.57119728717953, 7.927096068509854, -7.912263596430421, -12.488850605674088, 20.65605131938355, -3.0520806974964216, 2.929998343111947]| 12.1334161758422852|      0.50000000|[2785, 0, 0, 174]                                                          |  | used linear model with 33 points | actual_k=0
      88|[-1.6161484268959612, -4.495702089276165, 3.54566908092238, 4.1257929529529065, 1.5919972674455494, -1.4751170004019514, 2.1128040759358555, -0.9984331181913149, -0.0264433810953051, -2.6474780363496393, -2.3248259741812944, 2.573691017460078, 3.2032098844647408, -5.283835683017969, -1.0345918890088797, -5.610188436694443, 7.825514644035138, -8.068354139104486, -12.066641193814576, 20.510504376434255, -3.1096623755292967, 2.969304231228307]| 12.1334056854248047|      1.00000000|[2817, 0, 0, 176]                                                          | | GPS sucess | actual_k=0
      89|[-1.6409910505171865, -4.522794996853918, 3.5286687745247036, 4.128545417683199, 1.6169621439184994, -1.4353011982748285, 2.1504135301802307, -0.9866885426163208, -0.0652131030801684, -1.9435802621301264, -2.5075316298753023, 2.3281818102113903, 3.712564416229725, -5.549009952694178, -1.2387436982244253, -5.716319260187447, 7.825897202594206, -7.994159499183297, -11.991023157723248, 20.50576916366117, -3.20645830698777, 2.9946789902169257]| 12.1333255767822266|      2.00000000|[2849, 0, 0, 178]                                                          | | GPS sucess | actual_k=0
      90|[-1.6409910505171865, -4.522794996853918, 3.5286687745247036, 4.128545417683199, 1.6169621439184994, -1.4353011982748285, 2.1504135301802307, -0.9866885426163208, -0.0652131030801684, -1.9435802621301264, -2.5075316298753023, 2.3281818102113903, 3.712564416229725, -5.549009952694178, -1.2387436982244253, -5.716319260187447, 7.825897202594206, -7.994159499183297, -11.991023157723248, 20.50576916366117, -3.20645830698777, 2.9946789902169257]| 12.1333255767822266|      1.00000000|[2881, 0, 0, 180]                                                          |  | used linear model with 33 points | actual_k=0
      91|[-1.6409910505171865, -4.522794996853918, 3.5286687745247036, 4.128545417683199, 1.6169621439184994, -1.4353011982748285, 2.1504135301802307, -0.9866885426163208, -0.0652131030801684, -1.9435802621301264, -2.5075316298753023, 2.3281818102113903, 3.712564416229725, -5.549009952694178, -1.2387436982244253, -5.716319260187447, 7.825897202594206, -7.994159499183297, -11.991023157723248, 20.50576916366117, -3.20645830698777, 2.9946789902169257]| 12.1333255767822266|      0.50000000|[2913, 0, 0, 182]                                                          |  | used linear model with 33 points | actual_k=0
      92|[-1.7069859688635916, -4.51335429167375, 3.4037767036352307, 4.231469228165224, 1.7174830900039524, -1.3634794118115678, 2.183474770048633, -0.9835515583108645, -0.0679670427925885, -1.922082101693377, -2.4375585336238146, 2.45349497301504, 3.8758951500058174, -5.387742076069117, -1.1304773073643446, -5.701022760942578, 7.746143811149523, -8.112060898914933, -12.03492243681103, 20.41111661522882, -2.9307064480381086, 2.8941674020607024]| 12.1332740783691406|      1.00000000|[2945, 0, 0, 184]                                                          | | GPS sucess | actual_k=0
      93|[-1.731828592484817, -4.540447199251503, 3.386776397237554, 4.234221692895517, 1.7424479664769024, -1.323663609684445, 2.2210842242930084, -0.9718069827358704, -0.2648231987841427, -2.0299709343817085, -2.6202641893178225, 2.2079857657663524, 4.738028593361378, -5.652916345745325, -1.0639288034290075, -5.807153584435582, 7.74652636970859, -8.037866258993745, -11.959304400719702, 20.406381402455736, -3.027502379496582, 2.9195421610493213]| 12.1330871582031250|      2.00000000|[2977, 0, 0, 186]                                                          | | GPS sucess | actual_k=0
      94|[-1.731828592484817, -4.540447199251503, 3.386776397237554, 4.234221692895517, 1.7424479664769024, -1.323663609684445, 2.2210842242930084, -0.9718069827358704, -0.2648231987841427, -2.0299709343817085, -2.6202641893178225, 2.2079857657663524, 4.738028593361378, -5.652916345745325, -1.0639288034290075, -5.807153584435582, 7.74652636970859, -8.037866258993745, -11.959304400719702, 20.406381402455736, -3.027502379496582, 2.9195421610493213]| 12.1330871582031250|      1.00000000|[3009, 0, 0, 188]                                                          |  | used linear model with 33 points | actual_k=0
      95|[-1.742405854864046, -4.5509358192794025, 3.381270373938605, 4.236717679305002, 1.7525912632700056, -1.3098973786691204, 2.2318711646366864, -0.9709053633559961, -0.2781375604681671, -2.056643591960892, -2.6529295686632395, 2.182243341114372, 4.733759352937341, -5.626457016915083, -1.0117736589163542, -5.757282013073564, 7.739215359441005, -8.176598826423287, -12.293896713294089, 21.177611742459703, -3.3699312723474577, 2.535508242668584]| 12.1330776214599609|      2.00000000|[3041, 0, 0, 190]                                                          | | GPS sucess | actual_k=0
      96|[-1.742405854864046, -4.5509358192794025, 3.381270373938605, 4.236717679305002, 1.7525912632700056, -1.3098973786691204, 2.2318711646366864, -0.9709053633559961, -0.2781375604681671, -2.056643591960892, -2.6529295686632395, 2.182243341114372, 4.733759352937341, -5.626457016915083, -1.0117736589163542, -5.757282013073564, 7.739215359441005, -8.176598826423287, -12.293896713294089, 21.177611742459703, -3.3699312723474577, 2.535508242668584]| 12.1330776214599609|      1.00000000|[3073, 0, 0, 192]                                                          |  | used linear model with 33 points | actual_k=0
      97|[-1.7672484784852713, -4.578028726857156, 3.4448642681818455, 4.239470144035295, 1.7775561397429556, -1.2700815765419975, 2.2694806188810617, -0.959160787781002, -0.3169072824530303, -2.1454401405062526, -2.8356352243572474, 1.9367341338656843, 5.595892796292901, -5.891631286591291, -1.2159254681318998, -5.863412836566567, 7.739597918000072, -8.102404186502099, -12.218278677202761, 21.17287652968662, -3.466727203805931, 2.560883001657203]| 12.1330442428588867|      2.00000000|[3105, 0, 0, 194]                                                          | | GPS sucess | actual_k=0
      98|[-1.9188312410842627, -4.491284179966897, 3.5473517279606313, 4.326957476558164, 1.82453941158019, -1.274660763447173, 2.2215292856562883, -1.0240998694498558, -0.3612776133231819, -2.1322189203929156, -2.742180483415723, 2.106179231312126, 5.4474909249693155, -5.717694845050573, -1.1650289501994848, -6.019377434626222, 7.3332722201012075, -8.726766357198358, -10.529441029764712, 20.59068875788944, -3.697053915937431, 2.7181065541226417]| 12.1328163146972656|      4.00000000|[3137, 0, 0, 196]                                                          | | GPS sucess | actual_k=0
      99|[-1.9188312410842627, -4.491284179966897, 3.5473517279606313, 4.326957476558164, 1.82453941158019, -1.274660763447173, 2.2215292856562883, -1.0240998694498558, -0.3612776133231819, -2.1322189203929156, -2.742180483415723, 2.106179231312126, 5.4474909249693155, -5.717694845050573, -1.1650289501994848, -6.019377434626222, 7.3332722201012075, -8.726766357198358, -10.529441029764712, 20.59068875788944, -3.697053915937431, 2.7181065541226417]| 12.1328163146972656|      2.00000000|[3169, 0, 0, 198]                                                          |  | used linear model with 33 points | actual_k=0
