k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.2419157922267914, 0.2811915576457977, 0.1048589944839478, 0.2857368588447571, -0.0806298106908798, 0.1130976527929306, -0.0150102134793997, 0.2818030714988708, -0.042662251740694, 0.0929862186312675, 0.2381036132574081, 0.082550160586834, -0.3519386053085327, -0.1254981011152267, -0.1450326442718506, 0.0863217934966087, 0.18183334171772, 0.2922354340553284, 0.0409951396286488, 0.3443740010261536, 0.2086205333471298, -0.2571312785148621]| 14.1494359970092773|      2.00000000|[33, 0, 0, 2]                                                              | | GPS sucess | actual_k=0
      52|[-65.54872469138354, -53.29087867960334, -3.88168609328568, 58.54665491217747, 15.442338072229177, -26.26706938399002, 4.646543271839619, -54.40711435023695, 37.0335016110912, 18.455296643078327, 31.341061999090016, 3.878893746063113, -6.1414341777563095, -24.901090090628713, 22.53812338411808, -60.194886518642306, -31.23459188081324, -30.18023014999926, 13.550158431753516, 54.55331342294812, -21.009089812636375, -17.284680236130953]| 11.9635171890258789|     64.00000000|[1665, 0, 0, 104]                                                          | | GPS sucess | actual_k=0
      53|[-63.90427784156054, -64.86671200022101, -10.889898182824254, 59.44800034398213, -5.547703660558909, -28.161957308184355, 17.629083402454853, -65.70051320735365, 43.007999883033335, 13.844204552471638, 7.3823255794122815, 3.161909056827426, 14.519794002175331, -27.267202799674124, 5.2806427627801895, -66.88188202492893, -2.1128229293972254, -17.014930734410882, 26.679231574758887, 52.95882587507367, -36.28459106385708, -31.295400489121675]| 11.9472980499267578|    128.00000000|[1697, 0, 0, 106]                                                          | | GPS sucess | actual_k=0
      54|[-63.90427784156054, -64.86671200022101, -10.889898182824254, 59.44800034398213, -5.547703660558909, -28.161957308184355, 17.629083402454853, -65.70051320735365, 43.007999883033335, 13.844204552471638, 7.3823255794122815, 3.161909056827426, 14.519794002175331, -27.267202799674124, 5.2806427627801895, -66.88188202492893, -2.1128229293972254, -17.014930734410882, 26.679231574758887, 52.95882587507367, -36.28459106385708, -31.295400489121675]| 11.9472980499267578|     64.00000000|[1729, 0, 0, 108]                                                          |  | used linear model with 33 points | actual_k=0
      55|[-63.90427784156054, -64.86671200022101, -10.889898182824254, 59.44800034398213, -5.547703660558909, -28.161957308184355, 17.629083402454853, -65.70051320735365, 43.007999883033335, 13.844204552471638, 7.3823255794122815, 3.161909056827426, 14.519794002175331, -27.267202799674124, 5.2806427627801895, -66.88188202492893, -2.1128229293972254, -17.014930734410882, 26.679231574758887, 52.95882587507367, -36.28459106385708, -31.295400489121675]| 11.9472980499267578|     32.00000000|[1761, 0, 0, 110]                                                          |  | used linear model with 33 points | actual_k=0
      56|[-70.77822164725512, -75.76817455515265, -15.51654470153153, 66.65906086796895, -14.6920832763426, -34.79037718428299, 22.73384929448366, -62.32876142207533, 42.17081378493458, 14.227226324379444, 11.449331690557301, -0.5612311828881502, 26.342010989785194, -28.78934127604589, -3.3820493072271347, -54.133790327236056, -6.328378120437264, -21.884853849187493, 30.72173540852964, 53.138621378690004, -39.535157546401024, -37.93414341285825]| 11.9461050033569336|     64.00000000|[1793, 0, 0, 112]                                                          | | GPS sucess | actual_k=0
      57|[-70.77822164725512, -75.76817455515265, -15.51654470153153, 66.65906086796895, -14.6920832763426, -34.79037718428299, 22.73384929448366, -62.32876142207533, 42.17081378493458, 14.227226324379444, 11.449331690557301, -0.5612311828881502, 26.342010989785194, -28.78934127604589, -3.3820493072271347, -54.133790327236056, -6.328378120437264, -21.884853849187493, 30.72173540852964, 53.138621378690004, -39.535157546401024, -37.93414341285825]| 11.9461050033569336|     32.00000000|[1825, 0, 0, 114]                                                          |  | used linear model with 33 points | actual_k=0
      58|[-70.77822164725512, -75.76817455515265, -15.51654470153153, 66.65906086796895, -14.6920832763426, -34.79037718428299, 22.73384929448366, -62.32876142207533, 42.17081378493458, 14.227226324379444, 11.449331690557301, -0.5612311828881502, 26.342010989785194, -28.78934127604589, -3.3820493072271347, -54.133790327236056, -6.328378120437264, -21.884853849187493, 30.72173540852964, 53.138621378690004, -39.535157546401024, -37.93414341285825]| 11.9461050033569336|     16.00000000|[1857, 0, 0, 116]                                                          |  | used linear model with 33 points | actual_k=0
      59|[-71.40452770423144, -69.59561290964484, -15.508093839511275, 66.38006040686741, -15.155655838083476, -37.98234252585098, 18.89340639859438, -64.39214285556227, 36.264323459006846, 17.441836662590504, 11.368241247721016, 8.16925854794681, 25.953336730599403, -30.91709024226293, -3.182943657040596, -56.46375115029514, -5.6647189650684595, -26.185379991307855, 33.27555411122739, 52.747983265668154, -35.02467666566372, -37.42125116661191]| 11.9292621612548828|     32.00000000|[1889, 0, 0, 118]                                                          | | GPS sucess | actual_k=0
      60|[-79.5090113086626, -74.82568111643195, -16.62538576684892, 73.47443410987034, -17.662309146951884, -41.77283267630264, 26.62672758847475, -72.41337164584547, 33.32167123351246, 29.041376419365406, 1.0267104478552938, 0.4043440353125334, 32.035118117928505, -37.92719299113378, 2.1367484778165817, -57.81245036236942, -12.013469556346536, -26.016715148463845, 34.841935923323035, 57.6673353202641, -37.390633687376976, -33.106125224381685]| 11.9095878601074219|     64.00000000|[1921, 0, 0, 120]                                                          | | GPS sucess | actual_k=0
      61|[-79.5090113086626, -74.82568111643195, -16.62538576684892, 73.47443410987034, -17.662309146951884, -41.77283267630264, 26.62672758847475, -72.41337164584547, 33.32167123351246, 29.041376419365406, 1.0267104478552938, 0.4043440353125334, 32.035118117928505, -37.92719299113378, 2.1367484778165817, -57.81245036236942, -12.013469556346536, -26.016715148463845, 34.841935923323035, 57.6673353202641, -37.390633687376976, -33.106125224381685]| 11.9095878601074219|     32.00000000|[1953, 0, 0, 122]                                                          |  | used linear model with 33 points | actual_k=0
      62|[-79.5090113086626, -74.82568111643195, -16.62538576684892, 73.47443410987034, -17.662309146951884, -41.77283267630264, 26.62672758847475, -72.41337164584547, 33.32167123351246, 29.041376419365406, 1.0267104478552938, 0.4043440353125334, 32.035118117928505, -37.92719299113378, 2.1367484778165817, -57.81245036236942, -12.013469556346536, -26.016715148463845, 34.841935923323035, 57.6673353202641, -37.390633687376976, -33.106125224381685]| 11.9095878601074219|     16.00000000|[1985, 0, 0, 124]                                                          |  | used linear model with 33 points | actual_k=0
      63|[-79.40016480069607, -74.55832519754767, -19.318301683291793, 73.81910035246983, -19.057920909952372, -37.57247094763443, 21.489366061985493, -68.08731135074049, 35.622912869788706, 26.042159385979176, 1.9429663391783834, -0.6140832174569368, 30.63798989355564, -36.8901894739829, -0.8576014786958694, -59.07424385659397, -12.921634057536721, -24.314993718639016, 32.7765043284744, 68.35281639173627, -37.25216445326805, -34.96914028003812]| 11.9091920852661133|     32.00000000|[2017, 0, 0, 126]                                                          | | GPS sucess | actual_k=0
      64|[-79.40016480069607, -74.55832519754767, -19.318301683291793, 73.81910035246983, -19.057920909952372, -37.57247094763443, 21.489366061985493, -68.08731135074049, 35.622912869788706, 26.042159385979176, 1.9429663391783834, -0.6140832174569368, 30.63798989355564, -36.8901894739829, -0.8576014786958694, -59.07424385659397, -12.921634057536721, -24.314993718639016, 32.7765043284744, 68.35281639173627, -37.25216445326805, -34.96914028003812]| 11.9091920852661133|     16.00000000|[2049, 0, 0, 128]                                                          |  | used linear model with 33 points | actual_k=0
      65|[-82.41200562100857, -77.30367984995246, -16.546086316928267, 75.90587017172948, -22.98440883262083, -45.18496112478897, 19.383217580616474, -68.84759368840605, 41.15210579428822, 24.823905654251575, 0.5624293060973287, 3.763864589855075, 32.31781651079655, -37.47838551318273, -4.166355445981026, -57.84535105340183, -10.530515054240823, -24.88160584308207, 30.105164339765906, 71.54805307462811, -35.768494099378586, -35.18750973418355]| 11.9016075134277344|     32.00000000|[2081, 0, 0, 130]                                                          | | GPS sucess | actual_k=0
      66|[-91.08355541806668, -72.59938707575202, -22.556677347049117, 83.46694633597508, -13.94128081900999, -42.4884310211055, 26.03992534428835, -65.51140966359526, 34.942010388709605, 7.499152846634388, -1.3836319474503398, 3.0708394777029753, 39.63553835451603, -28.01732022082433, -10.617912128567696, -56.226829720661044, -13.348918775096536, -28.600315073505044, 25.153517058119178, 70.87363164499402, -39.23294398188591, -38.657139260321856]| 11.8892135620117188|     64.00000000|[2113, 0, 0, 132]                                                          | | GPS sucess | actual_k=0
      67|[-91.08355541806668, -72.59938707575202, -22.556677347049117, 83.46694633597508, -13.94128081900999, -42.4884310211055, 26.03992534428835, -65.51140966359526, 34.942010388709605, 7.499152846634388, -1.3836319474503398, 3.0708394777029753, 39.63553835451603, -28.01732022082433, -10.617912128567696, -56.226829720661044, -13.348918775096536, -28.600315073505044, 25.153517058119178, 70.87363164499402, -39.23294398188591, -38.657139260321856]| 11.8892135620117188|     32.00000000|[2145, 0, 0, 134]                                                          |  | used linear model with 33 points | actual_k=0
      68|[-92.93132420163602, -80.08658781275153, -19.63357544504106, 84.582631083671, 1.0511641730554402, -34.516606375109404, 28.09700608998537, -71.10656633321196, 30.384273038245738, 6.241096802055836, -5.39227223675698, 2.0970874559134245, 35.48703791201115, -31.116652791853994, -20.044274166226387, -45.79881687276065, -15.017992714419961, -15.684418657794595, 24.76411776803434, 70.22956459596753, -42.58533474802971, -48.55085988715291]| 11.8792905807495117|     64.00000000|[2177, 0, 0, 136]                                                          | | GPS sucess | actual_k=0
      69|[-92.93132420163602, -80.08658781275153, -19.63357544504106, 84.582631083671, 1.0511641730554402, -34.516606375109404, 28.09700608998537, -71.10656633321196, 30.384273038245738, 6.241096802055836, -5.39227223675698, 2.0970874559134245, 35.48703791201115, -31.116652791853994, -20.044274166226387, -45.79881687276065, -15.017992714419961, -15.684418657794595, 24.76411776803434, 70.22956459596753, -42.58533474802971, -48.55085988715291]| 11.8792905807495117|     32.00000000|[2209, 0, 0, 138]                                                          |  | used linear model with 33 points | actual_k=0
      70|[-92.93132420163602, -80.08658781275153, -19.63357544504106, 84.582631083671, 1.0511641730554402, -34.516606375109404, 28.09700608998537, -71.10656633321196, 30.384273038245738, 6.241096802055836, -5.39227223675698, 2.0970874559134245, 35.48703791201115, -31.116652791853994, -20.044274166226387, -45.79881687276065, -15.017992714419961, -15.684418657794595, 24.76411776803434, 70.22956459596753, -42.58533474802971, -48.55085988715291]| 11.8792905807495117|     16.00000000|[2241, 0, 0, 140]                                                          |  | used linear model with 33 points | actual_k=0
      71|[-94.95255370717496, -81.9249807856977, -21.63182139955461, 86.67985460394993, -1.9616462956182659, -28.30257324827835, 24.881857879459858, -72.7612391943112, 27.476621852256358, 1.8048594668507576, -3.4186452655121684, 4.72469980828464, 39.91743494570255, -33.52146894251928, -20.769353166222572, -46.8028709422797, -9.02830527164042, -14.652084091678262, 23.46744387410581, 64.57381622865796, -47.84351775050163, -52.246516425162554]| 11.8702659606933594|     32.00000000|[2273, 0, 0, 142]                                                          | | GPS sucess | actual_k=0
      72|[-94.95255370717496, -81.9249807856977, -21.63182139955461, 86.67985460394993, -1.9616462956182659, -28.30257324827835, 24.881857879459858, -72.7612391943112, 27.476621852256358, 1.8048594668507576, -3.4186452655121684, 4.72469980828464, 39.91743494570255, -33.52146894251928, -20.769353166222572, -46.8028709422797, -9.02830527164042, -14.652084091678262, 23.46744387410581, 64.57381622865796, -47.84351775050163, -52.246516425162554]| 11.8702659606933594|     16.00000000|[2305, 0, 0, 144]                                                          |  | used linear model with 33 points | actual_k=0
      73|[-96.26644607167691, -76.49669137224555, -20.714142626151443, 87.36483362549916, 1.081798814702779, -30.340066477190703, 24.72651991993189, -71.88763656560332, 31.46957038436085, 8.61086256057024, -2.4477666644379497, 2.2092087995260954, 40.192231580615044, -32.29549128329381, -21.57941134274006, -43.070608569309115, -3.8412148747593164, -17.002882221713662, 24.04755943082273, 61.54360430315137, -51.03523227572441, -49.245470244437456]| 11.8678388595581055|     32.00000000|[2337, 0, 0, 146]                                                          | | GPS sucess | actual_k=0
      74|[-94.83781881909817, -87.34855237230659, -10.474719827994704, 85.21102860802785, -2.3413245449773967, -25.014432474505156, 14.02700362354517, -73.01998701039702, 38.07491086516529, 10.18822056800127, -7.840080144815147, 2.3841976802796125, 37.0553912371397, -39.99166447436437, -12.99192126095295, -36.40008015744388, -14.533589104190469, -19.98159191943705, 27.5561708714813, 60.145974446088076, -56.313166826963425, -51.846380192786455]| 11.8629026412963867|     64.00000000|[2369, 0, 0, 148]                                                          | | GPS sucess | actual_k=0
      75|[-94.83781881909817, -87.34855237230659, -10.474719827994704, 85.21102860802785, -2.3413245449773967, -25.014432474505156, 14.02700362354517, -73.01998701039702, 38.07491086516529, 10.18822056800127, -7.840080144815147, 2.3841976802796125, 37.0553912371397, -39.99166447436437, -12.99192126095295, -36.40008015744388, -14.533589104190469, -19.98159191943705, 27.5561708714813, 60.145974446088076, -56.313166826963425, -51.846380192786455]| 11.8629026412963867|     32.00000000|[2401, 0, 0, 150]                                                          |  | used linear model with 33 points | actual_k=0
      76|[-100.6389967976138, -87.99850871786475, 3.83006208576262, 87.31209925049916, -5.386339403223246, -22.96992354048416, 19.548433639109135, -69.19938006345183, 41.106226430274546, 10.610980309545994, 4.84169399458915, 0.9144572895020247, 35.82586841285229, -47.18834025179967, -21.144975498318672, -37.99400825612247, -27.525360802188516, -22.142771700397134, 35.52296726964414, 61.31668131425977, -68.77033445239067, -52.208285827189684]| 11.8470497131347656|     64.00000000|[2433, 0, 0, 152]                                                          | | GPS sucess | actual_k=0
      77|[-100.6389967976138, -87.99850871786475, 3.83006208576262, 87.31209925049916, -5.386339403223246, -22.96992354048416, 19.548433639109135, -69.19938006345183, 41.106226430274546, 10.610980309545994, 4.84169399458915, 0.9144572895020247, 35.82586841285229, -47.18834025179967, -21.144975498318672, -37.99400825612247, -27.525360802188516, -22.142771700397134, 35.52296726964414, 61.31668131425977, -68.77033445239067, -52.208285827189684]| 11.8470497131347656|     32.00000000|[2465, 0, 0, 154]                                                          |  | used linear model with 33 points | actual_k=0
      78|[-100.6389967976138, -87.99850871786475, 3.83006208576262, 87.31209925049916, -5.386339403223246, -22.96992354048416, 19.548433639109135, -69.19938006345183, 41.106226430274546, 10.610980309545994, 4.84169399458915, 0.9144572895020247, 35.82586841285229, -47.18834025179967, -21.144975498318672, -37.99400825612247, -27.525360802188516, -22.142771700397134, 35.52296726964414, 61.31668131425977, -68.77033445239067, -52.208285827189684]| 11.8470497131347656|     16.00000000|[2497, 0, 0, 156]                                                          |  | used linear model with 33 points | actual_k=0
      79|[-101.568308907561, -92.90501001104712, 8.371792012825608, 87.48999198013917, -3.3887271652929485, -25.905664965044707, 15.843139983713627, -70.07913782540709, 44.13071201834828, 5.116208828985691, 7.226633188314736, -1.947717459872365, 33.7216122597456, -46.501048093196005, -21.88094349205494, -39.13881821744144, -30.005274990573525, -23.500972965732217, 31.05519669316709, 61.06066634133458, -78.304364413023, -53.35995449498296]| 11.8398046493530273|     32.00000000|[2529, 0, 0, 158]                                                          | | GPS sucess | actual_k=0
      80|[-107.37451704125851, -91.98897346481681, 18.702995473518968, 90.39680059487, -5.913568712305278, -17.458670183550566, 24.534926749765873, -63.137680076994, 46.437385068275034, 11.579487599432468, 15.648970720358193, -3.8639011699706316, 42.80954770743847, -30.717036252375692, -25.499981358647346, -43.74344534985721, -29.33733264543116, -20.573785999789834, 19.597566535696387, 63.79256131127477, -77.56397441029549, -50.5971263833344]| 11.8360385894775391|     64.00000000|[2561, 0, 0, 160]                                                          | | GPS sucess | actual_k=0
      81|[-107.37451704125851, -91.98897346481681, 18.702995473518968, 90.39680059487, -5.913568712305278, -17.458670183550566, 24.534926749765873, -63.137680076994, 46.437385068275034, 11.579487599432468, 15.648970720358193, -3.8639011699706316, 42.80954770743847, -30.717036252375692, -25.499981358647346, -43.74344534985721, -29.33733264543116, -20.573785999789834, 19.597566535696387, 63.79256131127477, -77.56397441029549, -50.5971263833344]| 11.8360385894775391|     32.00000000|[2593, 0, 0, 162]                                                          |  | used linear model with 33 points | actual_k=0
      82|[-107.37451704125851, -91.98897346481681, 18.702995473518968, 90.39680059487, -5.913568712305278, -17.458670183550566, 24.534926749765873, -63.137680076994, 46.437385068275034, 11.579487599432468, 15.648970720358193, -3.8639011699706316, 42.80954770743847, -30.717036252375692, -25.499981358647346, -43.74344534985721, -29.33733264543116, -20.573785999789834, 19.597566535696387, 63.79256131127477, -77.56397441029549, -50.5971263833344]| 11.8360385894775391|     16.00000000|[2625, 0, 0, 164]                                                          |  | used linear model with 33 points | actual_k=0
      83|[-107.37451704125851, -91.98897346481681, 18.702995473518968, 90.39680059487, -5.913568712305278, -17.458670183550566, 24.534926749765873, -63.137680076994, 46.437385068275034, 11.579487599432468, 15.648970720358193, -3.8639011699706316, 42.80954770743847, -30.717036252375692, -25.499981358647346, -43.74344534985721, -29.33733264543116, -20.573785999789834, 19.597566535696387, 63.79256131127477, -77.56397441029549, -50.5971263833344]| 11.8360385894775391|      8.00000000|[2657, 0, 0, 166]                                                          |  | used linear model with 33 points | actual_k=0
      84|[-107.6867312071845, -94.30706914886832, 21.40067427791655, 90.32033325964585, -6.437601126264781, -15.626180096995085, 24.527027439326048, -62.5014468068257, 48.03515838179737, 11.203176148235798, 17.043085333891213, -4.309650870040059, 41.721509143710136, -29.509056096430868, -25.226774021983147, -38.64243979565799, -28.116375962272286, -20.544678473845124, 19.287743529304862, 63.76952472142875, -78.45369336009026, -53.786415476351976]| 11.8325138092041016|     16.00000000|[2689, 0, 0, 168]                                                          | | GPS sucess | actual_k=0
      85|[-107.6867312071845, -94.30706914886832, 21.40067427791655, 90.32033325964585, -6.437601126264781, -15.626180096995085, 24.527027439326048, -62.5014468068257, 48.03515838179737, 11.203176148235798, 17.043085333891213, -4.309650870040059, 41.721509143710136, -29.509056096430868, -25.226774021983147, -38.64243979565799, -28.116375962272286, -20.544678473845124, 19.287743529304862, 63.76952472142875, -78.45369336009026, -53.786415476351976]| 11.8325138092041016|      8.00000000|[2721, 0, 0, 170]                                                          |  | used linear model with 33 points | actual_k=0
      86|[-108.79315899591893, -93.04950925335288, 24.601882154121995, 90.36287205899134, -4.841004646848887, -16.60023085726425, 24.148628782480955, -61.6302697295323, 47.54902769718319, 10.679087705910206, 16.95700527448207, -5.761905046179891, 42.61646877229214, -33.065320735331625, -23.957837268710136, -38.31252972595394, -27.910253608599305, -18.274144196882844, 22.85380812548101, 65.3816360514611, -79.90136715769768, -55.674471992999315]| 11.8209791183471680|     16.00000000|[2753, 0, 0, 172]                                                          | | GPS sucess | actual_k=0
      87|[-108.79315899591893, -93.04950925335288, 24.601882154121995, 90.36287205899134, -4.841004646848887, -16.60023085726425, 24.148628782480955, -61.6302697295323, 47.54902769718319, 10.679087705910206, 16.95700527448207, -5.761905046179891, 42.61646877229214, -33.065320735331625, -23.957837268710136, -38.31252972595394, -27.910253608599305, -18.274144196882844, 22.85380812548101, 65.3816360514611, -79.90136715769768, -55.674471992999315]| 11.8209791183471680|      8.00000000|[2785, 0, 0, 174]                                                          |  | used linear model with 33 points | actual_k=0
      88|[-108.79315899591893, -93.04950925335288, 24.601882154121995, 90.36287205899134, -4.841004646848887, -16.60023085726425, 24.148628782480955, -61.6302697295323, 47.54902769718319, 10.679087705910206, 16.95700527448207, -5.761905046179891, 42.61646877229214, -33.065320735331625, -23.957837268710136, -38.31252972595394, -27.910253608599305, -18.274144196882844, 22.85380812548101, 65.3816360514611, -79.90136715769768, -55.674471992999315]| 11.8209791183471680|      4.00000000|[2817, 0, 0, 176]                                                          |  | used linear model with 33 points | actual_k=0
      89|[-108.79315899591893, -93.04950925335288, 24.601882154121995, 90.36287205899134, -4.841004646848887, -16.60023085726425, 24.148628782480955, -61.6302697295323, 47.54902769718319, 10.679087705910206, 16.95700527448207, -5.761905046179891, 42.61646877229214, -33.065320735331625, -23.957837268710136, -38.31252972595394, -27.910253608599305, -18.274144196882844, 22.85380812548101, 65.3816360514611, -79.90136715769768, -55.674471992999315]| 11.8209791183471680|      2.00000000|[2849, 0, 0, 178]                                                          |  | used linear model with 33 points | actual_k=0
      90|[-108.97005492728204, -93.27895675227046, 25.196925336495042, 90.4353977763094, -4.186725236009806, -17.032739623915404, 23.8054991774261, -62.17902591172606, 47.32652793917805, 10.703519763424993, 16.805423078127205, -5.942144634202123, 43.31720571219921, -33.44905919348821, -23.940453434363008, -37.74121711961925, -27.969485690817237, -18.19301218725741, 22.724118372425437, 65.08741026930511, -79.0943441092968, -55.29233621433377]| 11.8204441070556641|      4.00000000|[2881, 0, 0, 180]                                                          | | GPS sucess | actual_k=0
      91|[-108.97005492728204, -93.27895675227046, 25.196925336495042, 90.4353977763094, -4.186725236009806, -17.032739623915404, 23.8054991774261, -62.17902591172606, 47.32652793917805, 10.703519763424993, 16.805423078127205, -5.942144634202123, 43.31720571219921, -33.44905919348821, -23.940453434363008, -37.74121711961925, -27.969485690817237, -18.19301218725741, 22.724118372425437, 65.08741026930511, -79.0943441092968, -55.29233621433377]| 11.8204441070556641|      2.00000000|[2913, 0, 0, 182]                                                          |  | used linear model with 33 points | actual_k=0
      92|[-108.97005492728204, -93.27895675227046, 25.196925336495042, 90.4353977763094, -4.186725236009806, -17.032739623915404, 23.8054991774261, -62.17902591172606, 47.32652793917805, 10.703519763424993, 16.805423078127205, -5.942144634202123, 43.31720571219921, -33.44905919348821, -23.940453434363008, -37.74121711961925, -27.969485690817237, -18.19301218725741, 22.724118372425437, 65.08741026930511, -79.0943441092968, -55.29233621433377]| 11.8204441070556641|      1.00000000|[2945, 0, 0, 184]                                                          |  | used linear model with 33 points | actual_k=0
      93|[-109.12729704659432, -93.44573931023479, 25.24931844510138, 90.57628295058385, -4.451346106361598, -17.247587397228926, 23.86685273051262, -62.297360309399664, 47.41006547305733, 10.574182571843266, 16.54042997676879, -5.823190281167626, 43.14423082768917, -33.351985519286245, -23.430057192221284, -38.24093739502132, -28.03653276525438, -18.347868347540498, 22.60728776268661, 65.32011426799, -79.04166209325194, -55.43745506182313]| 11.8202104568481445|      2.00000000|[2977, 0, 0, 186]                                                          | | GPS sucess | actual_k=0
      94|[-109.4493322102353, -93.1833196990192, 25.079618910327554, 90.83480599755421, -4.786284781526774, -17.12751518888399, 24.022366777062416, -62.12624899391085, 46.76866251323372, 10.587052968330681, 16.471937079913914, -6.274663100019097, 42.93501394987106, -33.71634826576337, -23.332259530201554, -38.19421157054603, -27.7355690356344, -19.434956217184663, 22.97056302241981, 66.21809793822467, -78.7490628324449, -56.05585915222764]| 11.8195838928222656|      4.00000000|[3009, 0, 0, 188]                                                          | | GPS sucess | actual_k=0
      95|[-111.31992206256837, -92.10831667110324, 24.860462764278054, 92.14641824597493, -5.242210216354579, -16.52127420110628, 23.393007591366768, -61.92536970321089, 48.15006572101265, 9.743154493160546, 17.136303980834782, -5.994940647855401, 41.879614412784576, -32.614827131386846, -22.264734024181962, -38.680228082463145, -28.538984870538116, -19.59630631841719, 23.591302363201976, 66.32694297097623, -78.92071030661464, -56.40161154046655]| 11.8182592391967773|      8.00000000|[3041, 0, 0, 190]                                                          | | GPS sucess | actual_k=0
      96|[-113.68073353450745, -92.18923338875175, 23.24822280742228, 94.39835062855855, -3.9998696516267955, -17.30536936921999, 22.75613023340702, -61.08044102136046, 53.05260545108467, 10.480182913132012, 17.990645785816014, -5.6954158041626215, 44.970756113529205, -32.027386938687414, -23.759455436840653, -40.05145618133247, -27.815745865926147, -19.710663052275777, 25.574868885800242, 67.8907176759094, -78.20431063696742, -56.37954207882285]| 11.8109788894653320|     16.00000000|[3073, 0, 0, 192]                                                          | | GPS sucess | actual_k=0
      97|[-113.68073353450745, -92.18923338875175, 23.24822280742228, 94.39835062855855, -3.9998696516267955, -17.30536936921999, 22.75613023340702, -61.08044102136046, 53.05260545108467, 10.480182913132012, 17.990645785816014, -5.6954158041626215, 44.970756113529205, -32.027386938687414, -23.759455436840653, -40.05145618133247, -27.815745865926147, -19.710663052275777, 25.574868885800242, 67.8907176759094, -78.20431063696742, -56.37954207882285]| 11.8109788894653320|      8.00000000|[3105, 0, 0, 194]                                                          |  | used linear model with 33 points | actual_k=0
      98|[-113.68073353450745, -92.18923338875175, 23.24822280742228, 94.39835062855855, -3.9998696516267955, -17.30536936921999, 22.75613023340702, -61.08044102136046, 53.05260545108467, 10.480182913132012, 17.990645785816014, -5.6954158041626215, 44.970756113529205, -32.027386938687414, -23.759455436840653, -40.05145618133247, -27.815745865926147, -19.710663052275777, 25.574868885800242, 67.8907176759094, -78.20431063696742, -56.37954207882285]| 11.8109788894653320|      4.00000000|[3137, 0, 0, 196]                                                          |  | used linear model with 33 points | actual_k=0
      99|[-113.66456317994744, -92.49988054856658, 23.91316501237452, 94.25473356479779, -3.6459111045114696, -18.100956074427813, 22.921227246522903, -60.9107865029946, 52.48117244336754, 11.24788781721145, 16.41669084597379, -4.1672939751297235, 46.57116657495499, -31.287124966736883, -23.17788159288466, -40.42785602621734, -27.730178160592914, -18.729374082759023, 24.307141510769725, 67.95195290260017, -77.8196783773601, -56.16734192892909]| 11.8105468750000000|      8.00000000|[3169, 0, 0, 198]                                                          | | GPS sucess | actual_k=0
     100|[-113.66456317994744, -92.49988054856658, 23.91316501237452, 94.25473356479779, -3.6459111045114696, -18.100956074427813, 22.921227246522903, -60.9107865029946, 52.48117244336754, 11.24788781721145, 16.41669084597379, -4.1672939751297235, 46.57116657495499, -31.287124966736883, -23.17788159288466, -40.42785602621734, -27.730178160592914, -18.729374082759023, 24.307141510769725, 67.95195290260017, -77.8196783773601, -56.16734192892909]| 11.8105468750000000|      4.00000000|[3201, 0, 0, 200]                                                          |  | used linear model with 33 points | actual_k=0
     101|[-113.76323953364044, -93.11041932925582, 23.11590270139277, 94.50849563116208, -2.0018333266489208, -17.303044013213366, 22.889751702547073, -61.59510957542807, 51.99227881524712, 11.363330085761845, 14.848290105350316, -3.3081780169159174, 46.26105797290802, -31.773317729588598, -24.193130964413285, -41.407941995188594, -27.15683297626674, -18.541645096614957, 25.08411136083305, 66.42829724960029, -77.37261302396655, -55.92898805066943]| 11.8100566864013672|      8.00000000|[3233, 0, 0, 202]                                                          | | GPS sucess | actual_k=0
     102|[-113.76323953364044, -93.11041932925582, 23.11590270139277, 94.50849563116208, -2.0018333266489208, -17.303044013213366, 22.889751702547073, -61.59510957542807, 51.99227881524712, 11.363330085761845, 14.848290105350316, -3.3081780169159174, 46.26105797290802, -31.773317729588598, -24.193130964413285, -41.407941995188594, -27.15683297626674, -18.541645096614957, 25.08411136083305, 66.42829724960029, -77.37261302396655, -55.92898805066943]| 11.8100566864013672|      4.00000000|[3265, 0, 0, 204]                                                          |  | used linear model with 33 points | actual_k=0
     103|[-114.74648997280747, -93.70039003714919, 23.244574958458543, 95.32859921688214, -1.5146326790563762, -16.32901620073244, 23.534800559282303, -62.49682914558798, 51.73359337542206, 12.411491234786808, 15.062266831286252, -2.864141831174493, 46.13009053468704, -33.43052450334653, -25.87784099020064, -42.07077663950622, -26.773625446483493, -19.513260351493955, 24.28285583667457, 66.79760488681495, -77.10502053424716, -56.08616608008742]| 11.8075113296508789|      8.00000000|[3297, 0, 0, 206]                                                          | | GPS sucess | actual_k=0
