k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8]|626.0639857227841958|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.8159559063613415, -0.8179331842809916, -0.8197617784142495, -0.8214571319520474, -0.8230339039117098, -0.824505963549018, -0.8258864182978869, -0.8660201907157898, -0.8284212660044432, -0.829598230496049, -0.8307287741452456, -0.8318224653601647, -0.8328882150352002, -0.8339342951774598, -0.8349683687090874, -0.8359974689781666, -0.8370280742645264, -0.8380660779774189, -0.8391168221831322, -0.8401851236820221, -0.8412752851843834, -0.8423910990357399, -0.8435358993709088, -0.844712532311678, -0.8459234155714512, -0.8471705421805382, -0.8484554842114449, -0.8497794300317765, -0.8511431880295277, -0.8525472164154053, -0.8539916269481183, -0.8554762184619904, -0.8570004768669606, -0.8585636049509049, -0.8005234304699116, -0.8618019662797451, -0.863474327325821, -0.8651798695325852, -0.8669166222214699, -0.8686824247241021, -0.870474997162819, -0.8722918659448624, -0.8741304531693459, -0.8759880691766739, -0.8778619199991227, -0.8797491520643235, -0.881646852195263, -0.8835520476102829, -0.8854617729783059, -0.8873730331659317, -0.8892828553915024, -0.8911882892251015, -0.8930864587426186, -0.8949745178222657, -0.896849724650383, -0.8987094417214394, -0.9005511209368706, -0.9023723930120469, -0.9041710078716279, -0.9059449017047883, -0.9076921969652176, -0.9094112098217011, -0.911100509762764, -0.9127588748931885, -0.9143853664398194, -0.9159793063998223, -0.9175403147935868, -0.9190683394670487, -0.9205636262893677, -0.922026801109314, -0.9234588325023652, -0.9248610764741898, -0.9262352913618088, -0.9275836527347565, -0.9289087533950806, -0.9302136927843094, -0.9315019726753235, -0.9327776163816452, -0.9340451538562775, -0.935309636592865, -0.9365766376256943, -0.9378523260354996, -0.9391434073448182, -0.9404571831226349, -0.9418016105890274, -0.9431852281093598, -0.9446172595024109, -0.9461075246334076, -0.9476666033267975, -0.9493057161569596, -0.9510368436574936, -0.9528726667165757, -0.9548266410827637, -0.9569129824638367, -0.9591466814279557, -0.9615435630083085, -0.964120227098465, -0.9668941825628281, -0.9698837131261826, -0.9731080412864686]|471.5244750976562500|      2.00000000|[15, 2, 0, 1]                                                              | | GPS sucess | actual_k=2
      73|[-0.5968588347645424, -0.9176661339605721, -1.0093824546469703, -0.9765563396424233, -0.9751164713959733, -0.9643252670088925, -0.9972030110654386, -0.9749438602361498, -0.9828911753063826, -0.9534422945729122, -1.005512756124189, -0.9503355830571272, -0.974774064946602, -0.9835442417985482, -0.976213421704017, -0.9760446453608553, -0.9638856367795371, -0.9822314461344034, -1.0095835908169837, -0.9520709861164358, -0.9557319097417963, -0.9554007523928895, -1.000588941881246, -1.0080515496980362, -0.960349895477557, -0.9950579515672817, -0.9617983906630682, -1.0018014058236095, -0.9806860448115178, -1.0059970863441383, -0.981374489574561, -0.9680281114336153, -0.9561491996993844, -0.9947127883777884, -0.9685293724509004, -0.9401282612452203, -0.9950788085440954, -0.9750631277599312, -0.9824149659210935, -0.95655993389993, -0.983096434838922, -0.9847155938477115, -1.0012688934295881, -0.9805234523533252, -0.998594650579693, -0.9536132479227075, -0.9547722474747096, -0.977607873442125, -1.015734172986682, -0.942796147266051, -0.9871382477042213, -1.0238452355872487, -0.9880564004904652, -0.9838295986540527, -0.9733583628905913, -0.9677376846429481, -0.977030215539727, -0.9344507163290093, -0.955746232432402, -0.983672273313459, -0.9672443320286301, -0.9994913889462242, -0.9637802086057561, -0.9996881198891687, -0.971194993521171, -0.9744351341064703, -1.000693530071926, -0.9922968213638708, -0.9512168986409805, -0.9569998923782859, -0.992697165038651, -1.0118774537906279, -0.9630347127897382, -1.0085391172703482, -0.9695309917830635, -1.0058505278342162, -0.9745812700090087, -0.9577610956026558, -1.0007487638531634, -0.9576735987132203, -0.979322630201084, -0.959454584128344, -1.0073017784227556, -1.0055438846691385, -0.9663338740353459, -0.9872164073125399, -0.9551248215878673, -0.9420131284501324, -0.9713822656227965, -0.942805057293105, -1.004595813908621, -0.9538061735935044, -0.9791367154687083, -0.9767641643429908, -0.982258391433713, -0.9726597025518346, -0.965006090074469, -0.9926345663405797, -0.9504991784344364, -0.9962091144041076]|394.3493347167968750|      0.12500000|[5497, 872, 0, 436]                                                        | | GPS sucess | actual_k=2
      74|[-0.5968588347645424, -0.9176661339605721, -1.0093824546469703, -0.9765563396424233, -0.9751164713959733, -0.9643252670088925, -0.9972030110654386, -0.9749438602361498, -0.9828911753063826, -0.9534422945729122, -1.005512756124189, -0.9503355830571272, -0.974774064946602, -0.9835442417985482, -0.976213421704017, -0.9760446453608553, -0.9638856367795371, -0.9822314461344034, -1.0095835908169837, -0.9520709861164358, -0.9557319097417963, -0.9554007523928895, -1.000588941881246, -1.0080515496980362, -0.960349895477557, -0.9950579515672817, -0.9617983906630682, -1.0018014058236095, -0.9806860448115178, -1.0059970863441383, -0.981374489574561, -0.9680281114336153, -0.9561491996993844, -0.9947127883777884, -0.9685293724509004, -0.9401282612452203, -0.9950788085440954, -0.9750631277599312, -0.9824149659210935, -0.95655993389993, -0.983096434838922, -0.9847155938477115, -1.0012688934295881, -0.9805234523533252, -0.998594650579693, -0.9536132479227075, -0.9547722474747096, -0.977607873442125, -1.015734172986682, -0.942796147266051, -0.9871382477042213, -1.0238452355872487, -0.9880564004904652, -0.9838295986540527, -0.9733583628905913, -0.9677376846429481, -0.977030215539727, -0.9344507163290093, -0.955746232432402, -0.983672273313459, -0.9672443320286301, -0.9994913889462242, -0.9637802086057561, -0.9996881198891687, -0.971194993521171, -0.9744351341064703, -1.000693530071926, -0.9922968213638708, -0.9512168986409805, -0.9569998923782859, -0.992697165038651, -1.0118774537906279, -0.9630347127897382, -1.0085391172703482, -0.9695309917830635, -1.0058505278342162, -0.9745812700090087, -0.9577610956026558, -1.0007487638531634, -0.9576735987132203, -0.979322630201084, -0.959454584128344, -1.0073017784227556, -1.0055438846691385, -0.9663338740353459, -0.9872164073125399, -0.9551248215878673, -0.9420131284501324, -0.9713822656227965, -0.942805057293105, -1.004595813908621, -0.9538061735935044, -0.9791367154687083, -0.9767641643429908, -0.982258391433713, -0.9726597025518346, -0.965006090074469, -0.9926345663405797, -0.9504991784344364, -0.9962091144041076]|394.3493347167968750|      0.06250000|[5612, 890, 0, 445]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 78 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 91 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 103 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      75|[-0.5973092357493884, -0.9181267735565575, -1.0098396143561557, -0.9769979175391319, -0.9755319031098916, -0.9647054481342577, -0.9975402210254187, -0.9752316877188296, -0.9831244452432534, -0.9518601023158655, -1.005625974251997, -0.9503854276304955, -0.9747596052814212, -0.9834654407765205, -0.9760710717405914, -0.9758403059702347, -0.9636215735348516, -0.9819105712522399, -1.009209405197108, -0.9516475228803609, -0.9552636792847512, -0.9548926889782897, -1.000046351777668, -1.0074800607131758, -0.9597554081220007, -0.994446591615264, -0.96117646340125, -1.0011753514640096, -0.9800623959417127, -1.0053824263669928, -0.9807754130106029, -0.9674511855039796, -0.9556009277131942, -0.9941995742836898, -0.9680574869893074, -0.9397038098467899, -0.9947077005669789, -0.9747510471240092, -0.9821673434593368, -0.9563819211358486, -0.9829928792264813, -0.9846910155955881, -1.0013274638188165, -0.980668973542877, -0.9988305369509218, -0.9539425088989941, -0.9551974719290846, -0.9781312154363919, -1.0163573394313934, -0.9435203863662874, -0.9879643397336774, -1.024773484622745, -0.9890866278926903, -0.9849611378870816, -0.9745900563204637, -0.9690678808019085, -0.9784567694754709, -0.935970989721098, -0.9560956205409907, -0.9853701132497005, -0.9690250514085246, -1.001350417769898, -0.9657125112120482, -1.0016882054330098, -0.9732569270330391, -0.9765525502293986, -1.002859646914926, -0.9945044568000778, -0.9534584884684435, -0.9592675084807578, -0.994982536806008, -0.9504980248376955, -0.9653295244427115, -1.0108250443387903, -0.971798628374632, -1.008090251756901, -0.9767832709436394, -0.9599154072335306, -1.0028452966971704, -0.9597021738802802, -0.9812730147844082, -0.9613165296214907, -1.0090650582053637, -1.0071983353343665, -0.9678694362516501, -0.9886231695958353, -0.9563930652378417, -0.9431333734178836, -0.9723453184157368, -0.9436020605678885, -1.0052182971700163, -0.9542461055230815, -0.9793865577378216, -0.9768169270337478, -0.9821076899515148, -0.9722998159349006, -0.9644320209768309, -0.9918421024484402, -0.9494849553449948, -0.9949706798286095]|394.3444519042968750|      0.12500000|[5626, 892, 0, 446]                                                        | | GPS sucess | actual_k=2
      76|[-0.5973092357493884, -0.9181267735565575, -1.0098396143561557, -0.9769979175391319, -0.9755319031098916, -0.9647054481342577, -0.9975402210254187, -0.9752316877188296, -0.9831244452432534, -0.9518601023158655, -1.005625974251997, -0.9503854276304955, -0.9747596052814212, -0.9834654407765205, -0.9760710717405914, -0.9758403059702347, -0.9636215735348516, -0.9819105712522399, -1.009209405197108, -0.9516475228803609, -0.9552636792847512, -0.9548926889782897, -1.000046351777668, -1.0074800607131758, -0.9597554081220007, -0.994446591615264, -0.96117646340125, -1.0011753514640096, -0.9800623959417127, -1.0053824263669928, -0.9807754130106029, -0.9674511855039796, -0.9556009277131942, -0.9941995742836898, -0.9680574869893074, -0.9397038098467899, -0.9947077005669789, -0.9747510471240092, -0.9821673434593368, -0.9563819211358486, -0.9829928792264813, -0.9846910155955881, -1.0013274638188165, -0.980668973542877, -0.9988305369509218, -0.9539425088989941, -0.9551974719290846, -0.9781312154363919, -1.0163573394313934, -0.9435203863662874, -0.9879643397336774, -1.024773484622745, -0.9890866278926903, -0.9849611378870816, -0.9745900563204637, -0.9690678808019085, -0.9784567694754709, -0.935970989721098, -0.9560956205409907, -0.9853701132497005, -0.9690250514085246, -1.001350417769898, -0.9657125112120482, -1.0016882054330098, -0.9732569270330391, -0.9765525502293986, -1.002859646914926, -0.9945044568000778, -0.9534584884684435, -0.9592675084807578, -0.994982536806008, -0.9504980248376955, -0.9653295244427115, -1.0108250443387903, -0.971798628374632, -1.008090251756901, -0.9767832709436394, -0.9599154072335306, -1.0028452966971704, -0.9597021738802802, -0.9812730147844082, -0.9613165296214907, -1.0090650582053637, -1.0071983353343665, -0.9678694362516501, -0.9886231695958353, -0.9563930652378417, -0.9431333734178836, -0.9723453184157368, -0.9436020605678885, -1.0052182971700163, -0.9542461055230815, -0.9793865577378216, -0.9768169270337478, -0.9821076899515148, -0.9722998159349006, -0.9644320209768309, -0.9918421024484402, -0.9494849553449948, -0.9949706798286095]|394.3444519042968750|      0.06250000|[5738, 910, 0, 455]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 77 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 89 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 101 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      77|[-0.5936022223744372, -0.914004244077965, -1.0053521300237556, -0.9721934380402326, -0.9704558391824954, -0.9594007126753952, -0.9789669183853944, -0.9695886219657057, -0.9773669889241453, -0.9722242393634241, -0.9997378542496473, -0.9444766225087523, -0.9852085347998042, -0.9775939314933427, -0.9702534553236124, -0.970097444522255, -0.95797242156497, -0.9763722315417005, -1.0037971832692032, -0.946374983313464, -0.9501427014479285, -0.9499335230447452, -1.001673241258014, -1.002869036074832, -0.9553277378126425, -0.9902065765636643, -0.9571270604697024, -0.997318230482459, -0.9763979987145667, -1.0019100234154246, -0.9774931634943258, -0.9643561950241123, -0.9526893076681616, -0.9914665010924814, -0.9818374543324179, -0.937309916266935, -0.9988899900134192, -0.9726673099045361, -0.9802260997430565, -0.9545739947724449, -0.9813085812242983, -0.9831202045407761, -0.9998596082371808, -0.9792932129331762, -0.9975357439713813, -0.9741911694688878, -0.9753788982669586, -0.990521126448031, -1.0152719975477642, -0.9424585651471675, -0.986914628884744, -1.023724648619738, -0.9880276699050954, -0.9838813641287597, -0.9734791405475542, -0.9679159296077179, -0.977254386830276, -0.9347093426236033, -0.9547665043209307, -0.9839660179241574, -0.9675392273608807, -0.9997769423166214, -0.9640463552000246, -0.9999252999083088, -0.9713942306927341, -0.974588116735199, -1.0007926922313917, -0.9923354274592472, -0.951189129538373, -0.956900932049268, -0.9925232904968946, -0.9479521608651964, -0.9627046688437698, -1.008130466112131, -0.9690453094533195, -1.0077012884297367, -0.973952617455216, -0.9570699361417826, -1.000003542989077, -0.9568847378311504, -0.978502632432519, -0.9586181449292351, -1.0064658945103215, -1.004727967415639, -0.9655598625243975, -0.9865088844122634, -0.9545111318580541, -0.9672663277875361, -0.9845497314322702, -0.956157399492681, -1.0046903396598637, -0.954176911617724, -0.979830145238045, -0.977830399061793, -0.9837513089834182, -0.9746370799222803, -0.967529737706832, -0.9957704654608014, -0.9543176195438627, -1.0007848382603657]|394.0213623046875000|      0.12500000|[5764, 914, 0, 457]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
      78|[-0.5936022223744372, -0.914004244077965, -1.0053521300237556, -0.9721934380402326, -0.9704558391824954, -0.9594007126753952, -0.9789669183853944, -0.9695886219657057, -0.9773669889241453, -0.9722242393634241, -0.9997378542496473, -0.9444766225087523, -0.9852085347998042, -0.9775939314933427, -0.9702534553236124, -0.970097444522255, -0.95797242156497, -0.9763722315417005, -1.0037971832692032, -0.946374983313464, -0.9501427014479285, -0.9499335230447452, -1.001673241258014, -1.002869036074832, -0.9553277378126425, -0.9902065765636643, -0.9571270604697024, -0.997318230482459, -0.9763979987145667, -1.0019100234154246, -0.9774931634943258, -0.9643561950241123, -0.9526893076681616, -0.9914665010924814, -0.9818374543324179, -0.937309916266935, -0.9988899900134192, -0.9726673099045361, -0.9802260997430565, -0.9545739947724449, -0.9813085812242983, -0.9831202045407761, -0.9998596082371808, -0.9792932129331762, -0.9975357439713813, -0.9741911694688878, -0.9753788982669586, -0.990521126448031, -1.0152719975477642, -0.9424585651471675, -0.986914628884744, -1.023724648619738, -0.9880276699050954, -0.9838813641287597, -0.9734791405475542, -0.9679159296077179, -0.977254386830276, -0.9347093426236033, -0.9547665043209307, -0.9839660179241574, -0.9675392273608807, -0.9997769423166214, -0.9640463552000246, -0.9999252999083088, -0.9713942306927341, -0.974588116735199, -1.0007926922313917, -0.9923354274592472, -0.951189129538373, -0.956900932049268, -0.9925232904968946, -0.9479521608651964, -0.9627046688437698, -1.008130466112131, -0.9690453094533195, -1.0077012884297367, -0.973952617455216, -0.9570699361417826, -1.000003542989077, -0.9568847378311504, -0.978502632432519, -0.9586181449292351, -1.0064658945103215, -1.004727967415639, -0.9655598625243975, -0.9865088844122634, -0.9545111318580541, -0.9672663277875361, -0.9845497314322702, -0.956157399492681, -1.0046903396598637, -0.954176911617724, -0.979830145238045, -0.977830399061793, -0.9837513089834182, -0.9746370799222803, -0.967529737706832, -0.9957704654608014, -0.9543176195438627, -1.0007848382603657]|394.0213623046875000|      0.06250000|[5876, 932, 0, 466]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 77 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 89 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 101 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      79|[-0.5935412491147586, -0.9139146926612154, -1.005232210018665, -0.9720424451704839, -0.9702740646173603, -0.9591893549688195, -0.9787279979252885, -0.9693248980134757, -0.9770818792735688, -0.9719217424733523, -0.9994224740542588, -0.9441532957452882, -0.9848825609265447, -0.9772709051396166, -0.969939201359151, -0.9697979556876839, -0.9576937987507487, -0.9761206263953688, -1.0035787436984587, -0.9461958013029941, -0.9500087636265542, -0.9498506637045632, -1.0016470980001586, -1.0029050080382027, -0.9554309464346645, -0.9903818289603941, -0.9573788153552418, -0.9976505666567832, -0.9768145861415923, -1.0024140969276993, -0.9780874988696795, -0.9650430879726913, -0.9534705551186661, -0.9923433849522275, -0.9828107283324069, -0.9383797948441898, -1.0000561399872885, -0.973928844655929, -0.9815815760712283, -0.9560214124293359, -0.9828453846607639, -0.9847432873303685, -1.0015653205267303, -0.9810773708724314, -0.9980072372297552, -0.9761175946148268, -0.9773681490367973, -0.9925670309670674, -1.0173679369064605, -0.944597499012521, -0.9890891222758108, -0.9623156110595135, -0.9902495548095247, -0.9861144540079149, -0.9757147517497495, -0.9701451610174464, -0.9794681636403707, -0.9368984608058899, -0.9569216806848161, -0.9860779390110648, -0.9695986039266202, -1.0017745654435752, -0.9659731540391466, -1.0017724036120759, -0.9731530317450809, -0.9762503371918364, -1.0023504525212619, -0.9937813180963618, -0.9525162849291273, -0.958103106860892, -0.9935949390527024, -0.9488885188099345, -0.963501837311895, -1.0087854986318479, -0.9695563014699627, -1.0080674691283569, -0.9741744445226508, -0.9571491927115164, -0.9982054631743151, -0.9566900062406959, -0.978179643127969, -0.9581750061067876, -1.005912564278398, -1.0040763662375332, -0.9648239884694441, -0.9857049309099362, -0.9536576078385781, -0.9663841806746748, -0.9836624726390428, -0.9552912323035933, -1.0038742899071067, -0.9534429608020948, -0.9792133662692116, -0.9773690945888008, -0.9834871522572293, -0.9746152582831145, -0.9677990985471526, -0.9963836648331116, -0.955331273478796, -1.0022596761493292]|393.8394470214843750|      0.12500000|[5890, 934, 0, 467]                                                        | | GPS sucess | actual_k=2
      80|[-0.5935412491147586, -0.9139146926612154, -1.005232210018665, -0.9720424451704839, -0.9702740646173603, -0.9591893549688195, -0.9787279979252885, -0.9693248980134757, -0.9770818792735688, -0.9719217424733523, -0.9994224740542588, -0.9441532957452882, -0.9848825609265447, -0.9772709051396166, -0.969939201359151, -0.9697979556876839, -0.9576937987507487, -0.9761206263953688, -1.0035787436984587, -0.9461958013029941, -0.9500087636265542, -0.9498506637045632, -1.0016470980001586, -1.0029050080382027, -0.9554309464346645, -0.9903818289603941, -0.9573788153552418, -0.9976505666567832, -0.9768145861415923, -1.0024140969276993, -0.9780874988696795, -0.9650430879726913, -0.9534705551186661, -0.9923433849522275, -0.9828107283324069, -0.9383797948441898, -1.0000561399872885, -0.973928844655929, -0.9815815760712283, -0.9560214124293359, -0.9828453846607639, -0.9847432873303685, -1.0015653205267303, -0.9810773708724314, -0.9980072372297552, -0.9761175946148268, -0.9773681490367973, -0.9925670309670674, -1.0173679369064605, -0.944597499012521, -0.9890891222758108, -0.9623156110595135, -0.9902495548095247, -0.9861144540079149, -0.9757147517497495, -0.9701451610174464, -0.9794681636403707, -0.9368984608058899, -0.9569216806848161, -0.9860779390110648, -0.9695986039266202, -1.0017745654435752, -0.9659731540391466, -1.0017724036120759, -0.9731530317450809, -0.9762503371918364, -1.0023504525212619, -0.9937813180963618, -0.9525162849291273, -0.958103106860892, -0.9935949390527024, -0.9488885188099345, -0.963501837311895, -1.0087854986318479, -0.9695563014699627, -1.0080674691283569, -0.9741744445226508, -0.9571491927115164, -0.9982054631743151, -0.9566900062406959, -0.978179643127969, -0.9581750061067876, -1.005912564278398, -1.0040763662375332, -0.9648239884694441, -0.9857049309099362, -0.9536576078385781, -0.9663841806746748, -0.9836624726390428, -0.9552912323035933, -1.0038742899071067, -0.9534429608020948, -0.9792133662692116, -0.9773690945888008, -0.9834871522572293, -0.9746152582831145, -0.9677990985471526, -0.9963836648331116, -0.955331273478796, -1.0022596761493292]|393.8394470214843750|      0.06250000|[6004, 952, 0, 476]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 77 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 90 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 102 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      81|[-0.5938890061864809, -0.9142747694425777, -1.0055945689477888, -0.9723980797759959, -0.9706149585984073, -0.9595084415952244, -0.9790191200197838, -0.9695864915653163, -0.9773020427515028, -0.9721005359913414, -0.9995569898486021, -0.9442413438036755, -0.9849226322299188, -0.9772621353969814, -0.9698813353153615, -0.9696913119551049, -0.9575392351902489, -0.9759195059757082, -1.003332900994142, -0.9459075093813878, -0.9496807016407709, -0.9494858848501446, -1.0012489981411463, -1.0024772947697662, -0.9549776087569101, -0.9899071074178345, -0.9568871727874471, -0.997146659385588, -0.9763032357403808, -1.001900262747389, -0.9775762504482899, -0.9645395788418968, -0.9529799964357252, -0.9918710200923392, -0.9823618078012085, -0.9379595518596434, -0.9996697664690208, -0.9735814677966478, -0.9812782354902154, -0.9557670378207056, -0.9826447739219342, -0.9846010853890246, -1.0014859984952058, -0.9810652058796636, -0.9980466535077691, -0.9762517012529697, -0.9775808860321059, -0.9928617080071415, -1.0177475766714754, -0.9450648201203835, -0.9896465227366315, -0.962965152559538, -0.9909929470823771, -0.9869530400789553, -0.9766494934423671, -0.9711766254488813, -0.9805965096011219, -0.938123426245068, -0.9582425704865344, -0.9874936133529073, -0.9711074668709401, -1.0033745548093616, -0.967661731041061, -1.0035465431979806, -0.9750092139813054, -0.9781845385320275, -1.0043581378901425, -0.9958574335555656, -0.9546552509251096, -0.9602988115892569, -0.9958407331030978, -0.9511772093452862, -0.9658256841102851, -0.9474398059078584, -0.9719250273062398, -1.0104448034120217, -0.9765504190753567, -0.9595132754390977, -1.0005465576011259, -0.9589964494141342, -0.9804392060841383, -0.9603748934048352, -1.0080394149318377, -1.0061162546455682, -0.9667624259303658, -0.9875268685315073, -0.9553474385170933, -0.9679257428202507, -0.9850390539009086, -0.9564855739938728, -1.0048685916574314, -0.9542188862097466, -0.979752048776097, -0.9776511440880201, -0.9834926619306579, -0.9743238122920901, -0.9671897799960109, -0.9954350646531301, -0.9540214993612517, -1.0005663622079697]|393.8312072753906250|      0.12500000|[6042, 958, 0, 479]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=2
      82|[-0.5938890061864809, -0.9142747694425777, -1.0055945689477888, -0.9723980797759959, -0.9706149585984073, -0.9595084415952244, -0.9790191200197838, -0.9695864915653163, -0.9773020427515028, -0.9721005359913414, -0.9995569898486021, -0.9442413438036755, -0.9849226322299188, -0.9772621353969814, -0.9698813353153615, -0.9696913119551049, -0.9575392351902489, -0.9759195059757082, -1.003332900994142, -0.9459075093813878, -0.9496807016407709, -0.9494858848501446, -1.0012489981411463, -1.0024772947697662, -0.9549776087569101, -0.9899071074178345, -0.9568871727874471, -0.997146659385588, -0.9763032357403808, -1.001900262747389, -0.9775762504482899, -0.9645395788418968, -0.9529799964357252, -0.9918710200923392, -0.9823618078012085, -0.9379595518596434, -0.9996697664690208, -0.9735814677966478, -0.9812782354902154, -0.9557670378207056, -0.9826447739219342, -0.9846010853890246, -1.0014859984952058, -0.9810652058796636, -0.9980466535077691, -0.9762517012529697, -0.9775808860321059, -0.9928617080071415, -1.0177475766714754, -0.9450648201203835, -0.9896465227366315, -0.962965152559538, -0.9909929470823771, -0.9869530400789553, -0.9766494934423671, -0.9711766254488813, -0.9805965096011219, -0.938123426245068, -0.9582425704865344, -0.9874936133529073, -0.9711074668709401, -1.0033745548093616, -0.967661731041061, -1.0035465431979806, -0.9750092139813054, -0.9781845385320275, -1.0043581378901425, -0.9958574335555656, -0.9546552509251096, -0.9602988115892569, -0.9958407331030978, -0.9511772093452862, -0.9658256841102851, -0.9474398059078584, -0.9719250273062398, -1.0104448034120217, -0.9765504190753567, -0.9595132754390977, -1.0005465576011259, -0.9589964494141342, -0.9804392060841383, -0.9603748934048352, -1.0080394149318377, -1.0061162546455682, -0.9667624259303658, -0.9875268685315073, -0.9553474385170933, -0.9679257428202507, -0.9850390539009086, -0.9564855739938728, -1.0048685916574314, -0.9542188862097466, -0.979752048776097, -0.9776511440880201, -0.9834926619306579, -0.9743238122920901, -0.9671897799960109, -0.9954350646531301, -0.9540214993612517, -1.0005663622079697]|393.8312072753906250|      0.06250000|[6155, 976, 0, 488]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 77 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 90 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 102 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
