k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8]|27015.8467613624197838|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.8381180793046952, 1.1587948098778724, -1.2435508266091346, 0.7547801688313485, -0.8462740510702134, 1.1532276019454002, -1.2467708967626094, 1.2184250831604004, -0.845478492975235, 1.155714177340269, -1.242789913713932, 0.7589666649699212, -0.8390561446547509, 1.1631040282547473, -1.2345880426466465, 0.7678347408771515, -0.8296582691371441, 1.172904484719038, -1.2245032962411642, 0.778094169870019, -0.8193253215402365, 1.1832179881632328, -1.2142942499369382, 0.7881214499473572, -0.8095496522262693, 1.1926794189959764, -1.2052027138881385, 0.7967941644135863, -0.8013382033212111, 1.200393394002458, -1.1980164268054068, 0.8034282966516912, -0.7952751896344126, 1.2058715837076306, -2.090330970287323, 0.8077155311591924, -0.7915847955271602, 1.2089700166136026, -1.1906163699924945, 0.8096605643630028, -0.790193865261972, 1.209826386347413, -1.1902719622477889, 0.8095184165984393, -0.7907945962622762, 1.2087973633781075, -1.1916969127953052, 0.8077317361719907, -0.792907227948308, 1.2063959006220102, -1.1943489897996187, 0.804868108779192, -0.7959427346475423, 1.2032285458873957, -1.1976080460473895, 0.8015573683194817, -0.7992655167588965, 1.1999327458572224, -1.2008387044654227, 0.7984289025887847, -0.8022560930810869, 1.1971141568385064, -1.203453051438555, 0.7960489636287094, -0.8043737911619246, 1.195283953845501, -1.2049733282066881, 0.7948579762130976, -0.8052194399759174, 1.1947961368598043, -1.2050946241244673, 0.7951078435406089, -0.8045980592258275, 1.1957848424091935, -1.2037475635763257, 0.7967992613092065, -0.802581553766504, 1.1981016494566574, -1.201161003485322, 0.7996190196543467, -0.7995714035467245, 1.2012528883526101, -1.197924720402807, 0.8028773166704923, -0.7963613548316062, 1.2043369508348405, -1.1950521029531955, 0.8054450640454889, -0.794200112298131, 1.2059815971180796, -1.1940428440459072, 0.8056911977007986, -0.7948540311306715, 1.2042812642641365, -1.1969456340186297, 0.8014199841534719, -0.8006698058568873, 1.196734376065433, -1.2064208470284938, 0.7898083303123713]|25759.0859375000000000|      2.00000000|[15, 2, 0, 1]                                                              | | GPS sucess | actual_k=2
      75|[3.517747355394404, 2.494086593561482, 2.234317340018881, 0.3685596127020839, -1.8166662653192849, -1.4247617621128466, -2.282673115551762, 0.7381407930551445, -1.5348443444338924, 1.1478108548841892, -2.46485025668313, -0.7901241999522352, 4.926434992629478, 0.4352136440081557, -2.0976103817552625, 0.1273702145048399, 0.8875592383223884, 2.9618043093421815, -1.367781990743313, -0.2140948532429056, -1.1137495358985496, 3.084145183173933, -1.1622599601503338, -0.8333886556571736, -0.9498174980948, 1.961163879093812, -1.741991082462307, 0.6700662547759244, -0.9169761274404293, 2.113847191194198, -0.991904203069041, 1.2252049908248057, -1.2157721763874858, 1.078312840335913, -1.8422162842453516, 0.7758076007241027, -1.1067530157306262, 1.1825355305448604, -1.4562697906977622, 0.5791998990587497, -1.074236600644546, 1.984014320259326, -1.4687925702216682, 0.7807957016515636, 1.4196820574936684, 1.3790782900051517, -1.6598004243602285, 0.8742289580886696, 1.2509306347954385, 1.0463990583516776, -0.7767155978219334, 0.4384049092178464, -0.4770901026131251, 3.761622778220035, 0.6972181262964421, 1.0922013381826363, -1.721031719877961, 1.0551281841844387, -1.2471884061880887, 1.1117082359410986, -1.1697440973175373, 1.2685259692254809, -1.7909229794324864, 0.801982327309039, 0.9343661852379003, -1.867104745222559, -1.8987781362827632, -0.579707998056073, -1.31351811578204, 1.7590128855448355, -0.9716298342055976, 1.1199463149208957, 2.8424055865812674, 0.6372207019909824, -2.0314135512852793, 0.6722540386853458, -2.3126187481118046, 0.9673666834854727, 3.2682890791429045, 0.349991029716249, -1.7529230772317792, 1.4034201531960777, -1.1279527747668, -1.0514789394828592, -1.3705962484455758, 1.330668796398679, -1.7311973723487417, 0.5943384323552838, -1.0184326673582347, 1.5015274910142697, -1.5718250925194819, 0.7686609508217406, -0.7397404391511777, 2.145705398143404, -1.1936898754969387, 0.7962341975697798, -1.2306413889812364, 1.579171976498251, -1.737271674506467, 0.8518752513427272]|8662.3554687500000000|      2.00000000|[5670, 898, 0, 449]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=2
      76|[3.517747355394404, 2.494086593561482, 2.234317340018881, 0.3685596127020839, -1.8166662653192849, -1.4247617621128466, -2.282673115551762, 0.7381407930551445, -1.5348443444338924, 1.1478108548841892, -2.46485025668313, -0.7901241999522352, 4.926434992629478, 0.4352136440081557, -2.0976103817552625, 0.1273702145048399, 0.8875592383223884, 2.9618043093421815, -1.367781990743313, -0.2140948532429056, -1.1137495358985496, 3.084145183173933, -1.1622599601503338, -0.8333886556571736, -0.9498174980948, 1.961163879093812, -1.741991082462307, 0.6700662547759244, -0.9169761274404293, 2.113847191194198, -0.991904203069041, 1.2252049908248057, -1.2157721763874858, 1.078312840335913, -1.8422162842453516, 0.7758076007241027, -1.1067530157306262, 1.1825355305448604, -1.4562697906977622, 0.5791998990587497, -1.074236600644546, 1.984014320259326, -1.4687925702216682, 0.7807957016515636, 1.4196820574936684, 1.3790782900051517, -1.6598004243602285, 0.8742289580886696, 1.2509306347954385, 1.0463990583516776, -0.7767155978219334, 0.4384049092178464, -0.4770901026131251, 3.761622778220035, 0.6972181262964421, 1.0922013381826363, -1.721031719877961, 1.0551281841844387, -1.2471884061880887, 1.1117082359410986, -1.1697440973175373, 1.2685259692254809, -1.7909229794324864, 0.801982327309039, 0.9343661852379003, -1.867104745222559, -1.8987781362827632, -0.579707998056073, -1.31351811578204, 1.7590128855448355, -0.9716298342055976, 1.1199463149208957, 2.8424055865812674, 0.6372207019909824, -2.0314135512852793, 0.6722540386853458, -2.3126187481118046, 0.9673666834854727, 3.2682890791429045, 0.349991029716249, -1.7529230772317792, 1.4034201531960777, -1.1279527747668, -1.0514789394828592, -1.3705962484455758, 1.330668796398679, -1.7311973723487417, 0.5943384323552838, -1.0184326673582347, 1.5015274910142697, -1.5718250925194819, 0.7686609508217406, -0.7397404391511777, 2.145705398143404, -1.1936898754969387, 0.7962341975697798, -1.2306413889812364, 1.579171976498251, -1.737271674506467, 0.8518752513427272]|8662.3554687500000000|      1.00000000|[5793, 918, 0, 459]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 88 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 100 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 112 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      77|[3.517747355394404, 2.494086593561482, 2.234317340018881, 0.3685596127020839, -1.8166662653192849, -1.4247617621128466, -2.282673115551762, 0.7381407930551445, -1.5348443444338924, 1.1478108548841892, -2.46485025668313, -0.7901241999522352, 4.926434992629478, 0.4352136440081557, -2.0976103817552625, 0.1273702145048399, 0.8875592383223884, 2.9618043093421815, -1.367781990743313, -0.2140948532429056, -1.1137495358985496, 3.084145183173933, -1.1622599601503338, -0.8333886556571736, -0.9498174980948, 1.961163879093812, -1.741991082462307, 0.6700662547759244, -0.9169761274404293, 2.113847191194198, -0.991904203069041, 1.2252049908248057, -1.2157721763874858, 1.078312840335913, -1.8422162842453516, 0.7758076007241027, -1.1067530157306262, 1.1825355305448604, -1.4562697906977622, 0.5791998990587497, -1.074236600644546, 1.984014320259326, -1.4687925702216682, 0.7807957016515636, 1.4196820574936684, 1.3790782900051517, -1.6598004243602285, 0.8742289580886696, 1.2509306347954385, 1.0463990583516776, -0.7767155978219334, 0.4384049092178464, -0.4770901026131251, 3.761622778220035, 0.6972181262964421, 1.0922013381826363, -1.721031719877961, 1.0551281841844387, -1.2471884061880887, 1.1117082359410986, -1.1697440973175373, 1.2685259692254809, -1.7909229794324864, 0.801982327309039, 0.9343661852379003, -1.867104745222559, -1.8987781362827632, -0.579707998056073, -1.31351811578204, 1.7590128855448355, -0.9716298342055976, 1.1199463149208957, 2.8424055865812674, 0.6372207019909824, -2.0314135512852793, 0.6722540386853458, -2.3126187481118046, 0.9673666834854727, 3.2682890791429045, 0.349991029716249, -1.7529230772317792, 1.4034201531960777, -1.1279527747668, -1.0514789394828592, -1.3705962484455758, 1.330668796398679, -1.7311973723487417, 0.5943384323552838, -1.0184326673582347, 1.5015274910142697, -1.5718250925194819, 0.7686609508217406, -0.7397404391511777, 2.145705398143404, -1.1936898754969387, 0.7962341975697798, -1.2306413889812364, 1.579171976498251, -1.737271674506467, 0.8518752513427272]|8662.3554687500000000|      0.50000000|[5906, 936, 0, 468]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 53 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 77 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 89 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 101 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      78|[3.508476971418004, 2.4836238978287692, 2.2227609130243784, 0.3560067757921937, -1.8301196241036028, -1.4390213556741382, -2.2976464235114973, 0.7225443744136368, -1.5509753357139713, 1.131231619911593, -2.4817937449531744, -0.8073504172668361, 4.909004988897035, 0.4176560993744095, -2.1152220213294326, 0.1097750314005632, 1.379720333464753, 2.944441662583625, -1.3849347714102604, -0.2309796253499107, -1.130311435232742, 3.067957699729123, -1.1780248615648474, -0.8486862184724225, -0.9646064107040195, 1.9469214591207962, -1.7556526533093415, 0.6570163933597037, -0.9293869190312392, 2.102099333638451, -1.002968746457825, 1.21484067442094, -1.225422791431424, 1.069385992386289, -1.8504126642347372, 0.7683450666019337, -1.0997816969902285, 1.176537829928143, -1.4615428422576873, 0.5746422154604995, -1.0780911722533726, 1.9808477208273194, -1.4712891233409402, 0.7789485878196636, 1.4184612076853629, 1.3784580792872538, -1.659847942904535, 0.8747239961421561, 1.251936046758417, 1.0478807624163224, -0.7747934263754387, 0.4407301425227195, -0.4744006232285538, 3.7646364547181204, 0.7005149020398074, 1.095739258486279, -1.717295267911273, 1.0590201029926605, -1.2431843240112543, 1.1157811596200033, -1.1656454449211862, 1.2726076831925062, -1.7869001846568215, 0.8059051576448348, 0.9381491991423675, -1.863499942919543, -1.8953882136136058, -0.5765676169843564, -1.310659646984982, 1.7615596558101614, -0.9694216651215553, 1.1217921712344894, 2.8438689240334183, 0.6382851416444013, -2.030760232922969, 0.6724885041202603, -2.3128060323376354, 0.9667599381786046, 3.2672707043338405, 0.3485747645666482, -1.7547172133610989, 1.4022901797491274, -1.1304155725650162, -1.054218042993835, -1.373562654036572, 1.3275323403859531, -1.7344379632638256, 0.5910687085059128, -1.021647006385416, 1.4984630076101102, -1.5746348519817341, 0.7662216321312916, -0.7416822929361337, 2.1443998065955423, -1.194208161166325, 0.7966669878559203, -1.229080538679479, 1.5820515797984946, -1.7328684144356363, 0.8580217912767067]|8497.5048828125000000|      1.00000000|[5920, 938, 0, 469]                                                        | | GPS sucess | actual_k=2
      79|[3.508476971418004, 2.4836238978287692, 2.2227609130243784, 0.3560067757921937, -1.8301196241036028, -1.4390213556741382, -2.2976464235114973, 0.7225443744136368, -1.5509753357139713, 1.131231619911593, -2.4817937449531744, -0.8073504172668361, 4.909004988897035, 0.4176560993744095, -2.1152220213294326, 0.1097750314005632, 1.379720333464753, 2.944441662583625, -1.3849347714102604, -0.2309796253499107, -1.130311435232742, 3.067957699729123, -1.1780248615648474, -0.8486862184724225, -0.9646064107040195, 1.9469214591207962, -1.7556526533093415, 0.6570163933597037, -0.9293869190312392, 2.102099333638451, -1.002968746457825, 1.21484067442094, -1.225422791431424, 1.069385992386289, -1.8504126642347372, 0.7683450666019337, -1.0997816969902285, 1.176537829928143, -1.4615428422576873, 0.5746422154604995, -1.0780911722533726, 1.9808477208273194, -1.4712891233409402, 0.7789485878196636, 1.4184612076853629, 1.3784580792872538, -1.659847942904535, 0.8747239961421561, 1.251936046758417, 1.0478807624163224, -0.7747934263754387, 0.4407301425227195, -0.4744006232285538, 3.7646364547181204, 0.7005149020398074, 1.095739258486279, -1.717295267911273, 1.0590201029926605, -1.2431843240112543, 1.1157811596200033, -1.1656454449211862, 1.2726076831925062, -1.7869001846568215, 0.8059051576448348, 0.9381491991423675, -1.863499942919543, -1.8953882136136058, -0.5765676169843564, -1.310659646984982, 1.7615596558101614, -0.9694216651215553, 1.1217921712344894, 2.8438689240334183, 0.6382851416444013, -2.030760232922969, 0.6724885041202603, -2.3128060323376354, 0.9667599381786046, 3.2672707043338405, 0.3485747645666482, -1.7547172133610989, 1.4022901797491274, -1.1304155725650162, -1.054218042993835, -1.373562654036572, 1.3275323403859531, -1.7344379632638256, 0.5910687085059128, -1.021647006385416, 1.4984630076101102, -1.5746348519817341, 0.7662216321312916, -0.7416822929361337, 2.1443998065955423, -1.194208161166325, 0.7966669878559203, -1.229080538679479, 1.5820515797984946, -1.7328684144356363, 0.8580217912767067]|8497.5048828125000000|      0.50000000|[6033, 956, 0, 478]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 77 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 90 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 102 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      80|[3.508964757495433, 2.484340309162766, 2.2237202730651027, 0.3572147187501836, -1.8286654275825218, -1.437330494021533, -2.2957350598306503, 0.7246541660314774, -1.5486944585093594, 1.1336515950321673, -2.479270703390066, -0.804763803159123, 4.911612779883111, 0.4202403102042188, -2.1127079896137415, 0.112170942077132, 1.3819493159785234, 2.946454503754279, -1.3831872548443043, -0.229546169266151, -1.1292399326617477, 3.0695063847461648, -1.177815715502004, -0.848973994179388, -0.9654320796801961, 1.945519439946958, -1.7576666923936568, 0.6543577039651105, -0.9327196184474444, 2.098066745540253, -1.0077234294606545, 1.2093455308323076, -1.2316727710354596, 1.0623709215083197, -1.8581988562346494, 0.759786037983896, -1.1091108967811831, 1.1664455519169998, -1.4723866528830616, 0.5630628742053712, -1.090385599745097, 1.9678630585105799, -1.4849348216573355, 0.7646753243056217, 1.4035980248947855, 1.363046678119742, -1.6757619490632445, 0.8583567599898648, 1.2351685318888463, 1.0307692914934947, -0.792189373503973, 0.9320024430045157, -0.4921757024639883, 3.746771735684879, 0.6826300124222451, 1.0779054072084508, -1.7350054823920307, 1.0415071575343675, -1.2604257349223376, 1.0988857909247443, -1.1821204574471023, 1.2566266981768754, -1.802314575369798, 0.7911283280146983, 0.9240787907235929, -1.8767977065726424, -1.9078502959325674, -0.5881347420812736, -1.3212768901110168, 1.7519422573171695, -0.9779948535680174, 1.1143013076765844, 2.837491576288417, 0.6330448814866672, -2.034848169056115, 0.669559058531299, -2.3145806488771137, 0.9661258856207339, 3.267751548332798, 0.3478907448064195, -1.752133298924699, 1.4058352903287075, -1.1259889307096274, -1.0490052335689877, -1.3676756615969443, 1.3339639684045708, -1.7276097711080174, 0.598125885408803, -1.014548936039597, 1.505392345122812, -1.5681064539596785, 0.7720932386563253, -0.7367480611854667, 2.14809024237948, -1.1920949073568134, 0.7968415609692472, -1.2312354254020437, 1.5771459848200131, -1.7409776459151023, 0.8462230881649986]|8368.5341796875000000|      1.00000000|[6071, 962, 0, 481]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=2
      81|[3.508964757495433, 2.484340309162766, 2.2237202730651027, 0.3572147187501836, -1.8286654275825218, -1.437330494021533, -2.2957350598306503, 0.7246541660314774, -1.5486944585093594, 1.1336515950321673, -2.479270703390066, -0.804763803159123, 4.911612779883111, 0.4202403102042188, -2.1127079896137415, 0.112170942077132, 1.3819493159785234, 2.946454503754279, -1.3831872548443043, -0.229546169266151, -1.1292399326617477, 3.0695063847461648, -1.177815715502004, -0.848973994179388, -0.9654320796801961, 1.945519439946958, -1.7576666923936568, 0.6543577039651105, -0.9327196184474444, 2.098066745540253, -1.0077234294606545, 1.2093455308323076, -1.2316727710354596, 1.0623709215083197, -1.8581988562346494, 0.759786037983896, -1.1091108967811831, 1.1664455519169998, -1.4723866528830616, 0.5630628742053712, -1.090385599745097, 1.9678630585105799, -1.4849348216573355, 0.7646753243056217, 1.4035980248947855, 1.363046678119742, -1.6757619490632445, 0.8583567599898648, 1.2351685318888463, 1.0307692914934947, -0.792189373503973, 0.9320024430045157, -0.4921757024639883, 3.746771735684879, 0.6826300124222451, 1.0779054072084508, -1.7350054823920307, 1.0415071575343675, -1.2604257349223376, 1.0988857909247443, -1.1821204574471023, 1.2566266981768754, -1.802314575369798, 0.7911283280146983, 0.9240787907235929, -1.8767977065726424, -1.9078502959325674, -0.5881347420812736, -1.3212768901110168, 1.7519422573171695, -0.9779948535680174, 1.1143013076765844, 2.837491576288417, 0.6330448814866672, -2.034848169056115, 0.669559058531299, -2.3145806488771137, 0.9661258856207339, 3.267751548332798, 0.3478907448064195, -1.752133298924699, 1.4058352903287075, -1.1259889307096274, -1.0490052335689877, -1.3676756615969443, 1.3339639684045708, -1.7276097711080174, 0.598125885408803, -1.014548936039597, 1.505392345122812, -1.5681064539596785, 0.7720932386563253, -0.7367480611854667, 2.14809024237948, -1.1920949073568134, 0.7968415609692472, -1.2312354254020437, 1.5771459848200131, -1.7409776459151023, 0.8462230881649986]|8368.5341796875000000|      0.50000000|[6184, 980, 0, 490]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 41 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 53 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 66 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 78 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 90 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 102 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      82|[3.5105948160075244, 2.4862115889528322, 2.2258100454385406, 0.3594961328622597, -1.8262228683551744, -1.4347604709598254, -2.293073992769524, 0.7273675489740794, -1.5459693790865427, 1.136346260719326, -2.4766496659701804, -0.8022603417218231, 4.9139543402040395, 0.4223756084190716, -2.110823024620518, 0.1137621043675561, 1.3832041032978633, 2.9473315230050443, -1.3827279520745632, -0.2295428349714902, -1.1297288863848542, 3.0684909774800695, -1.1793893819665413, -0.8511351738485894, -0.9682072989492929, 1.942106544111022, -1.7617378661174439, 0.6496108175292143, -0.9381563685763097, 2.091929365629456, -1.0145687346687713, 1.2017885480282178, -1.239941584638086, 1.053393763513215, -1.8678772023395693, 0.7494173369133489, -1.12015544467429, 1.1741385599710477, -1.457221261504957, 0.5501142233386243, -1.1039159034692072, 1.9537834104405425, -1.499528164907789, 0.7496071657982746, 1.3880970398088213, 1.3471578251211276, -1.6919908949890763, 0.8418381466662955, 1.2184131372512617, 1.5223785072298839, -0.8092508081901569, 0.9148756294735938, -0.5093072787785569, 3.729697340713747, 0.6656757897282057, 1.0611351132723175, -1.7515276328787384, 1.0252975067496366, -1.2762587178797007, 1.083493100959079, -1.197010130776992, 1.2423014854896215, -1.816015557925545, 0.7781092654360202, 0.9117968299158522, -1.8882903230696226, -1.918504721181071, -0.5979059941322694, -1.330124331635284, 1.744054419840141, -0.9848926532387137, 1.1084180978035936, 2.8326410792847723, 0.6292382348062078, -2.0376073858750736, 0.6678427049500121, -2.315267454747032, 0.9664459453046063, 3.269045792180749, 0.3501158441707151, -1.7490319821783746, 1.4097461988042257, -1.1213477368130953, -1.0437264473903094, -1.3618660872089767, 1.3401826788531637, -1.7211191773319106, 0.6047347417850635, -1.0079925890270771, 1.5117074628247, -1.5622400460772563, 0.777283866771413, -0.7324807122775787, 2.1511655230719082, -1.1905026441266908, 0.796636809177349, -1.2335751405401214, 1.5723084895451713, -1.748701537557047, 0.8351974349442854]|8241.8681640625000000|      1.00000000|[6247, 990, 0, 495]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=2
      83|[3.5105948160075244, 2.4862115889528322, 2.2258100454385406, 0.3594961328622597, -1.8262228683551744, -1.4347604709598254, -2.293073992769524, 0.7273675489740794, -1.5459693790865427, 1.136346260719326, -2.4766496659701804, -0.8022603417218231, 4.9139543402040395, 0.4223756084190716, -2.110823024620518, 0.1137621043675561, 1.3832041032978633, 2.9473315230050443, -1.3827279520745632, -0.2295428349714902, -1.1297288863848542, 3.0684909774800695, -1.1793893819665413, -0.8511351738485894, -0.9682072989492929, 1.942106544111022, -1.7617378661174439, 0.6496108175292143, -0.9381563685763097, 2.091929365629456, -1.0145687346687713, 1.2017885480282178, -1.239941584638086, 1.053393763513215, -1.8678772023395693, 0.7494173369133489, -1.12015544467429, 1.1741385599710477, -1.457221261504957, 0.5501142233386243, -1.1039159034692072, 1.9537834104405425, -1.499528164907789, 0.7496071657982746, 1.3880970398088213, 1.3471578251211276, -1.6919908949890763, 0.8418381466662955, 1.2184131372512617, 1.5223785072298839, -0.8092508081901569, 0.9148756294735938, -0.5093072787785569, 3.729697340713747, 0.6656757897282057, 1.0611351132723175, -1.7515276328787384, 1.0252975067496366, -1.2762587178797007, 1.083493100959079, -1.197010130776992, 1.2423014854896215, -1.816015557925545, 0.7781092654360202, 0.9117968299158522, -1.8882903230696226, -1.918504721181071, -0.5979059941322694, -1.330124331635284, 1.744054419840141, -0.9848926532387137, 1.1084180978035936, 2.8326410792847723, 0.6292382348062078, -2.0376073858750736, 0.6678427049500121, -2.315267454747032, 0.9664459453046063, 3.269045792180749, 0.3501158441707151, -1.7490319821783746, 1.4097461988042257, -1.1213477368130953, -1.0437264473903094, -1.3618660872089767, 1.3401826788531637, -1.7211191773319106, 0.6047347417850635, -1.0079925890270771, 1.5117074628247, -1.5622400460772563, 0.777283866771413, -0.7324807122775787, 2.1511655230719082, -1.1905026441266908, 0.796636809177349, -1.2335751405401214, 1.5723084895451713, -1.748701537557047, 0.8351974349442854]|8241.8681640625000000|      0.50000000|[6359, 1008, 0, 504]                                                       |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 51 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 63 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 89 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 101 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      84|[3.515469786771446, 2.49108624725803, 2.221365755486024, 0.3639135974649984, -1.8222166771983699, -1.4312593781775813, -2.2901526336216476, 0.7296523521690046, -1.5443614822100213, 1.1372520702940865, -2.4764572207911986, -0.8027798620921128, 4.9127357390740904, 0.4204811440520023, -2.1133609168205707, 0.1106213591487129, 1.379508180161316, 2.942849275138354, -1.38736778391183, -0.2345620615486231, -1.1350610867071544, 3.0629146868241883, -1.185139234363089, -0.8569871904689274, -0.974089953288368, 1.9362642039322342, -1.7674701798472665, 0.6440563775635788, -0.9434675461541331, 2.086923831356815, -1.019209769309143, 1.1975668683854213, -1.2436934960938513, 1.0501571898580566, -1.8705580770020431, 0.7473269864214228, -1.121626272171832, 1.1733101764806044, -1.4573905731405024, 0.5506141411731558, -1.1027432086259448, 1.955625717716635, -1.4970261870673505, 0.7527520684410909, 1.3918613269117888, 1.3515112114711036, -1.6870853563556105, 0.8472523536665809, 1.2242861505390443, 1.5286542858662202, -0.8026342493105431, 0.9217653126680523, -0.5022174888217488, 3.736909207967974, 0.6729270784700327, 1.0683389627705, -1.7444618272721943, 1.0321314195543594, -1.269753256935674, 1.0895714140638872, -1.1914591874619629, 1.2472239597584454, -1.8118228452087868, 0.7814714563457039, 0.9142290298093715, -1.8868854935135002, -1.918221715329983, -0.5988354662853445, -1.3323522263642873, 1.7404478163592656, -0.9899516081742346, 1.1018408165222415, 2.824488225587234, 0.6194623866783062, -2.049042684124199, 0.6547236332279814, -2.3300812737158645, 0.949941000071142, 3.2508692235086882, 0.3303043573453682, -1.7704231131622041, 1.3868506614874265, -1.1456510427072317, -1.069318008961073, -1.3886020076680088, 1.3124722317652797, -1.74960679820715, 0.5756964410473249, -1.0373242656890453, 1.9974093516243674, -1.5912548234694053, 0.7489496179604065, -0.759736545426535, 2.125425659557008, -1.2142474209716692, 0.7754097232144574, -1.2517164903177007, 1.557868366553371, -1.7587754619942122, 0.8302062351230517]|8172.8701171875000000|      1.00000000|[6385, 1012, 0, 506]                                                       |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=2
