k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6050993204116821, -0.2040047347545624, -0.095682866871357, 0.1558360010385513, -0.0116788167506456, -0.1333062350749969, -0.1812138706445694, -0.0464823395013809, -0.2118305116891861, -0.0701871439814568, -0.0593429729342461, 0.1449368894100189, -0.0572158060967922, 0.0079787475988269, 0.053744874894619, 0.0170572567731142, -0.0071873110719025, 0.3468151688575745, -0.0282187908887863, -0.1313029825687408, -0.1075290441513062, -0.0386640205979347]| 14.0199031829833984|      2.00000000|[65, 0, 0, 1]                                                              | | GPS sucess | actual_k=0
      52|[-160.56704433262348, -42.322847463190556, -12.938222162425518, 134.06530724465847, 12.578744081780314, 36.660423293709755, -27.01701140915975, -10.173431165516376, 76.0886376099661, -52.01848839223385, -13.259291052818298, 29.25189159810543, 2.948589313775301, 57.59268313180655, 56.59977030009031, -55.429378060624, 1.5613928935490549, 2.645021714270115, 70.28356987051666, 78.45358657836914, 22.224645018577576, -12.349411133676767]| 11.7445383071899414|     16.00000000|[3329, 0, 0, 52]                                                           |  | used linear model with 65 points | actual_k=0
      53|[-160.83518801629543, -43.85425303131342, -10.272464744746685, 133.8143512159586, 14.838212398812175, 39.908146396279335, -34.82714486634359, -8.075658567249775, 73.85270382929593, -52.56426118314266, -13.028727024793625, 34.78405378758907, 3.9796324856579304, 55.17246800195426, 60.07486271113157, -50.24232390336692, 4.784409155603498, 4.370355762541294, 69.2625927310437, 81.74014663696289, 18.588634133338928, -12.185382951050997]| 11.7439012527465820|     32.00000000|[3393, 0, 0, 53]                                                           | | GPS sucess | actual_k=0
      54|[-160.83518801629543, -43.85425303131342, -10.272464744746685, 133.8143512159586, 14.838212398812175, 39.908146396279335, -34.82714486634359, -8.075658567249775, 73.85270382929593, -52.56426118314266, -13.028727024793625, 34.78405378758907, 3.9796324856579304, 55.17246800195426, 60.07486271113157, -50.24232390336692, 4.784409155603498, 4.370355762541294, 69.2625927310437, 81.74014663696289, 18.588634133338928, -12.185382951050997]| 11.7439012527465820|     16.00000000|[3457, 0, 0, 54]                                                           |  | used linear model with 65 points | actual_k=0
      55|[-160.83518801629543, -43.85425303131342, -10.272464744746685, 133.8143512159586, 14.838212398812175, 39.908146396279335, -34.82714486634359, -8.075658567249775, 73.85270382929593, -52.56426118314266, -13.028727024793625, 34.78405378758907, 3.9796324856579304, 55.17246800195426, 60.07486271113157, -50.24232390336692, 4.784409155603498, 4.370355762541294, 69.2625927310437, 81.74014663696289, 18.588634133338928, -12.185382951050997]| 11.7439012527465820|      8.00000000|[3521, 0, 0, 55]                                                           |  | used linear model with 65 points | actual_k=0
      56|[-162.1734225600958, -43.23301462084055, -10.114749483764172, 134.90261627733707, 16.971303848549724, 38.750917330384254, -38.467112069483846, -7.466517694294453, 73.99750215280801, -53.250357910990715, -14.965681999921799, 35.118958577513695, 1.094417441636324, 57.92346864473075, 59.63495456427336, -49.30291369371116, 5.414326896425337, 5.480276383459568, 67.82061737589538, 80.34924733638763, 18.362588688731194, -11.119021762162447]| 11.7401466369628906|     16.00000000|[3585, 0, 0, 56]                                                           | | GPS sucess | actual_k=0
      57|[-167.0366179794073, -44.17848751693964, -10.930781118571758, 138.87127520143986, 13.453592924401164, 38.24517334997654, -37.66056401049718, -7.264923043549061, 75.06716543901712, -53.48855963349342, -15.22261717915535, 36.711474761366844, -0.5235283486545086, 57.57426967751235, 62.75306688994169, -54.70886614732444, 3.128849973436445, 6.667074240744114, 65.33964937739074, 85.30582511425018, 15.981955096125603, -11.20840347185731]| 11.7286272048950195|     32.00000000|[3649, 0, 0, 57]                                                           | | GPS sucess | actual_k=0
      58|[-167.0366179794073, -44.17848751693964, -10.930781118571758, 138.87127520143986, 13.453592924401164, 38.24517334997654, -37.66056401049718, -7.264923043549061, 75.06716543901712, -53.48855963349342, -15.22261717915535, 36.711474761366844, -0.5235283486545086, 57.57426967751235, 62.75306688994169, -54.70886614732444, 3.128849973436445, 6.667074240744114, 65.33964937739074, 85.30582511425018, 15.981955096125603, -11.20840347185731]| 11.7286272048950195|     16.00000000|[3713, 0, 0, 58]                                                           |  | used linear model with 65 points | actual_k=0
      59|[-170.17221139371395, -47.69723794609308, -6.885998956859112, 140.70417465269566, 10.810666708275676, 43.34800614416599, -36.5169748715125, -6.822279699146748, 71.79835182894021, -48.400294214487076, -16.198518306016922, 40.7160090059042, -5.677570592612028, 60.26517882477492, 62.02267461270094, -57.810776023194194, -0.1391158201731741, 6.161615051329136, 63.04990619234741, 86.21674853563309, 12.13979010283947, -12.142810169607401]| 11.7270126342773438|     32.00000000|[3777, 0, 0, 59]                                                           | | GPS sucess | actual_k=0
      60|[-181.53727124631405, -50.01587674766779, -0.0035803243517876, 149.03113617002964, 10.237687913700938, 39.702741518616676, -32.52388924872503, -2.6808593347668648, 79.70082194078714, -49.447355538606644, -14.006206780672073, 38.63672457635403, -9.26665235683322, 53.543381358496845, 56.856607012450695, -54.126788882538676, -17.165740499738604, 1.7968837395310402, 57.19934266619384, 89.87051731348038, 14.260683581233025, -1.208451572805643]| 11.7161560058593750|     64.00000000|[3841, 0, 0, 60]                                                           | | GPS sucess | actual_k=0
      61|[-183.67653964459896, -30.762191750109196, 0.0583989396691322, 149.05152903310955, 18.065892545506358, 54.90944565832615, -40.739688580390066, -25.404297597706318, 82.27150780428201, -29.448873788118362, -29.457633286714554, 46.32538948953152, 7.941073168069124, 69.4890285981819, 41.06002765148878, -60.58224084787071, -43.0135359861888, 9.066603817045689, 69.79321282915771, 94.66163784265518, 22.10281090438366, -0.9612370319664478]| 11.7002925872802734|    128.00000000|[3905, 0, 0, 61]                                                           | | GPS sucess | actual_k=0
      62|[-196.67007087171078, -90.39378736168146, 11.637624479830265, 161.1513100694865, -10.077955873683095, 51.20445241034031, -32.578911488410085, -57.60720134526491, 119.48075157869607, -41.766736298799515, -13.471050530672073, 37.68902646005154, -11.30857015773654, 68.47088136803359, 30.747949175536633, -58.45940783433616, -50.44825411820784, 38.646468318998814, 89.0699862819165, 87.63260513544083, -8.41408820450306, 37.75981704518199]| 11.6364831924438477|    256.00000000|[3969, 0, 0, 62]                                                           | | GPS sucess | actual_k=0
      63|[-196.67007087171078, -90.39378736168146, 11.637624479830265, 161.1513100694865, -10.077955873683095, 51.20445241034031, -32.578911488410085, -57.60720134526491, 119.48075157869607, -41.766736298799515, -13.471050530672073, 37.68902646005154, -11.30857015773654, 68.47088136803359, 30.747949175536633, -58.45940783433616, -50.44825411820784, 38.646468318998814, 89.0699862819165, 87.63260513544083, -8.41408820450306, 37.75981704518199]| 11.6364831924438477|    128.00000000|[4033, 0, 0, 63]                                                           |  | used linear model with 65 points | actual_k=0
      64|[-204.5525147765875, -102.83558843284845, 25.592066504061222, 166.17464171163738, -10.992687435820699, 53.98509515821934, -16.220057194586843, -23.782543905079365, 138.39701515901834, -18.958976060152054, 36.52693149447441, 56.10524044930935, 40.104336488991976, 88.46449556481093, 34.86965375393629, -49.07533171586692, -20.05813647294417, 64.00285259634256, 99.33222001604736, 67.5688424706459, -80.71228308975697, 56.121032636612654]| 11.6314516067504883|    256.00000000|[4097, 0, 0, 64]                                                           | | GPS sucess | actual_k=0
      65|[-204.5525147765875, -102.83558843284845, 25.592066504061222, 166.17464171163738, -10.992687435820699, 53.98509515821934, -16.220057194586843, -23.782543905079365, 138.39701515901834, -18.958976060152054, 36.52693149447441, 56.10524044930935, 40.104336488991976, 88.46449556481093, 34.86965375393629, -49.07533171586692, -20.05813647294417, 64.00285259634256, 99.33222001604736, 67.5688424706459, -80.71228308975697, 56.121032636612654]| 11.6314516067504883|    128.00000000|[4161, 0, 0, 65]                                                           |  | used linear model with 65 points | actual_k=0
      66|[-204.5525147765875, -102.83558843284845, 25.592066504061222, 166.17464171163738, -10.992687435820699, 53.98509515821934, -16.220057194586843, -23.782543905079365, 138.39701515901834, -18.958976060152054, 36.52693149447441, 56.10524044930935, 40.104336488991976, 88.46449556481093, 34.86965375393629, -49.07533171586692, -20.05813647294417, 64.00285259634256, 99.33222001604736, 67.5688424706459, -80.71228308975697, 56.121032636612654]| 11.6314516067504883|     64.00000000|[4225, 0, 0, 66]                                                           |  | used linear model with 65 points | actual_k=0
      67|[-220.40937779843807, -79.29797742515802, 36.800556875765324, 174.77059946767986, -14.730816336348653, 44.36758531630039, -7.301532452460378, -37.751596219837666, 124.3074947046116, -34.89631298184395, 39.155908554792404, 52.797616109251976, 43.81917642429471, 72.62258806359023, 46.66807847470045, -48.3902288954705, -48.19230319047347, 81.13437382131815, 111.75989335589111, 69.60209399461746, -91.87888903915882, 67.42495624348521]| 11.5844850540161133|    128.00000000|[4289, 0, 0, 67]                                                           | | GPS sucess | actual_k=0
      68|[-220.40937779843807, -79.29797742515802, 36.800556875765324, 174.77059946767986, -14.730816336348653, 44.36758531630039, -7.301532452460378, -37.751596219837666, 124.3074947046116, -34.89631298184395, 39.155908554792404, 52.797616109251976, 43.81917642429471, 72.62258806359023, 46.66807847470045, -48.3902288954705, -48.19230319047347, 81.13437382131815, 111.75989335589111, 69.60209399461746, -91.87888903915882, 67.42495624348521]| 11.5844850540161133|     64.00000000|[4353, 0, 0, 68]                                                           |  | used linear model with 65 points | actual_k=0
      69|[-229.77151845395565, -72.21954677253962, 39.01320908218622, 181.3723622392863, -25.206673117354512, 39.476030483841896, -24.344899838324636, -42.76144290715456, 134.87274891603738, -40.45933797955513, 30.617451637983322, 48.01107560098171, 59.83596872165799, 69.56019368302077, 7.608183912932873, -26.00270333699882, -33.67318583512679, 79.08185163885355, 134.51328271441162, 64.10499411821365, -88.92133112251759, 79.02958385273814]| 11.5733480453491211|    128.00000000|[4417, 0, 0, 69]                                                           | | GPS sucess | actual_k=0
      70|[-229.77151845395565, -72.21954677253962, 39.01320908218622, 181.3723622392863, -25.206673117354512, 39.476030483841896, -24.344899838324636, -42.76144290715456, 134.87274891603738, -40.45933797955513, 30.617451637983322, 48.01107560098171, 59.83596872165799, 69.56019368302077, 7.608183912932873, -26.00270333699882, -33.67318583512679, 79.08185163885355, 134.51328271441162, 64.10499411821365, -88.92133112251759, 79.02958385273814]| 11.5733480453491211|     64.00000000|[4481, 0, 0, 70]                                                           |  | used linear model with 65 points | actual_k=0
      71|[-229.77151845395565, -72.21954677253962, 39.01320908218622, 181.3723622392863, -25.206673117354512, 39.476030483841896, -24.344899838324636, -42.76144290715456, 134.87274891603738, -40.45933797955513, 30.617451637983322, 48.01107560098171, 59.83596872165799, 69.56019368302077, 7.608183912932873, -26.00270333699882, -33.67318583512679, 79.08185163885355, 134.51328271441162, 64.10499411821365, -88.92133112251759, 79.02958385273814]| 11.5733480453491211|     32.00000000|[4545, 0, 0, 71]                                                           |  | used linear model with 65 points | actual_k=0
      72|[-228.90668945014477, -76.62830207496881, 41.169702745974064, 180.6103760432452, -40.09363600797951, 47.6470977216959, -31.65714377677068, -39.54675365239382, 136.86707705724984, -45.384743481874466, 19.87058636546135, 41.49614201486111, 60.18286608532071, 67.90665044914931, 4.290477804839611, -20.513195184990764, -30.530202875379473, 71.29641786962748, 142.60305779986084, 71.7522628903389, -80.33875055611134, 90.4960641078651]| 11.5717220306396484|     64.00000000|[4609, 0, 0, 72]                                                           | | GPS sucess | actual_k=0
      73|[-228.90668945014477, -76.62830207496881, 41.169702745974064, 180.6103760432452, -40.09363600797951, 47.6470977216959, -31.65714377677068, -39.54675365239382, 136.86707705724984, -45.384743481874466, 19.87058636546135, 41.49614201486111, 60.18286608532071, 67.90665044914931, 4.290477804839611, -20.513195184990764, -30.530202875379473, 71.29641786962748, 142.60305779986084, 71.7522628903389, -80.33875055611134, 90.4960641078651]| 11.5717220306396484|     32.00000000|[4673, 0, 0, 73]                                                           |  | used linear model with 65 points | actual_k=0
      74|[-228.90668945014477, -76.62830207496881, 41.169702745974064, 180.6103760432452, -40.09363600797951, 47.6470977216959, -31.65714377677068, -39.54675365239382, 136.86707705724984, -45.384743481874466, 19.87058636546135, 41.49614201486111, 60.18286608532071, 67.90665044914931, 4.290477804839611, -20.513195184990764, -30.530202875379473, 71.29641786962748, 142.60305779986084, 71.7522628903389, -80.33875055611134, 90.4960641078651]| 11.5717220306396484|     16.00000000|[4737, 0, 0, 74]                                                           |  | used linear model with 65 points | actual_k=0
      75|[-228.90668945014477, -76.62830207496881, 41.169702745974064, 180.6103760432452, -40.09363600797951, 47.6470977216959, -31.65714377677068, -39.54675365239382, 136.86707705724984, -45.384743481874466, 19.87058636546135, 41.49614201486111, 60.18286608532071, 67.90665044914931, 4.290477804839611, -20.513195184990764, -30.530202875379473, 71.29641786962748, 142.60305779986084, 71.7522628903389, -80.33875055611134, 90.4960641078651]| 11.5717220306396484|      8.00000000|[4801, 0, 0, 75]                                                           |  | used linear model with 65 points | actual_k=0
      76|[-229.10250629484653, -74.75708017498255, 40.089689232409, 180.67730539105833, -41.901603074744344, 49.2807327657938, -32.54036325728521, -41.12302602082491, 135.13961583841592, -45.22344011068344, 18.20032760500908, 44.46850334107876, 60.09089742973447, 68.49792500864714, 2.4245124384760857, -22.039715794846416, -27.020619163755327, 73.54502049833536, 142.34834644012153, 72.49113720655441, -83.06264705955982, 89.87714050337672]| 11.5686883926391602|     16.00000000|[4865, 0, 0, 76]                                                           | | GPS sucess | actual_k=0
      77|[-228.46202106773853, -77.78814850002527, 49.15533063560724, 178.85865228436887, -38.28868159838021, 52.07508148252964, -31.528191750403494, -39.258413918316364, 130.1789124654606, -42.5931391119957, 12.882265776395798, 44.36126384884119, 57.67389212921262, 65.78260394465178, 3.209297589957714, -22.44554170779884, -28.16947294259444, 73.05150756984949, 143.67037769965827, 68.20801085233688, -80.74866814911366, 88.65990064665675]| 11.5668859481811523|     32.00000000|[4929, 0, 0, 77]                                                           | | GPS sucess | actual_k=0
      78|[-228.46202106773853, -77.78814850002527, 49.15533063560724, 178.85865228436887, -38.28868159838021, 52.07508148252964, -31.528191750403494, -39.258413918316364, 130.1789124654606, -42.5931391119957, 12.882265776395798, 44.36126384884119, 57.67389212921262, 65.78260394465178, 3.209297589957714, -22.44554170779884, -28.16947294259444, 73.05150756984949, 143.67037769965827, 68.20801085233688, -80.74866814911366, 88.65990064665675]| 11.5668859481811523|     16.00000000|[4993, 0, 0, 78]                                                           |  | used linear model with 65 points | actual_k=0
      79|[-229.2823974043131, -80.6688786521554, 49.188896004110575, 179.68342428468168, -42.89220676012337, 52.315371841192245, -32.745791976805776, -42.47492230683565, 125.36168271768838, -42.92041850090027, 16.661730736494064, 37.849416829645634, 56.902323711663485, 62.86458727251738, 6.975800447165966, -21.028948394581676, -29.611180792097002, 75.47228512912989, 139.31021210364997, 62.874607264995575, -77.53100891411304, 84.09501836821437]| 11.5632972717285156|     32.00000000|[5057, 0, 0, 79]                                                           | | GPS sucess | actual_k=0
      80|[-229.2823974043131, -80.6688786521554, 49.188896004110575, 179.68342428468168, -42.89220676012337, 52.315371841192245, -32.745791976805776, -42.47492230683565, 125.36168271768838, -42.92041850090027, 16.661730736494064, 37.849416829645634, 56.902323711663485, 62.86458727251738, 6.975800447165966, -21.028948394581676, -29.611180792097002, 75.47228512912989, 139.31021210364997, 62.874607264995575, -77.53100891411304, 84.09501836821437]| 11.5632972717285156|     16.00000000|[5121, 0, 0, 80]                                                           |  | used linear model with 65 points | actual_k=0
      81|[-232.66957320272923, -79.91340098530054, 50.15274477377534, 182.0012140776962, -44.31196794100106, 53.5374912917614, -27.23266846453771, -45.03246296197176, 126.67129892576486, -49.29546761512756, 17.455582052469254, 30.251083947718143, 59.5426268465817, 64.48711511027068, 9.473004750907421, -22.14104756526649, -31.976494560483843, 73.03598604351282, 132.55392166785896, 60.791458785533905, -78.05557890236378, 87.7947718910873]| 11.5591602325439453|     32.00000000|[5185, 0, 0, 81]                                                           | | GPS sucess | actual_k=0
      82|[-242.16212882101536, -76.74344358593225, 49.43995935097337, 189.50094418786466, -42.35946783609688, 58.83734413981438, -15.011065070983022, -47.43832052499056, 129.2343904422596, -58.04226326942444, 21.230168014764786, 40.84727344661951, 51.77896832302213, 62.39888187777251, 12.38161437958479, -28.749948589131236, -31.353865812066942, 86.40668687969446, 127.14051100425422, 52.936351001262665, -75.38744015991688, 85.42996595427394]| 11.5393238067626953|     64.00000000|[5249, 0, 0, 82]                                                           | | GPS sucess | actual_k=0
      83|[-242.16212882101536, -76.74344358593225, 49.43995935097337, 189.50094418786466, -42.35946783609688, 58.83734413981438, -15.011065070983022, -47.43832052499056, 129.2343904422596, -58.04226326942444, 21.230168014764786, 40.84727344661951, 51.77896832302213, 62.39888187777251, 12.38161437958479, -28.749948589131236, -31.353865812066942, 86.40668687969446, 127.14051100425422, 52.936351001262665, -75.38744015991688, 85.42996595427394]| 11.5393238067626953|     32.00000000|[5313, 0, 0, 83]                                                           |  | used linear model with 65 points | actual_k=0
      84|[-242.16212882101536, -76.74344358593225, 49.43995935097337, 189.50094418786466, -42.35946783609688, 58.83734413981438, -15.011065070983022, -47.43832052499056, 129.2343904422596, -58.04226326942444, 21.230168014764786, 40.84727344661951, 51.77896832302213, 62.39888187777251, 12.38161437958479, -28.749948589131236, -31.353865812066942, 86.40668687969446, 127.14051100425422, 52.936351001262665, -75.38744015991688, 85.42996595427394]| 11.5393238067626953|     16.00000000|[5377, 0, 0, 84]                                                           |  | used linear model with 65 points | actual_k=0
      85|[-242.51308561861515, -83.39370260387659, 55.306528870016336, 189.261895140633, -42.53236806578934, 55.75026008486748, -14.134788875933737, -49.69623697549105, 126.81962174642831, -59.783740520477295, 25.6945621073246, 39.341922499239445, 50.8747424967587, 58.705738748423755, 13.212421350181103, -23.491285411641, -31.334248796571046, 87.25154284387827, 130.0893752258271, 49.854478776454926, -71.03016610443592, 89.83367775008082]| 11.5364332199096680|     32.00000000|[5441, 0, 0, 85]                                                           | | GPS sucess | actual_k=0
      86|[-248.98527218401432, -88.97570142894983, 60.49926549568772, 193.76227899454534, -46.3043195027858, 43.7780005633831, -25.868380909319967, -45.679330714046955, 130.28260583151132, -57.49533653259277, 21.575112015008926, 41.14113078266382, 50.03322767093778, 49.10526915919036, 1.7156400009989738, -38.10065564326942, -27.650841489899904, 95.09599903970957, 127.05312844924629, 48.53397756814957, -67.80672712624073, 93.8771829418838]| 11.5165729522705078|     64.00000000|[5505, 0, 0, 86]                                                           | | GPS sucess | actual_k=0
      87|[-251.6443791538477, -106.38542471081018, 46.43667966499925, 199.17345519922674, -45.586607875302434, 30.46181556582451, -55.786620502825826, -48.59513271600008, 121.81518906820565, -74.751953125, 25.360699325799942, 50.362154342234135, 61.55337690189481, 49.39816534053534, -4.220219679176807, -42.45702084712684, -8.141829267609864, 81.98969200998545, 130.7052380722016, 58.283699095249176, -85.99748869240284, 84.40851591154933]| 11.5137844085693359|    128.00000000|[5569, 0, 0, 87]                                                           | | GPS sucess | actual_k=0
      88|[-251.6443791538477, -106.38542471081018, 46.43667966499925, 199.17345519922674, -45.586607875302434, 30.46181556582451, -55.786620502825826, -48.59513271600008, 121.81518906820565, -74.751953125, 25.360699325799942, 50.362154342234135, 61.55337690189481, 49.39816534053534, -4.220219679176807, -42.45702084712684, -8.141829267609864, 81.98969200998545, 130.7052380722016, 58.283699095249176, -85.99748869240284, 84.40851591154933]| 11.5137844085693359|     64.00000000|[5633, 0, 0, 88]                                                           |  | used linear model with 65 points | actual_k=0
      89|[-251.6443791538477, -106.38542471081018, 46.43667966499925, 199.17345519922674, -45.586607875302434, 30.46181556582451, -55.786620502825826, -48.59513271600008, 121.81518906820565, -74.751953125, 25.360699325799942, 50.362154342234135, 61.55337690189481, 49.39816534053534, -4.220219679176807, -42.45702084712684, -8.141829267609864, 81.98969200998545, 130.7052380722016, 58.283699095249176, -85.99748869240284, 84.40851591154933]| 11.5137844085693359|     32.00000000|[5697, 0, 0, 89]                                                           |  | used linear model with 65 points | actual_k=0
      90|[-253.7653312832117, -92.10728655010462, 44.3067985214293, 200.30386575125158, -45.950067998841405, 37.72220107913017, -49.307128792162985, -38.38370884209871, 116.20007008779794, -64.94913387298584, 31.92405191063881, 43.542115069925785, 67.97214864566922, 51.748960609547794, -7.057569094002247, -42.519348034635186, -12.679872289765626, 96.3579523935914, 138.608490196988, 51.29070287942886, -85.51017726957798, 84.43293880484998]| 11.5124111175537109|     64.00000000|[5761, 0, 0, 90]                                                           | | GPS sucess | actual_k=0
      91|[-253.7653312832117, -92.10728655010462, 44.3067985214293, 200.30386575125158, -45.950067998841405, 37.72220107913017, -49.307128792162985, -38.38370884209871, 116.20007008779794, -64.94913387298584, 31.92405191063881, 43.542115069925785, 67.97214864566922, 51.748960609547794, -7.057569094002247, -42.519348034635186, -12.679872289765626, 96.3579523935914, 138.608490196988, 51.29070287942886, -85.51017726957798, 84.43293880484998]| 11.5124111175537109|     32.00000000|[5825, 0, 0, 91]                                                           |  | used linear model with 65 points | actual_k=0
      92|[-253.7653312832117, -92.10728655010462, 44.3067985214293, 200.30386575125158, -45.950067998841405, 37.72220107913017, -49.307128792162985, -38.38370884209871, 116.20007008779794, -64.94913387298584, 31.92405191063881, 43.542115069925785, 67.97214864566922, 51.748960609547794, -7.057569094002247, -42.519348034635186, -12.679872289765626, 96.3579523935914, 138.608490196988, 51.29070287942886, -85.51017726957798, 84.43293880484998]| 11.5124111175537109|     16.00000000|[5889, 0, 0, 92]                                                           |  | used linear model with 65 points | actual_k=0
      93|[-253.7653312832117, -92.10728655010462, 44.3067985214293, 200.30386575125158, -45.950067998841405, 37.72220107913017, -49.307128792162985, -38.38370884209871, 116.20007008779794, -64.94913387298584, 31.92405191063881, 43.542115069925785, 67.97214864566922, 51.748960609547794, -7.057569094002247, -42.519348034635186, -12.679872289765626, 96.3579523935914, 138.608490196988, 51.29070287942886, -85.51017726957798, 84.43293880484998]| 11.5124111175537109|      8.00000000|[5953, 0, 0, 93]                                                           |  | used linear model with 65 points | actual_k=0
      94|[-256.19232608377934, -92.72906289249659, 45.40497202053666, 202.16964252851903, -42.79272842593491, 39.56848415732384, -48.83811146533117, -38.42027438431978, 116.79546803701669, -64.36178159713745, 32.96051672101021, 42.974149622023106, 67.72542415931821, 52.09510305058211, -7.245530895888805, -41.14937079884112, -10.710920826066285, 94.50250140577555, 137.47032770328224, 53.71829301118851, -84.38428474962711, 82.8931972887367]| 11.5004911422729492|     16.00000000|[6017, 0, 0, 94]                                                           | | GPS sucess | actual_k=0
      95|[-256.19232608377934, -92.72906289249659, 45.40497202053666, 202.16964252851903, -42.79272842593491, 39.56848415732384, -48.83811146533117, -38.42027438431978, 116.79546803701669, -64.36178159713745, 32.96051672101021, 42.974149622023106, 67.72542415931821, 52.09510305058211, -7.245530895888805, -41.14937079884112, -10.710920826066285, 94.50250140577555, 137.47032770328224, 53.71829301118851, -84.38428474962711, 82.8931972887367]| 11.5004911422729492|      8.00000000|[6081, 0, 0, 95]                                                           |  | used linear model with 65 points | actual_k=0
      96|[-256.39136093854904, -95.18407902866602, 44.44000459089875, 202.62325062416494, -43.274646969512105, 42.56685146689415, -46.51049429690465, -37.15635658055544, 117.23332679737359, -65.89124524593353, 31.583728104829788, 42.251849092543125, 66.40134309604764, 52.40683376323432, -10.283717207610607, -38.02306784130633, -10.665748738218099, 93.38312903791666, 140.10209926776588, 53.00647300481796, -84.15831170976162, 80.87719034217298]| 11.4998664855957031|     16.00000000|[6145, 0, 0, 96]                                                           | | GPS sucess | actual_k=0
      97|[-256.39136093854904, -95.18407902866602, 44.44000459089875, 202.62325062416494, -43.274646969512105, 42.56685146689415, -46.51049429690465, -37.15635658055544, 117.23332679737359, -65.89124524593353, 31.583728104829788, 42.251849092543125, 66.40134309604764, 52.40683376323432, -10.283717207610607, -38.02306784130633, -10.665748738218099, 93.38312903791666, 140.10209926776588, 53.00647300481796, -84.15831170976162, 80.87719034217298]| 11.4998664855957031|      8.00000000|[6209, 0, 0, 97]                                                           |  | used linear model with 65 points | actual_k=0
      98|[-259.139620244503, -93.60091040283442, 46.13574827089906, 204.39335586689413, -43.21978251077235, 46.040297120809555, -47.02426386391744, -39.91032410413027, 117.72500494588166, -65.07514798641205, 30.29322901368141, 40.86289671808481, 66.24656680598855, 53.48904931079596, -8.561560206115246, -36.294460544362664, -11.861908697057515, 93.29759350419044, 139.4038682859391, 52.75008353590965, -85.79763089120388, 82.63240968249738]| 11.4942407608032227|     16.00000000|[6273, 0, 0, 98]                                                           | | GPS sucess | actual_k=0
      99|[-261.32213991880417, -96.53825447708368, 52.41596258059144, 205.2885176744312, -43.56695909239352, 47.59525164961815, -43.36416841065511, -40.81258732825518, 122.73120668996125, -62.49335491657257, 24.975856691598892, 41.76687178760767, 64.55547812953591, 52.26847981940955, -13.172737650573254, -33.442542323842645, -13.115887187886983, 94.50638356804848, 146.1362501066178, 48.75813564658165, -87.21915350854397, 80.640658846125]| 11.4862365722656250|     32.00000000|[6337, 0, 0, 99]                                                           | | GPS sucess | actual_k=0
     100|[-266.42899864912033, -96.10412964969873, 66.4692701138556, 207.0060377921909, -44.777180382981896, 52.84425553679466, -34.11311269318685, -44.82555014640093, 132.15473726857454, -70.23436987400055, 17.463040739297867, 43.84138021618128, 60.60759714618325, 54.49452137481421, -10.768895201385021, -30.95771742798388, -15.340056442189962, 96.2041589319706, 145.84047087840736, 42.10092005133629, -88.03263954818249, 92.27896641753614]| 11.4858207702636719|     64.00000000|[6401, 0, 0, 100]                                                          | | GPS sucess | actual_k=0
     101|[-266.42899864912033, -96.10412964969873, 66.4692701138556, 207.0060377921909, -44.777180382981896, 52.84425553679466, -34.11311269318685, -44.82555014640093, 132.15473726857454, -70.23436987400055, 17.463040739297867, 43.84138021618128, 60.60759714618325, 54.49452137481421, -10.768895201385021, -30.95771742798388, -15.340056442189962, 96.2041589319706, 145.84047087840736, 42.10092005133629, -88.03263954818249, 92.27896641753614]| 11.4858207702636719|     32.00000000|[6465, 0, 0, 101]                                                          |  | used linear model with 65 points | actual_k=0
     102|[-264.20017117261887, -107.85970864444971, 64.5713038481772, 206.16439833305776, -46.09379513002932, 54.449877589941025, -28.569632773753256, -37.49544961005449, 136.21305397618562, -73.48646867275238, 11.177235513925552, 34.253745175898075, 61.654537949711084, 37.3910515261814, -7.795266918838024, -46.40621901489794, -19.399923824239522, 93.08654919266701, 141.70607289485633, 44.22627434134483, -87.41075859963894, 91.97069283388555]| 11.4717521667480469|     64.00000000|[6529, 0, 0, 102]                                                          | | GPS sucess | actual_k=0
     103|[-267.5039629340172, -120.25752720981836, 88.39816618338227, 205.22636719606817, -58.04378826357424, 53.80310460925102, -40.6662685922347, -43.129270143806934, 122.17342499364167, -87.14638841152191, 4.287738233804703, 34.47569786757231, 47.332845482975245, 44.32026171218604, -33.271219067275524, -31.563025007024407, -32.156554721761495, 92.88040789961815, 155.32206830196083, 62.702071994543076, -98.46263466775417, 74.64322586916387]| 11.4699602127075195|    128.00000000|[6593, 0, 0, 103]                                                          | | GPS sucess | actual_k=0
     104|[-267.5039629340172, -120.25752720981836, 88.39816618338227, 205.22636719606817, -58.04378826357424, 53.80310460925102, -40.6662685922347, -43.129270143806934, 122.17342499364167, -87.14638841152191, 4.287738233804703, 34.47569786757231, 47.332845482975245, 44.32026171218604, -33.271219067275524, -31.563025007024407, -32.156554721761495, 92.88040789961815, 155.32206830196083, 62.702071994543076, -98.46263466775417, 74.64322586916387]| 11.4699602127075195|     64.00000000|[6657, 0, 0, 104]                                                          |  | used linear model with 65 points | actual_k=0
