k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0]|24876.8647026020043995|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-1.2712907686829567, 0.9312790557742119, -1.0970190435647964, 1.1727188378572464, -1.2492303669452667, 1.254969835281372, -1.1354218244552612, 1.0827438309788704, -1.1421121701598167, 0.9875145554542542, -1.1576421864330768, 0.9812172446399927, -1.0291798084974288, 0.9508732259273529, -1.1545981176197528, 1.0071268267929554, -1.0419058918952941, 1.031280990689993, -1.326677080988884, 0.8382366001605988, -1.292674471437931, 1.036513939499855, -1.1620135836303234, 1.0238668955862522, -1.4594976425170898, 1.0294882021844387, -1.0614054918289184, 0.8543081134557724, -1.2769119188189506, 1.0143693909049034, -1.194216535706073, 0.9245707094669342, -1.1968265742063522, 1.1241767406463623, -1.1528439976274967, 0.9773881956934929, -1.122159619629383, 1.0122561734169722, -1.2914875492453575, 0.9605039358139038, -1.2377082079648971, 1.0652458891272545, -1.1895763993263244, 0.8957462459802628, -1.0562205582857132, 1.013080546632409, -1.0880474343895912, 0.8683275282382965, -1.1571009501814842, 1.1400115489959717, -1.1343260005116462, 0.914754644036293, -1.2840654969215393, 1.0023392816074193, -1.111649078130722, 0.9485253803431988, -1.1426755607128143, 0.9876551143825054, -1.3460978835821151, 0.8712480962276459, -1.4343330234289169, 0.8911892995238304, -0.9748921513557434, 0.9121223241090775, -1.2500282868742942, 1.0417690314352512, -1.1427343904972076, 0.9041200429201126, -1.0477241694927215, 1.1011368781328201, -1.1667293056845665, 0.9140102863311768, -1.1312091246247291, 1.078077033162117, -1.2325869470834732, 1.0196085907518864, -1.2080720093101263, 0.933137483894825, -1.2371503084897995, 1.0747011601924896, -1.116400447487831, 0.9853035807609558, -1.1410063177347183, 0.9786667618900537, -1.3521916389465332, 0.7004837989807129, -1.2091599561274051, 0.8773473054170609, -1.1578678347170352, 1.058690868318081, -1.194978342205286, 1.1738337874412537, -1.2529648773372173, 0.9748478308320045, -1.227103029191494, 0.8094208836555481, -1.0950648307800293, 1.0315873473882675, -1.1681595340371131, 1.045588232576847]|24758.9589843750000000|      2.00000000|[15, 2, 0, 1]                                                              | | GPS sucess | actual_k=2
      81|[-0.1044637454759148, 0.0724725996798666, 0.3955089143245523, -0.4411990378684792, -0.0423175445440796, 0.2882939279110221, -0.6699230157376748, 0.5998752038578029, 0.4475322398662148, 0.818824261300709, 0.2343420117089448, -0.1983046722134141, -0.6671339245337888, 0.3055558577389916, -0.1207378467943848, 0.4560625590863622, -0.2551128387203526, 0.7439744297384169, 0.881794661912228, 1.001362003657584, 0.7128537889012581, 0.0606631872713024, 0.911308246023471, 0.3940480009187652, 0.3943335999228065, 0.1841192649412042, 0.4166341911012538, -0.4818014184441089, 0.2395537965078323, -0.3439932289612748, -0.137161419220437, 0.3058413190179508, 0.0209495629604769, 0.4801834380244061, 0.5595884688142491, -0.0256918558231355, -0.2490999141446527, 0.1273111030754001, -0.643224161018002, 0.2161010105466542, -0.0035687470294066, -0.3223259514469901, 0.537784727827806, 0.8832045136775949, 0.265817690961133, 0.1462309974797986, -0.5220237692940084, 0.5353816797590145, -0.2349187254946562, 0.0652847897539489, -0.346179570188866, 0.1277429016049377, 0.2691941951590364, -0.5107496179010323, 0.439633499392577, 0.2359435015031853, -0.0145992764023773, -0.1363199371393574, -0.0257699986788476, -0.2134156611288595, 0.4961508473870903, -0.2701279563842641, -0.1180687394905609, 0.2476600563251461, -0.6751023940436417, 1.0217206147291233, 0.5786357999090664, 0.616864534649182, 0.3289275635840621, 0.3122985423355464, 0.055033175798814, -0.6525305664267843, 0.7642056236526781, 0.7679313870677479, 0.2227036562645719, -0.5521057552398483, 0.8075635921386322, 0.6673609486966747, 0.5325171242306145, 0.0491368396839924, -0.2190612172294856, 0.5438081647028761, -0.3625260828731232, 0.0233523340857752, -0.4758780455000086, 0.6514415801108381, 0.7589122325670685, 0.7982001902938893, -0.5752186049139583, 0.4895787784880377, -0.4150511537184949, 0.0200008700415489, -0.3016995671115499, 0.3374218257644762, -0.638852892172742, 0.8324557525189806, 0.6226142526943759, 0.4153636811497926, -0.6404420873157671, -0.4528519039229428]|2153.2607421875000000|      2.00000000|[6291, 996, 0, 498]                                                        | | GPS sucess | actual_k=2
      82|[-0.1044637454759148, 0.0724725996798666, 0.3955089143245523, -0.4411990378684792, -0.0423175445440796, 0.2882939279110221, -0.6699230157376748, 0.5998752038578029, 0.4475322398662148, 0.818824261300709, 0.2343420117089448, -0.1983046722134141, -0.6671339245337888, 0.3055558577389916, -0.1207378467943848, 0.4560625590863622, -0.2551128387203526, 0.7439744297384169, 0.881794661912228, 1.001362003657584, 0.7128537889012581, 0.0606631872713024, 0.911308246023471, 0.3940480009187652, 0.3943335999228065, 0.1841192649412042, 0.4166341911012538, -0.4818014184441089, 0.2395537965078323, -0.3439932289612748, -0.137161419220437, 0.3058413190179508, 0.0209495629604769, 0.4801834380244061, 0.5595884688142491, -0.0256918558231355, -0.2490999141446527, 0.1273111030754001, -0.643224161018002, 0.2161010105466542, -0.0035687470294066, -0.3223259514469901, 0.537784727827806, 0.8832045136775949, 0.265817690961133, 0.1462309974797986, -0.5220237692940084, 0.5353816797590145, -0.2349187254946562, 0.0652847897539489, -0.346179570188866, 0.1277429016049377, 0.2691941951590364, -0.5107496179010323, 0.439633499392577, 0.2359435015031853, -0.0145992764023773, -0.1363199371393574, -0.0257699986788476, -0.2134156611288595, 0.4961508473870903, -0.2701279563842641, -0.1180687394905609, 0.2476600563251461, -0.6751023940436417, 1.0217206147291233, 0.5786357999090664, 0.616864534649182, 0.3289275635840621, 0.3122985423355464, 0.055033175798814, -0.6525305664267843, 0.7642056236526781, 0.7679313870677479, 0.2227036562645719, -0.5521057552398483, 0.8075635921386322, 0.6673609486966747, 0.5325171242306145, 0.0491368396839924, -0.2190612172294856, 0.5438081647028761, -0.3625260828731232, 0.0233523340857752, -0.4758780455000086, 0.6514415801108381, 0.7589122325670685, 0.7982001902938893, -0.5752186049139583, 0.4895787784880377, -0.4150511537184949, 0.0200008700415489, -0.3016995671115499, 0.3374218257644762, -0.638852892172742, 0.8324557525189806, 0.6226142526943759, 0.4153636811497926, -0.6404420873157671, -0.4528519039229428]|2153.2607421875000000|      1.00000000|[6404, 1014, 0, 507]                                                       |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 78 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 90 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 102 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      83|[-0.2350780261765984, 0.0694620286769064, 0.3576029120712583, -0.5266778428740296, -0.0498283900934842, 0.2223847061426429, -0.6278946891964894, 0.635276082495832, 0.6685726973533211, 0.737624637656357, 0.3001181586572824, -0.1835670521949915, -0.6762734679330036, 0.1650936380238732, -0.1603194473710239, 0.3614783920827306, -0.1801622479906392, 0.7882514644383337, 0.9330860755174412, 0.9746838438246297, 0.589054345656324, 0.0107527499556, 0.8279222718546936, 0.2458696619142486, 0.5062308524228637, 0.3273040162134058, 0.4236453392485388, -0.5654472986664294, 0.2033485606391399, -0.3230682789427497, -0.0777821619586839, 0.3653006215923469, 0.1208891849454355, 0.5466152286146924, 0.6367662317994786, -0.0569513255110742, -0.2340225783846553, 0.1328518623780758, -0.7377823552976727, 0.3033394042706189, -0.1173506536937781, -0.3430210287023583, 0.4751157561104483, 0.6931888996448495, 0.3626754100844965, 0.0051662940152906, -0.5524111019569484, 0.5349958216404804, -0.275271349404368, 0.1268412333259933, -0.3128509066310982, 0.2236086504276267, 0.1613594760375802, -0.5116262010600022, 0.4022442805853566, 0.3488887228676835, -0.108952073076152, 0.0332309436503994, -0.1699845542999948, -0.0766864654148626, 0.655624162268415, -0.1559929592548238, -0.1106410591844243, 0.045984984012791, -0.5506268702141816, 1.091168407795625, 0.7090751856808178, 0.8308575028508193, 0.470070513045999, 0.279381266310728, 0.1741491766299412, -0.6229752941158121, 0.7059503945073896, 0.6929592939624317, 0.2056264393860385, -0.6643346405328552, 0.8898666169670661, 0.7063160187750477, 0.4289793784568222, 0.1345148532352276, -0.2286452827562094, 0.6309600348343687, -0.3287611431179218, 0.1639915050900705, -0.5580261653072519, 0.5865839556396505, 0.8466049477946724, 0.8146509753943494, -0.3735327888643825, 0.3392859349077917, -0.3013759393682714, -0.0581288834288719, -0.4363602879367452, 0.185430741546451, -0.7324641623620273, 0.7084871959956576, 0.6276468335059062, 0.2906946433904886, -0.562728791498392, -0.7100487773493802]|2074.4287109375000000|      2.00000000|[6431, 1018, 0, 509]                                                       |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=2
      84|[-0.2350780261765984, 0.0694620286769064, 0.3576029120712583, -0.5266778428740296, -0.0498283900934842, 0.2223847061426429, -0.6278946891964894, 0.635276082495832, 0.6685726973533211, 0.737624637656357, 0.3001181586572824, -0.1835670521949915, -0.6762734679330036, 0.1650936380238732, -0.1603194473710239, 0.3614783920827306, -0.1801622479906392, 0.7882514644383337, 0.9330860755174412, 0.9746838438246297, 0.589054345656324, 0.0107527499556, 0.8279222718546936, 0.2458696619142486, 0.5062308524228637, 0.3273040162134058, 0.4236453392485388, -0.5654472986664294, 0.2033485606391399, -0.3230682789427497, -0.0777821619586839, 0.3653006215923469, 0.1208891849454355, 0.5466152286146924, 0.6367662317994786, -0.0569513255110742, -0.2340225783846553, 0.1328518623780758, -0.7377823552976727, 0.3033394042706189, -0.1173506536937781, -0.3430210287023583, 0.4751157561104483, 0.6931888996448495, 0.3626754100844965, 0.0051662940152906, -0.5524111019569484, 0.5349958216404804, -0.275271349404368, 0.1268412333259933, -0.3128509066310982, 0.2236086504276267, 0.1613594760375802, -0.5116262010600022, 0.4022442805853566, 0.3488887228676835, -0.108952073076152, 0.0332309436503994, -0.1699845542999948, -0.0766864654148626, 0.655624162268415, -0.1559929592548238, -0.1106410591844243, 0.045984984012791, -0.5506268702141816, 1.091168407795625, 0.7090751856808178, 0.8308575028508193, 0.470070513045999, 0.279381266310728, 0.1741491766299412, -0.6229752941158121, 0.7059503945073896, 0.6929592939624317, 0.2056264393860385, -0.6643346405328552, 0.8898666169670661, 0.7063160187750477, 0.4289793784568222, 0.1345148532352276, -0.2286452827562094, 0.6309600348343687, -0.3287611431179218, 0.1639915050900705, -0.5580261653072519, 0.5865839556396505, 0.8466049477946724, 0.8146509753943494, -0.3735327888643825, 0.3392859349077917, -0.3013759393682714, -0.0581288834288719, -0.4363602879367452, 0.185430741546451, -0.7324641623620273, 0.7084871959956576, 0.6276468335059062, 0.2906946433904886, -0.562728791498392, -0.7100487773493802]|2074.4287109375000000|      1.00000000|[6543, 1036, 0, 518]                                                       |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 89 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 101 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      85|[-0.1791794667462013, 0.3864939055877353, 0.3836237088329691, -0.3957048008107872, -0.053754514196031, 0.2233684323782321, -0.7171275370291197, 0.7756320981803075, 0.6803451564668386, 0.7146098330774412, 0.4471154214604524, -0.1473145625849149, -0.6207066280008755, 0.056156942160201, -0.0963123802345977, 0.2371734297751, -0.1799948076560157, 0.8155841764793695, 0.82555384885418, 0.8509518690881588, 0.5919980837886774, 0.1408616409479856, 0.821905359588281, 0.2389106030926228, 0.6197047067257302, 0.2943915644805822, 0.6071082856890524, -0.3788097835565052, 0.3442294469298941, -0.2226198377608286, -0.2894611068253349, 0.510276766960666, -0.0052334864536005, 0.5973424838301057, 0.5767085292882317, -0.0697388590825163, -0.2277815253976304, 0.2489534483010374, -0.6064103378817478, 0.182910123123422, -0.1033381106064411, -0.5622111474103373, 0.4063204092123844, 0.7362414369138824, 0.3625272206867967, -0.0831692151397441, -0.6011803803249661, 0.5631527097777349, -0.282478525217686, 0.2128620468944142, -0.3104419163649835, 0.3566912927313183, 0.2008833613137058, -0.4385914666243459, 0.374034589503708, 0.479815877652416, -0.1144801944231467, 0.03263602365549, -0.2779051624585519, -0.0723864314114555, 0.5610846243349996, -0.0557055865994034, -0.2983333608070437, 0.0089080136576291, -0.6285987707640965, 1.0112473852582438, 0.8018332848448728, 0.9278665492369991, 0.4779979620310681, 0.1419746598509524, 0.0430712676974215, -0.5360219957161768, 0.7851177458351688, 0.7302164777395719, 0.2223137627672711, -0.7481718611960146, 0.8797868491985238, 0.6023723999208747, 0.4514463336839016, 0.0813167920703233, -0.306304740954096, 0.4571722600373205, -0.3454630368311298, 0.1675670694467614, -0.8322488268701813, 0.5275225665111455, 0.7176968942195849, 0.8282809705700463, -0.4308646971068393, 0.2295608528847912, -0.2799904319836411, -0.1706000781204997, -0.3676052732663142, 0.1081288377729872, -0.7089363201698878, 0.5881810587683515, 0.6535558424446035, 0.2568093612585003, -0.4220413281495355, -0.6199653584579112]|2047.5560302734375000|      2.00000000|[6569, 1040, 0, 520]                                                       |  | trying linear partial model with 15 points | iterate success | actual_k=2
      86|[-0.1791794667462013, 0.3864939055877353, 0.3836237088329691, -0.3957048008107872, -0.053754514196031, 0.2233684323782321, -0.7171275370291197, 0.7756320981803075, 0.6803451564668386, 0.7146098330774412, 0.4471154214604524, -0.1473145625849149, -0.6207066280008755, 0.056156942160201, -0.0963123802345977, 0.2371734297751, -0.1799948076560157, 0.8155841764793695, 0.82555384885418, 0.8509518690881588, 0.5919980837886774, 0.1408616409479856, 0.821905359588281, 0.2389106030926228, 0.6197047067257302, 0.2943915644805822, 0.6071082856890524, -0.3788097835565052, 0.3442294469298941, -0.2226198377608286, -0.2894611068253349, 0.510276766960666, -0.0052334864536005, 0.5973424838301057, 0.5767085292882317, -0.0697388590825163, -0.2277815253976304, 0.2489534483010374, -0.6064103378817478, 0.182910123123422, -0.1033381106064411, -0.5622111474103373, 0.4063204092123844, 0.7362414369138824, 0.3625272206867967, -0.0831692151397441, -0.6011803803249661, 0.5631527097777349, -0.282478525217686, 0.2128620468944142, -0.3104419163649835, 0.3566912927313183, 0.2008833613137058, -0.4385914666243459, 0.374034589503708, 0.479815877652416, -0.1144801944231467, 0.03263602365549, -0.2779051624585519, -0.0723864314114555, 0.5610846243349996, -0.0557055865994034, -0.2983333608070437, 0.0089080136576291, -0.6285987707640965, 1.0112473852582438, 0.8018332848448728, 0.9278665492369991, 0.4779979620310681, 0.1419746598509524, 0.0430712676974215, -0.5360219957161768, 0.7851177458351688, 0.7302164777395719, 0.2223137627672711, -0.7481718611960146, 0.8797868491985238, 0.6023723999208747, 0.4514463336839016, 0.0813167920703233, -0.306304740954096, 0.4571722600373205, -0.3454630368311298, 0.1675670694467614, -0.8322488268701813, 0.5275225665111455, 0.7176968942195849, 0.8282809705700463, -0.4308646971068393, 0.2295608528847912, -0.2799904319836411, -0.1706000781204997, -0.3676052732663142, 0.1081288377729872, -0.7089363201698878, 0.5881810587683515, 0.6535558424446035, 0.2568093612585003, -0.4220413281495355, -0.6199653584579112]|2047.5560302734375000|      1.00000000|[6681, 1058, 0, 529]                                                       |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 53 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 77 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 89 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 101 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      87|[-0.1608532401243351, 0.2987255371647503, 0.3829482689983744, -0.3331066766643257, -0.0355921556438136, 0.3279796652550098, -0.765787088917824, 0.8414643256487981, 0.4498703863977163, 0.714360928737472, 0.5023212099238065, -0.2289934969802282, -0.7060667005540333, 0.0476820352537154, -0.2099868942302452, 0.1630998021839669, -0.029348001892771, 0.8174024608717264, 0.8937105308090407, 0.8375087203932263, 0.6873569547121965, 0.0025362924515485, 0.5885264575106062, 0.0744937683805943, 0.5240971726747887, 0.4510676482837591, 0.5608971100684965, -0.47669812659268, 0.1978080144347769, -0.257425184041165, -0.3916828341965507, 0.3908502855349039, 0.1564639906486792, 0.6975611449595803, 0.4177742043084496, 0.0067087395536341, -0.1897317716422994, 0.2180314079577528, -0.5459804891511837, 0.1836260424280611, -0.1078602572635503, -0.5848191072172564, 0.5974503320792057, 0.7035994747432815, 0.5069863490666184, -0.047404409167168, -0.7119884995027844, 0.3798987956599218, -0.269896146755729, 0.2405206956833432, -0.2429308793729104, 0.1931543119831417, 0.0616184051970295, -0.3661253614016439, 0.4009673990055944, 0.4890196487816665, -0.0575563616787867, -0.0289307054430684, -0.1249591224242578, -0.1333907795106872, 0.431306924626061, -0.0813422111442623, -0.3097900291839663, 0.0064476838642355, -0.6827804731991132, 0.8075475282617075, 0.816243076523063, 0.9704543249740463, 0.3953938964936154, 0.1040362512973521, 0.0814437359007277, -0.7013276548910959, 0.7469603684431152, 0.728720751449413, 0.3466514955591717, -0.5553570193295214, 0.7299148144103921, 0.7131655359811125, 0.4153764785899456, 0.2536278298491777, -0.3303094648308107, 0.4302651978793319, -0.3889954307038677, 0.0519930820819925, -0.6890656700222275, 0.5581334743339929, 0.8676820139200168, 0.9356793911423272, -0.3364202061376583, 0.3346737482543209, -0.2451789874030861, -0.2903410560038386, -0.3952438837187278, 0.2160050566283683, -0.8379131867727855, 0.5320846986809568, 0.6254951305243421, 0.3662847950849469, -0.3819711594755433, -0.5488425407627704]|2043.2823486328125000|      2.00000000|[6695, 1060, 0, 530]                                                       | | GPS sucess | actual_k=2
      88|[-0.1608532401243351, 0.2987255371647503, 0.3829482689983744, -0.3331066766643257, -0.0355921556438136, 0.3279796652550098, -0.765787088917824, 0.8414643256487981, 0.4498703863977163, 0.714360928737472, 0.5023212099238065, -0.2289934969802282, -0.7060667005540333, 0.0476820352537154, -0.2099868942302452, 0.1630998021839669, -0.029348001892771, 0.8174024608717264, 0.8937105308090407, 0.8375087203932263, 0.6873569547121965, 0.0025362924515485, 0.5885264575106062, 0.0744937683805943, 0.5240971726747887, 0.4510676482837591, 0.5608971100684965, -0.47669812659268, 0.1978080144347769, -0.257425184041165, -0.3916828341965507, 0.3908502855349039, 0.1564639906486792, 0.6975611449595803, 0.4177742043084496, 0.0067087395536341, -0.1897317716422994, 0.2180314079577528, -0.5459804891511837, 0.1836260424280611, -0.1078602572635503, -0.5848191072172564, 0.5974503320792057, 0.7035994747432815, 0.5069863490666184, -0.047404409167168, -0.7119884995027844, 0.3798987956599218, -0.269896146755729, 0.2405206956833432, -0.2429308793729104, 0.1931543119831417, 0.0616184051970295, -0.3661253614016439, 0.4009673990055944, 0.4890196487816665, -0.0575563616787867, -0.0289307054430684, -0.1249591224242578, -0.1333907795106872, 0.431306924626061, -0.0813422111442623, -0.3097900291839663, 0.0064476838642355, -0.6827804731991132, 0.8075475282617075, 0.816243076523063, 0.9704543249740463, 0.3953938964936154, 0.1040362512973521, 0.0814437359007277, -0.7013276548910959, 0.7469603684431152, 0.728720751449413, 0.3466514955591717, -0.5553570193295214, 0.7299148144103921, 0.7131655359811125, 0.4153764785899456, 0.2536278298491777, -0.3303094648308107, 0.4302651978793319, -0.3889954307038677, 0.0519930820819925, -0.6890656700222275, 0.5581334743339929, 0.8676820139200168, 0.9356793911423272, -0.3364202061376583, 0.3346737482543209, -0.2451789874030861, -0.2903410560038386, -0.3952438837187278, 0.2160050566283683, -0.8379131867727855, 0.5320846986809568, 0.6254951305243421, 0.3662847950849469, -0.3819711594755433, -0.5488425407627704]|2043.2823486328125000|      1.00000000|[6807, 1078, 0, 539]                                                       |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 88 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 101 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      89|[-0.3069628062168263, 0.2640776179271366, 0.5027023524529833, -0.2883777866029472, 0.0258659551655126, 0.2726102285141345, -0.7907929398587668, 0.891388147932543, 0.4328280326484411, 0.5899892138474688, 0.3503892684145596, -0.3569127536673925, -0.5056506422521077, 0.1164583521944998, -0.1945462215942131, 0.0426686695693543, 0.0176193033502443, 0.8133245029286446, 1.0456522027765471, 0.9046289073777654, 0.6500817856674634, -0.0627695663989306, 0.4229808151346601, 0.1990666563972951, 0.5592194182249444, 0.3315125921886358, 0.5229190644261206, -0.519655693271204, 0.309511313420735, -0.3384813765584456, -0.3064696498398612, 0.5623002597141717, 0.1128547216853422, 0.6530449726995343, 0.2571464070624703, 0.0155598691152968, -0.2853978076520879, 0.1782195546383463, -0.7185563056632915, 0.233940178277537, -0.1087274210260006, -0.5030759115642947, 0.7640415889361241, 0.6966426497104513, 0.6722321055735383, 0.087788149002197, -0.6866969150706593, 0.4391471089676839, -0.1748307094984392, 0.3029877268642018, -0.3853396973794259, 0.192886672226939, 0.1691950287560276, -0.3855782275684739, 0.4736742026850606, 0.5425597854467723, -0.1357531480228381, -0.1522853788286886, 0.0044012255619635, -0.1545980189895137, 0.3300202153174367, -0.2041623724272785, -0.4168679481307093, 0.0280458702081438, -0.6816735842119892, 0.8875638581462366, 0.9338895471889948, 0.8978336202039581, 0.2716711346241849, 0.1156216619816993, 0.0136569901736655, -0.56031015830525, 0.883433577108963, 0.5478889465778538, 0.3711803156268159, -0.5843148705606196, 0.6547211931921876, 0.6668697664684592, 0.364654121704274, 0.2741737371677698, -0.454818091589863, 0.4090176563474115, -0.4256974005062473, -0.0447344008925368, -0.5855972146479866, 0.3547051910002145, 0.9842514584571795, 0.7110035271610803, -0.1699169555387508, 0.2537882932419995, -0.2661914631171736, -0.1312631881382762, -0.3468861250476825, 0.1746516893593291, -0.9287913306793788, 0.5938600328603582, 0.8050256914946485, 0.2806651145014699, -0.2918889536435388, -0.508552118025172]|2041.8620605468750000|      2.00000000|[6821, 1080, 0, 540]                                                       | | GPS sucess | actual_k=2
      90|[-0.3069628062168263, 0.2640776179271366, 0.5027023524529833, -0.2883777866029472, 0.0258659551655126, 0.2726102285141345, -0.7907929398587668, 0.891388147932543, 0.4328280326484411, 0.5899892138474688, 0.3503892684145596, -0.3569127536673925, -0.5056506422521077, 0.1164583521944998, -0.1945462215942131, 0.0426686695693543, 0.0176193033502443, 0.8133245029286446, 1.0456522027765471, 0.9046289073777654, 0.6500817856674634, -0.0627695663989306, 0.4229808151346601, 0.1990666563972951, 0.5592194182249444, 0.3315125921886358, 0.5229190644261206, -0.519655693271204, 0.309511313420735, -0.3384813765584456, -0.3064696498398612, 0.5623002597141717, 0.1128547216853422, 0.6530449726995343, 0.2571464070624703, 0.0155598691152968, -0.2853978076520879, 0.1782195546383463, -0.7185563056632915, 0.233940178277537, -0.1087274210260006, -0.5030759115642947, 0.7640415889361241, 0.6966426497104513, 0.6722321055735383, 0.087788149002197, -0.6866969150706593, 0.4391471089676839, -0.1748307094984392, 0.3029877268642018, -0.3853396973794259, 0.192886672226939, 0.1691950287560276, -0.3855782275684739, 0.4736742026850606, 0.5425597854467723, -0.1357531480228381, -0.1522853788286886, 0.0044012255619635, -0.1545980189895137, 0.3300202153174367, -0.2041623724272785, -0.4168679481307093, 0.0280458702081438, -0.6816735842119892, 0.8875638581462366, 0.9338895471889948, 0.8978336202039581, 0.2716711346241849, 0.1156216619816993, 0.0136569901736655, -0.56031015830525, 0.883433577108963, 0.5478889465778538, 0.3711803156268159, -0.5843148705606196, 0.6547211931921876, 0.6668697664684592, 0.364654121704274, 0.2741737371677698, -0.454818091589863, 0.4090176563474115, -0.4256974005062473, -0.0447344008925368, -0.5855972146479866, 0.3547051910002145, 0.9842514584571795, 0.7110035271610803, -0.1699169555387508, 0.2537882932419995, -0.2661914631171736, -0.1312631881382762, -0.3468861250476825, 0.1746516893593291, -0.9287913306793788, 0.5938600328603582, 0.8050256914946485, 0.2806651145014699, -0.2918889536435388, -0.508552118025172]|2041.8620605468750000|      1.00000000|[6935, 1098, 0, 549]                                                       |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 51 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 77 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 89 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 102 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
