k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.8118204474449158, -0.4303163886070251, 0.1366981267929077, -0.1241499334573746, 0.0500223077833652, 0.5973958969116211, -0.0665309205651283, 0.1957527548074722, 0.2100601643323898, -0.1360933184623718, -0.7493019700050354, 0.3265085816383362, 0.8066514730453491, 0.3345632553100586, -0.5580964684486389, 0.3450148403644562, -0.0915606692433357, -0.5874519944190979, -0.5630953311920166, 0.3294865190982819, 0.1242650523781776, 0.033902995288372]| 14.1588020324707031|      2.00000000|[49, 16, 0, 1]                                                             | | GPS sucess | actual_k=16
      51|[-11.878809082554653, -14.582223609089851, 2.2394391372799873, 13.07226032926701, 6.107254322618246, 5.156090639531612, 6.316204868257046, 6.246863789856434, 11.070123272947967, 6.807482041418552, 4.6548086181283, -2.17288476228714, 34.57449258491397, -13.565518425777555, 17.742892861366272, 43.42574380710721, 3.7169481413438916, 26.454539941623807, 32.36914153769612, -22.354804053902626, 24.72250574082136, 7.486171685159206]| 12.1020011901855469|      8.00000000|[2744, 905, 0, 75]                                                         | | GPS sucess | actual_k=16
      52|[-12.171343612717465, -14.348331078886986, 3.358179934322834, 13.071086325100623, 7.408780869096518, 4.720529459416866, 8.230298601090908, 7.426128335297108, 8.992738324217498, 9.169315613806248, 3.9679904356598854, -0.6321410536766052, 37.78849781677127, -14.01507611759007, 18.774808168411255, 46.73087142780423, 4.994137634523213, 29.144152807071805, 32.37907142192125, -22.321480203419924, 21.562630586326122, 8.734661899507046]| 12.1012477874755859|     16.00000000|[2792, 921, 0, 76]                                                         | | GPS sucess | actual_k=16
      53|[-20.664598274277523, -9.670480355620384, 14.565364725887775, 17.421225466183387, 14.703173454850912, -3.6710415855050087, 10.640160404145718, 6.146774955093861, -4.744495791383088, 11.156364239752293, -4.56812234967947, -2.7240094542503357, 39.84062875434756, -27.410004096105695, 17.39916503429413, 42.647406328469515, 12.677924503572285, 39.00460164435208, 27.82058162242174, -21.370086539536715, 22.56955962628126, 6.9138359650969505]| 12.0833559036254883|     32.00000000|[2840, 937, 0, 77]                                                         | | GPS sucess | actual_k=16
      54|[-20.664598274277523, -9.670480355620384, 14.565364725887775, 17.421225466183387, 14.703173454850912, -3.6710415855050087, 10.640160404145718, 6.146774955093861, -4.744495791383088, 11.156364239752293, -4.56812234967947, -2.7240094542503357, 39.84062875434756, -27.410004096105695, 17.39916503429413, 42.647406328469515, 12.677924503572285, 39.00460164435208, 27.82058162242174, -21.370086539536715, 22.56955962628126, 6.9138359650969505]| 12.0833559036254883|     16.00000000|[2902, 955, 0, 79]                                                         |  | used linear model with 65 points | actual_k=16
      55|[-20.664598274277523, -9.670480355620384, 14.565364725887775, 17.421225466183387, 14.703173454850912, -3.6710415855050087, 10.640160404145718, 6.146774955093861, -4.744495791383088, 11.156364239752293, -4.56812234967947, -2.7240094542503357, 39.84062875434756, -27.410004096105695, 17.39916503429413, 42.647406328469515, 12.677924503572285, 39.00460164435208, 27.82058162242174, -21.370086539536715, 22.56955962628126, 6.9138359650969505]| 12.0833559036254883|      8.00000000|[2963, 974, 0, 81]                                                         |  | used linear model with 65 points | actual_k=16
      56|[-20.671647617360577, -9.829257264733315, 14.688664264976978, 17.47952070494648, 14.823313187807798, -6.61760363727808, 9.937028490006924, 6.342800818383694, -0.1127556981518865, 11.405866898596287, -5.7241915091872215, -1.2243251204490662, 40.747917007654905, -30.23819394595921, 20.19477355480194, 44.37321852520108, 14.378444303758442, 38.82716798968613, 28.808478362858295, -19.36852775886655, 23.865654282271862, 7.5656596049666405]| 12.0824842453002930|     16.00000000|[3011, 990, 0, 82]                                                         | | GPS sucess | actual_k=16
      57|[-20.671647617360577, -9.829257264733315, 14.688664264976978, 17.47952070494648, 14.823313187807798, -6.61760363727808, 9.937028490006924, 6.342800818383694, -0.1127556981518865, 11.405866898596287, -5.7241915091872215, -1.2243251204490662, 40.747917007654905, -30.23819394595921, 20.19477355480194, 44.37321852520108, 14.378444303758442, 38.82716798968613, 28.808478362858295, -19.36852775886655, 23.865654282271862, 7.5656596049666405]| 12.0824842453002930|      8.00000000|[3071, 1010, 0, 84]                                                        |  | used linear model with 65 points | actual_k=16
      58|[-20.773074904223904, -10.66420592367649, 16.215748257935047, 17.32057842274662, 16.05325038358569, -6.738490216434002, 10.495401225984097, 4.675234399735928, -3.6644567670300603, 8.784043110907078, -6.109230659902096, -4.922407805919647, 40.504812475293875, -29.565786378458142, 20.534883320331573, 45.72375940158963, 12.715829242952168, 36.433511735871434, 29.76504225283861, -18.772758413106203, 20.84668856114149, 6.271853052079678]| 12.0814771652221680|     16.00000000|[3119, 1026, 0, 85]                                                        | | GPS sucess | actual_k=16
      59|[-20.773074904223904, -10.66420592367649, 16.215748257935047, 17.32057842274662, 16.05325038358569, -6.738490216434002, 10.495401225984097, 4.675234399735928, -3.6644567670300603, 8.784043110907078, -6.109230659902096, -4.922407805919647, 40.504812475293875, -29.565786378458142, 20.534883320331573, 45.72375940158963, 12.715829242952168, 36.433511735871434, 29.76504225283861, -18.772758413106203, 20.84668856114149, 6.271853052079678]| 12.0814771652221680|      8.00000000|[3178, 1047, 0, 87]                                                        |  | used linear model with 65 points | actual_k=16
      60|[-20.773074904223904, -10.66420592367649, 16.215748257935047, 17.32057842274662, 16.05325038358569, -6.738490216434002, 10.495401225984097, 4.675234399735928, -3.6644567670300603, 8.784043110907078, -6.109230659902096, -4.922407805919647, 40.504812475293875, -29.565786378458142, 20.534883320331573, 45.72375940158963, 12.715829242952168, 36.433511735871434, 29.76504225283861, -18.772758413106203, 20.84668856114149, 6.271853052079678]| 12.0814771652221680|      4.00000000|[3239, 1066, 0, 89]                                                        |  | used linear model with 65 points | actual_k=16
      61|[-20.82636065571569, -10.8862714022398, 16.875391729176044, 17.318054645205848, 16.775486301630735, -6.556403540074825, 11.333082996308804, 5.71781250089407, -3.017257791943848, 9.838724412024021, -5.367519222199917, -4.699771970510483, 40.248118814080954, -28.155082719400525, 20.25204986333847, 45.60811283811927, 12.235103239305317, 37.92330932803452, 27.93000990897417, -19.613161731511354, 19.37370079010725, 5.83017935603857]| 12.0814104080200195|      8.00000000|[3287, 1082, 0, 90]                                                        | | GPS sucess | actual_k=16
      62|[-20.84140380914323, -10.548102602362633, 17.138382859528065, 17.252743347431533, 17.0317955724895, -6.346595101058483, 11.535631023347378, 6.109273307025433, -3.008935123682022, 10.303579278290272, -4.1999934539198875, -4.393436700105667, 44.25943177565932, -28.333408506587148, 20.99449473619461, 48.83934715017676, 10.790568460710347, 39.317379953339696, 31.00144273787737, -24.185354877263308, 19.89431654661894, 5.546354524791241]| 12.0814027786254883|     16.00000000|[3335, 1098, 0, 91]                                                        | | GPS sucess | actual_k=16
      63|[-20.84140380914323, -10.548102602362633, 17.138382859528065, 17.252743347431533, 17.0317955724895, -6.346595101058483, 11.535631023347378, 6.109273307025433, -3.008935123682022, 10.303579278290272, -4.1999934539198875, -4.393436700105667, 44.25943177565932, -28.333408506587148, 20.99449473619461, 48.83934715017676, 10.790568460710347, 39.317379953339696, 31.00144273787737, -24.185354877263308, 19.89431654661894, 5.546354524791241]| 12.0814027786254883|      8.00000000|[3396, 1117, 0, 93]                                                        |  | used linear model with 65 points | actual_k=16
      64|[-20.84140380914323, -10.548102602362633, 17.138382859528065, 17.252743347431533, 17.0317955724895, -6.346595101058483, 11.535631023347378, 6.109273307025433, -3.008935123682022, 10.303579278290272, -4.1999934539198875, -4.393436700105667, 44.25943177565932, -28.333408506587148, 20.99449473619461, 48.83934715017676, 10.790568460710347, 39.317379953339696, 31.00144273787737, -24.185354877263308, 19.89431654661894, 5.546354524791241]| 12.0814027786254883|      4.00000000|[3457, 1136, 0, 95]                                                        |  | used linear model with 65 points | actual_k=16
      65|[-21.16848909552209, -11.019959136843681, 17.461461432278156, 17.48302273347508, 16.695827793329954, -6.793820880353451, 12.03089740127325, 5.906731493771076, -2.750868499279022, 11.146579392254353, -4.660789720714092, -4.582643568515778, 43.99465944990516, -28.70322293229401, 20.2458336353302, 48.3355939052999, 10.551407028920949, 39.80478650517762, 31.1751691326499, -24.229454021900892, 20.264571152627468, 4.91131453961134]| 12.0802230834960938|      8.00000000|[3505, 1152, 0, 96]                                                        | | GPS sucess | actual_k=16
      66|[-21.16848909552209, -11.019959136843681, 17.461461432278156, 17.48302273347508, 16.695827793329954, -6.793820880353451, 12.03089740127325, 5.906731493771076, -2.750868499279022, 11.146579392254353, -4.660789720714092, -4.582643568515778, 43.99465944990516, -28.70322293229401, 20.2458336353302, 48.3355939052999, 10.551407028920949, 39.80478650517762, 31.1751691326499, -24.229454021900892, 20.264571152627468, 4.91131453961134]| 12.0802230834960938|      4.00000000|[3566, 1171, 0, 98]                                                        |  | used linear model with 65 points | actual_k=16
      67|[-21.221774847013876, -12.868293687701225, 18.121104903519154, 17.48049895593431, 17.418063711374998, -6.611734203994274, 12.868579171597958, 6.949309594929218, -2.10366952419281, 12.201260693371296, -3.9190782830119133, -3.442937910556793, 43.737965788692236, -27.84257042594254, 19.963000178337097, 48.21994734182954, 10.070681025274098, 41.2945840973407, 31.157398397102952, -25.069857340306044, 18.791583381593227, 4.469640843570232]| 12.0786962509155273|      8.00000000|[3614, 1187, 0, 99]                                                        | | GPS sucess | actual_k=16
      68|[-21.221774847013876, -12.868293687701225, 18.121104903519154, 17.48049895593431, 17.418063711374998, -6.611734203994274, 12.868579171597958, 6.949309594929218, -2.10366952419281, 12.201260693371296, -3.9190782830119133, -3.442937910556793, 43.737965788692236, -27.84257042594254, 19.963000178337097, 48.21994734182954, 10.070681025274098, 41.2945840973407, 31.157398397102952, -25.069857340306044, 18.791583381593227, 4.469640843570232]| 12.0786962509155273|      4.00000000|[3676, 1205, 0, 101]                                                       |  | used linear model with 65 points | actual_k=16
      69|[-21.27506059850566, -13.090359166264534, 18.78074837476015, 17.477975178393535, 18.140299629420042, -6.4296475276350975, 13.706260941922665, 7.99188769608736, -1.456470549106598, 13.25594199448824, -3.1773668453097343, -2.303232252597809, 44.57141920551658, -26.98191791959107, 19.680166721343994, 48.104300778359175, 9.589955021627247, 42.78438168950379, 29.32236605323851, -25.348290037363768, 17.318595610558987, 4.027967147529125]| 12.0783491134643555|      8.00000000|[3724, 1221, 0, 102]                                                       | | GPS sucess | actual_k=16
      70|[-21.27506059850566, -13.090359166264534, 18.78074837476015, 17.477975178393535, 18.140299629420042, -6.4296475276350975, 13.706260941922665, 7.99188769608736, -1.456470549106598, 13.25594199448824, -3.1773668453097343, -2.303232252597809, 44.57141920551658, -26.98191791959107, 19.680166721343994, 48.104300778359175, 9.589955021627247, 42.78438168950379, 29.32236605323851, -25.348290037363768, 17.318595610558987, 4.027967147529125]| 12.0783491134643555|      4.00000000|[3785, 1240, 0, 104]                                                       |  | used linear model with 65 points | actual_k=16
      71|[-23.396034662378952, -10.86772795021534, 18.0964872315526, 19.013669419917278, 17.61040098592639, -7.995874486863613, 16.292575381696224, 7.108502276241779, -0.1033758521080017, 16.19049847871065, 0.757197268307209, -1.8073570132255554, 43.740221824496984, -26.563084663823247, 19.759545907378197, 46.84825496003032, 10.88759641814977, 40.93498391099274, 29.215382473543286, -25.792918156832457, 17.565822549164295, 1.2824770733714104]| 12.0760135650634766|      8.00000000|[3833, 1256, 0, 105]                                                       | | GPS sucess | actual_k=16
      72|[-23.417139484314248, -11.343085512518883, 17.865504316985607, 19.18906277779024, 17.97062550112605, -7.173811040818691, 16.36341018974781, 7.610314853489399, -0.6846100687980652, 16.853235848248005, 0.5373605266213417, -1.2209361791610718, 44.44576778635383, -25.411915125325322, 19.09845845401287, 48.18833092972636, 9.725913454778492, 41.2261106390506, 31.713803904131055, -19.80098719522357, 19.33916611224413, -1.985189028084278]| 12.0745058059692383|     16.00000000|[3881, 1272, 0, 106]                                                       | | GPS sucess | actual_k=16
      73|[-23.417139484314248, -11.343085512518883, 17.865504316985607, 19.18906277779024, 17.97062550112605, -7.173811040818691, 16.36341018974781, 7.610314853489399, -0.6846100687980652, 16.853235848248005, 0.5373605266213417, -1.2209361791610718, 44.44576778635383, -25.411915125325322, 19.09845845401287, 48.18833092972636, 9.725913454778492, 41.2261106390506, 31.713803904131055, -19.80098719522357, 19.33916611224413, -1.985189028084278]| 12.0745058059692383|      8.00000000|[3943, 1290, 0, 108]                                                       |  | used linear model with 65 points | actual_k=16
      74|[-23.417139484314248, -11.343085512518883, 17.865504316985607, 19.18906277779024, 17.97062550112605, -7.173811040818691, 16.36341018974781, 7.610314853489399, -0.6846100687980652, 16.853235848248005, 0.5373605266213417, -1.2209361791610718, 44.44576778635383, -25.411915125325322, 19.09845845401287, 48.18833092972636, 9.725913454778492, 41.2261106390506, 31.713803904131055, -19.80098719522357, 19.33916611224413, -1.985189028084278]| 12.0745058059692383|      4.00000000|[4000, 1313, 0, 110]                                                       |  | used linear model with 65 points | actual_k=16
      75|[-23.42466106102802, -11.512543633580208, 17.996999882161617, 19.156407128903084, 18.098780136555433, -6.953683651983738, 16.464684203267097, 7.581002444028854, -0.6804487346671522, 17.08566328138113, 1.1211234107613564, -1.067768543958664, 46.45142426714301, -25.500365683808923, 19.46968089044094, 49.80394808575511, 9.003646065481007, 41.92314595170319, 33.249520318582654, -22.087083768099546, 19.599473990499973, -2.127101443707943]| 12.0742492675781250|      8.00000000|[4048, 1329, 0, 111]                                                       | | GPS sucess | actual_k=16
      76|[-23.530164500931278, -13.851809695363045, 19.115740679204464, 19.155233124736696, 19.400306683033705, -7.389244832098484, 18.37877793610096, 8.760266989469528, -2.757833683397621, 16.684668086469173, 0.434305228292942, 0.4969476759433746, 49.66542949900031, -25.949923375621438, 20.501596197485924, 53.10907570645213, 10.280835558660328, 44.61275881715119, 33.259450202807784, -22.053759917616844, 16.439598836004734, -0.8786112293601036]| 12.0730075836181641|     16.00000000|[4096, 1345, 0, 112]                                                       | | GPS sucess | actual_k=16
      77|[-23.36617643223144, -14.529642179608345, 19.641722939908504, 19.024610529188067, 18.91369504854083, -6.9696279540658, 18.783873990178108, 9.543188601732254, -2.741188346873969, 17.614377819001675, 2.7693567648530006, 1.109618216753006, 57.68805542215705, -26.30372560955584, 21.986485943198204, 59.57154433056712, 7.391766001470387, 47.40090006776154, 39.40231586061418, -31.19814620912075, 17.48083034902811, -1.446260891854763]| 12.0720500946044922|     32.00000000|[4144, 1361, 0, 113]                                                       | | GPS sucess | actual_k=16
      78|[-23.36617643223144, -14.529642179608345, 19.641722939908504, 19.024610529188067, 18.91369504854083, -6.9696279540658, 18.783873990178108, 9.543188601732254, -2.741188346873969, 17.614377819001675, 2.7693567648530006, 1.109618216753006, 57.68805542215705, -26.30372560955584, 21.986485943198204, 59.57154433056712, 7.391766001470387, 47.40090006776154, 39.40231586061418, -31.19814620912075, 17.48083034902811, -1.446260891854763]| 12.0720500946044922|     16.00000000|[4205, 1380, 0, 115]                                                       |  | used linear model with 65 points | actual_k=16
      79|[-23.36617643223144, -14.529642179608345, 19.641722939908504, 19.024610529188067, 18.91369504854083, -6.9696279540658, 18.783873990178108, 9.543188601732254, -2.741188346873969, 17.614377819001675, 2.7693567648530006, 1.109618216753006, 57.68805542215705, -26.30372560955584, 21.986485943198204, 59.57154433056712, 7.391766001470387, 47.40090006776154, 39.40231586061418, -31.19814620912075, 17.48083034902811, -1.446260891854763]| 12.0720500946044922|      8.00000000|[4266, 1399, 0, 117]                                                       |  | used linear model with 65 points | actual_k=16
      80|[-23.36617643223144, -14.529642179608345, 19.641722939908504, 19.024610529188067, 18.91369504854083, -6.9696279540658, 18.783873990178108, 9.543188601732254, -2.741188346873969, 17.614377819001675, 2.7693567648530006, 1.109618216753006, 57.68805542215705, -26.30372560955584, 21.986485943198204, 59.57154433056712, 7.391766001470387, 47.40090006776154, 39.40231586061418, -31.19814620912075, 17.48083034902811, -1.446260891854763]| 12.0720500946044922|      4.00000000|[4327, 1418, 0, 119]                                                       |  | used linear model with 65 points | actual_k=16
      81|[-23.419462183723226, -15.116045787930489, 20.301366411149502, 19.022086751647294, 19.635930966585875, -6.787541277706623, 19.621555760502815, 10.585766702890396, -2.0939893717877567, 18.669059120118618, 3.5110682025551796, 2.2493238747119904, 57.43136176094413, -25.44307310320437, 21.7036524862051, 59.45589776709676, 6.911039997823536, 48.78832239098847, 37.56728351674974, -32.0385495275259, 16.00784257799387, -1.8879345878958702]| 12.0715103149414062|      8.00000000|[4375, 1434, 0, 120]                                                       | | GPS sucess | actual_k=16
      82|[-23.419462183723226, -15.116045787930489, 20.301366411149502, 19.022086751647294, 19.635930966585875, -6.787541277706623, 19.621555760502815, 10.585766702890396, -2.0939893717877567, 18.669059120118618, 3.5110682025551796, 2.2493238747119904, 57.43136176094413, -25.44307310320437, 21.7036524862051, 59.45589776709676, 6.911039997823536, 48.78832239098847, 37.56728351674974, -32.0385495275259, 16.00784257799387, -1.8879345878958702]| 12.0715103149414062|      4.00000000|[4437, 1452, 0, 122]                                                       |  | used linear model with 65 points | actual_k=16
      83|[-24.641243199119344, -14.003079369664192, 21.40061827749014, 19.643267405219376, 18.09606285020709, -6.918176673352718, 20.266563072800636, 11.27995178103447, -1.7057905490510166, 17.24695237725973, 4.2972705736756325, 3.3530040085315704, 56.59837683662772, -25.178639421239495, 21.320136681199074, 59.5877139903605, 7.688805867917836, 48.74060355685651, 38.325463538989425, -31.647428944706917, 17.429445542395115, -2.195551447570324]| 12.0698089599609375|      8.00000000|[4485, 1468, 0, 123]                                                       | | GPS sucess | actual_k=16
      84|[-28.87040207744576, -14.85284711420536, 17.466035090386868, 23.745722067542374, 17.061088871210814, -8.81288542598486, 18.486950889229774, 12.650598257780075, -2.388052612077445, 16.217124067246914, 4.772682346403599, 4.170448571443558, 56.53079416230321, -25.766009399667382, 20.812095537781715, 59.73210810497403, 7.387966235168278, 48.41876300238073, 38.32161895162426, -31.715276911854744, 17.08938793092966, -2.0901759266853333]| 12.0591039657592773|     16.00000000|[4533, 1484, 0, 124]                                                       | | GPS sucess | actual_k=16
      85|[-29.08140895725228, -17.982405439019203, 19.70351668447256, 23.7433740592096, 19.664141964167356, -9.684007786214352, 22.3151383548975, 15.009127348661423, -6.542822509538382, 20.940791212022305, 3.39904598146677, 4.637390524148941, 62.95880462601781, -26.665124783292413, 22.87592615187168, 66.34236334636807, 9.94234522152692, 53.797988733276725, 38.34147872007452, -31.64862921088934, 10.769637621939182, 0.4068045020103455]| 12.0561237335205078|     32.00000000|[4581, 1500, 0, 125]                                                       | | GPS sucess | actual_k=16
      86|[-29.08140895725228, -17.982405439019203, 19.70351668447256, 23.7433740592096, 19.664141964167356, -9.684007786214352, 22.3151383548975, 15.009127348661423, -6.542822509538382, 20.940791212022305, 3.39904598146677, 4.637390524148941, 62.95880462601781, -26.665124783292413, 22.87592615187168, 66.34236334636807, 9.94234522152692, 53.797988733276725, 38.34147872007452, -31.64862921088934, 10.769637621939182, 0.4068045020103455]| 12.0561237335205078|     16.00000000|[4643, 1518, 0, 127]                                                       |  | used linear model with 65 points | actual_k=16
      87|[-29.08140895725228, -17.982405439019203, 19.70351668447256, 23.7433740592096, 19.664141964167356, -9.684007786214352, 22.3151383548975, 15.009127348661423, -6.542822509538382, 20.940791212022305, 3.39904598146677, 4.637390524148941, 62.95880462601781, -26.665124783292413, 22.87592615187168, 66.34236334636807, 9.94234522152692, 53.797988733276725, 38.34147872007452, -31.64862921088934, 10.769637621939182, 0.4068045020103455]| 12.0561237335205078|      8.00000000|[4703, 1538, 0, 129]                                                       |  | used linear model with 65 points | actual_k=16
      88|[-29.08140895725228, -17.982405439019203, 19.70351668447256, 23.7433740592096, 19.664141964167356, -9.684007786214352, 22.3151383548975, 15.009127348661423, -6.542822509538382, 20.940791212022305, 3.39904598146677, 4.637390524148941, 62.95880462601781, -26.665124783292413, 22.87592615187168, 66.34236334636807, 9.94234522152692, 53.797988733276725, 38.34147872007452, -31.64862921088934, 10.769637621939182, 0.4068045020103455]| 12.0561237335205078|      4.00000000|[4762, 1559, 0, 131]                                                       |  | used linear model with 65 points | actual_k=16
      89|[-29.11218916089274, -18.675687864422798, 18.654462181031704, 23.999175468692556, 20.189508747309446, -8.485072873532772, 22.418458692729473, 15.73291751742363, -7.329531937371939, 21.912747465074062, 2.7065633311867714, 4.670552916824818, 62.02752651646733, -26.090768406167626, 24.552351489663124, 66.3707733899355, 8.90831442642957, 51.82774301432073, 38.589050978189334, -31.089367114007473, 9.936702705919743, 0.5882159918546677]| 12.0557518005371094|      8.00000000|[4810, 1575, 0, 132]                                                       | | GPS sucess | actual_k=16
      90|[-29.21876066387631, -19.119818821549416, 19.53468295186758, 23.99412791361101, 21.633980583399534, -7.437050126492977, 24.093822233378887, 17.818073719739914, -6.035133987199515, 24.02211006730795, 4.189986206591129, 6.949964232742786, 61.51413919404149, -24.369463393464684, 23.986684575676918, 66.13948026299477, 7.9468624191358685, 54.8073381986469, 34.91898629046045, -32.770173750817776, 6.990727163851261, -0.2951314002275467]| 12.0556640625000000|     16.00000000|[4858, 1591, 0, 133]                                                       | | GPS sucess | actual_k=16
      91|[-29.245823798933998, -19.797651305794716, 20.06066521257162, 23.86350531806238, 22.146599125117064, -7.017433248460293, 24.498918287456036, 18.60099533200264, -6.013924560975283, 24.95181979984045, 6.525037743151188, 7.562634773552418, 69.53676511719823, -24.723265627399087, 25.4715743213892, 72.60194888710976, 5.057792861945927, 57.595479449257255, 41.06185194826685, -41.91456004232168, 8.031958676874638, -0.8627810627222061]| 12.0553522109985352|     32.00000000|[4906, 1607, 0, 134]                                                       | | GPS sucess | actual_k=16
      92|[-29.245823798933998, -19.797651305794716, 20.06066521257162, 23.86350531806238, 22.146599125117064, -7.017433248460293, 24.498918287456036, 18.60099533200264, -6.013924560975283, 24.95181979984045, 6.525037743151188, 7.562634773552418, 69.53676511719823, -24.723265627399087, 25.4715743213892, 72.60194888710976, 5.057792861945927, 57.595479449257255, 41.06185194826685, -41.91456004232168, 8.031958676874638, -0.8627810627222061]| 12.0553522109985352|     16.00000000|[4964, 1629, 0, 136]                                                       |  | used linear model with 65 points | actual_k=16
      93|[-29.245823798933998, -19.797651305794716, 20.06066521257162, 23.86350531806238, 22.146599125117064, -7.017433248460293, 24.498918287456036, 18.60099533200264, -6.013924560975283, 24.95181979984045, 6.525037743151188, 7.562634773552418, 69.53676511719823, -24.723265627399087, 25.4715743213892, 72.60194888710976, 5.057792861945927, 57.595479449257255, 41.06185194826685, -41.91456004232168, 8.031958676874638, -0.8627810627222061]| 12.0553522109985352|      8.00000000|[5025, 1648, 0, 138]                                                       |  | used linear model with 65 points | actual_k=16
      94|[-29.25287314201705, -19.956428214907646, 20.183964751660824, 23.921800556825474, 22.26673885807395, -9.963995300233364, 22.76002263277769, 18.797021195292473, -1.3821844677440822, 25.201322458684444, 5.368968583643436, 9.062319107353687, 70.44405337050557, -27.551455477252603, 28.26718284189701, 74.32776108384132, 4.176658709533513, 57.41804579459131, 42.0497486887034, -39.913001261651516, 9.328053332865238, -0.758471243083477]| 12.0542535781860352|     16.00000000|[5073, 1664, 0, 139]                                                       | | GPS sucess | actual_k=16
      95|[-28.865867097629234, -24.08026520907879, 19.53762461990118, 23.958922087447718, 21.667199816554785, -11.567622028291225, 22.164496414363384, 18.98326849937439, -0.8762392620556056, 23.727733992040157, 3.2205177322030067, 8.98082622885704, 72.9990794248879, -29.452769258990884, 29.517757549881935, 76.1877672970295, 5.98451538849622, 56.11786142550409, 39.32518962002359, -37.927020989358425, 7.7399991527199745, 0.6697928979992867]| 12.0529222488403320|     32.00000000|[5121, 1680, 0, 140]                                                       | | GPS sucess | actual_k=16
      96|[-28.865867097629234, -24.08026520907879, 19.53762461990118, 23.958922087447718, 21.667199816554785, -11.567622028291225, 22.164496414363384, 18.98326849937439, -0.8762392620556056, 23.727733992040157, 3.2205177322030067, 8.98082622885704, 72.9990794248879, -29.452769258990884, 29.517757549881935, 76.1877672970295, 5.98451538849622, 56.11786142550409, 39.32518962002359, -37.927020989358425, 7.7399991527199745, 0.6697928979992867]| 12.0529222488403320|     16.00000000|[5179, 1702, 0, 142]                                                       |  | used linear model with 65 points | actual_k=16
      97|[-28.865867097629234, -24.08026520907879, 19.53762461990118, 23.958922087447718, 21.667199816554785, -11.567622028291225, 22.164496414363384, 18.98326849937439, -0.8762392620556056, 23.727733992040157, 3.2205177322030067, 8.98082622885704, 72.9990794248879, -29.452769258990884, 29.517757549881935, 76.1877672970295, 5.98451538849622, 56.11786142550409, 39.32518962002359, -37.927020989358425, 7.7399991527199745, 0.6697928979992867]| 12.0529222488403320|      8.00000000|[5237, 1724, 0, 144]                                                       |  | used linear model with 65 points | actual_k=16
      98|[-28.872916440712288, -24.23904211819172, 19.660924158990383, 24.01721732621081, 22.28571578487754, -14.514184080064297, 23.77997302263975, 19.179294362664223, 3.7555008311755955, 23.97723665088415, 2.0644485726952553, 10.48051056265831, 73.90636767819524, -32.2809591088444, 32.31336607038975, 77.91357949376106, 5.103381236083806, 55.94042777083814, 40.31308636046015, -35.92546220868826, 9.036093808710575, 0.9080062285065651]| 12.0523719787597656|     16.00000000|[5285, 1740, 0, 145]                                                       | | GPS sucess | actual_k=16
      99|[-28.872916440712288, -24.23904211819172, 19.660924158990383, 24.01721732621081, 22.28571578487754, -14.514184080064297, 23.77997302263975, 19.179294362664223, 3.7555008311755955, 23.97723665088415, 2.0644485726952553, 10.48051056265831, 73.90636767819524, -32.2809591088444, 32.31336607038975, 77.91357949376106, 5.103381236083806, 55.94042777083814, 40.31308636046015, -35.92546220868826, 9.036093808710575, 0.9080062285065651]| 12.0523719787597656|      8.00000000|[5345, 1760, 0, 147]                                                       |  | used linear model with 65 points | actual_k=16
     100|[-28.872916440712288, -24.23904211819172, 19.660924158990383, 24.01721732621081, 22.28571578487754, -14.514184080064297, 23.77997302263975, 19.179294362664223, 3.7555008311755955, 23.97723665088415, 2.0644485726952553, 10.48051056265831, 73.90636767819524, -32.2809591088444, 32.31336607038975, 77.91357949376106, 5.103381236083806, 55.94042777083814, 40.31308636046015, -35.92546220868826, 9.036093808710575, 0.9080062285065651]| 12.0523719787597656|      4.00000000|[5405, 1780, 0, 149]                                                       |  | used linear model with 65 points | actual_k=16
     101|[-28.88043801742606, -24.408500239253044, 19.792419724166393, 23.984561677323654, 22.41387042030692, -14.409279860556126, 23.88124703615904, 19.375024765729904, 3.7596621653065085, 24.209664084017277, 2.64821145683527, 10.633678197860718, 75.91202415898442, -32.93111155368388, 32.68458850681782, 79.52919664978981, 5.430177082307637, 56.63746308349073, 41.848802774911746, -38.211558781564236, 9.29640168696642, 0.7660938128829002]| 12.0521068572998047|      8.00000000|[5453, 1796, 0, 150]                                                       | | GPS sucess | actual_k=16
     102|[-28.931081170914695, -25.549470230937004, 21.508597426116467, 23.764689560281113, 23.276741947978735, -13.702954389154911, 24.563130013644695, 20.694206088781357, 3.7961143581196666, 25.721792437136173, 3.3817400112748146, 12.35659110546112, 77.41820349171758, -31.74860999919474, 33.44400443136692, 79.87114727497101, 8.732635130174458, 56.32942526601255, 42.72830632305704, -33.4587983712554, 11.303599543869495, 3.5421107634902]| 12.0514984130859375|     16.00000000|[5501, 1812, 0, 151]                                                       | | GPS sucess | actual_k=16
