k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.2111868262290955, 0.0883813723921776, -0.2306648045778275, 0.4091905355453491, -0.1088522374629974, 0.0524099543690681, -0.1903152465820312, 0.3371392488479614, 0.1691189855337143, 0.0423129573464394, 0.252195417881012, 0.1636687219142914, -0.1198293939232826, 0.0954672917723656, -0.0954813733696938, -0.2840315997600555, -0.433623731136322, 0.1099281907081604, 0.0136716738343239, -0.191796287894249, -0.0244953185319901, 0.1551349461078644]| 14.1067180633544922|      2.00000000|[39, 0, 0, 1]                                                              | | GPS sucess | actual_k=0
      51|[-40.540972324088216, -28.52472745627165, 7.136694382643327, 35.56480174511671, 7.269560227170587, 10.42438322363887, -11.113977515138686, -5.25833791680634, 3.8126275092363358, 7.884364865720272, -2.4128854870796204, 3.187818133737892, -19.623912634677254, 4.218095108866692, 5.1966178342700005, -5.6366514675319195, -16.012847270816565, -9.46176702529192, -12.309984985738993, 13.74658347479999, -13.13687465339899, -7.256735193368513]| 12.0240430831909180|      8.00000000|[1939, 0, 0, 51]                                                           |  | used linear model with 39 points | actual_k=0
      52|[-40.540972324088216, -28.52472745627165, 7.136694382643327, 35.56480174511671, 7.269560227170587, 10.42438322363887, -11.113977515138686, -5.25833791680634, 3.8126275092363358, 7.884364865720272, -2.4128854870796204, 3.187818133737892, -19.623912634677254, 4.218095108866692, 5.1966178342700005, -5.6366514675319195, -16.012847270816565, -9.46176702529192, -12.309984985738993, 13.74658347479999, -13.13687465339899, -7.256735193368513]| 12.0240430831909180|      4.00000000|[1977, 0, 0, 52]                                                           |  | used linear model with 39 points | actual_k=0
      53|[-41.10277500934899, -27.587420217692852, 7.914359461283311, 35.897969000041485, 7.590129056945443, 9.922354043112136, -11.056164083071053, -5.678573640063405, 4.3612548261880875, 7.918723836541176, -2.270370751619339, 3.784540557768196, -20.278608562774025, 1.9142351597547531, 6.069172911345959, -6.827608894556761, -16.25240447744727, -9.104271240532398, -11.054955545812845, 14.789171589538455, -13.07756046578288, -6.5798907753196545]| 12.0238914489746094|      8.00000000|[2015, 0, 0, 53]                                                           | | GPS sucess | actual_k=0
      54|[-41.10277500934899, -27.587420217692852, 7.914359461283311, 35.897969000041485, 7.590129056945443, 9.922354043112136, -11.056164083071053, -5.678573640063405, 4.3612548261880875, 7.918723836541176, -2.270370751619339, 3.784540557768196, -20.278608562774025, 1.9142351597547531, 6.069172911345959, -6.827608894556761, -16.25240447744727, -9.104271240532398, -11.054955545812845, 14.789171589538455, -13.07756046578288, -6.5798907753196545]| 12.0238914489746094|      4.00000000|[2053, 0, 0, 54]                                                           |  | used linear model with 39 points | actual_k=0
      55|[-41.65382865257561, -27.911546729505062, 9.163299571489915, 36.099803544580936, 8.159788647666574, 9.864698742167093, -11.454712537117302, -5.394246073439717, 4.020026609301567, 8.234727904200554, -2.803234487771988, 4.331992530729622, -20.016830625361763, 1.8688101544976234, 4.969309024512768, -6.081213962286711, -18.474940087646246, -8.460945136845112, -9.682258669286966, 14.031181229278445, -13.982957165688276, -7.119924234983046]| 12.0213842391967773|      8.00000000|[2091, 0, 0, 55]                                                           | | GPS sucess | actual_k=0
      56|[-43.88520839996636, -31.203851245343685, 8.170600842451677, 38.12442431598902, 11.206021109595895, 11.54373142553959, -8.075636533088982, -5.5612039137631655, 3.3444267362356186, 8.278069823980331, -1.8755657374858856, 6.166749739553779, -18.796806158847176, 0.4912019744515419, 5.605132810771465, -7.803599368780851, -19.396168019622564, -7.854773230850697, -10.336273733526468, 12.874734414741397, -13.078422229737043, -7.70147662126692]| 12.0164060592651367|     16.00000000|[2129, 0, 0, 56]                                                           | | GPS sucess | actual_k=0
      57|[-43.895809466950595, -32.4537815079093, 11.056909750914201, 37.735807187855244, 7.095823088660836, 9.955453727976419, -8.10099517274648, -9.119928317144513, 8.091638192534447, 2.056286185979843, 0.1776330769062042, 1.113836073782295, -13.251948656863533, -0.4927475675940514, 6.638893358409405, -3.4476094357669353, -23.028992917388678, -2.377939887344837, -13.774637762457132, 12.224075211212039, -12.67171848937869, -5.9401377912727185]| 12.0141286849975586|     32.00000000|[2167, 0, 0, 57]                                                           | | GPS sucess | actual_k=0
      58|[-42.53455894719809, -43.55157985538244, 4.10003538033925, 38.780397064983845, 2.000297823920846, 9.429245386854745, -13.27044211793691, -12.325506405904889, -5.444877997040749, 4.460622876882553, 2.403996020555496, 1.4281310676597059, -18.10927325708326, 6.36098263412714, 20.034786455333233, -5.372071992605925, -19.00859287008643, 10.788658432662487, -16.88554484024644, 16.840237034484744, -9.333707701414824, 3.578107905748766]| 12.0112829208374023|     64.00000000|[2205, 0, 0, 58]                                                           | | GPS sucess | actual_k=0
      59|[-42.53455894719809, -43.55157985538244, 4.10003538033925, 38.780397064983845, 2.000297823920846, 9.429245386854745, -13.27044211793691, -12.325506405904889, -5.444877997040749, 4.460622876882553, 2.403996020555496, 1.4281310676597059, -18.10927325708326, 6.36098263412714, 20.034786455333233, -5.372071992605925, -19.00859287008643, 10.788658432662487, -16.88554484024644, 16.840237034484744, -9.333707701414824, 3.578107905748766]| 12.0112829208374023|     32.00000000|[2243, 0, 0, 59]                                                           |  | used linear model with 39 points | actual_k=0
      60|[-49.675111944787204, -55.307135961949825, 11.009492110228166, 44.09063494950533, 5.4238126669079065, 10.69772461487446, -6.355151762254536, -17.1944849062711, -7.22282911837101, -2.326239973306656, 9.83332684636116, 10.694100344087929, -14.726539912051521, 7.735277749598026, 19.779025875031948, 7.933767545968294, -16.827832486480474, 14.156347803771496, -5.3493405021727085, 18.93808020465076, -14.649991404265165, -4.221809792157728]| 11.9963226318359375|     64.00000000|[2281, 0, 0, 60]                                                           | | GPS sucess | actual_k=0
      61|[-69.31747835408896, -78.05815639346838, -4.317176629090682, 62.97269404679537, 20.41502265073359, 18.280006681219675, -2.1095443861559033, -2.9965354967862368, -11.319159284234047, 21.380127519369125, 11.995658189058304, 9.73351147165522, -11.953934254474007, 29.372347451746464, 14.01457580178976, -3.0205161683261395, -23.015068795531988, 20.826482824981213, 8.055007871240377, 22.503614557906985, -3.0079063288867474, 12.316102576616686]| 11.9903898239135742|    128.00000000|[2319, 0, 0, 61]                                                           | | GPS sucess | actual_k=0
      62|[-69.31747835408896, -78.05815639346838, -4.317176629090682, 62.97269404679537, 20.41502265073359, 18.280006681219675, -2.1095443861559033, -2.9965354967862368, -11.319159284234047, 21.380127519369125, 11.995658189058304, 9.73351147165522, -11.953934254474007, 29.372347451746464, 14.01457580178976, -3.0205161683261395, -23.015068795531988, 20.826482824981213, 8.055007871240377, 22.503614557906985, -3.0079063288867474, 12.316102576616686]| 11.9903898239135742|     64.00000000|[2357, 0, 0, 62]                                                           |  | used linear model with 39 points | actual_k=0
      63|[-73.57150762807578, -79.18674280494452, -16.672673989320174, 68.91681779175997, 3.5007942114025354, 18.615552489296533, -10.754346479661763, 4.074274821206927, -37.19264866411686, 33.246622651815414, 9.67817309498787, 23.34168961038813, 3.702000079327263, 37.94585094600916, 16.51359637826681, 10.599742162972689, -6.563643243163824, 3.777336172759533, 8.647540029138327, 13.72040761820972, -33.31400526687503, 5.297332835558336]| 11.9182863235473633|    128.00000000|[2395, 0, 0, 63]                                                           | | GPS sucess | actual_k=0
      64|[-73.57150762807578, -79.18674280494452, -16.672673989320174, 68.91681779175997, 3.5007942114025354, 18.615552489296533, -10.754346479661763, 4.074274821206927, -37.19264866411686, 33.246622651815414, 9.67817309498787, 23.34168961038813, 3.702000079327263, 37.94585094600916, 16.51359637826681, 10.599742162972689, -6.563643243163824, 3.777336172759533, 8.647540029138327, 13.72040761820972, -33.31400526687503, 5.297332835558336]| 11.9182863235473633|     64.00000000|[2433, 0, 0, 64]                                                           |  | used linear model with 39 points | actual_k=0
      65|[-90.29420202504843, -74.38823129981756, -32.5818899164442, 84.74500668793917, -28.355447014793754, 12.236880366341211, -10.497033615596592, -2.730642991140485, -35.26902236044407, 31.889507740736008, 8.518584161996841, 5.245627903845161, -1.78710037691053, 27.02414570003748, 2.1796120032668114, 13.865498531609774, 8.840826246887445, 18.345167212188244, 27.83756535872817, 35.91899122111499, -41.00660599395633, 3.2209220651420765]| 11.8951807022094727|    128.00000000|[2471, 0, 0, 65]                                                           | | GPS sucess | actual_k=0
      66|[-103.76163309346884, -64.8919191583991, -0.1938894281629473, 89.08452475816011, -50.98590584658086, 5.009707991615869, -59.65962745714933, -24.231024460867047, -59.36111105978489, 12.400587528944016, -4.560149282217026, -37.22702071676031, -32.05412346345838, 25.63611326366663, 6.622842155396938, 33.01095675304532, 66.84278700128198, 21.917413763701916, 55.928490575402975, 12.668188227340579, -32.822654616087675, 49.69949872529833]| 11.8719987869262695|    256.00000000|[2509, 0, 0, 66]                                                           | | GPS sucess | actual_k=0
      67|[-103.76163309346884, -64.8919191583991, -0.1938894281629473, 89.08452475816011, -50.98590584658086, 5.009707991615869, -59.65962745714933, -24.231024460867047, -59.36111105978489, 12.400587528944016, -4.560149282217026, -37.22702071676031, -32.05412346345838, 25.63611326366663, 6.622842155396938, 33.01095675304532, 66.84278700128198, 21.917413763701916, 55.928490575402975, 12.668188227340579, -32.822654616087675, 49.69949872529833]| 11.8719987869262695|    128.00000000|[2547, 0, 0, 67]                                                           |  | used linear model with 39 points | actual_k=0
      68|[-103.76163309346884, -64.8919191583991, -0.1938894281629473, 89.08452475816011, -50.98590584658086, 5.009707991615869, -59.65962745714933, -24.231024460867047, -59.36111105978489, 12.400587528944016, -4.560149282217026, -37.22702071676031, -32.05412346345838, 25.63611326366663, 6.622842155396938, 33.01095675304532, 66.84278700128198, 21.917413763701916, 55.928490575402975, 12.668188227340579, -32.822654616087675, 49.69949872529833]| 11.8719987869262695|     64.00000000|[2585, 0, 0, 68]                                                           |  | used linear model with 39 points | actual_k=0
      69|[-103.76163309346884, -64.8919191583991, -0.1938894281629473, 89.08452475816011, -50.98590584658086, 5.009707991615869, -59.65962745714933, -24.231024460867047, -59.36111105978489, 12.400587528944016, -4.560149282217026, -37.22702071676031, -32.05412346345838, 25.63611326366663, 6.622842155396938, 33.01095675304532, 66.84278700128198, 21.917413763701916, 55.928490575402975, 12.668188227340579, -32.822654616087675, 49.69949872529833]| 11.8719987869262695|     32.00000000|[2623, 0, 0, 69]                                                           |  | used linear model with 39 points | actual_k=0
      70|[-106.22907989751548, -62.69080474227667, 11.455259512877092, 88.4192777350545, -56.901835640892386, 0.5635443372884765, -48.56618930865079, -29.535572247579694, -49.51569117605686, 13.724491447210312, 5.744254976511002, -33.96389982709661, -31.902529033250175, 17.771562196314335, 13.572795234620571, 40.301379192620516, 73.38073894754052, 24.883883766829967, 55.9961782284081, 22.066867960616946, -41.26453484222293, 49.95468823349802]| 11.8582696914672852|     64.00000000|[2661, 0, 0, 70]                                                           | | GPS sucess | actual_k=0
      71|[-106.22907989751548, -62.69080474227667, 11.455259512877092, 88.4192777350545, -56.901835640892386, 0.5635443372884765, -48.56618930865079, -29.535572247579694, -49.51569117605686, 13.724491447210312, 5.744254976511002, -33.96389982709661, -31.902529033250175, 17.771562196314335, 13.572795234620571, 40.301379192620516, 73.38073894754052, 24.883883766829967, 55.9961782284081, 22.066867960616946, -41.26453484222293, 49.95468823349802]| 11.8582696914672852|     32.00000000|[2699, 0, 0, 71]                                                           |  | used linear model with 39 points | actual_k=0
      72|[-110.69813221227378, -59.44208600372076, 8.178260039305314, 92.27900321036577, -49.98027344606817, -4.704242165549658, -52.839692612178624, -22.826950268819928, -48.4526077657938, 6.729792445898056, -1.7661710679531097, -42.37877295026556, -34.79796913487371, 17.121705509722233, -0.6145550385117531, 37.9655935652554, 85.21758148446679, 32.677673153579235, 55.599674094468355, 15.540361059829593, -39.5367028824985, 36.976688546303194]| 11.8500061035156250|     64.00000000|[2737, 0, 0, 72]                                                           | | GPS sucess | actual_k=0
      73|[-122.84764545690268, -60.366534017026424, 15.323163222288713, 100.93262869864702, -48.17270918749273, -27.47121184633579, -63.92325641680509, -8.34262772090733, -22.516828194260597, 19.18228515982628, 0.7427970468997955, -50.99435446271673, -27.61946752888616, 15.496779061853886, -1.1661110892891884, 33.518179167062044, 104.70251724496484, 43.88551216572523, 71.33867536857724, -4.9398101437836885, -21.22425628826022, 33.75600163376657]| 11.8178100585937500|    128.00000000|[2775, 0, 0, 73]                                                           | | GPS sucess | actual_k=0
      74|[-122.84764545690268, -60.366534017026424, 15.323163222288713, 100.93262869864702, -48.17270918749273, -27.47121184633579, -63.92325641680509, -8.34262772090733, -22.516828194260597, 19.18228515982628, 0.7427970468997955, -50.99435446271673, -27.61946752888616, 15.496779061853886, -1.1661110892891884, 33.518179167062044, 104.70251724496484, 43.88551216572523, 71.33867536857724, -4.9398101437836885, -21.22425628826022, 33.75600163376657]| 11.8178100585937500|     64.00000000|[2813, 0, 0, 74]                                                           |  | used linear model with 39 points | actual_k=0
      75|[-122.84764545690268, -60.366534017026424, 15.323163222288713, 100.93262869864702, -48.17270918749273, -27.47121184633579, -63.92325641680509, -8.34262772090733, -22.516828194260597, 19.18228515982628, 0.7427970468997955, -50.99435446271673, -27.61946752888616, 15.496779061853886, -1.1661110892891884, 33.518179167062044, 104.70251724496484, 43.88551216572523, 71.33867536857724, -4.9398101437836885, -21.22425628826022, 33.75600163376657]| 11.8178100585937500|     32.00000000|[2851, 0, 0, 75]                                                           |  | used linear model with 39 points | actual_k=0
      76|[-130.22367447149009, -54.57243802398443, 24.87434310815297, 104.29848367720842, -45.84563227556646, -24.504775221808814, -70.15629484225065, -17.399776654317975, -29.37099279463291, 20.047197729349136, -5.724633067846298, -45.25502417096868, -24.780583175248466, 18.33913192898035, -3.377951003611088, 36.375234354287386, 108.91312000527978, 45.86011105030775, 64.61119686439633, -8.610823499038815, -18.25235105678439, 19.134357613686007]| 11.8132266998291016|     64.00000000|[2889, 0, 0, 76]                                                           | | GPS sucess | actual_k=0
      77|[-130.22367447149009, -54.57243802398443, 24.87434310815297, 104.29848367720842, -45.84563227556646, -24.504775221808814, -70.15629484225065, -17.399776654317975, -29.37099279463291, 20.047197729349136, -5.724633067846298, -45.25502417096868, -24.780583175248466, 18.33913192898035, -3.377951003611088, 36.375234354287386, 108.91312000527978, 45.86011105030775, 64.61119686439633, -8.610823499038815, -18.25235105678439, 19.134357613686007]| 11.8132266998291016|     32.00000000|[2927, 0, 0, 77]                                                           |  | used linear model with 39 points | actual_k=0
      78|[-130.22367447149009, -54.57243802398443, 24.87434310815297, 104.29848367720842, -45.84563227556646, -24.504775221808814, -70.15629484225065, -17.399776654317975, -29.37099279463291, 20.047197729349136, -5.724633067846298, -45.25502417096868, -24.780583175248466, 18.33913192898035, -3.377951003611088, 36.375234354287386, 108.91312000527978, 45.86011105030775, 64.61119686439633, -8.610823499038815, -18.25235105678439, 19.134357613686007]| 11.8132266998291016|     16.00000000|[2965, 0, 0, 78]                                                           |  | used linear model with 39 points | actual_k=0
      79|[-131.16252648364753, -45.94819428771734, 17.692322443937883, 106.02184767276049, -45.03631051443517, -22.64428931043949, -68.41450061369687, -15.239699559286237, -30.740087404847145, 17.371560722589493, -4.836899310350418, -40.14032957563177, -23.23544827324804, 18.90817854553461, -5.494893409311771, 39.79458807781339, 108.29913071170449, 47.434997133910656, 62.481563199311495, -11.573349820449948, -16.44658936187625, 17.70487837231485]| 11.8052701950073242|     32.00000000|[3003, 0, 0, 79]                                                           | | GPS sucess | actual_k=0
      80|[-131.16252648364753, -45.94819428771734, 17.692322443937883, 106.02184767276049, -45.03631051443517, -22.64428931043949, -68.41450061369687, -15.239699559286237, -30.740087404847145, 17.371560722589493, -4.836899310350418, -40.14032957563177, -23.23544827324804, 18.90817854553461, -5.494893409311771, 39.79458807781339, 108.29913071170449, 47.434997133910656, 62.481563199311495, -11.573349820449948, -16.44658936187625, 17.70487837231485]| 11.8052701950073242|     16.00000000|[3041, 0, 0, 80]                                                           |  | used linear model with 39 points | actual_k=0
      81|[-130.6463427497074, -47.74082197993994, 21.020016383146867, 104.96825785189867, -39.18742020986974, -24.350199873908423, -70.86865796614438, -13.253551559522748, -32.08783020079136, 16.63309410214424, -4.359003126621246, -39.97741516539827, -31.103275688714348, 18.36537305265665, -8.675483085215092, 36.87645219638944, 105.99067286029458, 47.97393607348204, 55.438514817506075, -9.241284476593137, -13.686588179320097, 19.7742867890629]| 11.8052606582641602|     32.00000000|[3079, 0, 0, 81]                                                           | | GPS sucess | actual_k=0
      82|[-130.6463427497074, -47.74082197993994, 21.020016383146867, 104.96825785189867, -39.18742020986974, -24.350199873908423, -70.86865796614438, -13.253551559522748, -32.08783020079136, 16.63309410214424, -4.359003126621246, -39.97741516539827, -31.103275688714348, 18.36537305265665, -8.675483085215092, 36.87645219638944, 105.99067286029458, 47.97393607348204, 55.438514817506075, -9.241284476593137, -13.686588179320097, 19.7742867890629]| 11.8052606582641602|     16.00000000|[3117, 0, 0, 82]                                                           |  | used linear model with 39 points | actual_k=0
      83|[-130.6463427497074, -47.74082197993994, 21.020016383146867, 104.96825785189867, -39.18742020986974, -24.350199873908423, -70.86865796614438, -13.253551559522748, -32.08783020079136, 16.63309410214424, -4.359003126621246, -39.97741516539827, -31.103275688714348, 18.36537305265665, -8.675483085215092, 36.87645219638944, 105.99067286029458, 47.97393607348204, 55.438514817506075, -9.241284476593137, -13.686588179320097, 19.7742867890629]| 11.8052606582641602|      8.00000000|[3155, 0, 0, 83]                                                           |  | used linear model with 39 points | actual_k=0
      84|[-133.61268758308142, -47.05630376189947, 23.112955283140764, 106.83154732733965, -39.46773742698133, -25.644662673934363, -70.9751728149131, -12.27206583507359, -33.18302322924137, 14.394556552171707, -3.191048324108124, -38.81561358878389, -29.104171308106743, 19.314593233168125, -9.926392294466496, 35.836519945412874, 105.27952537313104, 45.54097341746092, 56.251508224755526, -8.46681003458798, -12.44222129508853, 16.65376810467569]| 11.8025112152099609|     16.00000000|[3193, 0, 0, 84]                                                           | | GPS sucess | actual_k=0
      85|[-131.54391169082373, -50.44872286170721, 16.943948935484514, 106.72132016718388, -37.50398432277143, -24.000971253379248, -78.41076737362891, -9.412518696859479, -32.945137813687325, 12.243121653795242, -6.181937873363495, -38.18011178681627, -26.00844767910894, 16.597639001905918, -12.146822191774845, 37.16940938308835, 107.15356931462884, 46.24767940491438, 56.95569400861859, -7.377794550731778, -9.911993633955717, 21.483344120148104]| 11.8002214431762695|     32.00000000|[3231, 0, 0, 85]                                                           | | GPS sucess | actual_k=0
      86|[-131.54391169082373, -50.44872286170721, 16.943948935484514, 106.72132016718388, -37.50398432277143, -24.000971253379248, -78.41076737362891, -9.412518696859479, -32.945137813687325, 12.243121653795242, -6.181937873363495, -38.18011178681627, -26.00844767910894, 16.597639001905918, -12.146822191774845, 37.16940938308835, 107.15356931462884, 46.24767940491438, 56.95569400861859, -7.377794550731778, -9.911993633955717, 21.483344120148104]| 11.8002214431762695|     16.00000000|[3269, 0, 0, 86]                                                           |  | used linear model with 39 points | actual_k=0
      87|[-135.29315638076514, -45.18292238563299, 18.997803639387712, 108.82920981943607, -36.05627893470228, -27.5193633394083, -78.86916327197105, -8.546391444280744, -29.707263067364693, 4.372859507799149, -6.310443729162216, -45.08269490906969, -26.730913671082817, 17.467480517923832, -13.830466009676456, 36.550364185124636, 107.9166929461062, 48.35453670471907, 55.630941439419985, -11.063169764354825, -4.1982213370501995, 21.481603241467383]| 11.7949686050415039|     32.00000000|[3307, 0, 0, 87]                                                           | | GPS sucess | actual_k=0
      88|[-135.29315638076514, -45.18292238563299, 18.997803639387712, 108.82920981943607, -36.05627893470228, -27.5193633394083, -78.86916327197105, -8.546391444280744, -29.707263067364693, 4.372859507799149, -6.310443729162216, -45.08269490906969, -26.730913671082817, 17.467480517923832, -13.830466009676456, 36.550364185124636, 107.9166929461062, 48.35453670471907, 55.630941439419985, -11.063169764354825, -4.1982213370501995, 21.481603241467383]| 11.7949686050415039|     16.00000000|[3345, 0, 0, 88]                                                           |  | used linear model with 39 points | actual_k=0
      89|[-138.49900412093848, -47.34196402877569, 17.960558246588334, 111.72783161699772, -29.50032495521009, -26.3201582984766, -76.8141796560958, -9.157809870317578, -28.547435000538826, 2.070754796266556, -6.181523412466049, -50.65925588319078, -31.214079412049614, 12.504708625376225, -14.28260237723589, 39.15145914629102, 107.2159305550158, 40.82948558777571, 60.22797064855695, -9.473280714824796, -5.868290673941374, 22.47992680122843]| 11.7855558395385742|     32.00000000|[3383, 0, 0, 89]                                                           | | GPS sucess | actual_k=0
      90|[-138.49900412093848, -47.34196402877569, 17.960558246588334, 111.72783161699772, -29.50032495521009, -26.3201582984766, -76.8141796560958, -9.157809870317578, -28.547435000538826, 2.070754796266556, -6.181523412466049, -50.65925588319078, -31.214079412049614, 12.504708625376225, -14.28260237723589, 39.15145914629102, 107.2159305550158, 40.82948558777571, 60.22797064855695, -9.473280714824796, -5.868290673941374, 22.47992680122843]| 11.7855558395385742|     16.00000000|[3421, 0, 0, 90]                                                           |  | used linear model with 39 points | actual_k=0
      91|[-138.49900412093848, -47.34196402877569, 17.960558246588334, 111.72783161699772, -29.50032495521009, -26.3201582984766, -76.8141796560958, -9.157809870317578, -28.547435000538826, 2.070754796266556, -6.181523412466049, -50.65925588319078, -31.214079412049614, 12.504708625376225, -14.28260237723589, 39.15145914629102, 107.2159305550158, 40.82948558777571, 60.22797064855695, -9.473280714824796, -5.868290673941374, 22.47992680122843]| 11.7855558395385742|      8.00000000|[3459, 0, 0, 91]                                                           |  | used linear model with 39 points | actual_k=0
      92|[-138.49900412093848, -47.34196402877569, 17.960558246588334, 111.72783161699772, -29.50032495521009, -26.3201582984766, -76.8141796560958, -9.157809870317578, -28.547435000538826, 2.070754796266556, -6.181523412466049, -50.65925588319078, -31.214079412049614, 12.504708625376225, -14.28260237723589, 39.15145914629102, 107.2159305550158, 40.82948558777571, 60.22797064855695, -9.473280714824796, -5.868290673941374, 22.47992680122843]| 11.7855558395385742|      4.00000000|[3497, 0, 0, 92]                                                           |  | used linear model with 39 points | actual_k=0
      93|[-139.9227018309757, -46.83877923339605, 18.16395228705369, 112.71416653692722, -29.997546842321754, -25.709150548442267, -75.85446363408118, -9.585021393373609, -29.890856578946114, 2.5248796343803406, -6.2907692566514015, -49.8580922097899, -30.033283027238213, 12.539679255336523, -14.652504928410053, 37.33019118383527, 107.11956514045596, 41.63627886027098, 59.21135191991925, -9.193492518737912, -6.0615384094417095, 22.448424628877547]| 11.7836122512817383|      8.00000000|[3535, 0, 0, 93]                                                           | | GPS sucess | actual_k=0
      94|[-139.9227018309757, -46.83877923339605, 18.16395228705369, 112.71416653692722, -29.997546842321754, -25.709150548442267, -75.85446363408118, -9.585021393373609, -29.890856578946114, 2.5248796343803406, -6.2907692566514015, -49.8580922097899, -30.033283027238213, 12.539679255336523, -14.652504928410053, 37.33019118383527, 107.11956514045596, 41.63627886027098, 59.21135191991925, -9.193492518737912, -6.0615384094417095, 22.448424628877547]| 11.7836122512817383|      4.00000000|[3573, 0, 0, 94]                                                           |  | used linear model with 39 points | actual_k=0
      95|[-140.27692585717887, -46.88917229697108, 18.455828811740503, 112.94300666451454, -31.50400929711759, -24.689922090037726, -74.79646247345954, -9.474942544475198, -29.581183686852455, 2.8728322982788086, -5.588878251612186, -49.09459628770128, -31.381432684487663, 11.554439570754766, -13.095767386257648, 36.84375857189298, 105.3466953150928, 41.55639125406742, 59.45312574878335, -8.431065844371915, -6.261429246515036, 22.593333071970847]| 11.7827959060668945|      8.00000000|[3611, 0, 0, 95]                                                           | | GPS sucess | actual_k=0
      96|[-140.27692585717887, -46.88917229697108, 18.455828811740503, 112.94300666451454, -31.50400929711759, -24.689922090037726, -74.79646247345954, -9.474942544475198, -29.581183686852455, 2.8728322982788086, -5.588878251612186, -49.09459628770128, -31.381432684487663, 11.554439570754766, -13.095767386257648, 36.84375857189298, 105.3466953150928, 41.55639125406742, 59.45312574878335, -8.431065844371915, -6.261429246515036, 22.593333071970847]| 11.7827959060668945|      4.00000000|[3649, 0, 0, 96]                                                           |  | used linear model with 39 points | actual_k=0
      97|[-140.2384242815897, -46.22145352885127, 18.64595539472066, 112.90585390850902, -29.3171754386276, -23.876896079047583, -74.53801423031837, -7.943024495616555, -29.188601925969124, 3.4163073897361755, -5.541488163173199, -49.222507572267205, -31.59115956944879, 12.004706051200628, -14.69949758797884, 36.14924429729581, 104.35631645843387, 41.19687582552433, 60.88334337249398, -8.9933110345155, -6.8975092731416225, 22.650215438508894]| 11.7823610305786133|      8.00000000|[3687, 0, 0, 97]                                                           | | GPS sucess | actual_k=0
      98|[-140.2384242815897, -46.22145352885127, 18.64595539472066, 112.90585390850902, -29.3171754386276, -23.876896079047583, -74.53801423031837, -7.943024495616555, -29.188601925969124, 3.4163073897361755, -5.541488163173199, -49.222507572267205, -31.59115956944879, 12.004706051200628, -14.69949758797884, 36.14924429729581, 104.35631645843387, 41.19687582552433, 60.88334337249398, -8.9933110345155, -6.8975092731416225, 22.650215438508894]| 11.7823610305786133|      4.00000000|[3725, 0, 0, 98]                                                           |  | used linear model with 39 points | actual_k=0
      99|[-140.9560663504526, -46.24328654259443, 19.877906035399064, 113.29880402609706, -28.710842480883002, -23.14937132166233, -72.5760735841468, -8.123095640912652, -30.30661554634571, 2.795887053012848, -7.003125421702862, -48.8679104805924, -30.07565711659845, 12.081034991890192, -14.800031960010529, 37.11057864502072, 103.98192111775279, 41.85517491400242, 61.14867619052529, -9.191674487665296, -6.722069676965475, 22.358107290172484]| 11.7814092636108398|      8.00000000|[3763, 0, 0, 99]                                                           | | GPS sucess | actual_k=0
     100|[-140.9560663504526, -46.24328654259443, 19.877906035399064, 113.29880402609706, -28.710842480883002, -23.14937132166233, -72.5760735841468, -8.123095640912652, -30.30661554634571, 2.795887053012848, -7.003125421702862, -48.8679104805924, -30.07565711659845, 12.081034991890192, -14.800031960010529, 37.11057864502072, 103.98192111775279, 41.85517491400242, 61.14867619052529, -9.191674487665296, -6.722069676965475, 22.358107290172484]| 11.7814092636108398|      4.00000000|[3801, 0, 0, 100]                                                          |  | used linear model with 39 points | actual_k=0
     101|[-141.82536981534213, -46.53085672110319, 20.50738413236104, 113.81637607142329, -30.269353380426764, -22.15686541364994, -72.06673162896186, -8.591567376628518, -30.605243161320686, 2.612401098012924, -6.025378458201885, -49.224450326059014, -29.357270049280487, 10.943737957626581, -14.30583941936493, 37.321617159992456, 103.50983611866832, 41.07398672401905, 61.214076455682516, -9.423515381291509, -6.089755233377218, 22.902207157516386]| 11.7784137725830078|      8.00000000|[3839, 0, 0, 101]                                                          | | GPS sucess | actual_k=0
     102|[-143.19144485425204, -49.02697288244963, 20.156024496769533, 115.05427716299891, -28.47228883765638, -21.112141426070593, -70.17264288384467, -8.095997938886285, -33.16178770363331, 3.0010721683502197, -7.81394886225462, -47.64342007646337, -28.741159187979065, 8.199397776275873, -13.979998499155045, 35.778306636959314, 104.44119582697749, 40.54437376558781, 59.21277159079909, -5.8108230251818895, -6.886179681867361, 23.99230160465231]| 11.7754812240600586|     16.00000000|[3877, 0, 0, 102]                                                          | | GPS sucess | actual_k=0
