k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3823688924312592, -0.0497824251651764, -0.1420545727014542, 0.1532222926616669, 0.2454042285680771, 0.0836205631494522, -0.3411653935909271, -0.1315423846244812, -0.0376622639596462, 0.0679064393043518, -0.0369983427226543, 0.0588920824229717, 0.0792818889021873, 0.0169150549918413, -0.4636098742485046, 0.1777410060167313, -0.249755471944809, 0.0317587666213512, -0.2147050499916077, 0.0346951186656952, 0.1924824416637421, -0.2044362872838974]| 14.2843809127807617|      2.00000000|[61, 4, 0, 1]                                                              | | GPS sucess | actual_k=4
      52|[-116.89792064577341, -153.13210874795914, 106.07397551834583, 86.50012491457164, 200.72360229119658, -29.662668645381927, 43.24402389675379, -84.4273078404367, 6.8364175744354725, 79.78263718634844, 1.4667944572865963, -106.22832064703107, -40.9585477411747, 22.864454658702016, -65.79275166243315, -89.55801493674517, 46.10640740394592, -93.35453586652875, 90.28278985619545, -105.1562178209424, 74.99125331046525, -44.070778377354145]| 11.7554235458374023|     64.00000000|[3121, 208, 0, 52]                                                         | | GPS sucess | actual_k=4
      53|[-116.89792064577341, -153.13210874795914, 106.07397551834583, 86.50012491457164, 200.72360229119658, -29.662668645381927, 43.24402389675379, -84.4273078404367, 6.8364175744354725, 79.78263718634844, 1.4667944572865963, -106.22832064703107, -40.9585477411747, 22.864454658702016, -65.79275166243315, -89.55801493674517, 46.10640740394592, -93.35453586652875, 90.28278985619545, -105.1562178209424, 74.99125331046525, -44.070778377354145]| 11.7554235458374023|     32.00000000|[3181, 212, 0, 53]                                                         |  | used linear model with 65 points | actual_k=4
      54|[-125.40965370088816, -155.2404254078865, 115.88384719192982, 91.49302528612316, 193.442009922117, -20.980193555355072, 49.31641969829798, -91.8970982991159, 10.011437315493822, 75.41008765250444, 5.679627861827612, -106.1894228644669, -40.186105042696, 23.40384945459664, -57.247305266559124, -97.6974383071065, 41.05908465385437, -82.13649349287152, 96.62811914086342, -112.33028293401003, 81.10857051017229, -50.09836722165346]| 11.7449111938476562|     64.00000000|[3241, 216, 0, 54]                                                         | | GPS sucess | actual_k=4
      55|[-132.2985988035798, -174.45661574602127, 122.1824793368578, 97.09392116777599, 195.60154032334685, -5.5323233008384705, 39.9631148353219, -101.13772558793426, 10.613334018737078, 83.72435671836138, -3.471802268177271, -114.68135096505284, -25.102668076753616, 28.78959354944527, -49.35266291350126, -110.70781237632036, 27.778939962387085, -108.7281549461186, 89.70969405770302, -111.10684479027987, 60.552593642496504, -38.16835356503725]| 11.7155714035034180|    128.00000000|[3301, 220, 0, 55]                                                         | | GPS sucess | actual_k=4
      56|[-135.1118941679597, -225.6392634510994, 141.34902139008045, 99.27546904794872, 180.93080019578338, -13.486840188503265, 70.38815984874964, -121.35644125565886, -10.311981838196516, 78.97773654013872, 21.60328432545066, -178.98204066231847, -58.91873100399971, 10.594616742804646, -28.969491831958294, -116.76545245200396, 14.217142820358276, -77.10198574140668, 69.91903129220009, -121.58223045617342, 15.040768080973066, -44.390594966709614]| 11.6950740814208984|    256.00000000|[3361, 224, 0, 56]                                                         | | GPS sucess | actual_k=4
      57|[-135.1118941679597, -225.6392634510994, 141.34902139008045, 99.27546904794872, 180.93080019578338, -13.486840188503265, 70.38815984874964, -121.35644125565886, -10.311981838196516, 78.97773654013872, 21.60328432545066, -178.98204066231847, -58.91873100399971, 10.594616742804646, -28.969491831958294, -116.76545245200396, 14.217142820358276, -77.10198574140668, 69.91903129220009, -121.58223045617342, 15.040768080973066, -44.390594966709614]| 11.6950740814208984|    128.00000000|[3421, 228, 0, 57]                                                         |  | used linear model with 65 points | actual_k=4
      58|[-135.1118941679597, -225.6392634510994, 141.34902139008045, 99.27546904794872, 180.93080019578338, -13.486840188503265, 70.38815984874964, -121.35644125565886, -10.311981838196516, 78.97773654013872, 21.60328432545066, -178.98204066231847, -58.91873100399971, 10.594616742804646, -28.969491831958294, -116.76545245200396, 14.217142820358276, -77.10198574140668, 69.91903129220009, -121.58223045617342, 15.040768080973066, -44.390594966709614]| 11.6950740814208984|     64.00000000|[3481, 232, 0, 58]                                                         |  | used linear model with 65 points | actual_k=4
      59|[-135.1118941679597, -225.6392634510994, 141.34902139008045, 99.27546904794872, 180.93080019578338, -13.486840188503265, 70.38815984874964, -121.35644125565886, -10.311981838196516, 78.97773654013872, 21.60328432545066, -178.98204066231847, -58.91873100399971, 10.594616742804646, -28.969491831958294, -116.76545245200396, 14.217142820358276, -77.10198574140668, 69.91903129220009, -121.58223045617342, 15.040768080973066, -44.390594966709614]| 11.6950740814208984|     32.00000000|[3541, 236, 0, 59]                                                         |  | used linear model with 65 points | actual_k=4
      60|[-135.05857340618968, -233.09409362077713, 157.285588696599, 97.21689699403942, 183.1942584477365, -19.37039226293564, 71.41635153442621, -126.48678135499358, 0.1145222969353199, 71.40078265219927, 26.87876173481345, -170.7093203254044, -64.51979330182076, 20.81620010919869, -21.624308459460735, -114.43802601844072, 15.028867244720459, -82.05676870420575, 76.38275256752968, -129.2802628353238, 22.160938674234785, -42.72898841649294]| 11.6566343307495117|     64.00000000|[3601, 240, 0, 60]                                                         | | GPS sucess | actual_k=4
      61|[-135.05857340618968, -233.09409362077713, 157.285588696599, 97.21689699403942, 183.1942584477365, -19.37039226293564, 71.41635153442621, -126.48678135499358, 0.1145222969353199, 71.40078265219927, 26.87876173481345, -170.7093203254044, -64.51979330182076, 20.81620010919869, -21.624308459460735, -114.43802601844072, 15.028867244720459, -82.05676870420575, 76.38275256752968, -129.2802628353238, 22.160938674234785, -42.72898841649294]| 11.6566343307495117|     32.00000000|[3661, 244, 0, 61]                                                         |  | used linear model with 65 points | actual_k=4
      62|[-144.82409159466624, -225.4301570057869, 169.82881398499012, 102.3315462898463, 177.68990873917937, -26.7349414229393, 73.45416329056025, -131.5518662892282, 4.776367504149675, 75.32426006346941, 22.857428517192602, -164.91978051140904, -62.46748045086861, 26.94443974085152, -20.444282047450542, -120.67408139258623, 19.765519618988037, -74.60674362257123, 74.23241940140724, -128.97926682978868, 8.217995101236738, -53.03118110448122]| 11.6368198394775391|     64.00000000|[3721, 248, 0, 62]                                                         | | GPS sucess | actual_k=4
      63|[-163.1922117881477, -205.50253134965897, 158.62560887634754, 117.06135605089366, 153.23048567399383, -21.058866918087006, 64.49115822464228, -112.17743849381804, 15.211940128356218, 58.793515510857105, 32.34688278660178, -175.17812897637486, -67.86091402173042, 48.59255871362984, -17.611878626048565, -118.61837155371904, 22.053704261779785, -78.19122152402997, 70.49565544724464, -135.93651980906725, -5.248152321553789, -61.8817136362195]| 11.6235227584838867|    128.00000000|[3781, 252, 0, 63]                                                         | | GPS sucess | actual_k=4
      64|[-163.1922117881477, -205.50253134965897, 158.62560887634754, 117.06135605089366, 153.23048567399383, -21.058866918087006, 64.49115822464228, -112.17743849381804, 15.211940128356218, 58.793515510857105, 32.34688278660178, -175.17812897637486, -67.86091402173042, 48.59255871362984, -17.611878626048565, -118.61837155371904, 22.053704261779785, -78.19122152402997, 70.49565544724464, -135.93651980906725, -5.248152321553789, -61.8817136362195]| 11.6235227584838867|     64.00000000|[3841, 256, 0, 64]                                                         |  | used linear model with 65 points | actual_k=4
      65|[-179.83333460614085, -210.78517800569534, 156.2117087393999, 130.85055874101818, 145.6213357411325, -7.013246953487396, 50.80746529251337, -93.53200506791472, 21.36720784381032, 71.73873359709978, 42.54802795872092, -189.1289889998734, -71.49193099141121, 34.47849258966744, -8.768985025584698, -102.22975117713213, 7.525395393371582, -106.64112691953778, 70.65457992255688, -128.52364415675402, -13.067603176808916, -61.87674626754597]| 11.5878725051879883|    128.00000000|[3901, 260, 0, 65]                                                         | | GPS sucess | actual_k=4
      66|[-179.83333460614085, -210.78517800569534, 156.2117087393999, 130.85055874101818, 145.6213357411325, -7.013246953487396, 50.80746529251337, -93.53200506791472, 21.36720784381032, 71.73873359709978, 42.54802795872092, -189.1289889998734, -71.49193099141121, 34.47849258966744, -8.768985025584698, -102.22975117713213, 7.525395393371582, -106.64112691953778, 70.65457992255688, -128.52364415675402, -13.067603176808916, -61.87674626754597]| 11.5878725051879883|     64.00000000|[3961, 264, 0, 66]                                                         |  | used linear model with 65 points | actual_k=4
      67|[-179.83333460614085, -210.78517800569534, 156.2117087393999, 130.85055874101818, 145.6213357411325, -7.013246953487396, 50.80746529251337, -93.53200506791472, 21.36720784381032, 71.73873359709978, 42.54802795872092, -189.1289889998734, -71.49193099141121, 34.47849258966744, -8.768985025584698, -102.22975117713213, 7.525395393371582, -106.64112691953778, 70.65457992255688, -128.52364415675402, -13.067603176808916, -61.87674626754597]| 11.5878725051879883|     32.00000000|[4021, 268, 0, 67]                                                         |  | used linear model with 65 points | actual_k=4
      68|[-180.5085385851562, -205.24908763170242, 147.61805410683155, 132.63259158842266, 135.26178335770965, 8.38847690820694, 48.776837565004826, -96.27998637780547, 16.766973812133074, 77.25602037459612, 35.6612615250051, -182.00312783196568, -81.98222163319588, 39.90159258432686, -5.459147922694683, -102.86797178536654, 2.8407530784606934, -102.9085360057652, 78.11293630301952, -131.58753580600023, -12.618238097405992, -67.48607882903889]| 11.5783777236938477|     64.00000000|[4081, 272, 0, 68]                                                         | | GPS sucess | actual_k=4
      69|[-180.5085385851562, -205.24908763170242, 147.61805410683155, 132.63259158842266, 135.26178335770965, 8.38847690820694, 48.776837565004826, -96.27998637780547, 16.766973812133074, 77.25602037459612, 35.6612615250051, -182.00312783196568, -81.98222163319588, 39.90159258432686, -5.459147922694683, -102.86797178536654, 2.8407530784606934, -102.9085360057652, 78.11293630301952, -131.58753580600023, -12.618238097405992, -67.48607882903889]| 11.5783777236938477|     32.00000000|[4141, 276, 0, 69]                                                         |  | used linear model with 65 points | actual_k=4
      70|[-182.46212587878108, -216.86993914842606, 152.65114517509937, 134.00940690748394, 130.5366051159799, 13.97740226984024, 53.5828954949975, -96.92995303496718, 15.824220854789019, 69.10341054946184, 27.073118176311255, -171.31578232720494, -72.17220595479012, 33.64732441492379, -5.201924942433834, -97.33963335305452, 10.19950008392334, -94.11493210867047, 68.04710035026073, -136.16176838427782, -10.39547360537108, -70.25283846305683]| 11.5707845687866211|     64.00000000|[4201, 280, 0, 70]                                                         | | GPS sucess | actual_k=4
      71|[-195.91668615862727, -210.1331976056099, 151.88552279770374, 144.61118684522808, 143.78488278016448, 17.73339492082596, 48.47966072708368, -99.12734716758132, 10.538145739585161, 87.70143873244524, -6.339345965534449, -160.89043023064733, -51.17602828145027, 30.462289901450276, -14.760318420827389, -106.16580045968294, -12.328139305114746, -94.11846798472106, 68.77416615188122, -140.24509281665087, -14.418494826531969, -94.36596331046894]| 11.5534639358520508|    128.00000000|[4261, 284, 0, 71]                                                         | | GPS sucess | actual_k=4
      72|[-195.91668615862727, -210.1331976056099, 151.88552279770374, 144.61118684522808, 143.78488278016448, 17.73339492082596, 48.47966072708368, -99.12734716758132, 10.538145739585161, 87.70143873244524, -6.339345965534449, -160.89043023064733, -51.17602828145027, 30.462289901450276, -14.760318420827389, -106.16580045968294, -12.328139305114746, -94.11846798472106, 68.77416615188122, -140.24509281665087, -14.418494826531969, -94.36596331046894]| 11.5534639358520508|     64.00000000|[4321, 288, 0, 72]                                                         |  | used linear model with 65 points | actual_k=4
      73|[-209.7020598463714, -206.02714091539383, 172.78594203293324, 151.071855885908, 145.04169380292296, 2.4991572499275208, 87.00252220779657, -96.87653487548232, 9.598135072737932, 76.51274187117815, 9.416830983012915, -148.9840448088944, -44.913602858781815, 32.7911573369056, -21.71116604655981, -83.77625120431185, -17.107340812683105, -84.61866825632751, 62.806314036250114, -126.99070877581835, 0.0440410316223279, -100.20999750541523]| 11.5238838195800781|    128.00000000|[4381, 292, 0, 73]                                                         | | GPS sucess | actual_k=4
      74|[-209.7020598463714, -206.02714091539383, 172.78594203293324, 151.071855885908, 145.04169380292296, 2.4991572499275208, 87.00252220779657, -96.87653487548232, 9.598135072737932, 76.51274187117815, 9.416830983012915, -148.9840448088944, -44.913602858781815, 32.7911573369056, -21.71116604655981, -83.77625120431185, -17.107340812683105, -84.61866825632751, 62.806314036250114, -126.99070877581835, 0.0440410316223279, -100.20999750541523]| 11.5238838195800781|     64.00000000|[4441, 296, 0, 74]                                                         |  | used linear model with 65 points | actual_k=4
      75|[-226.31499395892024, -213.86971408128738, 184.81718154251575, 162.64269958250225, 157.5831643305719, 12.497722923755646, 93.82528660446405, -93.03552049025893, 20.210776407271624, 94.21661264449358, 14.46827169880271, -165.25530411675572, -52.403375178575516, 31.062016459181905, -21.432223312556744, -89.29985035210848, -14.62249493598938, -69.08539646677673, 89.28399805724621, -92.72612900286913, 3.727832192205824, -104.82855877326801]| 11.4725589752197266|    128.00000000|[4501, 300, 0, 75]                                                         | | GPS sucess | actual_k=4
      76|[-228.40363393351436, -209.20553666353226, 195.64184661209583, 162.1865807902068, 163.64507400617003, 57.07806044816971, 50.05730030685663, -64.89554589614272, 11.550713617354631, 98.72758037596941, 28.406077828258276, -109.38787247613072, -36.94357827305794, 43.12356469221413, 9.936244018375874, -107.31604374200106, -7.983306169509888, -45.46597927622497, 73.99771170318127, -45.38387054949999, 15.806110733770765, -92.2354238932021]| 11.4668245315551758|    256.00000000|[4561, 304, 0, 76]                                                         | | GPS sucess | actual_k=4
      77|[-228.40363393351436, -209.20553666353226, 195.64184661209583, 162.1865807902068, 163.64507400617003, 57.07806044816971, 50.05730030685663, -64.89554589614272, 11.550713617354631, 98.72758037596941, 28.406077828258276, -109.38787247613072, -36.94357827305794, 43.12356469221413, 9.936244018375874, -107.31604374200106, -7.983306169509888, -45.46597927622497, 73.99771170318127, -45.38387054949999, 15.806110733770765, -92.2354238932021]| 11.4668245315551758|    128.00000000|[4621, 308, 0, 77]                                                         |  | used linear model with 65 points | actual_k=4
      78|[-238.96712956950068, -200.8012779355049, 199.80192656815052, 169.38516916148365, 192.630051728338, 94.56959563493729, 40.77397511154413, -46.32659333571792, -8.321989934891462, 153.48939449340105, 43.299608673900366, -66.25473191216588, 15.199491947889328, 25.916218729689717, 18.47716999799013, -80.47880733758211, -36.899022340774536, -29.78044861368835, 93.48987440764904, -46.45872861891985, -12.01451075670775, -103.64634308265522]| 11.4619569778442383|    256.00000000|[4681, 312, 0, 78]                                                         | | GPS sucess | actual_k=4
      79|[-238.96712956950068, -200.8012779355049, 199.80192656815052, 169.38516916148365, 192.630051728338, 94.56959563493729, 40.77397511154413, -46.32659333571792, -8.321989934891462, 153.48939449340105, 43.299608673900366, -66.25473191216588, 15.199491947889328, 25.916218729689717, 18.47716999799013, -80.47880733758211, -36.899022340774536, -29.78044861368835, 93.48987440764904, -46.45872861891985, -12.01451075670775, -103.64634308265522]| 11.4619569778442383|    128.00000000|[4741, 316, 0, 79]                                                         |  | used linear model with 65 points | actual_k=4
      80|[-238.96712956950068, -200.8012779355049, 199.80192656815052, 169.38516916148365, 192.630051728338, 94.56959563493729, 40.77397511154413, -46.32659333571792, -8.321989934891462, 153.48939449340105, 43.299608673900366, -66.25473191216588, 15.199491947889328, 25.916218729689717, 18.47716999799013, -80.47880733758211, -36.899022340774536, -29.78044861368835, 93.48987440764904, -46.45872861891985, -12.01451075670775, -103.64634308265522]| 11.4619569778442383|     64.00000000|[4801, 320, 0, 80]                                                         |  | used linear model with 65 points | actual_k=4
      81|[-238.96712956950068, -200.8012779355049, 199.80192656815052, 169.38516916148365, 192.630051728338, 94.56959563493729, 40.77397511154413, -46.32659333571792, -8.321989934891462, 153.48939449340105, 43.299608673900366, -66.25473191216588, 15.199491947889328, 25.916218729689717, 18.47716999799013, -80.47880733758211, -36.899022340774536, -29.78044861368835, 93.48987440764904, -46.45872861891985, -12.01451075670775, -103.64634308265522]| 11.4619569778442383|     32.00000000|[4861, 324, 0, 81]                                                         |  | used linear model with 65 points | actual_k=4
      82|[-238.96712956950068, -200.8012779355049, 199.80192656815052, 169.38516916148365, 192.630051728338, 94.56959563493729, 40.77397511154413, -46.32659333571792, -8.321989934891462, 153.48939449340105, 43.299608673900366, -66.25473191216588, 15.199491947889328, 25.916218729689717, 18.47716999799013, -80.47880733758211, -36.899022340774536, -29.78044861368835, 93.48987440764904, -46.45872861891985, -12.01451075670775, -103.64634308265522]| 11.4619569778442383|     16.00000000|[4921, 328, 0, 82]                                                         |  | used linear model with 65 points | actual_k=4
      83|[-242.632653336972, -202.72295409440994, 201.04543347656727, 171.8855074774474, 192.7540245614946, 91.42535144090652, 34.23680708557367, -41.40793031081557, -8.73755158111453, 152.96940303593874, 45.31234523281455, -64.68866755440831, 19.56225296854973, 22.529251547530293, 17.211578138172626, -74.89277399331331, -40.28530216217041, -32.251736579462886, 97.64956431090832, -45.44043452292681, -16.78276837465819, -107.89087376045063]| 11.4425754547119141|     32.00000000|[4981, 332, 0, 83]                                                         | | GPS sucess | actual_k=4
      84|[-247.9571243338287, -210.70916491746902, 200.68217878043652, 176.73245943896472, 197.19677310809493, 98.6984389424324, 29.516870237886906, -42.59086483344436, -8.7691863887012, 139.91832519322634, 51.71705600246787, -58.57497860863805, 14.20949837565422, 14.596634360030293, 25.21523643285036, -70.75116480141878, -38.07674312591553, -37.178696094080806, 101.03348450362682, -48.40048582106829, -18.247524982667528, -114.96923765586689]| 11.4252939224243164|     64.00000000|[5041, 336, 0, 84]                                                         | | GPS sucess | actual_k=4
      85|[-259.04462967440486, -209.07316321134567, 193.43507938086987, 186.59737433306873, 207.46917014941573, 128.35673934221268, 34.5077435746789, -38.325211223214865, -18.293047320097685, 121.0597035959363, 44.36815330013633, -73.85633160546422, 0.7170781791210175, 22.50693223066628, 52.56767822057009, -76.47563303261995, -22.519445419311523, -62.521461902186275, 104.17272333800793, -42.05939657241106, -17.966169005609117, -123.93849691795185]| 11.4050121307373047|    128.00000000|[5101, 340, 0, 85]                                                         | | GPS sucess | actual_k=4
      86|[-259.04462967440486, -209.07316321134567, 193.43507938086987, 186.59737433306873, 207.46917014941573, 128.35673934221268, 34.5077435746789, -38.325211223214865, -18.293047320097685, 121.0597035959363, 44.36815330013633, -73.85633160546422, 0.7170781791210175, 22.50693223066628, 52.56767822057009, -76.47563303261995, -22.519445419311523, -62.521461902186275, 104.17272333800793, -42.05939657241106, -17.966169005609117, -123.93849691795185]| 11.4050121307373047|     64.00000000|[5161, 344, 0, 86]                                                         |  | used linear model with 65 points | actual_k=4
      87|[-259.04462967440486, -209.07316321134567, 193.43507938086987, 186.59737433306873, 207.46917014941573, 128.35673934221268, 34.5077435746789, -38.325211223214865, -18.293047320097685, 121.0597035959363, 44.36815330013633, -73.85633160546422, 0.7170781791210175, 22.50693223066628, 52.56767822057009, -76.47563303261995, -22.519445419311523, -62.521461902186275, 104.17272333800793, -42.05939657241106, -17.966169005609117, -123.93849691795185]| 11.4050121307373047|     32.00000000|[5221, 348, 0, 87]                                                         |  | used linear model with 65 points | actual_k=4
      88|[-271.1221748404205, -218.9165260195732, 186.1025937050581, 197.8224414717406, 203.43358283862472, 134.4942405819893, 43.95077583938837, -39.10736530646682, -11.616878401488066, 124.64999509602785, 55.10169192776084, -65.84004284814, -2.5961091816425323, 23.08019802160561, 54.66741658002138, -72.16907156258821, -26.205201625823975, -63.77700131945312, 112.31988768279552, -43.74179298430681, -10.252445822930895, -123.11011037277058]| 11.3810253143310547|     64.00000000|[5281, 352, 0, 88]                                                         | | GPS sucess | actual_k=4
      89|[-271.1221748404205, -218.9165260195732, 186.1025937050581, 197.8224414717406, 203.43358283862472, 134.4942405819893, 43.95077583938837, -39.10736530646682, -11.616878401488066, 124.64999509602785, 55.10169192776084, -65.84004284814, -2.5961091816425323, 23.08019802160561, 54.66741658002138, -72.16907156258821, -26.205201625823975, -63.77700131945312, 112.31988768279552, -43.74179298430681, -10.252445822930895, -123.11011037277058]| 11.3810253143310547|     32.00000000|[5341, 356, 0, 89]                                                         |  | used linear model with 65 points | actual_k=4
      90|[-271.1221748404205, -218.9165260195732, 186.1025937050581, 197.8224414717406, 203.43358283862472, 134.4942405819893, 43.95077583938837, -39.10736530646682, -11.616878401488066, 124.64999509602785, 55.10169192776084, -65.84004284814, -2.5961091816425323, 23.08019802160561, 54.66741658002138, -72.16907156258821, -26.205201625823975, -63.77700131945312, 112.31988768279552, -43.74179298430681, -10.252445822930895, -123.11011037277058]| 11.3810253143310547|     16.00000000|[5401, 360, 0, 90]                                                         |  | used linear model with 65 points | actual_k=4
      91|[-274.1656180433929, -217.95099556446075, 191.8516672104597, 199.22636808268726, 205.40477937087417, 134.17382284998894, 47.03158614784479, -37.75552087649703, -5.045623194426298, 124.97650197893381, 53.908662524074316, -62.75114466622472, -4.333343416452408, 19.583742590621114, 59.8411817625165, -69.58446920663118, -29.663036108016968, -62.290284691378474, 106.62191300094128, -42.44522900134325, -8.010814553475939, -127.65783128188923]| 11.3702077865600586|     32.00000000|[5461, 364, 0, 91]                                                         | | GPS sucess | actual_k=4
      92|[-274.1656180433929, -217.95099556446075, 191.8516672104597, 199.22636808268726, 205.40477937087417, 134.17382284998894, 47.03158614784479, -37.75552087649703, -5.045623194426298, 124.97650197893381, 53.908662524074316, -62.75114466622472, -4.333343416452408, 19.583742590621114, 59.8411817625165, -69.58446920663118, -29.663036108016968, -62.290284691378474, 106.62191300094128, -42.44522900134325, -8.010814553475939, -127.65783128188923]| 11.3702077865600586|     16.00000000|[5521, 368, 0, 92]                                                         |  | used linear model with 65 points | actual_k=4
      93|[-276.2592576555908, -219.36759614944458, 192.27654932439327, 200.90517128817737, 208.5036923252046, 132.59665164351463, 50.069777227938175, -33.78077369555831, -4.963264998048544, 126.92922107130289, 58.13890239223838, -55.44178034737706, -2.974273592233658, 21.052933426573873, 64.00668144971132, -65.96608842164278, -28.72054386138916, -68.57681280188262, 110.19097904860973, -40.47604066878557, -1.6616772472625598, -128.32528528617695]| 11.3646631240844727|     32.00000000|[5581, 372, 0, 93]                                                         | | GPS sucess | actual_k=4
      94|[-279.33230052515864, -208.88292455673218, 200.0094008296728, 201.257518960163, 202.76174372062087, 125.35151347517967, 45.476613737642765, -35.85690813884139, 12.507821504026651, 125.41182092577219, 55.59402867779136, -53.66396977379918, -11.82876005768776, 10.222187729552388, 62.030946262180805, -66.5458023622632, -23.563068389892578, -66.58611708693206, 109.01798336207867, -46.14464885741472, 1.117987746023573, -119.4742778246291]| 11.3639507293701172|     64.00000000|[5641, 376, 0, 94]                                                         | | GPS sucess | actual_k=4
      95|[-279.33230052515864, -208.88292455673218, 200.0094008296728, 201.257518960163, 202.76174372062087, 125.35151347517967, 45.476613737642765, -35.85690813884139, 12.507821504026651, 125.41182092577219, 55.59402867779136, -53.66396977379918, -11.82876005768776, 10.222187729552388, 62.030946262180805, -66.5458023622632, -23.563068389892578, -66.58611708693206, 109.01798336207867, -46.14464885741472, 1.117987746023573, -119.4742778246291]| 11.3639507293701172|     32.00000000|[5701, 380, 0, 95]                                                         |  | used linear model with 65 points | actual_k=4
      96|[-279.33230052515864, -208.88292455673218, 200.0094008296728, 201.257518960163, 202.76174372062087, 125.35151347517967, 45.476613737642765, -35.85690813884139, 12.507821504026651, 125.41182092577219, 55.59402867779136, -53.66396977379918, -11.82876005768776, 10.222187729552388, 62.030946262180805, -66.5458023622632, -23.563068389892578, -66.58611708693206, 109.01798336207867, -46.14464885741472, 1.117987746023573, -119.4742778246291]| 11.3639507293701172|     16.00000000|[5761, 384, 0, 96]                                                         |  | used linear model with 65 points | actual_k=4
      97|[-283.3540686182678, -212.61951732635498, 196.92516945302486, 205.05432624928653, 203.27620148286223, 133.9534374177456, 45.97260285168886, -35.03680753335357, 13.103717092424631, 126.9612160101533, 58.42444535717368, -52.06473960354924, -8.052769094705582, 11.737522574141622, 61.663731910288334, -59.41259218007326, -25.595762491226196, -62.74513226561248, 105.94202129542828, -49.82217151671648, 2.045249456190504, -118.42062792228535]| 11.3636627197265625|     32.00000000|[5821, 388, 0, 97]                                                         | | GPS sucess | actual_k=4
      98|[-295.0466507486999, -210.97590720653534, 193.25654576718807, 215.11230487935245, 202.61341255530715, 130.4598010480404, 49.14198137074709, -30.71564530953765, 6.440702680498362, 131.8387852087617, 51.85732289776206, -54.97197164967656, -1.9600261747837067, 13.763877602294087, 62.851231910288334, -57.808250315487385, -21.159435510635376, -52.92900639586151, 117.84811393916607, -38.07986480742693, -0.9481034338241443, -114.70903000282124]| 11.3411550521850586|     64.00000000|[5881, 392, 0, 98]                                                         | | GPS sucess | actual_k=4
      99|[-322.01239285990596, -212.25241076946259, 199.7650892585516, 234.5896207820624, 204.07657438144088, 130.0710946917534, 38.240493066608906, -35.3770194016397, 19.039843801409006, 147.54810050874949, 59.02049609646201, -56.87538315728307, -8.886050134897232, 31.31554958410561, 81.23680052906275, -62.548620112240314, -31.57459855079651, -40.542784510180354, 123.63105575740337, -10.915386505424976, 11.729082578443922, -123.01810345100239]| 11.3281641006469727|    128.00000000|[5941, 396, 0, 99]                                                         | | GPS sucess | actual_k=4
     100|[-358.9185932688415, -239.58093440532684, 194.4256665557623, 266.88162059895694, 204.90181940421462, 110.68869990110397, 27.88561750203371, -34.638151939958334, -1.6431701146066189, 98.46585182100534, 63.04109355434775, -73.8980672545731, -16.76802197098732, 52.14764759130776, 96.955949164927, -58.34591806679964, -26.893934965133667, -75.78573876433074, 164.74904434382915, 16.110912017524242, -38.73845434782561, -158.5922420923598]| 11.2025880813598633|    256.00000000|[6001, 400, 0, 100]                                                        | | GPS sucess | actual_k=4
     101|[-358.9185932688415, -239.58093440532684, 194.4256665557623, 266.88162059895694, 204.90181940421462, 110.68869990110397, 27.88561750203371, -34.638151939958334, -1.6431701146066189, 98.46585182100534, 63.04109355434775, -73.8980672545731, -16.76802197098732, 52.14764759130776, 96.955949164927, -58.34591806679964, -26.893934965133667, -75.78573876433074, 164.74904434382915, 16.110912017524242, -38.73845434782561, -158.5922420923598]| 11.2025880813598633|    128.00000000|[6061, 404, 0, 101]                                                        |  | used linear model with 65 points | actual_k=4
     102|[-358.9185932688415, -239.58093440532684, 194.4256665557623, 266.88162059895694, 204.90181940421462, 110.68869990110397, 27.88561750203371, -34.638151939958334, -1.6431701146066189, 98.46585182100534, 63.04109355434775, -73.8980672545731, -16.76802197098732, 52.14764759130776, 96.955949164927, -58.34591806679964, -26.893934965133667, -75.78573876433074, 164.74904434382915, 16.110912017524242, -38.73845434782561, -158.5922420923598]| 11.2025880813598633|     64.00000000|[6121, 408, 0, 102]                                                        |  | used linear model with 65 points | actual_k=4
     103|[-358.9185932688415, -239.58093440532684, 194.4256665557623, 266.88162059895694, 204.90181940421462, 110.68869990110397, 27.88561750203371, -34.638151939958334, -1.6431701146066189, 98.46585182100534, 63.04109355434775, -73.8980672545731, -16.76802197098732, 52.14764759130776, 96.955949164927, -58.34591806679964, -26.893934965133667, -75.78573876433074, 164.74904434382915, 16.110912017524242, -38.73845434782561, -158.5922420923598]| 11.2025880813598633|     32.00000000|[6181, 412, 0, 103]                                                        |  | used linear model with 65 points | actual_k=4
     104|[-358.9185932688415, -239.58093440532684, 194.4256665557623, 266.88162059895694, 204.90181940421462, 110.68869990110397, 27.88561750203371, -34.638151939958334, -1.6431701146066189, 98.46585182100534, 63.04109355434775, -73.8980672545731, -16.76802197098732, 52.14764759130776, 96.955949164927, -58.34591806679964, -26.893934965133667, -75.78573876433074, 164.74904434382915, 16.110912017524242, -38.73845434782561, -158.5922420923598]| 11.2025880813598633|     16.00000000|[6241, 416, 0, 104]                                                        |  | used linear model with 65 points | actual_k=4
