k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0]|24876.8647026020043995|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-1.2712907686829567, 0.9312790557742119, -1.0970190435647964, 1.1727188378572464, -1.2492303669452667, 1.254969835281372, -1.1354218244552612, 1.0827438309788704, -1.1421121701598167, 0.9875145554542542, -1.1576421864330768, 0.9812172446399927, -1.0291798084974288, 0.9508732259273529, -1.1545981176197528, 1.0071268267929554, -1.0419058918952941, 1.031280990689993, -1.326677080988884, 0.8382366001605988, -1.292674471437931, 1.036513939499855, -1.1620135836303234, 1.0238668955862522, -1.4594976425170898, 1.0294882021844387, -1.0614054918289184, 0.8543081134557724, -1.2769119188189506, 1.0143693909049034, -1.194216535706073, 0.9245707094669342, -1.1968265742063522, 1.1241767406463623, -1.1528439976274967, 0.9773881956934929, -1.122159619629383, 1.0122561734169722, -1.2914875492453575, 0.9605039358139038, -1.2377082079648971, 1.0652458891272545, -1.1895763993263244, 0.8957462459802628, -1.0562205582857132, 1.013080546632409, -1.0880474343895912, 0.8683275282382965, -1.1571009501814842, 1.1400115489959717, -1.1343260005116462, 0.914754644036293, -1.2840654969215393, 1.0023392816074193, -1.111649078130722, 0.9485253803431988, -1.1426755607128143, 0.9876551143825054, -1.3460978835821151, 0.8712480962276459, -1.4343330234289169, 0.8911892995238304, -0.9748921513557434, 0.9121223241090775, -1.2500282868742942, 1.0417690314352512, -1.1427343904972076, 0.9041200429201126, -1.0477241694927215, 1.1011368781328201, -1.1667293056845665, 0.9140102863311768, -1.1312091246247291, 1.078077033162117, -1.2325869470834732, 1.0196085907518864, -1.2080720093101263, 0.933137483894825, -1.2371503084897995, 1.0747011601924896, -1.116400447487831, 0.9853035807609558, -1.1410063177347183, 0.9786667618900537, -1.3521916389465332, 0.7004837989807129, -1.2091599561274051, 0.8773473054170609, -1.1578678347170352, 1.058690868318081, -1.194978342205286, 1.1738337874412537, -1.2529648773372173, 0.9748478308320045, -1.227103029191494, 0.8094208836555481, -1.0950648307800293, 1.0315873473882675, -1.1681595340371131, 1.045588232576847]|24758.9589843750000000|      2.00000000|[17, 0, 0, 1]                                                              | | GPS sucess | actual_k=0
      83|[0.6207098239936588, 0.5288438584670458, 0.492965920591137, 0.1876292488918674, -0.2647183606381788, 0.3441364612606231, -0.5727634682373939, 0.2873693752377862, -0.5146308696742501, 0.3576541082985927, 0.0919829816905087, -0.5570285705114348, 0.2965084001154683, 0.3580308528256152, 0.2771914645005596, -0.1599165036205876, -0.3518272787660298, 0.0610612508421027, -0.3769238946882776, -0.4885709258188448, 0.5290540048811393, 0.5318102053009351, 0.6925476164568891, 0.5645759786314043, 0.1967075782661066, 0.3557245212144379, 0.6530414344993752, 0.8639170426544764, 0.7300100013449129, 0.2433491878315561, 0.1554405853897647, 0.1844958810190548, -0.4127883355121679, 0.2409490719002714, -0.0736077831838344, 0.0935044092974583, 0.0682192536661969, -0.0845316866057218, -0.1569469879937837, -0.153195007198916, -0.5476780493221662, 0.8010433566644914, -0.0787902797408946, 0.0509039485296426, -0.1090038570400799, -0.4408005147333826, 0.3683849927148228, 0.2476775987789904, -0.0390051297533907, 0.3447216012508178, 0.0893111079240403, -0.1154105538621574, -0.1456869134526673, 0.704657419438365, -0.1148811766410158, 0.0665524937562699, 0.4913424751393063, -0.2207991979007531, -0.2473263382365557, 0.520722438735088, 0.0860684170205914, -0.0802425562863509, 0.0017302502641817, 0.4723744748343477, 0.3180029682394998, 0.3455303768933655, 0.2068788009485443, 0.5196766178320644, 0.1656276577656829, 0.147226865736056, 0.1599739945447514, 0.6188080133338333, 0.6783968308435393, 0.7502224959812813, 0.1674468028291599, 0.2476023670440751, -0.1978747088282201, -0.0002584344222847, -0.696322083180051, 0.7377087258065971, -0.0399987981401744, -0.9105775373982999, 0.2604719957351803, 0.2686845389770908, -0.1154072237622012, 0.1130241266932585, -0.1158425654144732, -0.5853237499802024, 0.8152828473447841, 0.5252874243074711, 0.436883702901269, -0.2273668619932678, 0.2088591035699192, 0.2468663656389962, 0.0122061789467301, 0.7476415537216348, 0.8175454297525974, 0.1387853047443433, 0.0726098405949887, -1.2320154478543495]|1774.7467041015625000|      2.00000000|[6425, 0, 0, 447]                                                          |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 59 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 73 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 87 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 101 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      84|[0.377995029526966, 0.5456585420637985, 0.383574578685158, 0.3917111635591543, -0.3992856750803803, 0.295410131786477, -0.5955830764227346, 0.4787805039487352, -0.3375685346330051, 0.3552663396808186, 0.0519528566025736, -0.0685211283428319, 0.2836200001135016, 0.347900398171702, 0.4078584019686481, 0.0190225743770644, -0.3936569715869898, 0.0391233806028525, -0.315650195837172, -0.7651458061840573, 0.7397011371727455, 0.6512108685217839, 0.6587212603272056, 0.8209060491744664, -0.0042916681155331, 0.6415898579603362, 0.9888581122392511, 0.7872510625776449, 0.8443505286574917, 0.422943922847681, 0.3949161438809839, 0.1420500873216469, -0.2636395797155897, 0.1636861475230388, -0.1031798766816395, -0.262471229401328, -0.0514335309910986, -0.2520978408966373, -0.2938970132703382, 0.1486620933753657, -0.4118046405385974, 0.1600050310556581, -0.15101994539246, -0.1487657086000836, -0.1428699965287448, -0.2489977139847104, 0.4481343467365089, 0.2512547084607999, -0.1772413372652901, 0.4490968740001255, 0.1762376699324285, -0.0695580062001191, -0.2707649809720264, 0.6757825088189592, 0.0995586359569817, 0.0685640846078024, 0.6643947807397219, -0.1756034498671852, -0.3187805756579507, 0.3852932798612296, -0.3195751570711708, 0.2249188976519479, -0.1639061951128952, 0.6133372736212312, 0.1643789301982976, 0.10242359318921, -0.0620190056299644, 0.2154557555953232, -0.0142956171247835, 0.5851167503614576, 0.5755165922538338, 0.7281126268451854, 0.6755782509253287, 0.4585747717866205, 0.0513081105619056, 0.1572921777925838, 0.118034391638867, 0.0176156909321959, -0.5048975652991924, 0.84639116762881, -0.0916569146329658, -0.4424113779285515, 0.3510381604044548, -0.0866445141924131, 0.1286765113364025, 0.0865115359835416, 0.1150198911875854, -0.2743005786529946, 0.7583866314927981, 0.5266501646478011, 0.1931258341890802, -0.2622594759467958, 0.1700373318344909, 0.2140760281779689, 0.1366951430920575, 0.5824932961103937, 0.6549868017906155, 0.1865545715542375, -0.1409191897992916, -1.1668670547052027]|1699.9635009765625000|      4.00000000|[6483, 0, 0, 451]                                                          |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=0
      85|[0.377995029526966, 0.5456585420637985, 0.383574578685158, 0.3917111635591543, -0.3992856750803803, 0.295410131786477, -0.5955830764227346, 0.4787805039487352, -0.3375685346330051, 0.3552663396808186, 0.0519528566025736, -0.0685211283428319, 0.2836200001135016, 0.347900398171702, 0.4078584019686481, 0.0190225743770644, -0.3936569715869898, 0.0391233806028525, -0.315650195837172, -0.7651458061840573, 0.7397011371727455, 0.6512108685217839, 0.6587212603272056, 0.8209060491744664, -0.0042916681155331, 0.6415898579603362, 0.9888581122392511, 0.7872510625776449, 0.8443505286574917, 0.422943922847681, 0.3949161438809839, 0.1420500873216469, -0.2636395797155897, 0.1636861475230388, -0.1031798766816395, -0.262471229401328, -0.0514335309910986, -0.2520978408966373, -0.2938970132703382, 0.1486620933753657, -0.4118046405385974, 0.1600050310556581, -0.15101994539246, -0.1487657086000836, -0.1428699965287448, -0.2489977139847104, 0.4481343467365089, 0.2512547084607999, -0.1772413372652901, 0.4490968740001255, 0.1762376699324285, -0.0695580062001191, -0.2707649809720264, 0.6757825088189592, 0.0995586359569817, 0.0685640846078024, 0.6643947807397219, -0.1756034498671852, -0.3187805756579507, 0.3852932798612296, -0.3195751570711708, 0.2249188976519479, -0.1639061951128952, 0.6133372736212312, 0.1643789301982976, 0.10242359318921, -0.0620190056299644, 0.2154557555953232, -0.0142956171247835, 0.5851167503614576, 0.5755165922538338, 0.7281126268451854, 0.6755782509253287, 0.4585747717866205, 0.0513081105619056, 0.1572921777925838, 0.118034391638867, 0.0176156909321959, -0.5048975652991924, 0.84639116762881, -0.0916569146329658, -0.4424113779285515, 0.3510381604044548, -0.0866445141924131, 0.1286765113364025, 0.0865115359835416, 0.1150198911875854, -0.2743005786529946, 0.7583866314927981, 0.5266501646478011, 0.1931258341890802, -0.2622594759467958, 0.1700373318344909, 0.2140760281779689, 0.1366951430920575, 0.5824932961103937, 0.6549868017906155, 0.1865545715542375, -0.1409191897992916, -1.1668670547052027]|1699.9635009765625000|      2.00000000|[6597, 0, 0, 459]                                                          |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 59 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 73 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 87 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 101 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      86|[0.377995029526966, 0.5456585420637985, 0.383574578685158, 0.3917111635591543, -0.3992856750803803, 0.295410131786477, -0.5955830764227346, 0.4787805039487352, -0.3375685346330051, 0.3552663396808186, 0.0519528566025736, -0.0685211283428319, 0.2836200001135016, 0.347900398171702, 0.4078584019686481, 0.0190225743770644, -0.3936569715869898, 0.0391233806028525, -0.315650195837172, -0.7651458061840573, 0.7397011371727455, 0.6512108685217839, 0.6587212603272056, 0.8209060491744664, -0.0042916681155331, 0.6415898579603362, 0.9888581122392511, 0.7872510625776449, 0.8443505286574917, 0.422943922847681, 0.3949161438809839, 0.1420500873216469, -0.2636395797155897, 0.1636861475230388, -0.1031798766816395, -0.262471229401328, -0.0514335309910986, -0.2520978408966373, -0.2938970132703382, 0.1486620933753657, -0.4118046405385974, 0.1600050310556581, -0.15101994539246, -0.1487657086000836, -0.1428699965287448, -0.2489977139847104, 0.4481343467365089, 0.2512547084607999, -0.1772413372652901, 0.4490968740001255, 0.1762376699324285, -0.0695580062001191, -0.2707649809720264, 0.6757825088189592, 0.0995586359569817, 0.0685640846078024, 0.6643947807397219, -0.1756034498671852, -0.3187805756579507, 0.3852932798612296, -0.3195751570711708, 0.2249188976519479, -0.1639061951128952, 0.6133372736212312, 0.1643789301982976, 0.10242359318921, -0.0620190056299644, 0.2154557555953232, -0.0142956171247835, 0.5851167503614576, 0.5755165922538338, 0.7281126268451854, 0.6755782509253287, 0.4585747717866205, 0.0513081105619056, 0.1572921777925838, 0.118034391638867, 0.0176156909321959, -0.5048975652991924, 0.84639116762881, -0.0916569146329658, -0.4424113779285515, 0.3510381604044548, -0.0866445141924131, 0.1286765113364025, 0.0865115359835416, 0.1150198911875854, -0.2743005786529946, 0.7583866314927981, 0.5266501646478011, 0.1931258341890802, -0.2622594759467958, 0.1700373318344909, 0.2140760281779689, 0.1366951430920575, 0.5824932961103937, 0.6549868017906155, 0.1865545715542375, -0.1409191897992916, -1.1668670547052027]|1699.9635009765625000|      1.00000000|[6711, 0, 0, 467]                                                          |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 59 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 73 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 87 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 101 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      87|[0.1248895679295234, 0.6728198064833542, 0.3980218505090411, 0.4887125671293294, -0.4185936535316322, 0.359261242423665, -0.4928634118490651, 0.54089875110011, -0.3040313703025226, 0.1634149472924748, 0.0610528709464313, 0.1462262111442439, 0.3364593463435316, 0.3888735921152025, 0.3561808210458061, -0.0632539487361863, -0.4850466798079485, -0.0331831853375276, -0.1867834488154969, -0.5700203604605236, 0.6105321349974144, 0.4515161754332524, 0.5083783637465095, 0.6049583466474202, 0.1455902908459537, 0.7179422605281996, 0.9989000774109459, 0.8676938040908971, 0.8008495389819699, 0.2970509707631397, 0.2911425201760737, 0.0661887003668625, -0.2338229503505032, 0.075121617508047, -0.2505322741235035, -0.1273712223441381, -0.105495431815407, -0.1794235068474124, -0.1236469699973661, 0.2751583338720012, -0.2671569379638675, 0.3262763301794221, -0.103965147981495, -0.2528298602447904, -0.1311146986369492, -0.1865961436049763, 0.518543294502336, 0.5020016738691251, -0.1113534539597405, 0.4329760713890129, 0.221185912537161, -0.0556659255652867, -0.2138543096782909, 0.5414789241240968, 0.0628843897650032, -0.0028993065770044, 0.5870090273465487, -0.2368405876318775, -0.430998270178901, 0.4447825300443351, -0.2735898197243786, 0.0886172609560861, -0.2121314526586048, 0.6583808762070238, 0.3435051034561254, 0.081821694757432, 0.0480791924262566, 0.2480373457113472, 0.0307141896274214, 0.4641133312006147, 0.5214544939891396, 0.7232467942183658, 0.6681312093541885, 0.4404614976593755, -0.0767340211004632, 0.0973371545634616, 0.210706940827004, 0.0291361400043185, -0.4655258922814521, 0.8204136715710612, -0.0505211601967113, -0.3714959173420036, 0.440642277380716, -0.1057474899185407, 0.2087705358753963, 0.0870206565074712, 0.0813045126945148, -0.3006949495963024, 0.716749084178631, 0.5230362577352955, 0.0708888745528688, -0.3765385375026582, 0.2280990805775481, 0.1299039134480876, 0.1251166512031172, 0.5238296969172975, 0.4774403751367535, 0.2351675982924043, -0.1338804363195725, -1.2742282372756601]|1650.8070068359375000|      2.00000000|[6727, 0, 0, 468]                                                          | | GPS sucess | actual_k=0
      88|[0.1248895679295234, 0.6728198064833542, 0.3980218505090411, 0.4887125671293294, -0.4185936535316322, 0.359261242423665, -0.4928634118490651, 0.54089875110011, -0.3040313703025226, 0.1634149472924748, 0.0610528709464313, 0.1462262111442439, 0.3364593463435316, 0.3888735921152025, 0.3561808210458061, -0.0632539487361863, -0.4850466798079485, -0.0331831853375276, -0.1867834488154969, -0.5700203604605236, 0.6105321349974144, 0.4515161754332524, 0.5083783637465095, 0.6049583466474202, 0.1455902908459537, 0.7179422605281996, 0.9989000774109459, 0.8676938040908971, 0.8008495389819699, 0.2970509707631397, 0.2911425201760737, 0.0661887003668625, -0.2338229503505032, 0.075121617508047, -0.2505322741235035, -0.1273712223441381, -0.105495431815407, -0.1794235068474124, -0.1236469699973661, 0.2751583338720012, -0.2671569379638675, 0.3262763301794221, -0.103965147981495, -0.2528298602447904, -0.1311146986369492, -0.1865961436049763, 0.518543294502336, 0.5020016738691251, -0.1113534539597405, 0.4329760713890129, 0.221185912537161, -0.0556659255652867, -0.2138543096782909, 0.5414789241240968, 0.0628843897650032, -0.0028993065770044, 0.5870090273465487, -0.2368405876318775, -0.430998270178901, 0.4447825300443351, -0.2735898197243786, 0.0886172609560861, -0.2121314526586048, 0.6583808762070238, 0.3435051034561254, 0.081821694757432, 0.0480791924262566, 0.2480373457113472, 0.0307141896274214, 0.4641133312006147, 0.5214544939891396, 0.7232467942183658, 0.6681312093541885, 0.4404614976593755, -0.0767340211004632, 0.0973371545634616, 0.210706940827004, 0.0291361400043185, -0.4655258922814521, 0.8204136715710612, -0.0505211601967113, -0.3714959173420036, 0.440642277380716, -0.1057474899185407, 0.2087705358753963, 0.0870206565074712, 0.0813045126945148, -0.3006949495963024, 0.716749084178631, 0.5230362577352955, 0.0708888745528688, -0.3765385375026582, 0.2280990805775481, 0.1299039134480876, 0.1251166512031172, 0.5238296969172975, 0.4774403751367535, 0.2351675982924043, -0.1338804363195725, -1.2742282372756601]|1650.8070068359375000|      1.00000000|[6841, 0, 0, 476]                                                          |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 59 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 73 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 87 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 101 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      89|[0.233293854677192, 0.6801952610966849, 0.3537315120835643, 0.4838565027822556, -0.3886186478356353, 0.1722415759687541, -0.6076584814867304, 0.7857994658366805, -0.0981712936728397, 0.3004170742652105, -0.0135335690719833, 0.132457087636828, 0.1848667655879332, 0.413661753337232, 0.2232264222018243, -0.0945545738230878, -0.4736939875585852, 0.0558298548128816, -0.0554857705488965, -0.4937368962937235, 0.6312293716048677, 0.4409093166464313, 0.4954876662315325, 0.6375496275524041, -0.1237524849189424, 0.708522889027903, 1.007306815466562, 0.8557283550317832, 0.6417395452768183, 0.2599344885814906, 0.2303768430707692, 0.0691545006813466, -0.4283615108875446, 0.1862507937394083, -0.2839705172132288, -0.0816636044327621, -0.1499839658680374, -0.0797247866530168, -0.2082930194131677, 0.306934919027577, -0.3024817603724745, 0.3533994678486718, 0.0490460114871369, -0.3171799470793031, -0.0174457094091415, -0.2459842262840534, 0.5416007127725526, 0.5619821077739882, -0.1656298033824795, 0.2834933030085203, 0.2810655281794621, -0.0861430165148432, -0.1620454969188261, 0.489831644770964, 0.0612006696322031, 0.1450114794124835, 0.5444296063519087, -0.2070847888991487, -0.3514799804266224, 0.563344888164296, -0.138622941867626, 0.2414512132925592, -0.263915157276676, 0.4921205634714787, 0.5629236253362009, 0.0738463275756734, 0.0010072343509266, 0.0506876804690757, -0.0600611386710446, 0.4222735110809006, 0.4968267600706216, 0.7174615609952256, 0.6576138325552322, 0.4959293310196011, -0.0099724762884657, 0.0808719767394425, 0.153013389311268, 0.2321009881790025, -0.4773732415045606, 0.6166140748473639, -0.1261765904272982, -0.4360406136637595, 0.3022257135422298, -0.0654050440136292, 0.181138391545638, 0.0491891520088317, 0.0354826640796266, -0.3301688449508416, 0.8006490022446161, 0.6081124770933469, -0.0775517915699349, -0.2879516124265049, 0.2049084609899125, 0.1767100083273747, -0.047623441452676, 0.3404381368308393, 0.512910565161463, 0.2852866275712844, -0.1606986260249934, -1.167094889743587]|1638.4035644531250000|      2.00000000|[6885, 0, 0, 479]                                                          |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=0
      90|[0.233293854677192, 0.6801952610966849, 0.3537315120835643, 0.4838565027822556, -0.3886186478356353, 0.1722415759687541, -0.6076584814867304, 0.7857994658366805, -0.0981712936728397, 0.3004170742652105, -0.0135335690719833, 0.132457087636828, 0.1848667655879332, 0.413661753337232, 0.2232264222018243, -0.0945545738230878, -0.4736939875585852, 0.0558298548128816, -0.0554857705488965, -0.4937368962937235, 0.6312293716048677, 0.4409093166464313, 0.4954876662315325, 0.6375496275524041, -0.1237524849189424, 0.708522889027903, 1.007306815466562, 0.8557283550317832, 0.6417395452768183, 0.2599344885814906, 0.2303768430707692, 0.0691545006813466, -0.4283615108875446, 0.1862507937394083, -0.2839705172132288, -0.0816636044327621, -0.1499839658680374, -0.0797247866530168, -0.2082930194131677, 0.306934919027577, -0.3024817603724745, 0.3533994678486718, 0.0490460114871369, -0.3171799470793031, -0.0174457094091415, -0.2459842262840534, 0.5416007127725526, 0.5619821077739882, -0.1656298033824795, 0.2834933030085203, 0.2810655281794621, -0.0861430165148432, -0.1620454969188261, 0.489831644770964, 0.0612006696322031, 0.1450114794124835, 0.5444296063519087, -0.2070847888991487, -0.3514799804266224, 0.563344888164296, -0.138622941867626, 0.2414512132925592, -0.263915157276676, 0.4921205634714787, 0.5629236253362009, 0.0738463275756734, 0.0010072343509266, 0.0506876804690757, -0.0600611386710446, 0.4222735110809006, 0.4968267600706216, 0.7174615609952256, 0.6576138325552322, 0.4959293310196011, -0.0099724762884657, 0.0808719767394425, 0.153013389311268, 0.2321009881790025, -0.4773732415045606, 0.6166140748473639, -0.1261765904272982, -0.4360406136637595, 0.3022257135422298, -0.0654050440136292, 0.181138391545638, 0.0491891520088317, 0.0354826640796266, -0.3301688449508416, 0.8006490022446161, 0.6081124770933469, -0.0775517915699349, -0.2879516124265049, 0.2049084609899125, 0.1767100083273747, -0.047623441452676, 0.3404381368308393, 0.512910565161463, 0.2852866275712844, -0.1606986260249934, -1.167094889743587]|1638.4035644531250000|      1.00000000|[6999, 0, 0, 487]                                                          |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 59 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 73 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 87 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 101 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      91|[0.3165402645702279, 0.6636434070077825, 0.424518584265266, 0.386860634993464, -0.3636289814183942, 0.2008591852610228, -0.6645355096837805, 0.8138915800915127, -0.0943095455250838, 0.183176496329038, -0.1026449269993057, 0.0647340071209664, 0.0769295115763022, 0.3837606213496603, 0.1590912432782174, -0.1128817708830768, -0.4910395706249294, 0.1792435069945069, 0.1225435729369357, -0.3351041559153437, 0.6245408755069454, 0.3826334903710827, 0.7400570721448855, 0.4945126212934395, -0.1524678197516107, 0.7541640393534397, 0.9335771960827501, 0.948528175037677, 0.6498033682615137, 0.1622852644789935, 0.1528657709119558, 0.1127043736161649, -0.3368008341936283, 0.2204400924883783, -0.2617128166507517, -0.1267464268748169, -0.0989450189116413, 0.0043390785913718, -0.1184633510104959, 0.048083897499333, -0.2260141792791632, 0.3890088845123185, 0.0580227662195669, -0.2502579082857393, 0.1090690979343415, -0.2707375602847601, 0.5009293343984529, 0.5055185905253576, -0.072884692989909, 0.2267785633580324, 0.2082575083625867, -0.2238575813151057, -0.1490968963434982, 0.5637131740425666, -0.0459551898381643, 0.1567655097742551, 0.6938166679478255, -0.2035420171033841, -0.312123145240141, 0.4600525794165276, -0.3197187655132178, 0.2482686337714694, -0.4088563084187964, 0.4652728600891058, 0.5267059507232019, -0.1328330613050562, -0.0014719500679901, 0.1628332384686866, -0.1328120646888058, 0.3449093941737809, 0.3457068275383111, 0.7040151200749919, 0.5146443881611206, 0.2887124870569317, -0.025781371518759, 0.183630697256601, 0.0846229304890177, 0.3251866050060137, -0.4436043901945459, 0.5553920543107027, -0.3459950930918642, -0.3048499560480979, 0.2381909386427471, -0.0374824826214411, 0.1285529946299638, 0.2409031109874847, 0.0385563955169521, -0.4246189238554704, 0.7624005489553457, 0.3296148407751401, -0.1611537133667336, -0.0916789710061405, 0.2049335647899112, 0.1148357974928715, -0.0161949627944767, 0.4342170078306524, 0.3848328644273246, 0.237046643953025, -0.0901231801345668, -1.2181549590959755]|1628.1995849609375000|      2.00000000|[7015, 0, 0, 488]                                                          | | GPS sucess | actual_k=0
      92|[0.3165402645702279, 0.6636434070077825, 0.424518584265266, 0.386860634993464, -0.3636289814183942, 0.2008591852610228, -0.6645355096837805, 0.8138915800915127, -0.0943095455250838, 0.183176496329038, -0.1026449269993057, 0.0647340071209664, 0.0769295115763022, 0.3837606213496603, 0.1590912432782174, -0.1128817708830768, -0.4910395706249294, 0.1792435069945069, 0.1225435729369357, -0.3351041559153437, 0.6245408755069454, 0.3826334903710827, 0.7400570721448855, 0.4945126212934395, -0.1524678197516107, 0.7541640393534397, 0.9335771960827501, 0.948528175037677, 0.6498033682615137, 0.1622852644789935, 0.1528657709119558, 0.1127043736161649, -0.3368008341936283, 0.2204400924883783, -0.2617128166507517, -0.1267464268748169, -0.0989450189116413, 0.0043390785913718, -0.1184633510104959, 0.048083897499333, -0.2260141792791632, 0.3890088845123185, 0.0580227662195669, -0.2502579082857393, 0.1090690979343415, -0.2707375602847601, 0.5009293343984529, 0.5055185905253576, -0.072884692989909, 0.2267785633580324, 0.2082575083625867, -0.2238575813151057, -0.1490968963434982, 0.5637131740425666, -0.0459551898381643, 0.1567655097742551, 0.6938166679478255, -0.2035420171033841, -0.312123145240141, 0.4600525794165276, -0.3197187655132178, 0.2482686337714694, -0.4088563084187964, 0.4652728600891058, 0.5267059507232019, -0.1328330613050562, -0.0014719500679901, 0.1628332384686866, -0.1328120646888058, 0.3449093941737809, 0.3457068275383111, 0.7040151200749919, 0.5146443881611206, 0.2887124870569317, -0.025781371518759, 0.183630697256601, 0.0846229304890177, 0.3251866050060137, -0.4436043901945459, 0.5553920543107027, -0.3459950930918642, -0.3048499560480979, 0.2381909386427471, -0.0374824826214411, 0.1285529946299638, 0.2409031109874847, 0.0385563955169521, -0.4246189238554704, 0.7624005489553457, 0.3296148407751401, -0.1611537133667336, -0.0916789710061405, 0.2049335647899112, 0.1148357974928715, -0.0161949627944767, 0.4342170078306524, 0.3848328644273246, 0.237046643953025, -0.0901231801345668, -1.2181549590959755]|1628.1995849609375000|      1.00000000|[7129, 0, 0, 496]                                                          |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 59 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 73 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 87 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 101 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
