k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]|110181.7759999999834690|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-1.0046916780993342, -0.9861387219280005, -0.818820595741272, -0.9030079022049904, -0.9332435056567192, -0.8436636924743652, -0.8459686040878296, -0.8564839214086533, -0.9505963213741779, -1.0814191699028015, -1.3382440507411957, -1.0579432435333729, -1.0554557666182518, -0.8374128192663193, -0.9378599338233471, -0.8622040450572968, -0.8546217381954193, -0.9106906279921532, -0.9405037760734558, -1.1190676167607307, -1.1227796599268913, -1.0896679013967514, -0.8301167488098145, -1.255111575126648, -0.9031142815947533, -0.8364162594079971, -1.0670389831066132, -0.8990127444267273, -0.9675498232245445, -0.8622398376464844, -0.7689951062202454, -0.9542794898152351, -0.9394886717200279, -0.8501519560813904, -1.058372050523758, -1.050325583666563, -0.7913632839918137, -0.939096212387085, -1.305198848247528, -0.795285627245903, -1.020838487893343, -1.2161296755075455, -1.0722350478172302, -1.2263663858175278, -1.037788514047861, -0.963192768394947, -0.9230865240097046, -0.8150016665458679, -0.8550656735897064, -1.18178191781044]|94535.0078125000000000|      2.00000000|[15, 2, 0, 1]                                                              | | GPS sucess | actual_k=2
       2|[-0.428474741987884, -0.7226527836173773, -0.6699505299329758, -0.484474278986454, -0.9609687551856041, -0.9887298196554184, -0.7066208124160767, -0.7841751724481583, -1.0262218154966831, -1.6180313229560852, -1.1931573152542114, -1.4543160386383533, -0.9330406188964844, -1.2465374916791916, -0.8368582539260387, -0.7720180749893188, -0.9700391888618469, -0.4983508214354515, -0.6861891150474548, -0.5190423205494881, -1.2495960220694542, -0.7561671882867813, -0.7629677057266235, -0.8181965351104736, -1.277053914964199, -0.7045579105615616, -1.097376026213169, -1.2015101909637451, -1.1808029189705849, -0.8095600977540016, -1.0997301936149597, -0.6895788684487343, -0.6266830787062645, -0.613237202167511, -1.0245918594300747, -1.224596630781889, -1.0013587325811386, -0.8375018909573555, -1.5158547759056091, -0.59356889128685, -0.3702336438000202, -0.9838754385709763, -1.2174309194087982, -0.7491489797830582, -0.7798074223101139, -0.7662476524710655, -1.1198351979255676, -0.5532107055187225, -0.9570700600743294, -1.1716353818774223]|89813.7421875000000000|      4.00000000|[29, 4, 0, 2]                                                              | | GPS sucess | actual_k=2
      65|[-0.7013167927146737, 0.6079481175036641, -0.021929905921914, 0.4824546779704622, -0.0342998982039436, 0.0381773997575501, -0.1479659090798356, 0.5268146149385593, -0.7754340130060097, -0.4358867105330494, 0.6289328499421667, -0.3827532930764834, 0.4511778388375591, -0.3616690875327085, -0.3492091990840498, -0.4146993160679392, 0.4649982782957838, 1.433663276450431, -1.260059783833684, 0.541436758023508, 0.3349648214089063, -1.0398202150814715, 0.7123693729449261, -0.2078615021200581, -0.593256489167929, -0.0270086928343661, 0.0765346001574071, -0.2704436710152183, 0.4521295736120484, -0.1141635305507948, 0.6908228351984557, -0.3146779119179863, -0.1665022980955936, -0.111669479201095, -0.127548040363625, -0.2127686492617775, 0.4164923090665237, -0.7081434625606122, -0.1858970973445621, -0.1748607119833309, 0.2606604918544063, 0.4203743451951106, -0.1664183189104509, -0.560281338731679, 0.2553613701894868, -0.1333886417682719, -0.2377856626220289, -0.2582339860595255, -0.2945151260803051, -0.2389633308474848]|2080.2390136718750000|      2.00000000|[3330, 522, 0, 261]                                                        | | GPS sucess | actual_k=2
      66|[-0.7013167927146737, 0.6079481175036641, -0.021929905921914, 0.4824546779704622, -0.0342998982039436, 0.0381773997575501, -0.1479659090798356, 0.5268146149385593, -0.7754340130060097, -0.4358867105330494, 0.6289328499421667, -0.3827532930764834, 0.4511778388375591, -0.3616690875327085, -0.3492091990840498, -0.4146993160679392, 0.4649982782957838, 1.433663276450431, -1.260059783833684, 0.541436758023508, 0.3349648214089063, -1.0398202150814715, 0.7123693729449261, -0.2078615021200581, -0.593256489167929, -0.0270086928343661, 0.0765346001574071, -0.2704436710152183, 0.4521295736120484, -0.1141635305507948, 0.6908228351984557, -0.3146779119179863, -0.1665022980955936, -0.111669479201095, -0.127548040363625, -0.2127686492617775, 0.4164923090665237, -0.7081434625606122, -0.1858970973445621, -0.1748607119833309, 0.2606604918544063, 0.4203743451951106, -0.1664183189104509, -0.560281338731679, 0.2553613701894868, -0.1333886417682719, -0.2377856626220289, -0.2582339860595255, -0.2945151260803051, -0.2389633308474848]|2080.2390136718750000|      1.00000000|[3396, 532, 0, 266]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 42 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 54 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      67|[-0.5744032922101194, 0.6793344978463479, 0.0342853795707736, 0.5535979787534252, -0.0816497638145436, 0.2465901082941009, -0.2682953181992129, 0.6516901467677352, -0.7348551993657724, -0.2085234006988257, 0.5748668838749306, -0.5231566303756576, 0.4393698807567502, -0.5088441454613934, -0.4202482167024256, -0.4626431744480987, 0.6569705176708545, 1.6067540344994162, -1.39214339635667, 0.5369447570563078, 0.1848562066383814, -0.8598774477864047, 0.6309052828604171, -0.1152680483336471, -0.2552788491592402, 0.1057537277756632, -0.0717800333618595, -0.2892803433290237, 0.4262110690753826, -0.1107490330677764, 0.5773670139847327, -0.6152723145824677, -0.1895364541098475, -0.1704826755586019, 0.01769726016236, -0.0648604858113021, 0.2975423734523605, -0.6013389231513355, -0.2075194618521358, -0.0444098967520486, 0.1658129345257237, 0.2628745031159132, -0.3035328770038586, -0.3854851545813521, 0.3152279508331798, 0.0342442458159205, -0.4618649110056362, 0.0490209155029498, -0.2285486872105214, -0.0860992310330793]|1978.2537841796875000|      2.00000000|[3422, 536, 0, 268]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=2
      68|[-0.1904471540517256, 0.4928586741133055, 0.2413641838706378, 0.2480820397220679, -0.1479635751549487, -0.0969183949932267, 0.0020503421116235, 0.5131506828242169, -0.7387575415182066, -0.4350212957544498, 0.3814198825771392, -0.1122200577020229, 0.4664197153765136, -0.0963943573142409, -0.6502225592447852, 0.089684320288761, 0.2990052332545116, 1.7292606207605317, -1.3017966149929032, 0.5693929056321808, -0.0273708850582574, -0.7660904927656387, 0.4475960508004166, -0.4330436396064534, -0.439106777974495, -0.2760459541261532, -0.1246293985562547, -0.2940508775804805, 0.0694084211637505, 0.24662990537204, 0.600813539423189, -0.4801220584867784, -0.2939393237960083, 0.2206913757612129, -0.1578572745719927, 0.2736400740111445, -0.0313752781864476, -0.027886744501717, -0.5402368662882502, -0.2508612672696023, 0.1948588222891513, 0.3114862958548114, -0.5192881939155269, -0.4977756564997003, -0.0646598578413289, -0.7005640597517007, -0.3044591589053728, 0.0715506809314938, -0.2494610345175162, -0.5459606747194241]|1976.2482910156250000|      4.00000000|[3473, 544, 0, 272]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=2
      69|[-0.1904471540517256, 0.4928586741133055, 0.2413641838706378, 0.2480820397220679, -0.1479635751549487, -0.0969183949932267, 0.0020503421116235, 0.5131506828242169, -0.7387575415182066, -0.4350212957544498, 0.3814198825771392, -0.1122200577020229, 0.4664197153765136, -0.0963943573142409, -0.6502225592447852, 0.089684320288761, 0.2990052332545116, 1.7292606207605317, -1.3017966149929032, 0.5693929056321808, -0.0273708850582574, -0.7660904927656387, 0.4475960508004166, -0.4330436396064534, -0.439106777974495, -0.2760459541261532, -0.1246293985562547, -0.2940508775804805, 0.0694084211637505, 0.24662990537204, 0.600813539423189, -0.4801220584867784, -0.2939393237960083, 0.2206913757612129, -0.1578572745719927, 0.2736400740111445, -0.0313752781864476, -0.027886744501717, -0.5402368662882502, -0.2508612672696023, 0.1948588222891513, 0.3114862958548114, -0.5192881939155269, -0.4977756564997003, -0.0646598578413289, -0.7005640597517007, -0.3044591589053728, 0.0715506809314938, -0.2494610345175162, -0.5459606747194241]|1976.2482910156250000|      2.00000000|[3537, 554, 0, 277]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 41 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 53 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      70|[-0.1904471540517256, 0.4928586741133055, 0.2413641838706378, 0.2480820397220679, -0.1479635751549487, -0.0969183949932267, 0.0020503421116235, 0.5131506828242169, -0.7387575415182066, -0.4350212957544498, 0.3814198825771392, -0.1122200577020229, 0.4664197153765136, -0.0963943573142409, -0.6502225592447852, 0.089684320288761, 0.2990052332545116, 1.7292606207605317, -1.3017966149929032, 0.5693929056321808, -0.0273708850582574, -0.7660904927656387, 0.4475960508004166, -0.4330436396064534, -0.439106777974495, -0.2760459541261532, -0.1246293985562547, -0.2940508775804805, 0.0694084211637505, 0.24662990537204, 0.600813539423189, -0.4801220584867784, -0.2939393237960083, 0.2206913757612129, -0.1578572745719927, 0.2736400740111445, -0.0313752781864476, -0.027886744501717, -0.5402368662882502, -0.2508612672696023, 0.1948588222891513, 0.3114862958548114, -0.5192881939155269, -0.4977756564997003, -0.0646598578413289, -0.7005640597517007, -0.3044591589053728, 0.0715506809314938, -0.2494610345175162, -0.5459606747194241]|1976.2482910156250000|      1.00000000|[3602, 564, 0, 282]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      71|[-0.4511086070603773, 0.6278719564123473, 0.1802351354039554, 0.2670424988798924, -0.1841850793663745, -0.1958828626379182, 0.324752094297445, 0.3103594986372815, -0.5978336391258192, -0.4905383955521755, 0.116455957692343, -0.1931345848798336, 0.4409196618366414, -0.2840768965388655, -0.7349854454113578, 0.1179946341095999, 0.3885786836410358, 1.5262394818540528, -1.272096805143641, 0.3832188109552094, -0.1016928852041696, -0.7105439668998454, 0.4383961986765601, -0.3749636443915143, -0.1595004356588212, -0.368243886429105, 0.0530414527935759, -0.2635722268764543, 0.036987588499976, 0.3135132756523059, 0.5639659368471717, -0.6065502751825639, -0.07744452513573, 0.2972558665563484, 0.125541770895384, 0.3310477921629523, -0.2538578700538945, -0.0619604437674355, -0.3054799793291743, -0.3814580391058832, 0.042129311028165, 0.2080710301754519, -0.5248404895109344, -0.5818642651222512, -0.0481939815898698, -0.5562156768018716, -0.2612562744101145, -0.1128223401942997, -0.357464650850524, -0.5013377244635533]|1819.6542968750000000|      2.00000000|[3616, 566, 0, 283]                                                        | | GPS sucess | actual_k=2
      72|[-0.4511086070603773, 0.6278719564123473, 0.1802351354039554, 0.2670424988798924, -0.1841850793663745, -0.1958828626379182, 0.324752094297445, 0.3103594986372815, -0.5978336391258192, -0.4905383955521755, 0.116455957692343, -0.1931345848798336, 0.4409196618366414, -0.2840768965388655, -0.7349854454113578, 0.1179946341095999, 0.3885786836410358, 1.5262394818540528, -1.272096805143641, 0.3832188109552094, -0.1016928852041696, -0.7105439668998454, 0.4383961986765601, -0.3749636443915143, -0.1595004356588212, -0.368243886429105, 0.0530414527935759, -0.2635722268764543, 0.036987588499976, 0.3135132756523059, 0.5639659368471717, -0.6065502751825639, -0.07744452513573, 0.2972558665563484, 0.125541770895384, 0.3310477921629523, -0.2538578700538945, -0.0619604437674355, -0.3054799793291743, -0.3814580391058832, 0.042129311028165, 0.2080710301754519, -0.5248404895109344, -0.5818642651222512, -0.0481939815898698, -0.5562156768018716, -0.2612562744101145, -0.1128223401942997, -0.357464650850524, -0.5013377244635533]|1819.6542968750000000|      1.00000000|[3691, 578, 0, 289]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      73|[-0.39107076690263, 0.5539230291886649, 0.2163789449609164, 0.2306999190084763, -0.0864749542180781, -0.1126715449794938, 0.1359728594112756, 0.4679260460310803, -0.5505646002697897, -0.6634543906731777, 0.0415601734335005, -0.2271147160291256, 0.2814013454485112, -0.406027977397573, -0.5127297982288932, 0.1394891940532759, 0.5337928389573886, 1.7542949589963868, -1.3368305860641465, 0.4928918490802475, -0.0835262909968827, -0.7105295900732611, 0.65926720015857, -0.4182729194524064, -0.1184588230336991, -0.5292823447764256, -0.0289301031546815, -0.278051934802966, 0.1313063881744869, 0.2461966168574259, 0.2084551357702826, -0.2133404899595567, -0.1057752535474045, 0.0777562040378471, 0.0269966517290098, 0.408404406335411, -0.2649805698808503, -0.1350900231922936, -0.2634222155440504, -0.0907924125800043, 0.1210894913107577, 0.2972274641153857, -0.4461157997292686, -0.5790207622133061, 0.0821493661979872, -0.5212971301252358, -0.5237763492544748, 0.0741230385860653, -0.2448016053249732, -0.5393543492122601]|1777.4860839843750000|      2.00000000|[3705, 580, 0, 290]                                                        | | GPS sucess | actual_k=2
      74|[-0.39107076690263, 0.5539230291886649, 0.2163789449609164, 0.2306999190084763, -0.0864749542180781, -0.1126715449794938, 0.1359728594112756, 0.4679260460310803, -0.5505646002697897, -0.6634543906731777, 0.0415601734335005, -0.2271147160291256, 0.2814013454485112, -0.406027977397573, -0.5127297982288932, 0.1394891940532759, 0.5337928389573886, 1.7542949589963868, -1.3368305860641465, 0.4928918490802475, -0.0835262909968827, -0.7105295900732611, 0.65926720015857, -0.4182729194524064, -0.1184588230336991, -0.5292823447764256, -0.0289301031546815, -0.278051934802966, 0.1313063881744869, 0.2461966168574259, 0.2084551357702826, -0.2133404899595567, -0.1057752535474045, 0.0777562040378471, 0.0269966517290098, 0.408404406335411, -0.2649805698808503, -0.1350900231922936, -0.2634222155440504, -0.0907924125800043, 0.1210894913107577, 0.2972274641153857, -0.4461157997292686, -0.5790207622133061, 0.0821493661979872, -0.5212971301252358, -0.5237763492544748, 0.0741230385860653, -0.2448016053249732, -0.5393543492122601]|1777.4860839843750000|      1.00000000|[3779, 592, 0, 296]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 51 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 63 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      75|[-0.2285611850345972, 0.4502052513291847, 0.160573178666304, 0.1466235681428529, 0.1900242762184292, -0.1698611581028714, 0.1612422196065619, 0.451215802270267, -0.2834241566250087, -0.4797079592314399, -0.0001701714731856, 0.0855277780409178, 0.5624821503877544, -0.4371768871787637, -0.6515457673161368, 0.2300799247036761, 0.5145230831787669, 1.8299079459320104, -1.196924530751835, 0.5583007018309964, 0.1493433368375894, -0.6336662803461145, 0.368025440233182, -0.3225530402464126, -0.0792931075148829, -0.3059458010088305, -0.0721520441632802, -0.1673109388713413, 0.0396305159165096, 0.2816001524243872, 0.1133570492304693, -0.372150515854045, -0.1427826200572186, 0.0725044114766153, 0.0916023255297152, 0.4700110115349594, -0.3163074326316349, -0.1717288453558106, -0.2744395853558996, -0.3486791715094201, 0.3069579351990149, 0.1107938976679479, -0.2482404542754888, -0.4840145280664857, -0.0085580528810714, -0.4760242559288779, -0.6863113401029806, 0.0473554480201925, -0.0676799297434308, -0.5260919419945173]|1515.1279296875000000|      2.00000000|[3829, 600, 0, 300]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | iterate success | actual_k=2
      76|[-0.2285611850345972, 0.4502052513291847, 0.160573178666304, 0.1466235681428529, 0.1900242762184292, -0.1698611581028714, 0.1612422196065619, 0.451215802270267, -0.2834241566250087, -0.4797079592314399, -0.0001701714731856, 0.0855277780409178, 0.5624821503877544, -0.4371768871787637, -0.6515457673161368, 0.2300799247036761, 0.5145230831787669, 1.8299079459320104, -1.196924530751835, 0.5583007018309964, 0.1493433368375894, -0.6336662803461145, 0.368025440233182, -0.3225530402464126, -0.0792931075148829, -0.3059458010088305, -0.0721520441632802, -0.1673109388713413, 0.0396305159165096, 0.2816001524243872, 0.1133570492304693, -0.372150515854045, -0.1427826200572186, 0.0725044114766153, 0.0916023255297152, 0.4700110115349594, -0.3163074326316349, -0.1717288453558106, -0.2744395853558996, -0.3486791715094201, 0.3069579351990149, 0.1107938976679479, -0.2482404542754888, -0.4840145280664857, -0.0085580528810714, -0.4760242559288779, -0.6863113401029806, 0.0473554480201925, -0.0676799297434308, -0.5260919419945173]|1515.1279296875000000|      1.00000000|[3905, 612, 0, 306]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      77|[-0.0916858861645975, 0.1034565807615566, 0.1999553034107656, -0.1165112136097172, 0.188638130346727, -0.0581105862088463, 0.1340396633223573, 0.1757988632804298, -0.3510039861203568, -0.4820871399028442, -0.0056409830173204, -0.0293472909589437, 0.5380003784676878, -0.532857732386965, -0.6691695790501097, 0.4465651722707025, 0.4872341877454154, 1.8813493553664853, -1.1015844282222185, 0.5419905942113958, -0.0046990716595029, -0.4226762099356151, 0.2374668978581402, -0.5168968081400627, -0.178112845715016, -0.2457221381645725, -0.0813383111397993, -0.1565488532251746, -0.2887315796654922, -0.0479944778422368, 0.0835460057920747, -0.3375904006797718, -0.0479996561644458, 0.0510993659186929, -0.1659798218514972, 0.3397485183315186, -0.1212755166743177, -0.3627223558585901, -0.2603340970636295, -0.210003126905235, 0.3162234333151316, 0.0007911796761904, -0.2775891055988338, -0.4085622103545212, 0.0143584854910748, -0.3781463708630176, -0.5691081809147592, 0.0829711215184357, 0.0083323690099654, -0.377248851780323]|1084.8574218750000000|      2.00000000|[3932, 616, 0, 308]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
      78|[-0.0916858861645975, 0.1034565807615566, 0.1999553034107656, -0.1165112136097172, 0.188638130346727, -0.0581105862088463, 0.1340396633223573, 0.1757988632804298, -0.3510039861203568, -0.4820871399028442, -0.0056409830173204, -0.0293472909589437, 0.5380003784676878, -0.532857732386965, -0.6691695790501097, 0.4465651722707025, 0.4872341877454154, 1.8813493553664853, -1.1015844282222185, 0.5419905942113958, -0.0046990716595029, -0.4226762099356151, 0.2374668978581402, -0.5168968081400627, -0.178112845715016, -0.2457221381645725, -0.0813383111397993, -0.1565488532251746, -0.2887315796654922, -0.0479944778422368, 0.0835460057920747, -0.3375904006797718, -0.0479996561644458, 0.0510993659186929, -0.1659798218514972, 0.3397485183315186, -0.1212755166743177, -0.3627223558585901, -0.2603340970636295, -0.210003126905235, 0.3162234333151316, 0.0007911796761904, -0.2775891055988338, -0.4085622103545212, 0.0143584854910748, -0.3781463708630176, -0.5691081809147592, 0.0829711215184357, 0.0083323690099654, -0.377248851780323]|1084.8574218750000000|      1.00000000|[4008, 628, 0, 314]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      79|[0.0057545548918178, -0.0570342038857343, 0.1797329552364668, 0.0963533065973876, 0.1371242412064566, -0.0433828675637795, -0.085136310632765, 0.1816736298430224, -0.4086959030690395, -0.3793013943648545, 0.1083200485977706, -0.2382338833126933, 0.4729090558824489, -0.7376979537936472, -0.4042841265048839, 0.454173350711923, 0.4374890777663004, 1.7444101590905738, -0.8948906408863152, 0.5946747392549498, 0.0158842521887568, -0.4712821686298685, 0.2909769308626827, -0.1981455272707983, -0.2552659208532928, -0.1755405479965013, -0.0327807328380089, -0.4951850118112664, -0.331808454936836, -0.131533593112264, 0.0023662875774761, -0.291356067115017, -0.2076841184977499, 0.0784023972939723, -0.2748041960109991, 0.3358604418686276, -0.1364775001392693, -0.1218827865077647, 0.0561880366758975, -0.2012883000010338, 0.1574944030952015, 0.204387767569841, -0.3148761939966668, -0.3586997197488543, 0.2149019330460864, -0.1611739014170869, -0.5387899996113475, 0.0340286888239077, -0.0194733434899584, -0.4337979586514226]|972.8010864257812500|      2.00000000|[4046, 634, 0, 317]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=2
      80|[0.0057545548918178, -0.0570342038857343, 0.1797329552364668, 0.0963533065973876, 0.1371242412064566, -0.0433828675637795, -0.085136310632765, 0.1816736298430224, -0.4086959030690395, -0.3793013943648545, 0.1083200485977706, -0.2382338833126933, 0.4729090558824489, -0.7376979537936472, -0.4042841265048839, 0.454173350711923, 0.4374890777663004, 1.7444101590905738, -0.8948906408863152, 0.5946747392549498, 0.0158842521887568, -0.4712821686298685, 0.2909769308626827, -0.1981455272707983, -0.2552659208532928, -0.1755405479965013, -0.0327807328380089, -0.4951850118112664, -0.331808454936836, -0.131533593112264, 0.0023662875774761, -0.291356067115017, -0.2076841184977499, 0.0784023972939723, -0.2748041960109991, 0.3358604418686276, -0.1364775001392693, -0.1218827865077647, 0.0561880366758975, -0.2012883000010338, 0.1574944030952015, 0.204387767569841, -0.3148761939966668, -0.3586997197488543, 0.2149019330460864, -0.1611739014170869, -0.5387899996113475, 0.0340286888239077, -0.0194733434899584, -0.4337979586514226]|972.8010864257812500|      1.00000000|[4121, 646, 0, 323]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      81|[-0.1500312292335103, 0.0734873319876788, 0.1481412641597113, -0.0512871749938371, -0.0046456150080667, -0.1309198060522629, -0.0760761941480038, -0.0737809104096632, -0.2861073132815563, -0.3458432955956666, -0.2501081018176499, -0.1469883885297686, 0.1842899846372554, -0.6568971299263262, -0.2887122476544239, 0.4048514943622163, 0.3169100436762583, 1.7179517019782615, -0.8963931864367808, 0.4393944323196395, 0.0666637922805098, -0.5477913612158136, 0.2377388668120083, -0.1432663461837813, -0.3213400910255073, -0.36930031719778, 0.2605796494804877, -0.4973141381514172, -0.4066315364302137, -0.1926650481164792, -0.233062999379311, -0.2587160197436295, 0.0898655762787851, 0.0334465252947086, -0.174468001972608, 0.1667900341204052, 0.0828346163644462, -0.3592937192870769, 0.0923152500645789, -0.1831774547630634, 0.1095528375815907, 0.2457410975859771, -0.3349250712209929, -0.1829486446002719, 0.2563000596780616, -0.051420359768699, -0.5491344117891487, 0.1515112392661265, -0.1186038845761553, -0.6032211811932318]|955.4000854492187500|      2.00000000|[4135, 648, 0, 324]                                                        | | GPS sucess | actual_k=2
      82|[-0.1500312292335103, 0.0734873319876788, 0.1481412641597113, -0.0512871749938371, -0.0046456150080667, -0.1309198060522629, -0.0760761941480038, -0.0737809104096632, -0.2861073132815563, -0.3458432955956666, -0.2501081018176499, -0.1469883885297686, 0.1842899846372554, -0.6568971299263262, -0.2887122476544239, 0.4048514943622163, 0.3169100436762583, 1.7179517019782615, -0.8963931864367808, 0.4393944323196395, 0.0666637922805098, -0.5477913612158136, 0.2377388668120083, -0.1432663461837813, -0.3213400910255073, -0.36930031719778, 0.2605796494804877, -0.4973141381514172, -0.4066315364302137, -0.1926650481164792, -0.233062999379311, -0.2587160197436295, 0.0898655762787851, 0.0334465252947086, -0.174468001972608, 0.1667900341204052, 0.0828346163644462, -0.3592937192870769, 0.0923152500645789, -0.1831774547630634, 0.1095528375815907, 0.2457410975859771, -0.3349250712209929, -0.1829486446002719, 0.2563000596780616, -0.051420359768699, -0.5491344117891487, 0.1515112392661265, -0.1186038845761553, -0.6032211811932318]|955.4000854492187500|      1.00000000|[4199, 658, 0, 329]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      83|[-0.0193157068302978, -0.0730303892524136, 0.207397287765176, -0.2260372111401164, 0.1983021517924424, -0.2004147026939786, -0.3281354819868598, -0.1401229873378903, -0.3992831309698472, -0.5021938722203169, -0.1000822840923553, -0.1246380743066332, 0.4033377487147899, -0.5649221811971918, -0.1195784026416973, 0.1559547879889081, 0.486770825771046, 1.7227242717646527, -1.1067921402916747, 0.3409643481659774, 0.0381356590819702, -0.6372154255087717, 0.1744890335057045, -0.1827164793007593, -0.1993705921184287, -0.2441480320228696, 0.2062531501775872, -0.3975429212939581, -0.303635457461393, -0.0711859825846079, -0.1409104339172725, -0.2840254532161471, 0.2055967671018177, -0.0810486266347646, 0.0005511583618094, 0.2543015671350033, -0.0673604619400836, -0.2704018366250517, -0.1310968453670767, -0.2011047317956579, -0.2610069612927635, 0.2990494104397698, -0.3403899849631811, -0.061409705092305, 0.10338919647156, 0.176135697453839, -0.5940177675864987, 0.0942363131800225, -0.341239175193535, -0.6271644657610123]|950.4712524414062500|      2.00000000|[4225, 662, 0, 331]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=2
