k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|1827.7085714285710765|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3149951314812511, 0.0834199215174561, 0.2730656671777041, -0.0560884551680979, 0.1196719541139754, 0.2889089593369937, 0.1308657830754166, -0.1261971867700264, 0.1268347305560133, -0.0290383974835216, 0.176300148156612, 0.1613147967900849, 0.0076246301313227, 0.1381984142181782, 0.2009798033257175, 0.1282013647225709, 0.1489519850765903, 0.1211610771542032, 0.0336583274899606, 0.1609996864961724, 0.0934754116347426, -0.0342024422483504, 0.2467555688704476, 0.0591640709340284, 0.2192980349046219, 0.1066706049076495, 0.1366634754198868, 0.0662594282710431, 0.1314170746875976, 0.0703138515740787, 0.1344300143690177, -0.0306076945659431, 0.131844298722797, 0.1632879098775974, -0.012784411647439, 0.1513665498933848, 0.0748629790584193, 0.0998062084583571, 0.0632005427375241, 0.0491026788296467, 0.0648019527303347, 0.0219250664615776, -0.0442837643277541, -0.0223305483955942, 0.1431348725934589, 0.210982107287406, 0.3055670960854748, -0.0080239586130906, 0.1151884976550794, 0.0730293847391876]|1750.3604166286054351|      2.00000000|[61, 4, 1, 2]                                                              |  | used linear model with 65 points | iterate success | actual_k=4
      42|[3.208273567927766, 4.0874191872841905, 4.5298700809858135, 3.1249667484101913, 3.0243202803983946, 3.469292064034318, 4.347860714302206, 3.5502488022356062, 3.5594099953236564, 3.642968541977071, 3.7514535378556717, 3.513648654605147, 4.924265003800089, 4.3867520714334125, 1.2820397728190087, 3.279502151196547, 1.8027752897625111, -0.3001385577837238, 2.427837045650436, 1.8257316965065638, 3.3370837344976745, 1.65185070146556, 3.4395734802076525, 1.4342979296869798, 2.9873925410082216, 1.8440828442605437, 2.3772961528343033, 3.856917332762417, 3.5873302696813254, 4.398355013065389, 4.125443784536463, 2.8835322151538105, 3.232381389747603, 2.7435624340664777, 3.02432272796111, 3.95140117437459, 2.6724192383467136, 2.725195535155962, 3.5382375501323056, 4.016187658547653, 3.662614640798725, 1.8716709621022458, 1.0269791077075643, 4.187742171768479, 3.3286107672537857, 4.247657339114278, 0.334387903747788, 3.0750791165589133, 2.7365596336597946, 3.541775320375877]|340.2985363836346551|      1.00000000|[2562, 168, 42, 84]                                                        |  | used linear model with 65 points | iterate success | actual_k=4
      43|[3.208273567927766, 4.0874191872841905, 4.5298700809858135, 3.1249667484101913, 3.0243202803983946, 3.469292064034318, 4.347860714302206, 3.5502488022356062, 3.5594099953236564, 3.642968541977071, 3.7514535378556717, 3.513648654605147, 4.924265003800089, 4.3867520714334125, 1.2820397728190087, 3.279502151196547, 1.8027752897625111, -0.3001385577837238, 2.427837045650436, 1.8257316965065638, 3.3370837344976745, 1.65185070146556, 3.4395734802076525, 1.4342979296869798, 2.9873925410082216, 1.8440828442605437, 2.3772961528343033, 3.856917332762417, 3.5873302696813254, 4.398355013065389, 4.125443784536463, 2.8835322151538105, 3.232381389747603, 2.7435624340664777, 3.02432272796111, 3.95140117437459, 2.6724192383467136, 2.725195535155962, 3.5382375501323056, 4.016187658547653, 3.662614640798725, 1.8716709621022458, 1.0269791077075643, 4.187742171768479, 3.3286107672537857, 4.247657339114278, 0.334387903747788, 3.0750791165589133, 2.7365596336597946, 3.541775320375877]|340.2985363836346551|      0.50000000|[2623, 172, 43, 86]                                                        |  | used linear model with 65 points | iterate failure | actual_k=4
      44|[3.208273567927766, 4.0874191872841905, 4.5298700809858135, 3.1249667484101913, 3.0243202803983946, 3.469292064034318, 4.347860714302206, 3.5502488022356062, 3.5594099953236564, 3.642968541977071, 3.7514535378556717, 3.513648654605147, 4.924265003800089, 4.3867520714334125, 1.2820397728190087, 3.279502151196547, 1.8027752897625111, -0.3001385577837238, 2.427837045650436, 1.8257316965065638, 3.3370837344976745, 1.65185070146556, 3.4395734802076525, 1.4342979296869798, 2.9873925410082216, 1.8440828442605437, 2.3772961528343033, 3.856917332762417, 3.5873302696813254, 4.398355013065389, 4.125443784536463, 2.8835322151538105, 3.232381389747603, 2.7435624340664777, 3.02432272796111, 3.95140117437459, 2.6724192383467136, 2.725195535155962, 3.5382375501323056, 4.016187658547653, 3.662614640798725, 1.8716709621022458, 1.0269791077075643, 4.187742171768479, 3.3286107672537857, 4.247657339114278, 0.334387903747788, 3.0750791165589133, 2.7365596336597946, 3.541775320375877]|340.2985363836346551|      0.25000000|[2684, 176, 44, 88]                                                        |  | used linear model with 65 points | iterate failure | actual_k=4
      45|[3.208273567927766, 4.0874191872841905, 4.5298700809858135, 3.1249667484101913, 3.0243202803983946, 3.469292064034318, 4.347860714302206, 3.5502488022356062, 3.5594099953236564, 3.642968541977071, 3.7514535378556717, 3.513648654605147, 4.924265003800089, 4.3867520714334125, 1.2820397728190087, 3.279502151196547, 1.8027752897625111, -0.3001385577837238, 2.427837045650436, 1.8257316965065638, 3.3370837344976745, 1.65185070146556, 3.4395734802076525, 1.4342979296869798, 2.9873925410082216, 1.8440828442605437, 2.3772961528343033, 3.856917332762417, 3.5873302696813254, 4.398355013065389, 4.125443784536463, 2.8835322151538105, 3.232381389747603, 2.7435624340664777, 3.02432272796111, 3.95140117437459, 2.6724192383467136, 2.725195535155962, 3.5382375501323056, 4.016187658547653, 3.662614640798725, 1.8716709621022458, 1.0269791077075643, 4.187742171768479, 3.3286107672537857, 4.247657339114278, 0.334387903747788, 3.0750791165589133, 2.7365596336597946, 3.541775320375877]|340.2985363836346551|      0.12500000|[2745, 180, 45, 90]                                                        |  | used linear model with 65 points | iterate failure | actual_k=4
      46|[3.2057128183482453, 4.094861756528669, 4.545308027467143, 3.1411019500797135, 3.0135558829726024, 3.464161968426611, 4.339354872682674, 3.5677035448982295, 3.5789426556289894, 3.6460998394815127, 3.741055317171421, 3.5402402050414583, 4.92815148312154, 4.384312586564398, 1.2260756661658432, 3.2857595790083365, 1.764625717207888, -0.2929978500461082, 2.4304261627922847, 1.809072966789301, 3.3373220786527393, 1.6459063693608946, 3.449122601368727, 1.384172174887952, 3.0017411221089687, 1.8432176733626833, 2.3939628221366793, 3.86760689744387, 3.5948494387162215, 4.4020802220804445, 4.122884112251848, 2.8772126967786495, 3.236891871966081, 2.7682421420324403, 3.030086693444702, 3.9700070610228937, 2.688753800610337, 2.73304154711508, 3.5538550861341873, 4.034641775421332, 3.6730273392497548, 1.874699313991695, 1.029160485915439, 4.183819223958026, 3.326004408232926, 4.254272235138644, 0.2843612276243236, 3.065212093678022, 2.7531738293444787, 3.54565389988893]|337.3492534807786569|      0.25000000|[2806, 184, 46, 92]                                                        |  | used linear model with 65 points | iterate success | actual_k=4
      47|[3.2309814124151033, 4.101352493015568, 4.584858231639004, 3.1761478458152914, 3.05394206546616, 3.481759739906656, 4.337601649783388, 3.582255360461389, 3.608720716432928, 3.604127730576194, 3.7725298920777073, 3.5564209566862655, 4.942042496688375, 4.392720728113586, 1.1855224803084632, 3.31620680786019, 1.7731227232408364, -0.2493586908593197, 2.4472262825860485, 1.861538495419318, 3.3243904085701645, 1.6946960627863366, 3.5088046861081224, 1.4132712356565367, 3.022866827295314, 1.8109278276480358, 2.4442625613371876, 3.8979927236496, 3.6375426829130406, 4.444583834202815, 4.152541535057517, 2.8857457857722557, 3.2585710828542354, 2.7635849002253234, 3.06327574686458, 3.966114321165889, 2.762828310155086, 2.7494249576690137, 3.5438659946919544, 4.102089030185275, 3.7255614076861803, 1.941042699926199, 0.9642209368456158, 4.21926187131982, 3.34868386239345, 4.270155764087899, 0.3012563140415153, 3.086408734799202, 2.787401393867077, 3.5820310216895033]|332.6879292324419453|      0.50000000|[2867, 188, 47, 94]                                                        |  | used linear model with 65 points | iterate success | actual_k=4
      48|[3.2530663326247873, 4.0627603753244435, 4.636845695761884, 3.1910161851121934, 3.0968506989911586, 3.5294078665855615, 4.321568839372342, 3.682081769570242, 3.69074822072909, 3.6508527584760238, 3.770060241183114, 3.676920920308901, 4.916829737442454, 4.393208926012825, 1.0604956253489053, 3.3424135115463343, 1.6291910243030585, -0.1823230330486562, 2.415606188967485, 1.8952196291938648, 3.343342269153799, 1.7623699984667023, 3.4836776430205605, 1.22537174914142, 3.220489898982919, 1.8402395198157608, 2.4692641352545266, 3.928979607858214, 3.7376888847828535, 4.409500221227416, 4.196591550072477, 2.9973254498437103, 3.3550583540328516, 2.8183111295420713, 3.1795305067093613, 4.03943696165822, 2.7966525997699456, 2.7652290575565592, 3.601999008669713, 4.084698347647483, 3.6746527459424825, 1.9866471150958713, 0.9053667008438431, 4.184018207392375, 3.3377522373349544, 4.350543656714834, 0.3140209212377973, 3.0451423591638624, 2.7574830776071573, 3.5788530809440218]|329.1638962058658535|      1.00000000|[2928, 192, 48, 96]                                                        |  | used linear model with 65 points | iterate success | actual_k=4
      49|[3.2530663326247873, 4.0627603753244435, 4.636845695761884, 3.1910161851121934, 3.0968506989911586, 3.5294078665855615, 4.321568839372342, 3.682081769570242, 3.69074822072909, 3.6508527584760238, 3.770060241183114, 3.676920920308901, 4.916829737442454, 4.393208926012825, 1.0604956253489053, 3.3424135115463343, 1.6291910243030585, -0.1823230330486562, 2.415606188967485, 1.8952196291938648, 3.343342269153799, 1.7623699984667023, 3.4836776430205605, 1.22537174914142, 3.220489898982919, 1.8402395198157608, 2.4692641352545266, 3.928979607858214, 3.7376888847828535, 4.409500221227416, 4.196591550072477, 2.9973254498437103, 3.3550583540328516, 2.8183111295420713, 3.1795305067093613, 4.03943696165822, 2.7966525997699456, 2.7652290575565592, 3.601999008669713, 4.084698347647483, 3.6746527459424825, 1.9866471150958713, 0.9053667008438431, 4.184018207392375, 3.3377522373349544, 4.350543656714834, 0.3140209212377973, 3.0451423591638624, 2.7574830776071573, 3.5788530809440218]|329.1638962058658535|      0.50000000|[2989, 196, 49, 98]                                                        |  | used linear model with 65 points | iterate failure | actual_k=4
      50|[3.2617485828240986, 4.133603446893569, 4.674332025041526, 3.268574488583047, 3.0718988957099245, 3.511676820480195, 4.387014838931034, 3.6949567444776252, 3.75074988055825, 3.7400428918255835, 3.767207719663697, 3.6904727349993576, 4.962477361369845, 4.393991757375655, 1.0892578399312276, 3.4208714521416868, 1.8176867517452833, -0.0391692052223741, 2.385439512652863, 1.892546090355499, 3.3472927987559826, 1.8679777374514546, 3.536226222263397, 1.3565336799493566, 3.3407101303369515, 1.8718887569883302, 2.521881867471478, 4.009686119174302, 3.754151215869825, 4.419780108302831, 4.2092056592750104, 3.0744024158774117, 3.4341558659088465, 2.805819544813982, 3.2896242265118896, 4.0802924768348605, 2.900307788725381, 2.7464578445917294, 3.664621844097378, 4.0973590092431715, 3.770905081779701, 2.043387477418019, 0.8316310400402223, 4.257576729864424, 3.3399570555200904, 4.448370024503367, 0.3995906792297407, 3.0840871173744073, 2.8764516135307034, 3.552062537869738]|318.3417687259759532|      1.00000000|[3050, 200, 50, 100]                                                       |  | used linear model with 65 points | iterate success | actual_k=4
      51|[3.2617485828240986, 4.133603446893569, 4.674332025041526, 3.268574488583047, 3.0718988957099245, 3.511676820480195, 4.387014838931034, 3.6949567444776252, 3.75074988055825, 3.7400428918255835, 3.767207719663697, 3.6904727349993576, 4.962477361369845, 4.393991757375655, 1.0892578399312276, 3.4208714521416868, 1.8176867517452833, -0.0391692052223741, 2.385439512652863, 1.892546090355499, 3.3472927987559826, 1.8679777374514546, 3.536226222263397, 1.3565336799493566, 3.3407101303369515, 1.8718887569883302, 2.521881867471478, 4.009686119174302, 3.754151215869825, 4.419780108302831, 4.2092056592750104, 3.0744024158774117, 3.4341558659088465, 2.805819544813982, 3.2896242265118896, 4.0802924768348605, 2.900307788725381, 2.7464578445917294, 3.664621844097378, 4.0973590092431715, 3.770905081779701, 2.043387477418019, 0.8316310400402223, 4.257576729864424, 3.3399570555200904, 4.448370024503367, 0.3995906792297407, 3.0840871173744073, 2.8764516135307034, 3.552062537869738]|318.3417687259759532|      0.50000000|[3111, 204, 51, 102]                                                       |  | used linear model with 65 points | iterate failure | actual_k=4
      52|[3.3643634552448587, 4.226471499414001, 4.5537975229298935, 3.448568376802288, 3.0195115823264795, 3.474700222433687, 4.434544243564947, 3.8030964257580595, 3.761484881047668, 3.786032330221934, 3.7866922616174636, 3.7245494472040765, 4.968725842094351, 4.318513326277731, 1.0366459689307383, 3.4841675847230396, 1.843694424120855, -0.0627469418299525, 2.396443976372106, 1.9159139605388091, 3.371152324361759, 1.8659137645390733, 3.5647922995802883, 1.3009305775351827, 3.403090672891836, 1.755877120474494, 2.5170458659042243, 4.035924854303427, 3.8833024659557336, 4.443075913506497, 4.1934270387017385, 3.221759396311755, 3.5039110510774445, 2.767986241398602, 3.346393586209383, 4.145942855571937, 3.0269564681550136, 2.77453457968044, 3.703233642026475, 4.188965533416645, 3.8708052294215287, 2.081259997451713, 0.9318661399892663, 4.2997861942649225, 3.454827790624883, 4.413404729177898, 0.4127309287573593, 3.1494361121676637, 2.9305111851397245, 3.5714841251853535]|312.0597902257508736|      1.00000000|[3172, 208, 52, 104]                                                       |  | used linear model with 65 points | iterate success | actual_k=4
      53|[3.3643634552448587, 4.226471499414001, 4.5537975229298935, 3.448568376802288, 3.0195115823264795, 3.474700222433687, 4.434544243564947, 3.8030964257580595, 3.761484881047668, 3.786032330221934, 3.7866922616174636, 3.7245494472040765, 4.968725842094351, 4.318513326277731, 1.0366459689307383, 3.4841675847230396, 1.843694424120855, -0.0627469418299525, 2.396443976372106, 1.9159139605388091, 3.371152324361759, 1.8659137645390733, 3.5647922995802883, 1.3009305775351827, 3.403090672891836, 1.755877120474494, 2.5170458659042243, 4.035924854303427, 3.8833024659557336, 4.443075913506497, 4.1934270387017385, 3.221759396311755, 3.5039110510774445, 2.767986241398602, 3.346393586209383, 4.145942855571937, 3.0269564681550136, 2.77453457968044, 3.703233642026475, 4.188965533416645, 3.8708052294215287, 2.081259997451713, 0.9318661399892663, 4.2997861942649225, 3.454827790624883, 4.413404729177898, 0.4127309287573593, 3.1494361121676637, 2.9305111851397245, 3.5714841251853535]|312.0597902257508736|      0.50000000|[3233, 212, 53, 106]                                                       |  | used linear model with 65 points | iterate failure | actual_k=4
      54|[3.4432058242092833, 4.301930616325976, 4.554684907074941, 3.5086844786983535, 3.115626675218082, 3.546567819473729, 4.479874531569215, 3.8449105110778015, 3.7533496749758233, 3.9367440904881783, 3.755608714433999, 3.7945431247209, 4.8876500558174785, 4.383972950513601, 0.9381035987491049, 3.4583784580853894, 1.7420735128459137, -0.0833404644625856, 2.3762304959076523, 1.9230313206472076, 3.352141928130345, 1.9648354461969575, 3.5349806430277857, 1.2406321918530285, 3.4982733484686226, 1.8152102416380014, 2.5338721164772915, 4.115909675297714, 4.045052260639897, 4.396575077473278, 4.105085585340481, 3.3455352015465762, 3.5867308489160314, 2.8396092492120197, 3.386089755873422, 4.1718483820853445, 3.0537960705717944, 2.786669174959248, 3.7588817098717593, 4.16056736886689, 3.9007873767174557, 2.0392519227211707, 1.0325617181910085, 4.219267247395429, 3.38528170227257, 4.359799583406591, 0.414438007873031, 3.065177323082231, 3.0037121248478753, 3.465029171811368]|309.6467470080061162|      1.00000000|[3294, 216, 54, 108]                                                       |  | used linear model with 65 points | iterate success | actual_k=4
      55|[3.4432058242092833, 4.301930616325976, 4.554684907074941, 3.5086844786983535, 3.115626675218082, 3.546567819473729, 4.479874531569215, 3.8449105110778015, 3.7533496749758233, 3.9367440904881783, 3.755608714433999, 3.7945431247209, 4.8876500558174785, 4.383972950513601, 0.9381035987491049, 3.4583784580853894, 1.7420735128459137, -0.0833404644625856, 2.3762304959076523, 1.9230313206472076, 3.352141928130345, 1.9648354461969575, 3.5349806430277857, 1.2406321918530285, 3.4982733484686226, 1.8152102416380014, 2.5338721164772915, 4.115909675297714, 4.045052260639897, 4.396575077473278, 4.105085585340481, 3.3455352015465762, 3.5867308489160314, 2.8396092492120197, 3.386089755873422, 4.1718483820853445, 3.0537960705717944, 2.786669174959248, 3.7588817098717593, 4.16056736886689, 3.9007873767174557, 2.0392519227211707, 1.0325617181910085, 4.219267247395429, 3.38528170227257, 4.359799583406591, 0.414438007873031, 3.065177323082231, 3.0037121248478753, 3.465029171811368]|309.6467470080061162|      0.50000000|[3355, 220, 55, 110]                                                       |  | used linear model with 65 points | iterate failure | actual_k=4
      56|[3.4060330374343306, 4.2053773791593745, 4.596925830386552, 3.576715965006262, 3.1132742439341254, 3.510184226388021, 4.530601573096689, 3.883229520861771, 3.8108311078382036, 3.885031435199864, 3.9130391178760258, 3.875140688767226, 4.908966104734082, 4.435472812925359, 1.0356331343748424, 3.4782178362878824, 1.7510251939137231, 0.0115715668984477, 2.5161408657792785, 1.853252115295453, 3.3319527062842513, 1.92670502768016, 3.629557186370206, 1.3159365813686144, 3.537024022515487, 1.633326412549227, 2.4761521390055234, 4.132803764224386, 3.9916323945026693, 4.412940228860769, 4.113551066022754, 3.399353192913934, 3.564842689536658, 2.6863102943823884, 3.458634236148798, 4.1827994038206, 3.095725623641085, 2.787059017202027, 3.757938804107469, 4.247444250315197, 3.998024241215073, 2.1225708488170016, 0.9073971520798256, 4.212044769020423, 3.3562074509601616, 4.330312290855398, 0.3865481786856619, 3.068863301783917, 3.0975021769618047, 3.4942658780516376]|306.4870103557589118|      1.00000000|[3416, 224, 56, 112]                                                       |  | used linear model with 65 points | iterate success | actual_k=4
      57|[3.5817836105780025, 4.21678071692506, 4.645151501940558, 3.68834992675683, 2.6568597856857163, 3.729443770682794, 4.627985179464854, 4.093498621648153, 3.8839788547456795, 4.107319695288959, 3.9937312508660163, 3.7939184378057016, 4.680734182343333, 4.507447530634655, 1.0927832744678754, 3.550685246215456, 1.6057429720825132, 0.1183580458819347, 2.528027219967782, 1.607375468992627, 3.1429769790134667, 1.9707258145780324, 3.7001563275546965, 1.3357238123551027, 3.6017445723313353, 1.7121167961352037, 2.5897071084448373, 4.397979580436104, 4.053862696203099, 4.323789269126831, 4.096477015295514, 3.3714588885902335, 3.4339653866262707, 2.8252929485239546, 3.48075360083495, 4.337413676387702, 3.286474187160934, 2.895173628739298, 3.7681753171713006, 4.397355683740766, 4.05927626836972, 2.247847647316852, 1.0342038303985936, 4.51375189896199, 3.400878807071342, 4.260890006861653, 0.4150895610752774, 3.114614301899164, 3.10220907217222, 3.4890274907525]|299.5381405129845689|      2.00000000|[3477, 228, 57, 114]                                                       |  | used linear model with 65 points | iterate success | actual_k=4
      58|[3.5817836105780025, 4.21678071692506, 4.645151501940558, 3.68834992675683, 2.6568597856857163, 3.729443770682794, 4.627985179464854, 4.093498621648153, 3.8839788547456795, 4.107319695288959, 3.9937312508660163, 3.7939184378057016, 4.680734182343333, 4.507447530634655, 1.0927832744678754, 3.550685246215456, 1.6057429720825132, 0.1183580458819347, 2.528027219967782, 1.607375468992627, 3.1429769790134667, 1.9707258145780324, 3.7001563275546965, 1.3357238123551027, 3.6017445723313353, 1.7121167961352037, 2.5897071084448373, 4.397979580436104, 4.053862696203099, 4.323789269126831, 4.096477015295514, 3.3714588885902335, 3.4339653866262707, 2.8252929485239546, 3.48075360083495, 4.337413676387702, 3.286474187160934, 2.895173628739298, 3.7681753171713006, 4.397355683740766, 4.05927626836972, 2.247847647316852, 1.0342038303985936, 4.51375189896199, 3.400878807071342, 4.260890006861653, 0.4150895610752774, 3.114614301899164, 3.10220907217222, 3.4890274907525]|299.5381405129845689|      1.00000000|[3538, 232, 58, 116]                                                       |  | used linear model with 65 points | iterate failure | actual_k=4
      59|[3.5817836105780025, 4.21678071692506, 4.645151501940558, 3.68834992675683, 2.6568597856857163, 3.729443770682794, 4.627985179464854, 4.093498621648153, 3.8839788547456795, 4.107319695288959, 3.9937312508660163, 3.7939184378057016, 4.680734182343333, 4.507447530634655, 1.0927832744678754, 3.550685246215456, 1.6057429720825132, 0.1183580458819347, 2.528027219967782, 1.607375468992627, 3.1429769790134667, 1.9707258145780324, 3.7001563275546965, 1.3357238123551027, 3.6017445723313353, 1.7121167961352037, 2.5897071084448373, 4.397979580436104, 4.053862696203099, 4.323789269126831, 4.096477015295514, 3.3714588885902335, 3.4339653866262707, 2.8252929485239546, 3.48075360083495, 4.337413676387702, 3.286474187160934, 2.895173628739298, 3.7681753171713006, 4.397355683740766, 4.05927626836972, 2.247847647316852, 1.0342038303985936, 4.51375189896199, 3.400878807071342, 4.260890006861653, 0.4150895610752774, 3.114614301899164, 3.10220907217222, 3.4890274907525]|299.5381405129845689|      0.50000000|[3599, 236, 59, 118]                                                       |  | used linear model with 65 points | iterate failure | actual_k=4
      60|[3.6420028166923637, 4.1777656455570975, 4.652266089420701, 3.7633111127359657, 2.7377051627406725, 3.8439639087289548, 4.644893522603885, 4.105064801623305, 3.9391067581692005, 4.074409905690591, 4.021502384302531, 3.8200480224573305, 4.6774395225627945, 4.516529800125481, 1.124712114238327, 3.665484789780006, 1.7107870722802296, 0.1168799296216709, 2.6569138431986157, 1.717853243181506, 3.1893253606345247, 2.057214049441665, 3.7751062574414584, 1.3846764160585274, 3.7144418525327554, 1.7034399109837277, 2.6601679205825484, 4.396674060037018, 4.121612511758823, 4.34064307726633, 4.114862187787762, 3.3763518176030023, 3.460951426487191, 2.7151827564818443, 3.5475445579670115, 4.355751220212827, 3.3555745661545306, 2.956932922990808, 3.766246685217315, 4.470559010873554, 4.132270254412458, 2.3026377558457978, 1.0098432693643133, 4.54227718046827, 3.512239882424975, 4.383258186854884, 0.5390371542692247, 3.0540285489732315, 3.2783169755389525, 3.4917965413336454]|291.5020657217604594|      1.00000000|[3660, 240, 60, 120]                                                       |  | used linear model with 65 points | iterate success | actual_k=4
      61|[3.6420028166923637, 4.1777656455570975, 4.652266089420701, 3.7633111127359657, 2.7377051627406725, 3.8439639087289548, 4.644893522603885, 4.105064801623305, 3.9391067581692005, 4.074409905690591, 4.021502384302531, 3.8200480224573305, 4.6774395225627945, 4.516529800125481, 1.124712114238327, 3.665484789780006, 1.7107870722802296, 0.1168799296216709, 2.6569138431986157, 1.717853243181506, 3.1893253606345247, 2.057214049441665, 3.7751062574414584, 1.3846764160585274, 3.7144418525327554, 1.7034399109837277, 2.6601679205825484, 4.396674060037018, 4.121612511758823, 4.34064307726633, 4.114862187787762, 3.3763518176030023, 3.460951426487191, 2.7151827564818443, 3.5475445579670115, 4.355751220212827, 3.3555745661545306, 2.956932922990808, 3.766246685217315, 4.470559010873554, 4.132270254412458, 2.3026377558457978, 1.0098432693643133, 4.54227718046827, 3.512239882424975, 4.383258186854884, 0.5390371542692247, 3.0540285489732315, 3.2783169755389525, 3.4917965413336454]|291.5020657217604594|      0.50000000|[3721, 244, 61, 122]                                                       |  | used linear model with 65 points | iterate failure | actual_k=4
      62|[3.6420028166923637, 4.1777656455570975, 4.652266089420701, 3.7633111127359657, 2.7377051627406725, 3.8439639087289548, 4.644893522603885, 4.105064801623305, 3.9391067581692005, 4.074409905690591, 4.021502384302531, 3.8200480224573305, 4.6774395225627945, 4.516529800125481, 1.124712114238327, 3.665484789780006, 1.7107870722802296, 0.1168799296216709, 2.6569138431986157, 1.717853243181506, 3.1893253606345247, 2.057214049441665, 3.7751062574414584, 1.3846764160585274, 3.7144418525327554, 1.7034399109837277, 2.6601679205825484, 4.396674060037018, 4.121612511758823, 4.34064307726633, 4.114862187787762, 3.3763518176030023, 3.460951426487191, 2.7151827564818443, 3.5475445579670115, 4.355751220212827, 3.3555745661545306, 2.956932922990808, 3.766246685217315, 4.470559010873554, 4.132270254412458, 2.3026377558457978, 1.0098432693643133, 4.54227718046827, 3.512239882424975, 4.383258186854884, 0.5390371542692247, 3.0540285489732315, 3.2783169755389525, 3.4917965413336454]|291.5020657217604594|      0.25000000|[3782, 248, 62, 124]                                                       |  | used linear model with 65 points | iterate failure | actual_k=4
      63|[3.6626874942800978, 4.1636194434194405, 4.654740553993587, 3.804207964403829, 2.768415744768949, 3.8798618182197533, 4.664182089916966, 4.096870691508297, 3.9462640042959496, 4.079853717657605, 4.047345768515185, 3.8512138372452163, 4.702502296217209, 4.5174020630342495, 1.0312504205438582, 3.683509417717973, 1.6232678751473335, 0.1442344879703206, 2.6782109662713456, 1.753645727318735, 3.213394845797708, 2.066516127185504, 3.810425038824893, 1.3334715710891676, 3.765600400283766, 1.7917729105782865, 2.6758751967231467, 4.444511971409932, 4.133903835274441, 4.369357341494043, 4.107708683794676, 3.4379151783007162, 3.48154735310319, 2.720585077392276, 3.569647826691992, 4.379755298164206, 3.3704734997073986, 2.9766939763426308, 3.75068303070856, 4.501758218580349, 4.156933948867156, 2.3424733465709977, 1.0283593056287827, 4.528159544787534, 3.517132656901338, 4.377130389744616, 0.4542639797907542, 3.0477327615005403, 3.284110391159507, 3.507890883091105]|289.0264099889380986|      0.50000000|[3843, 252, 63, 126]                                                       |  | used linear model with 65 points | iterate success | actual_k=4
      64|[3.666986896460503, 4.2173487993097565, 4.63658598289492, 3.833004056115085, 2.8463306959897516, 3.8864732123890775, 4.735225894902285, 4.133459771296439, 3.9871815039424137, 4.194047112685466, 4.119403194643863, 3.9763345920734694, 4.720137621288453, 4.480161951696951, 1.0709481824506875, 3.7588356565827667, 1.7901225502209543, 0.2367149842208536, 2.7066514561393453, 1.8172360543282937, 3.2437257852712493, 2.1866982236098584, 3.885338173372495, 1.4434938018462673, 3.8716217217590505, 1.80535267964454, 2.7120855441069875, 4.399521037606782, 4.1667647550818225, 4.360737717870756, 4.205243713202872, 3.4765450462960876, 3.5069475578856353, 2.8092065733285265, 3.6975896265735217, 4.406966021160897, 3.3838918716113793, 2.9856453811259716, 3.7590802145187574, 4.53468264900375, 4.241451514052308, 2.351252577104645, 0.9617709466999497, 4.548864837443, 3.57763293689809, 4.377550153210463, 0.5837415468323168, 3.14887916942468, 3.4057029927278157, 3.4519152221978926]|285.0541014016250756|      1.00000000|[3904, 256, 64, 128]                                                       |  | used linear model with 65 points | iterate success | actual_k=4
      65|[3.666986896460503, 4.2173487993097565, 4.63658598289492, 3.833004056115085, 2.8463306959897516, 3.8864732123890775, 4.735225894902285, 4.133459771296439, 3.9871815039424137, 4.194047112685466, 4.119403194643863, 3.9763345920734694, 4.720137621288453, 4.480161951696951, 1.0709481824506875, 3.7588356565827667, 1.7901225502209543, 0.2367149842208536, 2.7066514561393453, 1.8172360543282937, 3.2437257852712493, 2.1866982236098584, 3.885338173372495, 1.4434938018462673, 3.8716217217590505, 1.80535267964454, 2.7120855441069875, 4.399521037606782, 4.1667647550818225, 4.360737717870756, 4.205243713202872, 3.4765450462960876, 3.5069475578856353, 2.8092065733285265, 3.6975896265735217, 4.406966021160897, 3.3838918716113793, 2.9856453811259716, 3.7590802145187574, 4.53468264900375, 4.241451514052308, 2.351252577104645, 0.9617709466999497, 4.548864837443, 3.57763293689809, 4.377550153210463, 0.5837415468323168, 3.14887916942468, 3.4057029927278157, 3.4519152221978926]|285.0541014016250756|      0.50000000|[3965, 260, 65, 130]                                                       |  | used linear model with 65 points | iterate failure | actual_k=4
