k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6097251833969555, 0.0558315056027614, 0.1382545042180122, 0.7776698349430159, 0.012966158885366, 0.0078876023519517, 0.0028127720669654, 0.0024764077706043, 0.0019470420526074, -0.002269206053214, -0.0034454049802391, -0.0060089385611868, -0.0082663993340286, 0.0067811108705918, -0.0014128861224247, -0.0114808864346093, -0.0123760465450052, 0.0080899859897018, 0.0100749911699939, 0.0091429697797514, 0.0163793513349716, -0.0034560993122014]| 13.1520748138427734|      2.00000000|[126, 0, 0, 2]                                                             |  | trying linear partial model with 65 points | iterate success | actual_k=0
      47|[1.5087696624640843, 0.0858985548600705, 0.3771894349402378, 1.9065016151772407, 0.0059222562668816, 0.0513394670804457, -0.0457091111454389, -0.0125602489982205, 0.0063436386349589, -0.135923011231646, -0.0792120162442502, 0.0399713589263978, -0.0110127407922738, -0.0433568318428833, -0.042046803041878, -0.0125281108125157, -0.0789464738241074, -0.0254544140383697, -0.0971609164922184, 0.0452779088972438, 0.0640685137336902, -0.0414365786798687]| 12.1445999145507812|      0.00781250|[5876, 0, 0, 94]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      48|[1.5087696624640843, 0.0858985548600705, 0.3771894349402378, 1.9065016151772407, 0.0059222562668816, 0.0513394670804457, -0.0457091111454389, -0.0125602489982205, 0.0063436386349589, -0.135923011231646, -0.0792120162442502, 0.0399713589263978, -0.0110127407922738, -0.0433568318428833, -0.042046803041878, -0.0125281108125157, -0.0789464738241074, -0.0254544140383697, -0.0971609164922184, 0.0452779088972438, 0.0640685137336902, -0.0414365786798687]| 12.1445999145507812|      0.00390625|[6001, 0, 0, 96]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      49|[1.5062903426242031, 0.0846367189212704, 0.3778402980239822, 1.909013471177489, 0.0056605118268645, 0.0513081319242816, -0.0454910464686481, -0.0122698959934255, 0.0061463849467148, -0.1361445723063007, -0.0792040054557566, 0.0401596846021744, -0.0110881367090504, -0.043352415429061, -0.0421047036544984, -0.0120310789903894, -0.0790560023990692, -0.025478036408654, -0.0970959232610634, 0.0450460140974046, 0.0637678257605932, -0.041647639098714]| 12.1445922851562500|      0.00781250|[6126, 0, 0, 98]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      50|[1.5062903426242031, 0.0846367189212704, 0.3778402980239822, 1.909013471177489, 0.0056605118268645, 0.0513081319242816, -0.0454910464686481, -0.0122698959934255, 0.0061463849467148, -0.1361445723063007, -0.0792040054557566, 0.0401596846021744, -0.0110881367090504, -0.043352415429061, -0.0421047036544984, -0.0120310789903894, -0.0790560023990692, -0.025478036408654, -0.0970959232610634, 0.0450460140974046, 0.0637678257605932, -0.041647639098714]| 12.1445922851562500|      0.00390625|[6251, 0, 0, 100]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      51|[1.5031543200566364, 0.0836952342475338, 0.3786637585242698, 1.9107123247029356, 0.0053462136029674, 0.0516573209273539, -0.0452314652725593, -0.0125394895654364, 0.0065604939164605, -0.1363097193823023, -0.0793348224661212, 0.0404499421267016, -0.0112145872300711, -0.0435213978406524, -0.0421344838653698, -0.0122023050254635, -0.0787097159862236, -0.0251603594581815, -0.0970068759969221, 0.0450997727051445, 0.0638063597183058, -0.0415785110264698]| 12.1445846557617188|      0.00781250|[6376, 0, 0, 102]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      52|[1.5031543200566364, 0.0836952342475338, 0.3786637585242698, 1.9107123247029356, 0.0053462136029674, 0.0516573209273539, -0.0452314652725593, -0.0125394895654364, 0.0065604939164605, -0.1363097193823023, -0.0793348224661212, 0.0404499421267016, -0.0112145872300711, -0.0435213978406524, -0.0421344838653698, -0.0122023050254635, -0.0787097159862236, -0.0251603594581815, -0.0970068759969221, 0.0450997727051445, 0.0638063597183058, -0.0415785110264698]| 12.1445846557617188|      0.00390625|[6501, 0, 0, 104]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      53|[1.5012922219436164, 0.0825538290737056, 0.3796259141388238, 1.9136870495120117, 0.0051459042323243, 0.051333467137114, -0.0452710472803454, -0.0125343481952771, 0.0066480105053036, -0.1364987227443775, -0.079041685551266, 0.0403539411214798, -0.0111485684290832, -0.0432832545277654, -0.042523522000565, -0.0121990725067406, -0.0784451054479508, -0.0248779364601956, -0.0970218044713243, 0.0448721422950208, 0.0636860871735233, -0.0415791111747755]| 12.1445770263671875|      0.00781250|[6626, 0, 0, 106]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      54|[1.5012922219436164, 0.0825538290737056, 0.3796259141388238, 1.9136870495120117, 0.0051459042323243, 0.051333467137114, -0.0452710472803454, -0.0125343481952771, 0.0066480105053036, -0.1364987227443775, -0.079041685551266, 0.0403539411214798, -0.0111485684290832, -0.0432832545277654, -0.042523522000565, -0.0121990725067406, -0.0784451054479508, -0.0248779364601956, -0.0970218044713243, 0.0448721422950208, 0.0636860871735233, -0.0415791111747755]| 12.1445770263671875|      0.00390625|[6751, 0, 0, 108]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      55|[1.4979628204541235, 0.0813036499344713, 0.3804559844091386, 1.9147932376075074, 0.0051000289196882, 0.0511919737146498, -0.0454821113123858, -0.012517910649203, 0.0062528023765655, -0.1361593009586142, -0.0787256754494385, 0.0404488975123109, -0.0111352473544964, -0.043423996572834, -0.0423853208486878, -0.0122165265031041, -0.0784359894705222, -0.0246578501112012, -0.0971109942019835, 0.0449850845774739, 0.0634318886971322, -0.0413001836344668]| 12.1445693969726562|      0.00781250|[6876, 0, 0, 110]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      56|[1.4979628204541235, 0.0813036499344713, 0.3804559844091386, 1.9147932376075074, 0.0051000289196882, 0.0511919737146498, -0.0454821113123858, -0.012517910649203, 0.0062528023765655, -0.1361593009586142, -0.0787256754494385, 0.0404488975123109, -0.0111352473544964, -0.043423996572834, -0.0423853208486878, -0.0122165265031041, -0.0784359894705222, -0.0246578501112012, -0.0971109942019835, 0.0449850845774739, 0.0634318886971322, -0.0413001836344668]| 12.1445693969726562|      0.00390625|[7001, 0, 0, 112]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      57|[1.4956595136641682, 0.0805005732045331, 0.3813158931067562, 1.9175093474040368, 0.0055417523978235, 0.0512543172540129, -0.0454571227911549, -0.0130291574325164, 0.0063615816592345, -0.1361267372167019, -0.0782643525699387, 0.040126655439016, -0.0110623596275967, -0.0432994820227726, -0.0421586680846441, -0.0121044851307211, -0.0784791812010126, -0.0249145611569932, -0.0969947048588624, 0.0447364273180919, 0.0636549839672635, -0.041651965762725]| 12.1445627212524414|      0.00781250|[7126, 0, 0, 114]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      58|[1.4956595136641682, 0.0805005732045331, 0.3813158931067562, 1.9175093474040368, 0.0055417523978235, 0.0512543172540129, -0.0454571227911549, -0.0130291574325164, 0.0063615816592345, -0.1361267372167019, -0.0782643525699387, 0.040126655439016, -0.0110623596275967, -0.0432994820227726, -0.0421586680846441, -0.0121044851307211, -0.0784791812010126, -0.0249145611569932, -0.0969947048588624, 0.0447364273180919, 0.0636549839672635, -0.041651965762725]| 12.1445627212524414|      0.00390625|[7251, 0, 0, 116]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      59|[1.4925196484895236, 0.0791456255998605, 0.3818043819477442, 1.9191240754838947, 0.0055734296910481, 0.0513690526330422, -0.0454462072453677, -0.0129689434357225, 0.0066016870332909, -0.1360320336195703, -0.078299962764609, 0.0402851769439054, -0.010968598016344, -0.0434289975716235, -0.0421820543743341, -0.0119270577673869, -0.0786763287746561, -0.0251256751388491, -0.096597747877374, 0.0443850054145204, 0.0633791646711916, -0.0419822351993667]| 12.1445550918579102|      0.00781250|[7376, 0, 0, 118]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      60|[1.4925196484895236, 0.0791456255998605, 0.3818043819477442, 1.9191240754838947, 0.0055734296910481, 0.0513690526330422, -0.0454462072453677, -0.0129689434357225, 0.0066016870332909, -0.1360320336195703, -0.078299962764609, 0.0402851769439054, -0.010968598016344, -0.0434289975716235, -0.0421820543743341, -0.0119270577673869, -0.0786763287746561, -0.0251256751388491, -0.096597747877374, 0.0443850054145204, 0.0633791646711916, -0.0419822351993667]| 12.1445550918579102|      0.00390625|[7501, 0, 0, 120]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      61|[1.4899289640273163, 0.0779736201440028, 0.3827004934042528, 1.9214496437580613, 0.0055959515032061, 0.0510484825035697, -0.0452653050027625, -0.0129100981624627, 0.0068321189226526, -0.1355683299139361, -0.0782905653503184, 0.0406242262506524, -0.0108758455009835, -0.0437239522356222, -0.0420015307273804, -0.0118411502466192, -0.0787177284541688, -0.0255405818222137, -0.0964474451592139, 0.0447094440129056, 0.0633386258686035, -0.0419555363206069]| 12.1445474624633789|      0.00781250|[7626, 0, 0, 122]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      62|[1.4899289640273163, 0.0779736201440028, 0.3827004934042528, 1.9214496437580613, 0.0055959515032061, 0.0510484825035697, -0.0452653050027625, -0.0129100981624627, 0.0068321189226526, -0.1355683299139361, -0.0782905653503184, 0.0406242262506524, -0.0108758455009835, -0.0437239522356222, -0.0420015307273804, -0.0118411502466192, -0.0787177284541688, -0.0255405818222137, -0.0964474451592139, 0.0447094440129056, 0.0633386258686035, -0.0419555363206069]| 12.1445474624633789|      0.00390625|[7751, 0, 0, 124]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      63|[1.487066918856237, 0.0770481584714608, 0.3834066020120369, 1.9235672084655564, 0.0054724586317723, 0.0506703068748686, -0.0451554613558217, -0.0130040087965347, 0.0067760485746639, -0.1356288853225632, -0.0781225124065727, 0.0411315343015894, -0.01090274115282, -0.0434056350936054, -0.0427399702146708, -0.0119343031927309, -0.0787236748632578, -0.0255878604611161, -0.0962126528868071, 0.0448858621928137, 0.0634491866316324, -0.0419529493875379]| 12.1445398330688477|      0.00781250|[7876, 0, 0, 126]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      64|[1.487066918856237, 0.0770481584714608, 0.3834066020120369, 1.9235672084655564, 0.0054724586317723, 0.0506703068748686, -0.0451554613558217, -0.0130040087965347, 0.0067760485746639, -0.1356288853225632, -0.0781225124065727, 0.0411315343015894, -0.01090274115282, -0.0434056350936054, -0.0427399702146708, -0.0119343031927309, -0.0787236748632578, -0.0255878604611161, -0.0962126528868071, 0.0448858621928137, 0.0634491866316324, -0.0419529493875379]| 12.1445398330688477|      0.00390625|[8001, 0, 0, 128]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      65|[1.484335906662441, 0.0758869969173055, 0.3841596890136807, 1.9258936528385981, 0.0053867278172772, 0.0506412369009395, -0.0449654363081217, -0.0129797991057167, 0.0064159815416813, -0.1359149025201063, -0.0778681290946691, 0.0412746367335778, -0.0107839646675858, -0.0433172097189497, -0.042628135160627, -0.0121435347119709, -0.0788094928858101, -0.0257485599611966, -0.0962464334715517, 0.0449786919305761, 0.0634320417306562, -0.0418549963326377]| 12.1445322036743164|      0.00781250|[8126, 0, 0, 130]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      66|[1.484335906662441, 0.0758869969173055, 0.3841596890136807, 1.9258936528385981, 0.0053867278172772, 0.0506412369009395, -0.0449654363081217, -0.0129797991057167, 0.0064159815416813, -0.1359149025201063, -0.0778681290946691, 0.0412746367335778, -0.0107839646675858, -0.0433172097189497, -0.042628135160627, -0.0121435347119709, -0.0788094928858101, -0.0257485599611966, -0.0962464334715517, 0.0449786919305761, 0.0634320417306562, -0.0418549963326377]| 12.1445322036743164|      0.00390625|[8251, 0, 0, 132]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      67|[1.4815224179173045, 0.0748681854561044, 0.38486232483286, 1.928178352997183, 0.0054397185101135, 0.0504914851788948, -0.045152906459717, -0.0132326956466123, 0.0066353166843875, -0.1359465770821004, -0.0777537466671643, 0.0410177176848257, -0.0103912978860962, -0.0432256309656876, -0.0424776496919348, -0.0120082070542253, -0.0787961068296607, -0.0256653025081368, -0.0962643207373729, 0.0448644806796396, 0.0636354289751124, -0.0415836490180409]| 12.1445236206054688|      0.00781250|[8376, 0, 0, 134]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      68|[1.4815224179173045, 0.0748681854561044, 0.38486232483286, 1.928178352997183, 0.0054397185101135, 0.0504914851788948, -0.045152906459717, -0.0132326956466123, 0.0066353166843875, -0.1359465770821004, -0.0777537466671643, 0.0410177176848257, -0.0103912978860962, -0.0432256309656876, -0.0424776496919348, -0.0120082070542253, -0.0787961068296607, -0.0256653025081368, -0.0962643207373729, 0.0448644806796396, 0.0636354289751124, -0.0415836490180409]| 12.1445236206054688|      0.00390625|[8501, 0, 0, 136]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      69|[1.478428909112134, 0.0735971661869218, 0.3849879676227176, 1.9298694561236067, 0.005220889166443, 0.0507745977334845, -0.0448382592986789, -0.0128239268405242, 0.006266731780023, -0.1361387620991804, -0.077739908872234, 0.0414916911558921, -0.0102762361448748, -0.043305635248595, -0.0420079355446689, -0.0123011052942936, -0.0788013705179452, -0.0256226142148828, -0.096439434202968, 0.0450205739748323, 0.0635380778206169, -0.0414665904833979]| 12.1445169448852539|      0.00781250|[8626, 0, 0, 138]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      70|[1.478428909112134, 0.0735971661869218, 0.3849879676227176, 1.9298694561236067, 0.005220889166443, 0.0507745977334845, -0.0448382592986789, -0.0128239268405242, 0.006266731780023, -0.1361387620991804, -0.077739908872234, 0.0414916911558921, -0.0102762361448748, -0.043305635248595, -0.0420079355446689, -0.0123011052942936, -0.0788013705179452, -0.0256226142148828, -0.096439434202968, 0.0450205739748323, 0.0635380778206169, -0.0414665904833979]| 12.1445169448852539|      0.00390625|[8751, 0, 0, 140]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      71|[1.4758140581544443, 0.0720541962027052, 0.3853607793069935, 1.9322553848441322, 0.0051617302146526, 0.0505800519796797, -0.0448541208752947, -0.0129119920533189, 0.0062829068757216, -0.1360410571017964, -0.0776910745632742, 0.0414247276304498, -0.0102331476498408, -0.043067081268073, -0.041790713850747, -0.0123581438821878, -0.0788839687430894, -0.0255162316061439, -0.0964069794017107, 0.0449560800959268, 0.0634418660072747, -0.041499734750452]| 12.1445083618164062|      0.00781250|[8876, 0, 0, 142]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      72|[1.4758140581544443, 0.0720541962027052, 0.3853607793069935, 1.9322553848441322, 0.0051617302146526, 0.0505800519796797, -0.0448541208752947, -0.0129119920533189, 0.0062829068757216, -0.1360410571017964, -0.0776910745632742, 0.0414247276304498, -0.0102331476498408, -0.043067081268073, -0.041790713850747, -0.0123581438821878, -0.0788839687430894, -0.0255162316061439, -0.0964069794017107, 0.0449560800959268, 0.0634418660072747, -0.041499734750452]| 12.1445083618164062|      0.00390625|[9001, 0, 0, 144]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      73|[1.472420354618688, 0.0712529988537869, 0.3855038625692382, 1.9333543514322442, 0.0051039282680785, 0.0506582240242084, -0.0450475535753912, -0.0127228697661509, 0.0058488338700665, -0.1359007429104657, -0.0778110314613778, 0.0412053803063004, -0.0106896517137049, -0.0424305819425969, -0.0420600570376691, -0.0124440858985426, -0.0790844822749838, -0.0255940505010897, -0.0970173036151972, 0.0450734019277404, 0.062886313375645, -0.0417888414605444]| 12.1445026397705078|      0.00781250|[9126, 0, 0, 146]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      74|[1.472420354618688, 0.0712529988537869, 0.3855038625692382, 1.9333543514322442, 0.0051039282680785, 0.0506582240242084, -0.0450475535753912, -0.0127228697661509, 0.0058488338700665, -0.1359007429104657, -0.0778110314613778, 0.0412053803063004, -0.0106896517137049, -0.0424305819425969, -0.0420600570376691, -0.0124440858985426, -0.0790844822749838, -0.0255940505010897, -0.0970173036151972, 0.0450734019277404, 0.062886313375645, -0.0417888414605444]| 12.1445026397705078|      0.00390625|[9251, 0, 0, 148]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      75|[1.4712922268343513, 0.0702631758310786, 0.3867424182552225, 1.9366096561444435, 0.0052848392210411, 0.0505122264397295, -0.0449727117884994, -0.0130546918003098, 0.005929268095308, -0.1360408531923795, -0.0773123502528044, 0.0409646675881172, -0.0104977736608359, -0.0426594156703356, -0.042290891763683, -0.0121559052992031, -0.0790981576966616, -0.0256748351113665, -0.0968934117444612, 0.0447358154824529, 0.0628486230781537, -0.0416893501071409]| 12.1444959640502930|      0.00781250|[9376, 0, 0, 150]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      76|[1.4712922268343513, 0.0702631758310786, 0.3867424182552225, 1.9366096561444435, 0.0052848392210411, 0.0505122264397295, -0.0449727117884994, -0.0130546918003098, 0.005929268095308, -0.1360408531923795, -0.0773123502528044, 0.0409646675881172, -0.0104977736608359, -0.0426594156703356, -0.042290891763683, -0.0121559052992031, -0.0790981576966616, -0.0256748351113665, -0.0968934117444612, 0.0447358154824529, 0.0628486230781537, -0.0416893501071409]| 12.1444959640502930|      0.00390625|[9501, 0, 0, 152]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      77|[1.4678415071254545, 0.0694927175039469, 0.3874465566551585, 1.9379463413432658, 0.0054817548554479, 0.0504636290256932, -0.0448645052209891, -0.0130593516647776, 0.0059845029455174, -0.1360547162423612, -0.077286345156216, 0.040772358573901, -0.0103644508852443, -0.0431420559859308, -0.0421496322453851, -0.0121548355230965, -0.0790212956903236, -0.0255520562164196, -0.0970866240707557, 0.0447888163726377, 0.0630609883671128, -0.0417565423318073]| 12.1444883346557617|      0.00781250|[9626, 0, 0, 154]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      78|[1.4678415071254545, 0.0694927175039469, 0.3874465566551585, 1.9379463413432658, 0.0054817548554479, 0.0504636290256932, -0.0448645052209891, -0.0130593516647776, 0.0059845029455174, -0.1360547162423612, -0.077286345156216, 0.040772358573901, -0.0103644508852443, -0.0431420559859308, -0.0421496322453851, -0.0121548355230965, -0.0790212956903236, -0.0255520562164196, -0.0970866240707557, 0.0447888163726377, 0.0630609883671128, -0.0417565423318073]| 12.1444883346557617|      0.00390625|[9751, 0, 0, 156]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      79|[1.46568156266434, 0.0681568839049781, 0.3884303480636446, 1.940635251048179, 0.0053091788366931, 0.0508536309036254, -0.0447578536721156, -0.0132873230134188, 0.0058895481484765, -0.1361715374008964, -0.0773662988347288, 0.0405120546313616, -0.010129834187, -0.0431048796055975, -0.0422076860780744, -0.0118416059657145, -0.0792094377006987, -0.0257088688079494, -0.0971822332162179, 0.0448814830753324, 0.0631166501298045, -0.0415829660186427]| 12.1444807052612305|      0.00781250|[9876, 0, 0, 158]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      80|[1.46568156266434, 0.0681568839049781, 0.3884303480636446, 1.940635251048179, 0.0053091788366931, 0.0508536309036254, -0.0447578536721156, -0.0132873230134188, 0.0058895481484765, -0.1361715374008964, -0.0773662988347288, 0.0405120546313616, -0.010129834187, -0.0431048796055975, -0.0422076860780744, -0.0118416059657145, -0.0792094377006987, -0.0257088688079494, -0.0971822332162179, 0.0448814830753324, 0.0631166501298045, -0.0415829660186427]| 12.1444807052612305|      0.00390625|[10001, 0, 0, 160]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      81|[1.462454881623653, 0.0675732419250372, 0.3889751470700929, 1.9425771997808796, 0.0054623951837292, 0.0507551731104456, -0.0448375529047793, -0.0132908418455252, 0.005741620704673, -0.1359767259801692, -0.0776255445265577, 0.040500601453524, -0.010019342526903, -0.0432077113511712, -0.0420728815373073, -0.0120642073453995, -0.0790992007785433, -0.025567539084373, -0.0969364156548724, 0.0449680846058257, 0.0628405626917093, -0.0416552129027836]| 12.1444730758666992|      0.00781250|[10126, 0, 0, 162]                                                         |  | trying linear partial model with 65 points | iterate success | actual_k=0
      82|[1.462454881623653, 0.0675732419250372, 0.3889751470700929, 1.9425771997808796, 0.0054623951837292, 0.0507551731104456, -0.0448375529047793, -0.0132908418455252, 0.005741620704673, -0.1359767259801692, -0.0776255445265577, 0.040500601453524, -0.010019342526903, -0.0432077113511712, -0.0420728815373073, -0.0120642073453995, -0.0790992007785433, -0.025567539084373, -0.0969364156548724, 0.0449680846058257, 0.0628405626917093, -0.0416552129027836]| 12.1444730758666992|      0.00390625|[10251, 0, 0, 164]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      83|[1.462454881623653, 0.0675732419250372, 0.3889751470700929, 1.9425771997808796, 0.0054623951837292, 0.0507551731104456, -0.0448375529047793, -0.0132908418455252, 0.005741620704673, -0.1359767259801692, -0.0776255445265577, 0.040500601453524, -0.010019342526903, -0.0432077113511712, -0.0420728815373073, -0.0120642073453995, -0.0790992007785433, -0.025567539084373, -0.0969364156548724, 0.0449680846058257, 0.0628405626917093, -0.0416552129027836]| 12.1444730758666992|      0.00195312|[10376, 0, 0, 166]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      84|[1.4609165256983503, 0.0670800971503206, 0.3891255690160701, 1.9434750471680613, 0.0054067970150075, 0.0509416230576722, -0.0445117120578653, -0.0130306008559961, 0.0055269782948164, -0.1359996506784623, -0.0775126027592484, 0.0404851084503872, -0.0098959747829752, -0.0431188184805157, -0.0420192126630935, -0.0121299181333564, -0.0789056567517224, -0.0257272364147739, -0.0968343987403923, 0.0449717950730166, 0.0628129290865338, -0.0416751512976579]| 12.1444692611694336|      0.00390625|[10501, 0, 0, 168]                                                         |  | trying linear partial model with 65 points | iterate success | actual_k=0
      85|[1.4585702431095275, 0.065773404481185, 0.3897385656235783, 1.9462019656414542, 0.0054994337108341, 0.0509330286317031, -0.0445857542816411, -0.0131952005097814, 0.0054451465162023, -0.135872455041793, -0.0774238244136386, 0.0405401530793328, -0.0098918753756557, -0.043167630840241, -0.0418498282313831, -0.0122111922250649, -0.0789353060515309, -0.0256875982569239, -0.0970229765218886, 0.0451438943921777, 0.0630150242621018, -0.0417903305211239]| 12.1444616317749023|      0.00781250|[10626, 0, 0, 170]                                                         |  | trying linear partial model with 65 points | iterate success | actual_k=0
      86|[1.4585702431095275, 0.065773404481185, 0.3897385656235783, 1.9462019656414542, 0.0054994337108341, 0.0509330286317031, -0.0445857542816411, -0.0131952005097814, 0.0054451465162023, -0.135872455041793, -0.0774238244136386, 0.0405401530793328, -0.0098918753756557, -0.043167630840241, -0.0418498282313831, -0.0122111922250649, -0.0789353060515309, -0.0256875982569239, -0.0970229765218886, 0.0451438943921777, 0.0630150242621018, -0.0417903305211239]| 12.1444616317749023|      0.00390625|[10751, 0, 0, 172]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      87|[1.455180596231866, 0.0645580528461901, 0.3899814833172548, 1.9470155285655082, 0.0058185495829282, 0.0511413775842446, -0.0448304076708846, -0.0132549737896959, 0.0055899519221575, -0.1358589119114541, -0.0768764560069044, 0.0405381011547144, -0.0099708471525083, -0.0430704686170179, -0.0414369201559109, -0.012069021571005, -0.0791332853701405, -0.0255925122014047, -0.0965142513363932, 0.0444455696923466, 0.0628196913020858, -0.0417409780225628]| 12.1444549560546875|      0.00781250|[10876, 0, 0, 174]                                                         |  | trying linear partial model with 65 points | iterate success | actual_k=0
      88|[1.455180596231866, 0.0645580528461901, 0.3899814833172548, 1.9470155285655082, 0.0058185495829282, 0.0511413775842446, -0.0448304076708846, -0.0132549737896959, 0.0055899519221575, -0.1358589119114541, -0.0768764560069044, 0.0405381011547144, -0.0099708471525083, -0.0430704686170179, -0.0414369201559109, -0.012069021571005, -0.0791332853701405, -0.0255925122014047, -0.0965142513363932, 0.0444455696923466, 0.0628196913020858, -0.0417409780225628]| 12.1444549560546875|      0.00390625|[11001, 0, 0, 176]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      89|[1.4534295921992837, 0.0635511613620525, 0.3905835608057802, 1.95012982759623, 0.005818969254968, 0.0504937599312453, -0.0449835787004541, -0.0133401429222571, 0.0055120202220818, -0.1359733873488592, -0.0766216814857216, 0.0406860598397969, -0.0100230953404179, -0.0427120007000357, -0.0413710923489514, -0.0120776365391664, -0.0794717246783488, -0.0251892436754139, -0.0964480088988483, 0.0442262533725694, 0.0625166961234273, -0.0418072115409368]| 12.1444473266601562|      0.00781250|[11126, 0, 0, 178]                                                         |  | trying linear partial model with 65 points | iterate success | actual_k=0
      90|[1.4534295921992837, 0.0635511613620525, 0.3905835608057802, 1.95012982759623, 0.005818969254968, 0.0504937599312453, -0.0449835787004541, -0.0133401429222571, 0.0055120202220818, -0.1359733873488592, -0.0766216814857216, 0.0406860598397969, -0.0100230953404179, -0.0427120007000357, -0.0413710923489514, -0.0120776365391664, -0.0794717246783488, -0.0251892436754139, -0.0964480088988483, 0.0442262533725694, 0.0625166961234273, -0.0418072115409368]| 12.1444473266601562|      0.00390625|[11251, 0, 0, 180]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      91|[1.4534295921992837, 0.0635511613620525, 0.3905835608057802, 1.95012982759623, 0.005818969254968, 0.0504937599312453, -0.0449835787004541, -0.0133401429222571, 0.0055120202220818, -0.1359733873488592, -0.0766216814857216, 0.0406860598397969, -0.0100230953404179, -0.0427120007000357, -0.0413710923489514, -0.0120776365391664, -0.0794717246783488, -0.0251892436754139, -0.0964480088988483, 0.0442262533725694, 0.0625166961234273, -0.0418072115409368]| 12.1444473266601562|      0.00195312|[11376, 0, 0, 182]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      92|[1.4518982293913405, 0.0631651231607545, 0.3906126906698771, 1.951105013503732, 0.0060049871943422, 0.0506211087869099, -0.0448191759949901, -0.013545344869799, 0.0055665951758871, -0.1360096527851471, -0.0766653803236994, 0.0404031561657707, -0.0101972738458392, -0.0427657211528603, -0.0412068465814112, -0.0123328412717442, -0.0794834531342579, -0.0250483115074123, -0.0964654216156981, 0.0443200222607325, 0.0625552564210445, -0.041888802832943]| 12.1444435119628906|      0.00390625|[11501, 0, 0, 184]                                                         |  | trying linear partial model with 65 points | iterate success | actual_k=0
