k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3865888319236482, -0.1263079181919243, 0.2343829028368462, 0.7008506337383252, 0.0657709626816765, -0.0578331420455108, 0.2219601445280479, 0.0736634578488721, -0.1773206199599237, 0.0460854961673746, -0.2776422174752127, -0.0011549850561469, -0.1308359923979095, -0.1091616014076538, -0.0845551931305401, 0.0844793125313792, 0.0781272852829251, -0.0685266112245403, 0.1876731192218992, -0.0197589791682681, 0.1298527521388161, -0.0941198476814531]| 13.4344577789306641|      2.00000000|[29, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
      47|[1.471507847851957, -0.0541053457572243, 0.4089995945592764, 1.9407730664275789, 0.0690698045626017, 0.0711900922049502, -0.1477155526734457, 0.4315203263973783, -0.3624012274840543, -0.3288650680094428, -0.8327781343379476, 0.362061930345097, -0.199575688344555, -0.4698307447930867, -0.1811551955090945, 0.0694008479690837, -0.1856987495830346, -0.0158646681595414, 0.5105950143160654, 0.1237798635939248, 0.2174286276108927, 0.0417666555216714]| 12.1444044113159180|      0.00781250|[1326, 94, 0, 94]                                                          |  | trying linear partial model with 16 points | iterate success | actual_k=1
      48|[1.471507847851957, -0.0541053457572243, 0.4089995945592764, 1.9407730664275789, 0.0690698045626017, 0.0711900922049502, -0.1477155526734457, 0.4315203263973783, -0.3624012274840543, -0.3288650680094428, -0.8327781343379476, 0.362061930345097, -0.199575688344555, -0.4698307447930867, -0.1811551955090945, 0.0694008479690837, -0.1856987495830346, -0.0158646681595414, 0.5105950143160654, 0.1237798635939248, 0.2174286276108927, 0.0417666555216714]| 12.1444044113159180|      0.00390625|[1355, 96, 0, 96]                                                          |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      49|[1.4699226259822722, -0.0551664158891996, 0.4095880872292829, 1.9424602048965576, 0.0687920385554908, 0.0714972154597097, -0.148250587683313, 0.4299811873095409, -0.3628185614249912, -0.328219587781113, -0.8336225387037274, 0.3625805312800476, -0.1987624208100948, -0.469761382043366, -0.1807116046453576, 0.0693858991384057, -0.1852276326941895, -0.0164705562688652, 0.5112166279482043, 0.122307767970784, 0.217458156745007, 0.0416211953667304]| 12.1443996429443359|      0.00781250|[1383, 98, 0, 98]                                                          |  | trying linear partial model with 16 points | iterate success | actual_k=1
      50|[1.4699226259822722, -0.0551664158891996, 0.4095880872292829, 1.9424602048965576, 0.0687920385554908, 0.0714972154597097, -0.148250587683313, 0.4299811873095409, -0.3628185614249912, -0.328219587781113, -0.8336225387037274, 0.3625805312800476, -0.1987624208100948, -0.469761382043366, -0.1807116046453576, 0.0693858991384057, -0.1852276326941895, -0.0164705562688652, 0.5112166279482043, 0.122307767970784, 0.217458156745007, 0.0416211953667304]| 12.1443996429443359|      0.00390625|[1411, 100, 0, 100]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      51|[1.4670641681802372, -0.0561555184325809, 0.4097701247654221, 1.944479969032408, 0.0685763218368248, 0.0715835538386109, -0.147867309739516, 0.4297740559976372, -0.3626100013788366, -0.3284497428960648, -0.8333591757651588, 0.3630184334354588, -0.1981283564366842, -0.4699691621991489, -0.1800632123516575, 0.0692206707859173, -0.1856977625127079, -0.0163814646632463, 0.5116627920106087, 0.1225702933946245, 0.2173816903489131, 0.0416239089566773]| 12.1443920135498047|      0.00781250|[1439, 102, 0, 102]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      52|[1.4670641681802372, -0.0561555184325809, 0.4097701247654221, 1.944479969032408, 0.0685763218368248, 0.0715835538386109, -0.147867309739516, 0.4297740559976372, -0.3626100013788366, -0.3284497428960648, -0.8333591757651588, 0.3630184334354588, -0.1981283564366842, -0.4699691621991489, -0.1800632123516575, 0.0692206707859173, -0.1856977625127079, -0.0163814646632463, 0.5116627920106087, 0.1225702933946245, 0.2173816903489131, 0.0416239089566773]| 12.1443920135498047|      0.00390625|[1467, 104, 0, 104]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      53|[1.4651191307346632, -0.0570266150499299, 0.4115850533640925, 1.945741476117129, 0.0685500440561994, 0.0711872173584734, -0.1479840330875654, 0.4300172020208848, -0.3620639458444119, -0.3294302686135391, -0.8323729852911729, 0.3630081484862422, -0.1991789384712993, -0.4694530427354939, -0.1810391354918157, 0.0688173489642937, -0.185848565795014, -0.0167117423700545, 0.511378293801309, 0.122782814398932, 0.218077798975355, 0.0412484786430095]| 12.1443872451782227|      0.00781250|[1495, 106, 0, 106]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      54|[1.4651191307346632, -0.0570266150499299, 0.4115850533640925, 1.945741476117129, 0.0685500440561994, 0.0711872173584734, -0.1479840330875654, 0.4300172020208848, -0.3620639458444119, -0.3294302686135391, -0.8323729852911729, 0.3630081484862422, -0.1991789384712993, -0.4694530427354939, -0.1810391354918157, 0.0688173489642937, -0.185848565795014, -0.0167117423700545, 0.511378293801309, 0.122782814398932, 0.218077798975355, 0.0412484786430095]| 12.1443872451782227|      0.00390625|[1523, 108, 0, 108]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      55|[1.4628065032846156, -0.0570338681556444, 0.41175975280001, 1.9456290526843325, 0.0692893096939932, 0.0698402591814726, -0.1486079091292348, 0.4304857957910026, -0.3627141307863618, -0.3302663392144983, -0.8321964003051711, 0.3638253877715949, -0.1995774605613722, -0.4695816759939848, -0.1811340548498439, 0.0695165163021639, -0.1845615704964048, -0.0177302607447835, 0.511623850287605, 0.1232052526376822, 0.2179665553627488, 0.0424562984762952]| 12.1443834304809570|      0.00781250|[1551, 110, 0, 110]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      56|[1.4628065032846156, -0.0570338681556444, 0.41175975280001, 1.9456290526843325, 0.0692893096939932, 0.0698402591814726, -0.1486079091292348, 0.4304857957910026, -0.3627141307863618, -0.3302663392144983, -0.8321964003051711, 0.3638253877715949, -0.1995774605613722, -0.4695816759939848, -0.1811340548498439, 0.0695165163021639, -0.1845615704964048, -0.0177302607447835, 0.511623850287605, 0.1232052526376822, 0.2179665553627488, 0.0424562984762952]| 12.1443834304809570|      0.00390625|[1579, 112, 0, 112]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      57|[1.4604290763921484, -0.0585601009116601, 0.4126052419038335, 1.9470925021772223, 0.0686457726659044, 0.0696500665348685, -0.1482257369286488, 0.430123614577162, -0.3620646221968692, -0.3301617169933661, -0.8324892363355592, 0.3644004688470117, -0.1995301906073419, -0.469193256254318, -0.1807847475647565, 0.0682193131725647, -0.1842062081458883, -0.017664722480974, 0.5119992665881502, 0.1237778872147896, 0.2178189468514699, 0.0429709010570873]| 12.1443777084350586|      0.00781250|[1607, 114, 0, 114]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      58|[1.4604290763921484, -0.0585601009116601, 0.4126052419038335, 1.9470925021772223, 0.0686457726659044, 0.0696500665348685, -0.1482257369286488, 0.430123614577162, -0.3620646221968692, -0.3301617169933661, -0.8324892363355592, 0.3644004688470117, -0.1995301906073419, -0.469193256254318, -0.1807847475647565, 0.0682193131725647, -0.1842062081458883, -0.017664722480974, 0.5119992665881502, 0.1237778872147896, 0.2178189468514699, 0.0429709010570873]| 12.1443777084350586|      0.00390625|[1635, 116, 0, 116]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      59|[1.4598214179342042, -0.0596277717317477, 0.4128678700667285, 1.9500094938613775, 0.0694712976923726, 0.0704840955727926, -0.1480237740309233, 0.4298661417956365, -0.3613971876509732, -0.3303848051301994, -0.8329700690836104, 0.365247809837613, -0.1998579093956857, -0.4694814252340877, -0.1810844170640002, 0.0679808282490266, -0.1847601689676295, -0.0179567753553012, 0.5110775730333943, 0.1232255646012134, 0.2176656219181449, 0.0435504101574597]| 12.1443719863891602|      0.00781250|[1663, 118, 0, 118]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      60|[1.4598214179342042, -0.0596277717317477, 0.4128678700667285, 1.9500094938613775, 0.0694712976923726, 0.0704840955727926, -0.1480237740309233, 0.4298661417956365, -0.3613971876509732, -0.3303848051301994, -0.8329700690836104, 0.365247809837613, -0.1998579093956857, -0.4694814252340877, -0.1810844170640002, 0.0679808282490266, -0.1847601689676295, -0.0179567753553012, 0.5110775730333943, 0.1232255646012134, 0.2176656219181449, 0.0435504101574597]| 12.1443719863891602|      0.00390625|[1691, 120, 0, 120]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      61|[1.4598214179342042, -0.0596277717317477, 0.4128678700667285, 1.9500094938613775, 0.0694712976923726, 0.0704840955727926, -0.1480237740309233, 0.4298661417956365, -0.3613971876509732, -0.3303848051301994, -0.8329700690836104, 0.365247809837613, -0.1998579093956857, -0.4694814252340877, -0.1810844170640002, 0.0679808282490266, -0.1847601689676295, -0.0179567753553012, 0.5110775730333943, 0.1232255646012134, 0.2176656219181449, 0.0435504101574597]| 12.1443719863891602|      0.00195312|[1719, 122, 0, 122]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      62|[1.4584454669184472, -0.0598916384185164, 0.4130244513001138, 1.9507020840371723, 0.0690303783185879, 0.0703725422853252, -0.1480897678616615, 0.4301133282554109, -0.3609401319790693, -0.330615638334013, -0.8324198729675193, 0.3653629490786982, -0.2001396500613029, -0.4695611235533252, -0.1811307085067465, 0.0681466461876566, -0.1843036867411477, -0.0178277766705148, 0.5111565756137698, 0.1234024234770173, 0.2173483186288624, 0.0436867110572806]| 12.1443691253662109|      0.00390625|[1747, 124, 0, 124]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      63|[1.456296262300829, -0.0610683824090216, 0.4134061882595813, 1.953129958453336, 0.0693202941009165, 0.0703331061533373, -0.1481422317092204, 0.4298908006637142, -0.3607165409089212, -0.3308165100645369, -0.8322292925958147, 0.3663507379373846, -0.1995701386769865, -0.4688916590599656, -0.1809112123546008, 0.0684643603992481, -0.1844708641471393, -0.0170807179240221, 0.5115434851478958, 0.1237464560837031, 0.2170215248972094, 0.0433836038791459]| 12.1443624496459961|      0.00781250|[1775, 126, 0, 126]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      64|[1.456296262300829, -0.0610683824090216, 0.4134061882595813, 1.953129958453336, 0.0693202941009165, 0.0703331061533373, -0.1481422317092204, 0.4298908006637142, -0.3607165409089212, -0.3308165100645369, -0.8322292925958147, 0.3663507379373846, -0.1995701386769865, -0.4688916590599656, -0.1809112123546008, 0.0684643603992481, -0.1844708641471393, -0.0170807179240221, 0.5115434851478958, 0.1237464560837031, 0.2170215248972094, 0.0433836038791459]| 12.1443624496459961|      0.00390625|[1804, 128, 0, 128]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      65|[1.4536054016683226, -0.0622150170243244, 0.4131649028575109, 1.954464153163677, 0.0688545195282951, 0.0708777394923062, -0.14724385038129, 0.4301020753124626, -0.3606009424741237, -0.3305479800401576, -0.8322569745215785, 0.3670634885526325, -0.1990087377128618, -0.4685734999314305, -0.1813377975588482, 0.0677353235124609, -0.1848456179183176, -0.017003068456515, 0.5119575454374596, 0.1229755910845757, 0.2164909923059424, 0.0441464702311634]| 12.1443557739257812|      0.00781250|[1833, 130, 0, 130]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      66|[1.4536054016683226, -0.0622150170243244, 0.4131649028575109, 1.954464153163677, 0.0688545195282951, 0.0708777394923062, -0.14724385038129, 0.4301020753124626, -0.3606009424741237, -0.3305479800401576, -0.8322569745215785, 0.3670634885526325, -0.1990087377128618, -0.4685734999314305, -0.1813377975588482, 0.0677353235124609, -0.1848456179183176, -0.017003068456515, 0.5119575454374596, 0.1229755910845757, 0.2164909923059424, 0.0441464702311634]| 12.1443557739257812|      0.00390625|[1862, 132, 0, 132]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      67|[1.4536054016683226, -0.0622150170243244, 0.4131649028575109, 1.954464153163677, 0.0688545195282951, 0.0708777394923062, -0.14724385038129, 0.4301020753124626, -0.3606009424741237, -0.3305479800401576, -0.8322569745215785, 0.3670634885526325, -0.1990087377128618, -0.4685734999314305, -0.1813377975588482, 0.0677353235124609, -0.1848456179183176, -0.017003068456515, 0.5119575454374596, 0.1229755910845757, 0.2164909923059424, 0.0441464702311634]| 12.1443557739257812|      0.00195312|[1890, 134, 0, 134]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      68|[1.4523444392130813, -0.0622357852643922, 0.4128278692044635, 1.9548398061934045, 0.0685738412726868, 0.070974732113649, -0.1467351743176139, 0.4297243556938938, -0.360814153775859, -0.3302812614151142, -0.8324711103985091, 0.3668948003830136, -0.1987047254856313, -0.4690931210602503, -0.1811363631913367, 0.067272604009243, -0.1852710681440533, -0.0173687230716513, 0.5120879949259494, 0.1227687346281093, 0.2170344963889331, 0.0441019229966212]| 12.1443529129028320|      0.00390625|[1919, 136, 0, 136]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      69|[1.450106654400023, -0.0633600141761044, 0.4134527706596449, 1.956554285718005, 0.0679583790337046, 0.0704619608280076, -0.1458971127994225, 0.4298516782275222, -0.3613794389684913, -0.3301876636019671, -0.832578132335188, 0.3670643429452128, -0.1983631672562096, -0.4692222725524416, -0.1804115859279398, 0.0668089132998173, -0.1848093099671509, -0.0168865257004737, 0.5115251464340635, 0.1239726847593537, 0.2170626165278208, 0.0450195339253006]| 12.1443471908569336|      0.00781250|[1947, 138, 0, 138]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      70|[1.450106654400023, -0.0633600141761044, 0.4134527706596449, 1.956554285718005, 0.0679583790337046, 0.0704619608280076, -0.1458971127994225, 0.4298516782275222, -0.3613794389684913, -0.3301876636019671, -0.832578132335188, 0.3670643429452128, -0.1983631672562096, -0.4692222725524416, -0.1804115859279398, 0.0668089132998173, -0.1848093099671509, -0.0168865257004737, 0.5115251464340635, 0.1239726847593537, 0.2170626165278208, 0.0450195339253006]| 12.1443471908569336|      0.00390625|[1976, 140, 0, 140]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      71|[1.450106654400023, -0.0633600141761044, 0.4134527706596449, 1.956554285718005, 0.0679583790337046, 0.0704619608280076, -0.1458971127994225, 0.4298516782275222, -0.3613794389684913, -0.3301876636019671, -0.832578132335188, 0.3670643429452128, -0.1983631672562096, -0.4692222725524416, -0.1804115859279398, 0.0668089132998173, -0.1848093099671509, -0.0168865257004737, 0.5115251464340635, 0.1239726847593537, 0.2170626165278208, 0.0450195339253006]| 12.1443471908569336|      0.00195312|[2004, 142, 0, 142]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      72|[1.4493397997028412, -0.0640337963073405, 0.4134175385753003, 1.9573142459996478, 0.0678658432901066, 0.0709996139401314, -0.1459330999920999, 0.4306646765658035, -0.3617393422966942, -0.3298816328899781, -0.8328201391245024, 0.3671549174814664, -0.1982448834002901, -0.4694794819131411, -0.1801453184105876, 0.0672065615354092, -0.184848105679564, -0.0165438474751032, 0.5114862414852596, 0.123349113036757, 0.2168359797228174, 0.0447471495161788]| 12.1443443298339844|      0.00390625|[2032, 144, 0, 144]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      73|[1.4484703532929246, -0.0636252154930929, 0.4128752997742775, 1.9583694768516715, 0.0674844194712678, 0.0704713243470092, -0.1458843034941671, 0.4321660491948333, -0.3622120954690982, -0.3291286543489179, -0.8334282101086319, 0.3669911350725253, -0.1980192364543411, -0.4688881341971454, -0.1796970158357265, 0.0668076802260229, -0.1870497454204295, -0.0150883357463811, 0.5112721356875664, 0.1234081995276929, 0.2162560991600462, 0.0457209258959264]| 12.1443424224853516|      0.00781250|[2060, 146, 0, 146]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      74|[1.4484703532929246, -0.0636252154930929, 0.4128752997742775, 1.9583694768516715, 0.0674844194712678, 0.0704713243470092, -0.1458843034941671, 0.4321660491948333, -0.3622120954690982, -0.3291286543489179, -0.8334282101086319, 0.3669911350725253, -0.1980192364543411, -0.4688881341971454, -0.1796970158357265, 0.0668076802260229, -0.1870497454204295, -0.0150883357463811, 0.5112721356875664, 0.1234081995276929, 0.2162560991600462, 0.0457209258959264]| 12.1443424224853516|      0.00390625|[2088, 148, 0, 148]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      75|[1.4484703532929246, -0.0636252154930929, 0.4128752997742775, 1.9583694768516715, 0.0674844194712678, 0.0704713243470092, -0.1458843034941671, 0.4321660491948333, -0.3622120954690982, -0.3291286543489179, -0.8334282101086319, 0.3669911350725253, -0.1980192364543411, -0.4688881341971454, -0.1796970158357265, 0.0668076802260229, -0.1870497454204295, -0.0150883357463811, 0.5112721356875664, 0.1234081995276929, 0.2162560991600462, 0.0457209258959264]| 12.1443424224853516|      0.00195312|[2116, 150, 0, 150]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      76|[1.4478664576933344, -0.0640457865294885, 0.4130980406795408, 1.9593624207719982, 0.0672362490691421, 0.0699072788003687, -0.1460308343932518, 0.4319494014135951, -0.3622096950133794, -0.3292224027346757, -0.8332874240449422, 0.3665568177787946, -0.197166914727197, -0.4689944356597472, -0.1799879790286247, 0.0666733027842203, -0.1876472877752013, -0.015673947476557, 0.5111778178909712, 0.123320961217711, 0.2163633381802867, 0.0456599976865105]| 12.1443405151367188|      0.00390625|[2145, 152, 0, 152]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      77|[1.44467890907001, -0.064744207962045, 0.4131251848576828, 1.9604315684191371, 0.0673311389410928, 0.0696179070729108, -0.1460004720057126, 0.4319906887007782, -0.3621472494123397, -0.3293141744858462, -0.8341063583249008, 0.3664531859864097, -0.197496483329673, -0.4687989507801749, -0.1799001302248717, 0.0671230183017589, -0.1871396314656201, -0.0155170048675938, 0.5123169431762675, 0.1241756669518731, 0.2163367423464618, 0.0455616970591859]| 12.1443338394165039|      0.00781250|[2173, 154, 0, 154]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      78|[1.44467890907001, -0.064744207962045, 0.4131251848576828, 1.9604315684191371, 0.0673311389410928, 0.0696179070729108, -0.1460004720057126, 0.4319906887007782, -0.3621472494123397, -0.3293141744858462, -0.8341063583249008, 0.3664531859864097, -0.197496483329673, -0.4687989507801749, -0.1799001302248717, 0.0671230183017589, -0.1871396314656201, -0.0155170048675938, 0.5123169431762675, 0.1241756669518731, 0.2163367423464618, 0.0455616970591859]| 12.1443338394165039|      0.00390625|[2201, 156, 0, 156]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      79|[1.4431676771804205, -0.0648751376354386, 0.4128375562897728, 1.9623758034841057, 0.0671294329922923, 0.070662507198486, -0.1464702163937948, 0.4317042880824043, -0.3627407487825288, -0.3293797599560203, -0.8329726965324797, 0.3663532325236079, -0.1970732381128273, -0.4699126462617239, -0.1798829895628768, 0.0669590704148873, -0.187470829798549, -0.0158147099859996, 0.5108676399595072, 0.122858118653058, 0.2157019091364914, 0.0452090103876172]| 12.1443290710449219|      0.00781250|[2230, 158, 0, 158]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      80|[1.4431676771804205, -0.0648751376354386, 0.4128375562897728, 1.9623758034841057, 0.0671294329922923, 0.070662507198486, -0.1464702163937948, 0.4317042880824043, -0.3627407487825288, -0.3293797599560203, -0.8329726965324797, 0.3663532325236079, -0.1970732381128273, -0.4699126462617239, -0.1798829895628768, 0.0669590704148873, -0.187470829798549, -0.0158147099859996, 0.5108676399595072, 0.122858118653058, 0.2157019091364914, 0.0452090103876172]| 12.1443290710449219|      0.00390625|[2258, 160, 0, 160]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      81|[1.4421133318347614, -0.0654055952035526, 0.4131151516640954, 1.9644407966501156, 0.0681898109137106, 0.0710430767070162, -0.1466662467039263, 0.4317546101575281, -0.3628230037455552, -0.3291598721200125, -0.834360674058149, 0.3668106455203959, -0.1960478196352755, -0.4698769173409106, -0.1813965279276856, 0.0658559523666193, -0.187431361443892, -0.0152345905080362, 0.5103498509858635, 0.1230383524603976, 0.2163140587891779, 0.0458795651209193]| 12.1443252563476562|      0.00781250|[2286, 162, 0, 162]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      82|[1.4421133318347614, -0.0654055952035526, 0.4131151516640954, 1.9644407966501156, 0.0681898109137106, 0.0710430767070162, -0.1466662467039263, 0.4317546101575281, -0.3628230037455552, -0.3291598721200125, -0.834360674058149, 0.3668106455203959, -0.1960478196352755, -0.4698769173409106, -0.1813965279276856, 0.0658559523666193, -0.187431361443892, -0.0152345905080362, 0.5103498509858635, 0.1230383524603976, 0.2163140587891779, 0.0458795651209193]| 12.1443252563476562|      0.00390625|[2314, 164, 0, 164]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      83|[1.4421133318347614, -0.0654055952035526, 0.4131151516640954, 1.9644407966501156, 0.0681898109137106, 0.0710430767070162, -0.1466662467039263, 0.4317546101575281, -0.3628230037455552, -0.3291598721200125, -0.834360674058149, 0.3668106455203959, -0.1960478196352755, -0.4698769173409106, -0.1813965279276856, 0.0658559523666193, -0.187431361443892, -0.0152345905080362, 0.5103498509858635, 0.1230383524603976, 0.2163140587891779, 0.0458795651209193]| 12.1443252563476562|      0.00195312|[2342, 166, 0, 166]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      84|[1.4404566743488476, -0.0655811849186748, 0.4130523480609075, 1.964568370440872, 0.0681094960742788, 0.0709665883296489, -0.1467722729389865, 0.4321410475453648, -0.3628660908614628, -0.3294096708768803, -0.8345608572269078, 0.3668145171685014, -0.1952958086804949, -0.4698201583986205, -0.1813603521627744, 0.0660895371220249, -0.1873848942888991, -0.0152996473666192, 0.5104671217076322, 0.1228975479509774, 0.2160368039197763, 0.0459009845502829]| 12.1443223953247070|      0.00390625|[2370, 168, 0, 168]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      85|[1.4404566743488476, -0.0655811849186748, 0.4130523480609075, 1.964568370440872, 0.0681094960742788, 0.0709665883296489, -0.1467722729389865, 0.4321410475453648, -0.3628660908614628, -0.3294096708768803, -0.8345608572269078, 0.3668145171685014, -0.1952958086804949, -0.4698201583986205, -0.1813603521627744, 0.0660895371220249, -0.1873848942888991, -0.0152996473666192, 0.5104671217076322, 0.1228975479509774, 0.2160368039197763, 0.0459009845502829]| 12.1443223953247070|      0.00195312|[2398, 170, 0, 170]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      86|[1.4398412215423084, -0.0660394768325853, 0.4135690802217184, 1.9656308258687571, 0.0681049936521076, 0.0706935049826227, -0.1466218099434115, 0.4324881979759929, -0.3624130739422863, -0.3295227303803584, -0.8342846853251747, 0.3661759580011889, -0.1948842310853007, -0.4698361452239976, -0.1814421486415171, 0.065803563313015, -0.1874609884668458, -0.0149115699583264, 0.5101230332285672, 0.1231320613437653, 0.2165937191798573, 0.0460114894824175]| 12.1443195343017578|      0.00390625|[2427, 172, 0, 172]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      87|[1.4398412215423084, -0.0660394768325853, 0.4135690802217184, 1.9656308258687571, 0.0681049936521076, 0.0706935049826227, -0.1466218099434115, 0.4324881979759929, -0.3624130739422863, -0.3295227303803584, -0.8342846853251747, 0.3661759580011889, -0.1948842310853007, -0.4698361452239976, -0.1814421486415171, 0.065803563313015, -0.1874609884668458, -0.0149115699583264, 0.5101230332285672, 0.1231320613437653, 0.2165937191798573, 0.0460114894824175]| 12.1443195343017578|      0.00195312|[2456, 174, 0, 174]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      88|[1.4389661819651458, -0.066827023029528, 0.413397955607552, 1.9663036363248183, 0.0678409401226457, 0.0709955558029958, -0.146410344510022, 0.4328788492112681, -0.3622921065434546, -0.3303113481191223, -0.8338205256789214, 0.3663936400125441, -0.1942928113139803, -0.4693771115634608, -0.1815751301152896, 0.0658606859492749, -0.1874611837727125, -0.0149556669044508, 0.5100007461077348, 0.1232269389295067, 0.2168529834168097, 0.0458906753812997]| 12.1443166732788086|      0.00390625|[2484, 176, 0, 176]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      89|[1.4362636564296418, -0.0675827472831532, 0.4145097877712072, 1.967359922463235, 0.0679332474544679, 0.0699303548372273, -0.1465803404901323, 0.4323916527654022, -0.3629532312080316, -0.3294507137587116, -0.8331697474057467, 0.3665593658465401, -0.1938173283339088, -0.4694233113383063, -0.181521012011079, 0.0655318303321248, -0.1880628631126298, -0.0138377780955326, 0.5099711552765616, 0.1230370329689158, 0.2169291283848311, 0.045904900569951]| 12.1443109512329102|      0.00781250|[2512, 178, 0, 178]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      90|[1.4362636564296418, -0.0675827472831532, 0.4145097877712072, 1.967359922463235, 0.0679332474544679, 0.0699303548372273, -0.1465803404901323, 0.4323916527654022, -0.3629532312080316, -0.3294507137587116, -0.8331697474057467, 0.3665593658465401, -0.1938173283339088, -0.4694233113383063, -0.181521012011079, 0.0655318303321248, -0.1880628631126298, -0.0138377780955326, 0.5099711552765616, 0.1230370329689158, 0.2169291283848311, 0.045904900569951]| 12.1443109512329102|      0.00390625|[2541, 180, 0, 180]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      91|[1.4362636564296418, -0.0675827472831532, 0.4145097877712072, 1.967359922463235, 0.0679332474544679, 0.0699303548372273, -0.1465803404901323, 0.4323916527654022, -0.3629532312080316, -0.3294507137587116, -0.8331697474057467, 0.3665593658465401, -0.1938173283339088, -0.4694233113383063, -0.181521012011079, 0.0655318303321248, -0.1880628631126298, -0.0138377780955326, 0.5099711552765616, 0.1230370329689158, 0.2169291283848311, 0.045904900569951]| 12.1443109512329102|      0.00195312|[2569, 182, 0, 182]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      92|[1.4354757420630815, -0.0679363411222572, 0.414871633386615, 1.968430760339176, 0.0679120713453203, 0.0704015687369568, -0.1465370630855015, 0.4325965578161514, -0.3624848481644885, -0.3298086974154233, -0.8334527402064907, 0.3664865353982677, -0.1940140760052631, -0.4694727492580045, -0.1816210420432164, 0.0652485563464538, -0.1877597609527732, -0.0141301417278459, 0.5093134711948928, 0.1226365326505219, 0.2170422381417668, 0.0454836340805434]| 12.1443080902099609|      0.00390625|[2597, 184, 0, 184]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
