k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6086585485476752, 0.050599473707634, 0.1384813977418705, 0.7794992754388204, -0.0047327376407361, 0.0009223873009766, -0.0040463495215168, 0.0039738893039355, 0.0032375379429151, 0.0004216718425405, -0.0012149941420723, -0.0014573707017666, -0.0010809541638961, -0.0027838741981676, 0.0010316381100019, 0.0031647868917324, 0.0079071868142221, 0.00114406518138, -0.0003495236642305, 0.0036037853978884, 0.0029761956023178, 0.0016656623243788]| 13.1513357162475586|      2.00000000|[119, 8, 0, 2]                                                             |  | trying linear partial model with 61 points | iterate success | actual_k=4
      46|[1.4534464208420008, 0.123987940530395, 0.3514920823266034, 1.9521131438818187, -0.0209552148484168, 0.0167179999204116, 0.0457860132692655, -0.0099893920393828, -0.0024436035669702, -0.0007412066995076, 1.1559618253e-05, -0.0137301121275873, 0.0115113701669124, -0.0087399972948565, -0.0073435571596775, -0.0013375717490268, 0.0245825430294004, 0.0169411829221536, -0.0107568803138669, -0.0244184714739007, 0.0118705164557614, 0.0204640096119719]| 12.1444969177246094|      0.00390625|[5395, 368, 0, 92]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      47|[1.4508341339836262, 0.1228151664495534, 0.3520752929773973, 1.9546581382941364, -0.0209531147242467, 0.0167104598239395, 0.0456172143747062, -0.0098061700739054, -0.0025625517625282, -0.0006661334556219, -4.56321735953e-05, -0.0137571220989337, 0.0115259894198894, -0.0086225807402368, -0.0071979053451264, -0.0011352826986283, 0.0247138891982596, 0.0170076733473005, -0.0108554711036121, -0.0242825290522022, 0.0117753254713457, 0.0206097359264536]| 12.1444892883300781|      0.00781250|[5513, 376, 0, 94]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      48|[1.4508341339836262, 0.1228151664495534, 0.3520752929773973, 1.9546581382941364, -0.0209531147242467, 0.0167104598239395, 0.0456172143747062, -0.0098061700739054, -0.0025625517625282, -0.0006661334556219, -4.56321735953e-05, -0.0137571220989337, 0.0115259894198894, -0.0086225807402368, -0.0071979053451264, -0.0011352826986283, 0.0247138891982596, 0.0170076733473005, -0.0108554711036121, -0.0242825290522022, 0.0117753254713457, 0.0206097359264536]| 12.1444892883300781|      0.00390625|[5630, 384, 0, 96]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      49|[1.4508341339836262, 0.1228151664495534, 0.3520752929773973, 1.9546581382941364, -0.0209531147242467, 0.0167104598239395, 0.0456172143747062, -0.0098061700739054, -0.0025625517625282, -0.0006661334556219, -4.56321735953e-05, -0.0137571220989337, 0.0115259894198894, -0.0086225807402368, -0.0071979053451264, -0.0011352826986283, 0.0247138891982596, 0.0170076733473005, -0.0108554711036121, -0.0242825290522022, 0.0117753254713457, 0.0206097359264536]| 12.1444892883300781|      0.00195312|[5748, 392, 0, 98]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      50|[1.4492591046378211, 0.1222986564051346, 0.3522340105657008, 1.9556056637443946, -0.0208245264535742, 0.0166358267638066, 0.0455274119799654, -0.0097758126350353, -0.0026613044111932, -0.0006412395704721, -2.20969052864e-05, -0.0137109648653585, 0.011451800790914, -0.0087898486292848, -0.0071700719614049, -0.0010680149158011, 0.0246807305351017, 0.0170858737329392, -0.0108498659559275, -0.0240893688358042, 0.0118037908065173, 0.0207358496278396]| 12.1444854736328125|      0.00390625|[5865, 400, 0, 100]                                                        |  | trying linear partial model with 61 points | iterate success | actual_k=4
      51|[1.4461420151392745, 0.1211733963614186, 0.3527366129045272, 1.9575462614689338, -0.0210599702701377, 0.0166561483975632, 0.0453989656187471, -0.0098512722421334, -0.0026051973753794, -0.000614677341375, 0.0001215919320714, -0.0138146106181437, 0.0112046213666476, -0.0088268716648148, -0.0073710581261104, -0.0009871481889884, 0.0245668899535385, 0.0171266323811195, -0.0107512125791111, -0.0240510600673881, 0.0117175037801389, 0.0207788818751071]| 12.1444778442382812|      0.00781250|[5982, 408, 0, 102]                                                        |  | trying linear partial model with 61 points | iterate success | actual_k=4
      52|[1.4461420151392745, 0.1211733963614186, 0.3527366129045272, 1.9575462614689338, -0.0210599702701377, 0.0166561483975632, 0.0453989656187471, -0.0098512722421334, -0.0026051973753794, -0.000614677341375, 0.0001215919320714, -0.0138146106181437, 0.0112046213666476, -0.0088268716648148, -0.0073710581261104, -0.0009871481889884, 0.0245668899535385, 0.0171266323811195, -0.0107512125791111, -0.0240510600673881, 0.0117175037801389, 0.0207788818751071]| 12.1444778442382812|      0.00390625|[6099, 416, 0, 104]                                                        |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      53|[1.4435144933658974, 0.120209444474655, 0.353567714003079, 1.9601127630423403, -0.021145955907568, 0.0166105185769886, 0.0455073808640582, -0.0097662559551567, -0.0025322342582221, -0.0008015222254683, 6.99302681563e-05, -0.0137825896870239, 0.0110489595067098, -0.0087240712603265, -0.0074008725166272, -0.0009539806529026, 0.024560419182124, 0.0172887243613465, -0.010693972951846, -0.0240795376513825, 0.0116905426644001, 0.0208669284508952]| 12.1444702148437500|      0.00781250|[6216, 424, 0, 106]                                                        |  | trying linear partial model with 61 points | iterate success | actual_k=4
      54|[1.4435144933658974, 0.120209444474655, 0.353567714003079, 1.9601127630423403, -0.021145955907568, 0.0166105185769886, 0.0455073808640582, -0.0097662559551567, -0.0025322342582221, -0.0008015222254683, 6.99302681563e-05, -0.0137825896870239, 0.0110489595067098, -0.0087240712603265, -0.0074008725166272, -0.0009539806529026, 0.024560419182124, 0.0172887243613465, -0.010693972951846, -0.0240795376513825, 0.0116905426644001, 0.0208669284508952]| 12.1444702148437500|      0.00390625|[6333, 432, 0, 108]                                                        |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      55|[1.4404208959436178, 0.1190111341800251, 0.3543591397804448, 1.9619416373270784, -0.0207965964417952, 0.0166824654624732, 0.0455279551600997, -0.0096840912159254, -0.0026102327292581, -0.0007304462313366, 2.36732384662e-05, -0.0137090548197758, 0.0109748311256358, -0.0088025025375829, -0.0073806946204906, -0.0010715855189473, 0.0246408750612595, 0.0171242940107231, -0.0107785855551489, -0.0240665321539541, 0.0114537124320824, 0.0209408417562403]| 12.1444616317749023|      0.00781250|[6450, 440, 0, 110]                                                        |  | trying linear partial model with 61 points | iterate success | actual_k=4
      56|[1.4404208959436178, 0.1190111341800251, 0.3543591397804448, 1.9619416373270784, -0.0207965964417952, 0.0166824654624732, 0.0455279551600997, -0.0096840912159254, -0.0026102327292581, -0.0007304462313366, 2.36732384662e-05, -0.0137090548197758, 0.0109748311256358, -0.0088025025375829, -0.0073806946204906, -0.0010715855189473, 0.0246408750612595, 0.0171242940107231, -0.0107785855551489, -0.0240665321539541, 0.0114537124320824, 0.0209408417562403]| 12.1444616317749023|      0.00390625|[6568, 448, 0, 112]                                                        |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      57|[1.4376776081601226, 0.1181130312589661, 0.3548554049055681, 1.964478632045102, -0.0207719080321277, 0.0167084065693561, 0.0453711187586648, -0.0095537876984125, -0.0026738552308544, -0.00092884591307, -5.5467434822e-05, -0.0136439913648186, 0.0109712550147777, -0.0087444758203963, -0.0072312337807965, -0.0010377184984402, 0.0248307567496185, 0.0171722362773577, -0.0109513150698313, -0.0239209900997269, 0.0114220791537067, 0.020767787922664]| 12.1444540023803711|      0.00781250|[6685, 456, 0, 114]                                                        |  | trying linear partial model with 61 points | iterate success | actual_k=4
      58|[1.4376776081601226, 0.1181130312589661, 0.3548554049055681, 1.964478632045102, -0.0207719080321277, 0.0167084065693561, 0.0453711187586648, -0.0095537876984125, -0.0026738552308544, -0.00092884591307, -5.5467434822e-05, -0.0136439913648186, 0.0109712550147777, -0.0087444758203963, -0.0072312337807965, -0.0010377184984402, 0.0248307567496185, 0.0171722362773577, -0.0109513150698313, -0.0239209900997269, 0.0114220791537067, 0.020767787922664]| 12.1444540023803711|      0.00390625|[6802, 464, 0, 116]                                                        |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      59|[1.4347149467086031, 0.1167087298122595, 0.3553598224145984, 1.9664719741710768, -0.0209816445479487, 0.0166286857080728, 0.045564907506176, -0.0095711331127435, -0.0028227733658402, -0.0008395493908268, 3.14772259724e-05, -0.0135998944870896, 0.0109450951322711, -0.0085261766397714, -0.0072381429243648, -0.00115236813588, 0.0247935543138783, 0.0169391249592295, -0.0110545657887047, -0.0237750395502856, 0.0114827072025098, 0.0207954562562649]| 12.1444463729858398|      0.00781250|[6919, 472, 0, 118]                                                        |  | trying linear partial model with 61 points | iterate success | actual_k=4
      60|[1.4347149467086031, 0.1167087298122595, 0.3553598224145984, 1.9664719741710768, -0.0209816445479487, 0.0166286857080728, 0.045564907506176, -0.0095711331127435, -0.0028227733658402, -0.0008395493908268, 3.14772259724e-05, -0.0135998944870896, 0.0109450951322711, -0.0085261766397714, -0.0072381429243648, -0.00115236813588, 0.0247935543138783, 0.0169391249592295, -0.0110545657887047, -0.0237750395502856, 0.0114827072025098, 0.0207954562562649]| 12.1444463729858398|      0.00390625|[7037, 480, 0, 120]                                                        |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      61|[1.4320531103930851, 0.115565444256397, 0.3561435196873864, 1.9689410645095755, -0.0208179957126904, 0.0165554167399892, 0.0455490102850497, -0.0096716878502269, -0.0027560031720695, -0.0008441647947534, 0.0001783480417785, -0.0136095354255991, 0.0109317169151212, -0.0085775515218782, -0.0072160073325089, -0.001138083255499, 0.0247731736876854, 0.0169306692131194, -0.011172312689768, -0.0239049411371223, 0.0113433715196349, 0.0206140262275869]| 12.1444387435913086|      0.00781250|[7154, 488, 0, 122]                                                        |  | trying linear partial model with 61 points | iterate success | actual_k=4
      62|[1.4320531103930851, 0.115565444256397, 0.3561435196873864, 1.9689410645095755, -0.0208179957126904, 0.0165554167399892, 0.0455490102850497, -0.0096716878502269, -0.0027560031720695, -0.0008441647947534, 0.0001783480417785, -0.0136095354255991, 0.0109317169151212, -0.0085775515218782, -0.0072160073325089, -0.001138083255499, 0.0247731736876854, 0.0169306692131194, -0.011172312689768, -0.0239049411371223, 0.0113433715196349, 0.0206140262275869]| 12.1444387435913086|      0.00390625|[7272, 496, 0, 124]                                                        |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      63|[1.4289923652536733, 0.1145020337041585, 0.3568337234355902, 1.9709573006370738, -0.0206936337527537, 0.0163956707096597, 0.0457013884064661, -0.0096991984568497, -0.0026359506134294, -0.0009516322096457, 0.0001870222593141, -0.0135707853027679, 0.0107510605848118, -0.0086845546708018, -0.0072290810349029, -0.0009671904490815, 0.0249156657507073, 0.0168990099091761, -0.0110969940935052, -0.0239705249832764, 0.0113609960452422, 0.0204703428570774]| 12.1444311141967773|      0.00781250|[7390, 504, 0, 126]                                                        |  | trying linear partial model with 61 points | iterate success | actual_k=4
      64|[1.4289923652536733, 0.1145020337041585, 0.3568337234355902, 1.9709573006370738, -0.0206936337527537, 0.0163956707096597, 0.0457013884064661, -0.0096991984568497, -0.0026359506134294, -0.0009516322096457, 0.0001870222593141, -0.0135707853027679, 0.0107510605848118, -0.0086845546708018, -0.0072290810349029, -0.0009671904490815, 0.0249156657507073, 0.0168990099091761, -0.0110969940935052, -0.0239705249832764, 0.0113609960452422, 0.0204703428570774]| 12.1444311141967773|      0.00390625|[7508, 512, 0, 128]                                                        |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      65|[1.4261782115361061, 0.1133639332408762, 0.3574693437253719, 1.973305325767114, -0.0207367589235464, 0.0164190633423543, 0.0456953568003162, -0.0096187659761319, -0.0026041616873544, -0.0011021927637284, 0.0002003242244849, -0.013663624652464, 0.0106590481801748, -0.0087206897939192, -0.0073815722788739, -0.0008893393084014, 0.0249782986354017, 0.0168653905420932, -0.0110658256258378, -0.0241108536891506, 0.0114232387781944, 0.0203409021437469]| 12.1444225311279297|      0.00781250|[7625, 520, 0, 130]                                                        |  | trying linear partial model with 61 points | iterate success | actual_k=4
      66|[1.4261782115361061, 0.1133639332408762, 0.3574693437253719, 1.973305325767114, -0.0207367589235464, 0.0164190633423543, 0.0456953568003162, -0.0096187659761319, -0.0026041616873544, -0.0011021927637284, 0.0002003242244849, -0.013663624652464, 0.0106590481801748, -0.0087206897939192, -0.0073815722788739, -0.0008893393084014, 0.0249782986354017, 0.0168653905420932, -0.0110658256258378, -0.0241108536891506, 0.0114232387781944, 0.0203409021437469]| 12.1444225311279297|      0.00390625|[7743, 528, 0, 132]                                                        |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      67|[1.4232830617840744, 0.1121412677822724, 0.3581379562520722, 1.975494932981743, -0.0208611459069582, 0.0166212926898708, 0.0458186414403544, -0.0095143643498172, -0.0026054455103708, -0.0011465078675871, 0.0002253911791868, -0.0136186933699226, 0.0106875427340605, -0.00882155278776, -0.0072841783397821, -0.0009331833054632, 0.0248561619521348, 0.016854157449837, -0.0111598424068146, -0.0241633616461271, 0.0114524597552116, 0.020280930577501]| 12.1444149017333984|      0.00781250|[7860, 536, 0, 134]                                                        |  | trying linear partial model with 61 points | iterate success | actual_k=4
      68|[1.4232830617840744, 0.1121412677822724, 0.3581379562520722, 1.975494932981743, -0.0208611459069582, 0.0166212926898708, 0.0458186414403544, -0.0095143643498172, -0.0026054455103708, -0.0011465078675871, 0.0002253911791868, -0.0136186933699226, 0.0106875427340605, -0.00882155278776, -0.0072841783397821, -0.0009331833054632, 0.0248561619521348, 0.016854157449837, -0.0111598424068146, -0.0241633616461271, 0.0114524597552116, 0.020280930577501]| 12.1444149017333984|      0.00390625|[7977, 544, 0, 136]                                                        |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      69|[1.420480295937393, 0.1108709428671751, 0.3589577740950245, 1.9777193323547682, -0.0209505553814536, 0.0165978635687623, 0.0458978869428646, -0.0092917018399564, -0.0025743616499441, -0.0011273400896973, 0.0002902031015057, -0.0136972342877505, 0.0106379703813241, -0.0086524362504216, -0.0072070002296631, -0.0008239236244473, 0.0247749831847216, 0.0168356253190282, -0.0111710673904149, -0.0239876563115155, 0.0115277798130912, 0.0202517371723664]| 12.1444072723388672|      0.00781250|[8094, 552, 0, 138]                                                        |  | trying linear partial model with 61 points | iterate success | actual_k=4
      70|[1.420480295937393, 0.1108709428671751, 0.3589577740950245, 1.9777193323547682, -0.0209505553814536, 0.0165978635687623, 0.0458978869428646, -0.0092917018399564, -0.0025743616499441, -0.0011273400896973, 0.0002902031015057, -0.0136972342877505, 0.0106379703813241, -0.0086524362504216, -0.0072070002296631, -0.0008239236244473, 0.0247749831847216, 0.0168356253190282, -0.0111710673904149, -0.0239876563115155, 0.0115277798130912, 0.0202517371723664]| 12.1444072723388672|      0.00390625|[8212, 560, 0, 140]                                                        |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      71|[1.4174383726913165, 0.1095562850580172, 0.3595012733207978, 1.979642696485265, -0.0208481622171775, 0.0165918112191867, 0.0459060400877855, -0.0093704013246112, -0.0025812639279551, -0.0013757536169513, 0.0005297537687944, -0.0138037034791976, 0.0106565360280055, -0.008732398487606, -0.0073171199224288, -0.0010255301503189, 0.0246731209376644, 0.0168808425362188, -0.0113661000288525, -0.0239472516248533, 0.01151181368303, 0.0200989896747345]| 12.1443996429443359|      0.00781250|[8329, 568, 0, 142]                                                        |  | trying linear partial model with 61 points | iterate success | actual_k=4
      72|[1.4174383726913165, 0.1095562850580172, 0.3595012733207978, 1.979642696485265, -0.0208481622171775, 0.0165918112191867, 0.0459060400877855, -0.0093704013246112, -0.0025812639279551, -0.0013757536169513, 0.0005297537687944, -0.0138037034791976, 0.0106565360280055, -0.008732398487606, -0.0073171199224288, -0.0010255301503189, 0.0246731209376644, 0.0168808425362188, -0.0113661000288525, -0.0239472516248533, 0.01151181368303, 0.0200989896747345]| 12.1443996429443359|      0.00390625|[8446, 576, 0, 144]                                                        |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      73|[1.414926408371505, 0.1084820137206014, 0.3603022636962406, 1.9822998280236903, -0.0208618193260743, 0.0165745606170511, 0.0459100836388346, -0.0093895043932099, -0.0027416380956701, -0.0012831927451569, 0.000499135151756, -0.0137557237913463, 0.010603174487583, -0.0087272969400052, -0.0072686311124814, -0.0010098592254051, 0.0244821864119778, 0.0168810063073309, -0.0114138937649258, -0.0240358680240544, 0.0114720383287671, 0.0201271689810446]| 12.1443920135498047|      0.00781250|[8563, 584, 0, 146]                                                        |  | trying linear partial model with 61 points | iterate success | actual_k=4
      74|[1.414926408371505, 0.1084820137206014, 0.3603022636962406, 1.9822998280236903, -0.0208618193260743, 0.0165745606170511, 0.0459100836388346, -0.0093895043932099, -0.0027416380956701, -0.0012831927451569, 0.000499135151756, -0.0137557237913463, 0.010603174487583, -0.0087272969400052, -0.0072686311124814, -0.0010098592254051, 0.0244821864119778, 0.0168810063073309, -0.0114138937649258, -0.0240358680240544, 0.0114720383287671, 0.0201271689810446]| 12.1443920135498047|      0.00390625|[8681, 592, 0, 148]                                                        |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      75|[1.4117903654378452, 0.1073209953252042, 0.3610275347221993, 1.9841244644467557, -0.0206958711343138, 0.0166329045298755, 0.0459904674242269, -0.0093559269842488, -0.0028024806130137, -0.0011397173764436, 0.0005094804458314, -0.013707627731012, 0.0105921250905018, -0.0088826186957563, -0.00733811728213, -0.0008922487499477, 0.0247372192389279, 0.0168234365894613, -0.0114061940200927, -0.0240867785035183, 0.0116658563228637, 0.0200637277662923]| 12.1443834304809570|      0.00781250|[8800, 600, 0, 150]                                                        |  | trying linear partial model with 61 points | iterate success | actual_k=4
      76|[1.4117903654378452, 0.1073209953252042, 0.3610275347221993, 1.9841244644467557, -0.0206958711343138, 0.0166329045298755, 0.0459904674242269, -0.0093559269842488, -0.0028024806130137, -0.0011397173764436, 0.0005094804458314, -0.013707627731012, 0.0105921250905018, -0.0088826186957563, -0.00733811728213, -0.0008922487499477, 0.0247372192389279, 0.0168234365894613, -0.0114061940200927, -0.0240867785035183, 0.0116658563228637, 0.0200637277662923]| 12.1443834304809570|      0.00390625|[8917, 608, 0, 152]                                                        |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      77|[1.4091849996340644, 0.1061197385305158, 0.3616696113353913, 1.9866288447220066, -0.0207484145613698, 0.0165181954322086, 0.0461988518630581, -0.0092475709639567, -0.0027986178436191, -0.0011024098350689, 0.0003804114076637, -0.0137582336698236, 0.0102737609214962, -0.0088167795667422, -0.0071582750827578, -0.0007128910942465, 0.0247231820238035, 0.0167170527913389, -0.0114030294034068, -0.0239428753435899, 0.0116986132167654, 0.020283814107879]| 12.1443758010864258|      0.00781250|[9034, 616, 0, 154]                                                        |  | trying linear partial model with 61 points | iterate success | actual_k=4
      78|[1.4091849996340644, 0.1061197385305158, 0.3616696113353913, 1.9866288447220066, -0.0207484145613698, 0.0165181954322086, 0.0461988518630581, -0.0092475709639567, -0.0027986178436191, -0.0011024098350689, 0.0003804114076637, -0.0137582336698236, 0.0102737609214962, -0.0088167795667422, -0.0071582750827578, -0.0007128910942465, 0.0247231820238035, 0.0167170527913389, -0.0114030294034068, -0.0239428753435899, 0.0116986132167654, 0.020283814107879]| 12.1443758010864258|      0.00390625|[9151, 624, 0, 156]                                                        |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      79|[1.4061815295479934, 0.1048696870274005, 0.362306959089548, 1.9886599828920886, -0.0208202566485872, 0.0165480763367188, 0.0461557543790888, -0.0091523390914135, -0.0027444180490938, -0.001079783054868, 0.0005055311201428, -0.0136731454862133, 0.0103395910417574, -0.0087850783197455, -0.0071501803550246, -0.0008695640851731, 0.0247873773768765, 0.0166950771780267, -0.0113634100357602, -0.0239893556829436, 0.0118491209111018, 0.0204821344390179]| 12.1443681716918945|      0.00781250|[9268, 632, 0, 158]                                                        |  | trying linear partial model with 61 points | iterate success | actual_k=4
      80|[1.4061815295479934, 0.1048696870274005, 0.362306959089548, 1.9886599828920886, -0.0208202566485872, 0.0165480763367188, 0.0461557543790888, -0.0091523390914135, -0.0027444180490938, -0.001079783054868, 0.0005055311201428, -0.0136731454862133, 0.0103395910417574, -0.0087850783197455, -0.0071501803550246, -0.0008695640851731, 0.0247873773768765, 0.0166950771780267, -0.0113634100357602, -0.0239893556829436, 0.0118491209111018, 0.0204821344390179]| 12.1443681716918945|      0.00390625|[9385, 640, 0, 160]                                                        |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      81|[1.4034344231164824, 0.1037860493096238, 0.3629285211414731, 1.991088765252163, -0.0207833818614472, 0.0165462169839829, 0.0458742563456061, -0.0090233645662037, -0.0026325840120897, -0.001131542020746, 0.0004209591493795, -0.0137872747053096, 0.0102953024489149, -0.0087999395352319, -0.0069671895999268, -0.0007671438293461, 0.0246265643769819, 0.01679846745427, -0.0112194350203577, -0.0240392246073203, 0.011880402293176, 0.0203676945485744]| 12.1443605422973633|      0.00781250|[9502, 648, 0, 162]                                                        |  | trying linear partial model with 61 points | iterate success | actual_k=4
      82|[1.4034344231164824, 0.1037860493096238, 0.3629285211414731, 1.991088765252163, -0.0207833818614472, 0.0165462169839829, 0.0458742563456061, -0.0090233645662037, -0.0026325840120897, -0.001131542020746, 0.0004209591493795, -0.0137872747053096, 0.0102953024489149, -0.0087999395352319, -0.0069671895999268, -0.0007671438293461, 0.0246265643769819, 0.01679846745427, -0.0112194350203577, -0.0240392246073203, 0.011880402293176, 0.0203676945485744]| 12.1443605422973633|      0.00390625|[9619, 656, 0, 164]                                                        |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      83|[1.4004152246932984, 0.102583191582816, 0.3635528337009419, 1.993063960355122, -0.0206030279945133, 0.0164015167252983, 0.0458167645827381, -0.0093145174654879, -0.0026008368249557, -0.0010500956784105, 0.0005281896547025, -0.0138354635568573, 0.0103385065284907, -0.0085761859651747, -0.0072075461536599, -0.0007364636818884, 0.0246519597469657, 0.0171150331402785, -0.0112089890696474, -0.0240686497425925, 0.0118692728970843, 0.020539729597507]| 12.1443529129028320|      0.00781250|[9736, 664, 0, 166]                                                        |  | trying linear partial model with 61 points | iterate success | actual_k=4
      84|[1.4004152246932984, 0.102583191582816, 0.3635528337009419, 1.993063960355122, -0.0206030279945133, 0.0164015167252983, 0.0458167645827381, -0.0093145174654879, -0.0026008368249557, -0.0010500956784105, 0.0005281896547025, -0.0138354635568573, 0.0103385065284907, -0.0085761859651747, -0.0072075461536599, -0.0007364636818884, 0.0246519597469657, 0.0171150331402785, -0.0112089890696474, -0.0240686497425925, 0.0118692728970843, 0.020539729597507]| 12.1443529129028320|      0.00390625|[9853, 672, 0, 168]                                                        |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      85|[1.3975937344526512, 0.1013001071020977, 0.3641591847931189, 1.9953459002699274, -0.0205812830965052, 0.016459247115344, 0.0457982068490525, -0.0091736214733668, -0.0025892750121386, -0.0010876381241713, 0.0005500228903962, -0.0138408524154988, 0.010333918016228, -0.0085289959750226, -0.0071153667501222, -0.0008162959201196, 0.0246900042466178, 0.0170052996012167, -0.0111993355185854, -0.0240259978927055, 0.0118391427795296, 0.0204082498595762]| 12.1443443298339844|      0.00781250|[9970, 680, 0, 170]                                                        |  | trying linear partial model with 61 points | iterate success | actual_k=4
      86|[1.3975937344526512, 0.1013001071020977, 0.3641591847931189, 1.9953459002699274, -0.0205812830965052, 0.016459247115344, 0.0457982068490525, -0.0091736214733668, -0.0025892750121386, -0.0010876381241713, 0.0005500228903962, -0.0138408524154988, 0.010333918016228, -0.0085289959750226, -0.0071153667501222, -0.0008162959201196, 0.0246900042466178, 0.0170052996012167, -0.0111993355185854, -0.0240259978927055, 0.0118391427795296, 0.0204082498595762]| 12.1443443298339844|      0.00390625|[10087, 688, 0, 172]                                                       |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      87|[1.394638244757487, 0.1002104667850342, 0.3647727253523797, 1.997529943065255, -0.0205217615706931, 0.0164019689260432, 0.0459165051935985, -0.0089846341899311, -0.0025796248536324, -0.001041794247832, 0.0005107554002782, -0.0137412750577555, 0.0104022707349254, -0.0086288742072464, -0.0072317502702988, -0.0009072664536424, 0.0246176594949185, 0.0167614301639898, -0.0111796566985923, -0.0240761416172567, 0.0117171689962479, 0.0204388807481609]| 12.1443367004394531|      0.00781250|[10205, 696, 0, 174]                                                       |  | trying linear partial model with 61 points | iterate success | actual_k=4
      88|[1.394638244757487, 0.1002104667850342, 0.3647727253523797, 1.997529943065255, -0.0205217615706931, 0.0164019689260432, 0.0459165051935985, -0.0089846341899311, -0.0025796248536324, -0.001041794247832, 0.0005107554002782, -0.0137412750577555, 0.0104022707349254, -0.0086288742072464, -0.0072317502702988, -0.0009072664536424, 0.0246176594949185, 0.0167614301639898, -0.0111796566985923, -0.0240761416172567, 0.0117171689962479, 0.0204388807481609]| 12.1443367004394531|      0.00390625|[10322, 704, 0, 176]                                                       |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      89|[1.3917294740094757, 0.0988786821541525, 0.3653188685478824, 1.9996802974608445, -0.0204879062215435, 0.016340529675383, 0.0458442578684748, -0.0089974802180195, -0.0026165345154869, -0.0010307927171495, 0.0004858706337998, -0.0136474856613499, 0.0103902506294215, -0.0087417382994668, -0.0072585438734319, -0.0009485665526524, 0.0247301347205971, 0.0168006598088023, -0.011289669955194, -0.0242088466185757, 0.0116418491632086, 0.0203131519839304]| 12.1443290710449219|      0.00781250|[10439, 712, 0, 178]                                                       |  | trying linear partial model with 61 points | iterate success | actual_k=4
      90|[1.3917294740094757, 0.0988786821541525, 0.3653188685478824, 1.9996802974608445, -0.0204879062215435, 0.016340529675383, 0.0458442578684748, -0.0089974802180195, -0.0026165345154869, -0.0010307927171495, 0.0004858706337998, -0.0136474856613499, 0.0103902506294215, -0.0087417382994668, -0.0072585438734319, -0.0009485665526524, 0.0247301347205971, 0.0168006598088023, -0.011289669955194, -0.0242088466185757, 0.0116418491632086, 0.0203131519839304]| 12.1443290710449219|      0.00390625|[10556, 720, 0, 180]                                                       |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      91|[1.3889719762310573, 0.0977427840686835, 0.3660009061133915, 2.002074121320857, -0.0203572230405298, 0.0162888234404582, 0.0458806957037408, -0.0091157897961736, -0.002682579698013, -0.0009952383005888, 0.0005449786809446, -0.0135157155800613, 0.010386232147262, -0.0087982897966119, -0.0071204873103162, -0.0008703618598538, 0.0246029718720743, 0.0169770510723723, -0.0112436992417107, -0.0243366017384145, 0.0117541373013839, 0.0202833927520298]| 12.1443214416503906|      0.00781250|[10673, 728, 0, 182]                                                       |  | trying linear partial model with 61 points | iterate success | actual_k=4
