k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6049925040538005, 0.0508686004483591, 0.1329427814338368, 0.7831451196146173, 0.0043336009634712, 0.0080764469016698, -0.0053683298185288, -0.0014822580402424, -0.0032807465394253, -0.0009047404445761, -0.0063273774883355, 0.0004158678075047, 0.000198602254307, -0.0018335279851529, -0.0048196942578929, -0.0001996373353675, 0.0044640779854956, 0.0047163595295145, -0.0094563979577632, 0.007067818964308, 0.0055385295059557, -0.000826385740559]| 13.1515102386474609|      2.00000000|[95, 32, 0, 2]                                                             |  | trying linear partial model with 49 points | iterate success | actual_k=16
      47|[1.2664670880764664, 0.0441020591313482, 0.4005350428107901, 2.0950679975100837, -0.0544930974578707, -0.0933975409226451, -0.0581525792457395, -0.0999985659350326, 0.0143228676078856, 0.02095254412373, -0.018812881268291, -0.1561936250567303, 0.1311222427658105, -0.0997441747709414, -0.1075830287892699, 0.0244527559997744, 0.0600731749165136, 0.0835105263190917, 0.0279327676839356, -0.0431858867120856, 0.0186844206674638, 0.0591020334547991]| 12.1439838409423828|      0.00781250|[4432, 1504, 0, 94]                                                        |  | trying linear partial model with 49 points | iterate success | actual_k=16
      48|[1.2664670880764664, 0.0441020591313482, 0.4005350428107901, 2.0950679975100837, -0.0544930974578707, -0.0933975409226451, -0.0581525792457395, -0.0999985659350326, 0.0143228676078856, 0.02095254412373, -0.018812881268291, -0.1561936250567303, 0.1311222427658105, -0.0997441747709414, -0.1075830287892699, 0.0244527559997744, 0.0600731749165136, 0.0835105263190917, 0.0279327676839356, -0.0431858867120856, 0.0186844206674638, 0.0591020334547991]| 12.1439838409423828|      0.00390625|[4528, 1536, 1, 97]                                                        |  | trying linear partial model with 49 points FAILED TO GET X_HAT, using additional batch call | exploitation failed, decreasing delta | actual_k=16
      49|[1.264283594036481, 0.0431827208449966, 0.4012173536990208, 2.09774762361823, -0.0545917228388218, -0.0930197352972776, -0.0582474939355217, -0.1002256186114642, 0.0140051673536927, 0.0210984598078906, -0.0183785915483665, -0.1556528484754283, 0.1311003173574134, -0.0995764271444442, -0.1075367837493516, 0.0243919445261601, 0.0604490532926219, 0.0832162220542795, 0.0285648313254033, -0.0430873346046583, 0.0188343449579747, 0.0598017961320512]| 12.1439771652221680|      0.00781250|[4622, 1568, 1, 99]                                                        |  | trying linear partial model with 49 points | iterate success | actual_k=16
      50|[1.264283594036481, 0.0431827208449966, 0.4012173536990208, 2.09774762361823, -0.0545917228388218, -0.0930197352972776, -0.0582474939355217, -0.1002256186114642, 0.0140051673536927, 0.0210984598078906, -0.0183785915483665, -0.1556528484754283, 0.1311003173574134, -0.0995764271444442, -0.1075367837493516, 0.0243919445261601, 0.0604490532926219, 0.0832162220542795, 0.0285648313254033, -0.0430873346046583, 0.0188343449579747, 0.0598017961320512]| 12.1439771652221680|      0.00390625|[4717, 1600, 1, 101]                                                       |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      51|[1.260999925243669, 0.0417473050052687, 0.4016998655468532, 2.0990727370391986, -0.0545131128192081, -0.0928544205375643, -0.0585385230041079, -0.1003171074215987, 0.0140489680459144, 0.0210659261307229, -0.0184184424079537, -0.155436014168818, 0.1313720569312999, -0.099553231953831, -0.1074438217695514, 0.0242551705070571, 0.0605397371762849, 0.0830832792053071, 0.0285476053367371, -0.0429165022121816, 0.0186112863610676, 0.0595965518114637]| 12.1439695358276367|      0.00781250|[4811, 1632, 1, 103]                                                       |  | trying linear partial model with 49 points | iterate success | actual_k=16
      52|[1.260999925243669, 0.0417473050052687, 0.4016998655468532, 2.0990727370391986, -0.0545131128192081, -0.0928544205375643, -0.0585385230041079, -0.1003171074215987, 0.0140489680459144, 0.0210659261307229, -0.0184184424079537, -0.155436014168818, 0.1313720569312999, -0.099553231953831, -0.1074438217695514, 0.0242551705070571, 0.0605397371762849, 0.0830832792053071, 0.0285476053367371, -0.0429165022121816, 0.0186112863610676, 0.0595965518114637]| 12.1439695358276367|      0.00390625|[4905, 1664, 1, 105]                                                       |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      53|[1.2585093719639835, 0.0404051940148306, 0.4023880851223258, 2.1015645087311006, -0.0544717804488598, -0.0926374810672731, -0.0582241945438585, -0.1001719349126016, 0.0141214361697061, 0.0210133784064213, -0.0181876513080546, -0.1550991132303502, 0.1314476754439473, -0.099547337326547, -0.1073096369643385, 0.0239982383346019, 0.0604008247230555, 0.0832134249603502, 0.0285613455958446, -0.0429608288635848, 0.0189282804167412, 0.0595915631881134]| 12.1439619064331055|      0.00781250|[4998, 1696, 1, 107]                                                       |  | trying linear partial model with 49 points | iterate success | actual_k=16
      54|[1.2585093719639835, 0.0404051940148306, 0.4023880851223258, 2.1015645087311006, -0.0544717804488598, -0.0926374810672731, -0.0582241945438585, -0.1001719349126016, 0.0141214361697061, 0.0210133784064213, -0.0181876513080546, -0.1550991132303502, 0.1314476754439473, -0.099547337326547, -0.1073096369643385, 0.0239982383346019, 0.0604008247230555, 0.0832134249603502, 0.0285613455958446, -0.0429608288635848, 0.0189282804167412, 0.0595915631881134]| 12.1439619064331055|      0.00390625|[5092, 1728, 1, 109]                                                       |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      55|[1.2558267112098982, 0.0394245643101832, 0.402888421550274, 2.1041269253501222, -0.0545062574888855, -0.092844765603169, -0.058082413541212, -0.1000756390948623, 0.0138728981241118, 0.0209652494352998, -0.0183467780099354, -0.155131990258725, 0.1314072902441016, -0.0995986650135433, -0.1073225287705899, 0.0239612175549354, 0.0601803712314808, 0.0830846337133534, 0.0286612562525721, -0.0427996990502916, 0.0189124389718466, 0.0594776986241288]| 12.1439533233642578|      0.00781250|[5185, 1760, 1, 111]                                                       |  | trying linear partial model with 49 points | iterate success | actual_k=16
      56|[1.2558267112098982, 0.0394245643101832, 0.402888421550274, 2.1041269253501222, -0.0545062574888855, -0.092844765603169, -0.058082413541212, -0.1000756390948623, 0.0138728981241118, 0.0209652494352998, -0.0183467780099354, -0.155131990258725, 0.1314072902441016, -0.0995986650135433, -0.1073225287705899, 0.0239612175549354, 0.0601803712314808, 0.0830846337133534, 0.0286612562525721, -0.0427996990502916, 0.0189124389718466, 0.0594776986241288]| 12.1439533233642578|      0.00390625|[5278, 1792, 1, 113]                                                       |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      57|[1.2534315525765178, 0.0384696401039144, 0.4038306819799129, 2.106541541866442, -0.0546989012668613, -0.0927636143347835, -0.0583056408121746, -0.0998938449772187, 0.0137630593687326, 0.0208571233833875, -0.0182543898729936, -0.15493971437014, 0.1318403101001918, -0.0994261653703364, -0.1077461615884972, 0.0238201291385899, 0.0596784571897071, 0.0833999029298649, 0.0295054199934111, -0.0428402757682875, 0.0184817438871907, 0.059309307127929]| 12.1439466476440430|      0.00781250|[5372, 1824, 1, 115]                                                       |  | trying linear partial model with 49 points | iterate success | actual_k=16
      58|[1.2534315525765178, 0.0384696401039144, 0.4038306819799129, 2.106541541866442, -0.0546989012668613, -0.0927636143347835, -0.0583056408121746, -0.0998938449772187, 0.0137630593687326, 0.0208571233833875, -0.0182543898729936, -0.15493971437014, 0.1318403101001918, -0.0994261653703364, -0.1077461615884972, 0.0238201291385899, 0.0596784571897071, 0.0833999029298649, 0.0295054199934111, -0.0428402757682875, 0.0184817438871907, 0.059309307127929]| 12.1439466476440430|      0.00390625|[5466, 1856, 1, 117]                                                       |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      59|[1.249884980420675, 0.0374030422540131, 0.4039738640183053, 2.1074143329452526, -0.0543887315739629, -0.0925492940388079, -0.0583491525168125, -0.0996152816889633, 0.0136674517309279, 0.0206742131974674, -0.0183291544038045, -0.1552575486256331, 0.131703730903215, -0.0995567140248104, -0.1079104976394916, 0.0241816411027669, 0.059656265922976, 0.0835332986879936, 0.0296824936415255, -0.0429763823211781, 0.0185855215123161, 0.0596521676667637]| 12.1439399719238281|      0.00781250|[5559, 1888, 1, 119]                                                       |  | trying linear partial model with 49 points | iterate success | actual_k=16
      60|[1.249884980420675, 0.0374030422540131, 0.4039738640183053, 2.1074143329452526, -0.0543887315739629, -0.0925492940388079, -0.0583491525168125, -0.0996152816889633, 0.0136674517309279, 0.0206742131974674, -0.0183291544038045, -0.1552575486256331, 0.131703730903215, -0.0995567140248104, -0.1079104976394916, 0.0241816411027669, 0.059656265922976, 0.0835332986879936, 0.0296824936415255, -0.0429763823211781, 0.0185855215123161, 0.0596521676667637]| 12.1439399719238281|      0.00390625|[5654, 1920, 1, 121]                                                       |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      61|[1.247931136963264, 0.0360912867059975, 0.4051636348771408, 2.1102266050003617, -0.0544085573687019, -0.0927460091893359, -0.058275826659362, -0.099622350558188, 0.0134361363325025, 0.0206086084621059, -0.0182458214762533, -0.1550972202074506, 0.1314863292570516, -0.0993151853660184, -0.1081266013407197, 0.0239463488309605, 0.0597599564445716, 0.0834542657200834, 0.0297454052134845, -0.0428451444741989, 0.0186999702932662, 0.0596994531428661]| 12.1439323425292969|      0.00781250|[5749, 1952, 1, 123]                                                       |  | trying linear partial model with 49 points | iterate success | actual_k=16
      62|[1.247931136963264, 0.0360912867059975, 0.4051636348771408, 2.1102266050003617, -0.0544085573687019, -0.0927460091893359, -0.058275826659362, -0.099622350558188, 0.0134361363325025, 0.0206086084621059, -0.0182458214762533, -0.1550972202074506, 0.1314863292570516, -0.0993151853660184, -0.1081266013407197, 0.0239463488309605, 0.0597599564445716, 0.0834542657200834, 0.0297454052134845, -0.0428451444741989, 0.0186999702932662, 0.0596994531428661]| 12.1439323425292969|      0.00390625|[5842, 1984, 1, 125]                                                       |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      63|[1.24452705856263, 0.0352636289598108, 0.405731073882883, 2.1116175300598856, -0.0541128206610515, -0.0927630417840447, -0.0583472841640968, -0.0997176047726862, 0.013767217982329, 0.0203935409813679, -0.0187268331335696, -0.1552186812509126, 0.1314565790952738, -0.099199030209335, -0.1082425467822658, 0.023843239920083, 0.0598396263627325, 0.083631446722498, 0.0297662113546373, -0.0431923081672032, 0.0186981596698522, 0.059531264583678]| 12.1439247131347656|      0.00781250|[5935, 2016, 1, 127]                                                       |  | trying linear partial model with 49 points | iterate success | actual_k=16
      64|[1.24452705856263, 0.0352636289598108, 0.405731073882883, 2.1116175300598856, -0.0541128206610515, -0.0927630417840447, -0.0583472841640968, -0.0997176047726862, 0.013767217982329, 0.0203935409813679, -0.0187268331335696, -0.1552186812509126, 0.1314565790952738, -0.099199030209335, -0.1082425467822658, 0.023843239920083, 0.0598396263627325, 0.083631446722498, 0.0297662113546373, -0.0431923081672032, 0.0186981596698522, 0.059531264583678]| 12.1439247131347656|      0.00390625|[6029, 2048, 1, 129]                                                       |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      65|[1.242518304866396, 0.0342746458327702, 0.4060971774425164, 2.1146763279146805, -0.0537666086803146, -0.0927805261233662, -0.05856977627552, -0.10011635487591, 0.0136327413531555, 0.0204808775987668, -0.0185943899544911, -0.1553270518071546, 0.131511748146681, -0.0988927293748347, -0.1084550897646431, 0.0238078625076982, 0.0597699648747875, 0.0836121195012908, 0.0295076595851393, -0.0432753080692697, 0.0189959119287231, 0.0597777467709406]| 12.1439170837402344|      0.00781250|[6123, 2080, 1, 131]                                                       |  | trying linear partial model with 49 points | iterate success | actual_k=16
      66|[1.242518304866396, 0.0342746458327702, 0.4060971774425164, 2.1146763279146805, -0.0537666086803146, -0.0927805261233662, -0.05856977627552, -0.10011635487591, 0.0136327413531555, 0.0204808775987668, -0.0185943899544911, -0.1553270518071546, 0.131511748146681, -0.0988927293748347, -0.1084550897646431, 0.0238078625076982, 0.0597699648747875, 0.0836121195012908, 0.0295076595851393, -0.0432753080692697, 0.0189959119287231, 0.0597777467709406]| 12.1439170837402344|      0.00390625|[6217, 2112, 1, 133]                                                       |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      67|[1.239247106238278, 0.0332814668850165, 0.4065061789839197, 2.1160894936933454, -0.0536240725334166, -0.0929351338269988, -0.0582274614857001, -0.1002029904315349, 0.0137143909081807, 0.0207950654342944, -0.0182713182869344, -0.1557529729155479, 0.1312704969908913, -0.0990368703617591, -0.1084334032864275, 0.0233627699899791, 0.0593011687821154, 0.0837685821788001, 0.0295692171554618, -0.042762353437918, 0.0188638445379841, 0.0599804635711322]| 12.1439104080200195|      0.00781250|[6311, 2144, 1, 135]                                                       |  | trying linear partial model with 49 points | iterate success | actual_k=16
      68|[1.239247106238278, 0.0332814668850165, 0.4065061789839197, 2.1160894936933454, -0.0536240725334166, -0.0929351338269988, -0.0582274614857001, -0.1002029904315349, 0.0137143909081807, 0.0207950654342944, -0.0182713182869344, -0.1557529729155479, 0.1312704969908913, -0.0990368703617591, -0.1084334032864275, 0.0233627699899791, 0.0593011687821154, 0.0837685821788001, 0.0295692171554618, -0.042762353437918, 0.0188638445379841, 0.0599804635711322]| 12.1439104080200195|      0.00390625|[6405, 2176, 1, 137]                                                       |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      69|[1.2366836819602263, 0.0320454282022426, 0.4070897376402872, 2.118647633103187, -0.0534822385925296, -0.0928134694687629, -0.0583678127272386, -0.1002019619222594, 0.0137750253192805, 0.0209046588645212, -0.0182665040495634, -0.1557281922768034, 0.1311611409758597, -0.098894801172998, -0.1083328488198173, 0.0234971753671592, 0.0593991946521731, 0.0838162393444417, 0.0297348826442155, -0.0424395358024931, 0.0188784468727284, 0.059995435497611]| 12.1439018249511719|      0.00781250|[6500, 2208, 1, 139]                                                       |  | trying linear partial model with 49 points | iterate success | actual_k=16
      70|[1.2366836819602263, 0.0320454282022426, 0.4070897376402872, 2.118647633103187, -0.0534822385925296, -0.0928134694687629, -0.0583678127272386, -0.1002019619222594, 0.0137750253192805, 0.0209046588645212, -0.0182665040495634, -0.1557281922768034, 0.1311611409758597, -0.098894801172998, -0.1083328488198173, 0.0234971753671592, 0.0593991946521731, 0.0838162393444417, 0.0297348826442155, -0.0424395358024931, 0.0188784468727284, 0.059995435497611]| 12.1439018249511719|      0.00390625|[6594, 2240, 1, 141]                                                       |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      71|[1.233806445230421, 0.0307247477215575, 0.4073213528703548, 2.1200946063670063, -0.0532564753067469, -0.0926205853488124, -0.0584699744262641, -0.099990559095253, 0.0137809962767546, 0.0209543885144137, -0.0172430154506822, -0.1553236467634565, 0.131373741843888, -0.0994513238044467, -0.1080491506235918, 0.0234115945541846, 0.0589916220431385, 0.0832640485755097, 0.030255415568956, -0.042527255226472, 0.0189144015413762, 0.0592619301100257]| 12.1438951492309570|      0.00781250|[6688, 2272, 1, 143]                                                       |  | trying linear partial model with 49 points | iterate success | actual_k=16
      72|[1.233806445230421, 0.0307247477215575, 0.4073213528703548, 2.1200946063670063, -0.0532564753067469, -0.0926205853488124, -0.0584699744262641, -0.099990559095253, 0.0137809962767546, 0.0209543885144137, -0.0172430154506822, -0.1553236467634565, 0.131373741843888, -0.0994513238044467, -0.1080491506235918, 0.0234115945541846, 0.0589916220431385, 0.0832640485755097, 0.030255415568956, -0.042527255226472, 0.0189144015413762, 0.0592619301100257]| 12.1438951492309570|      0.00390625|[6782, 2304, 1, 145]                                                       |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      73|[1.231583560413294, 0.0297931403011497, 0.4084142374506474, 2.1226129530668327, -0.0532580238562362, -0.0929118635147694, -0.058215569415485, -0.0996283616321107, 0.0139475555761043, 0.0206130721339462, -0.0174307813405, -0.1551885615314003, 0.1308888835524719, -0.0992702297958645, -0.1075638911912427, 0.0236414596877978, 0.0591067794412743, 0.0831895250320373, 0.0300391254340569, -0.0431901594064129, 0.0188469088798564, 0.0586545382745582]| 12.1438884735107422|      0.00781250|[6876, 2336, 1, 147]                                                       |  | trying linear partial model with 49 points | iterate success | actual_k=16
      74|[1.231583560413294, 0.0297931403011497, 0.4084142374506474, 2.1226129530668327, -0.0532580238562362, -0.0929118635147694, -0.058215569415485, -0.0996283616321107, 0.0139475555761043, 0.0206130721339462, -0.0174307813405, -0.1551885615314003, 0.1308888835524719, -0.0992702297958645, -0.1075638911912427, 0.0236414596877978, 0.0591067794412743, 0.0831895250320373, 0.0300391254340569, -0.0431901594064129, 0.0188469088798564, 0.0586545382745582]| 12.1438884735107422|      0.00390625|[6970, 2368, 1, 149]                                                       |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      75|[1.228718997396266, 0.0283261176448371, 0.409283533259486, 2.1244671744162598, -0.0529873535749968, -0.093143374113417, -0.0581037454186126, -0.0995893950922333, 0.0138961571848101, 0.0206755668192679, -0.0171988058161023, -0.1548062638295944, 0.1308856021938689, -0.0994704894711114, -0.1075442391380046, 0.0240185197160364, 0.0589697892418664, 0.0832833788620954, 0.0300643143184705, -0.0428475348002771, 0.0188860163877734, 0.0588274563303816]| 12.1438808441162109|      0.00781250|[7064, 2400, 1, 151]                                                       |  | trying linear partial model with 49 points | iterate success | actual_k=16
      76|[1.228718997396266, 0.0283261176448371, 0.409283533259486, 2.1244671744162598, -0.0529873535749968, -0.093143374113417, -0.0581037454186126, -0.0995893950922333, 0.0138961571848101, 0.0206755668192679, -0.0171988058161023, -0.1548062638295944, 0.1308856021938689, -0.0994704894711114, -0.1075442391380046, 0.0240185197160364, 0.0589697892418664, 0.0832833788620954, 0.0300643143184705, -0.0428475348002771, 0.0188860163877734, 0.0588274563303816]| 12.1438808441162109|      0.00390625|[7158, 2432, 1, 153]                                                       |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      77|[1.228718997396266, 0.0283261176448371, 0.409283533259486, 2.1244671744162598, -0.0529873535749968, -0.093143374113417, -0.0581037454186126, -0.0995893950922333, 0.0138961571848101, 0.0206755668192679, -0.0171988058161023, -0.1548062638295944, 0.1308856021938689, -0.0994704894711114, -0.1075442391380046, 0.0240185197160364, 0.0589697892418664, 0.0832833788620954, 0.0300643143184705, -0.0428475348002771, 0.0188860163877734, 0.0588274563303816]| 12.1438808441162109|      0.00195312|[7252, 2464, 1, 155]                                                       |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      78|[1.227495468475236, 0.0275509517620629, 0.40961033473216, 2.1254667697272294, -0.0529072486437235, -0.0931038588129153, -0.0580456618004248, -0.0999199618913196, 0.0140463417381489, 0.02057984087165, -0.0174051811614734, -0.154725509989114, 0.1311542072005099, -0.099426580932256, -0.10733294511515, 0.0238625733975512, 0.0590958407955427, 0.0831600686682563, 0.0302346541012632, -0.04242067107108, 0.0188132975755804, 0.0589641793248218]| 12.1438770294189453|      0.00390625|[7348, 2496, 1, 157]                                                       |  | trying linear partial model with 49 points | iterate success | actual_k=16
      79|[1.2252019049725056, 0.0262966363433789, 0.4100378385623656, 2.1281288880951443, -0.0523612557856965, -0.0930982955867119, -0.0580065298297647, -0.1000269690058476, 0.0137791179834515, 0.0207043342538325, -0.0168470792080298, -0.1550150206337296, 0.1309917094754474, -0.0993032026149206, -0.1073908536738846, 0.0236112622358779, 0.0591787438794336, 0.0831422912561547, 0.0302863262470881, -0.0425739344880088, 0.0192253632527755, 0.0587387749984041]| 12.1438694000244141|      0.00781250|[7444, 2528, 1, 159]                                                       |  | trying linear partial model with 49 points | iterate success | actual_k=16
      80|[1.2252019049725056, 0.0262966363433789, 0.4100378385623656, 2.1281288880951443, -0.0523612557856965, -0.0930982955867119, -0.0580065298297647, -0.1000269690058476, 0.0137791179834515, 0.0207043342538325, -0.0168470792080298, -0.1550150206337296, 0.1309917094754474, -0.0993032026149206, -0.1073908536738846, 0.0236112622358779, 0.0591787438794336, 0.0831422912561547, 0.0302863262470881, -0.0425739344880088, 0.0192253632527755, 0.0587387749984041]| 12.1438694000244141|      0.00390625|[7538, 2560, 1, 161]                                                       |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      81|[1.2219639546265022, 0.0251741325654331, 0.4104182027291395, 2.1296782352987176, -0.0523495442179387, -0.0933699908290328, -0.05784147086803, -0.099695476453833, 0.0136988844350429, 0.0207399164821914, -0.0168811814835252, -0.1550695216657282, 0.1316420709105414, -0.0989065972192769, -0.107521591414201, 0.0234985993677943, 0.0594836284290207, 0.0830774595144514, 0.0301561222853415, -0.0425356253511306, 0.019365433695924, 0.0587723145153283]| 12.1438617706298828|      0.00781250|[7634, 2592, 1, 163]                                                       |  | trying linear partial model with 49 points | iterate success | actual_k=16
      82|[1.2219639546265022, 0.0251741325654331, 0.4104182027291395, 2.1296782352987176, -0.0523495442179387, -0.0933699908290328, -0.05784147086803, -0.099695476453833, 0.0136988844350429, 0.0207399164821914, -0.0168811814835252, -0.1550695216657282, 0.1316420709105414, -0.0989065972192769, -0.107521591414201, 0.0234985993677943, 0.0594836284290207, 0.0830774595144514, 0.0301561222853415, -0.0425356253511306, 0.019365433695924, 0.0587723145153283]| 12.1438617706298828|      0.00390625|[7727, 2624, 1, 165]                                                       |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      83|[1.2219639546265022, 0.0251741325654331, 0.4104182027291395, 2.1296782352987176, -0.0523495442179387, -0.0933699908290328, -0.05784147086803, -0.099695476453833, 0.0136988844350429, 0.0207399164821914, -0.0168811814835252, -0.1550695216657282, 0.1316420709105414, -0.0989065972192769, -0.107521591414201, 0.0234985993677943, 0.0594836284290207, 0.0830774595144514, 0.0301561222853415, -0.0425356253511306, 0.019365433695924, 0.0587723145153283]| 12.1438617706298828|      0.00195312|[7821, 2656, 1, 167]                                                       |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      84|[1.220846925005118, 0.0247769334727575, 0.4105363863054637, 2.1310033874848116, -0.0522789039948458, -0.0932633271782741, -0.0578166219456888, -0.099537923842137, 0.0139045408301404, 0.020613543964382, -0.0168447139018228, -0.1549446335901724, 0.13182950438511, -0.098606275942409, -0.1072845015171042, 0.0233860710369899, 0.0595245644692563, 0.0834176603970006, 0.0304848594680688, -0.0422298271502208, 0.0193421615246665, 0.0586804055641629]| 12.1438579559326172|      0.00390625|[7915, 2688, 1, 169]                                                       |  | trying linear partial model with 49 points | iterate success | actual_k=16
      85|[1.2179551952060177, 0.0238356059616972, 0.4116003762718429, 2.1327564331389564, -0.0526967732256826, -0.092730333048265, -0.0578835232319712, -0.0994568802615239, 0.0138989543194491, 0.0208755725791975, -0.0170480064366092, -0.1544219897506581, 0.1315636742020808, -0.0984904537189575, -0.1074299368013127, 0.0234461264546532, 0.0592698155252246, 0.083514389676664, 0.0304590837110648, -0.0423704272296909, 0.0201269632133297, 0.0590450864143838]| 12.1438512802124023|      0.00781250|[8009, 2720, 1, 171]                                                       |  | trying linear partial model with 49 points | iterate success | actual_k=16
      86|[1.2179551952060177, 0.0238356059616972, 0.4116003762718429, 2.1327564331389564, -0.0526967732256826, -0.092730333048265, -0.0578835232319712, -0.0994568802615239, 0.0138989543194491, 0.0208755725791975, -0.0170480064366092, -0.1544219897506581, 0.1315636742020808, -0.0984904537189575, -0.1074299368013127, 0.0234461264546532, 0.0592698155252246, 0.083514389676664, 0.0304590837110648, -0.0423704272296909, 0.0201269632133297, 0.0590450864143838]| 12.1438512802124023|      0.00390625|[8102, 2752, 1, 173]                                                       |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      87|[1.2153482896038599, 0.0225010827832677, 0.4124742644493549, 2.1345807441706826, -0.0521091359567062, -0.0927247957236538, -0.0575103969221833, -0.0989211998501311, 0.0135344830615165, 0.0198656738914783, -0.017348235471012, -0.1541090467744168, 0.1317890735278366, -0.0985061367292079, -0.1076659937288551, 0.023420044512979, 0.0592266622344998, 0.0832823267079203, 0.0306859487651319, -0.0428701958118338, 0.0200565639578747, 0.0591367194481546]| 12.1438436508178711|      0.00781250|[8196, 2784, 1, 175]                                                       |  | trying linear partial model with 49 points | iterate success | actual_k=16
      88|[1.2153482896038599, 0.0225010827832677, 0.4124742644493549, 2.1345807441706826, -0.0521091359567062, -0.0927247957236538, -0.0575103969221833, -0.0989211998501311, 0.0135344830615165, 0.0198656738914783, -0.017348235471012, -0.1541090467744168, 0.1317890735278366, -0.0985061367292079, -0.1076659937288551, 0.023420044512979, 0.0592266622344998, 0.0832823267079203, 0.0306859487651319, -0.0428701958118338, 0.0200565639578747, 0.0591367194481546]| 12.1438436508178711|      0.00390625|[8290, 2816, 1, 177]                                                       |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      89|[1.213334255292141, 0.0218068536241565, 0.413606994345914, 2.1375280781579713, -0.0524400276198353, -0.0924738620505386, -0.0573677080759707, -0.0990267290050385, 0.0137679254933156, 0.020176641904469, -0.0170127113691191, -0.1541754302548713, 0.1317241257364456, -0.0983935060012553, -0.1079501401626777, 0.0234426875158523, 0.05928426788585, 0.083233246134848, 0.0303336171040809, -0.0429953457928009, 0.0201030212444536, 0.0593174717511721]| 12.1438369750976562|      0.00781250|[8384, 2848, 1, 179]                                                       |  | trying linear partial model with 49 points | iterate success | actual_k=16
      90|[1.213334255292141, 0.0218068536241565, 0.413606994345914, 2.1375280781579713, -0.0524400276198353, -0.0924738620505386, -0.0573677080759707, -0.0990267290050385, 0.0137679254933156, 0.020176641904469, -0.0170127113691191, -0.1541754302548713, 0.1317241257364456, -0.0983935060012553, -0.1079501401626777, 0.0234426875158523, 0.05928426788585, 0.083233246134848, 0.0303336171040809, -0.0429953457928009, 0.0201030212444536, 0.0593174717511721]| 12.1438369750976562|      0.00390625|[8478, 2880, 1, 181]                                                       |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      91|[1.2097698201619458, 0.0212049967543228, 0.4141104978747132, 2.137793144943609, -0.0529526040409754, -0.0927461604732145, -0.057284911702326, -0.0988696615995888, 0.0139537770577484, 0.0201739616924945, -0.0169946170491642, -0.1545014676614376, 0.1315913400198346, -0.0989291284457156, -0.1081830934595026, 0.0233361247094454, 0.0600718439320596, 0.0833707104110932, 0.0303551044646222, -0.0429954163319301, 0.0204741845588754, 0.0588587142274711]| 12.1438312530517578|      0.00781250|[8572, 2912, 1, 183]                                                       |  | trying linear partial model with 49 points | iterate success | actual_k=16
      92|[1.2097698201619458, 0.0212049967543228, 0.4141104978747132, 2.137793144943609, -0.0529526040409754, -0.0927461604732145, -0.057284911702326, -0.0988696615995888, 0.0139537770577484, 0.0201739616924945, -0.0169946170491642, -0.1545014676614376, 0.1315913400198346, -0.0989291284457156, -0.1081830934595026, 0.0233361247094454, 0.0600718439320596, 0.0833707104110932, 0.0303551044646222, -0.0429954163319301, 0.0204741845588754, 0.0588587142274711]| 12.1438312530517578|      0.00390625|[8665, 2944, 1, 185]                                                       |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
