k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|1827.7085714285710765|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3153139582005303, 0.070811278971982, 0.2676926718006808, -0.0558639316053428, 0.1132170642813083, 0.2880322540695274, 0.1198226328711579, -0.1302651416186247, 0.1209207000504, -0.0230766300417583, 0.1726805296599087, 0.1627308172650578, 0.0055131224878058, 0.1377383255307336, 0.2010211607854459, 0.133089840749009, 0.1324342687660378, 0.1201740704523116, 0.0345121327790299, 0.1623518506191423, 0.0944262094270051, -0.0329350476280941, 0.2469284605976843, 0.0642463523140003, 0.2135736314199267, 0.1096278796536011, 0.135660877870958, 0.0697265884212118, 0.131514684781712, 0.0814068557873715, 0.1379703341624633, -0.0354129944948349, 0.1372774941376312, 0.1682545494182158, -0.0185242942256021, 0.1515387697266148, 0.0747038172468084, 0.1046878333371786, 0.0679820444949969, 0.0500507966641981, 0.0646552824701091, 0.0256223427022026, -0.0477000097515355, -0.0265600394769159, 0.1502887735401976, 0.215608201763497, 0.3059431076198918, -0.0094046010071474, 0.1240853895014895, 0.072437342566998]|1750.4018014062999100|      2.00000000|[57, 8, 1, 2]                                                              |  | used linear model with 65 points | iterate success | actual_k=8
      54|[3.11021157135427, 3.8453129426216113, 4.794901427975301, 4.435041869743517, 3.3349246773263403, 3.6831152533108256, 4.711420953315539, 3.635527308546897, 4.967753180713094, 3.7028563521632316, 4.4065630881077364, 3.826054116177663, 4.101942447663123, 3.824126804709685, 1.7312459216835547, 3.927054583854605, 1.4070438575349777, 0.475011164969199, 2.2039636117834633, 1.961215868221568, 2.938849487165495, 1.743394096547257, 3.9656164906093148, 1.3680542534954323, 2.8625930746730806, 2.3762793269355456, 2.29664004312141, 4.364137666791288, 4.639828046521471, 4.239744351303653, 4.010129203721239, 3.4643157843878947, 3.9491027102815255, 2.7765956894891106, 4.305551551603551, 4.600098841135392, 2.7891455171327553, 1.983018935720831, 4.138342805054395, 3.707547588687417, 4.121508506913191, 2.415248292528248, 0.5080377820730392, 3.8789760870213645, 3.514941718964664, 4.796633093016007, 0.0606931769858637, 3.316956379992588, 3.4011968730039834, 3.1255814642958875]|306.2167559869080833|      1.00000000|[3078, 432, 54, 108]                                                       |  | used linear model with 65 points | iterate success | actual_k=8
      55|[3.11021157135427, 3.8453129426216113, 4.794901427975301, 4.435041869743517, 3.3349246773263403, 3.6831152533108256, 4.711420953315539, 3.635527308546897, 4.967753180713094, 3.7028563521632316, 4.4065630881077364, 3.826054116177663, 4.101942447663123, 3.824126804709685, 1.7312459216835547, 3.927054583854605, 1.4070438575349777, 0.475011164969199, 2.2039636117834633, 1.961215868221568, 2.938849487165495, 1.743394096547257, 3.9656164906093148, 1.3680542534954323, 2.8625930746730806, 2.3762793269355456, 2.29664004312141, 4.364137666791288, 4.639828046521471, 4.239744351303653, 4.010129203721239, 3.4643157843878947, 3.9491027102815255, 2.7765956894891106, 4.305551551603551, 4.600098841135392, 2.7891455171327553, 1.983018935720831, 4.138342805054395, 3.707547588687417, 4.121508506913191, 2.415248292528248, 0.5080377820730392, 3.8789760870213645, 3.514941718964664, 4.796633093016007, 0.0606931769858637, 3.316956379992588, 3.4011968730039834, 3.1255814642958875]|306.2167559869080833|      0.50000000|[3135, 440, 55, 110]                                                       |  | used linear model with 65 points | iterate failure | actual_k=8
      56|[3.077228861168852, 3.758992210726138, 4.855893272745946, 4.475968247578325, 3.4128665892777192, 3.6617901463008695, 4.786329597372388, 3.6958013361798887, 4.944116747796174, 3.6448644256861664, 4.550092775026233, 3.9522894033197757, 4.135832912804254, 3.8722474619441, 1.7245486076095076, 3.974414312544226, 1.3771973056190363, 0.5265298000630982, 2.3323085360297977, 1.8743826196288527, 2.9649220678585975, 1.7353169755222657, 4.0815729324275285, 1.413752490003623, 2.9506498989669856, 2.18937266229687, 2.287046907438568, 4.38649826921638, 4.589148027789838, 4.289573596080846, 4.039000694265307, 3.478944633944258, 3.8888488187378627, 2.684837437277952, 4.3361837682246245, 4.613100150347715, 2.8743157661033596, 2.006377995217674, 4.110905961716694, 3.864820154821068, 4.201344631078922, 2.5184634389955094, 0.4211542896282011, 3.865586471477974, 3.5034135125010772, 4.7872723179434775, -0.0158064082967969, 3.315148819222848, 3.441756594821032, 3.1696896899044043]|303.4455921038394877|      1.00000000|[3192, 448, 56, 112]                                                       |  | used linear model with 65 points | iterate success | actual_k=8
      57|[3.221717725089938, 3.8356190625789788, 4.768112645578292, 4.579687284917773, 2.9637852214915625, 3.855220145211412, 4.872972620161176, 3.9221817127960428, 4.898947303028182, 3.8336264906419606, 4.612897751560414, 3.9025211503003097, 3.95176412489949, 3.9753169041154623, 1.8131495662539556, 4.085203649839349, 1.2563158170142184, 0.5416299079176258, 2.392442814864786, 1.6379857980327017, 2.8317358985909094, 1.832216721520575, 4.226265635702513, 1.4480618077418552, 3.0494006333489487, 2.2121321120445163, 2.397342015423187, 4.610438960987895, 4.656504009599316, 4.278252443185838, 3.9468202137943518, 3.51106003732522, 3.7359167760624183, 2.790663375215271, 4.365149121336617, 4.81457401753008, 3.098116740488786, 2.1080598967151305, 4.159148869266048, 3.992558197160858, 4.328891266142348, 2.661598878768006, 0.5311086957739948, 4.22376648538221, 3.5139946392769486, 4.760011863515393, -0.0026602927085213, 3.3068404028448355, 3.3761165713708756, 3.184865444821493]|296.6995379053153101|      2.00000000|[3249, 456, 57, 114]                                                       |  | used linear model with 65 points | iterate success | actual_k=8
      58|[3.221717725089938, 3.8356190625789788, 4.768112645578292, 4.579687284917773, 2.9637852214915625, 3.855220145211412, 4.872972620161176, 3.9221817127960428, 4.898947303028182, 3.8336264906419606, 4.612897751560414, 3.9025211503003097, 3.95176412489949, 3.9753169041154623, 1.8131495662539556, 4.085203649839349, 1.2563158170142184, 0.5416299079176258, 2.392442814864786, 1.6379857980327017, 2.8317358985909094, 1.832216721520575, 4.226265635702513, 1.4480618077418552, 3.0494006333489487, 2.2121321120445163, 2.397342015423187, 4.610438960987895, 4.656504009599316, 4.278252443185838, 3.9468202137943518, 3.51106003732522, 3.7359167760624183, 2.790663375215271, 4.365149121336617, 4.81457401753008, 3.098116740488786, 2.1080598967151305, 4.159148869266048, 3.992558197160858, 4.328891266142348, 2.661598878768006, 0.5311086957739948, 4.22376648538221, 3.5139946392769486, 4.760011863515393, -0.0026602927085213, 3.3068404028448355, 3.3761165713708756, 3.184865444821493]|296.6995379053153101|      1.00000000|[3306, 464, 58, 116]                                                       |  | used linear model with 65 points | iterate failure | actual_k=8
      59|[3.221717725089938, 3.8356190625789788, 4.768112645578292, 4.579687284917773, 2.9637852214915625, 3.855220145211412, 4.872972620161176, 3.9221817127960428, 4.898947303028182, 3.8336264906419606, 4.612897751560414, 3.9025211503003097, 3.95176412489949, 3.9753169041154623, 1.8131495662539556, 4.085203649839349, 1.2563158170142184, 0.5416299079176258, 2.392442814864786, 1.6379857980327017, 2.8317358985909094, 1.832216721520575, 4.226265635702513, 1.4480618077418552, 3.0494006333489487, 2.2121321120445163, 2.397342015423187, 4.610438960987895, 4.656504009599316, 4.278252443185838, 3.9468202137943518, 3.51106003732522, 3.7359167760624183, 2.790663375215271, 4.365149121336617, 4.81457401753008, 3.098116740488786, 2.1080598967151305, 4.159148869266048, 3.992558197160858, 4.328891266142348, 2.661598878768006, 0.5311086957739948, 4.22376648538221, 3.5139946392769486, 4.760011863515393, -0.0026602927085213, 3.3068404028448355, 3.3761165713708756, 3.184865444821493]|296.6995379053153101|      0.50000000|[3363, 472, 59, 118]                                                       |  | used linear model with 65 points | iterate failure | actual_k=8
      60|[3.3328664465150575, 3.7899750180428464, 4.768760104049516, 4.606200880921688, 3.0678857445720826, 3.969360432008951, 4.8408899086041135, 3.9732723171650255, 4.936790555524413, 3.8061064990541293, 4.633421942899701, 3.9148240085984085, 3.933375832827469, 4.005992151500719, 1.7988141775899993, 4.168217535178659, 1.3523587873507577, 0.5019537722871048, 2.592804932103851, 1.7597565199760286, 2.9211885857520548, 1.9000237502158681, 4.281054892971326, 1.4048656645846913, 3.1592885407900178, 2.244000809889869, 2.3905546171860466, 4.578908310679664, 4.690888949145841, 4.335822082417919, 4.001593776152792, 3.5272705763626555, 3.7780725571230938, 2.7456507296936468, 4.362620606611953, 4.831264760445604, 3.1642159239401546, 2.1702346862503057, 4.143191201027422, 4.114976245083656, 4.4024110518975625, 2.7239533029645973, 0.5579792451171991, 4.257717987120559, 3.5742897397023743, 4.890818779907245, 0.0933484039431964, 3.2323116795600506, 3.5058189393824946, 3.181062227515323]|288.8751094934372077|      1.00000000|[3420, 480, 60, 120]                                                       |  | used linear model with 65 points | iterate success | actual_k=8
      61|[3.3328664465150575, 3.7899750180428464, 4.768760104049516, 4.606200880921688, 3.0678857445720826, 3.969360432008951, 4.8408899086041135, 3.9732723171650255, 4.936790555524413, 3.8061064990541293, 4.633421942899701, 3.9148240085984085, 3.933375832827469, 4.005992151500719, 1.7988141775899993, 4.168217535178659, 1.3523587873507577, 0.5019537722871048, 2.592804932103851, 1.7597565199760286, 2.9211885857520548, 1.9000237502158681, 4.281054892971326, 1.4048656645846913, 3.1592885407900178, 2.244000809889869, 2.3905546171860466, 4.578908310679664, 4.690888949145841, 4.335822082417919, 4.001593776152792, 3.5272705763626555, 3.7780725571230938, 2.7456507296936468, 4.362620606611953, 4.831264760445604, 3.1642159239401546, 2.1702346862503057, 4.143191201027422, 4.114976245083656, 4.4024110518975625, 2.7239533029645973, 0.5579792451171991, 4.257717987120559, 3.5742897397023743, 4.890818779907245, 0.0933484039431964, 3.2323116795600506, 3.5058189393824946, 3.181062227515323]|288.8751094934372077|      0.50000000|[3477, 488, 61, 122]                                                       |  | used linear model with 65 points | iterate failure | actual_k=8
      62|[3.3202565410297034, 3.8995015426449537, 4.765383639428635, 4.564917568759223, 3.048400707301629, 4.005246369247713, 4.871093912841145, 3.9846865988251294, 4.900926350562701, 3.9165755696084528, 4.594727573260371, 3.8450398408469653, 4.035403665883159, 4.132009000613512, 1.7058846358877915, 4.115099082323431, 1.3863738328808448, 0.5825281926399568, 2.5682582514655765, 1.9055330073289622, 2.9749827057747864, 1.815428666675791, 4.290445302907229, 1.3464284400410196, 3.176452642965386, 2.2084665136048924, 2.428871642647808, 4.534922082923635, 4.626066014435659, 4.35751243342745, 4.051154484614419, 3.638576540305781, 3.8549872677439345, 2.8723035327338127, 4.3881933742415375, 4.867703160114246, 3.2266620396066212, 2.294655656952925, 4.313432799805765, 4.185290225204669, 4.51050147342993, 2.764770577818839, 0.4703674451015127, 4.281850923588298, 3.615957185129454, 4.9421732433456995, 0.0910271076206238, 3.228890227823791, 3.5713402842586115, 3.2083551313509577]|284.7710763711464779|      1.00000000|[3534, 496, 62, 124]                                                       |  | used linear model with 65 points | iterate success | actual_k=8
      63|[3.3202565410297034, 3.8995015426449537, 4.765383639428635, 4.564917568759223, 3.048400707301629, 4.005246369247713, 4.871093912841145, 3.9846865988251294, 4.900926350562701, 3.9165755696084528, 4.594727573260371, 3.8450398408469653, 4.035403665883159, 4.132009000613512, 1.7058846358877915, 4.115099082323431, 1.3863738328808448, 0.5825281926399568, 2.5682582514655765, 1.9055330073289622, 2.9749827057747864, 1.815428666675791, 4.290445302907229, 1.3464284400410196, 3.176452642965386, 2.2084665136048924, 2.428871642647808, 4.534922082923635, 4.626066014435659, 4.35751243342745, 4.051154484614419, 3.638576540305781, 3.8549872677439345, 2.8723035327338127, 4.3881933742415375, 4.867703160114246, 3.2266620396066212, 2.294655656952925, 4.313432799805765, 4.185290225204669, 4.51050147342993, 2.764770577818839, 0.4703674451015127, 4.281850923588298, 3.615957185129454, 4.9421732433456995, 0.0910271076206238, 3.228890227823791, 3.5713402842586115, 3.2083551313509577]|284.7710763711464779|      0.50000000|[3591, 504, 63, 126]                                                       |  | used linear model with 65 points | iterate failure | actual_k=8
      64|[3.303008886040104, 3.9494567867313544, 4.7519193510502085, 4.561233423207934, 3.1590144038298047, 4.01595758258118, 4.950544431483192, 4.049992404990896, 4.907378436812149, 4.0415214873096925, 4.605197564665306, 3.997720009247494, 4.049115110744819, 4.112309246008495, 1.7188107311914533, 4.183405348140844, 1.5224977239401123, 0.6269035774806773, 2.5895009174751458, 1.9646696368154408, 3.0127941084824514, 1.8836504299196044, 4.3799910767081, 1.4154708965015297, 3.344706310898365, 2.221652693489787, 2.467387155926149, 4.499671855793716, 4.613333294938753, 4.344874320063801, 4.148877287262054, 3.7207437091381883, 3.9567562182753253, 2.884849240654252, 4.474493237174484, 4.859898054861481, 3.2696754805978396, 2.2391463042948847, 4.251727849653936, 4.313203401401422, 4.527437837293677, 2.740021889528017, 0.4112722339435677, 4.333361066442226, 3.6365888235153783, 4.909688299745668, 0.2339819117748099, 3.316986454114992, 3.651715078213264, 3.162023672841433]|282.7121236346022215|      1.00000000|[3648, 512, 64, 128]                                                       |  | used linear model with 65 points | iterate success | actual_k=8
      65|[3.303008886040104, 3.9494567867313544, 4.7519193510502085, 4.561233423207934, 3.1590144038298047, 4.01595758258118, 4.950544431483192, 4.049992404990896, 4.907378436812149, 4.0415214873096925, 4.605197564665306, 3.997720009247494, 4.049115110744819, 4.112309246008495, 1.7188107311914533, 4.183405348140844, 1.5224977239401123, 0.6269035774806773, 2.5895009174751458, 1.9646696368154408, 3.0127941084824514, 1.8836504299196044, 4.3799910767081, 1.4154708965015297, 3.344706310898365, 2.221652693489787, 2.467387155926149, 4.499671855793716, 4.613333294938753, 4.344874320063801, 4.148877287262054, 3.7207437091381883, 3.9567562182753253, 2.884849240654252, 4.474493237174484, 4.859898054861481, 3.2696754805978396, 2.2391463042948847, 4.251727849653936, 4.313203401401422, 4.527437837293677, 2.740021889528017, 0.4112722339435677, 4.333361066442226, 3.6365888235153783, 4.909688299745668, 0.2339819117748099, 3.316986454114992, 3.651715078213264, 3.162023672841433]|282.7121236346022215|      0.50000000|[3705, 520, 65, 130]                                                       |  | used linear model with 65 points | iterate failure | actual_k=8
      66|[3.303008886040104, 3.9494567867313544, 4.7519193510502085, 4.561233423207934, 3.1590144038298047, 4.01595758258118, 4.950544431483192, 4.049992404990896, 4.907378436812149, 4.0415214873096925, 4.605197564665306, 3.997720009247494, 4.049115110744819, 4.112309246008495, 1.7188107311914533, 4.183405348140844, 1.5224977239401123, 0.6269035774806773, 2.5895009174751458, 1.9646696368154408, 3.0127941084824514, 1.8836504299196044, 4.3799910767081, 1.4154708965015297, 3.344706310898365, 2.221652693489787, 2.467387155926149, 4.499671855793716, 4.613333294938753, 4.344874320063801, 4.148877287262054, 3.7207437091381883, 3.9567562182753253, 2.884849240654252, 4.474493237174484, 4.859898054861481, 3.2696754805978396, 2.2391463042948847, 4.251727849653936, 4.313203401401422, 4.527437837293677, 2.740021889528017, 0.4112722339435677, 4.333361066442226, 3.6365888235153783, 4.909688299745668, 0.2339819117748099, 3.316986454114992, 3.651715078213264, 3.162023672841433]|282.7121236346022215|      0.25000000|[3762, 528, 66, 132]                                                       |  | used linear model with 65 points | iterate failure | actual_k=8
      67|[3.302434999194559, 3.994818068253254, 4.804014547952225, 4.5484756802334285, 3.122443644867936, 3.974346701075353, 4.935150596389747, 4.02051821474205, 4.888844172346451, 4.051940724715648, 4.5994018524821625, 3.988608185089464, 4.051505589664336, 4.127262177254884, 1.6030951212816615, 4.175426503582102, 1.4158628991708353, 0.6394083175646339, 2.5781214423486754, 1.9935702147662793, 3.0226185284338367, 1.898551793667481, 4.372331226831371, 1.3587224378810057, 3.3529402264248263, 2.250595770746605, 2.4628754103878525, 4.490179919902127, 4.581836562558211, 4.325385581410386, 4.144826935402621, 3.731497843925681, 3.952794078222836, 2.9008077385253155, 4.48713706604159, 4.857228703630788, 3.241967374624561, 2.267953048012251, 4.23135095289223, 4.300746720217292, 4.476824130982, 2.763679009762136, 0.4855626139669328, 4.3248779428639175, 3.648688984207622, 4.903208687997102, 0.1465347157030484, 3.3193295158041636, 3.6369482219343965, 3.1280720547519487]|279.1280981096212486|      0.50000000|[3819, 536, 67, 134]                                                       |  | used linear model with 65 points | iterate success | actual_k=8
      68|[3.319365709377437, 4.091543381180575, 4.830880784469656, 4.537264332983256, 3.0777258814901622, 4.044594025578506, 4.859344683256204, 4.012722728698569, 4.82024766787924, 3.9967531625369177, 4.624809241705056, 4.001372476153415, 4.063746780737897, 4.134797376433648, 1.6132018308034983, 4.257571343953448, 1.4652801276835177, 0.7552064237041471, 2.5853525642239665, 2.051737388456766, 3.108600083651191, 2.0688710580137113, 4.460174662468862, 1.4144407409545148, 3.348510071971381, 2.1706554970809453, 2.495155232262826, 4.505949410084483, 4.650926869814583, 4.412047135775145, 4.099249682704828, 3.88644731768624, 3.9912900823997495, 2.991176497933226, 4.590959142438001, 4.7578440404188305, 3.2618007183048903, 2.2844990364122255, 4.199555252066381, 4.277604604608962, 4.515703694785307, 2.809203870190292, 0.4290587508123948, 4.452572831952893, 3.7114452764526473, 4.9164498253866915, 0.3186837455491319, 3.2355900947729896, 3.6662823121947343, 3.0913468415267826]|275.5177113406013518|      1.00000000|[3876, 544, 68, 136]                                                       |  | used linear model with 65 points | iterate success | actual_k=8
      69|[3.319365709377437, 4.091543381180575, 4.830880784469656, 4.537264332983256, 3.0777258814901622, 4.044594025578506, 4.859344683256204, 4.012722728698569, 4.82024766787924, 3.9967531625369177, 4.624809241705056, 4.001372476153415, 4.063746780737897, 4.134797376433648, 1.6132018308034983, 4.257571343953448, 1.4652801276835177, 0.7552064237041471, 2.5853525642239665, 2.051737388456766, 3.108600083651191, 2.0688710580137113, 4.460174662468862, 1.4144407409545148, 3.348510071971381, 2.1706554970809453, 2.495155232262826, 4.505949410084483, 4.650926869814583, 4.412047135775145, 4.099249682704828, 3.88644731768624, 3.9912900823997495, 2.991176497933226, 4.590959142438001, 4.7578440404188305, 3.2618007183048903, 2.2844990364122255, 4.199555252066381, 4.277604604608962, 4.515703694785307, 2.809203870190292, 0.4290587508123948, 4.452572831952893, 3.7114452764526473, 4.9164498253866915, 0.3186837455491319, 3.2355900947729896, 3.6662823121947343, 3.0913468415267826]|275.5177113406013518|      0.50000000|[3933, 552, 69, 138]                                                       |  | used linear model with 65 points | iterate failure | actual_k=8
      70|[3.319365709377437, 4.091543381180575, 4.830880784469656, 4.537264332983256, 3.0777258814901622, 4.044594025578506, 4.859344683256204, 4.012722728698569, 4.82024766787924, 3.9967531625369177, 4.624809241705056, 4.001372476153415, 4.063746780737897, 4.134797376433648, 1.6132018308034983, 4.257571343953448, 1.4652801276835177, 0.7552064237041471, 2.5853525642239665, 2.051737388456766, 3.108600083651191, 2.0688710580137113, 4.460174662468862, 1.4144407409545148, 3.348510071971381, 2.1706554970809453, 2.495155232262826, 4.505949410084483, 4.650926869814583, 4.412047135775145, 4.099249682704828, 3.88644731768624, 3.9912900823997495, 2.991176497933226, 4.590959142438001, 4.7578440404188305, 3.2618007183048903, 2.2844990364122255, 4.199555252066381, 4.277604604608962, 4.515703694785307, 2.809203870190292, 0.4290587508123948, 4.452572831952893, 3.7114452764526473, 4.9164498253866915, 0.3186837455491319, 3.2355900947729896, 3.6662823121947343, 3.0913468415267826]|275.5177113406013518|      0.25000000|[3990, 560, 70, 140]                                                       |  | used linear model with 65 points | iterate failure | actual_k=8
      71|[3.319365709377437, 4.091543381180575, 4.830880784469656, 4.537264332983256, 3.0777258814901622, 4.044594025578506, 4.859344683256204, 4.012722728698569, 4.82024766787924, 3.9967531625369177, 4.624809241705056, 4.001372476153415, 4.063746780737897, 4.134797376433648, 1.6132018308034983, 4.257571343953448, 1.4652801276835177, 0.7552064237041471, 2.5853525642239665, 2.051737388456766, 3.108600083651191, 2.0688710580137113, 4.460174662468862, 1.4144407409545148, 3.348510071971381, 2.1706554970809453, 2.495155232262826, 4.505949410084483, 4.650926869814583, 4.412047135775145, 4.099249682704828, 3.88644731768624, 3.9912900823997495, 2.991176497933226, 4.590959142438001, 4.7578440404188305, 3.2618007183048903, 2.2844990364122255, 4.199555252066381, 4.277604604608962, 4.515703694785307, 2.809203870190292, 0.4290587508123948, 4.452572831952893, 3.7114452764526473, 4.9164498253866915, 0.3186837455491319, 3.2355900947729896, 3.6662823121947343, 3.0913468415267826]|275.5177113406013518|      0.12500000|[4047, 568, 71, 142]                                                       |  | used linear model with 65 points | iterate failure | actual_k=8
      72|[3.3182006916120352, 4.114960098817477, 4.852171590790932, 4.518853628091907, 3.0853313187922544, 4.029920553142312, 4.864469428791342, 4.007663821543399, 4.821860139969774, 3.9870960687659878, 4.611084492685553, 3.9914176616543853, 4.0703386370709325, 4.125806952940073, 1.5882858768308588, 4.259352189227559, 1.4315262384048504, 0.7908414959750489, 2.5941889735411494, 2.048918362362893, 3.115992671559905, 2.065584377629348, 4.455284411438407, 1.3792665441673961, 3.3468575895909374, 2.1546251330596933, 2.4816604602324634, 4.511143502320486, 4.668101139489772, 4.417992640085106, 4.109443667777979, 3.919977580296627, 3.976485643926476, 2.996247002852536, 4.60738718828673, 4.773777847453631, 3.257620052571632, 2.2979180186550647, 4.208995108037642, 4.275883964914017, 4.556568383042418, 2.8247623114342266, 0.439055347365115, 4.452267869595072, 3.7013607075590658, 4.908054346589996, 0.2588880079058614, 3.225774061739662, 3.6656856738641754, 3.099262500772835]|274.3541517920335764|      0.25000000|[4104, 576, 72, 144]                                                       |  | used linear model with 65 points | iterate success | actual_k=8
      73|[3.358901113822444, 4.143862882364599, 4.871099255079236, 4.575198922489499, 3.085188795895583, 4.075427631851583, 4.852000876431825, 4.049347248175405, 4.825771025273862, 4.036423883240354, 4.604417769333436, 4.070177777173631, 4.094717744068586, 4.133795561967362, 1.5495968130371556, 4.2756697869499805, 1.4204757695325236, 0.832981228187877, 2.6688743702849336, 2.091351995963379, 3.1279029080675627, 2.1249097542287414, 4.452647554958738, 1.3672994877836158, 3.4049913493008237, 2.1132951942765508, 2.5287468285972885, 4.489789444958083, 4.654949799490344, 4.415418181052371, 4.080915948822944, 3.97689541282329, 4.02979835664626, 3.000520317853306, 4.638573796696306, 4.7754483868017505, 3.3104391443064847, 2.3637775958108955, 4.234078764579508, 4.30408882722179, 4.5714790976537225, 2.8344247176918214, 0.438173370179301, 4.474157692674125, 3.705686358439404, 4.925547368800469, 0.2975517792112745, 3.2411303457417167, 3.6330463938298463, 3.102031222626922]|271.0433657467814328|      0.50000000|[4161, 584, 73, 146]                                                       |  | used linear model with 65 points | iterate success | actual_k=8
      74|[3.421251079595679, 4.180086470468031, 4.888669073686745, 4.623479640142262, 3.058087184171171, 4.139594055432119, 4.850415249073785, 4.077381156091326, 4.747253190076703, 4.125762200000518, 4.525295742965899, 4.17693427093505, 4.131927984893133, 4.182498671891373, 1.5805858364817347, 4.359830347128477, 1.4671778830551456, 0.9386815980752333, 2.6798868968371914, 2.101487105159599, 3.09754270595473, 2.165880315421986, 4.580708901290131, 1.3785355664256504, 3.466861109100206, 2.121872312543214, 2.6462745602141426, 4.602575518917898, 4.652072856245986, 4.418003832738942, 4.066751681803062, 4.053930038101058, 4.094239835773842, 2.9719631492377836, 4.697915622322991, 4.8774480447223665, 3.3392815107410305, 2.401007434844723, 4.179780385188071, 4.547615838117742, 4.554728366602626, 2.8675446935714968, 0.5249380252635143, 4.555156099056787, 3.6866509133336365, 5.0024067899644304, 0.3390079966965932, 3.1868974022713066, 3.520299960816481, 3.0680440749368802]|266.6900733348724089|      1.00000000|[4218, 592, 74, 148]                                                       |  | used linear model with 65 points | iterate success | actual_k=8
      75|[3.421251079595679, 4.180086470468031, 4.888669073686745, 4.623479640142262, 3.058087184171171, 4.139594055432119, 4.850415249073785, 4.077381156091326, 4.747253190076703, 4.125762200000518, 4.525295742965899, 4.17693427093505, 4.131927984893133, 4.182498671891373, 1.5805858364817347, 4.359830347128477, 1.4671778830551456, 0.9386815980752333, 2.6798868968371914, 2.101487105159599, 3.09754270595473, 2.165880315421986, 4.580708901290131, 1.3785355664256504, 3.466861109100206, 2.121872312543214, 2.6462745602141426, 4.602575518917898, 4.652072856245986, 4.418003832738942, 4.066751681803062, 4.053930038101058, 4.094239835773842, 2.9719631492377836, 4.697915622322991, 4.8774480447223665, 3.3392815107410305, 2.401007434844723, 4.179780385188071, 4.547615838117742, 4.554728366602626, 2.8675446935714968, 0.5249380252635143, 4.555156099056787, 3.6866509133336365, 5.0024067899644304, 0.3390079966965932, 3.1868974022713066, 3.520299960816481, 3.0680440749368802]|266.6900733348724089|      0.50000000|[4275, 600, 75, 150]                                                       |  | used linear model with 65 points | iterate failure | actual_k=8
      76|[3.421251079595679, 4.180086470468031, 4.888669073686745, 4.623479640142262, 3.058087184171171, 4.139594055432119, 4.850415249073785, 4.077381156091326, 4.747253190076703, 4.125762200000518, 4.525295742965899, 4.17693427093505, 4.131927984893133, 4.182498671891373, 1.5805858364817347, 4.359830347128477, 1.4671778830551456, 0.9386815980752333, 2.6798868968371914, 2.101487105159599, 3.09754270595473, 2.165880315421986, 4.580708901290131, 1.3785355664256504, 3.466861109100206, 2.121872312543214, 2.6462745602141426, 4.602575518917898, 4.652072856245986, 4.418003832738942, 4.066751681803062, 4.053930038101058, 4.094239835773842, 2.9719631492377836, 4.697915622322991, 4.8774480447223665, 3.3392815107410305, 2.401007434844723, 4.179780385188071, 4.547615838117742, 4.554728366602626, 2.8675446935714968, 0.5249380252635143, 4.555156099056787, 3.6866509133336365, 5.0024067899644304, 0.3390079966965932, 3.1868974022713066, 3.520299960816481, 3.0680440749368802]|266.6900733348724089|      0.25000000|[4332, 608, 76, 152]                                                       |  | used linear model with 65 points | iterate failure | actual_k=8
      77|[3.4244173852415596, 4.175155747324602, 4.891501340517439, 4.660926493079746, 3.0256054522752653, 4.2100128817155715, 4.904903003119127, 4.1152996006896805, 4.723582022394749, 4.1626638364924, 4.536912900445773, 4.199772240565451, 4.160869213593368, 4.200471410640983, 1.5060963541586474, 4.381093442985824, 1.4073325708718916, 0.9526983858312291, 2.7243118521818994, 2.143856603837707, 3.0634260275368956, 2.111448245523107, 4.60329285405548, 1.2979843187752371, 3.502526979094494, 2.115239685917545, 2.614761463970098, 4.631436298222347, 4.7128888502657365, 4.456604102577419, 4.032911708019252, 4.066654376930225, 4.1026709753451005, 2.955231487934585, 4.719416662913046, 4.8642941509993864, 3.3970836060451237, 2.4322779715412834, 4.188516422145224, 4.5275916348904826, 4.556707148009608, 2.8732599873250333, 0.5462081988756967, 4.555054824610421, 3.627504421261792, 5.014299665270868, 0.2953277157831362, 3.202007935777924, 3.5340750707113937, 3.086690644623852]|265.8267085523206106|      0.50000000|[4389, 616, 77, 154]                                                       |  | used linear model with 65 points | iterate success | actual_k=8
