k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      1.00000000|[0, 0, 0, 0]                                                               | 
      62|[-0.0024287623888676, -0.0062368232218146, -0.0024622661241648, -0.0014086153044348, -0.0006244320176135, 0.001958083864529, 0.002278519212767, -0.0020454606081543, -0.0019913506030823, -0.0028290245842562, 0.0009844926106538, -0.0021574183412958, -4.24113133959e-05, -0.0049149124300737, 1.0007695210244265]|2110.8837890625000000|      0.00024414|[1747, 124, 0, 124]                                                        |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      63|[-0.0022629020600648, -0.006291544918333, -0.0024954896993954, -0.0013241259781165, -0.0006306861696888, 0.001960419132139, 0.0022459322109134, -0.0020293941048079, -0.0019848714450152, -0.0029227570181388, 0.0010586081585092, -0.0021644815625414, -5.21893440485e-05, -0.0049679969392994, 1.0008165246362803]|2110.7780761718750000|      0.00048828|[1776, 126, 0, 126]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      64|[-0.0022629020600648, -0.006291544918333, -0.0024954896993954, -0.0013241259781165, -0.0006306861696888, 0.001960419132139, 0.0022459322109134, -0.0020293941048079, -0.0019848714450152, -0.0029227570181388, 0.0010586081585092, -0.0021644815625414, -5.21893440485e-05, -0.0049679969392994, 1.0008165246362803]|2110.7780761718750000|      0.00024414|[1804, 128, 0, 128]                                                        |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      65|[-0.0023681109649085, -0.0064310879718002, -0.0025245040667132, -0.0013173308363547, -0.0006797160775031, 0.0020364602549218, 0.0022713538711249, -0.0020481735156206, -0.0019742560719633, -0.002839888289679, 0.0010202002269663, -0.0021149369635406, -5.51076857802e-05, -0.0050576036647869, 1.0008230605235724]|2110.6989746093750000|      0.00048828|[1832, 130, 0, 130]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      66|[-0.0023681109649085, -0.0064310879718002, -0.0025245040667132, -0.0013173308363547, -0.0006797160775031, 0.0020364602549218, 0.0022713538711249, -0.0020481735156206, -0.0019742560719633, -0.002839888289679, 0.0010202002269663, -0.0021149369635406, -5.51076857802e-05, -0.0050576036647869, 1.0008230605235724]|2110.6989746093750000|      0.00024414|[1860, 132, 0, 132]                                                        |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      67|[-0.0023284261018188, -0.0065056323327282, -0.0024817699369508, -0.0012481816085715, -0.000699251199153, 0.0020900114170465, 0.0023882936008305, -0.0020951214231472, -0.0020749196571033, -0.0028982314342919, 0.0010857686427008, -0.0021508669084438, -0.0001141211114758, -0.0051214326961353, 1.0008303221445543]|2110.6254882812500000|      0.00048828|[1888, 134, 0, 134]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      68|[-0.002103138588159, -0.0068128047141339, -0.0025429352051823, -0.001288031666466, -0.0005530170180135, 0.0020129835594657, 0.0023427634775779, -0.0022081327456852, -0.0021372885144856, -0.0028846979711419, 0.0010415668362824, -0.0021256553507058, -0.0001873548592439, -0.0052924384491966, 1.000762874773995]|2110.5302734375000000|      0.00097656|[1916, 136, 0, 136]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      69|[-0.002103138588159, -0.0068128047141339, -0.0025429352051823, -0.001288031666466, -0.0005530170180135, 0.0020129835594657, 0.0023427634775779, -0.0022081327456852, -0.0021372885144856, -0.0028846979711419, 0.0010415668362824, -0.0021256553507058, -0.0001873548592439, -0.0052924384491966, 1.000762874773995]|2110.5302734375000000|      0.00048828|[1944, 138, 0, 138]                                                        |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      70|[-0.002103138588159, -0.0068128047141339, -0.0025429352051823, -0.001288031666466, -0.0005530170180135, 0.0020129835594657, 0.0023427634775779, -0.0022081327456852, -0.0021372885144856, -0.0028846979711419, 0.0010415668362824, -0.0021256553507058, -0.0001873548592439, -0.0052924384491966, 1.000762874773995]|2110.5302734375000000|      0.00024414|[1973, 140, 0, 140]                                                        |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      71|[-0.0022042593681419, -0.0068565668773051, -0.0024556846104911, -0.0013043059917644, -0.0005401128068968, 0.0021082178939288, 0.0023092516812494, -0.002276484415831, -0.0021267201147156, -0.0027983065999235, 0.0009847941194127, -0.0021345686062836, -0.0002834266796738, -0.0053575500615471, 1.0007484375653444]|2110.3845214843750000|      0.00048828|[2001, 142, 0, 142]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      72|[-0.0022042593681419, -0.0068565668773051, -0.0024556846104911, -0.0013043059917644, -0.0005401128068968, 0.0021082178939288, 0.0023092516812494, -0.002276484415831, -0.0021267201147156, -0.0027983065999235, 0.0009847941194127, -0.0021345686062836, -0.0002834266796738, -0.0053575500615471, 1.0007484375653444]|2110.3845214843750000|      0.00024414|[2029, 144, 0, 144]                                                        |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      73|[-0.0023167721923687, -0.006970550926779, -0.0025402114444652, -0.0012170244805249, -0.0005003545491793, 0.0021151076710308, 0.0022697131896228, -0.0022218641412523, -0.0020426162895204, -0.0028217828145181, 0.0009701530021096, -0.0021830950765066, -0.0002467632097389, -0.0053936604610429, 1.0007616097059204]|2110.3022460937500000|      0.00048828|[2057, 146, 0, 146]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      74|[-0.0021850164436751, -0.0073162247256637, -0.0025271433435966, -0.0011106714441952, -0.0003452566961502, 0.0021947781053044, 0.0023561283621301, -0.0022848166926053, -0.0019577818928066, -0.0027172099276856, 0.0010760161505971, -0.0022661407319736, -0.0003236846265023, -0.0054694861694275, 1.0007803490241516]|2110.1135253906250000|      0.00097656|[2086, 148, 0, 148]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      75|[-0.0021850164436751, -0.0073162247256637, -0.0025271433435966, -0.0011106714441952, -0.0003452566961502, 0.0021947781053044, 0.0023561283621301, -0.0022848166926053, -0.0019577818928066, -0.0027172099276856, 0.0010760161505971, -0.0022661407319736, -0.0003236846265023, -0.0054694861694275, 1.0007803490241516]|2110.1135253906250000|      0.00048828|[2114, 150, 0, 150]                                                        |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
