k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|1827.7085714285710765|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3148808928264324, 0.0825428004784589, 0.271227162296153, -0.0601626751852769, 0.1210939960993426, 0.2861832707481593, 0.1305001600568164, -0.1323099926874514, 0.125790842148483, -0.0252816228218534, 0.1828386702036251, 0.1617007873959981, 0.0163021055451775, 0.1360957249402213, 0.1989523506733985, 0.1309607865316856, 0.1445311498440525, 0.1145897902628253, 0.0368173853090213, 0.1662983022514921, 0.0945730280961874, -0.0410059384176219, 0.2454282578562431, 0.0661899800015411, 0.22427160018159, 0.1032057511768412, 0.1325993554791107, 0.0649241937216013, 0.1226742155402131, 0.0717272599625428, 0.128883209539438, -0.0364296239252902, 0.1357305626455017, 0.161912183999288, -0.0121575550526397, 0.1524733924659799, 0.0736150600777653, 0.0956405366353267, 0.0641631607636824, 0.0438249649132803, 0.0673917212474372, 0.0277984056003561, -0.0404331106309781, -0.0149172870471561, 0.1380762433235226, 0.206228022800776, 0.3084811941546445, -0.0091997137190107, 0.124583074237996, 0.0828838130484804]|1750.3179901048260945|      2.00000000|[65, 0, 1, 2]                                                              |  | used linear model with 65 points | iterate success | actual_k=0
      66|[3.047277302637584, 4.378142722830433, 4.289686870520015, 3.3174166251496002, 3.734500105430528, 4.123472235581133, 4.831525242115598, 3.126315647887063, 2.8977043568016168, 4.285765024671688, 3.618746273258813, 4.261242236242529, 3.63204692335516, 3.8882678445259953, 0.8665319112252057, 4.041892944755764, 1.1384466584468897, 0.5866442780194774, 2.7326664107030063, 2.042833033271795, 2.5596154641281887, 2.389879227261886, 4.342692783990945, 1.6161815680012022, 3.843436604128269, 1.6489631944862837, 3.041518283938666, 4.502451140457705, 3.242835431853037, 4.559203792833356, 3.917318747382883, 3.7252593557447913, 3.245640497973525, 2.7999995261023867, 3.7416909181947298, 4.758130801217229, 3.126990750575947, 2.951104094636226, 4.215050095621184, 4.940775833614082, 4.311836700469078, 3.0236005959381527, 1.227633117232701, 3.2661220477738446, 3.8798832783257082, 4.321307327296718, 1.2656147131025386, 3.166117139017778, 3.570938335345086, 2.792190122395149]|298.4570641422852759|      0.25000000|[4290, 0, 66, 132]                                                         |  | used linear model with 65 points | iterate failure | actual_k=0
      67|[3.0531507316283752, 4.419129619663848, 4.334088639266336, 3.313998050397094, 3.684342531246061, 4.0880984583188065, 4.818596220761419, 3.0952215182931173, 2.882785359643883, 4.301381110827457, 3.6330302751924504, 4.243030032229334, 3.6307976165990294, 3.915114080749676, 0.7549955474376677, 4.032720303541773, 1.0432839306223116, 0.611371471955084, 2.714373458435613, 2.0730896176016533, 2.565094164908689, 2.402411395247485, 4.341714347130068, 1.5612354067431216, 3.850148472967325, 1.6544582368090044, 3.018665100238468, 4.490223633442948, 3.2215081628851276, 4.527989632324417, 3.9204369934158123, 3.724870837650411, 3.252742262115917, 2.7914896091160277, 3.7661538957690994, 4.738333901565377, 3.111101518510911, 2.976320112545195, 4.194251281107409, 4.930714008162273, 4.249063313010117, 3.0626139181837497, 1.2700855301195206, 3.281156041583213, 3.8817015490665, 4.306300388448155, 1.1572728713457916, 3.168388831088199, 3.569433435763216, 2.755561216489288]|295.9318854514657460|      0.50000000|[4355, 0, 67, 134]                                                         |  | used linear model with 65 points | iterate success | actual_k=0
      68|[3.0531507316283752, 4.419129619663848, 4.334088639266336, 3.313998050397094, 3.684342531246061, 4.0880984583188065, 4.818596220761419, 3.0952215182931173, 2.882785359643883, 4.301381110827457, 3.6330302751924504, 4.243030032229334, 3.6307976165990294, 3.915114080749676, 0.7549955474376677, 4.032720303541773, 1.0432839306223116, 0.611371471955084, 2.714373458435613, 2.0730896176016533, 2.565094164908689, 2.402411395247485, 4.341714347130068, 1.5612354067431216, 3.850148472967325, 1.6544582368090044, 3.018665100238468, 4.490223633442948, 3.2215081628851276, 4.527989632324417, 3.9204369934158123, 3.724870837650411, 3.252742262115917, 2.7914896091160277, 3.7661538957690994, 4.738333901565377, 3.111101518510911, 2.976320112545195, 4.194251281107409, 4.930714008162273, 4.249063313010117, 3.0626139181837497, 1.2700855301195206, 3.281156041583213, 3.8817015490665, 4.306300388448155, 1.1572728713457916, 3.168388831088199, 3.569433435763216, 2.755561216489288]|295.9318854514657460|      0.25000000|[4420, 0, 68, 136]                                                         |  | used linear model with 65 points | iterate failure | actual_k=0
      69|[3.043173287053546, 4.409072390805836, 4.321737373150034, 3.3441954565122236, 3.632533675748449, 4.048660730640073, 4.810659055833761, 3.1175089197286012, 2.910365974391871, 4.319824103031517, 3.6444085053705413, 4.275560948556194, 3.667854348993352, 3.913469892502902, 0.7700040389103017, 4.043363215123041, 1.0710039812008607, 0.6372852759160957, 2.7364253072442195, 2.057469300959104, 2.591328124735367, 2.418089582303208, 4.370145526586344, 1.5868911882185057, 3.831683939992534, 1.5733434467697247, 3.031098895325519, 4.516567196322176, 3.2668482434633814, 4.540755912448769, 3.955928757854177, 3.7575264500043306, 3.2894732623246545, 2.693503866313103, 3.815403521418842, 4.721267982553185, 3.115444593106027, 3.0292372179458047, 4.21144950026128, 4.927613257908752, 4.266631723260921, 3.104514680228949, 1.1483410649367125, 3.3039729810530063, 3.887794832977646, 4.309755691169004, 1.177395576900321, 3.185236152696241, 3.594147536906525, 2.7566146954478534]|293.7599833008663381|      0.50000000|[4485, 0, 69, 138]                                                         |  | used linear model with 65 points | iterate success | actual_k=0
      70|[3.1029831335962936, 4.431600054020466, 4.322819805801762, 3.4060209141272324, 3.638273715566375, 4.051680946627686, 4.869787367685269, 3.2049807380293225, 2.997889330460821, 4.3270525044608705, 3.838595144568387, 4.301612476383862, 3.6697426325374707, 3.907457735391042, 0.7716107788129064, 4.090783575159327, 1.0648059768539346, 0.7720780693839595, 2.804152320741581, 2.096909910427158, 2.5632631443685874, 2.4721499732017915, 4.384023526117402, 1.5894804001108458, 3.92517177335722, 1.7021391865598843, 3.068351733623282, 4.594810178666341, 3.3363438757109103, 4.535722014802865, 4.073304844332408, 3.7606986478774718, 3.330950708250865, 2.8565968715332843, 3.799118019714252, 4.790014190684661, 3.088509939075846, 2.9698825128437605, 4.231767663080982, 5.0260515126795235, 4.36886644724316, 3.077281701553632, 1.24211860783241, 3.4285370796376657, 3.8482490333181016, 4.394333556340712, 1.1363097876368817, 3.145814890237379, 3.679633692715772, 2.77500309444869]|290.3981762575394328|      1.00000000|[4550, 0, 70, 140]                                                         |  | used linear model with 65 points | iterate success | actual_k=0
      71|[3.1029831335962936, 4.431600054020466, 4.322819805801762, 3.4060209141272324, 3.638273715566375, 4.051680946627686, 4.869787367685269, 3.2049807380293225, 2.997889330460821, 4.3270525044608705, 3.838595144568387, 4.301612476383862, 3.6697426325374707, 3.907457735391042, 0.7716107788129064, 4.090783575159327, 1.0648059768539346, 0.7720780693839595, 2.804152320741581, 2.096909910427158, 2.5632631443685874, 2.4721499732017915, 4.384023526117402, 1.5894804001108458, 3.92517177335722, 1.7021391865598843, 3.068351733623282, 4.594810178666341, 3.3363438757109103, 4.535722014802865, 4.073304844332408, 3.7606986478774718, 3.330950708250865, 2.8565968715332843, 3.799118019714252, 4.790014190684661, 3.088509939075846, 2.9698825128437605, 4.231767663080982, 5.0260515126795235, 4.36886644724316, 3.077281701553632, 1.24211860783241, 3.4285370796376657, 3.8482490333181016, 4.394333556340712, 1.1363097876368817, 3.145814890237379, 3.679633692715772, 2.77500309444869]|290.3981762575394328|      0.50000000|[4615, 0, 71, 142]                                                         |  | used linear model with 65 points | iterate failure | actual_k=0
      72|[3.1029831335962936, 4.431600054020466, 4.322819805801762, 3.4060209141272324, 3.638273715566375, 4.051680946627686, 4.869787367685269, 3.2049807380293225, 2.997889330460821, 4.3270525044608705, 3.838595144568387, 4.301612476383862, 3.6697426325374707, 3.907457735391042, 0.7716107788129064, 4.090783575159327, 1.0648059768539346, 0.7720780693839595, 2.804152320741581, 2.096909910427158, 2.5632631443685874, 2.4721499732017915, 4.384023526117402, 1.5894804001108458, 3.92517177335722, 1.7021391865598843, 3.068351733623282, 4.594810178666341, 3.3363438757109103, 4.535722014802865, 4.073304844332408, 3.7606986478774718, 3.330950708250865, 2.8565968715332843, 3.799118019714252, 4.790014190684661, 3.088509939075846, 2.9698825128437605, 4.231767663080982, 5.0260515126795235, 4.36886644724316, 3.077281701553632, 1.24211860783241, 3.4285370796376657, 3.8482490333181016, 4.394333556340712, 1.1363097876368817, 3.145814890237379, 3.679633692715772, 2.77500309444869]|290.3981762575394328|      0.25000000|[4680, 0, 72, 144]                                                         |  | used linear model with 65 points | iterate failure | actual_k=0
      73|[3.0875786498678717, 4.4583522114322305, 4.365596388574015, 3.407125310017401, 3.619939179225211, 4.051955847227084, 4.900538164218548, 3.253569439980891, 2.996829595247977, 4.320745216420397, 3.779246031819551, 4.33289516616436, 3.7113558076552033, 3.909841080848881, 0.7443950268117754, 4.113430409787194, 1.0748252074630509, 0.795298596880246, 2.8319807106200727, 2.0891631757193503, 2.5971807218799814, 2.483758256008175, 4.411663991734042, 1.5738882926181392, 3.899269385647242, 1.5695359768576516, 3.096142364507297, 4.5906711201732735, 3.348397331907537, 4.516444442249713, 4.05802501630991, 3.7553969818259256, 3.3690798387498964, 2.7644960042919338, 3.7912971036994105, 4.7984094440688745, 3.108443762957289, 2.9637118086577985, 4.251951741486149, 5.062792928342181, 4.376207031863164, 3.058298661747288, 1.14446945436233, 3.415753216392796, 3.874075535242891, 4.421596177607814, 1.1236189898217868, 3.1199510759254423, 3.67637501676726, 2.7930877918955215]|287.5925736902011067|      0.50000000|[4745, 0, 73, 146]                                                         |  | used linear model with 65 points | iterate success | actual_k=0
      74|[3.1605412531049857, 4.526506635376135, 4.416057913722998, 3.456650553493257, 3.5585674495791344, 4.124735185302915, 4.875597438238716, 3.3664191349213133, 3.0587199354906094, 4.402099635940752, 3.8112314360304396, 4.3100174158782405, 3.8288172584482303, 3.978914460994846, 0.7574526734669718, 4.2021609699356866, 1.2196139246527467, 0.9087174291695638, 2.872549478019181, 2.0416280173345536, 2.5840116789939156, 2.502123944494329, 4.508515093416655, 1.6321049323812824, 3.962048151117971, 1.6459308017482388, 3.0937988428626033, 4.63418225923328, 3.4606255364447724, 4.498574788234742, 4.022984889048624, 3.7918275678240407, 3.4653987626149556, 2.798573217753822, 3.870870188262881, 4.82276898971718, 3.2016960382725053, 3.0362402196944545, 4.224008923525717, 5.116622044398919, 4.415961764306175, 3.1339429281310642, 1.247027666100259, 3.571453138835797, 3.8787687609277337, 4.462082031467211, 1.1658417976213478, 3.112649864424966, 3.552806027945737, 2.7972969116072655]|281.2032680369824220|      1.00000000|[4810, 0, 74, 148]                                                         |  | used linear model with 65 points | iterate success | actual_k=0
      75|[3.1605412531049857, 4.526506635376135, 4.416057913722998, 3.456650553493257, 3.5585674495791344, 4.124735185302915, 4.875597438238716, 3.3664191349213133, 3.0587199354906094, 4.402099635940752, 3.8112314360304396, 4.3100174158782405, 3.8288172584482303, 3.978914460994846, 0.7574526734669718, 4.2021609699356866, 1.2196139246527467, 0.9087174291695638, 2.872549478019181, 2.0416280173345536, 2.5840116789939156, 2.502123944494329, 4.508515093416655, 1.6321049323812824, 3.962048151117971, 1.6459308017482388, 3.0937988428626033, 4.63418225923328, 3.4606255364447724, 4.498574788234742, 4.022984889048624, 3.7918275678240407, 3.4653987626149556, 2.798573217753822, 3.870870188262881, 4.82276898971718, 3.2016960382725053, 3.0362402196944545, 4.224008923525717, 5.116622044398919, 4.415961764306175, 3.1339429281310642, 1.247027666100259, 3.571453138835797, 3.8787687609277337, 4.462082031467211, 1.1658417976213478, 3.112649864424966, 3.552806027945737, 2.7972969116072655]|281.2032680369824220|      0.50000000|[4875, 0, 75, 150]                                                         |  | used linear model with 65 points | iterate failure | actual_k=0
      76|[3.1605412531049857, 4.526506635376135, 4.416057913722998, 3.456650553493257, 3.5585674495791344, 4.124735185302915, 4.875597438238716, 3.3664191349213133, 3.0587199354906094, 4.402099635940752, 3.8112314360304396, 4.3100174158782405, 3.8288172584482303, 3.978914460994846, 0.7574526734669718, 4.2021609699356866, 1.2196139246527467, 0.9087174291695638, 2.872549478019181, 2.0416280173345536, 2.5840116789939156, 2.502123944494329, 4.508515093416655, 1.6321049323812824, 3.962048151117971, 1.6459308017482388, 3.0937988428626033, 4.63418225923328, 3.4606255364447724, 4.498574788234742, 4.022984889048624, 3.7918275678240407, 3.4653987626149556, 2.798573217753822, 3.870870188262881, 4.82276898971718, 3.2016960382725053, 3.0362402196944545, 4.224008923525717, 5.116622044398919, 4.415961764306175, 3.1339429281310642, 1.247027666100259, 3.571453138835797, 3.8787687609277337, 4.462082031467211, 1.1658417976213478, 3.112649864424966, 3.552806027945737, 2.7972969116072655]|281.2032680369824220|      0.25000000|[4940, 0, 76, 152]                                                         |  | used linear model with 65 points | iterate failure | actual_k=0
      77|[3.1759420043823723, 4.554557213897714, 4.450759727497227, 3.5053978421040406, 3.5527988715081746, 4.173553292153441, 4.912930357714955, 3.4121281121698477, 3.048162677569438, 4.44867738653735, 3.8341654823040288, 4.317904800758039, 3.8764692753856815, 3.98593988426907, 0.7109064579593527, 4.219197570162083, 1.180016741770681, 0.9434195990487743, 2.8920132206080074, 2.0762088145775124, 2.5710689061715564, 2.4365705076147766, 4.532594706401934, 1.5663479903686364, 3.9865887911901043, 1.5881810681633082, 3.0646686065190125, 4.644243769142783, 3.507030998296987, 4.535631676308629, 3.998141257455745, 3.8061504931067445, 3.4806026953822373, 2.7402020957616116, 3.905036464424243, 4.8179119172830775, 3.253641976368962, 3.0405236692430626, 4.195496304720852, 5.083194991624193, 4.400021695834962, 3.121849686228505, 1.1849438864128363, 3.5875633694134885, 3.854079666044748, 4.483022661859435, 1.0876220346160015, 3.1001191908992123, 3.5485261888122586, 2.8054253850839164]|279.3927320546958413|      0.50000000|[5005, 0, 77, 154]                                                         |  | used linear model with 65 points | iterate success | actual_k=0
      78|[3.343680875627716, 4.671677628893953, 4.493485034608556, 3.5814526804658593, 3.542711433820822, 4.211412785333802, 4.940969629750345, 3.475854220114843, 3.057490267891152, 4.47458645585228, 3.8988346016020916, 4.343408704930985, 3.913700433341297, 3.9723295312979006, 0.7358132124898042, 4.235674367343791, 1.2609945286906588, 1.0870969975884033, 2.9068536954859283, 2.131037814114749, 2.6061174113609438, 2.532494419666928, 4.464719825685229, 1.6129260854706429, 4.030019509465894, 1.5923439724760438, 3.1232415036557577, 4.631026324652032, 3.655815582459312, 4.603723946404516, 3.9235014630506613, 3.8782005562410324, 3.628947169721172, 2.76720894939055, 3.972971189294511, 4.86673588510592, 3.3618926676425054, 3.0675200989158915, 4.258449766111456, 5.091767754993786, 4.391690186164254, 3.1569629321402153, 1.181649857208486, 3.6848798510279477, 3.8076560078470507, 4.479688324772731, 1.169837563636027, 3.0212790986755236, 3.60064206268486, 2.662027410502171]|273.8316294277374254|      1.00000000|[5070, 0, 78, 156]                                                         |  | used linear model with 65 points | iterate success | actual_k=0
      79|[3.343680875627716, 4.671677628893953, 4.493485034608556, 3.5814526804658593, 3.542711433820822, 4.211412785333802, 4.940969629750345, 3.475854220114843, 3.057490267891152, 4.47458645585228, 3.8988346016020916, 4.343408704930985, 3.913700433341297, 3.9723295312979006, 0.7358132124898042, 4.235674367343791, 1.2609945286906588, 1.0870969975884033, 2.9068536954859283, 2.131037814114749, 2.6061174113609438, 2.532494419666928, 4.464719825685229, 1.6129260854706429, 4.030019509465894, 1.5923439724760438, 3.1232415036557577, 4.631026324652032, 3.655815582459312, 4.603723946404516, 3.9235014630506613, 3.8782005562410324, 3.628947169721172, 2.76720894939055, 3.972971189294511, 4.86673588510592, 3.3618926676425054, 3.0675200989158915, 4.258449766111456, 5.091767754993786, 4.391690186164254, 3.1569629321402153, 1.181649857208486, 3.6848798510279477, 3.8076560078470507, 4.479688324772731, 1.169837563636027, 3.0212790986755236, 3.60064206268486, 2.662027410502171]|273.8316294277374254|      0.50000000|[5135, 0, 79, 158]                                                         |  | used linear model with 65 points | iterate failure | actual_k=0
      80|[3.343680875627716, 4.671677628893953, 4.493485034608556, 3.5814526804658593, 3.542711433820822, 4.211412785333802, 4.940969629750345, 3.475854220114843, 3.057490267891152, 4.47458645585228, 3.8988346016020916, 4.343408704930985, 3.913700433341297, 3.9723295312979006, 0.7358132124898042, 4.235674367343791, 1.2609945286906588, 1.0870969975884033, 2.9068536954859283, 2.131037814114749, 2.6061174113609438, 2.532494419666928, 4.464719825685229, 1.6129260854706429, 4.030019509465894, 1.5923439724760438, 3.1232415036557577, 4.631026324652032, 3.655815582459312, 4.603723946404516, 3.9235014630506613, 3.8782005562410324, 3.628947169721172, 2.76720894939055, 3.972971189294511, 4.86673588510592, 3.3618926676425054, 3.0675200989158915, 4.258449766111456, 5.091767754993786, 4.391690186164254, 3.1569629321402153, 1.181649857208486, 3.6848798510279477, 3.8076560078470507, 4.479688324772731, 1.169837563636027, 3.0212790986755236, 3.60064206268486, 2.662027410502171]|273.8316294277374254|      0.25000000|[5200, 0, 80, 160]                                                         |  | used linear model with 65 points | iterate failure | actual_k=0
      81|[3.343680875627716, 4.671677628893953, 4.493485034608556, 3.5814526804658593, 3.542711433820822, 4.211412785333802, 4.940969629750345, 3.475854220114843, 3.057490267891152, 4.47458645585228, 3.8988346016020916, 4.343408704930985, 3.913700433341297, 3.9723295312979006, 0.7358132124898042, 4.235674367343791, 1.2609945286906588, 1.0870969975884033, 2.9068536954859283, 2.131037814114749, 2.6061174113609438, 2.532494419666928, 4.464719825685229, 1.6129260854706429, 4.030019509465894, 1.5923439724760438, 3.1232415036557577, 4.631026324652032, 3.655815582459312, 4.603723946404516, 3.9235014630506613, 3.8782005562410324, 3.628947169721172, 2.76720894939055, 3.972971189294511, 4.86673588510592, 3.3618926676425054, 3.0675200989158915, 4.258449766111456, 5.091767754993786, 4.391690186164254, 3.1569629321402153, 1.181649857208486, 3.6848798510279477, 3.8076560078470507, 4.479688324772731, 1.169837563636027, 3.0212790986755236, 3.60064206268486, 2.662027410502171]|273.8316294277374254|      0.12500000|[5265, 0, 81, 162]                                                         |  | used linear model with 65 points | iterate failure | actual_k=0
      82|[3.3415250319733727, 4.685517872095944, 4.502560297301582, 3.5866824015793153, 3.5510812966259375, 4.208992738339786, 4.941323130797302, 3.4923341540697717, 3.067953590974325, 4.476569074865276, 3.8924176411963347, 4.355743067204813, 3.9222323895258664, 3.9944411793019174, 0.6868617803947761, 4.241224886329911, 1.2361455562209405, 1.1065128421815325, 2.9252293730900507, 2.13269655348248, 2.6214446291377156, 2.5413050132975696, 4.4617172194084604, 1.5707236646629588, 4.036311219921516, 1.60133880138048, 3.1264468570583186, 4.6424946058442345, 3.6809782252017085, 4.598616184564216, 3.955798061046239, 3.8871971436592476, 3.662548673597688, 2.775829442157677, 3.9823687564692474, 4.861977228227997, 3.378289492201379, 3.065453888847483, 4.249593691508953, 5.082613726143172, 4.391997845476597, 3.178913517042649, 1.188851868858051, 3.703728577838187, 3.822287524617434, 4.482202381400002, 1.1282280792404307, 3.0498041674234466, 3.5879158904808426, 2.687063664477831]|272.3852985900954309|      0.25000000|[5330, 0, 82, 164]                                                         |  | used linear model with 65 points | iterate success | actual_k=0
      83|[3.3957182238310404, 4.732972777653784, 4.542205466361906, 3.614791223399775, 3.5614216924500046, 4.221215817764745, 4.970645976414417, 3.5306297164971965, 3.1109247973991834, 4.509273894871184, 3.9304933822493795, 4.372332363298947, 3.9379750113542573, 4.018852654800738, 0.752877204449239, 4.252842468323612, 1.2877912739730988, 1.1560659637773154, 2.926191809375162, 2.165646608803243, 2.6303248434064614, 2.552806457165743, 4.494824522743129, 1.5942774537712527, 4.045319970055557, 1.6548372921322203, 3.1475077315397444, 4.622934841784282, 3.6848404783584248, 4.649966491646722, 3.9518500129126557, 3.934533977598508, 3.6905475618742627, 2.8021448125877613, 4.069249836739878, 4.850825800826985, 3.4367939422284923, 3.086254953652787, 4.2446912391799225, 5.124008452255084, 4.435610682892612, 3.217211206308385, 1.2168847116420298, 3.7624110311524297, 3.795864216806343, 4.490790821515445, 1.1278245640988727, 3.0707058533950513, 3.5763145621096695, 2.7312879350120784]|269.9017478335400710|      0.50000000|[5395, 0, 83, 166]                                                         |  | used linear model with 65 points | iterate success | actual_k=0
      84|[3.3957182238310404, 4.732972777653784, 4.542205466361906, 3.614791223399775, 3.5614216924500046, 4.221215817764745, 4.970645976414417, 3.5306297164971965, 3.1109247973991834, 4.509273894871184, 3.9304933822493795, 4.372332363298947, 3.9379750113542573, 4.018852654800738, 0.752877204449239, 4.252842468323612, 1.2877912739730988, 1.1560659637773154, 2.926191809375162, 2.165646608803243, 2.6303248434064614, 2.552806457165743, 4.494824522743129, 1.5942774537712527, 4.045319970055557, 1.6548372921322203, 3.1475077315397444, 4.622934841784282, 3.6848404783584248, 4.649966491646722, 3.9518500129126557, 3.934533977598508, 3.6905475618742627, 2.8021448125877613, 4.069249836739878, 4.850825800826985, 3.4367939422284923, 3.086254953652787, 4.2446912391799225, 5.124008452255084, 4.435610682892612, 3.217211206308385, 1.2168847116420298, 3.7624110311524297, 3.795864216806343, 4.490790821515445, 1.1278245640988727, 3.0707058533950513, 3.5763145621096695, 2.7312879350120784]|269.9017478335400710|      0.25000000|[5460, 0, 84, 168]                                                         |  | used linear model with 65 points | iterate failure | actual_k=0
      85|[3.3957182238310404, 4.732972777653784, 4.542205466361906, 3.614791223399775, 3.5614216924500046, 4.221215817764745, 4.970645976414417, 3.5306297164971965, 3.1109247973991834, 4.509273894871184, 3.9304933822493795, 4.372332363298947, 3.9379750113542573, 4.018852654800738, 0.752877204449239, 4.252842468323612, 1.2877912739730988, 1.1560659637773154, 2.926191809375162, 2.165646608803243, 2.6303248434064614, 2.552806457165743, 4.494824522743129, 1.5942774537712527, 4.045319970055557, 1.6548372921322203, 3.1475077315397444, 4.622934841784282, 3.6848404783584248, 4.649966491646722, 3.9518500129126557, 3.934533977598508, 3.6905475618742627, 2.8021448125877613, 4.069249836739878, 4.850825800826985, 3.4367939422284923, 3.086254953652787, 4.2446912391799225, 5.124008452255084, 4.435610682892612, 3.217211206308385, 1.2168847116420298, 3.7624110311524297, 3.795864216806343, 4.490790821515445, 1.1278245640988727, 3.0707058533950513, 3.5763145621096695, 2.7312879350120784]|269.9017478335400710|      0.12500000|[5525, 0, 85, 170]                                                         |  | used linear model with 65 points | iterate failure | actual_k=0
      86|[3.4149930303780622, 4.735693159027209, 4.549904703276252, 3.6436273987199033, 3.5501014263957664, 4.230694249001786, 4.98285256804487, 3.5366092575303263, 3.1249292733386738, 4.515536757667505, 3.9354611282415544, 4.370570541087678, 3.9618766802273995, 4.015386453510388, 0.7152245009951256, 4.2705962988857245, 1.2618609303338493, 1.1791035620673125, 2.927831685112821, 2.177104306016002, 2.6324832374578864, 2.535487268197988, 4.473712155695781, 1.5373785282425378, 4.0633703243082095, 1.6176415567717342, 3.173829025287543, 4.630016465507275, 3.705593698428263, 4.648832769284884, 3.9556423158979293, 3.9144091001802943, 3.6865039515296893, 2.7771762810858194, 4.080376050981184, 4.8601504187801075, 3.4483179660991157, 3.0886530107058383, 4.267051468866747, 5.132661218977088, 4.416097699211973, 3.219241074718146, 1.2082203061132426, 3.7655068728132832, 3.787783806290083, 4.486908338828541, 1.1068672593844342, 3.0737998081315174, 3.571537974272509, 2.7186718069882274]|268.9290300695776637|      0.25000000|[5590, 0, 86, 172]                                                         |  | used linear model with 65 points | iterate success | actual_k=0
      87|[3.4386761460689215, 4.726293460188409, 4.579494753185186, 3.6632537230272963, 3.5227164527943873, 4.242437843060124, 4.974650515515149, 3.564086063049974, 3.2128157671763273, 4.512560175117846, 3.9719321055990817, 4.404451873131775, 4.011498309523825, 4.05756937367152, 0.7210710600543667, 4.293927541260185, 1.3060597172060449, 1.2402682033404255, 2.938520657821438, 2.1947520213866407, 2.6345940506293886, 2.5574799413451474, 4.53719788733071, 1.5661938098843913, 4.077064569856713, 1.602314067413415, 3.2020604179636116, 4.653008980771341, 3.7497310094732357, 4.663464291964157, 3.9997431551033977, 3.9120224193046127, 3.705371741786588, 2.783940086477146, 4.1298189714269995, 4.853381538660285, 3.5086332452341358, 3.1567227917412026, 4.301453759649452, 5.159530676496278, 4.458538762779268, 3.2143931486284876, 1.1598422395548575, 3.8351442658183075, 3.8005253933878165, 4.532814609132104, 1.1152374193002352, 3.0437048998237106, 3.5939710865254075, 2.7448670592027273]|265.8493093788944179|      0.50000000|[5655, 0, 87, 174]                                                         |  | used linear model with 65 points | iterate success | actual_k=0
      88|[3.4386761460689215, 4.726293460188409, 4.579494753185186, 3.6632537230272963, 3.5227164527943873, 4.242437843060124, 4.974650515515149, 3.564086063049974, 3.2128157671763273, 4.512560175117846, 3.9719321055990817, 4.404451873131775, 4.011498309523825, 4.05756937367152, 0.7210710600543667, 4.293927541260185, 1.3060597172060449, 1.2402682033404255, 2.938520657821438, 2.1947520213866407, 2.6345940506293886, 2.5574799413451474, 4.53719788733071, 1.5661938098843913, 4.077064569856713, 1.602314067413415, 3.2020604179636116, 4.653008980771341, 3.7497310094732357, 4.663464291964157, 3.9997431551033977, 3.9120224193046127, 3.705371741786588, 2.783940086477146, 4.1298189714269995, 4.853381538660285, 3.5086332452341358, 3.1567227917412026, 4.301453759649452, 5.159530676496278, 4.458538762779268, 3.2143931486284876, 1.1598422395548575, 3.8351442658183075, 3.8005253933878165, 4.532814609132104, 1.1152374193002352, 3.0437048998237106, 3.5939710865254075, 2.7448670592027273]|265.8493093788944179|      0.25000000|[5720, 0, 88, 176]                                                         |  | used linear model with 65 points | iterate failure | actual_k=0
      89|[3.4669263430132085, 4.723129486245776, 4.586892614489949, 3.720696941918289, 3.5026126085240983, 4.227994077162604, 5.011068117474758, 3.617540146260687, 3.251314383693267, 4.50561485551656, 4.020851335744598, 4.445844523834203, 4.061437897582484, 4.081055878082224, 0.6796683353481648, 4.324973115328578, 1.2499569390268244, 1.294909450674946, 2.987775448373413, 2.2119027535386446, 2.6884251247889472, 2.6083449014933238, 4.540905395678509, 1.5135286124402387, 4.101018072041909, 1.6619258354541502, 3.218196222399233, 4.676235109694238, 3.804863337802239, 4.6672667056777755, 4.00036972783184, 3.929643082781396, 3.7045354270525124, 2.813267571389922, 4.1650509865758885, 4.87809691037922, 3.5474136139763663, 3.141557588875194, 4.318452928666283, 5.188987969038482, 4.474932060911286, 3.236415231099483, 1.1881105471875302, 3.861746725551144, 3.8360347252534925, 4.52529282117524, 1.0669167380819875, 3.0646139766216116, 3.5286714379144457, 2.768216354803957]|264.4098226351341623|      0.50000000|[5785, 0, 89, 178]                                                         |  | used linear model with 65 points | iterate success | actual_k=0
