k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6046763587936216, 0.0529365046011554, 0.1347814635630586, 0.7824561603678388, -0.0059130604886967, -0.0030157359189857, -0.0064709334390101, 0.018628472717783, -0.010677566669248, -0.0074138494399871, 0.002584147084109, -0.0101854408206783, -0.0137255503199514, -0.0083294421051466, 0.0026641990545058, 0.0060974555989365, 0.0079779467691121, 0.0016264850975675, 0.002640729047633, 0.0055151234584257, -0.002542585243639, 0.0059998431773787]| 13.1520248377200843|      2.00000000|[97, 32, 1, 3]                                                             |  | trying linear partial model with 49 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=16
      45|[1.4614461893842885, 0.0575301596988693, 0.3215610681191333, 1.955934044535426, -0.088365595048418, 0.0247761365901549, 0.0203954438609461, 0.0131645993437392, 0.0074511763478332, -0.0411427522835481, 0.0289582343808485, -0.0110057757821057, 0.0070829533961205, -0.042557216426051, 0.0688292862867481, -0.1312252797898623, 0.0257918152554868, -0.0171355692544154, 0.009636613010761, -0.0817361382979161, 0.0105614897699175, 0.0810958763153865]| 12.1444730758666992|      0.00781250|[4339, 1440, 18, 108]                                                      |  | trying linear partial model with 49 points | iterate success | actual_k=16
      46|[1.4614461893842885, 0.0575301596988693, 0.3215610681191333, 1.955934044535426, -0.088365595048418, 0.0247761365901549, 0.0203954438609461, 0.0131645993437392, 0.0074511763478332, -0.0411427522835481, 0.0289582343808485, -0.0110057757821057, 0.0070829533961205, -0.042557216426051, 0.0688292862867481, -0.1312252797898623, 0.0257918152554868, -0.0171355692544154, 0.009636613010761, -0.0817361382979161, 0.0105614897699175, 0.0810958763153865]| 12.1444730758666992|      0.00390625|[4435, 1472, 18, 110]                                                      |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      47|[1.4584758438585343, 0.0566427644183896, 0.3228571717893615, 1.9575463649610896, -0.0881760570144073, 0.0250267510957124, 0.0201464713005681, 0.0130711215652665, 0.0074668689096324, -0.0409766180317699, 0.028410355699141, -0.0108660605473169, 0.007530365594275, -0.0426751957415432, 0.068489412312785, -0.1313951401451974, 0.0256600112238178, -0.0167798706557208, 0.0095560858603654, -0.082249773782593, 0.0106253010887674, 0.0808216995091176]| 12.1444661006298826|      0.00781250|[4531, 1504, 19, 113]                                                      |  | trying linear partial model with 49 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=16
      48|[1.4584758438585343, 0.0566427644183896, 0.3228571717893615, 1.9575463649610896, -0.0881760570144073, 0.0250267510957124, 0.0201464713005681, 0.0130711215652665, 0.0074668689096324, -0.0409766180317699, 0.028410355699141, -0.0108660605473169, 0.007530365594275, -0.0426751957415432, 0.068489412312785, -0.1313951401451974, 0.0256600112238178, -0.0167798706557208, 0.0095560858603654, -0.082249773782593, 0.0106253010887674, 0.0808216995091176]| 12.1444661006298826|      0.00390625|[4628, 1536, 19, 115]                                                      |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      49|[1.455889865058126, 0.055167175893847, 0.323918049764803, 1.9597475305579064, -0.0882335677632125, 0.0249390182904507, 0.0200813155086, 0.0129460134090842, 0.0072699004089618, -0.041123848720788, 0.0282364508917944, -0.0106148249088457, 0.0077261502604295, -0.042849794231581, 0.0684225284896802, -0.1314786872600129, 0.0255254071122598, -0.0169508664949696, 0.0096856603964639, -0.0820793504869458, 0.0107553687119971, 0.0810417737483048]| 12.1444587707519531|      0.00781250|[4724, 1568, 19, 117]                                                      |  | trying linear partial model with 49 points | iterate success | actual_k=16
      50|[1.455889865058126, 0.055167175893847, 0.323918049764803, 1.9597475305579064, -0.0882335677632125, 0.0249390182904507, 0.0200813155086, 0.0129460134090842, 0.0072699004089618, -0.041123848720788, 0.0282364508917944, -0.0106148249088457, 0.0077261502604295, -0.042849794231581, 0.0684225284896802, -0.1314786872600129, 0.0255254071122598, -0.0169508664949696, 0.0096856603964639, -0.0820793504869458, 0.0107553687119971, 0.0810417737483048]| 12.1444587707519531|      0.00390625|[4820, 1600, 19, 119]                                                      |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      51|[1.4530701369817018, 0.0539791655105031, 0.3248789764680551, 1.9619295818168718, -0.0882199989630877, 0.0249612852411641, 0.020074415912213, 0.0129116666081788, 0.007325874537148, -0.0411481878077584, 0.0284237277527031, -0.0106281739142782, 0.0076122508339097, -0.0428872726661732, 0.068597131650795, -0.1311744306680256, 0.0255027655260206, -0.0168716414800922, 0.0096433629028201, -0.0819505946727386, 0.0106645947819325, 0.0810312736076006]| 12.1444501876831055|      0.00781250|[4916, 1632, 19, 121]                                                      |  | trying linear partial model with 49 points | iterate success | actual_k=16
      52|[1.4530701369817018, 0.0539791655105031, 0.3248789764680551, 1.9619295818168718, -0.0882199989630877, 0.0249612852411641, 0.020074415912213, 0.0129116666081788, 0.007325874537148, -0.0411481878077584, 0.0284237277527031, -0.0106281739142782, 0.0076122508339097, -0.0428872726661732, 0.068597131650795, -0.1311744306680256, 0.0255027655260206, -0.0168716414800922, 0.0096433629028201, -0.0819505946727386, 0.0106645947819325, 0.0810312736076006]| 12.1444501876831055|      0.00390625|[5012, 1664, 19, 123]                                                      |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      53|[1.4504601280311373, 0.0522455029602472, 0.3254299840064055, 1.9639186009296143, -0.0879614171376342, 0.0248435763782828, 0.0196739854682218, 0.012549206134567, 0.0070998155989101, -0.0408074442588804, 0.0285384643993613, -0.0108436339198873, 0.0075839848876123, -0.0427279170878168, 0.0688964924762985, -0.131405585615072, 0.0258611586795847, -0.0169840913493244, 0.0099879621633674, -0.0816188510602622, 0.0104850848324042, 0.081134482959269]| 12.1444430276019446|      0.00781250|[5108, 1696, 20, 126]                                                      |  | trying linear partial model with 49 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=16
      54|[1.4504601280311373, 0.0522455029602472, 0.3254299840064055, 1.9639186009296143, -0.0879614171376342, 0.0248435763782828, 0.0196739854682218, 0.012549206134567, 0.0070998155989101, -0.0408074442588804, 0.0285384643993613, -0.0108436339198873, 0.0075839848876123, -0.0427279170878168, 0.0688964924762985, -0.131405585615072, 0.0258611586795847, -0.0169840913493244, 0.0099879621633674, -0.0816188510602622, 0.0104850848324042, 0.081134482959269]| 12.1444430276019446|      0.00390625|[5205, 1728, 21, 129]                                                      |  | trying linear partial model with 49 points FAILED TO GET X_HAT, using additional batch call | exploitation failed, decreasing delta | actual_k=16
      55|[1.447293883489215, 0.0513042577209435, 0.3261246935370564, 1.9655746195411787, -0.0875896009712609, 0.0247123886250419, 0.0201681960763442, 0.0129707032074024, 0.0074925345459329, -0.04117979525848, 0.0284048764218029, -0.0109645699084782, 0.0077093738869839, -0.0429649347910635, 0.0690750996426093, -0.1314310927438728, 0.0257490987136768, -0.017110154047465, 0.0101507133415865, -0.0815662827606044, 0.0104074700383977, 0.0809067961144538]| 12.1444358825683594|      0.00781250|[5302, 1760, 21, 131]                                                      |  | trying linear partial model with 49 points | iterate success | actual_k=16
      56|[1.447293883489215, 0.0513042577209435, 0.3261246935370564, 1.9655746195411787, -0.0875896009712609, 0.0247123886250419, 0.0201681960763442, 0.0129707032074024, 0.0074925345459329, -0.04117979525848, 0.0284048764218029, -0.0109645699084782, 0.0077093738869839, -0.0429649347910635, 0.0690750996426093, -0.1314310927438728, 0.0257490987136768, -0.017110154047465, 0.0101507133415865, -0.0815662827606044, 0.0104074700383977, 0.0809067961144538]| 12.1444358825683594|      0.00390625|[5398, 1792, 22, 134]                                                      |  | trying linear partial model with 49 points FAILED TO GET X_HAT, using additional batch call | exploitation failed, decreasing delta | actual_k=16
      57|[1.445261631554094, 0.0501752846373613, 0.3269964583622333, 1.9685500839445156, -0.0875435944866126, 0.024540642579319, 0.0201688992362434, 0.0128537825530456, 0.0075503302604414, -0.0410181489530945, 0.0283908084584498, -0.0108818316882773, 0.0079154760645767, -0.0431350331633683, 0.0690241296654654, -0.131421583653324, 0.0259783267252169, -0.0171705398035419, 0.010161284940703, -0.0814482253954489, 0.01036343052347, 0.0810195805644568]| 12.1444282531738281|      0.00781250|[5495, 1824, 22, 136]                                                      |  | trying linear partial model with 49 points | iterate success | actual_k=16
      58|[1.445261631554094, 0.0501752846373613, 0.3269964583622333, 1.9685500839445156, -0.0875435944866126, 0.024540642579319, 0.0201688992362434, 0.0128537825530456, 0.0075503302604414, -0.0410181489530945, 0.0283908084584498, -0.0108818316882773, 0.0079154760645767, -0.0431350331633683, 0.0690241296654654, -0.131421583653324, 0.0259783267252169, -0.0171705398035419, 0.010161284940703, -0.0814482253954489, 0.01036343052347, 0.0810195805644568]| 12.1444282531738281|      0.00390625|[5591, 1856, 22, 138]                                                      |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      59|[1.4418616649808118, 0.0489030081834887, 0.3274121981238471, 1.969813829031355, -0.087457244166046, 0.0244048635322555, 0.0204018004852652, 0.0128310250299752, 0.0076740803440441, -0.0411859653788204, 0.0283315546140897, -0.0106648270363567, 0.0077640370880028, -0.0429923706527128, 0.0689236675744869, -0.1316528897529843, 0.0260427479787505, -0.0171126186381892, 0.0101576229660114, -0.0814478489270654, 0.0102437624037047, 0.081103160633711]| 12.1444206237792969|      0.00781250|[5687, 1888, 22, 140]                                                      |  | trying linear partial model with 49 points | iterate success | actual_k=16
      60|[1.4418616649808118, 0.0489030081834887, 0.3274121981238471, 1.969813829031355, -0.087457244166046, 0.0244048635322555, 0.0204018004852652, 0.0128310250299752, 0.0076740803440441, -0.0411859653788204, 0.0283315546140897, -0.0106648270363567, 0.0077640370880028, -0.0429923706527128, 0.0689236675744869, -0.1316528897529843, 0.0260427479787505, -0.0171126186381892, 0.0101576229660114, -0.0814478489270654, 0.0102437624037047, 0.081103160633711]| 12.1444206237792969|      0.00390625|[5783, 1920, 22, 142]                                                      |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      61|[1.4398640059994747, 0.0475930930364464, 0.3281061861900858, 1.9725532524773688, -0.0873089273210015, 0.0238826734780839, 0.0203537310896851, 0.0126661090193616, 0.0081807243246217, -0.0412188469199057, 0.0280509450705971, -0.0106871670621106, 0.0080758502325674, -0.0430531343318505, 0.0688738396269816, -0.1312454320145489, 0.0257220342436287, -0.0171230873995179, 0.0105037206948317, -0.0808424705440498, 0.0100345184206149, 0.0810524610769269]| 12.1444129943847656|      0.00781250|[5879, 1952, 22, 144]                                                      |  | trying linear partial model with 49 points | iterate success | actual_k=16
      62|[1.4398640059994747, 0.0475930930364464, 0.3281061861900858, 1.9725532524773688, -0.0873089273210015, 0.0238826734780839, 0.0203537310896851, 0.0126661090193616, 0.0081807243246217, -0.0412188469199057, 0.0280509450705971, -0.0106871670621106, 0.0080758502325674, -0.0430531343318505, 0.0688738396269816, -0.1312454320145489, 0.0257220342436287, -0.0171230873995179, 0.0105037206948317, -0.0808424705440498, 0.0100345184206149, 0.0810524610769269]| 12.1444129943847656|      0.00390625|[5975, 1984, 22, 146]                                                      |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      63|[1.4368214007073716, 0.0463310698647689, 0.3288133581164213, 1.9741352218421864, -0.0876674199021977, 0.0239396616830299, 0.0202182694316172, 0.0131792574006075, 0.0083253942193872, -0.0411568394592048, 0.0275999071929607, -0.0105834584287014, 0.0078882068979772, -0.0432545740858205, 0.0686356011918493, -0.1307124487287803, 0.025499657587207, -0.0170997727672786, 0.0107211554579095, -0.0812583849166237, 0.009777310293876, 0.0810303385284026]| 12.1444058806147996|      0.00781250|[6071, 2016, 23, 149]                                                      |  | trying linear partial model with 49 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=16
      64|[1.4368214007073716, 0.0463310698647689, 0.3288133581164213, 1.9741352218421864, -0.0876674199021977, 0.0239396616830299, 0.0202182694316172, 0.0131792574006075, 0.0083253942193872, -0.0411568394592048, 0.0275999071929607, -0.0105834584287014, 0.0078882068979772, -0.0432545740858205, 0.0686356011918493, -0.1307124487287803, 0.025499657587207, -0.0170997727672786, 0.0107211554579095, -0.0812583849166237, 0.009777310293876, 0.0810303385284026]| 12.1444058806147996|      0.00390625|[6168, 2048, 23, 151]                                                      |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      65|[1.434070357287803, 0.0453115533902269, 0.3295330684800608, 1.9765470344297782, -0.0877408628566448, 0.0237517115293492, 0.0203001442110055, 0.0131339606514606, 0.0081338496403738, -0.0413375223499549, 0.0274486720716648, -0.0106824767191635, 0.0078588756564253, -0.04320248122464, 0.0684120471554737, -0.1306969554676073, 0.0255805703617688, -0.0172860023825844, 0.0104938810522796, -0.0812811930341576, 0.0098935460125669, 0.0809661337868374]| 12.1443977355957031|      0.00781250|[6264, 2080, 23, 153]                                                      |  | trying linear partial model with 49 points | iterate success | actual_k=16
      66|[1.434070357287803, 0.0453115533902269, 0.3295330684800608, 1.9765470344297782, -0.0877408628566448, 0.0237517115293492, 0.0203001442110055, 0.0131339606514606, 0.0081338496403738, -0.0413375223499549, 0.0274486720716648, -0.0106824767191635, 0.0078588756564253, -0.04320248122464, 0.0684120471554737, -0.1306969554676073, 0.0255805703617688, -0.0172860023825844, 0.0104938810522796, -0.0812811930341576, 0.0098935460125669, 0.0809661337868374]| 12.1443977355957031|      0.00390625|[6360, 2112, 23, 155]                                                      |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      67|[1.4312609717129332, 0.0442857273153064, 0.3303578455133014, 1.978729357255865, -0.0877020555207371, 0.0239771311327439, 0.0206822121143812, 0.0131029958814507, 0.0082453124354803, -0.0410572763679232, 0.0276614877080174, -0.0105323887115054, 0.007929955404813, -0.0431613432294536, 0.0686809688209739, -0.1304389872066545, 0.0253655104136565, -0.0175257853589769, 0.0104431474679329, -0.0817176990726327, 0.0097307556341469, 0.0811759652329732]| 12.1443901062011719|      0.00781250|[6456, 2144, 23, 157]                                                      |  | trying linear partial model with 49 points | iterate success | actual_k=16
      68|[1.4312609717129332, 0.0442857273153064, 0.3303578455133014, 1.978729357255865, -0.0877020555207371, 0.0239771311327439, 0.0206822121143812, 0.0131029958814507, 0.0082453124354803, -0.0410572763679232, 0.0276614877080174, -0.0105323887115054, 0.007929955404813, -0.0431613432294536, 0.0686809688209739, -0.1304389872066545, 0.0253655104136565, -0.0175257853589769, 0.0104431474679329, -0.0817176990726327, 0.0097307556341469, 0.0811759652329732]| 12.1443901062011719|      0.00390625|[6552, 2176, 23, 159]                                                      |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      69|[1.428229248547107, 0.043625035758215, 0.3310768675865082, 1.9808096098816772, -0.0878927778136836, 0.0236522547108897, 0.0207623718379401, 0.0129320639053567, 0.0083182487927936, -0.0406854279739018, 0.0273238997054953, -0.0103416098441128, 0.0080381708364531, -0.0427676676387457, 0.068773119864305, -0.1305489733417148, 0.0254990268116847, -0.0176413892189242, 0.0104625919489277, -0.0816272056856376, 0.0097152997800658, 0.0814720965299576]| 12.1443824768066406|      0.00781250|[6648, 2208, 23, 161]                                                      |  | trying linear partial model with 49 points | iterate success | actual_k=16
      70|[1.428229248547107, 0.043625035758215, 0.3310768675865082, 1.9808096098816772, -0.0878927778136836, 0.0236522547108897, 0.0207623718379401, 0.0129320639053567, 0.0083182487927936, -0.0406854279739018, 0.0273238997054953, -0.0103416098441128, 0.0080381708364531, -0.0427676676387457, 0.068773119864305, -0.1305489733417148, 0.0254990268116847, -0.0176413892189242, 0.0104625919489277, -0.0816272056856376, 0.0097152997800658, 0.0814720965299576]| 12.1443824768066406|      0.00390625|[6744, 2240, 23, 163]                                                      |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      71|[1.428229248547107, 0.043625035758215, 0.3310768675865082, 1.9808096098816772, -0.0878927778136836, 0.0236522547108897, 0.0207623718379401, 0.0129320639053567, 0.0083182487927936, -0.0406854279739018, 0.0273238997054953, -0.0103416098441128, 0.0080381708364531, -0.0427676676387457, 0.068773119864305, -0.1305489733417148, 0.0254990268116847, -0.0176413892189242, 0.0104625919489277, -0.0816272056856376, 0.0097152997800658, 0.0814720965299576]| 12.1443824768066406|      0.00195312|[6840, 2272, 23, 165]                                                      |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      72|[1.4270991600887772, 0.0429127250092998, 0.3312216890251742, 1.9821294953558963, -0.0877868899130219, 0.0235637213693809, 0.0205561740109411, 0.0129175873579073, 0.0081961008990021, -0.0405507502731277, 0.0273444015984998, -0.0105948437855402, 0.0081136751454013, -0.0428864623702322, 0.0686692506967338, -0.1304151130241511, 0.0255005917091706, -0.0177900837800564, 0.0104293599002728, -0.0817414716335491, 0.0098502276675437, 0.0815410657482287]| 12.1443790698229321|      0.00390625|[6936, 2304, 24, 168]                                                      |  | trying linear partial model with 49 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=16
      73|[1.4240240978172087, 0.0418327414170749, 0.3320359401981089, 1.983971049337962, -0.0880337853903211, 0.0234138865992202, 0.0205898821444039, 0.0131411801544761, 0.0080446099950536, -0.0403372901830382, 0.0274548840668951, -0.0106323446970587, 0.0077600523988124, -0.0429011914858981, 0.0687306979582011, -0.1304355537521567, 0.0253528812164059, -0.018183236502967, 0.0103218852395478, -0.0816067523558531, 0.0099893979502867, 0.0814385484962893]| 12.1443710327148438|      0.00781250|[7033, 2336, 24, 170]                                                      |  | trying linear partial model with 49 points | iterate success | actual_k=16
      74|[1.4240240978172087, 0.0418327414170749, 0.3320359401981089, 1.983971049337962, -0.0880337853903211, 0.0234138865992202, 0.0205898821444039, 0.0131411801544761, 0.0080446099950536, -0.0403372901830382, 0.0274548840668951, -0.0106323446970587, 0.0077600523988124, -0.0429011914858981, 0.0687306979582011, -0.1304355537521567, 0.0253528812164059, -0.018183236502967, 0.0103218852395478, -0.0816067523558531, 0.0099893979502867, 0.0814385484962893]| 12.1443710327148438|      0.00390625|[7129, 2368, 24, 172]                                                      |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      75|[1.4212559046388267, 0.040845550279074, 0.3328262103000633, 1.9863378859592293, -0.0879717983489375, 0.0237447031130591, 0.0207393826761886, 0.013215240023282, 0.0077351008314541, -0.0405618065563205, 0.0273545692298173, -0.0106888041101023, 0.0077276884661063, -0.0429524166179705, 0.0686475445500185, -0.1302282249652791, 0.0255024842979987, -0.0182392571065498, 0.0102469256598087, -0.0816545306369607, 0.0099184320327704, 0.0814865789535071]| 12.1443634033203125|      0.00781250|[7225, 2400, 24, 174]                                                      |  | trying linear partial model with 49 points | iterate success | actual_k=16
      76|[1.4212559046388267, 0.040845550279074, 0.3328262103000633, 1.9863378859592293, -0.0879717983489375, 0.0237447031130591, 0.0207393826761886, 0.013215240023282, 0.0077351008314541, -0.0405618065563205, 0.0273545692298173, -0.0106888041101023, 0.0077276884661063, -0.0429524166179705, 0.0686475445500185, -0.1302282249652791, 0.0255024842979987, -0.0182392571065498, 0.0102469256598087, -0.0816545306369607, 0.0099184320327704, 0.0814865789535071]| 12.1443634033203125|      0.00390625|[7321, 2432, 24, 176]                                                      |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      77|[1.4181892107194973, 0.0398722588989245, 0.3334216352274888, 1.988255453318792, -0.0882353978704981, 0.0236389113461717, 0.0205863441665625, 0.0128706877166607, 0.0074603683412148, -0.0407523190277527, 0.0274379924311029, -0.0106577176508669, 0.0076973648996314, -0.042885688922501, 0.069018157479604, -0.1302347323799256, 0.0256080579176879, -0.0182519303441105, 0.0098008004012442, -0.0814667435282607, 0.0096325249235912, 0.0812362509766809]| 12.1443557739257812|      0.00781250|[7417, 2464, 24, 178]                                                      |  | trying linear partial model with 49 points | iterate success | actual_k=16
      78|[1.4181892107194973, 0.0398722588989245, 0.3334216352274888, 1.988255453318792, -0.0882353978704981, 0.0236389113461717, 0.0205863441665625, 0.0128706877166607, 0.0074603683412148, -0.0407523190277527, 0.0274379924311029, -0.0106577176508669, 0.0076973648996314, -0.042885688922501, 0.069018157479604, -0.1302347323799256, 0.0256080579176879, -0.0182519303441105, 0.0098008004012442, -0.0814667435282607, 0.0096325249235912, 0.0812362509766809]| 12.1443557739257812|      0.00390625|[7513, 2496, 24, 180]                                                      |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      79|[1.4156399034673948, 0.0390636410256938, 0.3337678044338077, 1.99099721595189, -0.0882793867715694, 0.0235348913089907, 0.0204868044408951, 0.0127617509284012, 0.0072301798247305, -0.0408625773480044, 0.0271462634206369, -0.0106819518543018, 0.0079684114650729, -0.0430464298298043, 0.0690363957179906, -0.1301304801321214, 0.0256439001367979, -0.0184494545717895, 0.0095882576364972, -0.0812423244746091, 0.0098158296568638, 0.0811766569491393]| 12.1443481445312500|      0.00781250|[7609, 2528, 24, 182]                                                      |  | trying linear partial model with 49 points | iterate success | actual_k=16
      80|[1.4156399034673948, 0.0390636410256938, 0.3337678044338077, 1.99099721595189, -0.0882793867715694, 0.0235348913089907, 0.0204868044408951, 0.0127617509284012, 0.0072301798247305, -0.0408625773480044, 0.0271462634206369, -0.0106819518543018, 0.0079684114650729, -0.0430464298298043, 0.0690363957179906, -0.1301304801321214, 0.0256439001367979, -0.0184494545717895, 0.0095882576364972, -0.0812423244746091, 0.0098158296568638, 0.0811766569491393]| 12.1443481445312500|      0.00390625|[7705, 2560, 24, 184]                                                      |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      81|[1.4127728386734357, 0.0376367478216102, 0.334593433933711, 1.9928876134429399, -0.0881921996549195, 0.0235477380700883, 0.020369131002077, 0.0128317996040685, 0.0072869538029721, -0.0404361264681511, 0.0271581156935215, -0.0107988455229802, 0.0076227457725247, -0.0431347438949113, 0.0694367129631606, -0.1300399257262369, 0.0258838995011924, -0.018358645800377, 0.0094334784752271, -0.0811105710874137, 0.0101023400023988, 0.0809841964464553]| 12.1443405151367188|      0.00781250|[7801, 2592, 24, 186]                                                      |  | trying linear partial model with 49 points | iterate success | actual_k=16
      82|[1.4127728386734357, 0.0376367478216102, 0.334593433933711, 1.9928876134429399, -0.0881921996549195, 0.0235477380700883, 0.020369131002077, 0.0128317996040685, 0.0072869538029721, -0.0404361264681511, 0.0271581156935215, -0.0107988455229802, 0.0076227457725247, -0.0431347438949113, 0.0694367129631606, -0.1300399257262369, 0.0258838995011924, -0.018358645800377, 0.0094334784752271, -0.0811105710874137, 0.0101023400023988, 0.0809841964464553]| 12.1443405151367188|      0.00390625|[7897, 2624, 24, 188]                                                      |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      83|[1.4097364740069966, 0.0365648494048508, 0.3352972979888007, 1.994887999539815, -0.0881525088815717, 0.0233938150524361, 0.0203956374757429, 0.0128796954460567, 0.0074824286871364, -0.0404347720472387, 0.0274586035538968, -0.0107611006782112, 0.0076944276628551, -0.0431531511763687, 0.0694264718352101, -0.1301686401828367, 0.0260655902570847, -0.0183161542042595, 0.0095684028100145, -0.0815096020617583, 0.0101229057392644, 0.0809660459557883]| 12.1443328857421875|      0.00781250|[7993, 2656, 24, 190]                                                      |  | trying linear partial model with 49 points | iterate success | actual_k=16
      84|[1.4097364740069966, 0.0365648494048508, 0.3352972979888007, 1.994887999539815, -0.0881525088815717, 0.0233938150524361, 0.0203956374757429, 0.0128796954460567, 0.0074824286871364, -0.0404347720472387, 0.0274586035538968, -0.0107611006782112, 0.0076944276628551, -0.0431531511763687, 0.0694264718352101, -0.1301686401828367, 0.0260655902570847, -0.0183161542042595, 0.0095684028100145, -0.0815096020617583, 0.0101229057392644, 0.0809660459557883]| 12.1443328857421875|      0.00390625|[8089, 2688, 24, 192]                                                      |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      85|[1.4068736110610038, 0.0353903192163512, 0.3359246619310108, 1.997058606221845, -0.0878685046970868, 0.0233571555303151, 0.0204532666536094, 0.0126003623954312, 0.0071226672550936, -0.0404588989168096, 0.0276805470571419, -0.0107218854589104, 0.0077100700477763, -0.0429281755152043, 0.0694056366081313, -0.1300099875707516, 0.0263449013623017, -0.0181512649578995, 0.0094042093758795, -0.0814215930170955, 0.0102508774122597, 0.080930566716668]| 12.1443252563476562|      0.00781250|[8185, 2720, 24, 194]                                                      |  | trying linear partial model with 49 points | iterate success | actual_k=16
      86|[1.4068736110610038, 0.0353903192163512, 0.3359246619310108, 1.997058606221845, -0.0878685046970868, 0.0233571555303151, 0.0204532666536094, 0.0126003623954312, 0.0071226672550936, -0.0404588989168096, 0.0276805470571419, -0.0107218854589104, 0.0077100700477763, -0.0429281755152043, 0.0694056366081313, -0.1300099875707516, 0.0263449013623017, -0.0181512649578995, 0.0094042093758795, -0.0814215930170955, 0.0102508774122597, 0.080930566716668]| 12.1443252563476562|      0.00390625|[8281, 2752, 24, 196]                                                      |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      87|[1.4041930159171931, 0.0341358452483264, 0.3369248751359842, 1.9993019939183827, -0.0882049260314443, 0.0231877867306339, 0.0204080990895631, 0.0125584914058197, 0.0069879526829012, -0.0403762359148459, 0.0277576636153965, -0.0108493355995043, 0.0076733559746275, -0.0430564491396321, 0.0694990624778091, -0.1302531519486389, 0.0264722389911062, -0.0182040920254144, 0.009578351657784, -0.0816645261918382, 0.0099792421990871, 0.0810057746320384]| 12.1443176269531250|      0.00781250|[8377, 2784, 24, 198]                                                      |  | trying linear partial model with 49 points | iterate success | actual_k=16
      88|[1.4041930159171931, 0.0341358452483264, 0.3369248751359842, 1.9993019939183827, -0.0882049260314443, 0.0231877867306339, 0.0204080990895631, 0.0125584914058197, 0.0069879526829012, -0.0403762359148459, 0.0277576636153965, -0.0108493355995043, 0.0076733559746275, -0.0430564491396321, 0.0694990624778091, -0.1302531519486389, 0.0264722389911062, -0.0182040920254144, 0.009578351657784, -0.0816645261918382, 0.0099792421990871, 0.0810057746320384]| 12.1443176269531250|      0.00390625|[8473, 2816, 25, 201]                                                      |  | trying linear partial model with 49 points FAILED TO GET X_HAT, using additional batch call | exploitation failed, decreasing delta | actual_k=16
      89|[1.4015354011422985, 0.0331356445779492, 0.3377734561081764, 2.0018031863569776, -0.0883822695470861, 0.0233668178759022, 0.0203896673631973, 0.0127569112573703, 0.0069952810090212, -0.0403697850112495, 0.027645319518008, -0.0108675800461174, 0.0076168868340875, -0.0431320927444849, 0.0694477849058525, -0.1301566935530707, 0.0264143537534406, -0.0184489641665617, 0.0094589250576651, -0.0817078149976243, 0.0100326223564981, 0.0810022784703277]| 12.1443099975585938|      0.00781250|[8570, 2848, 25, 203]                                                      |  | trying linear partial model with 49 points | iterate success | actual_k=16
      90|[1.4015354011422985, 0.0331356445779492, 0.3377734561081764, 2.0018031863569776, -0.0883822695470861, 0.0233668178759022, 0.0203896673631973, 0.0127569112573703, 0.0069952810090212, -0.0403697850112495, 0.027645319518008, -0.0108675800461174, 0.0076168868340875, -0.0431320927444849, 0.0694477849058525, -0.1301566935530707, 0.0264143537534406, -0.0184489641665617, 0.0094589250576651, -0.0817078149976243, 0.0100326223564981, 0.0810022784703277]| 12.1443099975585938|      0.00390625|[8666, 2880, 25, 205]                                                      |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
