k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|1827.7085714285710765|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3227335903064367, 0.062248548982676, 0.2767356033751801, -0.0554152075776682, 0.1174776286631275, 0.2781941936346051, 0.1218758887096045, -0.1241768205010515, 0.1160724724987837, -0.031507466972235, 0.1747494779000372, 0.1620869470279716, -0.0002523632266793, 0.1216558171755104, 0.1914294869980215, 0.1440597404629181, 0.1418984605480333, 0.1224298486878746, 0.0410498236384135, 0.1674982085462103, 0.0860961262531493, -0.0342338065388359, 0.2463829050460004, 0.0619982239244401, 0.2102178865547441, 0.1130897125014861, 0.1340032559048384, 0.0631144224396768, 0.1374216128344262, 0.0771014013062324, 0.1325803240569181, -0.0382546581546208, 0.1553244219193085, 0.1646138612829483, -0.012407511782939, 0.1498128908452687, 0.0805950626141966, 0.1098421066838434, 0.0642171907193743, 0.0444222349487745, 0.0563321716539971, 0.0325347060142952, -0.057053062352045, -0.0203985414196966, 0.1550229606502085, 0.2156575814967603, 0.294970321462167, -0.0057770923003238, 0.1227621170995449, 0.086897300395583]|1750.4847226995855181|      2.00000000|[49, 16, 1, 2]                                                             |  | used linear model with 65 points | iterate success | actual_k=16
      52|[2.8239981388756643, 3.6089120809370576, 5.057160773691045, 2.867884005226363, 3.497908727159783, 4.1366717047711195, 4.038846932141371, 3.4952312862148025, 4.118291771968109, 3.4414803048264417, 3.260841612326599, 3.386611195291213, 3.9682444917235946, 4.087854534781937, 1.5441502615820135, 3.7883230975931688, 1.5374940773367822, 0.9164155122296777, 2.241923513956644, 1.7580071086286628, 3.0247293890793534, 0.6435051018297723, 4.010224596736003, 2.0360799803852023, 3.040370969449261, 2.2261009320582406, 2.630674474988133, 3.8626308915758982, 5.591376438757834, 4.722841917685242, 3.054876080240684, 2.8344948530453804, 4.1391174851835375, 2.855353594435825, 3.1622256624725362, 4.0276776102967835, 3.0967872519887374, 1.8903308608981038, 4.501377510543791, 4.200430778420654, 4.31558628535878, 1.5865570981000625, 0.508079113595796, 4.181939861683359, 3.0937881380334358, 3.7809111619116105, -0.307491863929413, 3.398183723472044, 2.5429858428508414, 3.2467839079614773]|344.1555444085927888|      1.00000000|[2548, 832, 52, 104]                                                       |  | used linear model with 65 points | iterate success | actual_k=16
      53|[2.8239981388756643, 3.6089120809370576, 5.057160773691045, 2.867884005226363, 3.497908727159783, 4.1366717047711195, 4.038846932141371, 3.4952312862148025, 4.118291771968109, 3.4414803048264417, 3.260841612326599, 3.386611195291213, 3.9682444917235946, 4.087854534781937, 1.5441502615820135, 3.7883230975931688, 1.5374940773367822, 0.9164155122296777, 2.241923513956644, 1.7580071086286628, 3.0247293890793534, 0.6435051018297723, 4.010224596736003, 2.0360799803852023, 3.040370969449261, 2.2261009320582406, 2.630674474988133, 3.8626308915758982, 5.591376438757834, 4.722841917685242, 3.054876080240684, 2.8344948530453804, 4.1391174851835375, 2.855353594435825, 3.1622256624725362, 4.0276776102967835, 3.0967872519887374, 1.8903308608981038, 4.501377510543791, 4.200430778420654, 4.31558628535878, 1.5865570981000625, 0.508079113595796, 4.181939861683359, 3.0937881380334358, 3.7809111619116105, -0.307491863929413, 3.398183723472044, 2.5429858428508414, 3.2467839079614773]|344.1555444085927888|      0.50000000|[2597, 848, 53, 106]                                                       |  | used linear model with 65 points | iterate failure | actual_k=16
      54|[2.8239981388756643, 3.6089120809370576, 5.057160773691045, 2.867884005226363, 3.497908727159783, 4.1366717047711195, 4.038846932141371, 3.4952312862148025, 4.118291771968109, 3.4414803048264417, 3.260841612326599, 3.386611195291213, 3.9682444917235946, 4.087854534781937, 1.5441502615820135, 3.7883230975931688, 1.5374940773367822, 0.9164155122296777, 2.241923513956644, 1.7580071086286628, 3.0247293890793534, 0.6435051018297723, 4.010224596736003, 2.0360799803852023, 3.040370969449261, 2.2261009320582406, 2.630674474988133, 3.8626308915758982, 5.591376438757834, 4.722841917685242, 3.054876080240684, 2.8344948530453804, 4.1391174851835375, 2.855353594435825, 3.1622256624725362, 4.0276776102967835, 3.0967872519887374, 1.8903308608981038, 4.501377510543791, 4.200430778420654, 4.31558628535878, 1.5865570981000625, 0.508079113595796, 4.181939861683359, 3.0937881380334358, 3.7809111619116105, -0.307491863929413, 3.398183723472044, 2.5429858428508414, 3.2467839079614773]|344.1555444085927888|      0.25000000|[2646, 864, 54, 108]                                                       |  | used linear model with 65 points | iterate failure | actual_k=16
      55|[2.833110265443974, 3.6283739730569637, 5.039732626750599, 2.902521772210239, 3.500117642440256, 4.141409947807397, 4.047637567269094, 3.553153890187151, 4.112174419668824, 3.449300708191817, 3.2778848408227295, 3.400718871748532, 3.969522388404422, 4.093175727533306, 1.4373643062877535, 3.7862205839491905, 1.460440043719443, 0.9618837842423061, 2.2399184332416087, 1.7484190645742355, 3.023972252021025, 0.6583979769192051, 4.034123512722908, 1.9259953931167975, 3.055742970710197, 2.207474039710687, 2.661260598801407, 3.8765726400637557, 5.596880523469244, 4.7261485105644745, 3.083002957574177, 2.876054172919774, 4.12804202022221, 2.8652801179216905, 3.2056105699015376, 4.03510546015562, 3.117841343458406, 1.9229496641576176, 4.501570892106251, 4.1872315787520495, 4.3312831810473735, 1.617265003043459, 0.5251975909689529, 4.177608896539007, 3.1297312258596492, 3.8470827227253026, -0.3763366475529518, 3.3859499640951545, 2.5390134489957683, 3.3088078832873404]|341.1019608114617654|      0.50000000|[2695, 880, 55, 110]                                                       |  | used linear model with 65 points | iterate success | actual_k=16
      56|[2.882660490285595, 3.641077021767777, 5.025437744332858, 2.946503209744578, 3.5186538539432926, 4.145488158246904, 4.19550077409692, 3.6810124724298485, 4.161895142832299, 3.388911714845144, 3.4193520582563814, 3.550334426067213, 4.01926275294161, 4.104969949355079, 1.52090872515623, 3.765984220130056, 1.572356452009624, 0.9715676363622108, 2.402457804437413, 1.6907833788774789, 3.0179836004489413, 0.6694403403330199, 4.107607347509949, 2.0181040079393484, 3.097276324331781, 2.149285711499006, 2.7049945618618656, 3.9444220545776743, 5.564323605118213, 4.756732079302556, 3.16404719237959, 2.9185689648222906, 4.135049514290269, 2.844466164156848, 3.2586834970563245, 4.023489856881973, 3.2010477029227373, 2.022877838502959, 4.465628488566438, 4.2321285542444445, 4.441457564851029, 1.712103057164344, 0.6389935661117095, 4.114267360194969, 3.175312954953, 3.8856198942447775, -0.3403926677874331, 3.4189178786937933, 2.5762947501475364, 3.2827725132021133]|332.8718503885552309|      1.00000000|[2744, 896, 56, 112]                                                       |  | used linear model with 65 points | iterate success | actual_k=16
      57|[2.882660490285595, 3.641077021767777, 5.025437744332858, 2.946503209744578, 3.5186538539432926, 4.145488158246904, 4.19550077409692, 3.6810124724298485, 4.161895142832299, 3.388911714845144, 3.4193520582563814, 3.550334426067213, 4.01926275294161, 4.104969949355079, 1.52090872515623, 3.765984220130056, 1.572356452009624, 0.9715676363622108, 2.402457804437413, 1.6907833788774789, 3.0179836004489413, 0.6694403403330199, 4.107607347509949, 2.0181040079393484, 3.097276324331781, 2.149285711499006, 2.7049945618618656, 3.9444220545776743, 5.564323605118213, 4.756732079302556, 3.16404719237959, 2.9185689648222906, 4.135049514290269, 2.844466164156848, 3.2586834970563245, 4.023489856881973, 3.2010477029227373, 2.022877838502959, 4.465628488566438, 4.2321285542444445, 4.441457564851029, 1.712103057164344, 0.6389935661117095, 4.114267360194969, 3.175312954953, 3.8856198942447775, -0.3403926677874331, 3.4189178786937933, 2.5762947501475364, 3.2827725132021133]|332.8718503885552309|      0.50000000|[2793, 912, 57, 114]                                                       |  | used linear model with 65 points | iterate failure | actual_k=16
      58|[2.882660490285595, 3.641077021767777, 5.025437744332858, 2.946503209744578, 3.5186538539432926, 4.145488158246904, 4.19550077409692, 3.6810124724298485, 4.161895142832299, 3.388911714845144, 3.4193520582563814, 3.550334426067213, 4.01926275294161, 4.104969949355079, 1.52090872515623, 3.765984220130056, 1.572356452009624, 0.9715676363622108, 2.402457804437413, 1.6907833788774789, 3.0179836004489413, 0.6694403403330199, 4.107607347509949, 2.0181040079393484, 3.097276324331781, 2.149285711499006, 2.7049945618618656, 3.9444220545776743, 5.564323605118213, 4.756732079302556, 3.16404719237959, 2.9185689648222906, 4.135049514290269, 2.844466164156848, 3.2586834970563245, 4.023489856881973, 3.2010477029227373, 2.022877838502959, 4.465628488566438, 4.2321285542444445, 4.441457564851029, 1.712103057164344, 0.6389935661117095, 4.114267360194969, 3.175312954953, 3.8856198942447775, -0.3403926677874331, 3.4189178786937933, 2.5762947501475364, 3.2827725132021133]|332.8718503885552309|      0.25000000|[2842, 928, 58, 116]                                                       |  | used linear model with 65 points | iterate failure | actual_k=16
      59|[2.8985265314726543, 3.6838081476270577, 5.012294706216565, 2.974924891028104, 3.5242802601418135, 4.154609148828356, 4.229902754499605, 3.7238241614245147, 4.15743173096786, 3.4378660572683217, 3.428150328118827, 3.5932658158959465, 4.025966681353341, 4.12980398502977, 1.4362492927608626, 3.800707872273106, 1.5209907122280018, 0.9918985146277435, 2.4224181729847527, 1.7194430183713492, 3.0099240722152403, 0.7108702879596782, 4.092368984909854, 1.960151382533901, 3.1186414652651213, 2.1353975914227163, 2.749829270172006, 3.9716563529704025, 5.544483815244943, 4.732950295066891, 3.252883138589655, 2.958049648244972, 4.118854189277741, 2.7927541859383953, 3.2765240940033515, 4.070621013062905, 3.240545904774799, 2.0627847817255205, 4.452957014252184, 4.265953162263361, 4.417910676886411, 1.7038849470914903, 0.650660271659384, 4.0951340139322205, 3.212925140679966, 3.920556286510062, -0.392296879959991, 3.4514390903660677, 2.6213331287764112, 3.286154685229371]|329.1098248675257310|      0.50000000|[2891, 944, 59, 118]                                                       |  | used linear model with 65 points | iterate success | actual_k=16
      60|[3.0230751588173397, 3.5831811700847083, 5.034894784059966, 3.0340958941586145, 3.527478558057493, 4.236106303661049, 4.29318155227248, 3.823722440993516, 4.18798670423399, 3.361291936416263, 3.4931862883896416, 3.614134836727988, 3.997028437513041, 4.159862794354244, 1.3897574889239548, 3.8355276410703425, 1.541149034574412, 0.9138836962203956, 2.600915661086515, 1.8000285330667354, 3.015776571767031, 0.8322071705759698, 4.1166967886808905, 1.8665868054847456, 3.2206092032800027, 2.1811980615688555, 2.7396980200843335, 3.9704858884323584, 5.517967205724661, 4.728466703801551, 3.311261015080678, 2.9637489667798285, 4.25133640154394, 2.797433199956436, 3.324851410389576, 4.1894715005990575, 3.263084562470233, 2.0598982754227673, 4.452489511133289, 4.3167597125486035, 4.559772017166642, 1.7896432380125502, 0.6434662169216087, 4.125486419892662, 3.354701576506332, 3.976362412610824, -0.3671990961149356, 3.4874568615746107, 2.7031635809502843, 3.2857723373545715]|322.9083790413956763|      1.00000000|[2940, 960, 60, 120]                                                       |  | used linear model with 65 points | iterate success | actual_k=16
      61|[3.0230751588173397, 3.5831811700847083, 5.034894784059966, 3.0340958941586145, 3.527478558057493, 4.236106303661049, 4.29318155227248, 3.823722440993516, 4.18798670423399, 3.361291936416263, 3.4931862883896416, 3.614134836727988, 3.997028437513041, 4.159862794354244, 1.3897574889239548, 3.8355276410703425, 1.541149034574412, 0.9138836962203956, 2.600915661086515, 1.8000285330667354, 3.015776571767031, 0.8322071705759698, 4.1166967886808905, 1.8665868054847456, 3.2206092032800027, 2.1811980615688555, 2.7396980200843335, 3.9704858884323584, 5.517967205724661, 4.728466703801551, 3.311261015080678, 2.9637489667798285, 4.25133640154394, 2.797433199956436, 3.324851410389576, 4.1894715005990575, 3.263084562470233, 2.0598982754227673, 4.452489511133289, 4.3167597125486035, 4.559772017166642, 1.7896432380125502, 0.6434662169216087, 4.125486419892662, 3.354701576506332, 3.976362412610824, -0.3671990961149356, 3.4874568615746107, 2.7031635809502843, 3.2857723373545715]|322.9083790413956763|      0.50000000|[2989, 976, 61, 122]                                                       |  | used linear model with 65 points | iterate failure | actual_k=16
      62|[3.0230751588173397, 3.5831811700847083, 5.034894784059966, 3.0340958941586145, 3.527478558057493, 4.236106303661049, 4.29318155227248, 3.823722440993516, 4.18798670423399, 3.361291936416263, 3.4931862883896416, 3.614134836727988, 3.997028437513041, 4.159862794354244, 1.3897574889239548, 3.8355276410703425, 1.541149034574412, 0.9138836962203956, 2.600915661086515, 1.8000285330667354, 3.015776571767031, 0.8322071705759698, 4.1166967886808905, 1.8665868054847456, 3.2206092032800027, 2.1811980615688555, 2.7396980200843335, 3.9704858884323584, 5.517967205724661, 4.728466703801551, 3.311261015080678, 2.9637489667798285, 4.25133640154394, 2.797433199956436, 3.324851410389576, 4.1894715005990575, 3.263084562470233, 2.0598982754227673, 4.452489511133289, 4.3167597125486035, 4.559772017166642, 1.7896432380125502, 0.6434662169216087, 4.125486419892662, 3.354701576506332, 3.976362412610824, -0.3671990961149356, 3.4874568615746107, 2.7031635809502843, 3.2857723373545715]|322.9083790413956763|      0.25000000|[3038, 992, 62, 124]                                                       |  | used linear model with 65 points | iterate failure | actual_k=16
      63|[3.0902788260682956, 3.667389122266137, 5.093331504227221, 3.031250668666141, 3.5573854202398345, 4.268302160576918, 4.275834585635677, 3.8448817763940126, 4.233620245057904, 3.395585653857915, 3.460218243434373, 3.629297708391548, 4.029886773586217, 4.202610514355657, 1.4564623056014143, 3.835669707687385, 1.5241675124336922, 0.9060980887567661, 2.642977646589298, 1.8057991992968696, 3.0172608185609024, 0.8724549583795573, 4.112225234339706, 1.8799279591479563, 3.246701848793449, 2.128071727661545, 2.7378564283102778, 4.0347369538408255, 5.529420638039123, 4.7103812067114115, 3.3394444067378166, 2.995264704100618, 4.2648196727130685, 2.7774558563784724, 3.357507918022339, 4.18836638703791, 3.295662973981169, 2.0878682668555792, 4.442123842326219, 4.354039404895598, 4.550663956583891, 1.7983869224836462, 0.6054613167105505, 4.184482384463693, 3.3996426733310026, 4.012380537710346, -0.3081825759294546, 3.4519439319589647, 2.731421688486817, 3.294294519128634]|319.3400169502114068|      0.50000000|[3087, 1008, 63, 126]                                                      |  | used linear model with 65 points | iterate success | actual_k=16
      64|[3.129996928828514, 3.7188779150595117, 5.08726261353376, 3.016096806676375, 3.5582599454478667, 4.235205445966315, 4.349282780009179, 3.853154279697971, 4.310744423361284, 3.49315266052508, 3.552094465406613, 3.6684159033183477, 4.0622656523858724, 4.1644237195891876, 1.4514981963278164, 3.9189811853801024, 1.638980793652606, 0.8982066267157461, 2.6774720129463363, 1.879596119253521, 2.9595654398980407, 1.0173615947867038, 4.191495410143944, 1.9354276441777392, 3.314423506039673, 2.208985756948676, 2.7988112174691357, 4.034177283417281, 5.474915641786251, 4.677070950237153, 3.4356874351071562, 3.1141679146682764, 4.318382148650385, 2.8212362785265315, 3.4593860872995483, 4.188983156791335, 3.3869979360274574, 2.1507698380381974, 4.458494981878267, 4.392394237599445, 4.55063098815443, 1.867158468408393, 0.5344309134040055, 4.165589905524074, 3.4016430267190114, 4.004503457580551, -0.1915205663792121, 3.4887317158810913, 2.962995285251295, 3.2823311840714497]|312.4460347468232158|      1.00000000|[3136, 1024, 64, 128]                                                      |  | used linear model with 65 points | iterate success | actual_k=16
      65|[3.129996928828514, 3.7188779150595117, 5.08726261353376, 3.016096806676375, 3.5582599454478667, 4.235205445966315, 4.349282780009179, 3.853154279697971, 4.310744423361284, 3.49315266052508, 3.552094465406613, 3.6684159033183477, 4.0622656523858724, 4.1644237195891876, 1.4514981963278164, 3.9189811853801024, 1.638980793652606, 0.8982066267157461, 2.6774720129463363, 1.879596119253521, 2.9595654398980407, 1.0173615947867038, 4.191495410143944, 1.9354276441777392, 3.314423506039673, 2.208985756948676, 2.7988112174691357, 4.034177283417281, 5.474915641786251, 4.677070950237153, 3.4356874351071562, 3.1141679146682764, 4.318382148650385, 2.8212362785265315, 3.4593860872995483, 4.188983156791335, 3.3869979360274574, 2.1507698380381974, 4.458494981878267, 4.392394237599445, 4.55063098815443, 1.867158468408393, 0.5344309134040055, 4.165589905524074, 3.4016430267190114, 4.004503457580551, -0.1915205663792121, 3.4887317158810913, 2.962995285251295, 3.2823311840714497]|312.4460347468232158|      0.50000000|[3185, 1040, 65, 130]                                                      |  | used linear model with 65 points | iterate failure | actual_k=16
      66|[3.129996928828514, 3.7188779150595117, 5.08726261353376, 3.016096806676375, 3.5582599454478667, 4.235205445966315, 4.349282780009179, 3.853154279697971, 4.310744423361284, 3.49315266052508, 3.552094465406613, 3.6684159033183477, 4.0622656523858724, 4.1644237195891876, 1.4514981963278164, 3.9189811853801024, 1.638980793652606, 0.8982066267157461, 2.6774720129463363, 1.879596119253521, 2.9595654398980407, 1.0173615947867038, 4.191495410143944, 1.9354276441777392, 3.314423506039673, 2.208985756948676, 2.7988112174691357, 4.034177283417281, 5.474915641786251, 4.677070950237153, 3.4356874351071562, 3.1141679146682764, 4.318382148650385, 2.8212362785265315, 3.4593860872995483, 4.188983156791335, 3.3869979360274574, 2.1507698380381974, 4.458494981878267, 4.392394237599445, 4.55063098815443, 1.867158468408393, 0.5344309134040055, 4.165589905524074, 3.4016430267190114, 4.004503457580551, -0.1915205663792121, 3.4887317158810913, 2.962995285251295, 3.2823311840714497]|312.4460347468232158|      0.25000000|[3234, 1056, 66, 132]                                                      |  | used linear model with 65 points | iterate failure | actual_k=16
      67|[3.157268420968451, 3.7574273046963884, 5.118882071823339, 3.031823734106269, 3.523460983958322, 4.200235718914797, 4.32430583979727, 3.8402485865885376, 4.307134913579127, 3.540109860809525, 3.5563767454771256, 3.6543994458819387, 4.076331328539005, 4.191909266079778, 1.3321427457145572, 3.916203665330023, 1.5471530713290114, 0.9076083292226003, 2.668712362913933, 1.9315201816336696, 2.950833587148419, 1.03085039378863, 4.1580719123583805, 1.8867129572889358, 3.3190733750315906, 2.2235918631136133, 2.8036177173078856, 4.042604357708741, 5.447193048025655, 4.648369536252685, 3.432060800231184, 3.130627392588378, 4.3165197798052315, 2.828326935714668, 3.4836544108475156, 4.205210215673178, 3.3583917236820953, 2.1901191612574022, 4.438423422986064, 4.384265177575149, 4.489774264343296, 1.9122950121726152, 0.5993063952318539, 4.168122253648822, 3.411335117619823, 4.002227670785272, -0.2714306606706691, 3.4735198592363425, 2.950539587442223, 3.2638162981345684]|310.9186055989022748|      0.50000000|[3283, 1072, 67, 134]                                                      |  | used linear model with 65 points | iterate success | actual_k=16
      68|[3.1544483047598604, 3.7822102033344898, 5.089529983131214, 3.1160626874026804, 3.4423128514924386, 4.307260500034319, 4.24349448009967, 3.8929465675933894, 4.266032458434345, 3.5448714730467628, 3.6084960302183196, 3.7091267389085503, 4.102339022720143, 4.225999050492621, 1.3580845769672214, 4.03738429283151, 1.5777128052130192, 0.9938729545058786, 2.601350513723583, 1.8581837950699096, 2.938354952351537, 1.2154982933675347, 4.188298433581874, 1.9227751937377178, 3.3201662931244273, 2.123881173478579, 2.7886032023243135, 4.033837031267854, 5.564626747396199, 4.703622165057934, 3.4559008666370605, 3.22363430132937, 4.320782294041497, 2.8436419133443342, 3.624333904216354, 4.183418053007005, 3.3928147741125625, 2.3023316440720123, 4.418912347417852, 4.392659929408954, 4.5008674001255295, 1.9667454324240279, 0.5206343694356803, 4.272831746763336, 3.4215223552509983, 4.021282363823995, -0.0874353880562654, 3.414440327009975, 3.019110400436277, 3.2340052215757997]|305.0058407338096913|      1.00000000|[3332, 1088, 68, 136]                                                      |  | used linear model with 65 points | iterate success | actual_k=16
      69|[3.1544483047598604, 3.7822102033344898, 5.089529983131214, 3.1160626874026804, 3.4423128514924386, 4.307260500034319, 4.24349448009967, 3.8929465675933894, 4.266032458434345, 3.5448714730467628, 3.6084960302183196, 3.7091267389085503, 4.102339022720143, 4.225999050492621, 1.3580845769672214, 4.03738429283151, 1.5777128052130192, 0.9938729545058786, 2.601350513723583, 1.8581837950699096, 2.938354952351537, 1.2154982933675347, 4.188298433581874, 1.9227751937377178, 3.3201662931244273, 2.123881173478579, 2.7886032023243135, 4.033837031267854, 5.564626747396199, 4.703622165057934, 3.4559008666370605, 3.22363430132937, 4.320782294041497, 2.8436419133443342, 3.624333904216354, 4.183418053007005, 3.3928147741125625, 2.3023316440720123, 4.418912347417852, 4.392659929408954, 4.5008674001255295, 1.9667454324240279, 0.5206343694356803, 4.272831746763336, 3.4215223552509983, 4.021282363823995, -0.0874353880562654, 3.414440327009975, 3.019110400436277, 3.2340052215757997]|305.0058407338096913|      0.50000000|[3381, 1104, 69, 138]                                                      |  | used linear model with 65 points | iterate failure | actual_k=16
      70|[3.1544483047598604, 3.7822102033344898, 5.089529983131214, 3.1160626874026804, 3.4423128514924386, 4.307260500034319, 4.24349448009967, 3.8929465675933894, 4.266032458434345, 3.5448714730467628, 3.6084960302183196, 3.7091267389085503, 4.102339022720143, 4.225999050492621, 1.3580845769672214, 4.03738429283151, 1.5777128052130192, 0.9938729545058786, 2.601350513723583, 1.8581837950699096, 2.938354952351537, 1.2154982933675347, 4.188298433581874, 1.9227751937377178, 3.3201662931244273, 2.123881173478579, 2.7886032023243135, 4.033837031267854, 5.564626747396199, 4.703622165057934, 3.4559008666370605, 3.22363430132937, 4.320782294041497, 2.8436419133443342, 3.624333904216354, 4.183418053007005, 3.3928147741125625, 2.3023316440720123, 4.418912347417852, 4.392659929408954, 4.5008674001255295, 1.9667454324240279, 0.5206343694356803, 4.272831746763336, 3.4215223552509983, 4.021282363823995, -0.0874353880562654, 3.414440327009975, 3.019110400436277, 3.2340052215757997]|305.0058407338096913|      0.25000000|[3430, 1120, 70, 140]                                                      |  | used linear model with 65 points | iterate failure | actual_k=16
      71|[3.13423880110197, 3.8379320412710687, 5.100245174305206, 3.120306861632499, 3.43400831461513, 4.315747858152675, 4.322134419508978, 3.8754054041729464, 4.246712971924009, 3.5003084493435015, 3.5758151883996945, 3.757374452351186, 4.070636704543366, 4.224816574835074, 1.2886456002030826, 4.058851517564015, 1.520543246818869, 1.0411293419712626, 2.6322528693914022, 1.836759823884076, 2.9455184279853786, 1.2464713161458345, 4.202647775418923, 1.8544104281263478, 3.3621470553699146, 2.133973026021311, 2.8196584537868827, 3.9898984580527417, 5.555267869392669, 4.717847604813275, 3.4880470305231506, 3.269853699405027, 4.391672052081795, 2.896945033749867, 3.6423676134137803, 4.1481186083051735, 3.4530411957812155, 2.299345007420194, 4.41310169890637, 4.403129075689726, 4.506147607152556, 1.9612664809446811, 0.554940480318833, 4.277258328686179, 3.4218754924394283, 4.062139138396294, -0.1351268446662253, 3.4291137185346194, 3.0110284074681726, 3.2126504732070007]|303.3238305146387006|      0.50000000|[3479, 1136, 71, 142]                                                      |  | used linear model with 65 points | iterate success | actual_k=16
      72|[3.26157711884327, 3.9826698531056977, 5.076071447796258, 3.2121092817657084, 3.484170785278563, 4.339065902119068, 4.390722705409552, 3.955825881523938, 4.3369630239316725, 3.565582012811662, 3.6393894281556234, 3.8577541907578707, 4.075340614103694, 4.141364519212449, 1.3635386107051861, 4.009418770117037, 1.6929748973992107, 1.101521665474385, 2.733542170208279, 1.8334224257039724, 3.0293284697390277, 1.332604489320142, 4.229536246606929, 1.8775090506326073, 3.4031474495851772, 2.1043963510333743, 2.8779490553729894, 4.004542492092752, 5.605268969529519, 4.701785865615578, 3.491945456876623, 3.325760369913002, 4.457571341254465, 2.8815677701732803, 3.7709666119821, 4.173408850782102, 3.390598623339789, 2.262454519471688, 4.416488405725114, 4.461697014670382, 4.599528832998958, 2.0855499974007055, 0.4446099699466081, 4.22411918607535, 3.4290355692291246, 4.141946736362883, -0.1232992840746717, 3.4467181318986833, 3.0139183857725773, 3.2232685740184324]|298.7778302817089866|      1.00000000|[3528, 1152, 72, 144]                                                      |  | used linear model with 65 points | iterate success | actual_k=16
      73|[3.26157711884327, 3.9826698531056977, 5.076071447796258, 3.2121092817657084, 3.484170785278563, 4.339065902119068, 4.390722705409552, 3.955825881523938, 4.3369630239316725, 3.565582012811662, 3.6393894281556234, 3.8577541907578707, 4.075340614103694, 4.141364519212449, 1.3635386107051861, 4.009418770117037, 1.6929748973992107, 1.101521665474385, 2.733542170208279, 1.8334224257039724, 3.0293284697390277, 1.332604489320142, 4.229536246606929, 1.8775090506326073, 3.4031474495851772, 2.1043963510333743, 2.8779490553729894, 4.004542492092752, 5.605268969529519, 4.701785865615578, 3.491945456876623, 3.325760369913002, 4.457571341254465, 2.8815677701732803, 3.7709666119821, 4.173408850782102, 3.390598623339789, 2.262454519471688, 4.416488405725114, 4.461697014670382, 4.599528832998958, 2.0855499974007055, 0.4446099699466081, 4.22411918607535, 3.4290355692291246, 4.141946736362883, -0.1232992840746717, 3.4467181318986833, 3.0139183857725773, 3.2232685740184324]|298.7778302817089866|      0.50000000|[3577, 1168, 73, 146]                                                      |  | used linear model with 65 points | iterate failure | actual_k=16
      74|[3.26157711884327, 3.9826698531056977, 5.076071447796258, 3.2121092817657084, 3.484170785278563, 4.339065902119068, 4.390722705409552, 3.955825881523938, 4.3369630239316725, 3.565582012811662, 3.6393894281556234, 3.8577541907578707, 4.075340614103694, 4.141364519212449, 1.3635386107051861, 4.009418770117037, 1.6929748973992107, 1.101521665474385, 2.733542170208279, 1.8334224257039724, 3.0293284697390277, 1.332604489320142, 4.229536246606929, 1.8775090506326073, 3.4031474495851772, 2.1043963510333743, 2.8779490553729894, 4.004542492092752, 5.605268969529519, 4.701785865615578, 3.491945456876623, 3.325760369913002, 4.457571341254465, 2.8815677701732803, 3.7709666119821, 4.173408850782102, 3.390598623339789, 2.262454519471688, 4.416488405725114, 4.461697014670382, 4.599528832998958, 2.0855499974007055, 0.4446099699466081, 4.22411918607535, 3.4290355692291246, 4.141946736362883, -0.1232992840746717, 3.4467181318986833, 3.0139183857725773, 3.2232685740184324]|298.7778302817089866|      0.25000000|[3626, 1184, 74, 148]                                                      |  | used linear model with 65 points | iterate failure | actual_k=16
      75|[3.1896725691082692, 3.9612151065303256, 5.128108338062907, 3.2179669302333997, 3.4845857998282184, 4.333528408236587, 4.450439033903544, 3.9929978175379595, 4.335588460411917, 3.5914927595072794, 3.6708688759241266, 3.8768062662221094, 4.101420832078483, 4.120657113210748, 1.273189002840352, 4.021002264933243, 1.6127225086218528, 1.1366473918251134, 2.7708210660432497, 1.8727241180549428, 3.0041378182405345, 1.3578214028377569, 4.240217828567357, 1.78241182259404, 3.4092630713371843, 2.0844511206888483, 2.8631997128531275, 4.038419993611742, 5.596119795453746, 4.708177245786387, 3.5221104690863005, 3.348932830135649, 4.44337876630378, 2.911117182989767, 3.7556267708445925, 4.184848432841358, 3.4575077692280467, 2.2513075700385663, 4.398842503763358, 4.4453532650589125, 4.597123685134192, 2.12092742848654, 0.4562390586593514, 4.193279989203157, 3.3894348245953188, 4.169651314031494, -0.154531380225615, 3.441127175575868, 2.993827310701176, 3.198842958204456]|297.3691231902051300|      0.50000000|[3675, 1200, 75, 150]                                                      |  | used linear model with 65 points | iterate success | actual_k=16
