k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|1827.7085714285710765|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3165185323767452, 0.0719402850292479, 0.275929785603752, -0.0605771601049204, 0.1147272189278594, 0.2765755826888903, 0.1289519058643624, -0.1334616958483961, 0.1297767166446288, -0.0382273049785704, 0.1798925354309551, 0.1524872283996202, 0.0243710040217152, 0.1343172964459214, 0.2006848640511697, 0.1306467777519977, 0.1401339874153007, 0.1031895074187821, 0.0465398048668324, 0.1615653937573844, 0.0880012440550657, -0.039292425619406, 0.2459284395249146, 0.0739878921432009, 0.2299943070499793, 0.1086706513113448, 0.1309939600211478, 0.0731321379806967, 0.1175509501193931, 0.065217231991396, 0.1181860207585549, -0.0370573922361149, 0.129084528864177, 0.1731935027071087, -0.0092019645021534, 0.1608096261392234, 0.0683725481896133, 0.0936108894550654, 0.068763296583671, 0.0503959592841114, 0.061166705337098, 0.0446148715328259, -0.0340145960074279, -0.0272330625855491, 0.1300033910678946, 0.2025558873821739, 0.3194234578593533, -0.0137009707745335, 0.1320420405905694, 0.0888421776493632]|1750.4231589119674481|      2.00000000|[57, 8, 1, 5]                                                              |  | used linear model with 65 points | iterate success | actual_k=2
      39|[3.0871966429676796, 3.779305868355352, 5.568456668962997, 3.38717227551449, 3.0798765679932183, 3.2051601037955177, 4.1546198043309515, 5.006589192547276, 2.7713907325377534, 4.117206512955346, 3.926067550477099, 3.8584982174400255, 3.6428504456596413, 3.571770137732163, 0.9399474105691419, 4.043116627937243, 1.7444601379661442, 1.689368845825756, 1.87926290372112, 1.2942059758554194, 4.034820440459077, 3.2408274644752733, 3.135016674547823, 0.3624787889555935, 4.294083500916558, 1.352747372622005, 2.6337298847437363, 4.263027020851073, 3.0972958307215204, 4.605564166784815, 4.013012099562782, 1.7816590449729868, 2.5890390786408752, 2.898821126718473, 4.3705435200257305, 4.061490588254362, 2.715928955772395, 2.9872699306795547, 3.459122374747531, 4.197443233030247, 3.3333574000783184, 2.729721991532728, 0.9872677419147449, 3.6727387061304366, 4.141956842865496, 4.559507106426284, 1.4688763229422932, 2.5443678268573393, 3.226173435784734, 2.7847271084671843]|331.2214944905089737|      0.50000000|[2223, 312, 39, 195]                                                       |  | used linear model with 65 points | iterate failure | actual_k=2
      40|[3.212813841462038, 3.683133633968147, 5.6078392765235145, 3.3772673799873583, 3.0656728022897357, 3.274299212309133, 4.1914119624475985, 4.88834259516618, 2.857166322623598, 4.130210246544311, 4.036700798512105, 3.8119765863819555, 3.7409274989291794, 3.668322728905627, 0.9763731666443091, 4.073665227693326, 1.7778586577704967, 1.7974838225617176, 1.9643275040366277, 1.183563978590445, 4.021178071174645, 3.10075069801986, 3.1467279159018036, 0.3736905016016345, 4.290717362225174, 1.4082537389698109, 2.7304507011706143, 4.2939548928083315, 3.2083095739365333, 4.640378353334754, 3.996649730167733, 1.915203589859609, 2.62526919263232, 2.9755533687666005, 4.377815393935033, 4.0218214649540105, 2.792115164332765, 3.036360224542993, 3.4514276701428495, 4.3353029979324305, 3.3653948352194845, 2.7221898762738554, 1.0476851022434788, 3.7335826920264417, 4.1648336686641505, 4.53560417932112, 1.5105171647183149, 2.6467703737257073, 3.280716706112553, 2.825311100727197]|322.8574638264427108|      1.00000000|[2280, 320, 40, 200]                                                       |  | used linear model with 65 points | iterate success | actual_k=2
      41|[3.212813841462038, 3.683133633968147, 5.6078392765235145, 3.3772673799873583, 3.0656728022897357, 3.274299212309133, 4.1914119624475985, 4.88834259516618, 2.857166322623598, 4.130210246544311, 4.036700798512105, 3.8119765863819555, 3.7409274989291794, 3.668322728905627, 0.9763731666443091, 4.073665227693326, 1.7778586577704967, 1.7974838225617176, 1.9643275040366277, 1.183563978590445, 4.021178071174645, 3.10075069801986, 3.1467279159018036, 0.3736905016016345, 4.290717362225174, 1.4082537389698109, 2.7304507011706143, 4.2939548928083315, 3.2083095739365333, 4.640378353334754, 3.996649730167733, 1.915203589859609, 2.62526919263232, 2.9755533687666005, 4.377815393935033, 4.0218214649540105, 2.792115164332765, 3.036360224542993, 3.4514276701428495, 4.3353029979324305, 3.3653948352194845, 2.7221898762738554, 1.0476851022434788, 3.7335826920264417, 4.1648336686641505, 4.53560417932112, 1.5105171647183149, 2.6467703737257073, 3.280716706112553, 2.825311100727197]|322.8574638264427108|      0.50000000|[2337, 328, 41, 205]                                                       |  | used linear model with 65 points | iterate failure | actual_k=2
      42|[3.3434589783008106, 3.7356592892789133, 5.570452127928383, 3.433765816442682, 3.048322073967909, 3.336647862230952, 4.20588517349757, 4.783475223713421, 2.82455484233939, 4.041409345910225, 4.05184656375706, 3.873841545368655, 3.787368237556057, 3.6954972837655906, 1.0272180859795492, 4.181152940503914, 1.774933727404576, 1.802941260954415, 2.12202571938805, 1.2347246523328452, 3.976381414869517, 3.0701141564156003, 3.1490889451216963, 0.4584658655581974, 4.40683782882292, 1.5224363798376521, 2.7949736597945636, 4.380790255267232, 3.2653900318084226, 4.638020752997926, 4.034654456844949, 2.061638174600095, 2.7190179046407614, 3.0123347239986, 4.408759654557016, 4.100386021519798, 2.8769258468597783, 3.093524177358825, 3.504448010609593, 4.386775699199087, 3.477177197974509, 2.784530100233037, 1.1510611128803283, 3.804911296133115, 4.160386567930023, 4.57459849564479, 1.5575550646326177, 2.6901078765771462, 3.365032039675781, 2.8298563458764536]|314.9369023329900301|      1.00000000|[2394, 336, 42, 210]                                                       |  | used linear model with 65 points | iterate success | actual_k=2
      43|[3.3434589783008106, 3.7356592892789133, 5.570452127928383, 3.433765816442682, 3.048322073967909, 3.336647862230952, 4.20588517349757, 4.783475223713421, 2.82455484233939, 4.041409345910225, 4.05184656375706, 3.873841545368655, 3.787368237556057, 3.6954972837655906, 1.0272180859795492, 4.181152940503914, 1.774933727404576, 1.802941260954415, 2.12202571938805, 1.2347246523328452, 3.976381414869517, 3.0701141564156003, 3.1490889451216963, 0.4584658655581974, 4.40683782882292, 1.5224363798376521, 2.7949736597945636, 4.380790255267232, 3.2653900318084226, 4.638020752997926, 4.034654456844949, 2.061638174600095, 2.7190179046407614, 3.0123347239986, 4.408759654557016, 4.100386021519798, 2.8769258468597783, 3.093524177358825, 3.504448010609593, 4.386775699199087, 3.477177197974509, 2.784530100233037, 1.1510611128803283, 3.804911296133115, 4.160386567930023, 4.57459849564479, 1.5575550646326177, 2.6901078765771462, 3.365032039675781, 2.8298563458764536]|314.9369023329900301|      0.50000000|[2451, 344, 43, 215]                                                       |  | used linear model with 65 points | iterate failure | actual_k=2
      44|[3.3434589783008106, 3.7356592892789133, 5.570452127928383, 3.433765816442682, 3.048322073967909, 3.336647862230952, 4.20588517349757, 4.783475223713421, 2.82455484233939, 4.041409345910225, 4.05184656375706, 3.873841545368655, 3.787368237556057, 3.6954972837655906, 1.0272180859795492, 4.181152940503914, 1.774933727404576, 1.802941260954415, 2.12202571938805, 1.2347246523328452, 3.976381414869517, 3.0701141564156003, 3.1490889451216963, 0.4584658655581974, 4.40683782882292, 1.5224363798376521, 2.7949736597945636, 4.380790255267232, 3.2653900318084226, 4.638020752997926, 4.034654456844949, 2.061638174600095, 2.7190179046407614, 3.0123347239986, 4.408759654557016, 4.100386021519798, 2.8769258468597783, 3.093524177358825, 3.504448010609593, 4.386775699199087, 3.477177197974509, 2.784530100233037, 1.1510611128803283, 3.804911296133115, 4.160386567930023, 4.57459849564479, 1.5575550646326177, 2.6901078765771462, 3.365032039675781, 2.8298563458764536]|314.9369023329900301|      0.25000000|[2508, 352, 44, 220]                                                       |  | used linear model with 65 points | iterate failure | actual_k=2
      45|[3.363560572628405, 3.7633397750220925, 5.555561252812329, 3.460527538267942, 3.0449946715827987, 3.3137713417381223, 4.238324455064101, 4.836565852568165, 2.887305473258863, 4.0342788147827, 4.088597677475844, 3.9086288032093623, 3.7685635619790148, 3.660236839868978, 0.9259310129961421, 4.140518237311264, 1.6968274285468163, 1.813951760617691, 2.1264885907617814, 1.2523948080888134, 3.9574960059535824, 3.0704347532439273, 3.127025666633838, 0.3616795464870048, 4.4282280108319645, 1.4920648788581026, 2.7971510148772687, 4.3428369034744945, 3.2596927415540473, 4.6487468479621405, 4.044130411509327, 2.062873483247431, 2.7303065809004865, 2.946036544095291, 4.429118672522012, 4.087947399966199, 2.887552738723767, 3.1243009873478034, 3.5311754845160293, 4.398966872090727, 3.5014333101931077, 2.7442435754539627, 1.102772728206076, 3.8123363658061145, 4.136675774452035, 4.565738993861699, 1.4972890394656009, 2.67840609278355, 3.3693210106233455, 2.8221487971224537]|313.6231732303713216|      0.50000000|[2565, 360, 45, 225]                                                       |  | used linear model with 65 points | iterate success | actual_k=2
      46|[3.47362518020793, 3.7174732110102644, 5.508710041799046, 3.5047584903001434, 3.1125916292266087, 3.3131248887001887, 4.326758765078712, 4.931085267058976, 2.8186094610406753, 3.9726877179831557, 4.0858212399883795, 3.969314003282342, 3.760554287620311, 3.739095608680809, 0.933033422051834, 4.227474454891475, 1.8331972668139283, 1.864368936190907, 2.1550392192501264, 1.3766112237369044, 3.886081284801733, 3.0788757585126993, 3.1957811265049783, 0.5490632877889405, 4.4371026504731725, 1.5925178812394076, 2.740080056442094, 4.451573654873772, 3.4181756021965923, 4.64688881306938, 4.139823538795412, 2.1358102848671896, 2.725090990191084, 2.9881081093599735, 4.528665005736902, 4.146884048944674, 2.9313835524622833, 3.124396867019331, 3.60773982777476, 4.408785907918695, 3.4793699070544344, 2.76625321214436, 1.1321188682971672, 3.8697894592398945, 4.1858904275086966, 4.6021575830168375, 1.5378503656967368, 2.637369350901347, 3.3286351964600396, 2.815810823698613]|310.4254130651870582|      1.00000000|[2622, 368, 46, 230]                                                       |  | used linear model with 65 points | iterate success | actual_k=2
      47|[3.47362518020793, 3.7174732110102644, 5.508710041799046, 3.5047584903001434, 3.1125916292266087, 3.3131248887001887, 4.326758765078712, 4.931085267058976, 2.8186094610406753, 3.9726877179831557, 4.0858212399883795, 3.969314003282342, 3.760554287620311, 3.739095608680809, 0.933033422051834, 4.227474454891475, 1.8331972668139283, 1.864368936190907, 2.1550392192501264, 1.3766112237369044, 3.886081284801733, 3.0788757585126993, 3.1957811265049783, 0.5490632877889405, 4.4371026504731725, 1.5925178812394076, 2.740080056442094, 4.451573654873772, 3.4181756021965923, 4.64688881306938, 4.139823538795412, 2.1358102848671896, 2.725090990191084, 2.9881081093599735, 4.528665005736902, 4.146884048944674, 2.9313835524622833, 3.124396867019331, 3.60773982777476, 4.408785907918695, 3.4793699070544344, 2.76625321214436, 1.1321188682971672, 3.8697894592398945, 4.1858904275086966, 4.6021575830168375, 1.5378503656967368, 2.637369350901347, 3.3286351964600396, 2.815810823698613]|310.4254130651870582|      0.50000000|[2679, 376, 47, 235]                                                       |  | used linear model with 65 points | iterate failure | actual_k=2
      48|[3.47362518020793, 3.7174732110102644, 5.508710041799046, 3.5047584903001434, 3.1125916292266087, 3.3131248887001887, 4.326758765078712, 4.931085267058976, 2.8186094610406753, 3.9726877179831557, 4.0858212399883795, 3.969314003282342, 3.760554287620311, 3.739095608680809, 0.933033422051834, 4.227474454891475, 1.8331972668139283, 1.864368936190907, 2.1550392192501264, 1.3766112237369044, 3.886081284801733, 3.0788757585126993, 3.1957811265049783, 0.5490632877889405, 4.4371026504731725, 1.5925178812394076, 2.740080056442094, 4.451573654873772, 3.4181756021965923, 4.64688881306938, 4.139823538795412, 2.1358102848671896, 2.725090990191084, 2.9881081093599735, 4.528665005736902, 4.146884048944674, 2.9313835524622833, 3.124396867019331, 3.60773982777476, 4.408785907918695, 3.4793699070544344, 2.76625321214436, 1.1321188682971672, 3.8697894592398945, 4.1858904275086966, 4.6021575830168375, 1.5378503656967368, 2.637369350901347, 3.3286351964600396, 2.815810823698613]|310.4254130651870582|      0.25000000|[2736, 384, 48, 240]                                                       |  | used linear model with 65 points | iterate failure | actual_k=2
      49|[3.4376775660495986, 3.7554710222813346, 5.509270491627178, 3.511869660431744, 3.138567073867324, 3.296850241195361, 4.322073012710139, 4.949090793041668, 2.8589509107644773, 3.9901324423922, 4.082229981645922, 3.992969997468538, 3.795334426361812, 3.740879473809145, 0.8339806595307013, 4.231727143228246, 1.723127394138206, 1.843148132711517, 2.196891654360173, 1.3473806890581552, 3.8629293596146907, 3.0949626308114, 3.135830141722912, 0.5139989226508658, 4.449896780483931, 1.5573262642392074, 2.7531488145896432, 4.455372254911203, 3.4563788494478604, 4.64587366216495, 4.140634607664853, 2.168710726399774, 2.746734102731504, 2.9689829519357223, 4.542427266228959, 4.168840888331839, 2.959570710138269, 3.115435179888507, 3.552076010655822, 4.38517081371385, 3.511393824512598, 2.79485880727858, 1.10961999951618, 3.912339700793495, 4.170541105939975, 4.626443061327745, 1.4477739084029655, 2.6461430057953965, 3.3099816308727554, 2.83576687186036]|307.3775865672674286|      0.50000000|[2793, 392, 49, 245]                                                       |  | used linear model with 65 points | iterate success | actual_k=2
      50|[3.4376775660495986, 3.7554710222813346, 5.509270491627178, 3.511869660431744, 3.138567073867324, 3.296850241195361, 4.322073012710139, 4.949090793041668, 2.8589509107644773, 3.9901324423922, 4.082229981645922, 3.992969997468538, 3.795334426361812, 3.740879473809145, 0.8339806595307013, 4.231727143228246, 1.723127394138206, 1.843148132711517, 2.196891654360173, 1.3473806890581552, 3.8629293596146907, 3.0949626308114, 3.135830141722912, 0.5139989226508658, 4.449896780483931, 1.5573262642392074, 2.7531488145896432, 4.455372254911203, 3.4563788494478604, 4.64587366216495, 4.140634607664853, 2.168710726399774, 2.746734102731504, 2.9689829519357223, 4.542427266228959, 4.168840888331839, 2.959570710138269, 3.115435179888507, 3.552076010655822, 4.38517081371385, 3.511393824512598, 2.79485880727858, 1.10961999951618, 3.912339700793495, 4.170541105939975, 4.626443061327745, 1.4477739084029655, 2.6461430057953965, 3.3099816308727554, 2.83576687186036]|307.3775865672674286|      0.25000000|[2850, 400, 50, 250]                                                       |  | used linear model with 65 points | iterate failure | actual_k=2
      51|[3.441604260930108, 3.7965832534196124, 5.526502254187679, 3.5433183183981436, 3.1070712699251306, 3.3402937643692345, 4.327858912610194, 4.933635683043114, 2.8613993884384237, 4.0698193802681315, 4.093944933224881, 4.005527059392116, 3.8136274376403745, 3.7635716800399965, 0.9179109641088237, 4.211044509012131, 1.7739072289450382, 1.853935650708297, 2.2128034163044963, 1.3722432513467784, 3.836317729507464, 3.090658845370171, 3.1507338825275935, 0.5781720504006679, 4.494819827827598, 1.5478635786653934, 2.7832185097485227, 4.428235543929729, 3.4939077398235265, 4.662305370223889, 4.135667960116784, 2.1983948695529247, 2.7445628564677405, 2.962965893208949, 4.546134021154629, 4.22685755099099, 2.9655872164931956, 3.1119394011176635, 3.6006442251851882, 4.42681171555974, 3.5848455675939306, 2.826868311626616, 1.0346078166711583, 3.943230596537197, 4.1470911698474415, 4.637905093629549, 1.47696571906136, 2.7098435842272677, 3.326219849963719, 2.836697837872955]|303.9414183532833817|      0.50000000|[2907, 408, 51, 255]                                                       |  | used linear model with 65 points | iterate success | actual_k=2
      52|[3.441604260930108, 3.7965832534196124, 5.526502254187679, 3.5433183183981436, 3.1070712699251306, 3.3402937643692345, 4.327858912610194, 4.933635683043114, 2.8613993884384237, 4.0698193802681315, 4.093944933224881, 4.005527059392116, 3.8136274376403745, 3.7635716800399965, 0.9179109641088237, 4.211044509012131, 1.7739072289450382, 1.853935650708297, 2.2128034163044963, 1.3722432513467784, 3.836317729507464, 3.090658845370171, 3.1507338825275935, 0.5781720504006679, 4.494819827827598, 1.5478635786653934, 2.7832185097485227, 4.428235543929729, 3.4939077398235265, 4.662305370223889, 4.135667960116784, 2.1983948695529247, 2.7445628564677405, 2.962965893208949, 4.546134021154629, 4.22685755099099, 2.9655872164931956, 3.1119394011176635, 3.6006442251851882, 4.42681171555974, 3.5848455675939306, 2.826868311626616, 1.0346078166711583, 3.943230596537197, 4.1470911698474415, 4.637905093629549, 1.47696571906136, 2.7098435842272677, 3.326219849963719, 2.836697837872955]|303.9414183532833817|      0.25000000|[2964, 416, 52, 260]                                                       |  | used linear model with 65 points | iterate failure | actual_k=2
      53|[3.4544298386106647, 3.7916515812672347, 5.469298432988652, 3.6129096888142342, 3.1304750093486287, 3.368386077684084, 4.319121654045367, 4.940511275164133, 2.880492252919181, 4.108909185146214, 4.088667218032709, 4.015049554894747, 3.831066603010318, 3.775804821841683, 0.8758118432498166, 4.208679120729646, 1.7270182289762361, 1.9054803713372563, 2.2475458276775013, 1.4086911663312023, 3.810806873782344, 3.1318382076667737, 3.2174257892687383, 0.5202071681375945, 4.519005469235561, 1.5738692558591783, 2.833106752878988, 4.449532587411064, 3.5268246953373197, 4.678511961568033, 4.095146376727211, 2.2376411134490324, 2.7685156935184794, 2.982567632132898, 4.531775815019544, 4.199693730984598, 3.01691811896005, 3.129998759539018, 3.6093441513534463, 4.461882668027808, 3.669690064803571, 2.8465728972809883, 1.026927682917896, 3.972559330431807, 4.114242701231902, 4.675716039959461, 1.406532531827073, 2.7104767537635466, 3.3209096035886763, 2.8432201066671934]|300.9816205385037051|      0.50000000|[3021, 424, 53, 265]                                                       |  | used linear model with 65 points | iterate success | actual_k=2
      54|[3.4872629699190942, 3.868366151849908, 5.463205207234807, 3.6576690875225326, 3.083568354272712, 3.51649158529147, 4.3555530439314385, 4.962423871619308, 2.9738492735461177, 4.210741776823761, 4.12087730463809, 4.0089922819993, 3.845842967993938, 3.8415201785527215, 0.9215396674713389, 4.2596709190862745, 1.7741580919549647, 1.9500246865141935, 2.288636706463912, 1.369693893846608, 3.6882521517734466, 3.194861796539035, 3.26386490097006, 0.6569837443465261, 4.473473024653659, 1.549010019024991, 2.8305046718051794, 4.394344616561571, 3.648438663809733, 4.723538974238297, 4.049321417616138, 2.3877339218366656, 2.8486175603852413, 2.9885348166299277, 4.514712665316838, 4.3249917726767055, 3.141712175067521, 3.098950236296788, 3.651570239008676, 4.542635089917019, 3.82958359879026, 2.8211834750188887, 1.137936564540749, 4.0301943751089055, 4.1366191580431115, 4.682879665007166, 1.4100232325854516, 2.719444799754564, 3.355880830532252, 2.8572956626998054]|294.4829768437493840|      1.00000000|[3078, 432, 54, 270]                                                       |  | used linear model with 65 points | iterate success | actual_k=2
      55|[3.4872629699190942, 3.868366151849908, 5.463205207234807, 3.6576690875225326, 3.083568354272712, 3.51649158529147, 4.3555530439314385, 4.962423871619308, 2.9738492735461177, 4.210741776823761, 4.12087730463809, 4.0089922819993, 3.845842967993938, 3.8415201785527215, 0.9215396674713389, 4.2596709190862745, 1.7741580919549647, 1.9500246865141935, 2.288636706463912, 1.369693893846608, 3.6882521517734466, 3.194861796539035, 3.26386490097006, 0.6569837443465261, 4.473473024653659, 1.549010019024991, 2.8305046718051794, 4.394344616561571, 3.648438663809733, 4.723538974238297, 4.049321417616138, 2.3877339218366656, 2.8486175603852413, 2.9885348166299277, 4.514712665316838, 4.3249917726767055, 3.141712175067521, 3.098950236296788, 3.651570239008676, 4.542635089917019, 3.82958359879026, 2.8211834750188887, 1.137936564540749, 4.0301943751089055, 4.1366191580431115, 4.682879665007166, 1.4100232325854516, 2.719444799754564, 3.355880830532252, 2.8572956626998054]|294.4829768437493840|      0.50000000|[3135, 440, 55, 275]                                                       |  | used linear model with 65 points | iterate failure | actual_k=2
      56|[3.4872629699190942, 3.868366151849908, 5.463205207234807, 3.6576690875225326, 3.083568354272712, 3.51649158529147, 4.3555530439314385, 4.962423871619308, 2.9738492735461177, 4.210741776823761, 4.12087730463809, 4.0089922819993, 3.845842967993938, 3.8415201785527215, 0.9215396674713389, 4.2596709190862745, 1.7741580919549647, 1.9500246865141935, 2.288636706463912, 1.369693893846608, 3.6882521517734466, 3.194861796539035, 3.26386490097006, 0.6569837443465261, 4.473473024653659, 1.549010019024991, 2.8305046718051794, 4.394344616561571, 3.648438663809733, 4.723538974238297, 4.049321417616138, 2.3877339218366656, 2.8486175603852413, 2.9885348166299277, 4.514712665316838, 4.3249917726767055, 3.141712175067521, 3.098950236296788, 3.651570239008676, 4.542635089917019, 3.82958359879026, 2.8211834750188887, 1.137936564540749, 4.0301943751089055, 4.1366191580431115, 4.682879665007166, 1.4100232325854516, 2.719444799754564, 3.355880830532252, 2.8572956626998054]|294.4829768437493840|      0.25000000|[3192, 448, 56, 280]                                                       |  | used linear model with 65 points | iterate failure | actual_k=2
      57|[3.5134352904810187, 3.880203116953199, 5.450568033660512, 3.655266564123287, 3.09699642543847, 3.556965680895796, 4.382750812273452, 4.918810023694376, 3.0059004902593642, 4.199390012015596, 4.173113929776937, 4.000829736446788, 3.827774887292485, 3.8633659936392513, 0.8569761576749205, 4.299660935586982, 1.7175349779605074, 1.9661429351723823, 2.2816893581508975, 1.406843442617659, 3.6586136323270746, 3.234052099876203, 3.287673380481758, 0.5674695978863731, 4.49770073033086, 1.5334418844473126, 2.8553370046675624, 4.401893140539837, 3.6746512449686373, 4.735009872930853, 4.030500674419379, 2.3770311315018393, 2.8768482321308997, 2.960808585961788, 4.54962512622281, 4.346215223807012, 3.180086581221855, 3.1490907913386916, 3.666559554746829, 4.530331130861025, 3.8413398519373665, 2.815420959698105, 1.0696003529422393, 4.030704941231555, 4.137095635355883, 4.714177646026239, 1.3070096903209436, 2.7565070495197985, 3.375527437229281, 2.9026512775693742]|293.1100504548695653|      0.50000000|[3249, 456, 57, 285]                                                       |  | used linear model with 65 points | iterate success | actual_k=2
      58|[3.546609642018408, 3.9532571260674394, 5.378361321765864, 3.7093114561259326, 3.0758723924841744, 3.5098690969780484, 4.388741449250328, 4.9693870008725405, 3.0357292347365497, 4.203357891870862, 4.224664946730716, 4.024328999199689, 3.9600585188565915, 3.881692870151714, 0.809140499428558, 4.34404968414627, 1.761217727795379, 1.9539868751257519, 2.293643794657032, 1.4739781856559941, 3.7083046314407064, 3.2533331509965717, 3.3625899260294934, 0.7346847695953336, 4.452161485828809, 1.3894785294827567, 2.9675768541966887, 4.426433185706137, 3.746802961525582, 4.73154139408404, 4.031711891158515, 2.4711638170440478, 3.021253888923191, 2.9079478350993146, 4.673756763427506, 4.409140953023652, 3.216558111487961, 3.1467396411301007, 3.711201306876412, 4.62628518493941, 3.9364567302499527, 2.856650789266577, 1.052658407414385, 4.156988122874813, 4.115905882960821, 4.776941317800258, 1.356391802783953, 2.743980400291366, 3.518386814979971, 2.931558213728306]|287.2420137954032953|      1.00000000|[3306, 464, 58, 290]                                                       |  | used linear model with 65 points | iterate success | actual_k=2
      59|[3.546609642018408, 3.9532571260674394, 5.378361321765864, 3.7093114561259326, 3.0758723924841744, 3.5098690969780484, 4.388741449250328, 4.9693870008725405, 3.0357292347365497, 4.203357891870862, 4.224664946730716, 4.024328999199689, 3.9600585188565915, 3.881692870151714, 0.809140499428558, 4.34404968414627, 1.761217727795379, 1.9539868751257519, 2.293643794657032, 1.4739781856559941, 3.7083046314407064, 3.2533331509965717, 3.3625899260294934, 0.7346847695953336, 4.452161485828809, 1.3894785294827567, 2.9675768541966887, 4.426433185706137, 3.746802961525582, 4.73154139408404, 4.031711891158515, 2.4711638170440478, 3.021253888923191, 2.9079478350993146, 4.673756763427506, 4.409140953023652, 3.216558111487961, 3.1467396411301007, 3.711201306876412, 4.62628518493941, 3.9364567302499527, 2.856650789266577, 1.052658407414385, 4.156988122874813, 4.115905882960821, 4.776941317800258, 1.356391802783953, 2.743980400291366, 3.518386814979971, 2.931558213728306]|287.2420137954032953|      0.50000000|[3363, 472, 59, 295]                                                       |  | used linear model with 65 points | iterate failure | actual_k=2
      60|[3.582403892918089, 4.019633440257077, 5.3467417276502145, 3.767363689484644, 3.1146190676395125, 3.49527424130748, 4.429645626370403, 4.992989648210922, 3.056204261026774, 4.32629351719371, 4.177776963913041, 4.03384863318549, 3.963183533354702, 3.868323778103321, 0.7728247857600419, 4.289169256923096, 1.6602679148171915, 2.0976450239623468, 2.3981882195073174, 1.589265958410167, 3.7743503119689676, 3.3865400404798462, 3.387621828316157, 0.6863559148696786, 4.473852073055077, 1.410985110370761, 3.0028780285044987, 4.553734755161045, 3.7630124438544623, 4.703704126320189, 4.112753769886679, 2.54732028922375, 3.1649517503156455, 2.9614921335926168, 4.712007990468326, 4.417439567874117, 3.292545799370783, 3.20320378962013, 3.7071979823690566, 4.617645308522113, 4.053605736690004, 2.9976841273278088, 1.0842684470548314, 4.0814320328947975, 4.104513498782455, 4.759650469334132, 1.415412282822949, 2.7498352101644343, 3.5320547655281205, 3.0838521127609355]|283.3464800375755885|      1.00000000|[3420, 480, 60, 300]                                                       |  | used linear model with 65 points | iterate success | actual_k=2
      61|[3.582403892918089, 4.019633440257077, 5.3467417276502145, 3.767363689484644, 3.1146190676395125, 3.49527424130748, 4.429645626370403, 4.992989648210922, 3.056204261026774, 4.32629351719371, 4.177776963913041, 4.03384863318549, 3.963183533354702, 3.868323778103321, 0.7728247857600419, 4.289169256923096, 1.6602679148171915, 2.0976450239623468, 2.3981882195073174, 1.589265958410167, 3.7743503119689676, 3.3865400404798462, 3.387621828316157, 0.6863559148696786, 4.473852073055077, 1.410985110370761, 3.0028780285044987, 4.553734755161045, 3.7630124438544623, 4.703704126320189, 4.112753769886679, 2.54732028922375, 3.1649517503156455, 2.9614921335926168, 4.712007990468326, 4.417439567874117, 3.292545799370783, 3.20320378962013, 3.7071979823690566, 4.617645308522113, 4.053605736690004, 2.9976841273278088, 1.0842684470548314, 4.0814320328947975, 4.104513498782455, 4.759650469334132, 1.415412282822949, 2.7498352101644343, 3.5320547655281205, 3.0838521127609355]|283.3464800375755885|      0.50000000|[3477, 488, 61, 305]                                                       |  | used linear model with 65 points | iterate failure | actual_k=2
      62|[3.5656539498581594, 4.0368510396536035, 5.271815430102019, 3.7740739846085, 3.042419005140617, 3.5269670896680805, 4.525168059982365, 4.9884157794370845, 3.093626084758545, 4.385625106593804, 4.2676184809903415, 4.103905378313348, 4.033723758592778, 3.837581881056215, 0.8691215984080721, 4.315703132124663, 1.6333785897214212, 2.1690014529537525, 2.383178317106491, 1.5051499156609929, 3.6060477683032013, 3.3893693297259917, 3.4745725075284324, 0.7884166289311912, 4.49349200471127, 1.4387746763216311, 3.1123040950897645, 4.6252837413520105, 3.93235686443908, 4.721004865832413, 4.175868294554257, 2.6361367029401412, 3.2296756874207526, 2.909535250306495, 4.651776868148302, 4.45194753570482, 3.335652223580443, 3.320751810027481, 3.793249641916811, 4.69321218316076, 4.064010559116337, 3.0026364314006724, 1.1414399882223407, 4.09857808886618, 3.990326131651981, 4.821945138212734, 1.366633684634126, 2.771049955546536, 3.6421367545342207, 3.0797833590529313]|277.6766415221648572|      1.00000000|[3534, 496, 62, 310]                                                       |  | used linear model with 65 points | iterate success | actual_k=2
