k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      1.00000000|[0, 0, 0, 0]                                                               | 
      62|[-0.0023462658421496, -0.0067320088979534, -0.0022958631315388, -0.0011420096038583, -0.0004244050554895, 0.0020928789232952, 0.0018505894763198, -0.002107957364754, -0.0011696090820217, -0.0026254122865562, 0.0010518233102568, -0.0019187792770595, -0.0002146481785722, -0.0039954223944981, 1.0007768884432262]|2110.7368164062500000|      0.00097656|[1985, 0, 0, 124]                                                          |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      63|[-0.0023462658421496, -0.0067320088979534, -0.0022958631315388, -0.0011420096038583, -0.0004244050554895, 0.0020928789232952, 0.0018505894763198, -0.002107957364754, -0.0011696090820217, -0.0026254122865562, 0.0010518233102568, -0.0019187792770595, -0.0002146481785722, -0.0039954223944981, 1.0007768884432262]|2110.7368164062500000|      0.00048828|[2017, 0, 0, 126]                                                          |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      64|[-0.0021207074362889, -0.0070151023793838, -0.0024731852848426, -0.0010892244825179, -0.0004780807751977, 0.0020191185735306, 0.0018271104407723, -0.002175329402442, -0.001364282122613, -0.0027240021232412, 0.0010886033490359, -0.0019408113958086, -0.0003026045149025, -0.0040330296942357, 1.0007429419936111]|2110.6250000000000000|      0.00097656|[2049, 0, 0, 128]                                                          |  | trying linear partial model with 17 points | iterate success | actual_k=0
      65|[-0.0021207074362889, -0.0070151023793838, -0.0024731852848426, -0.0010892244825179, -0.0004780807751977, 0.0020191185735306, 0.0018271104407723, -0.002175329402442, -0.001364282122613, -0.0027240021232412, 0.0010886033490359, -0.0019408113958086, -0.0003026045149025, -0.0040330296942357, 1.0007429419936111]|2110.6250000000000000|      0.00048828|[2081, 0, 0, 130]                                                          |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      66|[-0.0021207074362889, -0.0070151023793838, -0.0024731852848426, -0.0010892244825179, -0.0004780807751977, 0.0020191185735306, 0.0018271104407723, -0.002175329402442, -0.001364282122613, -0.0027240021232412, 0.0010886033490359, -0.0019408113958086, -0.0003026045149025, -0.0040330296942357, 1.0007429419936111]|2110.6250000000000000|      0.00024414|[2113, 0, 0, 132]                                                          |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      67|[-0.0023014200327408, -0.0071058543255668, -0.0024455105780617, -0.0010535390067845, -0.0004409699524548, 0.0020240962279821, 0.0017739416971204, -0.0021332261704196, -0.0013587958404392, -0.002713216649731, 0.0011152933236665, -0.0020199095124199, -0.0003618016873266, -0.0040389064903729, 1.0007388650083862]|2110.4846191406250000|      0.00048828|[2145, 0, 0, 134]                                                          |  | trying linear partial model with 17 points | iterate success | actual_k=0
      68|[-0.0020902613985212, -0.0074227598283212, -0.0025108108225514, -0.0011107828521152, -0.0003037452453143, 0.0019549647137478, 0.0017346428964655, -0.0022499700759746, -0.0014148288551582, -0.0026955000723742, 0.0010765207861552, -0.0020034216454881, -0.0004301974949293, -0.0042207575690027, 1.000674828498761]|2110.3818359375000000|      0.00097656|[2177, 0, 0, 136]                                                          |  | trying linear partial model with 17 points | iterate success | actual_k=0
      69|[-0.0020902613985212, -0.0074227598283212, -0.0025108108225514, -0.0011107828521152, -0.0003037452453143, 0.0019549647137478, 0.0017346428964655, -0.0022499700759746, -0.0014148288551582, -0.0026955000723742, 0.0010765207861552, -0.0020034216454881, -0.0004301974949293, -0.0042207575690027, 1.000674828498761]|2110.3818359375000000|      0.00048828|[2209, 0, 0, 138]                                                          |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      70|[-0.0020902613985212, -0.0074227598283212, -0.0025108108225514, -0.0011107828521152, -0.0003037452453143, 0.0019549647137478, 0.0017346428964655, -0.0022499700759746, -0.0014148288551582, -0.0026955000723742, 0.0010765207861552, -0.0020034216454881, -0.0004301974949293, -0.0042207575690027, 1.000674828498761]|2110.3818359375000000|      0.00024414|[2241, 0, 0, 140]                                                          |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      71|[-0.0021993039896836, -0.0074520535098563, -0.0024251545568039, -0.0011097499577581, -0.0002869157964619, 0.0020444176150976, 0.0016888530603586, -0.0023165708375961, -0.0013950470593392, -0.0026123477382094, 0.0010134908256089, -0.0019986025572799, -0.0005292150086788, -0.0042746555459807, 1.0006485670532992]|2110.2453613281250000|      0.00048828|[2273, 0, 0, 142]                                                          |  | trying linear partial model with 17 points | iterate success | actual_k=0
      72|[-0.0021993039896836, -0.0074520535098563, -0.0024251545568039, -0.0011097499577581, -0.0002869157964619, 0.0020444176150976, 0.0016888530603586, -0.0023165708375961, -0.0013950470593392, -0.0026123477382094, 0.0010134908256089, -0.0019986025572799, -0.0005292150086788, -0.0042746555459807, 1.0006485670532992]|2110.2453613281250000|      0.00024414|[2305, 0, 0, 144]                                                          |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      73|[-0.0022786072772721, -0.0075909731390296, -0.00253007320953, -0.0010073645860169, -0.0002386730863142, 0.0020581444496344, 0.0016702619343399, -0.0022657855610699, -0.0013560395808448, -0.0026388134172492, 0.00099678381184, -0.00204825246152, -0.0005447638586363, -0.0043072787114597, 1.0006770877842355]|2110.1418457031250000|      0.00048828|[2337, 0, 0, 146]                                                          |  | trying linear partial model with 17 points | iterate success | actual_k=0
      74|[-0.0021569351733632, -0.0079415546758313, -0.0025271146735195, -0.0008836204924213, -0.0001214302363696, 0.0021394397350296, 0.0017645193452848, -0.0023508443365521, -0.0012805717283442, -0.0025324955632531, 0.0011114654556929, -0.002118680203721, -0.0006414176813752, -0.0043702311710415, 1.0006993508431061]|2109.9614257812500000|      0.00097656|[2369, 0, 0, 148]                                                          |  | trying linear partial model with 17 points | iterate success | actual_k=0
      75|[-0.0021569351733632, -0.0079415546758313, -0.0025271146735195, -0.0008836204924213, -0.0001214302363696, 0.0021394397350296, 0.0017645193452848, -0.0023508443365521, -0.0012805717283442, -0.0025324955632531, 0.0011114654556929, -0.002118680203721, -0.0006414176813752, -0.0043702311710415, 1.0006993508431061]|2109.9614257812500000|      0.00048828|[2401, 0, 0, 150]                                                          |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
