k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|1827.7085714285710765|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3180141369885396, 0.0754058262583146, 0.2682231715375358, -0.0637434635464657, 0.1203954114485639, 0.2835605331340655, 0.1334335909401365, -0.1328051091494195, 0.1344701977172167, -0.0307433455099355, 0.1847092662173257, 0.1620847976857106, 0.0231661633170361, 0.1348886702991499, 0.1974447658320706, 0.1276487248794715, 0.1445194557954555, 0.109067975529795, 0.0473420775996164, 0.1624287358531993, 0.0910820762580851, -0.0440665850113959, 0.2445425104622543, 0.0696233755458569, 0.2272766588416014, 0.102467893206307, 0.1336722051778912, 0.075119874793867, 0.1228345886288341, 0.068226338269775, 0.1170076064510771, -0.035218643252638, 0.1343612482731322, 0.1679084931102117, -0.0078652357632445, 0.1551057502464487, 0.0717726324356624, 0.0998719109899067, 0.0609181993290694, 0.0392894823769403, 0.0624998086146654, 0.0327446162014401, -0.0314596628807231, -0.0158768710327176, 0.128954542542965, 0.2068490639851675, 0.3095549558078898, -0.0085171358132979, 0.1345062404722642, 0.0800051012390257]|1750.3620046023743271|      2.00000000|[61, 4, 1, 5]                                                              |  | used linear model with 65 points | iterate success | actual_k=1
      24|[2.2898809573825627, 3.734999066857466, 4.725026202901035, 2.0005341305879325, 2.7134771748858633, 3.5085894696619304, 3.4471186235280196, 4.124305466610514, 3.3853975175160502, 3.0195046885625665, 3.848415102012483, 3.429760681131702, 2.3538650005214694, 3.316628943069501, -0.2466154448754458, 3.2250331750829284, 0.5936671158846051, 2.27219767762134, 1.495000660798058, 1.9328960253643774, 3.7177781704040243, 1.8224729444503716, 3.622210584319027, 2.7941071245133244, 3.560657797404121, 1.8901540978601694, 2.517763736952609, 4.212707626027363, 1.8995920425898207, 4.993172181659939, 3.665382944288632, 2.6242289671082, 3.798847764048981, 3.0004876908675615, 4.659143576679695, 4.325744006318694, 1.3477432202720325, 3.0676072408928117, 3.0621705684562084, 3.852792476280793, 4.293926008137323, 2.8111111104800846, 0.6463876176111647, 3.4265068246242607, 2.9034890276092096, 3.4319404592235756, 1.4999886684484487, 2.71433955997544, 3.065763784238911, 2.7215572525231786]|376.6595292444703773|      1.00000000|[1464, 96, 24, 120]                                                        |  | used linear model with 65 points | iterate success | actual_k=1
      25|[2.2898809573825627, 3.734999066857466, 4.725026202901035, 2.0005341305879325, 2.7134771748858633, 3.5085894696619304, 3.4471186235280196, 4.124305466610514, 3.3853975175160502, 3.0195046885625665, 3.848415102012483, 3.429760681131702, 2.3538650005214694, 3.316628943069501, -0.2466154448754458, 3.2250331750829284, 0.5936671158846051, 2.27219767762134, 1.495000660798058, 1.9328960253643774, 3.7177781704040243, 1.8224729444503716, 3.622210584319027, 2.7941071245133244, 3.560657797404121, 1.8901540978601694, 2.517763736952609, 4.212707626027363, 1.8995920425898207, 4.993172181659939, 3.665382944288632, 2.6242289671082, 3.798847764048981, 3.0004876908675615, 4.659143576679695, 4.325744006318694, 1.3477432202720325, 3.0676072408928117, 3.0621705684562084, 3.852792476280793, 4.293926008137323, 2.8111111104800846, 0.6463876176111647, 3.4265068246242607, 2.9034890276092096, 3.4319404592235756, 1.4999886684484487, 2.71433955997544, 3.065763784238911, 2.7215572525231786]|376.6595292444703773|      0.50000000|[1525, 100, 25, 125]                                                       |  | used linear model with 65 points | iterate failure | actual_k=1
      26|[2.418809799322067, 3.753036122401464, 4.765054893825693, 2.1154352563069647, 2.706608621364744, 3.531219380818937, 3.5712515567758225, 4.1885327556248475, 3.4265215804885854, 3.0257576581204675, 3.8535589705285567, 3.596109003080389, 2.4509722601517625, 3.3608373675363117, -0.2802441325376186, 3.338588193487013, 0.601366510925821, 2.2431641386859362, 1.6123341990515228, 1.9407402055771161, 3.6861672420880858, 1.8130533093637646, 3.71833826889242, 2.616672469066903, 3.586152167999138, 1.9173162285645633, 2.580863550955211, 4.237667032415955, 1.9836925954350948, 5.0048172452154525, 3.6730946721753, 2.7004426378842776, 3.831190270168321, 3.0324301536746865, 4.666267069844573, 4.423326627051358, 1.3467862970865159, 3.127406256006908, 3.1331342966634574, 3.921838950101668, 4.358230805049376, 2.8770419448977216, 0.7229543189027315, 3.407381126046813, 2.9221376415054823, 3.564565387594799, 1.4662182238998545, 2.801148488675338, 3.101519672453472, 2.7306525684124114]|366.9576808497554907|      1.00000000|[1586, 104, 26, 130]                                                       |  | used linear model with 65 points | iterate success | actual_k=1
      27|[2.418809799322067, 3.753036122401464, 4.765054893825693, 2.1154352563069647, 2.706608621364744, 3.531219380818937, 3.5712515567758225, 4.1885327556248475, 3.4265215804885854, 3.0257576581204675, 3.8535589705285567, 3.596109003080389, 2.4509722601517625, 3.3608373675363117, -0.2802441325376186, 3.338588193487013, 0.601366510925821, 2.2431641386859362, 1.6123341990515228, 1.9407402055771161, 3.6861672420880858, 1.8130533093637646, 3.71833826889242, 2.616672469066903, 3.586152167999138, 1.9173162285645633, 2.580863550955211, 4.237667032415955, 1.9836925954350948, 5.0048172452154525, 3.6730946721753, 2.7004426378842776, 3.831190270168321, 3.0324301536746865, 4.666267069844573, 4.423326627051358, 1.3467862970865159, 3.127406256006908, 3.1331342966634574, 3.921838950101668, 4.358230805049376, 2.8770419448977216, 0.7229543189027315, 3.407381126046813, 2.9221376415054823, 3.564565387594799, 1.4662182238998545, 2.801148488675338, 3.101519672453472, 2.7306525684124114]|366.9576808497554907|      0.50000000|[1647, 108, 27, 135]                                                       |  | used linear model with 65 points | iterate failure | actual_k=1
      28|[2.465778686887779, 3.783989131518713, 4.775272474524679, 2.1946718379078662, 2.7079003065172875, 3.571528183449742, 3.533164316468514, 4.290370404049453, 3.4964209865465534, 3.0908120851170144, 3.90628050948578, 3.643394817708499, 2.567475722869741, 3.4085316986106786, -0.2679687124924711, 3.3088619958785963, 0.6320979104211034, 2.2739453646852676, 1.5917199060878342, 1.9075134999687442, 3.6464026588387006, 1.8559544727494266, 3.8305937215980492, 2.6104519327455966, 3.5957899688616406, 1.7622270317511677, 2.5663721456804476, 4.196260059370762, 2.0311077726838445, 4.9986439096742705, 3.7714518625130244, 2.7324392653348624, 3.783363584079773, 2.822724235392098, 4.775829482697428, 4.44238154202993, 1.4664439977070187, 3.1042909224987834, 3.1125335844888817, 3.9846427824862833, 4.360908697863541, 2.890954432845676, 0.5326774229920126, 3.4310355517829727, 2.990645058358858, 3.562116091796933, 1.480476806832146, 2.884054693377406, 3.1184982362888607, 2.833466133735144]|362.8937969593663979|      1.00000000|[1708, 112, 28, 140]                                                       |  | used linear model with 65 points | iterate success | actual_k=1
      29|[2.4552744217996048, 3.80678156279334, 4.920685378170889, 2.516348277150192, 2.6637580774144194, 3.489595752789124, 3.8362402466730474, 4.307247261958752, 3.646645917942705, 2.991290145391119, 4.078985176108944, 3.8616188123799144, 2.6762183348849873, 3.628991289964264, -0.4063872074872088, 3.433272470754391, 0.5517736136189143, 2.2595133701441212, 1.5787407437327037, 1.7678466813377987, 3.5693892499554596, 1.8336616849658964, 3.7996149308999287, 2.565360678076688, 3.6029958720616095, 2.0270297459791324, 2.783270295113911, 4.41637424097262, 1.9426185075461686, 4.802031428944517, 3.7850192124634936, 2.8194293743804733, 3.729728979682638, 3.125194922470063, 4.807027022752419, 4.418261232722002, 1.6694613927466544, 3.0542540923475783, 3.048799530096274, 4.129108226478609, 4.507024249870826, 2.779926637887177, 0.5537933244993871, 3.6226010509252995, 3.2563245498152376, 3.571637081778434, 1.501283370934244, 2.9553274521697093, 3.1457841786774066, 2.8646808538454716]|351.2910741226205573|      2.00000000|[1769, 116, 29, 145]                                                       |  | used linear model with 65 points | iterate success | actual_k=1
      30|[2.4552744217996048, 3.80678156279334, 4.920685378170889, 2.516348277150192, 2.6637580774144194, 3.489595752789124, 3.8362402466730474, 4.307247261958752, 3.646645917942705, 2.991290145391119, 4.078985176108944, 3.8616188123799144, 2.6762183348849873, 3.628991289964264, -0.4063872074872088, 3.433272470754391, 0.5517736136189143, 2.2595133701441212, 1.5787407437327037, 1.7678466813377987, 3.5693892499554596, 1.8336616849658964, 3.7996149308999287, 2.565360678076688, 3.6029958720616095, 2.0270297459791324, 2.783270295113911, 4.41637424097262, 1.9426185075461686, 4.802031428944517, 3.7850192124634936, 2.8194293743804733, 3.729728979682638, 3.125194922470063, 4.807027022752419, 4.418261232722002, 1.6694613927466544, 3.0542540923475783, 3.048799530096274, 4.129108226478609, 4.507024249870826, 2.779926637887177, 0.5537933244993871, 3.6226010509252995, 3.2563245498152376, 3.571637081778434, 1.501283370934244, 2.9553274521697093, 3.1457841786774066, 2.8646808538454716]|351.2910741226205573|      1.00000000|[1830, 120, 30, 150]                                                       |  | used linear model with 65 points | iterate failure | actual_k=1
      31|[2.4552744217996048, 3.80678156279334, 4.920685378170889, 2.516348277150192, 2.6637580774144194, 3.489595752789124, 3.8362402466730474, 4.307247261958752, 3.646645917942705, 2.991290145391119, 4.078985176108944, 3.8616188123799144, 2.6762183348849873, 3.628991289964264, -0.4063872074872088, 3.433272470754391, 0.5517736136189143, 2.2595133701441212, 1.5787407437327037, 1.7678466813377987, 3.5693892499554596, 1.8336616849658964, 3.7996149308999287, 2.565360678076688, 3.6029958720616095, 2.0270297459791324, 2.783270295113911, 4.41637424097262, 1.9426185075461686, 4.802031428944517, 3.7850192124634936, 2.8194293743804733, 3.729728979682638, 3.125194922470063, 4.807027022752419, 4.418261232722002, 1.6694613927466544, 3.0542540923475783, 3.048799530096274, 4.129108226478609, 4.507024249870826, 2.779926637887177, 0.5537933244993871, 3.6226010509252995, 3.2563245498152376, 3.571637081778434, 1.501283370934244, 2.9553274521697093, 3.1457841786774066, 2.8646808538454716]|351.2910741226205573|      0.50000000|[1891, 124, 31, 155]                                                       |  | used linear model with 65 points | iterate failure | actual_k=1
      32|[2.4969642363857476, 3.8027561015163363, 4.974496331071539, 2.5019003225838627, 2.7035289311533965, 3.5319825811049848, 3.8659439700101643, 4.29458598859139, 3.603416518749504, 3.088018563993276, 4.119444040956762, 3.9368886647565176, 2.704781343227459, 3.6734840423255806, -0.3562745205795854, 3.431974051086405, 0.5878874781762752, 2.2552211825111845, 1.551426917694546, 1.8030587567214424, 3.5463376533180995, 1.776140449541726, 3.893615226688034, 2.5329147947368935, 3.7157729497432403, 1.885383639404443, 2.7766389143959525, 4.375921760867682, 2.0330356787405734, 4.830202239170903, 3.663533902561005, 2.9163039262939288, 3.723652273540414, 2.97677817239533, 4.774341728729174, 4.506135121285547, 1.7291246656053811, 2.9700963344344284, 2.9722606130350178, 4.234138704368758, 4.520514089454116, 2.7233464233139624, 0.4466262400402346, 3.8410828420162852, 3.3301700998962676, 3.6048514866756833, 1.4677310371094958, 2.9877718163855516, 3.108835724732969, 2.899079562699596]|347.7677777009804458|      1.00000000|[1952, 128, 32, 160]                                                       |  | used linear model with 65 points | iterate success | actual_k=1
      33|[2.4969642363857476, 3.8027561015163363, 4.974496331071539, 2.5019003225838627, 2.7035289311533965, 3.5319825811049848, 3.8659439700101643, 4.29458598859139, 3.603416518749504, 3.088018563993276, 4.119444040956762, 3.9368886647565176, 2.704781343227459, 3.6734840423255806, -0.3562745205795854, 3.431974051086405, 0.5878874781762752, 2.2552211825111845, 1.551426917694546, 1.8030587567214424, 3.5463376533180995, 1.776140449541726, 3.893615226688034, 2.5329147947368935, 3.7157729497432403, 1.885383639404443, 2.7766389143959525, 4.375921760867682, 2.0330356787405734, 4.830202239170903, 3.663533902561005, 2.9163039262939288, 3.723652273540414, 2.97677817239533, 4.774341728729174, 4.506135121285547, 1.7291246656053811, 2.9700963344344284, 2.9722606130350178, 4.234138704368758, 4.520514089454116, 2.7233464233139624, 0.4466262400402346, 3.8410828420162852, 3.3301700998962676, 3.6048514866756833, 1.4677310371094958, 2.9877718163855516, 3.108835724732969, 2.899079562699596]|347.7677777009804458|      0.50000000|[2013, 132, 33, 165]                                                       |  | used linear model with 65 points | iterate failure | actual_k=1
      34|[2.625666057805852, 3.850060839535194, 4.924496420171648, 2.6046362143761383, 2.749480632051676, 3.595391940952565, 3.8627273050288458, 4.27369892503119, 3.6107567240563165, 3.086808262114559, 4.195038122508841, 4.00793650355406, 2.8182287620664916, 3.7359813445835233, -0.2587487723819952, 3.5633660159097973, 0.6981458037784075, 2.252050346975476, 1.542453646162183, 1.8629224497299623, 3.598353039351134, 1.7742394183924681, 3.9743026491848905, 2.5045892125364646, 3.735289414999736, 1.9953278467410087, 2.8191351346740663, 4.312081366428234, 2.101177812976316, 4.801452051855269, 3.801940712107748, 2.93803099863078, 3.768199037546175, 3.0271071496812354, 4.771860949819636, 4.541437594431564, 1.8215193619934529, 3.0357357223793193, 3.072846501911193, 4.284573941867985, 4.492244982120563, 2.843318352711061, 0.6015230521136613, 3.9387664943366594, 3.3588599795600924, 3.6509161373153143, 1.499682805520471, 3.0320285116253602, 3.147522498890017, 2.920727662337993]|335.1707109913719478|      1.00000000|[2074, 136, 34, 170]                                                       |  | used linear model with 65 points | iterate success | actual_k=1
      35|[2.625666057805852, 3.850060839535194, 4.924496420171648, 2.6046362143761383, 2.749480632051676, 3.595391940952565, 3.8627273050288458, 4.27369892503119, 3.6107567240563165, 3.086808262114559, 4.195038122508841, 4.00793650355406, 2.8182287620664916, 3.7359813445835233, -0.2587487723819952, 3.5633660159097973, 0.6981458037784075, 2.252050346975476, 1.542453646162183, 1.8629224497299623, 3.598353039351134, 1.7742394183924681, 3.9743026491848905, 2.5045892125364646, 3.735289414999736, 1.9953278467410087, 2.8191351346740663, 4.312081366428234, 2.101177812976316, 4.801452051855269, 3.801940712107748, 2.93803099863078, 3.768199037546175, 3.0271071496812354, 4.771860949819636, 4.541437594431564, 1.8215193619934529, 3.0357357223793193, 3.072846501911193, 4.284573941867985, 4.492244982120563, 2.843318352711061, 0.6015230521136613, 3.9387664943366594, 3.3588599795600924, 3.6509161373153143, 1.499682805520471, 3.0320285116253602, 3.147522498890017, 2.920727662337993]|335.1707109913719478|      0.50000000|[2135, 140, 35, 175]                                                       |  | used linear model with 65 points | iterate failure | actual_k=1
      36|[2.7285781134794553, 3.901557182605207, 4.902432731646001, 2.6922133996161035, 2.8808133676170535, 3.6979855700994126, 3.9781042077710285, 4.257606588392143, 3.6532501696709083, 3.1629087899700274, 4.174291755313603, 4.012195160097772, 2.8888457092656865, 3.756334813335731, -0.1309556199330651, 3.6456596760376776, 0.7543324846505045, 2.2376265586136768, 1.5738434698888715, 1.9548329244748985, 3.6698897159125607, 1.8430827067277673, 4.056478298569411, 2.5085429573494555, 3.856552588003115, 2.0253172651658757, 2.835998493394516, 4.383488266941255, 2.141933496336488, 4.839308323383478, 3.862082757332823, 2.999153657227237, 3.8567896404489574, 2.9778695360266068, 4.781847482209982, 4.578783696638596, 1.9553660406474638, 3.16281041622374, 3.153109830566208, 4.310262860631072, 4.527134984968414, 2.8241827581113372, 0.580303732952062, 3.9659367787755193, 3.437399676128767, 3.7482044232353684, 1.5331070319171032, 3.1527374734738287, 3.195507301711071, 2.9435412921962043]|324.7977314036986058|      1.00000000|[2196, 144, 36, 180]                                                       |  | used linear model with 65 points | iterate success | actual_k=1
      37|[2.7285781134794553, 3.901557182605207, 4.902432731646001, 2.6922133996161035, 2.8808133676170535, 3.6979855700994126, 3.9781042077710285, 4.257606588392143, 3.6532501696709083, 3.1629087899700274, 4.174291755313603, 4.012195160097772, 2.8888457092656865, 3.756334813335731, -0.1309556199330651, 3.6456596760376776, 0.7543324846505045, 2.2376265586136768, 1.5738434698888715, 1.9548329244748985, 3.6698897159125607, 1.8430827067277673, 4.056478298569411, 2.5085429573494555, 3.856552588003115, 2.0253172651658757, 2.835998493394516, 4.383488266941255, 2.141933496336488, 4.839308323383478, 3.862082757332823, 2.999153657227237, 3.8567896404489574, 2.9778695360266068, 4.781847482209982, 4.578783696638596, 1.9553660406474638, 3.16281041622374, 3.153109830566208, 4.310262860631072, 4.527134984968414, 2.8241827581113372, 0.580303732952062, 3.9659367787755193, 3.437399676128767, 3.7482044232353684, 1.5331070319171032, 3.1527374734738287, 3.195507301711071, 2.9435412921962043]|324.7977314036986058|      0.50000000|[2257, 148, 37, 185]                                                       |  | used linear model with 65 points | iterate failure | actual_k=1
      38|[2.7285781134794553, 3.901557182605207, 4.902432731646001, 2.6922133996161035, 2.8808133676170535, 3.6979855700994126, 3.9781042077710285, 4.257606588392143, 3.6532501696709083, 3.1629087899700274, 4.174291755313603, 4.012195160097772, 2.8888457092656865, 3.756334813335731, -0.1309556199330651, 3.6456596760376776, 0.7543324846505045, 2.2376265586136768, 1.5738434698888715, 1.9548329244748985, 3.6698897159125607, 1.8430827067277673, 4.056478298569411, 2.5085429573494555, 3.856552588003115, 2.0253172651658757, 2.835998493394516, 4.383488266941255, 2.141933496336488, 4.839308323383478, 3.862082757332823, 2.999153657227237, 3.8567896404489574, 2.9778695360266068, 4.781847482209982, 4.578783696638596, 1.9553660406474638, 3.16281041622374, 3.153109830566208, 4.310262860631072, 4.527134984968414, 2.8241827581113372, 0.580303732952062, 3.9659367787755193, 3.437399676128767, 3.7482044232353684, 1.5331070319171032, 3.1527374734738287, 3.195507301711071, 2.9435412921962043]|324.7977314036986058|      0.25000000|[2318, 152, 38, 190]                                                       |  | used linear model with 65 points | iterate failure | actual_k=1
      39|[2.7449325727363965, 3.868993379198426, 4.941256431044932, 2.7469035521629093, 2.8340671559785564, 3.7266266366804506, 4.02276137481455, 4.266663957338319, 3.69484342462408, 3.1369817516236007, 4.193145732287996, 4.0612563256261565, 2.8960930905205657, 3.7674672657983743, -0.122379739563665, 3.641375908199543, 0.7543569129147282, 2.2247773280177423, 1.6175094651011368, 1.9064768738254008, 3.6112167140590667, 1.8876494262571308, 4.033836342572405, 2.495225753576668, 3.874566270555982, 1.994320988600161, 2.8671682773048106, 4.368921157336904, 2.1685218260732526, 4.864340328811444, 3.8310556150868815, 3.069595768797392, 3.88939665690037, 2.9504122450497103, 4.753434330974178, 4.618048979771111, 2.0042529357658987, 3.1695627601385503, 3.194005887495612, 4.3357352333745975, 4.5370053100688645, 2.8432539712964653, 0.5728027794364252, 3.9929293986599426, 3.525192646943843, 3.823524041393521, 1.5200984100707993, 3.1409016861506998, 3.234604270976388, 2.9662399367028223]|321.2157667649719315|      0.50000000|[2379, 156, 39, 195]                                                       |  | used linear model with 65 points | iterate success | actual_k=1
      40|[2.894346224576407, 3.893887561944382, 4.966692586163223, 2.8361430402986842, 2.8550595298959975, 3.779113430320839, 4.07827663552851, 4.163079990922931, 3.713114819907764, 3.1424395631149933, 4.230391256164307, 3.9799160023548206, 2.9360673948203426, 3.8231664856107326, -0.2192366128543939, 3.6849172229414844, 0.6366069740937967, 2.2811469296375244, 1.69604766475956, 1.9085792525307104, 3.5267183917984886, 1.9164604559528728, 3.9835881699442375, 2.3570835044890908, 3.9017786750131274, 1.9761141163703706, 2.94270780295537, 4.450534389781782, 2.2852634795627367, 4.916438256420457, 3.938320650191126, 3.0675557784402088, 3.871799876140283, 2.960763263057811, 4.6888794793911535, 4.621231604695641, 2.0998410137258907, 3.2526105508834062, 3.26082543275777, 4.368195465406074, 4.572856385007637, 2.7894027804683326, 0.5966327696540837, 4.110303843052872, 3.5842853528207375, 3.819972333124053, 1.4545033229514648, 3.250136969620911, 3.365066394426867, 2.9265956595174782]|317.3881513687255165|      1.00000000|[2440, 160, 40, 200]                                                       |  | used linear model with 65 points | iterate success | actual_k=1
      41|[2.894346224576407, 3.893887561944382, 4.966692586163223, 2.8361430402986842, 2.8550595298959975, 3.779113430320839, 4.07827663552851, 4.163079990922931, 3.713114819907764, 3.1424395631149933, 4.230391256164307, 3.9799160023548206, 2.9360673948203426, 3.8231664856107326, -0.2192366128543939, 3.6849172229414844, 0.6366069740937967, 2.2811469296375244, 1.69604766475956, 1.9085792525307104, 3.5267183917984886, 1.9164604559528728, 3.9835881699442375, 2.3570835044890908, 3.9017786750131274, 1.9761141163703706, 2.94270780295537, 4.450534389781782, 2.2852634795627367, 4.916438256420457, 3.938320650191126, 3.0675557784402088, 3.871799876140283, 2.960763263057811, 4.6888794793911535, 4.621231604695641, 2.0998410137258907, 3.2526105508834062, 3.26082543275777, 4.368195465406074, 4.572856385007637, 2.7894027804683326, 0.5966327696540837, 4.110303843052872, 3.5842853528207375, 3.819972333124053, 1.4545033229514648, 3.250136969620911, 3.365066394426867, 2.9265956595174782]|317.3881513687255165|      0.50000000|[2501, 164, 41, 205]                                                       |  | used linear model with 65 points | iterate failure | actual_k=1
      42|[3.0135184346680304, 3.9598065261950004, 4.935502785012182, 2.9285251811542494, 2.896837721288819, 3.798219790429877, 4.114388624545844, 4.135685158610654, 3.717879015230357, 3.1603589538246117, 4.256813026518097, 4.01453639642417, 2.992398859221637, 3.9151980690304224, -0.039382576792874, 3.7819195176840408, 0.8081628156051882, 2.2337026630870986, 1.8022081680452013, 1.9534507491542255, 3.5433233558203963, 1.9133044029702178, 3.9908126769676895, 2.421590554551169, 3.9650626803118456, 1.9437198310289405, 2.9423466463257144, 4.464137689393196, 2.3562189052357025, 4.9264998964605455, 3.971706518302763, 3.1667191122869314, 3.949138476186889, 2.9201837233919914, 4.712786161216436, 4.612458650989973, 2.1620220120154747, 3.323810065479831, 3.3476231714762754, 4.4378462617093355, 4.6309395009654795, 2.806166123152832, 0.5646617929782564, 4.203833558552359, 3.634206168342646, 3.890946327834219, 1.6081399185189245, 3.2841963387069346, 3.491660881110423, 2.923447580581001]|308.7267354354722215|      1.00000000|[2562, 168, 42, 210]                                                       |  | used linear model with 65 points | iterate success | actual_k=1
      43|[3.0135184346680304, 3.9598065261950004, 4.935502785012182, 2.9285251811542494, 2.896837721288819, 3.798219790429877, 4.114388624545844, 4.135685158610654, 3.717879015230357, 3.1603589538246117, 4.256813026518097, 4.01453639642417, 2.992398859221637, 3.9151980690304224, -0.039382576792874, 3.7819195176840408, 0.8081628156051882, 2.2337026630870986, 1.8022081680452013, 1.9534507491542255, 3.5433233558203963, 1.9133044029702178, 3.9908126769676895, 2.421590554551169, 3.9650626803118456, 1.9437198310289405, 2.9423466463257144, 4.464137689393196, 2.3562189052357025, 4.9264998964605455, 3.971706518302763, 3.1667191122869314, 3.949138476186889, 2.9201837233919914, 4.712786161216436, 4.612458650989973, 2.1620220120154747, 3.323810065479831, 3.3476231714762754, 4.4378462617093355, 4.6309395009654795, 2.806166123152832, 0.5646617929782564, 4.203833558552359, 3.634206168342646, 3.890946327834219, 1.6081399185189245, 3.2841963387069346, 3.491660881110423, 2.923447580581001]|308.7267354354722215|      0.50000000|[2623, 172, 43, 215]                                                       |  | used linear model with 65 points | iterate failure | actual_k=1
      44|[3.0135184346680304, 3.9598065261950004, 4.935502785012182, 2.9285251811542494, 2.896837721288819, 3.798219790429877, 4.114388624545844, 4.135685158610654, 3.717879015230357, 3.1603589538246117, 4.256813026518097, 4.01453639642417, 2.992398859221637, 3.9151980690304224, -0.039382576792874, 3.7819195176840408, 0.8081628156051882, 2.2337026630870986, 1.8022081680452013, 1.9534507491542255, 3.5433233558203963, 1.9133044029702178, 3.9908126769676895, 2.421590554551169, 3.9650626803118456, 1.9437198310289405, 2.9423466463257144, 4.464137689393196, 2.3562189052357025, 4.9264998964605455, 3.971706518302763, 3.1667191122869314, 3.949138476186889, 2.9201837233919914, 4.712786161216436, 4.612458650989973, 2.1620220120154747, 3.323810065479831, 3.3476231714762754, 4.4378462617093355, 4.6309395009654795, 2.806166123152832, 0.5646617929782564, 4.203833558552359, 3.634206168342646, 3.890946327834219, 1.6081399185189245, 3.2841963387069346, 3.491660881110423, 2.923447580581001]|308.7267354354722215|      0.25000000|[2684, 176, 44, 220]                                                       |  | used linear model with 65 points | iterate failure | actual_k=1
      45|[3.0135184346680304, 3.9598065261950004, 4.935502785012182, 2.9285251811542494, 2.896837721288819, 3.798219790429877, 4.114388624545844, 4.135685158610654, 3.717879015230357, 3.1603589538246117, 4.256813026518097, 4.01453639642417, 2.992398859221637, 3.9151980690304224, -0.039382576792874, 3.7819195176840408, 0.8081628156051882, 2.2337026630870986, 1.8022081680452013, 1.9534507491542255, 3.5433233558203963, 1.9133044029702178, 3.9908126769676895, 2.421590554551169, 3.9650626803118456, 1.9437198310289405, 2.9423466463257144, 4.464137689393196, 2.3562189052357025, 4.9264998964605455, 3.971706518302763, 3.1667191122869314, 3.949138476186889, 2.9201837233919914, 4.712786161216436, 4.612458650989973, 2.1620220120154747, 3.323810065479831, 3.3476231714762754, 4.4378462617093355, 4.6309395009654795, 2.806166123152832, 0.5646617929782564, 4.203833558552359, 3.634206168342646, 3.890946327834219, 1.6081399185189245, 3.2841963387069346, 3.491660881110423, 2.923447580581001]|308.7267354354722215|      0.12500000|[2745, 180, 45, 225]                                                       |  | used linear model with 65 points | iterate failure | actual_k=1
      46|[3.045933138300474, 3.964873452804426, 4.938529208676449, 2.944156111567463, 2.8951121286092034, 3.8068093975029753, 4.101762451885151, 4.153772570758187, 3.7038421828074513, 3.169108185310821, 4.25236306745725, 4.0021575791081725, 3.0029463613761602, 3.9046035783528366, -0.0555734170778274, 3.813747018213293, 0.7810536953283721, 2.223678685399882, 1.7972264803818991, 1.9487869449391548, 3.5316181391502974, 1.9278027080746303, 3.987883317019656, 2.379390129944257, 3.9694647791760223, 1.9719781839968482, 2.93908886948771, 4.4416034631108525, 2.367170885502345, 4.931829219215588, 3.98051669874118, 3.179639733725344, 3.957018684556415, 2.931920204903641, 4.727436974435969, 4.619253296598535, 2.2099455635015284, 3.3450671146096256, 3.372653821330575, 4.4354239248343745, 4.646080494367493, 2.810862669953855, 0.5840581446590265, 4.208028346115503, 3.628694154320158, 3.896870799467449, 1.5610970450774428, 3.2715340634126298, 3.49967940184094, 2.930436712870217]|306.5215436236513256|      0.25000000|[2806, 184, 46, 230]                                                       |  | used linear model with 65 points | iterate success | actual_k=1
      47|[3.086386105799594, 3.9993854550506054, 4.980701023260093, 2.9577565584677976, 2.867586617015319, 3.793210302140549, 4.154137580449994, 4.187734492400007, 3.7367162261977755, 3.188867526497122, 4.287193777127159, 3.996456342219709, 2.99960583173573, 3.921770506551726, -0.0204550515536796, 3.8241853170853704, 0.8466956235399878, 2.2294338070378132, 1.823481225842204, 2.000873270312399, 3.5126888449404183, 2.0004121603387266, 4.0438713348338995, 2.348738979608866, 3.971902778098488, 2.0284267919344043, 2.9487966654335054, 4.461383475785791, 2.3824394515648875, 4.949014027678484, 4.013134911556513, 3.2077127141255612, 3.9786938406318257, 2.9849010298451484, 4.745006469739926, 4.59335256860156, 2.2737807475686354, 3.3290482277186997, 3.3929419433000105, 4.4343902923759355, 4.691149743275389, 2.808740169048056, 0.6672191085531718, 4.183727258387449, 3.6057426361699614, 3.9034499372891722, 1.5551764680838325, 3.245008191420721, 3.5506212181983274, 2.9809475497925684]|303.8158579787846634|      0.50000000|[2867, 188, 47, 235]                                                       |  | used linear model with 65 points | iterate success | actual_k=1
