k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6095535766751647, 0.0519688242793704, 0.1352853346516554, 0.7793853711056846, 9.25922738e-08, -2.290994829e-07, 9.7811514e-09, -5.61985531e-08, 1.38745283e-08, 7.50007122e-08, -9.11331411e-08, 9.77812098e-08, -6.93945017e-08, -2.47528215e-08, -3.50050131e-08, 2.357223807e-07, -1.14666658e-07, 2.24034982e-08, 6.28013334e-08, 8.30680029e-08, 4.88573252e-08, 3.07380168e-08]| 13.1512060165405273|     10.00000000|[129, 0, 0, 2]                                                             |  | trying linear partial model with 65 points | iterate success | actual_k=0
      45|[1.4883762682054855, 0.1229749729623524, 0.3357339417814202, 1.9277922465090653, -0.0002244653216809, -0.0002613196348072, -0.0001930420605021, 0.0001812981563196, 0.0001069019723658, 0.0003107781166076, -8.15011143424e-05, -2.6849707662e-06, 0.0001494867047582, -1.88973148523e-05, 0.0002176518706068, 0.0002990534167151, -0.0003318912634752, 0.0003901522903032, -1.76272644402e-05, -0.0001796822492045, 0.0003229652441877, -0.0002037836148411]| 12.1445827484130859|      0.00100000|[5761, 0, 0, 90]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      46|[1.4876303496022496, 0.1226819541688357, 0.335826125049586, 1.928301779934793, -0.0002582408597376, -0.0003849213414376, -0.000203388764217, 0.0002566783765086, 2.25671391015e-05, 0.0002385493348695, -2.34087753474e-05, 5.50838397109e-05, 0.0001477414398916, 9.65760062951e-05, 0.0001532993595614, 0.0002078943649554, -0.0002127986689932, 0.0004420989029139, -3.71987277171e-05, -0.000185320652373, 0.0003945739160681, -0.0001910495833488]| 12.1445808410644531|      0.01000000|[5889, 0, 0, 92]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      47|[1.4876303496022496, 0.1226819541688357, 0.335826125049586, 1.928301779934793, -0.0002582408597376, -0.0003849213414376, -0.000203388764217, 0.0002566783765086, 2.25671391015e-05, 0.0002385493348695, -2.34087753474e-05, 5.50838397109e-05, 0.0001477414398916, 9.65760062951e-05, 0.0001532993595614, 0.0002078943649554, -0.0002127986689932, 0.0004420989029139, -3.71987277171e-05, -0.000185320652373, 0.0003945739160681, -0.0001910495833488]| 12.1445808410644531|      0.00100000|[6017, 0, 0, 94]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      48|[1.4868554453650733, 0.122395130571598, 0.3359349748919909, 1.9287902294724057, -0.0003194897014355, -0.0004027277640008, -0.0001494423284389, 0.0001707160229073, -1.12554720281e-05, 0.0002763079527843, 1.56865689414e-05, 7.67044897096e-05, 0.0001407586496056, 7.77306962629e-05, 0.0001087565676076, 0.0003530325687755, -0.0001691663066866, 0.0004675621746262, 1.23544493403e-05, -0.0001256065935227, 0.0002897750949141, -0.0001211833526943]| 12.1445789337158203|      0.01000000|[6145, 0, 0, 96]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      49|[1.4868554453650733, 0.122395130571598, 0.3359349748919909, 1.9287902294724057, -0.0003194897014355, -0.0004027277640008, -0.0001494423284389, 0.0001707160229073, -1.12554720281e-05, 0.0002763079527843, 1.56865689414e-05, 7.67044897096e-05, 0.0001407586496056, 7.77306962629e-05, 0.0001087565676076, 0.0003530325687755, -0.0001691663066866, 0.0004675621746262, 1.23544493403e-05, -0.0001256065935227, 0.0002897750949141, -0.0001211833526943]| 12.1445789337158203|      0.00100000|[6273, 0, 0, 98]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      50|[1.4861272606740492, 0.1221770693886449, 0.3360256168898615, 1.929385887600482, -0.0002491335071964, -0.0003815050253186, -0.000132857692409, 0.0002936078802479, -4.80923900545e-05, 0.0001811464514218, 3.32325140516e-05, 0.0001073551809212, 0.0001129179204101, 0.0001081822934951, 0.0001485155212512, 0.000250301634753, -0.0002297620402594, 0.000478466141084, -1.73072963086e-05, -0.0001659486316157, 0.000282789893382, -0.0002021172128192]| 12.1445770263671875|      0.01000000|[6401, 0, 0, 100]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      51|[1.4861272606740492, 0.1221770693886449, 0.3360256168898615, 1.929385887600482, -0.0002491335071964, -0.0003815050253186, -0.000132857692409, 0.0002936078802479, -4.80923900545e-05, 0.0001811464514218, 3.32325140516e-05, 0.0001073551809212, 0.0001129179204101, 0.0001081822934951, 0.0001485155212512, 0.000250301634753, -0.0002297620402594, 0.000478466141084, -1.73072963086e-05, -0.0001659486316157, 0.000282789893382, -0.0002021172128192]| 12.1445770263671875|      0.00100000|[6529, 0, 0, 102]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      52|[1.4854389548786977, 0.1220486084570132, 0.3361816576613247, 1.930002923898684, -0.0001015143150003, -0.0003591363283039, -0.0002247956851076, 0.0003923192638132, -8.18434465169e-05, 0.000122365022684, -3.37154302755e-05, 6.40668523632e-05, 0.0001893114122881, 0.0001032860403865, 0.0001708614691246, 0.0001805045368044, -0.0003648023930791, 0.0006001620910501, 5.1232008754e-06, -0.0001875077934267, 0.0003713545605851, -0.000213228070927]| 12.1445751190185547|      0.01000000|[6657, 0, 0, 104]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      53|[1.4854389548786977, 0.1220486084570132, 0.3361816576613247, 1.930002923898684, -0.0001015143150003, -0.0003591363283039, -0.0002247956851076, 0.0003923192638132, -8.18434465169e-05, 0.000122365022684, -3.37154302755e-05, 6.40668523632e-05, 0.0001893114122881, 0.0001032860403865, 0.0001708614691246, 0.0001805045368044, -0.0003648023930791, 0.0006001620910501, 5.1232008754e-06, -0.0001875077934267, 0.0003713545605851, -0.000213228070927]| 12.1445751190185547|      0.00100000|[6785, 0, 0, 106]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      54|[1.4848390939499374, 0.1218495440684132, 0.3362816682789119, 1.9307109636066755, -0.0001479849582542, -0.000403380994327, -0.0002154875665555, 0.0003182313277295, -1.16088537755e-05, 6.8834694803e-06, -9.6240514693e-05, 3.33424822676e-05, 9.29260576358e-05, -3.68307232281e-05, 0.0001083781459446, 0.0001910615637718, -0.0003041904933962, 0.0006782349184986, -6.53262104315e-05, -0.0001609798099819, 0.0003906419802505, -0.0001257274334935]| 12.1445732116699219|      0.01000000|[6913, 0, 0, 108]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      55|[1.4848390939499374, 0.1218495440684132, 0.3362816682789119, 1.9307109636066755, -0.0001479849582542, -0.000403380994327, -0.0002154875665555, 0.0003182313277295, -1.16088537755e-05, 6.8834694803e-06, -9.6240514693e-05, 3.33424822676e-05, 9.29260576358e-05, -3.68307232281e-05, 0.0001083781459446, 0.0001910615637718, -0.0003041904933962, 0.0006782349184986, -6.53262104315e-05, -0.0001609798099819, 0.0003906419802505, -0.0001257274334935]| 12.1445732116699219|      0.00100000|[7041, 0, 0, 110]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      56|[1.484137237483137, 0.1214769013513269, 0.336479365553589, 1.9312351395715412, -0.0002290262001622, -0.0004030068255006, -0.0003099651110052, 0.0002909959205494, -6.81721918197e-05, -1.85081738407e-05, -9.75526728556e-05, 9.60310155502e-05, 0.0001124001598242, -5.70231967631e-05, 0.0001474589022124, 0.0001109318955781, -0.0003207417528366, 0.000642061441381, -0.0001151834023691, -0.0001695582776501, 0.0004352714652466, -0.000251466458012]| 12.1445713043212891|      0.01000000|[7169, 0, 0, 112]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      57|[1.484137237483137, 0.1214769013513269, 0.336479365553589, 1.9312351395715412, -0.0002290262001622, -0.0004030068255006, -0.0003099651110052, 0.0002909959205494, -6.81721918197e-05, -1.85081738407e-05, -9.75526728556e-05, 9.60310155502e-05, 0.0001124001598242, -5.70231967631e-05, 0.0001474589022124, 0.0001109318955781, -0.0003207417528366, 0.000642061441381, -0.0001151834023691, -0.0001695582776501, 0.0004352714652466, -0.000251466458012]| 12.1445713043212891|      0.00100000|[7297, 0, 0, 114]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      58|[1.4833191858923456, 0.1212446842764724, 0.3364775941926997, 1.9316682751384453, -0.0002461051456609, -0.0003408581846803, -0.0003227571564934, 0.000393065051502, -5.60668113333e-05, -0.0001252020186518, -0.0001859196217071, 7.05761829374e-05, 2.82057410669e-05, -5.50180063789e-05, 4.2184483987e-06, -2.51821181808e-05, -0.0003415119300058, 0.0005795249018606, -0.0001170064958203, -0.0001134990218005, 0.0004113967601193, -0.0002698740499796]| 12.1445693969726562|      0.01000000|[7425, 0, 0, 116]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      59|[1.4833191858923456, 0.1212446842764724, 0.3364775941926997, 1.9316682751384453, -0.0002461051456609, -0.0003408581846803, -0.0003227571564934, 0.000393065051502, -5.60668113333e-05, -0.0001252020186518, -0.0001859196217071, 7.05761829374e-05, 2.82057410669e-05, -5.50180063789e-05, 4.2184483987e-06, -2.51821181808e-05, -0.0003415119300058, 0.0005795249018606, -0.0001170064958203, -0.0001134990218005, 0.0004113967601193, -0.0002698740499796]| 12.1445693969726562|      0.00100000|[7553, 0, 0, 118]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      60|[1.4825923333233477, 0.1209145381784098, 0.3366752360047774, 1.9321179157257087, -0.0003726113545073, -0.0003386097786969, -0.0003524177015291, 0.0004856273263135, -0.0001342043631489, 2.16848745396e-05, -0.0002482577134793, 4.77053923745e-05, 0.0001372749250737, 4.79260353828e-05, -2.88176790724e-05, -1.79505682977e-05, -0.0003239087510525, 0.0005962815759305, -9.017267502e-05, -0.0002210245385688, 0.0004142781711617, -0.0004353588298091]| 12.1445674896240234|      0.01000000|[7681, 0, 0, 120]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      61|[1.4825923333233477, 0.1209145381784098, 0.3366752360047774, 1.9321179157257087, -0.0003726113545073, -0.0003386097786969, -0.0003524177015291, 0.0004856273263135, -0.0001342043631489, 2.16848745396e-05, -0.0002482577134793, 4.77053923745e-05, 0.0001372749250737, 4.79260353828e-05, -2.88176790724e-05, -1.79505682977e-05, -0.0003239087510525, 0.0005962815759305, -9.017267502e-05, -0.0002210245385688, 0.0004142781711617, -0.0004353588298091]| 12.1445674896240234|      0.00100000|[7809, 0, 0, 122]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      62|[1.481978099053271, 0.120508048508721, 0.3369152940182081, 1.9326873594194949, -0.0003239205136073, -0.0003751185350841, -0.0002681134940299, 0.0005657294932272, -3.52755499658e-05, -1.9661551516e-05, -0.000297348897611, 0.0001253850618042, 9.31912210313e-05, -2.58570552357e-05, -4.984801228e-07, -5.70333349284e-05, -0.0003413720320053, 0.0005944870896255, -3.42989739021e-05, -0.0001088591137301, 0.00031860020138, -0.0004948442319667]| 12.1445655822753906|      0.01000000|[7937, 0, 0, 124]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      63|[1.481978099053271, 0.120508048508721, 0.3369152940182081, 1.9326873594194949, -0.0003239205136073, -0.0003751185350841, -0.0002681134940299, 0.0005657294932272, -3.52755499658e-05, -1.9661551516e-05, -0.000297348897611, 0.0001253850618042, 9.31912210313e-05, -2.58570552357e-05, -4.984801228e-07, -5.70333349284e-05, -0.0003413720320053, 0.0005944870896255, -3.42989739021e-05, -0.0001088591137301, 0.00031860020138, -0.0004948442319667]| 12.1445655822753906|      0.00100000|[8065, 0, 0, 126]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      64|[1.4811701904833503, 0.1203712024503179, 0.3370493845956388, 1.9331638933339579, -0.0004275188573878, -0.0002960046073955, -0.000310295774151, 0.0005180761375873, -9.5736896353e-05, 3.81416299921e-05, -0.0003157984171926, 0.000244444766404, 2.08926299212e-05, 7.79318730909e-05, -3.3887392704e-05, -0.0001084101413246, -0.000375172090507, 0.0005633365752741, -0.0001203431866685, -0.0001642201167809, 0.0003316441275767, -0.0005866746916275]| 12.1445636749267578|      0.01000000|[8193, 0, 0, 128]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      65|[1.4811701904833503, 0.1203712024503179, 0.3370493845956388, 1.9331638933339579, -0.0004275188573878, -0.0002960046073955, -0.000310295774151, 0.0005180761375873, -9.5736896353e-05, 3.81416299921e-05, -0.0003157984171926, 0.000244444766404, 2.08926299212e-05, 7.79318730909e-05, -3.3887392704e-05, -0.0001084101413246, -0.000375172090507, 0.0005633365752741, -0.0001203431866685, -0.0001642201167809, 0.0003316441275767, -0.0005866746916275]| 12.1445636749267578|      0.00100000|[8321, 0, 0, 130]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      66|[1.4805323334843228, 0.1200744602085495, 0.3372289673583971, 1.9337805712132394, -0.0003691262342615, -0.0002971717233942, -0.0002487465234186, 0.0004464616989275, -7.59988384738e-05, 9.77713913328e-05, -0.000152947136422, 0.0001420816045548, -1.9564470974e-06, -5.08770408659e-05, -9.75836143072e-05, -0.0001506950393685, -0.0003856842455472, 0.0006119297830474, -0.0001538416765878, -0.0002370120588883, 0.0003869686336424, -0.0005206716545861]| 12.1445617675781250|      0.01000000|[8449, 0, 0, 132]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      67|[1.4805323334843228, 0.1200744602085495, 0.3372289673583971, 1.9337805712132394, -0.0003691262342615, -0.0002971717233942, -0.0002487465234186, 0.0004464616989275, -7.59988384738e-05, 9.77713913328e-05, -0.000152947136422, 0.0001420816045548, -1.9564470974e-06, -5.08770408659e-05, -9.75836143072e-05, -0.0001506950393685, -0.0003856842455472, 0.0006119297830474, -0.0001538416765878, -0.0002370120588883, 0.0003869686336424, -0.0005206716545861]| 12.1445617675781250|      0.00100000|[8577, 0, 0, 134]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      68|[1.479821356793706, 0.1198823155941365, 0.3372432102632549, 1.9343784485946502, -0.0002811427030356, -0.0001760729191238, -0.0002775755873341, 0.0004276917639031, 6.20916018307e-05, 9.44086034233e-05, -0.0001889802505661, 0.0001768509977424, -5.51543062182e-05, -0.000148157062565, -2.39305831992e-05, -0.0002507713105275, -0.000536251782906, 0.0006057548105809, -0.0001771904774696, -0.0001807406952098, 0.000407642062324, -0.0005338688664871]| 12.1445598602294922|      0.01000000|[8705, 0, 0, 136]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      69|[1.479821356793706, 0.1198823155941365, 0.3372432102632549, 1.9343784485946502, -0.0002811427030356, -0.0001760729191238, -0.0002775755873341, 0.0004276917639031, 6.20916018307e-05, 9.44086034233e-05, -0.0001889802505661, 0.0001768509977424, -5.51543062182e-05, -0.000148157062565, -2.39305831992e-05, -0.0002507713105275, -0.000536251782906, 0.0006057548105809, -0.0001771904774696, -0.0001807406952098, 0.000407642062324, -0.0005338688664871]| 12.1445598602294922|      0.00100000|[8833, 0, 0, 138]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      70|[1.4791147615730282, 0.1195573784814044, 0.3374640537613915, 1.9349182127225388, -0.0003391893664271, -0.0001227368046905, -0.0001393769245879, 0.0003688013920686, 4.68597421946e-05, 4.29609281937e-05, -0.0002156118365304, 0.0001253246755163, -0.0001599658212293, -0.0001597513590723, -2.03143052272e-05, -0.0003190763506448, -0.0005310152265117, 0.000573644989655, -0.0001548975174296, -0.0002189856247927, 0.0003941656952088, -0.0005022546102514]| 12.1445579528808594|      0.01000000|[8961, 0, 0, 140]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      71|[1.4791147615730282, 0.1195573784814044, 0.3374640537613915, 1.9349182127225388, -0.0003391893664271, -0.0001227368046905, -0.0001393769245879, 0.0003688013920686, 4.68597421946e-05, 4.29609281937e-05, -0.0002156118365304, 0.0001253246755163, -0.0001599658212293, -0.0001597513590723, -2.03143052272e-05, -0.0003190763506448, -0.0005310152265117, 0.000573644989655, -0.0001548975174296, -0.0002189856247927, 0.0003941656952088, -0.0005022546102514]| 12.1445579528808594|      0.00100000|[9089, 0, 0, 142]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      72|[1.478340781263541, 0.1192462664851105, 0.33755974550504, 1.935413586111376, -0.0002770401330245, -0.0001508951644287, -0.0001852569852404, 0.0003485901729363, -1.47102372305e-05, 0.0001138288678183, -0.0002220281031805, 0.0001646906124871, -0.000201012861104, -0.000243802040721, -1.07256265862e-05, -0.0002782938328954, -0.0004217612455739, 0.000649376385972, -0.000112934699432, -0.0002192113055101, 0.0004181847755265, -0.0004632010499916]| 12.1445560455322266|      0.01000000|[9217, 0, 0, 144]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      73|[1.478340781263541, 0.1192462664851105, 0.33755974550504, 1.935413586111376, -0.0002770401330245, -0.0001508951644287, -0.0001852569852404, 0.0003485901729363, -1.47102372305e-05, 0.0001138288678183, -0.0002220281031805, 0.0001646906124871, -0.000201012861104, -0.000243802040721, -1.07256265862e-05, -0.0002782938328954, -0.0004217612455739, 0.000649376385972, -0.000112934699432, -0.0002192113055101, 0.0004181847755265, -0.0004632010499916]| 12.1445560455322266|      0.00100000|[9345, 0, 0, 146]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      74|[1.4776993552461173, 0.1188719261654805, 0.3375939792338022, 1.9359256830144624, -0.0002864260765075, -0.0001061709708971, -0.0002981197820526, 0.0002558337851416, 3.6219200682e-06, 0.0001508204925334, -0.0001684966694615, 0.0002117089732006, -0.0002555938190406, -0.0004833035232996, 8.26300630291e-05, -0.0003424795398748, -0.0004483765775622, 0.0006885945198253, 0.0001491696113167, -0.0002481385254418, 0.0003766745909184, -0.0005533996541906]| 12.1445541381835938|      0.01000000|[9473, 0, 0, 148]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      75|[1.4776993552461173, 0.1188719261654805, 0.3375939792338022, 1.9359256830144624, -0.0002864260765075, -0.0001061709708971, -0.0002981197820526, 0.0002558337851416, 3.6219200682e-06, 0.0001508204925334, -0.0001684966694615, 0.0002117089732006, -0.0002555938190406, -0.0004833035232996, 8.26300630291e-05, -0.0003424795398748, -0.0004483765775622, 0.0006885945198253, 0.0001491696113167, -0.0002481385254418, 0.0003766745909184, -0.0005533996541906]| 12.1445541381835938|      0.00100000|[9601, 0, 0, 150]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      76|[1.476979944945706, 0.1185744702637595, 0.3377494013731636, 1.9364981599167246, -0.0003037258650639, -0.0002037907585926, -0.0003062003275237, 0.0002626685156186, 6.43438737939e-05, 9.44247918052e-05, -0.0001837573347602, 0.0002342621955509, -0.0003029076101881, -0.0005456254338338, 9.46090049406e-05, -0.0003803527267289, -0.0004963826846992, 0.00067866504621, 4.25365828412e-05, -0.0002904312245927, 0.0003701001915191, -0.0005183751920073]| 12.1445522308349609|      0.01000000|[9729, 0, 0, 152]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      77|[1.476979944945706, 0.1185744702637595, 0.3377494013731636, 1.9364981599167246, -0.0003037258650639, -0.0002037907585926, -0.0003062003275237, 0.0002626685156186, 6.43438737939e-05, 9.44247918052e-05, -0.0001837573347602, 0.0002342621955509, -0.0003029076101881, -0.0005456254338338, 9.46090049406e-05, -0.0003803527267289, -0.0004963826846992, 0.00067866504621, 4.25365828412e-05, -0.0002904312245927, 0.0003701001915191, -0.0005183751920073]| 12.1445522308349609|      0.00100000|[9857, 0, 0, 154]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      78|[1.4764508516648365, 0.1181817188058331, 0.3379560321334075, 1.9371261200761747, -0.0003479439334329, -0.0002790678827993, -0.0002394981483659, 0.000202525666054, -1.0369403764e-05, 0.0001317417865678, -0.0002182395281853, 0.0002675474679799, -0.0002768049190497, -0.0006817954233336, 0.0002236486513322, -0.0004021957913087, -0.0005944944510205, 0.0005879098577014, 0.000156889694011, -0.00048074165212, 0.0003833742766552, -0.0005298332465087]| 12.1445503234863281|      0.01000000|[9985, 0, 0, 156]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      79|[1.4764508516648365, 0.1181817188058331, 0.3379560321334075, 1.9371261200761747, -0.0003479439334329, -0.0002790678827993, -0.0002394981483659, 0.000202525666054, -1.0369403764e-05, 0.0001317417865678, -0.0002182395281853, 0.0002675474679799, -0.0002768049190497, -0.0006817954233336, 0.0002236486513322, -0.0004021957913087, -0.0005944944510205, 0.0005879098577014, 0.000156889694011, -0.00048074165212, 0.0003833742766552, -0.0005298332465087]| 12.1445503234863281|      0.00100000|[10113, 0, 0, 158]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      80|[1.475722376680218, 0.1178878435894799, 0.3380349774106272, 1.9376848063050873, -0.0003508288433452, -0.0003755204238922, -0.0002084629094075, 0.0003405818887995, 1.14723514611e-05, 0.0001419190500098, -0.0002177854900984, 0.0002920559967485, -0.0003381535541887, -0.0007248390161747, 0.0001394170755927, -0.00046636348384, -0.000557760663866, 0.0005855634506247, 0.0002563661586417, -0.0004867186674776, 0.0003065442724489, -0.0005379193205396]| 12.1445484161376953|      0.01000000|[10241, 0, 0, 160]                                                         |  | trying linear partial model with 65 points | iterate success | actual_k=0
      81|[1.475722376680218, 0.1178878435894799, 0.3380349774106272, 1.9376848063050873, -0.0003508288433452, -0.0003755204238922, -0.0002084629094075, 0.0003405818887995, 1.14723514611e-05, 0.0001419190500098, -0.0002177854900984, 0.0002920559967485, -0.0003381535541887, -0.0007248390161747, 0.0001394170755927, -0.00046636348384, -0.000557760663866, 0.0005855634506247, 0.0002563661586417, -0.0004867186674776, 0.0003065442724489, -0.0005379193205396]| 12.1445484161376953|      0.00100000|[10369, 0, 0, 162]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      82|[1.475071008149727, 0.1175163600379468, 0.3382197659163816, 1.938211568314524, -0.0003356741633382, -0.0004417588344569, -0.0004023348402436, 0.0002916039436758, 1.71173556663e-05, 7.48098066964e-05, -0.0002306261025454, 0.0003039753725651, -0.0004849365432758, -0.0006414322619849, 0.0002433214839637, -0.0005036686927442, -0.0004559584447639, 0.0007385895331804, 0.0002940217074872, -0.0004674462620855, 0.0003219597706583, -0.0005256001501918]| 12.1445465087890625|      0.01000000|[10497, 0, 0, 164]                                                         |  | trying linear partial model with 65 points | iterate success | actual_k=0
      83|[1.475071008149727, 0.1175163600379468, 0.3382197659163816, 1.938211568314524, -0.0003356741633382, -0.0004417588344569, -0.0004023348402436, 0.0002916039436758, 1.71173556663e-05, 7.48098066964e-05, -0.0002306261025454, 0.0003039753725651, -0.0004849365432758, -0.0006414322619849, 0.0002433214839637, -0.0005036686927442, -0.0004559584447639, 0.0007385895331804, 0.0002940217074872, -0.0004674462620855, 0.0003219597706583, -0.0005256001501918]| 12.1445465087890625|      0.00100000|[10625, 0, 0, 166]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      84|[1.4742748112747528, 0.1171604217805321, 0.338294972282659, 1.9386482790525135, -0.0003391377940534, -0.0004730123676691, -0.000397940075849, 0.0003031492870391, -4.0129909957e-06, 9.02466105685e-05, -0.0002202179235471, 0.0002110037516002, -0.000438083751841, -0.0007082696620869, 0.0001476755777884, -0.0005276748509104, -0.0004122463650463, 0.0006678534176202, 0.0002637900267231, -0.000458053714858, 0.0003759898328823, -0.0004534518592823]| 12.1445446014404297|      0.01000000|[10753, 0, 0, 168]                                                         |  | trying linear partial model with 65 points | iterate success | actual_k=0
      85|[1.4742748112747528, 0.1171604217805321, 0.338294972282659, 1.9386482790525135, -0.0003391377940534, -0.0004730123676691, -0.000397940075849, 0.0003031492870391, -4.0129909957e-06, 9.02466105685e-05, -0.0002202179235471, 0.0002110037516002, -0.000438083751841, -0.0007082696620869, 0.0001476755777884, -0.0005276748509104, -0.0004122463650463, 0.0006678534176202, 0.0002637900267231, -0.000458053714858, 0.0003759898328823, -0.0004534518592823]| 12.1445446014404297|      0.00100000|[10881, 0, 0, 170]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      86|[1.4735917843789395, 0.1169923337310177, 0.3384398080100627, 1.9392254747363242, -0.0003223247872775, -0.0004831755297907, -0.0003703867088668, 0.0002967283252464, 2.42986327629e-05, -0.0001038793996575, -6.77554676247e-05, 0.0001605596828127, -0.0006382912608016, -0.0007542710734036, 0.000153352350399, -0.0004795820952464, -0.000501717460318, 0.0007837049882717, 0.000280009373411, -0.0005798388638398, 0.0003369177679111, -0.000398371164677]| 12.1445426940917969|      0.01000000|[11009, 0, 0, 172]                                                         |  | trying linear partial model with 65 points | iterate success | actual_k=0
      87|[1.4735917843789395, 0.1169923337310177, 0.3384398080100627, 1.9392254747363242, -0.0003223247872775, -0.0004831755297907, -0.0003703867088668, 0.0002967283252464, 2.42986327629e-05, -0.0001038793996575, -6.77554676247e-05, 0.0001605596828127, -0.0006382912608016, -0.0007542710734036, 0.000153352350399, -0.0004795820952464, -0.000501717460318, 0.0007837049882717, 0.000280009373411, -0.0005798388638398, 0.0003369177679111, -0.000398371164677]| 12.1445426940917969|      0.00100000|[11137, 0, 0, 174]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      88|[1.472888317435776, 0.1167061519995575, 0.338705301965822, 1.9397613114918848, -0.0002695141187224, -0.0004932159035095, -0.0003440303223078, 0.0003528799432881, 0.0001043770619699, -3.24325715347e-05, -6.95957866454e-05, 0.0001793539042959, -0.0005526589443955, -0.0007587712559944, 0.0002035604597854, -0.0004113688142014, -0.0004400079182403, 0.0009166255681783, 0.0002948308839484, -0.0006521896992509, 0.0004055748651437, -0.0004274200481617]| 12.1445407867431641|      0.01000000|[11265, 0, 0, 176]                                                         |  | trying linear partial model with 65 points | iterate success | actual_k=0
      89|[1.472888317435776, 0.1167061519995575, 0.338705301965822, 1.9397613114918848, -0.0002695141187224, -0.0004932159035095, -0.0003440303223078, 0.0003528799432881, 0.0001043770619699, -3.24325715347e-05, -6.95957866454e-05, 0.0001793539042959, -0.0005526589443955, -0.0007587712559944, 0.0002035604597854, -0.0004113688142014, -0.0004400079182403, 0.0009166255681783, 0.0002948308839484, -0.0006521896992509, 0.0004055748651437, -0.0004274200481617]| 12.1445407867431641|      0.00100000|[11393, 0, 0, 178]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      90|[1.4722046724685554, 0.1164779575984359, 0.3388580185790337, 1.9403347193800422, -0.0003284123848374, -0.000500219678125, -0.0001678901414361, 0.0004604032941678, 1.60056595144e-05, -7.36616166276e-05, -6.97654705071e-05, 0.0001372683560594, -0.0006819074969551, -0.0007757195487078, 0.0002329151165412, -0.0003969471275405, -0.0005666939140112, 0.0010644005233942, 0.0001744065560444, -0.0006311108853472, 0.0004080957461129, -0.0004151291105617]| 12.1445388793945312|      0.01000000|[11521, 0, 0, 180]                                                         |  | trying linear partial model with 65 points | iterate success | actual_k=0
