k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6095535766751647, 0.0519688242793704, 0.1352853346516554, 0.7793853711056846, 9.25922738e-08, -2.290994829e-07, 9.7811514e-09, -5.61985531e-08, 1.38745283e-08, 7.50007122e-08, -9.11331411e-08, 9.77812098e-08, -6.93945017e-08, -2.47528215e-08, -3.50050131e-08, 2.357223807e-07, -1.14666658e-07, 2.24034982e-08, 6.28013334e-08, 8.30680029e-08, 4.88573252e-08, 3.07380168e-08]| 13.1512060165405273|     10.00000000|[129, 0, 0, 2]                                                             |  | trying linear partial model with 65 points | iterate success | actual_k=0
      46|[1.4474619421872321, 0.1223136563667384, 0.32275330805483, 1.857433421085617, 2.0054330205e-06, -4.6130168723e-06, 4.7100830298e-06, -1.31900355255e-05, -7.6521817837e-06, -5.1892439084e-06, 2.980975858e-07, -2.0224305237e-06, 2.8916988062e-06, -3.1734559368e-06, 8.4830374043e-06, 8.7562088045e-06, -1.317765327e-06, -4.4358189894e-06, -6.8728174574e-06, -6.6467625198e-06, 3.5150397079e-06, 2.4658745596e-06]| 12.1477346420288086|      0.01000000|[5889, 0, 0, 92]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      47|[1.4533661460773488, 0.1227553198244627, 0.3241518980323606, 1.8653699920387123, -2.3743812993e-06, -7.5873338665e-06, 5.9075697108e-06, -1.01288361838e-05, -4.6572089811e-06, -3.6777832194e-06, 1.3125056812e-06, -2.5624294575e-06, 5.1990131234e-06, -5.7947303363e-06, 7.7903422809e-06, 6.8510306984e-06, -4.86248655e-08, -4.5666053437e-06, -3.994307888e-06, -9.2794311365e-06, 7.0930031146e-06, 2.2779623637e-06]| 12.1470136642456055|      0.10000000|[6017, 0, 0, 94]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      48|[1.4533661460773488, 0.1227553198244627, 0.3241518980323606, 1.8653699920387123, -2.3743812993e-06, -7.5873338665e-06, 5.9075697108e-06, -1.01288361838e-05, -4.6572089811e-06, -3.6777832194e-06, 1.3125056812e-06, -2.5624294575e-06, 5.1990131234e-06, -5.7947303363e-06, 7.7903422809e-06, 6.8510306984e-06, -4.86248655e-08, -4.5666053437e-06, -3.994307888e-06, -9.2794311365e-06, 7.0930031146e-06, 2.2779623637e-06]| 12.1470136642456055|      0.01000000|[6145, 0, 0, 96]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      49|[1.4592408877626817, 0.123185332252352, 0.3255544826781634, 1.873328330452595, -3.2644381019e-06, -7.3146446361e-06, 1.06015535857e-05, -7.4842735036e-06, -5.2308231767e-06, -3.7848888674e-06, 4.0122244151e-06, 4.463455752e-07, 4.151646655e-06, -4.4139325026e-06, 9.932727032e-06, 2.194248895e-06, 5.83465547e-08, -4.5721245604e-06, -7.825052293e-07, -5.7417857981e-06, 4.5864237288e-06, 1.5964560018e-06]| 12.1463861465454102|      0.10000000|[6273, 0, 0, 98]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      50|[1.4592408877626817, 0.123185332252352, 0.3255544826781634, 1.873328330452595, -3.2644381019e-06, -7.3146446361e-06, 1.06015535857e-05, -7.4842735036e-06, -5.2308231767e-06, -3.7848888674e-06, 4.0122244151e-06, 4.463455752e-07, 4.151646655e-06, -4.4139325026e-06, 9.932727032e-06, 2.194248895e-06, 5.83465547e-08, -4.5721245604e-06, -7.825052293e-07, -5.7417857981e-06, 4.5864237288e-06, 1.5964560018e-06]| 12.1463861465454102|      0.01000000|[6401, 0, 0, 100]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      51|[1.4650858264935331, 0.1235977523597307, 0.3269667050537367, 1.8813078070368972, -3.5220008856e-06, -4.8613343638e-06, 1.21914486171e-05, -7.4627886525e-06, -5.7307112056e-06, -5.6597596286e-06, 6.4867284403e-06, 2.792570846e-06, 6.1859992038e-06, -1.03610216931e-05, 5.9152087413e-06, -5.7126081778e-06, -4.7955573649e-06, -1.414949493e-06, -4.582364546e-07, -3.8014592443e-06, 3.0462012445e-06, 1.0064436918e-06]| 12.1458539962768555|      0.10000000|[6529, 0, 0, 102]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      52|[1.4650858264935331, 0.1235977523597307, 0.3269667050537367, 1.8813078070368972, -3.5220008856e-06, -4.8613343638e-06, 1.21914486171e-05, -7.4627886525e-06, -5.7307112056e-06, -5.6597596286e-06, 6.4867284403e-06, 2.792570846e-06, 6.1859992038e-06, -1.03610216931e-05, 5.9152087413e-06, -5.7126081778e-06, -4.7955573649e-06, -1.414949493e-06, -4.582364546e-07, -3.8014592443e-06, 3.0462012445e-06, 1.0064436918e-06]| 12.1458539962768555|      0.01000000|[6657, 0, 0, 104]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      53|[1.4708714147328028, 0.1239905247097685, 0.3283874864152198, 1.889329892968755, -3.733800216e-07, 1.6420379338e-06, 1.76494024e-05, -3.9813814322e-06, -7.7561097633e-06, -3.9336835612e-06, 9.0316301911e-06, 8.0224571678e-06, 8.185410804e-06, -1.41280866124e-05, 3.9044867655e-06, -2.1013729241e-06, -5.6886637803e-06, 2.7487619793e-06, 7.942513173e-07, -6.8685309136e-06, 6.3251859514e-06, 3.4702844272e-06]| 12.1454153060913086|      0.10000000|[6785, 0, 0, 106]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      54|[1.4708714147328028, 0.1239905247097685, 0.3283874864152198, 1.889329892968755, -3.733800216e-07, 1.6420379338e-06, 1.76494024e-05, -3.9813814322e-06, -7.7561097633e-06, -3.9336835612e-06, 9.0316301911e-06, 8.0224571678e-06, 8.185410804e-06, -1.41280866124e-05, 3.9044867655e-06, -2.1013729241e-06, -5.6886637803e-06, 2.7487619793e-06, 7.942513173e-07, -6.8685309136e-06, 6.3251859514e-06, 3.4702844272e-06]| 12.1454153060913086|      0.01000000|[6913, 0, 0, 108]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      55|[1.4765827584809255, 0.1243489605345949, 0.3298295306000211, 1.8974028294948506, 6.39764549e-08, 3.4573653707e-06, 2.69484513575e-05, -1.0312173542e-05, -5.0908874881e-06, -1.12918170412e-05, 9.6804686135e-06, 1.1727653449e-05, 4.4265010283e-06, -1.01609191736e-05, 5.9077990301e-06, -2.206376169e-06, -5.6135844671e-06, 1.21260134e-06, -4.5334001367e-06, -4.1764504492e-06, 8.1782464484e-06, 3.5677443394e-06]| 12.1450710296630859|      0.10000000|[7041, 0, 0, 110]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      56|[1.4765827584809255, 0.1243489605345949, 0.3298295306000211, 1.8974028294948506, 6.39764549e-08, 3.4573653707e-06, 2.69484513575e-05, -1.0312173542e-05, -5.0908874881e-06, -1.12918170412e-05, 9.6804686135e-06, 1.1727653449e-05, 4.4265010283e-06, -1.01609191736e-05, 5.9077990301e-06, -2.206376169e-06, -5.6135844671e-06, 1.21260134e-06, -4.5334001367e-06, -4.1764504492e-06, 8.1782464484e-06, 3.5677443394e-06]| 12.1450710296630859|      0.01000000|[7169, 0, 0, 112]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      57|[1.482156370700787, 0.1246546337359394, 0.3312951797015143, 1.905569392937354, -9.2766459114e-06, -2.659864584e-07, 2.33807181285e-05, -1.91874073871e-05, -8.3463945059e-06, -4.1392937001e-06, 5.8216483861e-06, 1.65383829299e-05, 2.5318423627e-06, -9.9961407199e-06, 3.6904289706e-06, -3.5386733322e-06, -6.4001325955e-06, 1.12096036397e-05, -3.1236061802e-06, -3.5412005399e-06, -2.2813207664e-06, 6.7152669964e-06]| 12.1448202133178711|      0.10000000|[7297, 0, 0, 114]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      58|[1.482156370700787, 0.1246546337359394, 0.3312951797015143, 1.905569392937354, -9.2766459114e-06, -2.659864584e-07, 2.33807181285e-05, -1.91874073871e-05, -8.3463945059e-06, -4.1392937001e-06, 5.8216483861e-06, 1.65383829299e-05, 2.5318423627e-06, -9.9961407199e-06, 3.6904289706e-06, -3.5386733322e-06, -6.4001325955e-06, 1.12096036397e-05, -3.1236061802e-06, -3.5412005399e-06, -2.2813207664e-06, 6.7152669964e-06]| 12.1448202133178711|      0.01000000|[7425, 0, 0, 116]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      59|[1.4874895176853238, 0.1248659991506025, 0.3328113908417023, 1.9138887928936354, -7.8296882521e-06, 1.01956843649e-05, 3.8413969583e-05, -8.2621406221e-06, -1.63141955637e-05, -1.29959095213e-05, 2.00153545883e-05, 2.59082904818e-05, 1.17733343835e-05, -1.20166960755e-05, -6.5427466151e-06, -1.97062298247e-05, -4.0498949781e-06, 1.32484829881e-05, 4.3470516842e-06, 5.4414027188e-06, -8.2107807873e-06, 1.22860554047e-05]| 12.1446628570556641|      0.10000000|[7553, 0, 0, 118]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      60|[1.4874895176853238, 0.1248659991506025, 0.3328113908417023, 1.9138887928936354, -7.8296882521e-06, 1.01956843649e-05, 3.8413969583e-05, -8.2621406221e-06, -1.63141955637e-05, -1.29959095213e-05, 2.00153545883e-05, 2.59082904818e-05, 1.17733343835e-05, -1.20166960755e-05, -6.5427466151e-06, -1.97062298247e-05, -4.0498949781e-06, 1.32484829881e-05, 4.3470516842e-06, 5.4414027188e-06, -8.2107807873e-06, 1.22860554047e-05]| 12.1446628570556641|      0.01000000|[7681, 0, 0, 120]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      61|[1.4874895176853238, 0.1248659991506025, 0.3328113908417023, 1.9138887928936354, -7.8296882521e-06, 1.01956843649e-05, 3.8413969583e-05, -8.2621406221e-06, -1.63141955637e-05, -1.29959095213e-05, 2.00153545883e-05, 2.59082904818e-05, 1.17733343835e-05, -1.20166960755e-05, -6.5427466151e-06, -1.97062298247e-05, -4.0498949781e-06, 1.32484829881e-05, 4.3470516842e-06, 5.4414027188e-06, -8.2107807873e-06, 1.22860554047e-05]| 12.1446628570556641|      0.00100000|[7809, 0, 0, 122]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      62|[1.4879540569303187, 0.124864087868183, 0.332983496115247, 1.9147558444738944, 3.8005331726e-06, 1.63731148769e-05, 4.76111727798e-05, 8.5571388012e-06, -1.26719165889e-05, 6.4752939932e-06, 1.30890096043e-05, 4.2215984929e-06, 6.3750007738e-06, -2.58371751252e-05, 5.4564113434e-06, -3.47837236559e-05, -5.884017575e-07, 1.3536973632e-05, 5.20606969e-08, 7.7279832449e-06, -6.4044816722e-06, 3.90988710049e-05]| 12.1446523666381836|      0.01000000|[7937, 0, 0, 124]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      63|[1.4879540569303187, 0.124864087868183, 0.332983496115247, 1.9147558444738944, 3.8005331726e-06, 1.63731148769e-05, 4.76111727798e-05, 8.5571388012e-06, -1.26719165889e-05, 6.4752939932e-06, 1.30890096043e-05, 4.2215984929e-06, 6.3750007738e-06, -2.58371751252e-05, 5.4564113434e-06, -3.47837236559e-05, -5.884017575e-07, 1.3536973632e-05, 5.20606969e-08, 7.7279832449e-06, -6.4044816722e-06, 3.90988710049e-05]| 12.1446523666381836|      0.00100000|[8065, 0, 0, 126]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      64|[1.4884265445999891, 0.1248499474148589, 0.3331577811768747, 1.9156155820799956, -1.509914673e-07, 2.69004095905e-05, 6.58568156005e-05, -3.74348945525e-05, -8.6543597013e-06, -2.2300324439e-06, 5.4925433588e-06, -8.3935511812e-06, 3.76480278119e-05, -2.69122930097e-05, 2.46995224721e-05, -1.74131511911e-05, 3.42424148114e-05, 1.93280039672e-05, 3.08280473678e-05, -9.3930101678e-06, -3.4618807295e-06, 3.80162946387e-05]| 12.1446418762207031|      0.01000000|[8193, 0, 0, 128]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      65|[1.4884265445999891, 0.1248499474148589, 0.3331577811768747, 1.9156155820799956, -1.509914673e-07, 2.69004095905e-05, 6.58568156005e-05, -3.74348945525e-05, -8.6543597013e-06, -2.2300324439e-06, 5.4925433588e-06, -8.3935511812e-06, 3.76480278119e-05, -2.69122930097e-05, 2.46995224721e-05, -1.74131511911e-05, 3.42424148114e-05, 1.93280039672e-05, 3.08280473678e-05, -9.3930101678e-06, -3.4618807295e-06, 3.80162946387e-05]| 12.1446418762207031|      0.00100000|[8321, 0, 0, 130]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      66|[1.4888444403589909, 0.1248073915036452, 0.3333581084517891, 1.9164942282430055, 1.205745654e-07, 2.09289500384e-05, 3.61588908967e-05, -5.73969115575e-05, 1.50891960488e-05, -7.935195008e-06, -4.824085693e-07, 2.3062303684e-05, 2.4279304085e-06, -3.79129834878e-05, 7.06465638029e-05, -5.21563580737e-05, 5.32179862922e-05, 4.92428324868e-05, 7.52690254761e-05, 1.1606503459e-06, -8.8237932114e-06, 5.83776286372e-05]| 12.1446332931518555|      0.01000000|[8449, 0, 0, 132]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      67|[1.4888444403589909, 0.1248073915036452, 0.3333581084517891, 1.9164942282430055, 1.205745654e-07, 2.09289500384e-05, 3.61588908967e-05, -5.73969115575e-05, 1.50891960488e-05, -7.935195008e-06, -4.824085693e-07, 2.3062303684e-05, 2.4279304085e-06, -3.79129834878e-05, 7.06465638029e-05, -5.21563580737e-05, 5.32179862922e-05, 4.92428324868e-05, 7.52690254761e-05, 1.1606503459e-06, -8.8237932114e-06, 5.83776286372e-05]| 12.1446332931518555|      0.00100000|[8577, 0, 0, 134]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      68|[1.4892637430729092, 0.1247720382025835, 0.3335164840503395, 1.9173853122470808, 1.15953001147e-05, 2.3446775447e-05, 4.44077453196e-05, -5.42996972529e-05, -8.3254403371e-06, 9.0416975098e-06, -4.3547636516e-06, 2.74419492285e-05, -2.2385656412e-06, -5.5980345146e-05, 6.29558783477e-05, -3.15709663842e-05, 7.4683799761e-05, 4.66984103428e-05, 0.000103598392692, 8.0891283651e-06, -6.6729781879e-06, 8.2502620435e-05]| 12.1446256637573242|      0.01000000|[8705, 0, 0, 136]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      69|[1.4892637430729092, 0.1247720382025835, 0.3335164840503395, 1.9173853122470808, 1.15953001147e-05, 2.3446775447e-05, 4.44077453196e-05, -5.42996972529e-05, -8.3254403371e-06, 9.0416975098e-06, -4.3547636516e-06, 2.74419492285e-05, -2.2385656412e-06, -5.5980345146e-05, 6.29558783477e-05, -3.15709663842e-05, 7.4683799761e-05, 4.66984103428e-05, 0.000103598392692, 8.0891283651e-06, -6.6729781879e-06, 8.2502620435e-05]| 12.1446256637573242|      0.00100000|[8833, 0, 0, 138]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      70|[1.4896371937828348, 0.1247199229854628, 0.3336884261792734, 1.91829123056075, -2.00790869273e-05, 4.67824070611e-05, 3.523906786e-06, -7.14757554997e-05, -1.55247465654e-05, 2.31200758331e-05, 1.3643378181e-05, 5.16545903345e-05, 1.61398651977e-05, -3.78806487176e-05, 6.94954354809e-05, -1.3964004786e-06, 5.84160738381e-05, 6.30117179934e-05, 0.0001191474390166, 2.44110178809e-05, -8.9457935122e-06, 9.76420919084e-05]| 12.1446180343627930|      0.01000000|[8961, 0, 0, 140]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      71|[1.4896371937828348, 0.1247199229854628, 0.3336884261792734, 1.91829123056075, -2.00790869273e-05, 4.67824070611e-05, 3.523906786e-06, -7.14757554997e-05, -1.55247465654e-05, 2.31200758331e-05, 1.3643378181e-05, 5.16545903345e-05, 1.61398651977e-05, -3.78806487176e-05, 6.94954354809e-05, -1.3964004786e-06, 5.84160738381e-05, 6.30117179934e-05, 0.0001191474390166, 2.44110178809e-05, -8.9457935122e-06, 9.76420919084e-05]| 12.1446180343627930|      0.00100000|[9089, 0, 0, 142]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      72|[1.4900107704160408, 0.1247079798050081, 0.3338750517146443, 1.9191870650751959, -5.39912782707e-05, 8.0744031079e-05, 5.57785425244e-05, -2.85075634936e-05, -1.95392846903e-05, 1.31844564358e-05, 3.27670610768e-05, 6.43271337834e-05, -1.81473714473e-05, -6.11492553093e-05, 7.64137931923e-05, -3.05713410233e-05, -2.01532616303e-05, 0.0001120297407153, 0.0001335386669293, 6.8494636222e-06, -5.53681682521e-05, 5.80773845995e-05]| 12.1446123123168945|      0.01000000|[9217, 0, 0, 144]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      73|[1.4900107704160408, 0.1247079798050081, 0.3338750517146443, 1.9191870650751959, -5.39912782707e-05, 8.0744031079e-05, 5.57785425244e-05, -2.85075634936e-05, -1.95392846903e-05, 1.31844564358e-05, 3.27670610768e-05, 6.43271337834e-05, -1.81473714473e-05, -6.11492553093e-05, 7.64137931923e-05, -3.05713410233e-05, -2.01532616303e-05, 0.0001120297407153, 0.0001335386669293, 6.8494636222e-06, -5.53681682521e-05, 5.80773845995e-05]| 12.1446123123168945|      0.00100000|[9345, 0, 0, 146]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      74|[1.4902758915670122, 0.124705691515428, 0.3340081641728352, 1.9201320854363821, -4.44790534639e-05, 5.12202741538e-05, 5.2480184675e-05, -5.08765997629e-05, -5.44101747029e-05, -1.01328196063e-05, -4.3912925285e-06, 0.0001299514773011, -2.58424275923e-05, -2.42325555122e-05, 9.31669338795e-05, 1.6583527158e-06, -7.7316884657e-06, 9.73708043062e-05, 0.0001907344198827, -4.16458542826e-05, -2.29295550976e-05, 4.33566917358e-05]| 12.1446065902709961|      0.01000000|[9473, 0, 0, 148]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      75|[1.4902758915670122, 0.124705691515428, 0.3340081641728352, 1.9201320854363821, -4.44790534639e-05, 5.12202741538e-05, 5.2480184675e-05, -5.08765997629e-05, -5.44101747029e-05, -1.01328196063e-05, -4.3912925285e-06, 0.0001299514773011, -2.58424275923e-05, -2.42325555122e-05, 9.31669338795e-05, 1.6583527158e-06, -7.7316884657e-06, 9.73708043062e-05, 0.0001907344198827, -4.16458542826e-05, -2.29295550976e-05, 4.33566917358e-05]| 12.1446065902709961|      0.00100000|[9601, 0, 0, 150]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      76|[1.490471427741244, 0.1246690478326199, 0.3341883672580818, 1.9210860124870517, -0.0001069862610104, 6.5009506176e-05, 4.16695323552e-05, -4.68182538929e-05, -8.18160167471e-05, 3.44787601867e-05, 9.5306532972e-06, 0.0001261177858021, -6.42462800415e-05, -1.8859537521e-06, 0.0001430417252865, 2.13387811696e-05, 2.92322252902e-05, 0.0001099371204214, 0.0001969264210924, -6.35124949013e-05, 3.74848763308e-05, 5.92554869188e-05]| 12.1446027755737305|      0.01000000|[9729, 0, 0, 152]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      77|[1.490471427741244, 0.1246690478326199, 0.3341883672580818, 1.9210860124870517, -0.0001069862610104, 6.5009506176e-05, 4.16695323552e-05, -4.68182538929e-05, -8.18160167471e-05, 3.44787601867e-05, 9.5306532972e-06, 0.0001261177858021, -6.42462800415e-05, -1.8859537521e-06, 0.0001430417252865, 2.13387811696e-05, 2.92322252902e-05, 0.0001099371204214, 0.0001969264210924, -6.35124949013e-05, 3.74848763308e-05, 5.92554869188e-05]| 12.1446027755737305|      0.00100000|[9857, 0, 0, 154]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      78|[1.490623363163204, 0.1245742443769264, 0.3344063791854306, 1.9220342274557911, -0.00013410222577, 8.61558899293e-05, 6.07887095522e-05, -2.30840472228e-05, -8.41837390363e-05, 1.57895089076e-05, 3.54750512775e-05, 0.0001294243876228, -1.80652357866e-05, 4.45008349594e-05, 0.0001465386861366, 1.06708279675e-05, 8.98944664677e-05, 4.72860000128e-05, 0.0001502535764987, -7.57036854003e-05, 4.35778201457e-05, -2.0407922075e-06]| 12.1445989608764648|      0.01000000|[9985, 0, 0, 156]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      79|[1.490623363163204, 0.1245742443769264, 0.3344063791854306, 1.9220342274557911, -0.00013410222577, 8.61558899293e-05, 6.07887095522e-05, -2.30840472228e-05, -8.41837390363e-05, 1.57895089076e-05, 3.54750512775e-05, 0.0001294243876228, -1.80652357866e-05, 4.45008349594e-05, 0.0001465386861366, 1.06708279675e-05, 8.98944664677e-05, 4.72860000128e-05, 0.0001502535764987, -7.57036854003e-05, 4.35778201457e-05, -2.0407922075e-06]| 12.1445989608764648|      0.00100000|[10113, 0, 0, 158]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      80|[1.4907275182007915, 0.1245454084140047, 0.3345342302412994, 1.922998011126431, -0.000161461891736, 4.42788242386e-05, 3.19867643961e-05, -9.37296789967e-05, -0.000148208127796, -9.031874567e-06, 5.3403035868e-05, 9.50616445672e-05, -8.76657122181e-05, 1.4382831811e-06, 0.0001726481875758, -5.36045025833e-05, 0.0001399191362519, -7.6390371577e-06, 0.0002379182587957, -2.12964639086e-05, 1.44475310222e-05, 3.4954941405e-06]| 12.1445951461791992|      0.01000000|[10241, 0, 0, 160]                                                         |  | trying linear partial model with 65 points | iterate success | actual_k=0
      81|[1.4907275182007915, 0.1245454084140047, 0.3345342302412994, 1.922998011126431, -0.000161461891736, 4.42788242386e-05, 3.19867643961e-05, -9.37296789967e-05, -0.000148208127796, -9.031874567e-06, 5.3403035868e-05, 9.50616445672e-05, -8.76657122181e-05, 1.4382831811e-06, 0.0001726481875758, -5.36045025833e-05, 0.0001399191362519, -7.6390371577e-06, 0.0002379182587957, -2.12964639086e-05, 1.44475310222e-05, 3.4954941405e-06]| 12.1445951461791992|      0.00100000|[10369, 0, 0, 162]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      82|[1.4906994714573194, 0.1244015279293059, 0.3347382949447413, 1.9239416719191087, -0.0001431645681414, 6.727394846e-07, 2.899860395e-07, -8.14617546612e-05, -0.0001148820129094, -8.84059783576e-05, 0.0001153773497663, 0.0001851129565123, -8.58462062027e-05, 3.49734838625e-05, 0.0001518927148184, -0.0001074984916765, 5.29855959822e-05, -4.7752125605e-05, 0.0001806737369984, -6.76589692045e-05, 1.17971920492e-05, 7.10090088212e-05]| 12.1445922851562500|      0.01000000|[10497, 0, 0, 164]                                                         |  | trying linear partial model with 65 points | iterate success | actual_k=0
      83|[1.4906994714573194, 0.1244015279293059, 0.3347382949447413, 1.9239416719191087, -0.0001431645681414, 6.727394846e-07, 2.899860395e-07, -8.14617546612e-05, -0.0001148820129094, -8.84059783576e-05, 0.0001153773497663, 0.0001851129565123, -8.58462062027e-05, 3.49734838625e-05, 0.0001518927148184, -0.0001074984916765, 5.29855959822e-05, -4.7752125605e-05, 0.0001806737369984, -6.76589692045e-05, 1.17971920492e-05, 7.10090088212e-05]| 12.1445922851562500|      0.00100000|[10625, 0, 0, 166]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      84|[1.490428263408712, 0.1243217929174372, 0.3349583250408095, 1.9247979192776359, -0.0001480972148366, -4.44572023613e-05, -8.33467886784e-05, -0.0001137968743365, -0.0001707682492392, -3.70320212403e-05, 0.0001166423686639, 0.0001914941560527, -9.42975291405e-05, 0.0001008193361469, -1.77891094695e-05, -0.0001352480676426, 0.0002451972813483, -0.0002094642497431, 0.0001177882909742, -9.1336552828e-06, -0.0001195784913893, 0.0001010853445313]| 12.1445903778076172|      0.01000000|[10753, 0, 0, 168]                                                         |  | trying linear partial model with 65 points | iterate success | actual_k=0
      85|[1.490428263408712, 0.1243217929174372, 0.3349583250408095, 1.9247979192776359, -0.0001480972148366, -4.44572023613e-05, -8.33467886784e-05, -0.0001137968743365, -0.0001707682492392, -3.70320212403e-05, 0.0001166423686639, 0.0001914941560527, -9.42975291405e-05, 0.0001008193361469, -1.77891094695e-05, -0.0001352480676426, 0.0002451972813483, -0.0002094642497431, 0.0001177882909742, -9.1336552828e-06, -0.0001195784913893, 0.0001010853445313]| 12.1445903778076172|      0.00100000|[10881, 0, 0, 170]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      86|[1.490033979183264, 0.1240416203679713, 0.3351774736284725, 1.9256202317018059, -0.0002051992298183, -0.0001459452910824, -6.96846273235e-05, -0.000104648632235, -0.0001673207152734, 3.36251600364e-05, 9.40742402815e-05, 0.0002154819029416, -5.4617541057e-06, 9.13577464416e-05, 5.2361497037e-05, -0.0001245679483767, 0.0002248942298315, -0.0001560687066016, 8.89868572817e-05, 6.9964619275e-06, -0.0001860284783571, 9.03847775744e-05]| 12.1445884704589844|      0.01000000|[11009, 0, 0, 172]                                                         |  | trying linear partial model with 65 points | iterate success | actual_k=0
      87|[1.490033979183264, 0.1240416203679713, 0.3351774736284725, 1.9256202317018059, -0.0002051992298183, -0.0001459452910824, -6.96846273235e-05, -0.000104648632235, -0.0001673207152734, 3.36251600364e-05, 9.40742402815e-05, 0.0002154819029416, -5.4617541057e-06, 9.13577464416e-05, 5.2361497037e-05, -0.0001245679483767, 0.0002248942298315, -0.0001560687066016, 8.89868572817e-05, 6.9964619275e-06, -0.0001860284783571, 9.03847775744e-05]| 12.1445884704589844|      0.00100000|[11137, 0, 0, 174]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      88|[1.4895709065196638, 0.1238038276593839, 0.3353094583777583, 1.9263342007105537, -9.84657906128e-05, -0.000400823639127, -0.0001034861695873, -0.0001174104181528, -0.0003401145528476, -0.0001076420872205, 0.0001438728504796, 0.0003476850872171, -0.0001161824812853, 6.57857280419e-05, 1.37731174852e-05, -8.494122288e-07, 0.0002495507733808, -0.0002073699526048, 5.793884394e-07, 9.98846149734e-05, -0.0002036970908457, 0.0001590149573661]| 12.1445865631103516|      0.01000000|[11265, 0, 0, 176]                                                         |  | trying linear partial model with 65 points | iterate success | actual_k=0
      89|[1.4895709065196638, 0.1238038276593839, 0.3353094583777583, 1.9263342007105537, -9.84657906128e-05, -0.000400823639127, -0.0001034861695873, -0.0001174104181528, -0.0003401145528476, -0.0001076420872205, 0.0001438728504796, 0.0003476850872171, -0.0001161824812853, 6.57857280419e-05, 1.37731174852e-05, -8.494122288e-07, 0.0002495507733808, -0.0002073699526048, 5.793884394e-07, 9.98846149734e-05, -0.0002036970908457, 0.0001590149573661]| 12.1445865631103516|      0.00100000|[11393, 0, 0, 178]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
