k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5030594057490606, 0.219997737567423, -0.0094152003653158, 0.6147669212974969, 0.2551471439629958, 0.0755113011843253, -0.0397174401498189, -0.0875140319771813, -0.087682670845161, -0.049342991281034, -0.0527704140497509, 0.2056293546118058, 0.1387892504141755, -0.0368446891974513, -0.1160081765189298, -0.0860152118120509, 0.0669841982523529, 0.2944524409561752, 0.1258584609719112, 0.0947415116331383, -0.1530258483291285, 0.0661592318569267]| 13.4519863128662109|      2.00000000|[54, 8, 0, 2]                                                              |  | trying linear partial model with 29 points | iterate success | actual_k=4
      47|[1.295717674817442, 0.0300118637760454, 0.1947918687952432, 2.1093999101033836, 0.0569794079183627, 0.2163313791960147, 0.2249599612385118, -0.270575650061551, -0.262690883107468, -0.1355254182333013, -0.3783215677248264, -0.0629462858659199, 0.1435861214546982, -0.3340734013875357, -0.0985977295388469, -0.182994618061127, 0.0851503583341088, 0.3236522914378212, 0.12304602033525, 0.2674974175027808, -0.4773950074600108, 0.0204511882683397]| 12.1440753936767578|      0.00195312|[2472, 376, 0, 94]                                                         |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
      48|[1.2947468278004444, 0.0290059161260375, 0.1948819485295561, 2.1099223438519794, 0.0574632775325606, 0.2160726131915249, 0.2245821471987069, -0.2704402459936051, -0.262234176812088, -0.1354796016868879, -0.3779734712261379, -0.0634473536577605, 0.1437804968649176, -0.3339485780868932, -0.0986576518541709, -0.1827384615171827, 0.0850043073281942, 0.3237719586921639, 0.1233590563873978, 0.2674267436958053, -0.4778617550890112, 0.020216617060842]| 12.1440725326538086|      0.00390625|[2524, 384, 0, 96]                                                         |  | trying linear partial model with 29 points | iterate success | actual_k=4
      49|[1.2947468278004444, 0.0290059161260375, 0.1948819485295561, 2.1099223438519794, 0.0574632775325606, 0.2160726131915249, 0.2245821471987069, -0.2704402459936051, -0.262234176812088, -0.1354796016868879, -0.3779734712261379, -0.0634473536577605, 0.1437804968649176, -0.3339485780868932, -0.0986576518541709, -0.1827384615171827, 0.0850043073281942, 0.3237719586921639, 0.1233590563873978, 0.2674267436958053, -0.4778617550890112, 0.020216617060842]| 12.1440725326538086|      0.00195312|[2577, 392, 0, 98]                                                         |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
      50|[1.2935165072945516, 0.0286176558985875, 0.1952327570271394, 2.1112274835419536, 0.0574134484570455, 0.2160358614590654, 0.2246417483478653, -0.2706476718551185, -0.2622070061848554, -0.1355204643332511, -0.3779132431917236, -0.063216899430929, 0.1438552601781537, -0.3337856973421971, -0.0987189060317955, -0.1826311187356578, 0.0851646540605973, 0.3237061321984011, 0.1234669264799864, 0.2677306374566388, -0.4779655763326495, 0.0203650955452515]| 12.1440687179565430|      0.00390625|[2629, 400, 0, 100]                                                        |  | trying linear partial model with 29 points | iterate success | actual_k=4
      51|[1.2935165072945516, 0.0286176558985875, 0.1952327570271394, 2.1112274835419536, 0.0574134484570455, 0.2160358614590654, 0.2246417483478653, -0.2706476718551185, -0.2622070061848554, -0.1355204643332511, -0.3779132431917236, -0.063216899430929, 0.1438552601781537, -0.3337856973421971, -0.0987189060317955, -0.1826311187356578, 0.0851646540605973, 0.3237061321984011, 0.1234669264799864, 0.2677306374566388, -0.4779655763326495, 0.0203650955452515]| 12.1440687179565430|      0.00195312|[2681, 408, 0, 102]                                                        |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
      52|[1.2922823170928666, 0.0280867778123532, 0.1952982106641009, 2.1119936766955885, 0.0568743914151381, 0.2159550842886399, 0.224007000585496, -0.2706064721478728, -0.2622546928286718, -0.135803910467399, -0.3777626700129451, -0.0633819430289084, 0.1436187123759945, -0.3335913317196215, -0.0986661786817415, -0.1829244806543062, 0.0855160937006067, 0.3237054942022263, 0.1233546265403126, 0.2676129757936365, -0.4777737175124642, 0.0199017195255585]| 12.1440658569335938|      0.00390625|[2733, 416, 0, 104]                                                        |  | trying linear partial model with 29 points | iterate success | actual_k=4
      53|[1.2922823170928666, 0.0280867778123532, 0.1952982106641009, 2.1119936766955885, 0.0568743914151381, 0.2159550842886399, 0.224007000585496, -0.2706064721478728, -0.2622546928286718, -0.135803910467399, -0.3777626700129451, -0.0633819430289084, 0.1436187123759945, -0.3335913317196215, -0.0986661786817415, -0.1829244806543062, 0.0855160937006067, 0.3237054942022263, 0.1233546265403126, 0.2676129757936365, -0.4777737175124642, 0.0199017195255585]| 12.1440658569335938|      0.00195312|[2785, 424, 0, 106]                                                        |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
      54|[1.2912520741966622, 0.0276806195179702, 0.1953376777586209, 2.113057806354917, 0.0566745616989908, 0.2161728444819072, 0.2235653730282234, -0.2701458175086386, -0.2623122492580928, -0.1362031822557122, -0.3782614381711745, -0.0636244476648669, 0.1433562881830345, -0.3338203511331019, -0.0983344170861163, -0.1829742695533241, 0.0854660302740073, 0.3236947006657326, 0.1232900921325503, 0.2677853395124273, -0.477623067125118, 0.0203449479529229]| 12.1440629959106445|      0.00390625|[2838, 432, 0, 108]                                                        |  | trying linear partial model with 29 points | iterate success | actual_k=4
      55|[1.2912520741966622, 0.0276806195179702, 0.1953376777586209, 2.113057806354917, 0.0566745616989908, 0.2161728444819072, 0.2235653730282234, -0.2701458175086386, -0.2623122492580928, -0.1362031822557122, -0.3782614381711745, -0.0636244476648669, 0.1433562881830345, -0.3338203511331019, -0.0983344170861163, -0.1829742695533241, 0.0854660302740073, 0.3236947006657326, 0.1232900921325503, 0.2677853395124273, -0.477623067125118, 0.0203449479529229]| 12.1440629959106445|      0.00195312|[2890, 440, 0, 110]                                                        |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
      56|[1.2899181141775877, 0.0270434309682976, 0.1954626554910146, 2.1138671733572907, 0.0562783495283682, 0.2165315003450673, 0.2237829779758037, -0.2699478892851372, -0.2622157719299584, -0.1361047358771148, -0.3780947595917716, -0.0634610053216373, 0.1432762511824897, -0.3338700830544298, -0.098087110841809, -0.1834096717080582, 0.0856240565281233, 0.3239487422984527, 0.1230624001551136, 0.2674640240795255, -0.4776912791850451, 0.0202813884553381]| 12.1440591812133789|      0.00390625|[2944, 448, 0, 112]                                                        |  | trying linear partial model with 29 points | iterate success | actual_k=4
      57|[1.2899181141775877, 0.0270434309682976, 0.1954626554910146, 2.1138671733572907, 0.0562783495283682, 0.2165315003450673, 0.2237829779758037, -0.2699478892851372, -0.2622157719299584, -0.1361047358771148, -0.3780947595917716, -0.0634610053216373, 0.1432762511824897, -0.3338700830544298, -0.098087110841809, -0.1834096717080582, 0.0856240565281233, 0.3239487422984527, 0.1230624001551136, 0.2674640240795255, -0.4776912791850451, 0.0202813884553381]| 12.1440591812133789|      0.00195312|[2996, 456, 0, 114]                                                        |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
      58|[1.2887794424444214, 0.0265108560892585, 0.1951179269256168, 2.115001186778768, 0.0559101246778139, 0.2166932342386342, 0.2235137397772231, -0.2701156403972453, -0.2623964501360082, -0.1360818786136855, -0.377851952884154, -0.0636687950222235, 0.1431417692476556, -0.3337302025314793, -0.0978575177233593, -0.1832520626828086, 0.085451830422821, 0.3239898274675334, 0.1229001316401991, 0.2674689521365367, -0.4772900973996599, 0.0205946461798108]| 12.1440563201904297|      0.00390625|[3049, 464, 0, 116]                                                        |  | trying linear partial model with 29 points | iterate success | actual_k=4
      59|[1.2887794424444214, 0.0265108560892585, 0.1951179269256168, 2.115001186778768, 0.0559101246778139, 0.2166932342386342, 0.2235137397772231, -0.2701156403972453, -0.2623964501360082, -0.1360818786136855, -0.377851952884154, -0.0636687950222235, 0.1431417692476556, -0.3337302025314793, -0.0978575177233593, -0.1832520626828086, 0.085451830422821, 0.3239898274675334, 0.1229001316401991, 0.2674689521365367, -0.4772900973996599, 0.0205946461798108]| 12.1440563201904297|      0.00195312|[3103, 472, 0, 118]                                                        |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
      60|[1.2877738856654124, 0.0264680420750688, 0.1953576807931374, 2.116310743507172, 0.0561934193247168, 0.2169874080592231, 0.2231893294971673, -0.2695949396688952, -0.2624507235235363, -0.1359292585770034, -0.3779085092162479, -0.0637515919139816, 0.1427293456795763, -0.3336417272528804, -0.0974666105524971, -0.1832595530370201, 0.0854722772371114, 0.324055124021418, 0.1230007210498796, 0.2672172480210592, -0.4771802188937747, 0.0207644327239108]| 12.1440534591674805|      0.00390625|[3156, 480, 0, 120]                                                        |  | trying linear partial model with 29 points | iterate success | actual_k=4
      61|[1.2877738856654124, 0.0264680420750688, 0.1953576807931374, 2.116310743507172, 0.0561934193247168, 0.2169874080592231, 0.2231893294971673, -0.2695949396688952, -0.2624507235235363, -0.1359292585770034, -0.3779085092162479, -0.0637515919139816, 0.1427293456795763, -0.3336417272528804, -0.0974666105524971, -0.1832595530370201, 0.0854722772371114, 0.324055124021418, 0.1230007210498796, 0.2672172480210592, -0.4771802188937747, 0.0207644327239108]| 12.1440534591674805|      0.00195312|[3209, 488, 0, 122]                                                        |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
      62|[1.2864514681333734, 0.0258907534674253, 0.1958456061506637, 2.116953305291397, 0.0557729649839776, 0.2169379474009318, 0.2232786098263586, -0.2696416383924189, -0.262419377793272, -0.1353882371628418, -0.3782144321897428, -0.0635644990544132, 0.1425764245127218, -0.3335155171041645, -0.0974384668274523, -0.1834189915890634, 0.0853817695767994, 0.3242364321253988, 0.1233423808463705, 0.2668234557661588, -0.4769792604612651, 0.0209908217544103]| 12.1440496444702148|      0.00390625|[3261, 496, 0, 124]                                                        |  | trying linear partial model with 29 points | iterate success | actual_k=4
      63|[1.2864514681333734, 0.0258907534674253, 0.1958456061506637, 2.116953305291397, 0.0557729649839776, 0.2169379474009318, 0.2232786098263586, -0.2696416383924189, -0.262419377793272, -0.1353882371628418, -0.3782144321897428, -0.0635644990544132, 0.1425764245127218, -0.3335155171041645, -0.0974384668274523, -0.1834189915890634, 0.0853817695767994, 0.3242364321253988, 0.1233423808463705, 0.2668234557661588, -0.4769792604612651, 0.0209908217544103]| 12.1440496444702148|      0.00195312|[3314, 504, 0, 126]                                                        |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
      64|[1.2851860890202025, 0.0256694247449524, 0.1961280359588202, 2.118074873092638, 0.0555364090103854, 0.2169530172525508, 0.2234733419924655, -0.2697137457636198, -0.2626502100685155, -0.1355796174558391, -0.3779927893961584, -0.0634168244590121, 0.142533174116126, -0.3333274031359365, -0.0970868078342108, -0.1832531137688561, 0.0857950472358602, 0.3238838525610341, 0.1231645450439229, 0.266741196388848, -0.4767808103673947, 0.0209175135451866]| 12.1440467834472656|      0.00390625|[3366, 512, 0, 128]                                                        |  | trying linear partial model with 29 points | iterate success | actual_k=4
      65|[1.2851860890202025, 0.0256694247449524, 0.1961280359588202, 2.118074873092638, 0.0555364090103854, 0.2169530172525508, 0.2234733419924655, -0.2697137457636198, -0.2626502100685155, -0.1355796174558391, -0.3779927893961584, -0.0634168244590121, 0.142533174116126, -0.3333274031359365, -0.0970868078342108, -0.1832531137688561, 0.0857950472358602, 0.3238838525610341, 0.1231645450439229, 0.266741196388848, -0.4767808103673947, 0.0209175135451866]| 12.1440467834472656|      0.00195312|[3419, 520, 0, 130]                                                        |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
      66|[1.284098608393041, 0.0252278841518538, 0.1964012517586384, 2.1188155639109008, 0.0556468218934457, 0.2170681422230131, 0.2235151223486576, -0.269447924836271, -0.2626785012191545, -0.135452621611163, -0.3786011248939085, -0.0637284863653019, 0.1424241418633586, -0.3329663387834693, -0.0970156223026214, -0.1829273349643515, 0.0853555310255289, 0.3233760019857455, 0.1231459215001618, 0.2662156983166809, -0.4765610927030186, 0.0204674487883555]| 12.1440439224243164|      0.00390625|[3471, 528, 0, 132]                                                        |  | trying linear partial model with 29 points | iterate success | actual_k=4
      67|[1.284098608393041, 0.0252278841518538, 0.1964012517586384, 2.1188155639109008, 0.0556468218934457, 0.2170681422230131, 0.2235151223486576, -0.269447924836271, -0.2626785012191545, -0.135452621611163, -0.3786011248939085, -0.0637284863653019, 0.1424241418633586, -0.3329663387834693, -0.0970156223026214, -0.1829273349643515, 0.0853555310255289, 0.3233760019857455, 0.1231459215001618, 0.2662156983166809, -0.4765610927030186, 0.0204674487883555]| 12.1440439224243164|      0.00195312|[3523, 536, 0, 134]                                                        |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
      68|[1.283199088094177, 0.0245562773312451, 0.1969216830685119, 2.1196488314910287, 0.0557465346181679, 0.2175015620119981, 0.2229709103483662, -0.2691199522532103, -0.2632626589363092, -0.1353071416090515, -0.3781187276419122, -0.0638728703915026, 0.1426350312815153, -0.332976972521902, -0.0971729481113003, -0.1829411817897987, 0.0854531349340843, 0.3237670149313402, 0.1234992606189793, 0.266320724387829, -0.4766180240362249, 0.0204397687339549]| 12.1440410614013672|      0.00390625|[3576, 544, 0, 136]                                                        |  | trying linear partial model with 29 points | iterate success | actual_k=4
      69|[1.283199088094177, 0.0245562773312451, 0.1969216830685119, 2.1196488314910287, 0.0557465346181679, 0.2175015620119981, 0.2229709103483662, -0.2691199522532103, -0.2632626589363092, -0.1353071416090515, -0.3781187276419122, -0.0638728703915026, 0.1426350312815153, -0.332976972521902, -0.0971729481113003, -0.1829411817897987, 0.0854531349340843, 0.3237670149313402, 0.1234992606189793, 0.266320724387829, -0.4766180240362249, 0.0204397687339549]| 12.1440410614013672|      0.00195312|[3628, 552, 0, 138]                                                        |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
      70|[1.2818504968402185, 0.0241005062630898, 0.1972649825030723, 2.120310494380297, 0.0559733574300597, 0.2178657083236789, 0.2235703359519423, -0.2690616132220113, -0.2632037803260106, -0.13521119139625, -0.3780472835731246, -0.0636788632006044, 0.1422763485533833, -0.3328460102878028, -0.097255248931375, -0.182953396613476, 0.0853442993885967, 0.3241427438404916, 0.1236008461105997, 0.2660371486398062, -0.476465721856897, 0.0208988573470554]| 12.1440372467041016|      0.00390625|[3682, 560, 0, 140]                                                        |  | trying linear partial model with 29 points | iterate success | actual_k=4
      71|[1.2818504968402185, 0.0241005062630898, 0.1972649825030723, 2.120310494380297, 0.0559733574300597, 0.2178657083236789, 0.2235703359519423, -0.2690616132220113, -0.2632037803260106, -0.13521119139625, -0.3780472835731246, -0.0636788632006044, 0.1422763485533833, -0.3328460102878028, -0.097255248931375, -0.182953396613476, 0.0853442993885967, 0.3241427438404916, 0.1236008461105997, 0.2660371486398062, -0.476465721856897, 0.0208988573470554]| 12.1440372467041016|      0.00195312|[3735, 568, 0, 142]                                                        |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
      72|[1.2805408087134982, 0.0234351014223629, 0.1972503028678926, 2.1207551666778985, 0.0561733979979281, 0.2183006390162956, 0.2234692975955328, -0.268757655555906, -0.2630092878666332, -0.135339705412636, -0.3778880326519543, -0.0637535125113045, 0.1424638049869315, -0.3329804529570216, -0.0973852068231742, -0.183613177695183, 0.08504505097865, 0.3244714205237699, 0.1239452362156858, 0.2661106384641178, -0.4769286821718917, 0.0208811136983383]| 12.1440343856811523|      0.00390625|[3787, 576, 0, 144]                                                        |  | trying linear partial model with 29 points | iterate success | actual_k=4
      73|[1.2805408087134982, 0.0234351014223629, 0.1972503028678926, 2.1207551666778985, 0.0561733979979281, 0.2183006390162956, 0.2234692975955328, -0.268757655555906, -0.2630092878666332, -0.135339705412636, -0.3778880326519543, -0.0637535125113045, 0.1424638049869315, -0.3329804529570216, -0.0973852068231742, -0.183613177695183, 0.08504505097865, 0.3244714205237699, 0.1239452362156858, 0.2661106384641178, -0.4769286821718917, 0.0208811136983383]| 12.1440343856811523|      0.00195312|[3839, 584, 0, 146]                                                        |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
      74|[1.2794983498138954, 0.0231149996184323, 0.1978229901731283, 2.1221310534206888, 0.0559755242779591, 0.2183705007230472, 0.2235661646976318, -0.2685019662279774, -0.2627004637374147, -0.1354294024119924, -0.3778640041423119, -0.0639622720468234, 0.1426195978459028, -0.3330614540552732, -0.097238652137443, -0.1837083480566177, 0.0849960517902111, 0.3243720915689497, 0.1238266294910305, 0.2663177078266755, -0.4770153954975733, 0.0208787017849153]| 12.1440305709838867|      0.00390625|[3891, 592, 0, 148]                                                        |  | trying linear partial model with 29 points | iterate success | actual_k=4
      75|[1.2794983498138954, 0.0231149996184323, 0.1978229901731283, 2.1221310534206888, 0.0559755242779591, 0.2183705007230472, 0.2235661646976318, -0.2685019662279774, -0.2627004637374147, -0.1354294024119924, -0.3778640041423119, -0.0639622720468234, 0.1426195978459028, -0.3330614540552732, -0.097238652137443, -0.1837083480566177, 0.0849960517902111, 0.3243720915689497, 0.1238266294910305, 0.2663177078266755, -0.4770153954975733, 0.0208787017849153]| 12.1440305709838867|      0.00195312|[3943, 600, 0, 150]                                                        |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
      76|[1.2781554770413093, 0.0226340028994905, 0.1980445337379126, 2.1229106265444515, 0.055841994141135, 0.2179757690555914, 0.2236539135033363, -0.2684380161267161, -0.2628052746963384, -0.1350977252077663, -0.377860387376647, -0.0638389113140888, 0.1424619379597474, -0.3332176800304635, -0.0977988063142873, -0.1838216593436222, 0.0850806458638632, 0.3242023037258561, 0.1232061570309738, 0.2662636354793398, -0.4770562127717271, 0.0208676534825975]| 12.1440277099609375|      0.00390625|[3995, 608, 0, 152]                                                        |  | trying linear partial model with 29 points | iterate success | actual_k=4
      77|[1.2781554770413093, 0.0226340028994905, 0.1980445337379126, 2.1229106265444515, 0.055841994141135, 0.2179757690555914, 0.2236539135033363, -0.2684380161267161, -0.2628052746963384, -0.1350977252077663, -0.377860387376647, -0.0638389113140888, 0.1424619379597474, -0.3332176800304635, -0.0977988063142873, -0.1838216593436222, 0.0850806458638632, 0.3242023037258561, 0.1232061570309738, 0.2662636354793398, -0.4770562127717271, 0.0208676534825975]| 12.1440277099609375|      0.00195312|[4049, 616, 0, 154]                                                        |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
      78|[1.276967635178965, 0.0223056935702062, 0.1985694323308394, 2.1239424792667823, 0.055757839346832, 0.2181890294730728, 0.2239037534742973, -0.268631499907116, -0.2629629635885687, -0.1349644640934435, -0.3778204930632681, -0.0643863379791631, 0.1427469508841885, -0.3330563477883378, -0.0979125639861636, -0.1835081739695813, 0.0849611721695409, 0.3239771105233807, 0.1233728875125293, 0.2664183817195677, -0.4767906256782854, 0.0210992809857168]| 12.1440238952636719|      0.00390625|[4101, 624, 0, 156]                                                        |  | trying linear partial model with 29 points | iterate success | actual_k=4
      79|[1.276967635178965, 0.0223056935702062, 0.1985694323308394, 2.1239424792667823, 0.055757839346832, 0.2181890294730728, 0.2239037534742973, -0.268631499907116, -0.2629629635885687, -0.1349644640934435, -0.3778204930632681, -0.0643863379791631, 0.1427469508841885, -0.3330563477883378, -0.0979125639861636, -0.1835081739695813, 0.0849611721695409, 0.3239771105233807, 0.1233728875125293, 0.2664183817195677, -0.4767906256782854, 0.0210992809857168]| 12.1440238952636719|      0.00195312|[4154, 632, 0, 158]                                                        |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
      80|[1.276035155541387, 0.0216444608186059, 0.1988868801708638, 2.1248731093183855, 0.0557355381559863, 0.218420405017177, 0.2239818559431718, -0.2689817878733009, -0.26253220313823, -0.1352144952024615, -0.3778374798162032, -0.0637714282134661, 0.1425769230788679, -0.3333501839447781, -0.0976274658786984, -0.1837173282284614, 0.0852496088593131, 0.3242899171906251, 0.1230812506761665, 0.2661959378521815, -0.4766213303316816, 0.0207155037849445]| 12.1440210342407227|      0.00390625|[4206, 640, 0, 160]                                                        |  | trying linear partial model with 29 points | iterate success | actual_k=4
