k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3747608920950057, 0.0797095312778555, -0.004230393703097, 0.3412320516556853, 0.2813863685060732, 0.2369410940818939, 0.1407433950978369, -0.1597388580050057, -0.3424089535477906, 0.0291293031903155, 0.099735241409874, -0.0846681391623341, 0.0930650738771747, -0.2868813583100472, 0.1484125021073299, 0.0725495723862729, -0.0584381798738602, 0.1477149775037801, -0.1459984815515477, 0.3529909438652921, -0.1685676998119672, 0.3210466598085497]| 13.9616107940673828|      1.11111111|[27, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
      46|[1.710423497275889, -0.226124889508901, -0.109977073799018, 1.8283003341946014, 0.2437879576460294, 0.4396616544871781, 0.7971604635898094, 0.0576296898337669, -0.7407465537992796, -0.2597855595334864, -0.1598145060903716, -0.1139563466474752, 0.6443238909356213, -0.0557453976157107, -0.0661702847688568, -0.4257671565740081, 0.2722062715625606, 0.095683978158246, -0.4000125085333259, 0.8598978414952948, -0.5151050688126741, 0.0793863087610731]| 12.1451644897460938|      0.02781284|[1209, 184, 0, 92]                                                         |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      47|[1.710423497275889, -0.226124889508901, -0.109977073799018, 1.8283003341946014, 0.2437879576460294, 0.4396616544871781, 0.7971604635898094, 0.0576296898337669, -0.7407465537992796, -0.2597855595334864, -0.1598145060903716, -0.1139563466474752, 0.6443238909356213, -0.0557453976157107, -0.0661702847688568, -0.4257671565740081, 0.2722062715625606, 0.095683978158246, -0.4000125085333259, 0.8598978414952948, -0.5151050688126741, 0.0793863087610731]| 12.1451644897460938|      0.02503156|[1235, 188, 0, 94]                                                         |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      48|[1.7149895511474516, -0.2252295615138375, -0.1148644496927605, 1.8459469782675153, 0.2445164758509292, 0.4383899121805839, 0.8000848474149039, 0.0634979708662774, -0.7422459291900588, -0.2566230886067468, -0.1573976784868976, -0.1170927697423152, 0.6453060124304262, -0.0523733356809394, -0.0683817814759551, -0.4231999686123334, 0.2774648014762435, 0.0849287676502764, -0.3999279184925539, 0.8545802803000316, -0.5151308969632512, 0.080456788821657]| 12.1449670791625977|      0.02781284|[1262, 192, 0, 96]                                                         |  | trying linear partial model with 15 points | iterate success | actual_k=2
      49|[1.7149895511474516, -0.2252295615138375, -0.1148644496927605, 1.8459469782675153, 0.2445164758509292, 0.4383899121805839, 0.8000848474149039, 0.0634979708662774, -0.7422459291900588, -0.2566230886067468, -0.1573976784868976, -0.1170927697423152, 0.6453060124304262, -0.0523733356809394, -0.0683817814759551, -0.4231999686123334, 0.2774648014762435, 0.0849287676502764, -0.3999279184925539, 0.8545802803000316, -0.5151308969632512, 0.080456788821657]| 12.1449670791625977|      0.02503156|[1288, 196, 0, 98]                                                         |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      50|[1.7149895511474516, -0.2252295615138375, -0.1148644496927605, 1.8459469782675153, 0.2445164758509292, 0.4383899121805839, 0.8000848474149039, 0.0634979708662774, -0.7422459291900588, -0.2566230886067468, -0.1573976784868976, -0.1170927697423152, 0.6453060124304262, -0.0523733356809394, -0.0683817814759551, -0.4231999686123334, 0.2774648014762435, 0.0849287676502764, -0.3999279184925539, 0.8545802803000316, -0.5151308969632512, 0.080456788821657]| 12.1449670791625977|      0.02252840|[1315, 200, 0, 100]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      51|[1.7149895511474516, -0.2252295615138375, -0.1148644496927605, 1.8459469782675153, 0.2445164758509292, 0.4383899121805839, 0.8000848474149039, 0.0634979708662774, -0.7422459291900588, -0.2566230886067468, -0.1573976784868976, -0.1170927697423152, 0.6453060124304262, -0.0523733356809394, -0.0683817814759551, -0.4231999686123334, 0.2774648014762435, 0.0849287676502764, -0.3999279184925539, 0.8545802803000316, -0.5151308969632512, 0.080456788821657]| 12.1449670791625977|      0.02027556|[1341, 204, 0, 102]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      52|[1.7149895511474516, -0.2252295615138375, -0.1148644496927605, 1.8459469782675153, 0.2445164758509292, 0.4383899121805839, 0.8000848474149039, 0.0634979708662774, -0.7422459291900588, -0.2566230886067468, -0.1573976784868976, -0.1170927697423152, 0.6453060124304262, -0.0523733356809394, -0.0683817814759551, -0.4231999686123334, 0.2774648014762435, 0.0849287676502764, -0.3999279184925539, 0.8545802803000316, -0.5151308969632512, 0.080456788821657]| 12.1449670791625977|      0.01824800|[1367, 208, 0, 104]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      53|[1.7149895511474516, -0.2252295615138375, -0.1148644496927605, 1.8459469782675153, 0.2445164758509292, 0.4383899121805839, 0.8000848474149039, 0.0634979708662774, -0.7422459291900588, -0.2566230886067468, -0.1573976784868976, -0.1170927697423152, 0.6453060124304262, -0.0523733356809394, -0.0683817814759551, -0.4231999686123334, 0.2774648014762435, 0.0849287676502764, -0.3999279184925539, 0.8545802803000316, -0.5151308969632512, 0.080456788821657]| 12.1449670791625977|      0.01642320|[1393, 212, 0, 106]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      54|[1.7149895511474516, -0.2252295615138375, -0.1148644496927605, 1.8459469782675153, 0.2445164758509292, 0.4383899121805839, 0.8000848474149039, 0.0634979708662774, -0.7422459291900588, -0.2566230886067468, -0.1573976784868976, -0.1170927697423152, 0.6453060124304262, -0.0523733356809394, -0.0683817814759551, -0.4231999686123334, 0.2774648014762435, 0.0849287676502764, -0.3999279184925539, 0.8545802803000316, -0.5151308969632512, 0.080456788821657]| 12.1449670791625977|      0.01478088|[1419, 216, 0, 108]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      55|[1.7149895511474516, -0.2252295615138375, -0.1148644496927605, 1.8459469782675153, 0.2445164758509292, 0.4383899121805839, 0.8000848474149039, 0.0634979708662774, -0.7422459291900588, -0.2566230886067468, -0.1573976784868976, -0.1170927697423152, 0.6453060124304262, -0.0523733356809394, -0.0683817814759551, -0.4231999686123334, 0.2774648014762435, 0.0849287676502764, -0.3999279184925539, 0.8545802803000316, -0.5151308969632512, 0.080456788821657]| 12.1449670791625977|      0.01330279|[1445, 220, 0, 110]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      56|[1.7149895511474516, -0.2252295615138375, -0.1148644496927605, 1.8459469782675153, 0.2445164758509292, 0.4383899121805839, 0.8000848474149039, 0.0634979708662774, -0.7422459291900588, -0.2566230886067468, -0.1573976784868976, -0.1170927697423152, 0.6453060124304262, -0.0523733356809394, -0.0683817814759551, -0.4231999686123334, 0.2774648014762435, 0.0849287676502764, -0.3999279184925539, 0.8545802803000316, -0.5151308969632512, 0.080456788821657]| 12.1449670791625977|      0.01197252|[1472, 224, 0, 112]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      57|[1.7149895511474516, -0.2252295615138375, -0.1148644496927605, 1.8459469782675153, 0.2445164758509292, 0.4383899121805839, 0.8000848474149039, 0.0634979708662774, -0.7422459291900588, -0.2566230886067468, -0.1573976784868976, -0.1170927697423152, 0.6453060124304262, -0.0523733356809394, -0.0683817814759551, -0.4231999686123334, 0.2774648014762435, 0.0849287676502764, -0.3999279184925539, 0.8545802803000316, -0.5151308969632512, 0.080456788821657]| 12.1449670791625977|      0.01077526|[1498, 228, 0, 114]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      58|[1.7149895511474516, -0.2252295615138375, -0.1148644496927605, 1.8459469782675153, 0.2445164758509292, 0.4383899121805839, 0.8000848474149039, 0.0634979708662774, -0.7422459291900588, -0.2566230886067468, -0.1573976784868976, -0.1170927697423152, 0.6453060124304262, -0.0523733356809394, -0.0683817814759551, -0.4231999686123334, 0.2774648014762435, 0.0849287676502764, -0.3999279184925539, 0.8545802803000316, -0.5151308969632512, 0.080456788821657]| 12.1449670791625977|      0.00969774|[1524, 232, 0, 116]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      59|[1.7149895511474516, -0.2252295615138375, -0.1148644496927605, 1.8459469782675153, 0.2445164758509292, 0.4383899121805839, 0.8000848474149039, 0.0634979708662774, -0.7422459291900588, -0.2566230886067468, -0.1573976784868976, -0.1170927697423152, 0.6453060124304262, -0.0523733356809394, -0.0683817814759551, -0.4231999686123334, 0.2774648014762435, 0.0849287676502764, -0.3999279184925539, 0.8545802803000316, -0.5151308969632512, 0.080456788821657]| 12.1449670791625977|      0.00872796|[1550, 236, 0, 118]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      60|[1.7149895511474516, -0.2252295615138375, -0.1148644496927605, 1.8459469782675153, 0.2445164758509292, 0.4383899121805839, 0.8000848474149039, 0.0634979708662774, -0.7422459291900588, -0.2566230886067468, -0.1573976784868976, -0.1170927697423152, 0.6453060124304262, -0.0523733356809394, -0.0683817814759551, -0.4231999686123334, 0.2774648014762435, 0.0849287676502764, -0.3999279184925539, 0.8545802803000316, -0.5151308969632512, 0.080456788821657]| 12.1449670791625977|      0.00785517|[1576, 240, 0, 120]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      61|[1.7149895511474516, -0.2252295615138375, -0.1148644496927605, 1.8459469782675153, 0.2445164758509292, 0.4383899121805839, 0.8000848474149039, 0.0634979708662774, -0.7422459291900588, -0.2566230886067468, -0.1573976784868976, -0.1170927697423152, 0.6453060124304262, -0.0523733356809394, -0.0683817814759551, -0.4231999686123334, 0.2774648014762435, 0.0849287676502764, -0.3999279184925539, 0.8545802803000316, -0.5151308969632512, 0.080456788821657]| 12.1449670791625977|      0.00706965|[1602, 244, 0, 122]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      62|[1.7149895511474516, -0.2252295615138375, -0.1148644496927605, 1.8459469782675153, 0.2445164758509292, 0.4383899121805839, 0.8000848474149039, 0.0634979708662774, -0.7422459291900588, -0.2566230886067468, -0.1573976784868976, -0.1170927697423152, 0.6453060124304262, -0.0523733356809394, -0.0683817814759551, -0.4231999686123334, 0.2774648014762435, 0.0849287676502764, -0.3999279184925539, 0.8545802803000316, -0.5151308969632512, 0.080456788821657]| 12.1449670791625977|      0.00636269|[1628, 248, 0, 124]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      63|[1.715855848956358, -0.2254213276262244, -0.1144230285175265, 1.8505107792951205, 0.244140200178009, 0.4374709627263761, 0.799504027450572, 0.0638697369767859, -0.7428850483093532, -0.2549813960426731, -0.1575466025175167, -0.1184745477506657, 0.643502115767438, -0.0523725592445066, -0.0668914715259182, -0.4228658907749788, 0.2772164448920936, 0.0862022161573456, -0.4005804190415473, 0.8541882525535854, -0.5165232465444392, 0.0789112954332152]| 12.1449537277221680|      0.00706965|[1654, 252, 0, 126]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
      64|[1.715855848956358, -0.2254213276262244, -0.1144230285175265, 1.8505107792951205, 0.244140200178009, 0.4374709627263761, 0.799504027450572, 0.0638697369767859, -0.7428850483093532, -0.2549813960426731, -0.1575466025175167, -0.1184745477506657, 0.643502115767438, -0.0523725592445066, -0.0668914715259182, -0.4228658907749788, 0.2772164448920936, 0.0862022161573456, -0.4005804190415473, 0.8541882525535854, -0.5165232465444392, 0.0789112954332152]| 12.1449537277221680|      0.00636269|[1680, 256, 0, 128]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      65|[1.715855848956358, -0.2254213276262244, -0.1144230285175265, 1.8505107792951205, 0.244140200178009, 0.4374709627263761, 0.799504027450572, 0.0638697369767859, -0.7428850483093532, -0.2549813960426731, -0.1575466025175167, -0.1184745477506657, 0.643502115767438, -0.0523725592445066, -0.0668914715259182, -0.4228658907749788, 0.2772164448920936, 0.0862022161573456, -0.4005804190415473, 0.8541882525535854, -0.5165232465444392, 0.0789112954332152]| 12.1449537277221680|      0.00572642|[1706, 260, 0, 130]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      66|[1.715855848956358, -0.2254213276262244, -0.1144230285175265, 1.8505107792951205, 0.244140200178009, 0.4374709627263761, 0.799504027450572, 0.0638697369767859, -0.7428850483093532, -0.2549813960426731, -0.1575466025175167, -0.1184745477506657, 0.643502115767438, -0.0523725592445066, -0.0668914715259182, -0.4228658907749788, 0.2772164448920936, 0.0862022161573456, -0.4005804190415473, 0.8541882525535854, -0.5165232465444392, 0.0789112954332152]| 12.1449537277221680|      0.00515378|[1733, 264, 0, 132]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      67|[1.715855848956358, -0.2254213276262244, -0.1144230285175265, 1.8505107792951205, 0.244140200178009, 0.4374709627263761, 0.799504027450572, 0.0638697369767859, -0.7428850483093532, -0.2549813960426731, -0.1575466025175167, -0.1184745477506657, 0.643502115767438, -0.0523725592445066, -0.0668914715259182, -0.4228658907749788, 0.2772164448920936, 0.0862022161573456, -0.4005804190415473, 0.8541882525535854, -0.5165232465444392, 0.0789112954332152]| 12.1449537277221680|      0.00463840|[1760, 268, 0, 134]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      68|[1.715855848956358, -0.2254213276262244, -0.1144230285175265, 1.8505107792951205, 0.244140200178009, 0.4374709627263761, 0.799504027450572, 0.0638697369767859, -0.7428850483093532, -0.2549813960426731, -0.1575466025175167, -0.1184745477506657, 0.643502115767438, -0.0523725592445066, -0.0668914715259182, -0.4228658907749788, 0.2772164448920936, 0.0862022161573456, -0.4005804190415473, 0.8541882525535854, -0.5165232465444392, 0.0789112954332152]| 12.1449537277221680|      0.00417456|[1786, 272, 0, 136]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      69|[1.715855848956358, -0.2254213276262244, -0.1144230285175265, 1.8505107792951205, 0.244140200178009, 0.4374709627263761, 0.799504027450572, 0.0638697369767859, -0.7428850483093532, -0.2549813960426731, -0.1575466025175167, -0.1184745477506657, 0.643502115767438, -0.0523725592445066, -0.0668914715259182, -0.4228658907749788, 0.2772164448920936, 0.0862022161573456, -0.4005804190415473, 0.8541882525535854, -0.5165232465444392, 0.0789112954332152]| 12.1449537277221680|      0.00375710|[1813, 276, 0, 138]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      70|[1.715855848956358, -0.2254213276262244, -0.1144230285175265, 1.8505107792951205, 0.244140200178009, 0.4374709627263761, 0.799504027450572, 0.0638697369767859, -0.7428850483093532, -0.2549813960426731, -0.1575466025175167, -0.1184745477506657, 0.643502115767438, -0.0523725592445066, -0.0668914715259182, -0.4228658907749788, 0.2772164448920936, 0.0862022161573456, -0.4005804190415473, 0.8541882525535854, -0.5165232465444392, 0.0789112954332152]| 12.1449537277221680|      0.00338139|[1840, 280, 0, 140]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      71|[1.715855848956358, -0.2254213276262244, -0.1144230285175265, 1.8505107792951205, 0.244140200178009, 0.4374709627263761, 0.799504027450572, 0.0638697369767859, -0.7428850483093532, -0.2549813960426731, -0.1575466025175167, -0.1184745477506657, 0.643502115767438, -0.0523725592445066, -0.0668914715259182, -0.4228658907749788, 0.2772164448920936, 0.0862022161573456, -0.4005804190415473, 0.8541882525535854, -0.5165232465444392, 0.0789112954332152]| 12.1449537277221680|      0.00304325|[1867, 284, 0, 142]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      72|[1.715855848956358, -0.2254213276262244, -0.1144230285175265, 1.8505107792951205, 0.244140200178009, 0.4374709627263761, 0.799504027450572, 0.0638697369767859, -0.7428850483093532, -0.2549813960426731, -0.1575466025175167, -0.1184745477506657, 0.643502115767438, -0.0523725592445066, -0.0668914715259182, -0.4228658907749788, 0.2772164448920936, 0.0862022161573456, -0.4005804190415473, 0.8541882525535854, -0.5165232465444392, 0.0789112954332152]| 12.1449537277221680|      0.00273893|[1893, 288, 0, 144]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      73|[1.715048746712761, -0.2266193785656556, -0.1140926013283643, 1.8522286661726035, 0.2441689763233524, 0.4380532598621545, 0.7994804116699055, 0.0636880983958993, -0.7429627797013132, -0.2541275375511537, -0.1570899996439707, -0.1186312353115388, 0.6436745212486115, -0.0524099406537493, -0.0668577571231325, -0.4226770102860768, 0.2771468403426375, 0.0856344699578276, -0.4003458367567592, 0.8538131414521323, -0.5164880752475078, 0.0795601219154923]| 12.1449489593505859|      0.00304325|[1920, 292, 0, 146]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
      74|[1.715048746712761, -0.2266193785656556, -0.1140926013283643, 1.8522286661726035, 0.2441689763233524, 0.4380532598621545, 0.7994804116699055, 0.0636880983958993, -0.7429627797013132, -0.2541275375511537, -0.1570899996439707, -0.1186312353115388, 0.6436745212486115, -0.0524099406537493, -0.0668577571231325, -0.4226770102860768, 0.2771468403426375, 0.0856344699578276, -0.4003458367567592, 0.8538131414521323, -0.5164880752475078, 0.0795601219154923]| 12.1449489593505859|      0.00273893|[1946, 296, 0, 148]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      75|[1.715048746712761, -0.2266193785656556, -0.1140926013283643, 1.8522286661726035, 0.2441689763233524, 0.4380532598621545, 0.7994804116699055, 0.0636880983958993, -0.7429627797013132, -0.2541275375511537, -0.1570899996439707, -0.1186312353115388, 0.6436745212486115, -0.0524099406537493, -0.0668577571231325, -0.4226770102860768, 0.2771468403426375, 0.0856344699578276, -0.4003458367567592, 0.8538131414521323, -0.5164880752475078, 0.0795601219154923]| 12.1449489593505859|      0.00246503|[1972, 300, 0, 150]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      76|[1.715048746712761, -0.2266193785656556, -0.1140926013283643, 1.8522286661726035, 0.2441689763233524, 0.4380532598621545, 0.7994804116699055, 0.0636880983958993, -0.7429627797013132, -0.2541275375511537, -0.1570899996439707, -0.1186312353115388, 0.6436745212486115, -0.0524099406537493, -0.0668577571231325, -0.4226770102860768, 0.2771468403426375, 0.0856344699578276, -0.4003458367567592, 0.8538131414521323, -0.5164880752475078, 0.0795601219154923]| 12.1449489593505859|      0.00221853|[1998, 304, 0, 152]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      77|[1.715048746712761, -0.2266193785656556, -0.1140926013283643, 1.8522286661726035, 0.2441689763233524, 0.4380532598621545, 0.7994804116699055, 0.0636880983958993, -0.7429627797013132, -0.2541275375511537, -0.1570899996439707, -0.1186312353115388, 0.6436745212486115, -0.0524099406537493, -0.0668577571231325, -0.4226770102860768, 0.2771468403426375, 0.0856344699578276, -0.4003458367567592, 0.8538131414521323, -0.5164880752475078, 0.0795601219154923]| 12.1449489593505859|      0.00199668|[2024, 308, 0, 154]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      78|[1.7137373500636897, -0.22676950041961, -0.1139313022028005, 1.8524229041366744, 0.2446837452735438, 0.4379386497373058, 0.7991718419572763, 0.0635091029673654, -0.7428130392864758, -0.2542778218383203, -0.1572665482012312, -0.1185434719035743, 0.6436788474149299, -0.052153545531196, -0.0661667315980452, -0.4224188303533145, 0.2773727731555066, 0.0853716395374936, -0.4004090909786036, 0.854711397888875, -0.5162217243108222, 0.0792780597731015]| 12.1449470520019531|      0.00221853|[2050, 312, 0, 156]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
      79|[1.7127296408027375, -0.2269303700627929, -0.1132570272149866, 1.853023519433792, 0.2447173467801503, 0.4382817383324514, 0.7992678732655502, 0.0626537688922814, -0.7423751820435485, -0.253977046993301, -0.1572633841217342, -0.1188366161104046, 0.6439259787816252, -0.0522946956267111, -0.0661330816818047, -0.4221096157723512, 0.2778280612764622, 0.0854984762384215, -0.4007494538204693, 0.853761061099229, -0.5166183127809694, 0.0787681914081144]| 12.1449441909790039|      0.00246503|[2076, 316, 0, 158]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
      80|[1.7127296408027375, -0.2269303700627929, -0.1132570272149866, 1.853023519433792, 0.2447173467801503, 0.4382817383324514, 0.7992678732655502, 0.0626537688922814, -0.7423751820435485, -0.253977046993301, -0.1572633841217342, -0.1188366161104046, 0.6439259787816252, -0.0522946956267111, -0.0661330816818047, -0.4221096157723512, 0.2778280612764622, 0.0854984762384215, -0.4007494538204693, 0.853761061099229, -0.5166183127809694, 0.0787681914081144]| 12.1449441909790039|      0.00221853|[2102, 320, 0, 160]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      81|[1.7117367514935813, -0.2270561747051643, -0.1132192425860823, 1.8543367327882099, 0.2443333756502815, 0.4378134054261472, 0.7995635828613579, 0.063278057333442, -0.7425283903204459, -0.2538777491609429, -0.1574659649847674, -0.1192532637920012, 0.6438397083654663, -0.0521863334160091, -0.0661956198350171, -0.4220762029362563, 0.2781985890498986, 0.0861893034545082, -0.4004589397703087, 0.8540251611839806, -0.5171731760543274, 0.078728379631242]| 12.1449413299560547|      0.00246503|[2128, 324, 0, 162]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
      82|[1.710223470183278, -0.227205313686715, -0.1135829388563543, 1.8553289195569738, 0.2435948306773413, 0.4380561854832837, 0.8000115112660735, 0.0632237258103607, -0.7428888527299687, -0.2543713149895015, -0.1575828698610369, -0.1196460175285123, 0.6434701052821082, -0.051593457960458, -0.0662029226371427, -0.4223509660089531, 0.2786032347046706, 0.0862758174066045, -0.4006383377719636, 0.8545740579656782, -0.5168116500745088, 0.0784138520444142]| 12.1449375152587891|      0.00273893|[2155, 328, 0, 164]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
      83|[1.710223470183278, -0.227205313686715, -0.1135829388563543, 1.8553289195569738, 0.2435948306773413, 0.4380561854832837, 0.8000115112660735, 0.0632237258103607, -0.7428888527299687, -0.2543713149895015, -0.1575828698610369, -0.1196460175285123, 0.6434701052821082, -0.051593457960458, -0.0662029226371427, -0.4223509660089531, 0.2786032347046706, 0.0862758174066045, -0.4006383377719636, 0.8545740579656782, -0.5168116500745088, 0.0784138520444142]| 12.1449375152587891|      0.00246503|[2181, 332, 0, 166]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      84|[1.7090236876043425, -0.2276222245745576, -0.1129681516960261, 1.8557580250099543, 0.2439168412733848, 0.4387031265347529, 0.8001217366138088, 0.0637536962818293, -0.7429257545672192, -0.2541565052502543, -0.1572287471166409, -0.1194780148163633, 0.6435137586803831, -0.0507584678805229, -0.0667645649451353, -0.4226468423149501, 0.2778108600398405, 0.0866940975416224, -0.4002790780822232, 0.8537701479436424, -0.5165373458251328, 0.0780544952848461]| 12.1449356079101562|      0.00273893|[2207, 336, 0, 168]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
      85|[1.7083117536198515, -0.2279713218190635, -0.1120629311415129, 1.8570664936001542, 0.2432724025301327, 0.438663445347648, 0.7995945197272937, 0.063534351274861, -0.7422879353059267, -0.2537057956699134, -0.1572414150433514, -0.1185563932326148, 0.643195773447807, -0.0508858603982151, -0.0670469352457662, -0.4234011041513939, 0.2779016995190812, 0.0857514658416789, -0.4007041860927129, 0.853935550678893, -0.5160302366407151, 0.0779495336027905]| 12.1449317932128906|      0.00304325|[2233, 340, 0, 170]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
      86|[1.7083117536198515, -0.2279713218190635, -0.1120629311415129, 1.8570664936001542, 0.2432724025301327, 0.438663445347648, 0.7995945197272937, 0.063534351274861, -0.7422879353059267, -0.2537057956699134, -0.1572414150433514, -0.1185563932326148, 0.643195773447807, -0.0508858603982151, -0.0670469352457662, -0.4234011041513939, 0.2779016995190812, 0.0857514658416789, -0.4007041860927129, 0.853935550678893, -0.5160302366407151, 0.0779495336027905]| 12.1449317932128906|      0.00273893|[2259, 344, 0, 172]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      87|[1.706947882602036, -0.2281839513735968, -0.1118202042400802, 1.8582276009946017, 0.2440177877977759, 0.4382425586368759, 0.7991497866045008, 0.0640970118375492, -0.7431317023529499, -0.2532641509343163, -0.1572465025671576, -0.1178841669016048, 0.6433812188519342, -0.0508484950032913, -0.067097806718151, -0.4234424114465487, 0.2773627423161941, 0.0864194457522501, -0.4008380949607004, 0.8545923720605003, -0.5165754750240658, 0.0781942208642705]| 12.1449289321899414|      0.00304325|[2287, 348, 0, 174]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
      88|[1.706947882602036, -0.2281839513735968, -0.1118202042400802, 1.8582276009946017, 0.2440177877977759, 0.4382425586368759, 0.7991497866045008, 0.0640970118375492, -0.7431317023529499, -0.2532641509343163, -0.1572465025671576, -0.1178841669016048, 0.6433812188519342, -0.0508484950032913, -0.067097806718151, -0.4234424114465487, 0.2773627423161941, 0.0864194457522501, -0.4008380949607004, 0.8545923720605003, -0.5165754750240658, 0.0781942208642705]| 12.1449289321899414|      0.00273893|[2313, 352, 0, 176]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      89|[1.706947882602036, -0.2281839513735968, -0.1118202042400802, 1.8582276009946017, 0.2440177877977759, 0.4382425586368759, 0.7991497866045008, 0.0640970118375492, -0.7431317023529499, -0.2532641509343163, -0.1572465025671576, -0.1178841669016048, 0.6433812188519342, -0.0508484950032913, -0.067097806718151, -0.4234424114465487, 0.2773627423161941, 0.0864194457522501, -0.4008380949607004, 0.8545923720605003, -0.5165754750240658, 0.0781942208642705]| 12.1449289321899414|      0.00246503|[2339, 356, 0, 178]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      90|[1.7051611027973186, -0.2281121210210323, -0.1116542206564453, 1.8584276241653894, 0.243697898483923, 0.4380416825146686, 0.7993023021192308, 0.063690735372104, -0.7425891765262187, -0.2534009127344821, -0.1574344795979311, -0.1174260441890788, 0.6439258799766565, -0.0509047306219037, -0.0672429706099067, -0.4226603773179394, 0.2767534261848891, 0.0865977964396007, -0.4011693010064701, 0.8546553249629744, -0.5163452991613882, 0.077546410592952]| 12.1449251174926758|      0.00273893|[2365, 360, 0, 180]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
      91|[1.7051611027973186, -0.2281121210210323, -0.1116542206564453, 1.8584276241653894, 0.243697898483923, 0.4380416825146686, 0.7993023021192308, 0.063690735372104, -0.7425891765262187, -0.2534009127344821, -0.1574344795979311, -0.1174260441890788, 0.6439258799766565, -0.0509047306219037, -0.0672429706099067, -0.4226603773179394, 0.2767534261848891, 0.0865977964396007, -0.4011693010064701, 0.8546553249629744, -0.5163452991613882, 0.077546410592952]| 12.1449251174926758|      0.00246503|[2392, 364, 0, 182]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
