k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.609553617497106, 0.0519686181864622, 0.1352853357785249, 0.7793853527255101, -2.6994897e-09, -1.086920568e-07, 1.44826971e-08, -6.64428622e-08, -2.8907761e-08, 8.21113743e-08, -5.29401489e-08, 2.376422719e-07, -2.4045045e-08, -1.995109413e-07, 2.43209221e-08, 8.10860233e-08, -1.964871755e-07, -5.85320581e-08, 2.29673622e-08, 2.824421e-10, 1.693881929e-07, 5.57579756e-08]| 13.1512060165405273|      1.11111111|[129, 0, 0, 2]                                                             |  | trying linear partial model with 65 points | iterate success | actual_k=0
      46|[1.4711724776158324, 0.1243149010395901, 0.3280475280947833, 1.8879137628844889, -3.164176105e-07, -1.6052822406e-06, 1.6228496688e-06, -1.0615692496e-06, -1.5456577188e-06, 7.471103129e-07, -3.6543385526e-06, 3.7561563951e-06, 2.2961018694e-06, -6.028443356e-07, -6.295386538e-07, -7.964383639e-07, -1.6985010086e-06, 9.72401745e-08, -4.4407791048e-06, 2.7533058827e-06, -1.3408574447e-06, -1.9924638648e-06]| 12.1454553604125977|      0.03433684|[5889, 0, 0, 92]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      47|[1.4711724776158324, 0.1243149010395901, 0.3280475280947833, 1.8879137628844889, -3.164176105e-07, -1.6052822406e-06, 1.6228496688e-06, -1.0615692496e-06, -1.5456577188e-06, 7.471103129e-07, -3.6543385526e-06, 3.7561563951e-06, 2.2961018694e-06, -6.028443356e-07, -6.295386538e-07, -7.964383639e-07, -1.6985010086e-06, 9.72401745e-08, -4.4407791048e-06, 2.7533058827e-06, -1.3408574447e-06, -1.9924638648e-06]| 12.1454553604125977|      0.03090315|[6017, 0, 0, 94]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      48|[1.4711724776158324, 0.1243149010395901, 0.3280475280947833, 1.8879137628844889, -3.164176105e-07, -1.6052822406e-06, 1.6228496688e-06, -1.0615692496e-06, -1.5456577188e-06, 7.471103129e-07, -3.6543385526e-06, 3.7561563951e-06, 2.2961018694e-06, -6.028443356e-07, -6.295386538e-07, -7.964383639e-07, -1.6985010086e-06, 9.72401745e-08, -4.4407791048e-06, 2.7533058827e-06, -1.3408574447e-06, -1.9924638648e-06]| 12.1454553604125977|      0.02781284|[6145, 0, 0, 96]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      49|[1.4711724776158324, 0.1243149010395901, 0.3280475280947833, 1.8879137628844889, -3.164176105e-07, -1.6052822406e-06, 1.6228496688e-06, -1.0615692496e-06, -1.5456577188e-06, 7.471103129e-07, -3.6543385526e-06, 3.7561563951e-06, 2.2961018694e-06, -6.028443356e-07, -6.295386538e-07, -7.964383639e-07, -1.6985010086e-06, 9.72401745e-08, -4.4407791048e-06, 2.7533058827e-06, -1.3408574447e-06, -1.9924638648e-06]| 12.1454553604125977|      0.02503156|[6273, 0, 0, 98]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      50|[1.4711724776158324, 0.1243149010395901, 0.3280475280947833, 1.8879137628844889, -3.164176105e-07, -1.6052822406e-06, 1.6228496688e-06, -1.0615692496e-06, -1.5456577188e-06, 7.471103129e-07, -3.6543385526e-06, 3.7561563951e-06, 2.2961018694e-06, -6.028443356e-07, -6.295386538e-07, -7.964383639e-07, -1.6985010086e-06, 9.72401745e-08, -4.4407791048e-06, 2.7533058827e-06, -1.3408574447e-06, -1.9924638648e-06]| 12.1454553604125977|      0.02252840|[6401, 0, 0, 100]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      51|[1.4711724776158324, 0.1243149010395901, 0.3280475280947833, 1.8879137628844889, -3.164176105e-07, -1.6052822406e-06, 1.6228496688e-06, -1.0615692496e-06, -1.5456577188e-06, 7.471103129e-07, -3.6543385526e-06, 3.7561563951e-06, 2.2961018694e-06, -6.028443356e-07, -6.295386538e-07, -7.964383639e-07, -1.6985010086e-06, 9.72401745e-08, -4.4407791048e-06, 2.7533058827e-06, -1.3408574447e-06, -1.9924638648e-06]| 12.1454553604125977|      0.02027556|[6529, 0, 0, 102]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      52|[1.4711724776158324, 0.1243149010395901, 0.3280475280947833, 1.8879137628844889, -3.164176105e-07, -1.6052822406e-06, 1.6228496688e-06, -1.0615692496e-06, -1.5456577188e-06, 7.471103129e-07, -3.6543385526e-06, 3.7561563951e-06, 2.2961018694e-06, -6.028443356e-07, -6.295386538e-07, -7.964383639e-07, -1.6985010086e-06, 9.72401745e-08, -4.4407791048e-06, 2.7533058827e-06, -1.3408574447e-06, -1.9924638648e-06]| 12.1454553604125977|      0.01824800|[6657, 0, 0, 104]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      53|[1.4816126301264356, 0.1249856976493369, 0.3306703196443372, 1.9026332591016275, -4.20942125e-06, -2.6255239488e-06, 3.292868937e-06, -1.463636214e-07, -5.0756593589e-06, -5.466763899e-07, -1.32907172468e-05, 4.094460439e-07, 6.1536172429e-06, 3.348360896e-07, 4.8356928404e-06, -9.2008724333e-06, -4.281200473e-07, -6.839627378e-07, -3.5887417139e-06, 4.0190070576e-06, 2.7134235291e-06, -4.0724406184e-06]| 12.1448802947998047|      0.02027556|[6785, 0, 0, 106]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      54|[1.4816126301264356, 0.1249856976493369, 0.3306703196443372, 1.9026332591016275, -4.20942125e-06, -2.6255239488e-06, 3.292868937e-06, -1.463636214e-07, -5.0756593589e-06, -5.466763899e-07, -1.32907172468e-05, 4.094460439e-07, 6.1536172429e-06, 3.348360896e-07, 4.8356928404e-06, -9.2008724333e-06, -4.281200473e-07, -6.839627378e-07, -3.5887417139e-06, 4.0190070576e-06, 2.7134235291e-06, -4.0724406184e-06]| 12.1448802947998047|      0.01824800|[6913, 0, 0, 108]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      55|[1.4816126301264356, 0.1249856976493369, 0.3306703196443372, 1.9026332591016275, -4.20942125e-06, -2.6255239488e-06, 3.292868937e-06, -1.463636214e-07, -5.0756593589e-06, -5.466763899e-07, -1.32907172468e-05, 4.094460439e-07, 6.1536172429e-06, 3.348360896e-07, 4.8356928404e-06, -9.2008724333e-06, -4.281200473e-07, -6.839627378e-07, -3.5887417139e-06, 4.0190070576e-06, 2.7134235291e-06, -4.0724406184e-06]| 12.1448802947998047|      0.01642320|[7041, 0, 0, 110]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      56|[1.4816126301264356, 0.1249856976493369, 0.3306703196443372, 1.9026332591016275, -4.20942125e-06, -2.6255239488e-06, 3.292868937e-06, -1.463636214e-07, -5.0756593589e-06, -5.466763899e-07, -1.32907172468e-05, 4.094460439e-07, 6.1536172429e-06, 3.348360896e-07, 4.8356928404e-06, -9.2008724333e-06, -4.281200473e-07, -6.839627378e-07, -3.5887417139e-06, 4.0190070576e-06, 2.7134235291e-06, -4.0724406184e-06]| 12.1448802947998047|      0.01478088|[7169, 0, 0, 112]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      57|[1.4816126301264356, 0.1249856976493369, 0.3306703196443372, 1.9026332591016275, -4.20942125e-06, -2.6255239488e-06, 3.292868937e-06, -1.463636214e-07, -5.0756593589e-06, -5.466763899e-07, -1.32907172468e-05, 4.094460439e-07, 6.1536172429e-06, 3.348360896e-07, 4.8356928404e-06, -9.2008724333e-06, -4.281200473e-07, -6.839627378e-07, -3.5887417139e-06, 4.0190070576e-06, 2.7134235291e-06, -4.0724406184e-06]| 12.1448802947998047|      0.01330279|[7297, 0, 0, 114]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      58|[1.4816126301264356, 0.1249856976493369, 0.3306703196443372, 1.9026332591016275, -4.20942125e-06, -2.6255239488e-06, 3.292868937e-06, -1.463636214e-07, -5.0756593589e-06, -5.466763899e-07, -1.32907172468e-05, 4.094460439e-07, 6.1536172429e-06, 3.348360896e-07, 4.8356928404e-06, -9.2008724333e-06, -4.281200473e-07, -6.839627378e-07, -3.5887417139e-06, 4.0190070576e-06, 2.7134235291e-06, -4.0724406184e-06]| 12.1448802947998047|      0.01197252|[7425, 0, 0, 116]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      59|[1.4816126301264356, 0.1249856976493369, 0.3306703196443372, 1.9026332591016275, -4.20942125e-06, -2.6255239488e-06, 3.292868937e-06, -1.463636214e-07, -5.0756593589e-06, -5.466763899e-07, -1.32907172468e-05, 4.094460439e-07, 6.1536172429e-06, 3.348360896e-07, 4.8356928404e-06, -9.2008724333e-06, -4.281200473e-07, -6.839627378e-07, -3.5887417139e-06, 4.0190070576e-06, 2.7134235291e-06, -4.0724406184e-06]| 12.1448802947998047|      0.01077526|[7553, 0, 0, 118]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      60|[1.487449926597386, 0.125250244901974, 0.3322990436873877, 1.9115388019024206, -8.6789644092e-06, 1.01226875923e-05, 3.4387305776e-06, -1.80327497538e-05, -1.04398617735e-05, 6.0849666208e-06, -2.03896948198e-05, 3.0317970226e-06, 4.5013972151e-06, -1.4720557154e-06, 6.405621185e-07, -9.9568775174e-06, 5.8564436574e-06, 4.7632128068e-06, 1.3183896818e-06, 6.9703636333e-06, -4.0836508526e-06, -1.13060187414e-05]| 12.1446886062622070|      0.01197252|[7681, 0, 0, 120]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      61|[1.487449926597386, 0.125250244901974, 0.3322990436873877, 1.9115388019024206, -8.6789644092e-06, 1.01226875923e-05, 3.4387305776e-06, -1.80327497538e-05, -1.04398617735e-05, 6.0849666208e-06, -2.03896948198e-05, 3.0317970226e-06, 4.5013972151e-06, -1.4720557154e-06, 6.405621185e-07, -9.9568775174e-06, 5.8564436574e-06, 4.7632128068e-06, 1.3183896818e-06, 6.9703636333e-06, -4.0836508526e-06, -1.13060187414e-05]| 12.1446886062622070|      0.01077526|[7809, 0, 0, 122]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      62|[1.487449926597386, 0.125250244901974, 0.3322990436873877, 1.9115388019024206, -8.6789644092e-06, 1.01226875923e-05, 3.4387305776e-06, -1.80327497538e-05, -1.04398617735e-05, 6.0849666208e-06, -2.03896948198e-05, 3.0317970226e-06, 4.5013972151e-06, -1.4720557154e-06, 6.405621185e-07, -9.9568775174e-06, 5.8564436574e-06, 4.7632128068e-06, 1.3183896818e-06, 6.9703636333e-06, -4.0836508526e-06, -1.13060187414e-05]| 12.1446886062622070|      0.00969774|[7937, 0, 0, 124]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      63|[1.487449926597386, 0.125250244901974, 0.3322990436873877, 1.9115388019024206, -8.6789644092e-06, 1.01226875923e-05, 3.4387305776e-06, -1.80327497538e-05, -1.04398617735e-05, 6.0849666208e-06, -2.03896948198e-05, 3.0317970226e-06, 4.5013972151e-06, -1.4720557154e-06, 6.405621185e-07, -9.9568775174e-06, 5.8564436574e-06, 4.7632128068e-06, 1.3183896818e-06, 6.9703636333e-06, -4.0836508526e-06, -1.13060187414e-05]| 12.1446886062622070|      0.00872796|[8065, 0, 0, 126]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      64|[1.487449926597386, 0.125250244901974, 0.3322990436873877, 1.9115388019024206, -8.6789644092e-06, 1.01226875923e-05, 3.4387305776e-06, -1.80327497538e-05, -1.04398617735e-05, 6.0849666208e-06, -2.03896948198e-05, 3.0317970226e-06, 4.5013972151e-06, -1.4720557154e-06, 6.405621185e-07, -9.9568775174e-06, 5.8564436574e-06, 4.7632128068e-06, 1.3183896818e-06, 6.9703636333e-06, -4.0836508526e-06, -1.13060187414e-05]| 12.1446886062622070|      0.00785517|[8193, 0, 0, 128]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      65|[1.487449926597386, 0.125250244901974, 0.3322990436873877, 1.9115388019024206, -8.6789644092e-06, 1.01226875923e-05, 3.4387305776e-06, -1.80327497538e-05, -1.04398617735e-05, 6.0849666208e-06, -2.03896948198e-05, 3.0317970226e-06, 4.5013972151e-06, -1.4720557154e-06, 6.405621185e-07, -9.9568775174e-06, 5.8564436574e-06, 4.7632128068e-06, 1.3183896818e-06, 6.9703636333e-06, -4.0836508526e-06, -1.13060187414e-05]| 12.1446886062622070|      0.00706965|[8321, 0, 0, 130]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      66|[1.487449926597386, 0.125250244901974, 0.3322990436873877, 1.9115388019024206, -8.6789644092e-06, 1.01226875923e-05, 3.4387305776e-06, -1.80327497538e-05, -1.04398617735e-05, 6.0849666208e-06, -2.03896948198e-05, 3.0317970226e-06, 4.5013972151e-06, -1.4720557154e-06, 6.405621185e-07, -9.9568775174e-06, 5.8564436574e-06, 4.7632128068e-06, 1.3183896818e-06, 6.9703636333e-06, -4.0836508526e-06, -1.13060187414e-05]| 12.1446886062622070|      0.00636269|[8449, 0, 0, 132]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      67|[1.490550944689795, 0.1252803248446635, 0.3333234474308102, 1.9169990086678677, -6.0337811939e-06, -2.6096447873e-06, -1.24495892258e-05, -1.57016698826e-05, -1.40702987033e-05, -1.6779607928e-06, -3.2659191272e-06, 8.1799379941e-06, -3.4582759643e-06, -2.0465035835e-06, 2.19120595618e-05, -3.5769380694e-06, -2.11047334861e-05, -4.5578902617e-06, -9.602753428e-06, 2.9766847421e-06, -1.0206769176e-05, 1.90837709419e-05]| 12.1446247100830078|      0.00706965|[8577, 0, 0, 134]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      68|[1.490550944689795, 0.1252803248446635, 0.3333234474308102, 1.9169990086678677, -6.0337811939e-06, -2.6096447873e-06, -1.24495892258e-05, -1.57016698826e-05, -1.40702987033e-05, -1.6779607928e-06, -3.2659191272e-06, 8.1799379941e-06, -3.4582759643e-06, -2.0465035835e-06, 2.19120595618e-05, -3.5769380694e-06, -2.11047334861e-05, -4.5578902617e-06, -9.602753428e-06, 2.9766847421e-06, -1.0206769176e-05, 1.90837709419e-05]| 12.1446247100830078|      0.00636269|[8705, 0, 0, 136]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      69|[1.490550944689795, 0.1252803248446635, 0.3333234474308102, 1.9169990086678677, -6.0337811939e-06, -2.6096447873e-06, -1.24495892258e-05, -1.57016698826e-05, -1.40702987033e-05, -1.6779607928e-06, -3.2659191272e-06, 8.1799379941e-06, -3.4582759643e-06, -2.0465035835e-06, 2.19120595618e-05, -3.5769380694e-06, -2.11047334861e-05, -4.5578902617e-06, -9.602753428e-06, 2.9766847421e-06, -1.0206769176e-05, 1.90837709419e-05]| 12.1446247100830078|      0.00572642|[8833, 0, 0, 138]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      70|[1.490550944689795, 0.1252803248446635, 0.3333234474308102, 1.9169990086678677, -6.0337811939e-06, -2.6096447873e-06, -1.24495892258e-05, -1.57016698826e-05, -1.40702987033e-05, -1.6779607928e-06, -3.2659191272e-06, 8.1799379941e-06, -3.4582759643e-06, -2.0465035835e-06, 2.19120595618e-05, -3.5769380694e-06, -2.11047334861e-05, -4.5578902617e-06, -9.602753428e-06, 2.9766847421e-06, -1.0206769176e-05, 1.90837709419e-05]| 12.1446247100830078|      0.00515378|[8961, 0, 0, 140]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      71|[1.490550944689795, 0.1252803248446635, 0.3333234474308102, 1.9169990086678677, -6.0337811939e-06, -2.6096447873e-06, -1.24495892258e-05, -1.57016698826e-05, -1.40702987033e-05, -1.6779607928e-06, -3.2659191272e-06, 8.1799379941e-06, -3.4582759643e-06, -2.0465035835e-06, 2.19120595618e-05, -3.5769380694e-06, -2.11047334861e-05, -4.5578902617e-06, -9.602753428e-06, 2.9766847421e-06, -1.0206769176e-05, 1.90837709419e-05]| 12.1446247100830078|      0.00463840|[9089, 0, 0, 142]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      72|[1.490550944689795, 0.1252803248446635, 0.3333234474308102, 1.9169990086678677, -6.0337811939e-06, -2.6096447873e-06, -1.24495892258e-05, -1.57016698826e-05, -1.40702987033e-05, -1.6779607928e-06, -3.2659191272e-06, 8.1799379941e-06, -3.4582759643e-06, -2.0465035835e-06, 2.19120595618e-05, -3.5769380694e-06, -2.11047334861e-05, -4.5578902617e-06, -9.602753428e-06, 2.9766847421e-06, -1.0206769176e-05, 1.90837709419e-05]| 12.1446247100830078|      0.00417456|[9217, 0, 0, 144]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      73|[1.490550944689795, 0.1252803248446635, 0.3333234474308102, 1.9169990086678677, -6.0337811939e-06, -2.6096447873e-06, -1.24495892258e-05, -1.57016698826e-05, -1.40702987033e-05, -1.6779607928e-06, -3.2659191272e-06, 8.1799379941e-06, -3.4582759643e-06, -2.0465035835e-06, 2.19120595618e-05, -3.5769380694e-06, -2.11047334861e-05, -4.5578902617e-06, -9.602753428e-06, 2.9766847421e-06, -1.0206769176e-05, 1.90837709419e-05]| 12.1446247100830078|      0.00375710|[9345, 0, 0, 146]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      74|[1.490550944689795, 0.1252803248446635, 0.3333234474308102, 1.9169990086678677, -6.0337811939e-06, -2.6096447873e-06, -1.24495892258e-05, -1.57016698826e-05, -1.40702987033e-05, -1.6779607928e-06, -3.2659191272e-06, 8.1799379941e-06, -3.4582759643e-06, -2.0465035835e-06, 2.19120595618e-05, -3.5769380694e-06, -2.11047334861e-05, -4.5578902617e-06, -9.602753428e-06, 2.9766847421e-06, -1.0206769176e-05, 1.90837709419e-05]| 12.1446247100830078|      0.00338139|[9473, 0, 0, 148]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      75|[1.4918151417900667, 0.125160238970087, 0.3339148026771694, 1.9200758485709173, -2.92316488308e-05, 1.23622339258e-05, -1.48292628438e-05, 4.031705846e-07, 1.07315653244e-05, -7.6815855021e-06, 4.68919512e-07, 4.25540994277e-05, -8.1609162577e-06, 1.88184626015e-05, -1.6826932886e-06, -2.01503844521e-05, -3.17948785511e-05, 5.8451911472e-06, 2.2153186434e-06, -9.505522336e-07, -8.3409902298e-06, 1.6332708639e-05]| 12.1446056365966797|      0.00375710|[9601, 0, 0, 150]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      76|[1.4918151417900667, 0.125160238970087, 0.3339148026771694, 1.9200758485709173, -2.92316488308e-05, 1.23622339258e-05, -1.48292628438e-05, 4.031705846e-07, 1.07315653244e-05, -7.6815855021e-06, 4.68919512e-07, 4.25540994277e-05, -8.1609162577e-06, 1.88184626015e-05, -1.6826932886e-06, -2.01503844521e-05, -3.17948785511e-05, 5.8451911472e-06, 2.2153186434e-06, -9.505522336e-07, -8.3409902298e-06, 1.6332708639e-05]| 12.1446056365966797|      0.00338139|[9729, 0, 0, 152]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      77|[1.4918151417900667, 0.125160238970087, 0.3339148026771694, 1.9200758485709173, -2.92316488308e-05, 1.23622339258e-05, -1.48292628438e-05, 4.031705846e-07, 1.07315653244e-05, -7.6815855021e-06, 4.68919512e-07, 4.25540994277e-05, -8.1609162577e-06, 1.88184626015e-05, -1.6826932886e-06, -2.01503844521e-05, -3.17948785511e-05, 5.8451911472e-06, 2.2153186434e-06, -9.505522336e-07, -8.3409902298e-06, 1.6332708639e-05]| 12.1446056365966797|      0.00304325|[9857, 0, 0, 154]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      78|[1.4918151417900667, 0.125160238970087, 0.3339148026771694, 1.9200758485709173, -2.92316488308e-05, 1.23622339258e-05, -1.48292628438e-05, 4.031705846e-07, 1.07315653244e-05, -7.6815855021e-06, 4.68919512e-07, 4.25540994277e-05, -8.1609162577e-06, 1.88184626015e-05, -1.6826932886e-06, -2.01503844521e-05, -3.17948785511e-05, 5.8451911472e-06, 2.2153186434e-06, -9.505522336e-07, -8.3409902298e-06, 1.6332708639e-05]| 12.1446056365966797|      0.00273893|[9985, 0, 0, 156]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      79|[1.4918151417900667, 0.125160238970087, 0.3339148026771694, 1.9200758485709173, -2.92316488308e-05, 1.23622339258e-05, -1.48292628438e-05, 4.031705846e-07, 1.07315653244e-05, -7.6815855021e-06, 4.68919512e-07, 4.25540994277e-05, -8.1609162577e-06, 1.88184626015e-05, -1.6826932886e-06, -2.01503844521e-05, -3.17948785511e-05, 5.8451911472e-06, 2.2153186434e-06, -9.505522336e-07, -8.3409902298e-06, 1.6332708639e-05]| 12.1446056365966797|      0.00246503|[10113, 0, 0, 158]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      80|[1.4918151417900667, 0.125160238970087, 0.3339148026771694, 1.9200758485709173, -2.92316488308e-05, 1.23622339258e-05, -1.48292628438e-05, 4.031705846e-07, 1.07315653244e-05, -7.6815855021e-06, 4.68919512e-07, 4.25540994277e-05, -8.1609162577e-06, 1.88184626015e-05, -1.6826932886e-06, -2.01503844521e-05, -3.17948785511e-05, 5.8451911472e-06, 2.2153186434e-06, -9.505522336e-07, -8.3409902298e-06, 1.6332708639e-05]| 12.1446056365966797|      0.00221853|[10241, 0, 0, 160]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      81|[1.4918151417900667, 0.125160238970087, 0.3339148026771694, 1.9200758485709173, -2.92316488308e-05, 1.23622339258e-05, -1.48292628438e-05, 4.031705846e-07, 1.07315653244e-05, -7.6815855021e-06, 4.68919512e-07, 4.25540994277e-05, -8.1609162577e-06, 1.88184626015e-05, -1.6826932886e-06, -2.01503844521e-05, -3.17948785511e-05, 5.8451911472e-06, 2.2153186434e-06, -9.505522336e-07, -8.3409902298e-06, 1.6332708639e-05]| 12.1446056365966797|      0.00199668|[10369, 0, 0, 162]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      82|[1.4922085269464895, 0.1249526227526696, 0.3343584696115802, 1.921967118481285, -8.64295995098e-05, 2.63858860998e-05, -4.16222525011e-05, -3.30783421827e-05, 4.70766833909e-05, 5.2726955964e-06, 3.33832126627e-05, 7.33639067023e-05, -3.74498140654e-05, -2.62654502773e-05, 7.81981735e-08, 1.7775853983e-05, -5.76445190833e-05, 1.10801374532e-05, 3.06406799687e-05, 1.11563341851e-05, -1.9807870626e-06, -2.149035179e-07]| 12.1445989608764648|      0.00221853|[10497, 0, 0, 164]                                                         |  | trying linear partial model with 65 points | iterate success | actual_k=0
      83|[1.4922085269464895, 0.1249526227526696, 0.3343584696115802, 1.921967118481285, -8.64295995098e-05, 2.63858860998e-05, -4.16222525011e-05, -3.30783421827e-05, 4.70766833909e-05, 5.2726955964e-06, 3.33832126627e-05, 7.33639067023e-05, -3.74498140654e-05, -2.62654502773e-05, 7.81981735e-08, 1.7775853983e-05, -5.76445190833e-05, 1.10801374532e-05, 3.06406799687e-05, 1.11563341851e-05, -1.9807870626e-06, -2.149035179e-07]| 12.1445989608764648|      0.00199668|[10625, 0, 0, 166]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      84|[1.4922085269464895, 0.1249526227526696, 0.3343584696115802, 1.921967118481285, -8.64295995098e-05, 2.63858860998e-05, -4.16222525011e-05, -3.30783421827e-05, 4.70766833909e-05, 5.2726955964e-06, 3.33832126627e-05, 7.33639067023e-05, -3.74498140654e-05, -2.62654502773e-05, 7.81981735e-08, 1.7775853983e-05, -5.76445190833e-05, 1.10801374532e-05, 3.06406799687e-05, 1.11563341851e-05, -1.9807870626e-06, -2.149035179e-07]| 12.1445989608764648|      0.00179701|[10753, 0, 0, 168]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      85|[1.4922085269464895, 0.1249526227526696, 0.3343584696115802, 1.921967118481285, -8.64295995098e-05, 2.63858860998e-05, -4.16222525011e-05, -3.30783421827e-05, 4.70766833909e-05, 5.2726955964e-06, 3.33832126627e-05, 7.33639067023e-05, -3.74498140654e-05, -2.62654502773e-05, 7.81981735e-08, 1.7775853983e-05, -5.76445190833e-05, 1.10801374532e-05, 3.06406799687e-05, 1.11563341851e-05, -1.9807870626e-06, -2.149035179e-07]| 12.1445989608764648|      0.00161731|[10881, 0, 0, 170]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      86|[1.4922085269464895, 0.1249526227526696, 0.3343584696115802, 1.921967118481285, -8.64295995098e-05, 2.63858860998e-05, -4.16222525011e-05, -3.30783421827e-05, 4.70766833909e-05, 5.2726955964e-06, 3.33832126627e-05, 7.33639067023e-05, -3.74498140654e-05, -2.62654502773e-05, 7.81981735e-08, 1.7775853983e-05, -5.76445190833e-05, 1.10801374532e-05, 3.06406799687e-05, 1.11563341851e-05, -1.9807870626e-06, -2.149035179e-07]| 12.1445989608764648|      0.00145558|[11009, 0, 0, 172]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      87|[1.4919773327192531, 0.1247566214151147, 0.3346314958314313, 1.9233345827161274, -0.0001334599980346, -7.56088033137e-05, -6.35533052432e-05, -0.0001083159205748, 5.53152899482e-05, 3.21266032589e-05, 1.48352766099e-05, 1.84357401704e-05, 4.8495203586e-06, 1.67966259885e-05, -0.0001297848822034, 0.0001011207743691, -7.70933281864e-05, 0.0001298681751917, -5.9328365171e-06, 0.0001128975450206, 2.0235398489e-05, 7.26343295792e-05]| 12.1445951461791992|      0.00161731|[11137, 0, 0, 174]                                                         |  | trying linear partial model with 65 points | iterate success | actual_k=0
      88|[1.4919773327192531, 0.1247566214151147, 0.3346314958314313, 1.9233345827161274, -0.0001334599980346, -7.56088033137e-05, -6.35533052432e-05, -0.0001083159205748, 5.53152899482e-05, 3.21266032589e-05, 1.48352766099e-05, 1.84357401704e-05, 4.8495203586e-06, 1.67966259885e-05, -0.0001297848822034, 0.0001011207743691, -7.70933281864e-05, 0.0001298681751917, -5.9328365171e-06, 0.0001128975450206, 2.0235398489e-05, 7.26343295792e-05]| 12.1445951461791992|      0.00145558|[11265, 0, 0, 176]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
