k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6095535766751647, 0.0519688242793704, 0.1352853346516554, 0.7793853711056846, 9.25922738e-08, -2.290994829e-07, 9.7811514e-09, -5.61985531e-08, 1.38745283e-08, 7.50007122e-08, -9.11331411e-08, 9.77812098e-08, -6.93945017e-08, -2.47528215e-08, -3.50050131e-08, 2.357223807e-07, -1.14666658e-07, 2.24034982e-08, 6.28013334e-08, 8.30680029e-08, 4.88573252e-08, 3.07380168e-08]| 13.1512060165405273|      2.00000000|[129, 0, 0, 2]                                                             |  | trying linear partial model with 65 points | iterate success | actual_k=0
      46|[1.475024839388025, 0.1168762437247934, 0.3394820494187668, 1.9376474199335068, 0.0002118152699954, -0.0001095747387481, -4.89313664233e-05, -0.0003606672209412, -3.60832098526e-05, 0.0003484641457034, -6.871290301e-05, 0.0003590076092996, 0.0005731929708784, 0.0002991411099016, 0.0002445034132819, 0.0002537123886201, -0.0001096283042725, 0.000633058773952, 0.0003882871798138, 0.000404808510169, 0.0002119709234941, -0.0004560386381725]| 12.1445455551147461|      0.00390625|[5889, 0, 0, 92]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      47|[1.475024839388025, 0.1168762437247934, 0.3394820494187668, 1.9376474199335068, 0.0002118152699954, -0.0001095747387481, -4.89313664233e-05, -0.0003606672209412, -3.60832098526e-05, 0.0003484641457034, -6.871290301e-05, 0.0003590076092996, 0.0005731929708784, 0.0002991411099016, 0.0002445034132819, 0.0002537123886201, -0.0001096283042725, 0.000633058773952, 0.0003882871798138, 0.000404808510169, 0.0002119709234941, -0.0004560386381725]| 12.1445455551147461|      0.00195312|[6017, 0, 0, 94]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      48|[1.4738625656695163, 0.1163151307227088, 0.3397184200378536, 1.9390470154980963, 0.0002412921736605, -7.66690664224e-05, -8.58109831889e-05, -0.0002345914411759, -5.59601307717e-05, 0.0003066748084759, -0.0001727646693616, 0.0004846557929286, 0.0006853288089734, 0.0003338692038699, 0.0002909934797889, 0.0001013922366467, -0.0001745008059627, 0.0006298033779224, 0.000387987284474, 0.0005749215892564, 0.000307987439842, -0.0005249436140062]| 12.1445417404174805|      0.00390625|[6145, 0, 0, 96]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      49|[1.4738625656695163, 0.1163151307227088, 0.3397184200378536, 1.9390470154980963, 0.0002412921736605, -7.66690664224e-05, -8.58109831889e-05, -0.0002345914411759, -5.59601307717e-05, 0.0003066748084759, -0.0001727646693616, 0.0004846557929286, 0.0006853288089734, 0.0003338692038699, 0.0002909934797889, 0.0001013922366467, -0.0001745008059627, 0.0006298033779224, 0.000387987284474, 0.0005749215892564, 0.000307987439842, -0.0005249436140062]| 12.1445417404174805|      0.00195312|[6273, 0, 0, 98]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      50|[1.4724346122797884, 0.1157276547255161, 0.3401683873223147, 1.9400963774916486, 6.48072985093e-05, -0.0001092937636769, 1.11803364202e-05, -0.0003527421807105, 1.06089579277e-05, 0.0002129456602083, -0.0001695325447567, 0.0004935445809339, 0.0007276625765853, 0.0004656021580065, 0.0002883723075466, 6.89967851233e-05, -0.0001409575528911, 0.0006023300788127, 0.0005417073120155, 0.0005492297264266, 0.0002169090720762, -0.0005826996570666]| 12.1445379257202148|      0.00390625|[6401, 0, 0, 100]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      51|[1.4724346122797884, 0.1157276547255161, 0.3401683873223147, 1.9400963774916486, 6.48072985093e-05, -0.0001092937636769, 1.11803364202e-05, -0.0003527421807105, 1.06089579277e-05, 0.0002129456602083, -0.0001695325447567, 0.0004935445809339, 0.0007276625765853, 0.0004656021580065, 0.0002883723075466, 6.89967851233e-05, -0.0001409575528911, 0.0006023300788127, 0.0005417073120155, 0.0005492297264266, 0.0002169090720762, -0.0005826996570666]| 12.1445379257202148|      0.00195312|[6529, 0, 0, 102]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      52|[1.4708755643256335, 0.1151712059517887, 0.3404368865692813, 1.941038825235137, -2.8766178966e-06, -8.7184952382e-05, 6.41935047746e-05, -0.0002535268254111, 6.90429400184e-05, 0.0002407915338466, -0.0002414998454889, 0.0005323463414511, 0.0008006862642464, 0.0005785017061538, 0.000373138821642, 0.0001544969970183, -9.00837474185e-05, 0.0007207744766892, 0.0005189863149875, 0.0003937443225596, 0.0002895668334847, -0.0006625143395356]| 12.1445341110229492|      0.00390625|[6657, 0, 0, 104]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      53|[1.4708755643256335, 0.1151712059517887, 0.3404368865692813, 1.941038825235137, -2.8766178966e-06, -8.7184952382e-05, 6.41935047746e-05, -0.0002535268254111, 6.90429400184e-05, 0.0002407915338466, -0.0002414998454889, 0.0005323463414511, 0.0008006862642464, 0.0005785017061538, 0.000373138821642, 0.0001544969970183, -9.00837474185e-05, 0.0007207744766892, 0.0005189863149875, 0.0003937443225596, 0.0002895668334847, -0.0006625143395356]| 12.1445341110229492|      0.00195312|[6785, 0, 0, 106]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      54|[1.4694523095645307, 0.1144936880931343, 0.3407551237011973, 1.9421172426973459, 7.19212552252e-05, 1.51192259205e-05, 1.86485559334e-05, -0.0002579743398496, 6.30820577887e-05, 0.0001496430147845, -0.0003436906569481, 0.0006338540117239, 0.0008518921151777, 0.000563401987706, 0.0003973742295086, 9.17791021062e-05, -9.87827508128e-05, 0.0007981200927287, 0.0005839028962133, 0.0004144222866121, 0.0002811739136776, -0.0006433535746303]| 12.1445302963256836|      0.00390625|[6913, 0, 0, 108]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      55|[1.4694523095645307, 0.1144936880931343, 0.3407551237011973, 1.9421172426973459, 7.19212552252e-05, 1.51192259205e-05, 1.86485559334e-05, -0.0002579743398496, 6.30820577887e-05, 0.0001496430147845, -0.0003436906569481, 0.0006338540117239, 0.0008518921151777, 0.000563401987706, 0.0003973742295086, 9.17791021062e-05, -9.87827508128e-05, 0.0007981200927287, 0.0005839028962133, 0.0004144222866121, 0.0002811739136776, -0.0006433535746303]| 12.1445302963256836|      0.00195312|[7041, 0, 0, 110]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      56|[1.4681058978589947, 0.1138201876543672, 0.3410824904467362, 1.9432605721050566, 2.5766065538e-06, 9.48894275066e-05, -0.0001266541431395, -0.0003301421589905, -0.0001266369576121, 0.0002048207755476, -0.0002972297341003, 0.0006332504719189, 0.0009765078528282, 0.0006082556064696, 0.0004074006491692, 0.0002256269861953, -7.15917721697e-05, 0.0007533338352044, 0.0005306862304326, 0.0003915163929586, 0.0001710269555726, -0.0006056972438649]| 12.1445264816284180|      0.00390625|[7169, 0, 0, 112]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      57|[1.4681058978589947, 0.1138201876543672, 0.3410824904467362, 1.9432605721050566, 2.5766065538e-06, 9.48894275066e-05, -0.0001266541431395, -0.0003301421589905, -0.0001266369576121, 0.0002048207755476, -0.0002972297341003, 0.0006332504719189, 0.0009765078528282, 0.0006082556064696, 0.0004074006491692, 0.0002256269861953, -7.15917721697e-05, 0.0007533338352044, 0.0005306862304326, 0.0003915163929586, 0.0001710269555726, -0.0006056972438649]| 12.1445264816284180|      0.00195312|[7297, 0, 0, 114]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      58|[1.4666895163528793, 0.11314434892667, 0.3413473380034083, 1.9443292917066972, 3.40829460511e-05, -6.70012403965e-05, -0.0001735766481726, -0.0002169550493292, -0.0002291640733725, 0.0001857455989252, -0.0002673154093229, 0.000729419697958, 0.0009162323484066, 0.0006685894088339, 0.0003749507644227, 0.0003143148946372, -6.3248906388e-05, 0.0009147701594963, 0.0004626650227075, 0.000242333829711, 0.0002222824551154, -0.0005391317019982]| 12.1445226669311523|      0.00390625|[7425, 0, 0, 116]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      59|[1.4666895163528793, 0.11314434892667, 0.3413473380034083, 1.9443292917066972, 3.40829460511e-05, -6.70012403965e-05, -0.0001735766481726, -0.0002169550493292, -0.0002291640733725, 0.0001857455989252, -0.0002673154093229, 0.000729419697958, 0.0009162323484066, 0.0006685894088339, 0.0003749507644227, 0.0003143148946372, -6.3248906388e-05, 0.0009147701594963, 0.0004626650227075, 0.000242333829711, 0.0002222824551154, -0.0005391317019982]| 12.1445226669311523|      0.00195312|[7553, 0, 0, 118]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      60|[1.4652792737292475, 0.1125394271549279, 0.3416149792281178, 1.9454525882393705, 6.49188060193e-05, 0.00011872434255, -0.0001986775030805, -0.0002367171830763, -0.0001797683235388, 0.0002859870006548, -0.0002659820361043, 0.0006749402807586, 0.0010290537244189, 0.0005930069597919, 0.000299232358141, 0.0003905088467977, -5.5643369845e-06, 0.0007865953719164, 0.0005759412881827, 0.0003278764893789, 0.0001719904371604, -0.0004920420500444]| 12.1445188522338867|      0.00390625|[7681, 0, 0, 120]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      61|[1.4652792737292475, 0.1125394271549279, 0.3416149792281178, 1.9454525882393705, 6.49188060193e-05, 0.00011872434255, -0.0001986775030805, -0.0002367171830763, -0.0001797683235388, 0.0002859870006548, -0.0002659820361043, 0.0006749402807586, 0.0010290537244189, 0.0005930069597919, 0.000299232358141, 0.0003905088467977, -5.5643369845e-06, 0.0007865953719164, 0.0005759412881827, 0.0003278764893789, 0.0001719904371604, -0.0004920420500444]| 12.1445188522338867|      0.00195312|[7809, 0, 0, 122]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      62|[1.4639260443090163, 0.1119294231486628, 0.3418950759512098, 1.9466435281160475, 0.0001559702394293, 7.70048573981e-05, -0.0001648891545591, -0.0001097656481413, -0.0001341247060541, 0.0001452901921684, -0.0003409363796109, 0.0008066773742954, 0.0011066536061405, 0.0007160068723675, 0.0002817578490349, 0.0005081706799476, -1.2718456944e-06, 0.0007809970940716, 0.0006535889457291, 0.0003356426524759, 0.0002006524321522, -0.0005050207034626]| 12.1445150375366211|      0.00390625|[7937, 0, 0, 124]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      63|[1.4639260443090163, 0.1119294231486628, 0.3418950759512098, 1.9466435281160475, 0.0001559702394293, 7.70048573981e-05, -0.0001648891545591, -0.0001097656481413, -0.0001341247060541, 0.0001452901921684, -0.0003409363796109, 0.0008066773742954, 0.0011066536061405, 0.0007160068723675, 0.0002817578490349, 0.0005081706799476, -1.2718456944e-06, 0.0007809970940716, 0.0006535889457291, 0.0003356426524759, 0.0002006524321522, -0.0005050207034626]| 12.1445150375366211|      0.00195312|[8065, 0, 0, 126]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      64|[1.4625188908410987, 0.1115411071144216, 0.3422006817474735, 1.9478463590820212, 4.47868414463e-05, 9.52714156371e-05, -0.0002420761730052, -0.0001980389973229, -0.0002065218898269, -7.47592268907e-05, -0.0004555784762759, 0.0008916764360127, 0.0010654037578369, 0.0007513632030879, 0.0001664956469872, 0.0004818682149969, -1.09463098735e-05, 0.0008234282709546, 0.0007069827714803, 0.0003007300942112, 7.07979274441e-05, -0.0004467212546921]| 12.1445112228393555|      0.00390625|[8193, 0, 0, 128]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      65|[1.4625188908410987, 0.1115411071144216, 0.3422006817474735, 1.9478463590820212, 4.47868414463e-05, 9.52714156371e-05, -0.0002420761730052, -0.0001980389973229, -0.0002065218898269, -7.47592268907e-05, -0.0004555784762759, 0.0008916764360127, 0.0010654037578369, 0.0007513632030879, 0.0001664956469872, 0.0004818682149969, -1.09463098735e-05, 0.0008234282709546, 0.0007069827714803, 0.0003007300942112, 7.07979274441e-05, -0.0004467212546921]| 12.1445112228393555|      0.00195312|[8321, 0, 0, 130]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      66|[1.4610596892746994, 0.1109239552262288, 0.3425905071326887, 1.9488518353705377, 8.83185699861e-05, 0.0001413550161055, -0.0003441986212127, -4.26848580232e-05, -0.0001929981594704, -3.89788046829e-05, -0.0005559403867435, 0.0008430807739354, 0.0010768701138373, 0.0007339464956533, 0.000312367789347, 0.0004669654909108, 0.0001810894826242, 0.0007737761013212, 0.0007633508650777, 0.0002864066816916, 0.0002083230680852, -0.0005212266056911]| 12.1445074081420898|      0.00390625|[8449, 0, 0, 132]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      67|[1.4610596892746994, 0.1109239552262288, 0.3425905071326887, 1.9488518353705377, 8.83185699861e-05, 0.0001413550161055, -0.0003441986212127, -4.26848580232e-05, -0.0001929981594704, -3.89788046829e-05, -0.0005559403867435, 0.0008430807739354, 0.0010768701138373, 0.0007339464956533, 0.000312367789347, 0.0004669654909108, 0.0001810894826242, 0.0007737761013212, 0.0007633508650777, 0.0002864066816916, 0.0002083230680852, -0.0005212266056911]| 12.1445074081420898|      0.00195312|[8577, 0, 0, 134]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      68|[1.4595213412670123, 0.1103207324311545, 0.342977982159137, 1.9497532567819365, -1.2451417102e-06, 0.000232692382533, -0.0004276708484597, -0.0001589066811597, -0.0001804754866614, 4.83000983074e-05, -0.0005748377207937, 0.0008414195063176, 0.0011924625641959, 0.0006686175914601, 0.0004285287882434, 0.0005183584307923, 9.167821507e-06, 0.0007659311467195, 0.0006730993529019, 0.0003542883437168, 0.0001863730635616, -0.0005252431820456]| 12.1445035934448242|      0.00390625|[8705, 0, 0, 136]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      69|[1.4595213412670123, 0.1103207324311545, 0.342977982159137, 1.9497532567819365, -1.2451417102e-06, 0.000232692382533, -0.0004276708484597, -0.0001589066811597, -0.0001804754866614, 4.83000983074e-05, -0.0005748377207937, 0.0008414195063176, 0.0011924625641959, 0.0006686175914601, 0.0004285287882434, 0.0005183584307923, 9.167821507e-06, 0.0007659311467195, 0.0006730993529019, 0.0003542883437168, 0.0001863730635616, -0.0005252431820456]| 12.1445035934448242|      0.00195312|[8833, 0, 0, 138]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      70|[1.4581319941859239, 0.1096556464540124, 0.3433436896947916, 1.9508673237389533, -7.51170658053e-05, 0.0003085701837863, -0.000446897068987, -0.0002106851670452, -9.2182061115e-05, 0.0001263597675294, -0.0005458686486637, 0.0008550298945789, 0.001107342669338, 0.0007213010690493, 0.0003936319125564, 0.0004742541075553, -3.71385219333e-05, 0.0008417072136054, 0.0007340469847735, 0.0003755034476411, 0.000239204713527, -0.0004253399152787]| 12.1444997787475586|      0.00390625|[8961, 0, 0, 140]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      71|[1.4581319941859239, 0.1096556464540124, 0.3433436896947916, 1.9508673237389533, -7.51170658053e-05, 0.0003085701837863, -0.000446897068987, -0.0002106851670452, -9.2182061115e-05, 0.0001263597675294, -0.0005458686486637, 0.0008550298945789, 0.001107342669338, 0.0007213010690493, 0.0003936319125564, 0.0004742541075553, -3.71385219333e-05, 0.0008417072136054, 0.0007340469847735, 0.0003755034476411, 0.000239204713527, -0.0004253399152787]| 12.1444997787475586|      0.00195312|[9089, 0, 0, 142]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      72|[1.456726310594807, 0.1090888731559796, 0.3435994317835324, 1.9520356863416746, -5.7188188973e-05, 0.0003042745060383, -0.0004743028050266, -0.0002104129890481, -0.0001550629035602, 0.0002069003425753, -0.0006519860788002, 0.0008199634038623, 0.0010206356030059, 0.0007407023129902, 0.0004092732379788, 0.0003768906474387, 0.0001354740732018, 0.0008548556148245, 0.0006603424398729, 0.0003076666455053, 0.0001684350399596, -0.0004055407882486]| 12.1444950103759766|      0.00390625|[9217, 0, 0, 144]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      73|[1.456726310594807, 0.1090888731559796, 0.3435994317835324, 1.9520356863416746, -5.7188188973e-05, 0.0003042745060383, -0.0004743028050266, -0.0002104129890481, -0.0001550629035602, 0.0002069003425753, -0.0006519860788002, 0.0008199634038623, 0.0010206356030059, 0.0007407023129902, 0.0004092732379788, 0.0003768906474387, 0.0001354740732018, 0.0008548556148245, 0.0006603424398729, 0.0003076666455053, 0.0001684350399596, -0.0004055407882486]| 12.1444950103759766|      0.00195312|[9345, 0, 0, 146]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      74|[1.4552889679170495, 0.1086373647835545, 0.3439176567218886, 1.9531629560353778, -2.93602399784e-05, 0.0003824424824219, -0.0005297970264992, -0.0002478752705635, -0.000133774586245, 0.0003185709483535, -0.0005249125544105, 0.0009102229838969, 0.0008743052866846, 0.0004902841760576, 0.0003536132666021, 0.0004412655016846, 0.0001426798567526, 0.0009830115241022, 0.0007284862828331, 0.000251091154472, 0.0002257085936138, -0.0004785429240508]| 12.1444911956787109|      0.00390625|[9473, 0, 0, 148]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      75|[1.4552889679170495, 0.1086373647835545, 0.3439176567218886, 1.9531629560353778, -2.93602399784e-05, 0.0003824424824219, -0.0005297970264992, -0.0002478752705635, -0.000133774586245, 0.0003185709483535, -0.0005249125544105, 0.0009102229838969, 0.0008743052866846, 0.0004902841760576, 0.0003536132666021, 0.0004412655016846, 0.0001426798567526, 0.0009830115241022, 0.0007284862828331, 0.000251091154472, 0.0002257085936138, -0.0004785429240508]| 12.1444911956787109|      0.00195312|[9601, 0, 0, 150]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      76|[1.4538946467852234, 0.1081036942566785, 0.3442656872083962, 1.9542858594865709, 0.0001065030142408, 0.0006319501223442, -0.0004223373321955, -0.0002355806595853, -0.0002930574776418, 0.0003875644979109, -0.0004413071770447, 0.0007851027287362, 0.0008131193282919, 0.0003282377450443, 0.0003019327658796, 0.0004776983333724, 0.0002118958808363, 0.001047852378391, 0.0008206234741494, 0.0002547506521105, 0.0001891743251601, -0.0005540606395689]| 12.1444873809814453|      0.00390625|[9729, 0, 0, 152]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      77|[1.4538946467852234, 0.1081036942566785, 0.3442656872083962, 1.9542858594865709, 0.0001065030142408, 0.0006319501223442, -0.0004223373321955, -0.0002355806595853, -0.0002930574776418, 0.0003875644979109, -0.0004413071770447, 0.0007851027287362, 0.0008131193282919, 0.0003282377450443, 0.0003019327658796, 0.0004776983333724, 0.0002118958808363, 0.001047852378391, 0.0008206234741494, 0.0002547506521105, 0.0001891743251601, -0.0005540606395689]| 12.1444873809814453|      0.00195312|[9857, 0, 0, 154]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      78|[1.4523693190458236, 0.1074306779281167, 0.3446488340851123, 1.9551637358811507, -9.22588655897e-05, 0.0006085453144671, -0.0003665820443544, -0.0002304573402692, -0.0002631815188121, 0.0004861696889894, -0.0004765679497437, 0.0007211786822303, 0.0007300301788023, 0.00031522525229, 0.0003452393888836, 0.0003588141951501, 8.91024988362e-05, 0.0010044958196298, 0.0009402532546139, 0.0002344668686498, 0.0002503106438176, -0.0005497544618883]| 12.1444835662841797|      0.00390625|[9985, 0, 0, 156]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      79|[1.4523693190458236, 0.1074306779281167, 0.3446488340851123, 1.9551637358811507, -9.22588655897e-05, 0.0006085453144671, -0.0003665820443544, -0.0002304573402692, -0.0002631815188121, 0.0004861696889894, -0.0004765679497437, 0.0007211786822303, 0.0007300301788023, 0.00031522525229, 0.0003452393888836, 0.0003588141951501, 8.91024988362e-05, 0.0010044958196298, 0.0009402532546139, 0.0002344668686498, 0.0002503106438176, -0.0005497544618883]| 12.1444835662841797|      0.00195312|[10113, 0, 0, 158]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      80|[1.4511290189301391, 0.1067269576376802, 0.3450750177303731, 1.95637241192776, -0.0001465896779383, 0.0006146234694027, -0.0004746839172718, -0.0003806598606403, -0.0002783113452962, 0.0003987839273915, -0.0005940554769633, 0.0008384315005117, 0.0007832275716181, 0.0003145525071871, 0.0003699413042842, 0.0002977571985708, 1.7385107339e-05, 0.0012099659642056, 0.0008993620592894, 0.0002206207494388, 0.0003163419087106, -0.0004776837763242]| 12.1444797515869141|      0.00390625|[10241, 0, 0, 160]                                                         |  | trying linear partial model with 65 points | iterate success | actual_k=0
      81|[1.4511290189301391, 0.1067269576376802, 0.3450750177303731, 1.95637241192776, -0.0001465896779383, 0.0006146234694027, -0.0004746839172718, -0.0003806598606403, -0.0002783113452962, 0.0003987839273915, -0.0005940554769633, 0.0008384315005117, 0.0007832275716181, 0.0003145525071871, 0.0003699413042842, 0.0002977571985708, 1.7385107339e-05, 0.0012099659642056, 0.0008993620592894, 0.0002206207494388, 0.0003163419087106, -0.0004776837763242]| 12.1444797515869141|      0.00195312|[10369, 0, 0, 162]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      82|[1.4496621081733578, 0.1061321874125751, 0.3454258992307969, 1.957401609713539, -0.0002743532119555, 0.0007691394303278, -0.0004989563077983, -0.0004539685573417, -0.0003323563487596, 0.0004061803947444, -0.0005478255219594, 0.000874317828733, 0.0007873843898401, 0.0003822188511944, 0.0002453544108378, 0.0001607088648741, -9.85165822996e-05, 0.0012962728705491, 0.000919122653612, 0.0002104465649957, 0.0003742660676903, -0.0003749292011021]| 12.1444759368896484|      0.00390625|[10497, 0, 0, 164]                                                         |  | trying linear partial model with 65 points | iterate success | actual_k=0
      83|[1.4496621081733578, 0.1061321874125751, 0.3454258992307969, 1.957401609713539, -0.0002743532119555, 0.0007691394303278, -0.0004989563077983, -0.0004539685573417, -0.0003323563487596, 0.0004061803947444, -0.0005478255219594, 0.000874317828733, 0.0007873843898401, 0.0003822188511944, 0.0002453544108378, 0.0001607088648741, -9.85165822996e-05, 0.0012962728705491, 0.000919122653612, 0.0002104465649957, 0.0003742660676903, -0.0003749292011021]| 12.1444759368896484|      0.00195312|[10625, 0, 0, 166]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      84|[1.448341828499957, 0.1055603976351787, 0.3458350751377806, 1.9586326408820822, -0.0002688047794762, 0.0007679693350503, -0.0004799838420979, -0.0004164281134383, -0.0003907494074455, 0.0004067535223704, -0.0004756824502451, 0.0008261205155073, 0.0007452605252791, 0.0002406806269131, 0.0002802013847914, 0.0001585977540128, -0.0001233000535842, 0.001376168615, 0.0008510509004461, 0.0002298241852476, 0.0003885954946086, -0.0004922968635792]| 12.1444721221923828|      0.00390625|[10753, 0, 0, 168]                                                         |  | trying linear partial model with 65 points | iterate success | actual_k=0
      85|[1.448341828499957, 0.1055603976351787, 0.3458350751377806, 1.9586326408820822, -0.0002688047794762, 0.0007679693350503, -0.0004799838420979, -0.0004164281134383, -0.0003907494074455, 0.0004067535223704, -0.0004756824502451, 0.0008261205155073, 0.0007452605252791, 0.0002406806269131, 0.0002802013847914, 0.0001585977540128, -0.0001233000535842, 0.001376168615, 0.0008510509004461, 0.0002298241852476, 0.0003885954946086, -0.0004922968635792]| 12.1444721221923828|      0.00195312|[10881, 0, 0, 170]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      86|[1.4468813623152164, 0.1048664889144113, 0.3461261093213746, 1.9596657702862053, -0.0002492808343434, 0.0007523543641333, -0.0004954629942645, -0.0004970511748138, -0.0003844945223523, 0.000491195389288, -0.0005503630562762, 0.0009151294334058, 0.000758191131491, 0.0002904302643181, 0.000324039982787, 0.0002420399360037, -0.0001455828520963, 0.0013296406929901, 0.000865745162084, 0.0002379556243945, 0.0003924500843923, -0.0004171285850813]| 12.1444683074951172|      0.00390625|[11009, 0, 0, 172]                                                         |  | trying linear partial model with 65 points | iterate success | actual_k=0
      87|[1.4468813623152164, 0.1048664889144113, 0.3461261093213746, 1.9596657702862053, -0.0002492808343434, 0.0007523543641333, -0.0004954629942645, -0.0004970511748138, -0.0003844945223523, 0.000491195389288, -0.0005503630562762, 0.0009151294334058, 0.000758191131491, 0.0002904302643181, 0.000324039982787, 0.0002420399360037, -0.0001455828520963, 0.0013296406929901, 0.000865745162084, 0.0002379556243945, 0.0003924500843923, -0.0004171285850813]| 12.1444683074951172|      0.00195312|[11137, 0, 0, 174]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      88|[1.4455012986546867, 0.1042080549160153, 0.346424249591016, 1.9607609162034174, -0.0003312181598395, 0.0009698327450615, -0.000474420489895, -0.0005569254034061, -0.0004940699921668, 0.0004955888620961, -0.0003628439326364, 0.0008567562224771, 0.0007703583560202, 0.0003275061031306, 0.0003540711566562, 9.52484523909e-05, -0.0003001841699124, 0.0013143433417307, 0.0009789184213864, 0.0002778515505764, 0.0003564567407638, -0.0005432855012795]| 12.1444644927978516|      0.00390625|[11265, 0, 0, 176]                                                         |  | trying linear partial model with 65 points | iterate success | actual_k=0
      89|[1.4455012986546867, 0.1042080549160153, 0.346424249591016, 1.9607609162034174, -0.0003312181598395, 0.0009698327450615, -0.000474420489895, -0.0005569254034061, -0.0004940699921668, 0.0004955888620961, -0.0003628439326364, 0.0008567562224771, 0.0007703583560202, 0.0003275061031306, 0.0003540711566562, 9.52484523909e-05, -0.0003001841699124, 0.0013143433417307, 0.0009789184213864, 0.0002778515505764, 0.0003564567407638, -0.0005432855012795]| 12.1444644927978516|      0.00195312|[11393, 0, 0, 178]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      90|[1.443964886812758, 0.1035829721108783, 0.3466827687409965, 1.9617185260100014, -0.000386348990237, 0.0010122531559853, -0.0004772427920012, -0.0005435018705114, -0.0003677140192594, 0.0006074547933573, -0.000352929800765, 0.0008299803313912, 0.0007729295013919, 0.0002179262601042, 0.000329814063539, -4.9270655227e-06, -0.0003078854514623, 0.0012708991742546, 0.0009163390904786, 0.0003346506498124, 0.0002404863480832, -0.000551067346214]| 12.1444606781005859|      0.00390625|[11521, 0, 0, 180]                                                         |  | trying linear partial model with 65 points | iterate success | actual_k=0
      91|[1.443964886812758, 0.1035829721108783, 0.3466827687409965, 1.9617185260100014, -0.000386348990237, 0.0010122531559853, -0.0004772427920012, -0.0005435018705114, -0.0003677140192594, 0.0006074547933573, -0.000352929800765, 0.0008299803313912, 0.0007729295013919, 0.0002179262601042, 0.000329814063539, -4.9270655227e-06, -0.0003078854514623, 0.0012708991742546, 0.0009163390904786, 0.0003346506498124, 0.0002404863480832, -0.000551067346214]| 12.1444606781005859|      0.00195312|[11649, 0, 0, 182]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
