k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6095535766751647, 0.0519688242793704, 0.1352853346516554, 0.7793853711056846, 9.25922738e-08, -2.290994829e-07, 9.7811514e-09, -5.61985531e-08, 1.38745283e-08, 7.50007122e-08, -9.11331411e-08, 9.77812098e-08, -6.93945017e-08, -2.47528215e-08, -3.50050131e-08, 2.357223807e-07, -1.14666658e-07, 2.24034982e-08, 6.28013334e-08, 8.30680029e-08, 4.88573252e-08, 3.07380168e-08]| 13.1512060165405273|      2.00000000|[129, 0, 0, 2]                                                             |  | trying linear partial model with 65 points | iterate success | actual_k=0
      45|[1.491520458660155, 0.1243416646521214, 0.3346023706582871, 1.9233698917321798, -0.0001535984996951, -2.690922494e-06, 4.79669634268e-05, 6.54432860451e-05, -2.31400258946e-05, -0.0001954713954052, 0.0001499335930255, 7.35646609304e-05, 9.30717544977e-05, -7.92782851709e-05, -4.10816164337e-05, -1.52305488224e-05, 0.0001144345590936, -4.64338912581e-05, -0.0001468087705622, 3.51576195453e-05, 1.19024857512e-05, 8.61259516198e-05]| 12.1445941925048828|      0.00195312|[5761, 0, 0, 90]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      46|[1.491520458660155, 0.1243416646521214, 0.3346023706582871, 1.9233698917321798, -0.0001535984996951, -2.690922494e-06, 4.79669634268e-05, 6.54432860451e-05, -2.31400258946e-05, -0.0001954713954052, 0.0001499335930255, 7.35646609304e-05, 9.30717544977e-05, -7.92782851709e-05, -4.10816164337e-05, -1.52305488224e-05, 0.0001144345590936, -4.64338912581e-05, -0.0001468087705622, 3.51576195453e-05, 1.19024857512e-05, 8.61259516198e-05]| 12.1445941925048828|      0.00097656|[5889, 0, 0, 92]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      47|[1.4912538131065924, 0.1240348083582332, 0.3346493348068547, 1.9241969812294153, -0.0001292742535378, -4.70338511407e-05, 8.97520517748e-05, 8.17321346588e-05, -0.0001085515896494, -0.0002934418266334, 0.0002078593261754, 4.7686257298e-05, 1.20364828405e-05, -7.71352003967e-05, -0.0001132263854944, -7.18209307197e-05, 0.0001334079580296, -9.68044630921e-05, -8.83728513188e-05, 0.0002006841156903, -4.82366464345e-05, -6.98771915943e-05]| 12.1445922851562500|      0.00195312|[6017, 0, 0, 94]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      48|[1.4912538131065924, 0.1240348083582332, 0.3346493348068547, 1.9241969812294153, -0.0001292742535378, -4.70338511407e-05, 8.97520517748e-05, 8.17321346588e-05, -0.0001085515896494, -0.0002934418266334, 0.0002078593261754, 4.7686257298e-05, 1.20364828405e-05, -7.71352003967e-05, -0.0001132263854944, -7.18209307197e-05, 0.0001334079580296, -9.68044630921e-05, -8.83728513188e-05, 0.0002006841156903, -4.82366464345e-05, -6.98771915943e-05]| 12.1445922851562500|      0.00097656|[6145, 0, 0, 96]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      49|[1.4909339046055838, 0.1238414551800242, 0.3348946124887454, 1.9250330210921969, -0.0001338232423961, -6.8606969292e-05, 6.58028505571e-05, 8.0745143249e-05, -5.89082096695e-05, -0.0002522456648092, 0.0001652649606804, 0.0001281367339737, 0.0001385553513517, -1.89325926314e-05, -7.69928284248e-05, -0.0001823966360307, 0.0001112695927423, -0.000113438449815, -6.76212746771e-05, 0.0001988600930082, -0.0001267216259639, -3.79432813784e-05]| 12.1445903778076172|      0.00195312|[6273, 0, 0, 98]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      50|[1.4909339046055838, 0.1238414551800242, 0.3348946124887454, 1.9250330210921969, -0.0001338232423961, -6.8606969292e-05, 6.58028505571e-05, 8.0745143249e-05, -5.89082096695e-05, -0.0002522456648092, 0.0001652649606804, 0.0001281367339737, 0.0001385553513517, -1.89325926314e-05, -7.69928284248e-05, -0.0001823966360307, 0.0001112695927423, -0.000113438449815, -6.76212746771e-05, 0.0001988600930082, -0.0001267216259639, -3.79432813784e-05]| 12.1445903778076172|      0.00097656|[6401, 0, 0, 100]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      51|[1.4903980627980358, 0.1236256941225711, 0.3350632461461576, 1.9257687994774135, -6.34986831214e-05, -2.43795616142e-05, 7.26213404906e-05, -4.81223273984e-05, 3.23003592129e-05, -0.0003163952774296, 0.0001768734100279, 0.0001095442031139, 0.0001537895772592, -7.61382565755e-05, -0.0001117269768141, -0.0001524306899502, 0.0001259207205846, -0.0001456690730214, -0.0001090617830667, 0.0002242378401246, -8.5353894283e-05, -9.06999568709e-05]| 12.1445884704589844|      0.00195312|[6529, 0, 0, 102]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      52|[1.4903980627980358, 0.1236256941225711, 0.3350632461461576, 1.9257687994774135, -6.34986831214e-05, -2.43795616142e-05, 7.26213404906e-05, -4.81223273984e-05, 3.23003592129e-05, -0.0003163952774296, 0.0001768734100279, 0.0001095442031139, 0.0001537895772592, -7.61382565755e-05, -0.0001117269768141, -0.0001524306899502, 0.0001259207205846, -0.0001456690730214, -0.0001090617830667, 0.0002242378401246, -8.5353894283e-05, -9.06999568709e-05]| 12.1445884704589844|      0.00097656|[6657, 0, 0, 104]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      53|[1.4898282687794149, 0.1233678518876241, 0.335206897100143, 1.9263723664670684, -0.0001093419095491, -5.79954542674e-05, -3.17741391996e-05, 0.0001333330063884, 7.45289837716e-05, -0.0001486368284662, 0.0001157525688852, 7.48760126691e-05, 9.67452904939e-05, -0.0002114037979437, -0.0002468974658641, -0.0002722622766109, 8.04240099642e-05, -0.0002010949859043, 5.6753052894e-06, 0.0002516261487406, -0.0001186370869695, 5.53545828246e-05]| 12.1445865631103516|      0.00195312|[6785, 0, 0, 106]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      54|[1.4898282687794149, 0.1233678518876241, 0.335206897100143, 1.9263723664670684, -0.0001093419095491, -5.79954542674e-05, -3.17741391996e-05, 0.0001333330063884, 7.45289837716e-05, -0.0001486368284662, 0.0001157525688852, 7.48760126691e-05, 9.67452904939e-05, -0.0002114037979437, -0.0002468974658641, -0.0002722622766109, 8.04240099642e-05, -0.0002010949859043, 5.6753052894e-06, 0.0002516261487406, -0.0001186370869695, 5.53545828246e-05]| 12.1445865631103516|      0.00097656|[6913, 0, 0, 108]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      55|[1.4891835261501067, 0.1230347534754696, 0.3353083579528096, 1.9269593377935688, -1.38953683803e-05, -1.64200681847e-05, -3.74473646052e-05, 0.0001545945229639, 7.03826984117e-05, -0.0001138262909724, 0.0001024416713603, 3.23130329875e-05, 9.16568981226e-05, -0.000185364898806, -0.0002037451997723, -0.0002079650927005, 0.0002878187993142, -0.0001961570767586, 2.41121296321e-05, 0.0003385473977104, -0.0001188327435931, 6.02654523068e-05]| 12.1445846557617188|      0.00195312|[7041, 0, 0, 110]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      56|[1.4891835261501067, 0.1230347534754696, 0.3353083579528096, 1.9269593377935688, -1.38953683803e-05, -1.64200681847e-05, -3.74473646052e-05, 0.0001545945229639, 7.03826984117e-05, -0.0001138262909724, 0.0001024416713603, 3.23130329875e-05, 9.16568981226e-05, -0.000185364898806, -0.0002037451997723, -0.0002079650927005, 0.0002878187993142, -0.0001961570767586, 2.41121296321e-05, 0.0003385473977104, -0.0001188327435931, 6.02654523068e-05]| 12.1445846557617188|      0.00097656|[7169, 0, 0, 112]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      57|[1.4885185825333858, 0.1227253423497674, 0.3354317999558173, 1.927524251660961, -1.45453443714e-05, -0.000124448774634, -0.0001071796175761, 0.0001078672368693, 0.0001006697942007, -0.0002366260451296, 0.000184045273944, -2.55468398895e-05, 0.0001943024867857, -0.0002146778741758, -0.0001335534096591, -0.0001741107005645, 0.0003644692251528, -0.0001515776961717, 4.2988542563e-06, 0.000441888356537, -0.0001327836935718, 5.00053629643e-05]| 12.1445827484130859|      0.00195312|[7297, 0, 0, 114]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      58|[1.4885185825333858, 0.1227253423497674, 0.3354317999558173, 1.927524251660961, -1.45453443714e-05, -0.000124448774634, -0.0001071796175761, 0.0001078672368693, 0.0001006697942007, -0.0002366260451296, 0.000184045273944, -2.55468398895e-05, 0.0001943024867857, -0.0002146778741758, -0.0001335534096591, -0.0001741107005645, 0.0003644692251528, -0.0001515776961717, 4.2988542563e-06, 0.000441888356537, -0.0001327836935718, 5.00053629643e-05]| 12.1445827484130859|      0.00097656|[7425, 0, 0, 116]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      59|[1.4878338946570522, 0.1224998086058506, 0.3355155613580545, 1.9280881761921151, 5.21023736658e-05, -6.9165305704e-05, -5.54460217749e-05, 4.43478609569e-05, 0.0003276308544114, -0.0002344170567642, 9.56039564606e-05, -8.36748905575e-05, 0.0002219801704785, -0.000156986106265, -9.12951101065e-05, -0.0002171217817222, 0.0003179637871519, -6.37444417159e-05, -8.42871372029e-05, 0.0004983335242375, -0.0001805290254252, 1.62768205833e-05]| 12.1445808410644531|      0.00195312|[7553, 0, 0, 118]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      60|[1.4878338946570522, 0.1224998086058506, 0.3355155613580545, 1.9280881761921151, 5.21023736658e-05, -6.9165305704e-05, -5.54460217749e-05, 4.43478609569e-05, 0.0003276308544114, -0.0002344170567642, 9.56039564606e-05, -8.36748905575e-05, 0.0002219801704785, -0.000156986106265, -9.12951101065e-05, -0.0002171217817222, 0.0003179637871519, -6.37444417159e-05, -8.42871372029e-05, 0.0004983335242375, -0.0001805290254252, 1.62768205833e-05]| 12.1445808410644531|      0.00097656|[7681, 0, 0, 120]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      61|[1.4878338946570522, 0.1224998086058506, 0.3355155613580545, 1.9280881761921151, 5.21023736658e-05, -6.9165305704e-05, -5.54460217749e-05, 4.43478609569e-05, 0.0003276308544114, -0.0002344170567642, 9.56039564606e-05, -8.36748905575e-05, 0.0002219801704785, -0.000156986106265, -9.12951101065e-05, -0.0002171217817222, 0.0003179637871519, -6.37444417159e-05, -8.42871372029e-05, 0.0004983335242375, -0.0001805290254252, 1.62768205833e-05]| 12.1445808410644531|      0.00048828|[7809, 0, 0, 122]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      62|[1.4874474298897449, 0.1224624292479908, 0.3354740922388272, 1.928276098646585, 2.0225721026e-06, -5.39600451553e-05, -0.0001630571680687, -5.34695403442e-05, 0.0003962201633436, -0.000199103101163, 0.0001749462526367, -9.13325130869e-05, 0.000287940911621, -0.0001794228448067, -7.19666859925e-05, -0.0001803630253929, 0.0003808446073846, -4.20042700138e-05, -0.0001007522492946, 0.0004527295883471, -0.0001619403216172, 4.34208852196e-05]| 12.1445798873901367|      0.00097656|[7937, 0, 0, 124]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      63|[1.4868715304089866, 0.1221196544497246, 0.3355574573134419, 1.9288677532836414, -2.72466128929e-05, 1.44192792607e-05, -0.0002198064190145, -8.39260909022e-05, 0.0004218678669803, -0.0002958588546273, 0.0003802391520957, -0.0001652689548929, 0.0003269652549841, -0.000135646843562, 9.95335155288e-05, -0.0003147777579471, 0.0003070328181391, -9.93187966722e-05, -0.0001634517897161, 0.0005767501172067, -0.0001971309675143, 4.37820429579e-05]| 12.1445789337158203|      0.00195312|[8065, 0, 0, 126]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      64|[1.4868715304089866, 0.1221196544497246, 0.3355574573134419, 1.9288677532836414, -2.72466128929e-05, 1.44192792607e-05, -0.0002198064190145, -8.39260909022e-05, 0.0004218678669803, -0.0002958588546273, 0.0003802391520957, -0.0001652689548929, 0.0003269652549841, -0.000135646843562, 9.95335155288e-05, -0.0003147777579471, 0.0003070328181391, -9.93187966722e-05, -0.0001634517897161, 0.0005767501172067, -0.0001971309675143, 4.37820429579e-05]| 12.1445789337158203|      0.00097656|[8193, 0, 0, 128]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      65|[1.486222053894265, 0.1219861561614123, 0.3357424045534871, 1.929475444916508, 8.39010442108e-05, -4.13474239262e-05, -9.58829503945e-05, -0.0001217986752866, 0.0003335041029218, -0.0004185699869263, 0.0004145628787699, -0.0001453949714226, 0.0003700289473082, -0.0002099117512278, -1.51806813782e-05, -0.0003571981237115, 0.0004454587788775, -9.60546705086e-05, -8.98743629022e-05, 0.000564276798788, -0.0001794416392747, -3.65964044403e-05]| 12.1445770263671875|      0.00195312|[8321, 0, 0, 130]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      66|[1.486222053894265, 0.1219861561614123, 0.3357424045534871, 1.929475444916508, 8.39010442108e-05, -4.13474239262e-05, -9.58829503945e-05, -0.0001217986752866, 0.0003335041029218, -0.0004185699869263, 0.0004145628787699, -0.0001453949714226, 0.0003700289473082, -0.0002099117512278, -1.51806813782e-05, -0.0003571981237115, 0.0004454587788775, -9.60546705086e-05, -8.98743629022e-05, 0.000564276798788, -0.0001794416392747, -3.65964044403e-05]| 12.1445770263671875|      0.00097656|[8449, 0, 0, 132]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      67|[1.485535016902196, 0.1216794633075278, 0.3359564337819823, 1.9299786095281566, 7.77600557792e-05, -0.0001375340828749, -0.0001165065441041, -0.0001619944380488, 0.000355214221575, -0.0005113205015112, 0.0004881048617566, -0.0001191904121566, 0.0004308257442229, -0.000212643876355, -1.9083389692e-05, -0.0004275349148839, 0.0003805879901373, -0.0002600009587037, -0.0001167224722593, 0.0005045268485506, -4.53729814563e-05, -4.62421422909e-05]| 12.1445751190185547|      0.00195312|[8577, 0, 0, 134]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      68|[1.485535016902196, 0.1216794633075278, 0.3359564337819823, 1.9299786095281566, 7.77600557792e-05, -0.0001375340828749, -0.0001165065441041, -0.0001619944380488, 0.000355214221575, -0.0005113205015112, 0.0004881048617566, -0.0001191904121566, 0.0004308257442229, -0.000212643876355, -1.9083389692e-05, -0.0004275349148839, 0.0003805879901373, -0.0002600009587037, -0.0001167224722593, 0.0005045268485506, -4.53729814563e-05, -4.62421422909e-05]| 12.1445751190185547|      0.00097656|[8705, 0, 0, 136]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      69|[1.484904278435497, 0.1214047455177937, 0.3361681701220678, 1.9305916931468945, 5.50097739047e-05, -0.0001141127837243, -0.0001088814195989, -8.93540761003e-05, 0.0002402576966064, -0.0005657387686081, 0.0005703604329285, -0.0002380227743116, 0.0004136645185485, -0.0002147535288667, 2.42452304525e-05, -0.0004188408732924, 0.0004236587899462, -0.000192448548633, -0.0001318617154117, 0.0004371622038673, -9.36800470831e-05, -2.54051499682e-05]| 12.1445732116699219|      0.00195312|[8833, 0, 0, 138]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      70|[1.484904278435497, 0.1214047455177937, 0.3361681701220678, 1.9305916931468945, 5.50097739047e-05, -0.0001141127837243, -0.0001088814195989, -8.93540761003e-05, 0.0002402576966064, -0.0005657387686081, 0.0005703604329285, -0.0002380227743116, 0.0004136645185485, -0.0002147535288667, 2.42452304525e-05, -0.0004188408732924, 0.0004236587899462, -0.000192448548633, -0.0001318617154117, 0.0004371622038673, -9.36800470831e-05, -2.54051499682e-05]| 12.1445732116699219|      0.00097656|[8961, 0, 0, 140]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      71|[1.4841620974568928, 0.1211482411101499, 0.3362487320815543, 1.9310640642280945, 0.0001132047128135, -0.0001644656176891, 2.79073643007e-05, -0.0002390135218702, 0.0003142267435589, -0.0005982694732658, 0.000434163071648, -0.0001477877875656, 0.0004099272867079, -0.0002223650719621, -8.18714525231e-05, -0.0005054974433491, 0.0003600006098783, -0.0001824712949334, -0.0001204825934282, 0.0004606173075759, -4.89846026497e-05, 1.33037560488e-05]| 12.1445713043212891|      0.00195312|[9089, 0, 0, 142]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      72|[1.4841620974568928, 0.1211482411101499, 0.3362487320815543, 1.9310640642280945, 0.0001132047128135, -0.0001644656176891, 2.79073643007e-05, -0.0002390135218702, 0.0003142267435589, -0.0005982694732658, 0.000434163071648, -0.0001477877875656, 0.0004099272867079, -0.0002223650719621, -8.18714525231e-05, -0.0005054974433491, 0.0003600006098783, -0.0001824712949334, -0.0001204825934282, 0.0004606173075759, -4.89846026497e-05, 1.33037560488e-05]| 12.1445713043212891|      0.00097656|[9217, 0, 0, 144]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      73|[1.4834328847385003, 0.1208184149687209, 0.3365046915415783, 1.9315220325271745, 0.000134389656398, -0.0001569302326042, -1.4372181759e-06, -0.0002514032533179, 0.000218686736381, -0.0005007016782999, 0.0004721952082317, -0.0001212195886893, 0.0003891295282262, -0.0003251190811005, -7.86214708013e-05, -0.000505001022134, 0.0003344133777217, -0.0001355791829613, -0.0001045937788091, 0.0004447434555713, -1.44277592935e-05, 9.5842935431e-06]| 12.1445693969726562|      0.00195312|[9345, 0, 0, 146]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      74|[1.4834328847385003, 0.1208184149687209, 0.3365046915415783, 1.9315220325271745, 0.000134389656398, -0.0001569302326042, -1.4372181759e-06, -0.0002514032533179, 0.000218686736381, -0.0005007016782999, 0.0004721952082317, -0.0001212195886893, 0.0003891295282262, -0.0003251190811005, -7.86214708013e-05, -0.000505001022134, 0.0003344133777217, -0.0001355791829613, -0.0001045937788091, 0.0004447434555713, -1.44277592935e-05, 9.5842935431e-06]| 12.1445693969726562|      0.00097656|[9473, 0, 0, 148]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      75|[1.4827782795778812, 0.1204968613684812, 0.3366482904218363, 1.9320808576255395, 0.0001897175907351, -0.0002622812314547, 7.95074655015e-05, -0.0001615245607705, 0.0002810984285459, -0.0004778348687057, 0.0004262964734711, -0.0001332289894329, 0.0004285450640988, -0.0002372087190359, 2.0395290272e-06, -0.000471210394292, 0.0003870641468528, -2.83734031807e-05, -0.0001977257537739, 0.0004361686407436, -4.07772588009e-05, -0.0001034108314758]| 12.1445674896240234|      0.00195312|[9601, 0, 0, 150]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      76|[1.4827782795778812, 0.1204968613684812, 0.3366482904218363, 1.9320808576255395, 0.0001897175907351, -0.0002622812314547, 7.95074655015e-05, -0.0001615245607705, 0.0002810984285459, -0.0004778348687057, 0.0004262964734711, -0.0001332289894329, 0.0004285450640988, -0.0002372087190359, 2.0395290272e-06, -0.000471210394292, 0.0003870641468528, -2.83734031807e-05, -0.0001977257537739, 0.0004361686407436, -4.07772588009e-05, -0.0001034108314758]| 12.1445674896240234|      0.00097656|[9729, 0, 0, 152]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      77|[1.4820876053722087, 0.120299886779675, 0.3368029866960353, 1.9326771792883488, 0.0002708719878752, -0.0002445063976382, 0.0001380886128653, -0.0001164247776195, 0.0002877173231058, -0.0005137088689816, 0.0003845371364915, -0.0001615348450674, 0.0004140623153712, -0.0001818818710721, -5.46385988356e-05, -0.0005239049953549, 0.0004456602384712, -0.0001213806000591, -0.000268276684336, 0.0003721430415354, -0.0001391665398742, -5.90315186434e-05]| 12.1445655822753906|      0.00195312|[9857, 0, 0, 154]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      78|[1.4820876053722087, 0.120299886779675, 0.3368029866960353, 1.9326771792883488, 0.0002708719878752, -0.0002445063976382, 0.0001380886128653, -0.0001164247776195, 0.0002877173231058, -0.0005137088689816, 0.0003845371364915, -0.0001615348450674, 0.0004140623153712, -0.0001818818710721, -5.46385988356e-05, -0.0005239049953549, 0.0004456602384712, -0.0001213806000591, -0.000268276684336, 0.0003721430415354, -0.0001391665398742, -5.90315186434e-05]| 12.1445655822753906|      0.00097656|[9985, 0, 0, 156]                                                          |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      79|[1.4813845429662926, 0.1200174609639553, 0.3369613767620701, 1.9332290388046967, 0.0002123903350626, -0.0002815731592072, 0.0001364291273539, -0.0001737744757633, 0.0002968428783523, -0.0004168535656592, 0.0004344539680829, -0.0001192930835722, 0.0004433724616244, -0.0001871725343824, -8.3351324326e-05, -0.0005650429420098, 0.0005600178859501, -6.95562134145e-05, -0.0003010388503411, 0.0003039296438954, -0.0001961405255316, -6.23616023396e-05]| 12.1445636749267578|      0.00195312|[10113, 0, 0, 158]                                                         |  | trying linear partial model with 65 points | iterate success | actual_k=0
      80|[1.4813845429662926, 0.1200174609639553, 0.3369613767620701, 1.9332290388046967, 0.0002123903350626, -0.0002815731592072, 0.0001364291273539, -0.0001737744757633, 0.0002968428783523, -0.0004168535656592, 0.0004344539680829, -0.0001192930835722, 0.0004433724616244, -0.0001871725343824, -8.3351324326e-05, -0.0005650429420098, 0.0005600178859501, -6.95562134145e-05, -0.0003010388503411, 0.0003039296438954, -0.0001961405255316, -6.23616023396e-05]| 12.1445636749267578|      0.00097656|[10241, 0, 0, 160]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      81|[1.4806235842479425, 0.1197103201254342, 0.3371232501474949, 1.9336718062660612, 7.78111884088e-05, -0.0002490706385605, 0.0001261553206155, -0.0002009344864003, 0.0002850630990479, -0.0003033429394147, 0.0004949769409084, -9.8817450075e-05, 0.0005056123966973, -0.0001441201175759, -0.0001349032258718, -0.0005396892202023, 0.0006437424755873, -0.0001207467838219, -0.0003201380685267, 0.000335111760773, -0.0001764494030818, -3.92338770391e-05]| 12.1445617675781250|      0.00195312|[10369, 0, 0, 162]                                                         |  | trying linear partial model with 65 points | iterate success | actual_k=0
      82|[1.4806235842479425, 0.1197103201254342, 0.3371232501474949, 1.9336718062660612, 7.78111884088e-05, -0.0002490706385605, 0.0001261553206155, -0.0002009344864003, 0.0002850630990479, -0.0003033429394147, 0.0004949769409084, -9.8817450075e-05, 0.0005056123966973, -0.0001441201175759, -0.0001349032258718, -0.0005396892202023, 0.0006437424755873, -0.0001207467838219, -0.0003201380685267, 0.000335111760773, -0.0001764494030818, -3.92338770391e-05]| 12.1445617675781250|      0.00097656|[10497, 0, 0, 164]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      83|[1.4799680615383106, 0.1193555806439389, 0.3373115555270805, 1.934208165248772, -2.40543270162e-05, -0.0001132880284879, 0.0002321239104287, -0.000160425408683, 0.0002954458726426, -0.0003747805969687, 0.0004288036458599, -0.0001656695044449, 0.0005389699767301, -0.0001552855990395, -0.0001844126983987, -0.0004905934901402, 0.0006158507347272, -0.0001636829611862, -0.0002365126720732, 0.0003793495467779, -0.0001994325163202, -7.15200544467e-05]| 12.1445598602294922|      0.00195312|[10625, 0, 0, 166]                                                         |  | trying linear partial model with 65 points | iterate success | actual_k=0
      84|[1.4799680615383106, 0.1193555806439389, 0.3373115555270805, 1.934208165248772, -2.40543270162e-05, -0.0001132880284879, 0.0002321239104287, -0.000160425408683, 0.0002954458726426, -0.0003747805969687, 0.0004288036458599, -0.0001656695044449, 0.0005389699767301, -0.0001552855990395, -0.0001844126983987, -0.0004905934901402, 0.0006158507347272, -0.0001636829611862, -0.0002365126720732, 0.0003793495467779, -0.0001994325163202, -7.15200544467e-05]| 12.1445598602294922|      0.00097656|[10753, 0, 0, 168]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      85|[1.4792492033809759, 0.119114370453103, 0.3374889384535585, 1.934747938884749, -5.64809592528e-05, -0.0001865993035848, 0.0001788061394986, -0.0001037920226809, 0.0003581741622774, -0.000375006227917, 0.0004156846333917, -0.0001463024255754, 0.0005946033896376, -8.72989119702e-05, -0.0001414945158128, -0.0004220093816912, 0.0006293759420323, -0.000259999127819, -0.0002352786244277, 0.0004992721525255, -0.0002091190626127, -4.40090042499e-05]| 12.1445579528808594|      0.00195312|[10881, 0, 0, 170]                                                         |  | trying linear partial model with 65 points | iterate success | actual_k=0
      86|[1.4792492033809759, 0.119114370453103, 0.3374889384535585, 1.934747938884749, -5.64809592528e-05, -0.0001865993035848, 0.0001788061394986, -0.0001037920226809, 0.0003581741622774, -0.000375006227917, 0.0004156846333917, -0.0001463024255754, 0.0005946033896376, -8.72989119702e-05, -0.0001414945158128, -0.0004220093816912, 0.0006293759420323, -0.000259999127819, -0.0002352786244277, 0.0004992721525255, -0.0002091190626127, -4.40090042499e-05]| 12.1445579528808594|      0.00097656|[11009, 0, 0, 172]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      87|[1.47856381768313, 0.1188911556350984, 0.3376190894051959, 1.935342840941306, -8.7832788218e-05, -8.18971149773e-05, 0.0001260654538428, -0.0001848484088641, 0.0003751791875226, -0.0003176688760763, 0.0004579667080273, -3.16825417374e-05, 0.0005374803333596, -7.67541337728e-05, -9.61349952462e-05, -0.0003741448004669, 0.0005990286269003, -0.0002725082035441, -0.0002157547848541, 0.0005508546210085, -0.0002068020976079, 6.37001671724e-05]| 12.1445560455322266|      0.00195312|[11137, 0, 0, 174]                                                         |  | trying linear partial model with 65 points | iterate success | actual_k=0
      88|[1.47856381768313, 0.1188911556350984, 0.3376190894051959, 1.935342840941306, -8.7832788218e-05, -8.18971149773e-05, 0.0001260654538428, -0.0001848484088641, 0.0003751791875226, -0.0003176688760763, 0.0004579667080273, -3.16825417374e-05, 0.0005374803333596, -7.67541337728e-05, -9.61349952462e-05, -0.0003741448004669, 0.0005990286269003, -0.0002725082035441, -0.0002157547848541, 0.0005508546210085, -0.0002068020976079, 6.37001671724e-05]| 12.1445560455322266|      0.00097656|[11265, 0, 0, 176]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      89|[1.4778208125067498, 0.1186648682508331, 0.3377164277585826, 1.9358807742698416, -9.19303386247e-05, -0.0001786517944916, 0.000152798772858, -0.0002164113715839, 0.0003937565860715, -0.0003314829678677, 0.0004971971244995, -0.0001400710077321, 0.0005997469191922, -1.3910471666e-05, -1.0921007743e-06, -0.0004230387685487, 0.0005903357500259, -0.0002356025817064, -0.0002700733798731, 0.0005782293020776, -0.0001593171447293, 6.68497582973e-05]| 12.1445541381835938|      0.00195312|[11393, 0, 0, 178]                                                         |  | trying linear partial model with 65 points | iterate success | actual_k=0
