k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.436292702621011, 0.1301696202566872, 0.2410678825781634, 0.6923369400247705, 0.1061483329450752, -0.0375542660749751, -0.163408077149979, -0.1224892032812325, 0.0044990533660003, 0.1523850076671527, 0.0296095914111113, 0.0986575679864835, 0.0349803399960636, -0.1706610443642247, -0.0349817924314477, 0.0394834600517298, -0.1210920723151778, 0.0897569688011139, -0.0575936892056435, -0.3152727493381655, -0.0631636749482743, 0.0668628063686897]| 13.3761177062988281|      2.00000000|[29, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
      47|[1.4259801243702408, 0.0067096206748175, 0.3692496595247101, 1.9794431566759785, 0.5057848961848501, 0.2014843370913916, -0.9439936764765198, 0.474942112441078, -0.334660587338746, -0.1962648704210428, -0.078441802883496, 0.8208924725636703, 0.2080902753742826, -0.0475294621206366, 0.1161840119930542, 0.1027845415309626, -0.1349728303694092, -0.4818865603084658, -0.0182566784785136, -0.1915930288679571, 0.3899356377000875, 0.3470406875073804]| 12.1443443298339844|      0.00195312|[1326, 94, 0, 94]                                                          |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      48|[1.424637833664727, 0.0061511154405021, 0.3692426415962521, 1.979578054494361, 0.5059296963548416, 0.2015766369954966, -0.9446284493091747, 0.4755205417172833, -0.3350015149664037, -0.1962072474887989, -0.0782511687928178, 0.8210587368515077, 0.2082005727555584, -0.0473155363433751, 0.115640248564273, 0.1029967474067682, -0.1346258596314279, -0.4819571355043233, -0.0181414054864103, -0.1913691807166138, 0.3902666962902016, 0.3468529838828621]| 12.1443414688110352|      0.00390625|[1355, 96, 0, 96]                                                          |  | trying linear partial model with 16 points | iterate success | actual_k=1
      49|[1.424637833664727, 0.0061511154405021, 0.3692426415962521, 1.979578054494361, 0.5059296963548416, 0.2015766369954966, -0.9446284493091747, 0.4755205417172833, -0.3350015149664037, -0.1962072474887989, -0.0782511687928178, 0.8210587368515077, 0.2082005727555584, -0.0473155363433751, 0.115640248564273, 0.1029967474067682, -0.1346258596314279, -0.4819571355043233, -0.0181414054864103, -0.1913691807166138, 0.3902666962902016, 0.3468529838828621]| 12.1443414688110352|      0.00195312|[1383, 98, 0, 98]                                                          |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      50|[1.4240581725538604, 0.0058098468519574, 0.3690916335341135, 1.9804158296526035, 0.5061125480604809, 0.2026820293519795, -0.9445459088962778, 0.4757814393716763, -0.3351593695468829, -0.196078859552703, -0.0777784552237653, 0.8211551395010515, 0.2083276465998605, -0.0472780498757472, 0.1155920548250804, 0.1030560320997105, -0.1344187104705691, -0.4818557051723789, -0.0186578587006842, -0.191197454453452, 0.3910792004428592, 0.346868106800447]| 12.1443395614624023|      0.00390625|[1411, 100, 0, 100]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      51|[1.4240581725538604, 0.0058098468519574, 0.3690916335341135, 1.9804158296526035, 0.5061125480604809, 0.2026820293519795, -0.9445459088962778, 0.4757814393716763, -0.3351593695468829, -0.196078859552703, -0.0777784552237653, 0.8211551395010515, 0.2083276465998605, -0.0472780498757472, 0.1155920548250804, 0.1030560320997105, -0.1344187104705691, -0.4818557051723789, -0.0186578587006842, -0.191197454453452, 0.3910792004428592, 0.346868106800447]| 12.1443395614624023|      0.00195312|[1439, 102, 0, 102]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      52|[1.42299388826018, 0.0054086604770027, 0.3693120312992116, 1.980886775497421, 0.5064729004382114, 0.2024206790390164, -0.9446745366574628, 0.4756378137743314, -0.334872362693974, -0.1960806928768351, -0.0779385440942151, 0.8215554986025502, 0.2088146020555642, -0.047386474065029, 0.1161763018405793, 0.1028031650601942, -0.1346928151279685, -0.4819608631821145, -0.0180913978709872, -0.1912285604529219, 0.3903486188932051, 0.3464793871212865]| 12.1443376541137695|      0.00390625|[1467, 104, 0, 104]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      53|[1.42299388826018, 0.0054086604770027, 0.3693120312992116, 1.980886775497421, 0.5064729004382114, 0.2024206790390164, -0.9446745366574628, 0.4756378137743314, -0.334872362693974, -0.1960806928768351, -0.0779385440942151, 0.8215554986025502, 0.2088146020555642, -0.047386474065029, 0.1161763018405793, 0.1028031650601942, -0.1346928151279685, -0.4819608631821145, -0.0180913978709872, -0.1912285604529219, 0.3903486188932051, 0.3464793871212865]| 12.1443376541137695|      0.00195312|[1495, 106, 0, 106]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      54|[1.422488040839174, 0.0050738308710889, 0.3697154391754584, 1.9817300210812074, 0.5060574169888022, 0.2029516643079316, -0.9439382417351687, 0.4752389611585322, -0.3344548061858698, -0.1962085253546241, -0.0780749461680929, 0.821257380327502, 0.2092003274736405, -0.0471472397619797, 0.1161772321196276, 0.1025776978840785, -0.1350009544541772, -0.4813884918220997, -0.0182647052753336, -0.1913631399613933, 0.3901429986884031, 0.3458885363598898]| 12.1443347930908203|      0.00390625|[1523, 108, 0, 108]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      55|[1.420759588245864, 0.0040861097194834, 0.3706900950287848, 1.9828922380764438, 0.5063211770200658, 0.2037839928950766, -0.9446771785823226, 0.4748510527486784, -0.335776224796955, -0.1970079246457749, -0.0799302278838849, 0.820994560325598, 0.2093899561117929, -0.0468304482108521, 0.1163817930374664, 0.1025913035664092, -0.1340924620541933, -0.4810425951373168, -0.0180133855268738, -0.1908685136749567, 0.3905506634456556, 0.3460944901488961]| 12.1443300247192383|      0.00781250|[1551, 110, 0, 110]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      56|[1.420759588245864, 0.0040861097194834, 0.3706900950287848, 1.9828922380764438, 0.5063211770200658, 0.2037839928950766, -0.9446771785823226, 0.4748510527486784, -0.335776224796955, -0.1970079246457749, -0.0799302278838849, 0.820994560325598, 0.2093899561117929, -0.0468304482108521, 0.1163817930374664, 0.1025913035664092, -0.1340924620541933, -0.4810425951373168, -0.0180133855268738, -0.1908685136749567, 0.3905506634456556, 0.3460944901488961]| 12.1443300247192383|      0.00390625|[1579, 112, 0, 112]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      57|[1.4182507786433325, 0.0033447741100981, 0.3714324474649596, 1.9844927344370784, 0.5067196535919809, 0.2041623015213771, -0.9450152062241107, 0.4749938533679672, -0.3351291647601097, -0.1972387014769435, -0.0796640078840418, 0.8214343130939834, 0.2092874170463843, -0.0461789339392943, 0.1172309808649993, 0.1017083402778958, -0.1346269600461903, -0.4813797255228663, -0.0166986701393873, -0.1909746460334662, 0.3903734529046178, 0.3459414056991107]| 12.1443243026733398|      0.00781250|[1607, 114, 0, 114]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      58|[1.4182507786433325, 0.0033447741100981, 0.3714324474649596, 1.9844927344370784, 0.5067196535919809, 0.2041623015213771, -0.9450152062241107, 0.4749938533679672, -0.3351291647601097, -0.1972387014769435, -0.0796640078840418, 0.8214343130939834, 0.2092874170463843, -0.0461789339392943, 0.1172309808649993, 0.1017083402778958, -0.1346269600461903, -0.4813797255228663, -0.0166986701393873, -0.1909746460334662, 0.3903734529046178, 0.3459414056991107]| 12.1443243026733398|      0.00390625|[1635, 116, 0, 116]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      59|[1.4157176834456369, 0.0018623436812469, 0.3715368956303672, 1.9863081302662415, 0.5075128489080246, 0.2047340899838295, -0.9453236633427992, 0.4742063350410039, -0.3352195296235848, -0.1969560056200026, -0.0794407664077244, 0.8218108105068751, 0.2091724787095763, -0.0458525079192841, 0.1174504304710126, 0.1025389291395684, -0.135021620603232, -0.4809842316165805, -0.0166808718420178, -0.1913493280214206, 0.3903225854214093, 0.3462128477341235]| 12.1443166732788086|      0.00781250|[1663, 118, 0, 118]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      60|[1.4157176834456369, 0.0018623436812469, 0.3715368956303672, 1.9863081302662415, 0.5075128489080246, 0.2047340899838295, -0.9453236633427992, 0.4742063350410039, -0.3352195296235848, -0.1969560056200026, -0.0794407664077244, 0.8218108105068751, 0.2091724787095763, -0.0458525079192841, 0.1174504304710126, 0.1025389291395684, -0.135021620603232, -0.4809842316165805, -0.0166808718420178, -0.1913493280214206, 0.3903225854214093, 0.3462128477341235]| 12.1443166732788086|      0.00390625|[1691, 120, 0, 120]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      61|[1.414516712690457, 0.0010149852989039, 0.3720395952321668, 1.9888694100656399, 0.5072363918773218, 0.2052092008058269, -0.9451926829803303, 0.4739740474433639, -0.3344722092597237, -0.1975906525566486, -0.079994843763189, 0.8224899287032031, 0.2100944278101035, -0.0451267439136398, 0.1189294692988049, 0.1021762073997508, -0.1346675234344202, -0.4811611330273475, -0.0167040954411715, -0.1908563865854674, 0.3904305992324165, 0.3464869246742061]| 12.1443119049072266|      0.00781250|[1719, 122, 0, 122]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      62|[1.414516712690457, 0.0010149852989039, 0.3720395952321668, 1.9888694100656399, 0.5072363918773218, 0.2052092008058269, -0.9451926829803303, 0.4739740474433639, -0.3344722092597237, -0.1975906525566486, -0.079994843763189, 0.8224899287032031, 0.2100944278101035, -0.0451267439136398, 0.1189294692988049, 0.1021762073997508, -0.1346675234344202, -0.4811611330273475, -0.0167040954411715, -0.1908563865854674, 0.3904305992324165, 0.3464869246742061]| 12.1443119049072266|      0.00390625|[1747, 124, 0, 124]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      63|[1.4113095298039717, 0.0010902012935422, 0.3722664225250485, 1.9885175277292872, 0.5072802901508446, 0.2062454515990055, -0.9455632314657633, 0.4741441271346366, -0.3338972896868845, -0.1983350323163937, -0.08089293501716, 0.8229649100460061, 0.2103546250215657, -0.0458396461948435, 0.1192312115431585, 0.1019828510355954, -0.1347683355710316, -0.4809785515733037, -0.0169061686270905, -0.1899635176573948, 0.3902155894122695, 0.3465170689279022]| 12.1443080902099609|      0.00781250|[1775, 126, 0, 126]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      64|[1.4113095298039717, 0.0010902012935422, 0.3722664225250485, 1.9885175277292872, 0.5072802901508446, 0.2062454515990055, -0.9455632314657633, 0.4741441271346366, -0.3338972896868845, -0.1983350323163937, -0.08089293501716, 0.8229649100460061, 0.2103546250215657, -0.0458396461948435, 0.1192312115431585, 0.1019828510355954, -0.1347683355710316, -0.4809785515733037, -0.0169061686270905, -0.1899635176573948, 0.3902155894122695, 0.3465170689279022]| 12.1443080902099609|      0.00390625|[1804, 128, 0, 128]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      65|[1.4113095298039717, 0.0010902012935422, 0.3722664225250485, 1.9885175277292872, 0.5072802901508446, 0.2062454515990055, -0.9455632314657633, 0.4741441271346366, -0.3338972896868845, -0.1983350323163937, -0.08089293501716, 0.8229649100460061, 0.2103546250215657, -0.0458396461948435, 0.1192312115431585, 0.1019828510355954, -0.1347683355710316, -0.4809785515733037, -0.0169061686270905, -0.1899635176573948, 0.3902155894122695, 0.3465170689279022]| 12.1443080902099609|      0.00195312|[1833, 130, 0, 130]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      66|[1.4105660166633287, 0.0004885202532796, 0.3724579848984478, 1.9896633715632017, 0.5074030597725186, 0.2065104753220185, -0.9457141859599685, 0.4741716189897252, -0.3341552602103011, -0.19863884745323, -0.0810830341669259, 0.8231389215983631, 0.2104539791864373, -0.0456659419706797, 0.1187770248693823, 0.1016837803183997, -0.1343260148161185, -0.4805206712221407, -0.0162519218687209, -0.1897673014811826, 0.3902836989820271, 0.3465789897761435]| 12.1443042755126953|      0.00390625|[1862, 132, 0, 132]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      67|[1.409226743312489, 9.6779678211e-06, 0.3733268943937897, 1.9921968921304116, 0.5066538946255799, 0.2067173607023077, -0.9448333630179677, 0.4741540699235296, -0.3345448360736447, -0.1999639372571507, -0.081527205652221, 0.8232811865203837, 0.2100449596438642, -0.0467002397060399, 0.1184986879419692, 0.1014110258215388, -0.134885433624837, -0.4802779750511915, -0.0165407454352029, -0.1905222037595233, 0.3899787981266844, 0.3463560508560249]| 12.1442985534667969|      0.00781250|[1890, 134, 0, 134]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      68|[1.409226743312489, 9.6779678211e-06, 0.3733268943937897, 1.9921968921304116, 0.5066538946255799, 0.2067173607023077, -0.9448333630179677, 0.4741540699235296, -0.3345448360736447, -0.1999639372571507, -0.081527205652221, 0.8232811865203837, 0.2100449596438642, -0.0467002397060399, 0.1184986879419692, 0.1014110258215388, -0.134885433624837, -0.4802779750511915, -0.0165407454352029, -0.1905222037595233, 0.3899787981266844, 0.3463560508560249]| 12.1442985534667969|      0.00390625|[1919, 136, 0, 136]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      69|[1.407285282205968, 3.46748570221e-05, 0.3741261002315113, 1.9925199644770613, 0.5067213067169827, 0.2072450126038355, -0.9456175777535107, 0.4730594931949409, -0.3351968575133769, -0.2020302531739356, -0.0810197614661529, 0.8233764209315163, 0.2112002391922849, -0.0468482110419371, 0.1185059201389247, 0.1013005681177628, -0.1355570248836093, -0.4793714293762668, -0.0158165576407661, -0.1899663452038169, 0.3903131225961919, 0.3460374699635554]| 12.1442947387695312|      0.00781250|[1947, 138, 0, 138]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      70|[1.407285282205968, 3.46748570221e-05, 0.3741261002315113, 1.9925199644770613, 0.5067213067169827, 0.2072450126038355, -0.9456175777535107, 0.4730594931949409, -0.3351968575133769, -0.2020302531739356, -0.0810197614661529, 0.8233764209315163, 0.2112002391922849, -0.0468482110419371, 0.1185059201389247, 0.1013005681177628, -0.1355570248836093, -0.4793714293762668, -0.0158165576407661, -0.1899663452038169, 0.3903131225961919, 0.3460374699635554]| 12.1442947387695312|      0.00390625|[1976, 140, 0, 140]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      71|[1.407285282205968, 3.46748570221e-05, 0.3741261002315113, 1.9925199644770613, 0.5067213067169827, 0.2072450126038355, -0.9456175777535107, 0.4730594931949409, -0.3351968575133769, -0.2020302531739356, -0.0810197614661529, 0.8233764209315163, 0.2112002391922849, -0.0468482110419371, 0.1185059201389247, 0.1013005681177628, -0.1355570248836093, -0.4793714293762668, -0.0158165576407661, -0.1899663452038169, 0.3903131225961919, 0.3460374699635554]| 12.1442947387695312|      0.00195312|[2004, 142, 0, 142]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      72|[1.406900820838602, -0.0004180210930841, 0.3743832812434282, 1.9927849142756033, 0.5067584971003709, 0.2067671790872826, -0.9455884599810794, 0.4726207567130813, -0.334867933814574, -0.2020214511260841, -0.0812317525331268, 0.8227506118399724, 0.2100903633003294, -0.0466761694510073, 0.1182738099627871, 0.1011244469024249, -0.1356224122657615, -0.479420913725754, -0.0156502085342509, -0.1898294631400557, 0.3905638508250405, 0.3450912102828512]| 12.1442937850952148|      0.00390625|[2032, 144, 0, 144]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      73|[1.406900820838602, -0.0004180210930841, 0.3743832812434282, 1.9927849142756033, 0.5067584971003709, 0.2067671790872826, -0.9455884599810794, 0.4726207567130813, -0.334867933814574, -0.2020214511260841, -0.0812317525331268, 0.8227506118399724, 0.2100903633003294, -0.0466761694510073, 0.1182738099627871, 0.1011244469024249, -0.1356224122657615, -0.479420913725754, -0.0156502085342509, -0.1898294631400557, 0.3905638508250405, 0.3450912102828512]| 12.1442937850952148|      0.00195312|[2060, 146, 0, 146]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      74|[1.4058007985035084, -0.0009749414897519, 0.3743620176819021, 1.9938533663236797, 0.5067401610719413, 0.2064295271527048, -0.9455190112106809, 0.4724165982864675, -0.3351751214233863, -0.201810573829091, -0.0809183899516606, 0.8230825246571921, 0.2101023300487655, -0.0466700014927145, 0.1181815537862703, 0.1007508483141568, -0.1353178645894303, -0.4795848019378982, -0.0159136235754135, -0.1901656502032728, 0.3909044864295595, 0.3448117777631682]| 12.1442909240722656|      0.00390625|[2088, 148, 0, 148]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      75|[1.4058007985035084, -0.0009749414897519, 0.3743620176819021, 1.9938533663236797, 0.5067401610719413, 0.2064295271527048, -0.9455190112106809, 0.4724165982864675, -0.3351751214233863, -0.201810573829091, -0.0809183899516606, 0.8230825246571921, 0.2101023300487655, -0.0466700014927145, 0.1181815537862703, 0.1007508483141568, -0.1353178645894303, -0.4795848019378982, -0.0159136235754135, -0.1901656502032728, 0.3909044864295595, 0.3448117777631682]| 12.1442909240722656|      0.00195312|[2116, 150, 0, 150]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      76|[1.404965894558102, -0.0014266008082715, 0.3748818353293665, 1.9948026027085852, 0.5072613873700206, 0.2061664324160475, -0.945186616783369, 0.4726238449104405, -0.334942434170783, -0.2016224390829328, -0.080819636373519, 0.8237220198948627, 0.2099638968514856, -0.046864594222907, 0.1180077451158138, 0.1010763400896826, -0.1351705155891934, -0.4790408021121378, -0.0155837347734731, -0.189862465406134, 0.3910296685039079, 0.3449237995550286]| 12.1442880630493164|      0.00390625|[2145, 152, 0, 152]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      77|[1.403836948784158, -0.0033094091085153, 0.3762236477768716, 1.9962534994183412, 0.5078955264562125, 0.207155392081954, -0.9460724025063071, 0.4717439297883145, -0.3346895086003032, -0.2019883746907828, -0.0820773110044408, 0.8236510328621186, 0.2090779506824975, -0.0465039624919266, 0.1184971334369833, 0.1012354375263576, -0.1355383191656577, -0.4795952312922795, -0.0155781211889031, -0.1894818825454076, 0.3908809116922924, 0.3447802980041548]| 12.1442832946777344|      0.00781250|[2173, 154, 0, 154]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      78|[1.403836948784158, -0.0033094091085153, 0.3762236477768716, 1.9962534994183412, 0.5078955264562125, 0.207155392081954, -0.9460724025063071, 0.4717439297883145, -0.3346895086003032, -0.2019883746907828, -0.0820773110044408, 0.8236510328621186, 0.2090779506824975, -0.0465039624919266, 0.1184971334369833, 0.1012354375263576, -0.1355383191656577, -0.4795952312922795, -0.0155781211889031, -0.1894818825454076, 0.3908809116922924, 0.3447802980041548]| 12.1442832946777344|      0.00390625|[2201, 156, 0, 156]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      79|[1.4010321254785578, -0.0037826202465441, 0.376256502880416, 1.9971678796093668, 0.5079753910966768, 0.2077087417242733, -0.946844429984045, 0.4714255120467061, -0.3347127731838334, -0.2023680221421567, -0.0822283294675891, 0.8235187045948178, 0.2089067377762296, -0.0473173795568459, 0.1194039923524803, 0.1019759878107947, -0.1362702046764945, -0.4800211641364594, -0.0155327283698345, -0.1894564773785031, 0.3923827213140161, 0.345094451487485]| 12.1442775726318359|      0.00781250|[2230, 158, 0, 158]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      80|[1.4010321254785578, -0.0037826202465441, 0.376256502880416, 1.9971678796093668, 0.5079753910966768, 0.2077087417242733, -0.946844429984045, 0.4714255120467061, -0.3347127731838334, -0.2023680221421567, -0.0822283294675891, 0.8235187045948178, 0.2089067377762296, -0.0473173795568459, 0.1194039923524803, 0.1019759878107947, -0.1362702046764945, -0.4800211641364594, -0.0155327283698345, -0.1894564773785031, 0.3923827213140161, 0.345094451487485]| 12.1442775726318359|      0.00390625|[2258, 160, 0, 160]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      81|[1.3998130479919864, -0.0042925025380984, 0.3766912300627046, 1.9997558245658404, 0.5081963131102128, 0.2075093478764772, -0.9468544807977826, 0.4715310665510005, -0.3337953307229786, -0.2011780433415683, -0.082246238045817, 0.8227955538597951, 0.208967691334257, -0.046546010390565, 0.1190385953475906, 0.1026206711209835, -0.1354430983468994, -0.4799248876692595, -0.0161027980566879, -0.1888337312220216, 0.3934708434824853, 0.3451802061135935]| 12.1442728042602539|      0.00781250|[2286, 162, 0, 162]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      82|[1.3998130479919864, -0.0042925025380984, 0.3766912300627046, 1.9997558245658404, 0.5081963131102128, 0.2075093478764772, -0.9468544807977826, 0.4715310665510005, -0.3337953307229786, -0.2011780433415683, -0.082246238045817, 0.8227955538597951, 0.208967691334257, -0.046546010390565, 0.1190385953475906, 0.1026206711209835, -0.1354430983468994, -0.4799248876692595, -0.0161027980566879, -0.1888337312220216, 0.3934708434824853, 0.3451802061135935]| 12.1442728042602539|      0.00390625|[2314, 164, 0, 164]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      83|[1.39729085212078, -0.0057245221628246, 0.3775144352158423, 1.9999075857419593, 0.5090603561342946, 0.208670693973157, -0.9463181038925076, 0.4716213456893031, -0.3342370986131715, -0.2013913328796885, -0.0834112079038183, 0.8230207886984303, 0.2091059625340032, -0.0473530496537996, 0.118146117387946, 0.1025928458376406, -0.1352447616794344, -0.480652196224697, -0.0159909698171812, -0.1888085341949605, 0.3935726822463986, 0.3453963242672838]| 12.1442670822143555|      0.00781250|[2342, 166, 0, 166]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      84|[1.39729085212078, -0.0057245221628246, 0.3775144352158423, 1.9999075857419593, 0.5090603561342946, 0.208670693973157, -0.9463181038925076, 0.4716213456893031, -0.3342370986131715, -0.2013913328796885, -0.0834112079038183, 0.8230207886984303, 0.2091059625340032, -0.0473530496537996, 0.118146117387946, 0.1025928458376406, -0.1352447616794344, -0.480652196224697, -0.0159909698171812, -0.1888085341949605, 0.3935726822463986, 0.3453963242672838]| 12.1442670822143555|      0.00390625|[2370, 168, 0, 168]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      85|[1.39729085212078, -0.0057245221628246, 0.3775144352158423, 1.9999075857419593, 0.5090603561342946, 0.208670693973157, -0.9463181038925076, 0.4716213456893031, -0.3342370986131715, -0.2013913328796885, -0.0834112079038183, 0.8230207886984303, 0.2091059625340032, -0.0473530496537996, 0.118146117387946, 0.1025928458376406, -0.1352447616794344, -0.480652196224697, -0.0159909698171812, -0.1888085341949605, 0.3935726822463986, 0.3453963242672838]| 12.1442670822143555|      0.00195312|[2398, 170, 0, 170]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      86|[1.3965634258922848, -0.0057638355552753, 0.3777430609024853, 2.0007519824506095, 0.5091570636835283, 0.2082766779904612, -0.9457813828914856, 0.4723742716710889, -0.3337514444850571, -0.2016182397921734, -0.0832216974346643, 0.8226512989493837, 0.2090394004480782, -0.0472809730926149, 0.1179201486332253, 0.1022413261012233, -0.1350455551203968, -0.4808774400291114, -0.0161679026797016, -0.1893083378105359, 0.3942328527645304, 0.3451777602248542]| 12.1442642211914062|      0.00390625|[2427, 172, 0, 172]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      87|[1.3944409072146264, -0.0071627705050187, 0.3770873752825094, 2.001355618784583, 0.5087009565971561, 0.2078374879518222, -0.9459071694116787, 0.472737449686659, -0.3326902667271734, -0.2021221281865569, -0.0828532649338556, 0.8225869432205831, 0.2086710816523858, -0.0468285661921893, 0.1181632761602616, 0.103170026948586, -0.1358155175484035, -0.4824496759163467, -0.0153150534775204, -0.1892989463772572, 0.3942571499181193, 0.3461153800527114]| 12.1442604064941406|      0.00781250|[2456, 174, 0, 174]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      88|[1.3944409072146264, -0.0071627705050187, 0.3770873752825094, 2.001355618784583, 0.5087009565971561, 0.2078374879518222, -0.9459071694116787, 0.472737449686659, -0.3326902667271734, -0.2021221281865569, -0.0828532649338556, 0.8225869432205831, 0.2086710816523858, -0.0468285661921893, 0.1181632761602616, 0.103170026948586, -0.1358155175484035, -0.4824496759163467, -0.0153150534775204, -0.1892989463772572, 0.3942571499181193, 0.3461153800527114]| 12.1442604064941406|      0.00390625|[2484, 176, 0, 176]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      89|[1.3937013901581226, -0.0078416667284727, 0.3783486577548044, 2.0044717090598647, 0.5084979435136344, 0.2086283827991615, -0.9455915591020733, 0.4731337046323518, -0.3322032610020446, -0.201675423772341, -0.0828096690332456, 0.8223522672217775, 0.2090747387651877, -0.0470647377478884, 0.1182998470542337, 0.1031016779877469, -0.1358661142726077, -0.4827821765011839, -0.0156938265306834, -0.1893030471884539, 0.3941320552312725, 0.345106018215617]| 12.1442546844482422|      0.00781250|[2512, 178, 0, 178]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      90|[1.3937013901581226, -0.0078416667284727, 0.3783486577548044, 2.0044717090598647, 0.5084979435136344, 0.2086283827991615, -0.9455915591020733, 0.4731337046323518, -0.3322032610020446, -0.201675423772341, -0.0828096690332456, 0.8223522672217775, 0.2090747387651877, -0.0470647377478884, 0.1182998470542337, 0.1031016779877469, -0.1358661142726077, -0.4827821765011839, -0.0156938265306834, -0.1893030471884539, 0.3941320552312725, 0.345106018215617]| 12.1442546844482422|      0.00390625|[2541, 180, 0, 180]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      91|[1.3918925912113795, -0.0092842469533157, 0.3799833491643598, 2.004071590577472, 0.5091532283593742, 0.2092089299677284, -0.9457014955793811, 0.4741952382196871, -0.3320058303893247, -0.202134085186037, -0.0824520686718065, 0.8219634768874282, 0.2093479489290901, -0.047129596195, 0.1172099797929431, 0.103789033008945, -0.1366228710365738, -0.4819503508038109, -0.0147783535021802, -0.1896571031110211, 0.3948950784608261, 0.3448051107125211]| 12.1442508697509766|      0.00781250|[2569, 182, 0, 182]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      92|[1.3918925912113795, -0.0092842469533157, 0.3799833491643598, 2.004071590577472, 0.5091532283593742, 0.2092089299677284, -0.9457014955793811, 0.4741952382196871, -0.3320058303893247, -0.202134085186037, -0.0824520686718065, 0.8219634768874282, 0.2093479489290901, -0.047129596195, 0.1172099797929431, 0.103789033008945, -0.1366228710365738, -0.4819503508038109, -0.0147783535021802, -0.1896571031110211, 0.3948950784608261, 0.3448051107125211]| 12.1442508697509766|      0.00390625|[2597, 184, 0, 184]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
